Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000113269,RNF130,77,0.12737,54,-0.4220,74,0.05604,59,-0.2904,72,0.01637,60,-0.2784,87,0.31076,80,0.18614,73,0.04105
ENSG00000050748,MAPK9,104,-0.9443,161,-0.2027,191,0.06055,230,0.35788,244,0.51729,203,0.16186,205,0.17650,156,-0.2606,178,-0.0516
ENSG00000113300,CNOT6,21,0.17123,22,0.27887,25,0.46639,13,-0.5914,13,-0.6224,13,-0.6036,15,-0.3484,28,0.61606,24,0.36970
ENSG00000131446,MGAT1,28,0.29354,17,-0.5062,21,-0.1784,24,0.05172,28,0.32963,13,-0.8676,20,-0.2621,20,-0.2529,31,0.45310
ENSG00000278970,HEIH,18,0.06502,9,-0.9813,19,0.10491,22,0.36496,14,-0.3391,14,-0.3940,16,-0.1328,20,0.21414,28,0.75411
ENSG00000196670,ZFP62,14,0.19584,10,-0.2533,9,-0.4661,11,-0.1679,11,-0.1585,13,0.11197,8,-0.6030,17,0.49872,16,0.46544
ENSG00000165810,BTNL9,8,-0.2916,31,2.00694,9,-0.1625,0,-3.7248,3,-1.5363,11,0.22455,16,0.75478,5,-0.9589,11,0.16866
ENSG00000250222,AC008443.5,24,0.86954,5,-1.5052,4,-1.7667,14,-0.1166,12,-0.3929,8,-0.8718,13,-0.2651,19,0.39696,29,1.07975
ENSG00000146063,TRIM41,36,0.36095,34,0.25734,26,-0.1779,23,-0.3494,29,0.00992,20,-0.5777,20,-0.5850,32,0.13025,36,0.31189
ENSG00000204628,RACK1,236,0.47759,111,-0.7541,83,-1.1919,212,0.25204,166,-0.1529,157,-0.2291,179,-0.0197,207,0.21530,240,0.45268
ENSG00000183718,TRIM52,10,-1.0708,51,1.61291,21,0.14969,20,0.03282,20,0.03410,20,0.06724,13,-0.5951,13,-0.6321,16,-0.3119
ENSG00000112679,DUSP22,31,0.20793,20,-0.4983,19,-0.6266,39,0.53834,30,0.14208,29,0.04355,27,-0.0473,22,-0.3769,28,0.01724
ENSG00000112685,EXOC2,8,-1.5563,25,0.28586,23,0.17317,21,-0.0102,18,-0.2298,26,0.35666,37,0.93169,15,-0.4985,30,0.58348
ENSG00000112699,GMDS,5,-1.1760,15,0.35293,4,-1.6840,21,0.97487,16,0.57364,13,0.13793,11,-0.1069,9,-0.4557,13,0.18656
ENSG00000250903,GMDS-DT,9,-0.1527,25,1.54788,8,-0.3047,3,-1.6807,11,0.16297,6,-0.8030,7,-0.5152,13,0.39612,7,-0.4800
ENSG00000124535,WRNIP1,30,-0.7414,41,-0.2336,47,0.00445,65,0.50288,40,-0.2908,66,0.53409,49,0.05574,58,0.34118,53,0.18713
ENSG00000170542,SERPINB9,9,-0.3659,14,0.39326,12,0.07303,13,0.27411,12,0.18279,7,-0.6555,18,0.75146,9,-0.3786,7,-0.7226
ENSG00000124570,SERPINB6,54,1.20351,26,-0.1771,20,-0.5808,18,-0.7645,22,-0.4693,8,-1.8183,20,-0.5543,36,0.35306,38,0.43450
ENSG00000124588,NQO2,32,-0.7295,59,0.28344,20,-1.3789,59,0.28558,39,-0.3828,54,0.16706,85,0.88776,45,-0.1474,77,0.72843
ENSG00000137274,BPHL,12,-0.6721,17,-0.0979,9,-0.9879,13,-0.4835,23,0.42606,21,0.21957,17,-0.0822,22,0.28150,30,0.80262
ENSG00000137267,TUBB2A,285,-1.7627,570,-0.6127,369,-1.2730,1991,1.44783,694,-0.3386,1465,0.90505,1391,0.81636,435,-1.0245,1108,0.43813
ENSG00000137285,TUBB2B,376,1.09854,93,-1.2670,172,-0.3217,45,-2.3334,66,-1.8757,23,-3.3163,143,-0.6080,668,2.00627,300,0.56576
ENSG00000180822,PSMG4,19,0.06764,20,0.13516,13,-0.5306,17,-0.1237,10,-1.0085,24,0.45575,11,-0.7332,27,0.65239,30,0.82724
ENSG00000137266,SLC22A23,22,-0.7395,28,-0.3038,20,-0.8195,68,1.11803,44,0.46218,34,-0.0063,29,-0.2631,38,0.16719,27,-0.3482
ENSG00000145945,FAM50B,11,-0.7155,11,-0.7625,5,-1.9476,37,1.20073,10,-0.8809,19,0.09507,15,-0.2333,23,0.38671,43,1.45156
ENSG00000112739,PRPF4B,94,-0.7954,298,1.13326,232,0.70540,103,-0.5843,157,0.07596,165,0.15035,131,-0.2176,132,-0.1991,91,-0.7841
ENSG00000198721,ECI2,37,0.54552,26,-0.0942,20,-0.4540,6,-2.1232,16,-0.8844,18,-0.6706,36,0.41195,47,0.87256,43,0.70580
ENSG00000153046,CDYL,64,0.69966,40,-0.1453,84,1.04964,44,-0.0102,38,-0.2578,25,-0.8415,16,-1.5215,60,0.48806,11,-2.0347
ENSG00000214113,LYRM4,42,0.06553,37,-0.1147,25,-0.7557,35,-0.1951,38,-0.1178,48,0.26582,48,0.26458,29,-0.5147,62,0.70984
ENSG00000145982,FARS2,10,-0.2188,14,0.25737,4,-1.7284,18,0.64002,5,-1.3078,21,0.86945,14,0.22178,15,0.37593,15,0.34408
ENSG00000124785,NRN1,141,-1.0844,209,-0.4054,198,-0.4891,588,1.29422,280,0.05593,345,0.38547,239,-0.1977,227,-0.2831,335,0.33729
ENSG00000216863,LY86-AS1,8,-1.5960,32,0.56658,17,-0.4562,28,0.35339,17,-0.4794,60,1.63934,14,-0.6758,17,-0.4399,30,0.43003
ENSG00000124783,SSR1,60,-0.4682,96,0.30718,99,0.36101,49,-0.7370,78,-0.0120,92,0.24563,79,0.00030,124,0.73969,52,-0.6352
ENSG00000124784,RIOK1,16,-0.8579,45,0.78153,27,-0.0189,23,-0.2439,26,-0.0606,53,1.08940,25,-0.1177,18,-0.6573,24,-0.1763
ENSG00000168566,SNRNP48,10,-0.7305,39,1.44410,14,-0.1795,14,-0.2161,15,-0.1161,18,0.19406,15,-0.0798,13,-0.3127,13,-0.3268
ENSG00000239264,TXNDC5,14,-0.5912,14,-0.5147,18,-0.0982,20,0.04142,18,-0.1101,17,-0.1866,24,0.31637,43,1.27655,15,-0.4088
ENSG00000124802,EEF1E1,22,-0.7489,32,-0.1008,31,-0.1641,35,0.03208,27,-0.3784,47,0.50337,68,1.11830,22,-0.6704,44,0.38627
ENSG00000124786,SLC35B3,8,-0.7924,23,0.92250,12,-0.1016,16,0.37855,9,-0.5995,8,-0.7934,19,0.58958,11,-0.1730,19,0.60385
ENSG00000111845,PAK1IP1,25,-0.5797,65,0.96105,61,0.86670,25,-0.5474,26,-0.5728,48,0.44406,30,-0.2841,40,0.14951,25,-0.5513
ENSG00000111843,TMEM14C,53,-0.3098,49,-0.3835,35,-0.8878,54,-0.2590,43,-0.6418,51,-0.3479,110,0.89618,75,0.27778,130,1.19076
ENSG00000137210,TMEM14B,57,-0.2338,42,-0.6911,43,-0.6439,84,0.38413,58,-0.2039,83,0.36940,88,0.46963,66,0.00762,85,0.42059
ENSG00000197977,ELOVL2,41,1.07542,11,-1.1802,26,0.16090,2,-3.2371,6,-2.1949,0,-5.4757,5,-2.3402,93,2.47122,26,0.20162
ENSG00000224531,SMIM13,79,-0.6532,80,-0.5764,90,-0.3837,201,0.90019,143,0.38718,124,0.10887,117,0.02284,98,-0.2628,119,0.03945
ENSG00000111859,NEDD9,16,0.21422,13,-0.1099,17,0.25867,11,-0.3716,18,0.37266,14,-0.0259,5,-1.6675,18,0.32623,12,-0.2646
ENSG00000205269,TMEM170B,56,-0.0055,47,-0.2547,56,0.00358,47,-0.2556,40,-0.5514,79,0.55794,68,0.31838,64,0.20621,61,0.13161
ENSG00000095951,HIVEP1,20,-1.2273,77,1.01184,57,0.51366,56,0.47926,60,0.67534,33,-0.3640,22,-0.9542,37,-0.1754,15,-1.5163
ENSG00000112137,PHACTR1,246,5.13193,232,-0.0918,325,0.45266,348,0.56378,249,0.02221,195,-0.3651,181,-0.4802,256,0.06894,176,-0.5188
ENSG00000145979,TBC1D7,6,-1.9351,20,-0.0645,9,-1.1870,39,0.98880,25,0.28509,25,0.25405,29,0.51241,19,-0.1497,29,0.48784
ENSG00000145990,GFOD1,157,-0.5168,234,0.14849,277,0.42453,152,-0.5238,267,0.40790,289,0.49187,211,-0.0123,167,-0.3824,164,-0.4101
ENSG00000124523,SIRT5,19,-0.4470,24,-0.0299,23,-0.1389,22,-0.1822,20,-0.3761,39,0.72446,32,0.42570,30,0.30517,24,-0.0158
ENSG00000225921,NOL7,96,-0.0029,86,-0.1707,155,0.78718,70,-0.4802,96,0.01255,84,-0.1968,64,-0.6308,91,-0.0726,118,0.33452
ENSG00000010017,RANBP9,50,-0.6920,68,-0.1442,67,-0.1727,129,0.89112,66,-0.2257,92,0.33167,86,0.21489,54,-0.5162,97,0.41101
ENSG00000050393,MCUR1,47,-0.3347,40,-0.5418,60,0.08559,61,0.12120,65,0.23694,56,-0.0217,73,0.40177,53,-0.1033,58,0.03310
ENSG00000180537,RNF182,27,0.56124,11,-0.9193,22,0.13171,31,0.72995,13,-0.6849,7,-1.6289,14,-0.5615,30,0.67079,24,0.28028
ENSG00000112149,CD83,10,-1.8878,26,-0.3922,27,-0.3099,44,0.47143,48,0.67603,30,-0.1289,69,1.23070,20,-0.7396,30,-0.1294
ENSG00000008083,JARID2,26,-0.3854,46,0.55348,51,0.72646,28,-0.2231,28,-0.2498,26,-0.3307,17,-0.9463,60,0.98566,21,-0.6473
ENSG00000047579,DTNBP1,45,0.50588,19,-0.9085,24,-0.5457,22,-0.6832,24,-0.6222,36,0.09661,28,-0.3154,54,0.74660,55,0.77378
ENSG00000007944,MYLIP,13,-0.8789,27,0.25708,15,-0.6380,26,0.20645,40,1.05486,16,-0.5373,19,-0.2485,26,0.24608,14,-0.7092
ENSG00000124788,ATXN1,110,-0.0931,137,0.26956,167,0.58804,128,0.15743,133,0.24639,121,0.07049,60,-1.0118,93,-0.3432,83,-0.5234
ENSG00000112186,CAP2,108,-1.4682,322,0.31275,281,0.09264,389,0.62375,269,0.02984,463,0.91449,250,-0.0898,254,-0.0681,200,-0.4362
ENSG00000137414,FAM8A1,34,-0.5313,46,-0.0095,36,-0.3823,45,-0.0285,45,-0.0571,65,0.55375,45,-0.0271,51,0.14804,63,0.48414
ENSG00000124789,NUP153,15,-0.7300,27,0.17128,27,0.16094,11,-1.1506,23,-0.0608,33,0.51445,39,0.79198,28,0.23258,22,-0.1318
ENSG00000137177,KIF13A,27,0.31628,37,0.82827,45,1.16444,13,-0.8674,9,-1.4521,24,0.10794,12,-0.9522,33,0.64335,10,-1.2340
ENSG00000137364,TPMT,48,0.15533,34,-0.4226,28,-0.6792,23,-0.9865,55,0.38651,42,-0.0803,52,0.25285,46,0.07700,54,0.33441
ENSG00000165097,KDM1B,17,0.25065,18,0.23624,17,0.16439,7,-1.1957,11,-0.5623,25,0.82370,5,-1.5836,21,0.54479,17,0.18589
ENSG00000124795,DEK,151,0.08462,177,0.33112,249,0.89960,102,-0.5351,144,0.00445,138,-0.0684,74,-1.0292,184,0.39130,69,-1.1272
ENSG00000172201,ID4,179,1.30143,58,-0.7123,103,0.18146,25,-1.9850,27,-1.9322,8,-3.5189,23,-2.0802,303,2.08700,78,-0.2584
ENSG00000112242,E2F3,17,-0.7801,50,0.98649,40,0.61742,21,-0.4025,26,-0.0537,34,0.33558,28,0.04563,27,0.00175,13,-1.1278
ENSG00000124766,SOX4,37,1.02760,21,0.00194,28,0.46828,18,-0.2731,22,0.09218,5,-2.0009,3,-2.6447,21,-0.0229,18,-0.2412
ENSG00000272168,CASC15,30,-0.6073,56,0.44083,53,0.36498,73,0.88522,46,0.15632,50,0.25228,12,-1.9406,34,-0.3643,38,-0.1862
ENSG00000152954,NRSN1,145,-0.5826,180,-0.1971,300,0.62364,375,1.00007,280,0.57670,139,-0.6024,121,-0.8150,165,-0.3387,118,-0.8490
ENSG00000124532,MRS2,18,-0.3163,32,0.58596,9,-1.3221,31,0.52096,11,-1.1765,34,0.69809,34,0.71243,15,-0.6188,30,0.48901
ENSG00000112293,GPLD1,7,-0.6701,27,1.60958,5,-0.8971,8,-0.2667,10,0.02093,12,0.23892,13,0.40124,5,-0.8964,6,-0.6794
ENSG00000112294,ALDH5A1,96,0.16873,89,0.03561,108,0.34488,72,-0.2921,82,-0.0930,64,-0.4891,93,0.10679,78,-0.1645,97,0.16650
ENSG00000137261,KIAA0319,31,-0.4685,41,-0.0063,55,0.46999,54,0.43145,29,-0.5634,51,0.33785,27,-0.6231,54,0.44247,48,0.26179
ENSG00000111802,TDP2,45,-0.5612,56,-0.1575,61,-0.0298,70,0.19449,60,-0.0604,66,0.10695,81,0.42504,62,-0.0100,77,0.35425
ENSG00000112304,ACOT13,24,-0.4800,16,-1.0140,15,-1.1287,24,-0.4589,27,-0.2586,38,0.26055,57,0.95332,37,0.21370,62,1.07562
ENSG00000112308,C6orf62,117,-0.1182,163,0.41937,142,0.20104,95,-0.4223,113,-0.1747,134,0.11149,119,-0.0800,136,0.13066,127,0.02696
ENSG00000112312,GMNN,17,0.57820,14,0.20905,15,0.30201,4,-1.6830,3,-1.9089,3,-1.8319,16,0.41919,26,1.20431,16,0.43228
ENSG00000111913,RIPOR2,28,-0.5195,45,0.22571,39,0.02293,60,0.69758,27,-0.5970,74,1.05935,14,-1.5386,49,0.39085,34,-0.2102
ENSG00000079691,CARMIL1,41,0.49567,52,0.81704,41,0.43361,8,-2.0373,7,-2.3051,11,-1.6085,27,-0.2092,90,1.78999,20,-0.7125
ENSG00000197061,HIST1H4C,97,-0.0115,83,-0.2396,138,0.56690,127,0.42368,77,-0.3958,105,0.12794,51,-0.9991,156,0.76814,62,-0.7044
ENSG00000168298,HIST1H1E,6,-1.2078,30,1.34718,70,3.08327,6,-1.2386,6,-1.1930,8,-0.7298,1,-3.3346,7,-0.9452,0,-4.2049
ENSG00000112763,BTN2A1,11,-1.2888,41,0.90841,16,-0.5458,20,-0.2603,32,0.57748,32,0.47091,30,0.40362,12,-1.0482,22,-0.1301
ENSG00000228223,HCG11,24,0.57828,21,0.33524,13,-0.4227,17,-0.0416,18,0.02935,23,0.41587,14,-0.3487,11,-0.6702,9,-1.0406
ENSG00000182952,HMGN4,14,-0.7258,22,0.02162,13,-0.7848,31,0.56417,20,-0.1461,30,0.54394,24,0.14704,22,-0.0040,29,0.45951
ENSG00000146109,ABT1,13,0.19863,8,-0.5510,5,-1.0749,8,-0.4637,8,-0.6669,21,0.97366,12,0.12591,7,-0.7052,23,1.10365
ENSG00000181315,ZNF322,9,-0.7400,27,0.98454,25,0.81381,21,0.52129,11,-0.5465,16,0.10720,13,-0.2013,12,-0.3444,10,-0.6461
ENSG00000096654,ZNF184,10,-0.4962,23,0.83864,12,-0.2112,4,-1.6648,5,-1.5447,30,1.29007,18,0.45183,18,0.45569,14,0.05179
ENSG00000269293,ZSCAN16-AS1,55,0.60161,25,-0.6819,25,-0.7148,29,-0.4660,32,-0.3747,24,-0.7447,34,-0.2181,43,0.14188,80,1.16398
ENSG00000197062,ZSCAN26,13,-0.0703,16,0.27403,10,-0.5067,15,0.16730,11,-0.3954,12,-0.1619,14,0.02509,18,0.41301,17,0.36797
ENSG00000137338,PGBD1,5,-1.3850,28,1.42683,17,0.59484,18,0.71038,9,-0.4404,7,-0.6497,11,-0.0293,11,-0.0528,7,-0.6460
ENSG00000204713,TRIM27,17,-0.8516,33,0.21991,27,-0.0972,40,0.50447,29,0.02003,44,0.66147,27,-0.1258,20,-0.5390,34,0.26861
ENSG00000204681,GABBR1,271,0.16034,218,-0.2013,203,-0.3094,255,0.05014,187,-0.4812,267,0.12405,270,0.13944,318,0.40241,275,0.16789
ENSG00000204655,MOG,12,-0.5203,24,0.54520,8,-1.1778,3,-2.5519,56,2.70860,0,-6.6354,2,-2.7136,3,-2.3611,9,-0.8655
ENSG00000206503,HLA-A,151,1.16887,49,-0.7966,45,-0.9180,64,-0.3823,60,-0.5452,42,-1.0346,62,-0.4381,109,0.45197,112,0.48960
ENSG00000204619,PPP1R11,41,-0.4443,31,-0.7935,24,-1.2108,71,0.48747,54,0.04760,55,0.06632,62,0.24811,54,0.04291,93,0.92507
ENSG00000234127,TRIM26,15,0.04753,14,-0.0434,9,-0.7681,9,-0.7658,17,0.31410,10,-0.5832,26,0.93650,11,-0.3399,16,0.16579
ENSG00000231074,HCG18,74,-0.5116,195,1.09863,150,0.65414,98,-0.0273,102,0.03432,113,0.19068,41,-1.3749,123,0.33447,29,-1.8762
ENSG00000241370,RPP21,15,-0.9330,14,-0.9441,9,-1.6293,32,0.26895,25,-0.0895,24,-0.1963,29,0.15010,41,0.69211,64,1.45770
ENSG00000204592,HLA-E,155,2.24802,36,-0.6333,35,-0.6714,25,-1.1951,32,-0.8883,12,-2.2830,22,-1.3715,49,-0.1578,47,-0.2374
ENSG00000204590,GNL1,105,-0.4066,127,-0.0639,190,0.58319,146,0.14847,125,-0.1085,131,-0.0162,175,0.44980,125,-0.0883,105,-0.3655
ENSG00000204576,PRR3,13,0.17929,20,0.87616,9,-0.3099,10,-0.2301,6,-0.9839,19,0.83319,9,-0.2661,8,-0.4977,12,0.07894
ENSG00000204574,ABCF1,62,-0.7715,137,0.52557,126,0.38408,107,0.12769,70,-0.5894,156,0.74606,132,0.46829,92,-0.1200,73,-0.4790
ENSG00000204569,PPP1R10,36,-0.1203,46,0.27822,53,0.51382,18,-1.1511,25,-0.6859,45,0.25860,38,0.00305,69,0.94878,31,-0.3449
ENSG00000204568,MRPS18B,30,-0.4488,39,-0.0253,36,-0.1382,32,-0.3122,39,-0.0302,48,0.32170,47,0.28157,48,0.32093,45,0.20652
ENSG00000137343,ATAT1,28,-0.3966,27,-0.4101,24,-0.6031,42,0.28542,35,-0.0320,27,-0.4134,43,0.32670,58,0.80809,41,0.25136
ENSG00000204564,C6orf136,32,-0.7645,42,-0.2721,23,-1.1895,63,0.35381,42,-0.2930,62,0.35007,78,0.70839,43,-0.2202,92,0.99777
ENSG00000204560,DHX16,9,-1.0069,20,0.29617,21,0.34205,19,0.25286,14,-0.2685,23,0.48364,21,0.34903,16,-0.0951,17,0.07162
ENSG00000137337,MDC1,9,-0.5358,17,0.49793,16,0.34224,17,0.42674,11,-0.2497,7,-0.8283,10,-0.4171,18,0.59993,14,0.15647
ENSG00000196230,TUBB,212,-1.0773,289,-0.5257,277,-0.5871,568,0.54830,378,-0.1186,613,0.67654,612,0.67332,238,-0.8239,672,0.83151
ENSG00000137312,FLOT1,103,-0.7329,119,-0.4516,90,-0.8753,148,-0.1153,179,0.20804,218,0.50603,216,0.48768,158,-0.0124,238,0.65361
ENSG00000204580,DDR1,78,1.73603,20,-0.7646,21,-0.7087,13,-1.4493,24,-0.5673,8,-2.0079,13,-1.4135,46,0.54221,39,0.27728
ENSG00000137411,VARS2,22,0.60461,17,0.14809,13,-0.2281,16,0.00259,10,-0.7990,8,-1.0321,10,-0.6334,30,1.03165,15,-0.0550
ENSG00000204536,CCHCR1,7,-0.5446,14,0.61030,4,-1.1376,8,-0.2513,6,-0.7585,12,0.35345,12,0.35281,11,0.24322,18,0.99215
ENSG00000204525,HLA-C,87,0.92895,34,-0.6820,34,-0.7082,46,-0.2085,46,-0.2336,23,-1.2888,34,-0.6817,53,-0.0007,93,0.91753
ENSG00000234745,HLA-B,91,2.00609,22,-0.6973,15,-1.2910,24,-0.5971,24,-0.6203,10,-1.9017,21,-0.7652,29,-0.2969,33,-0.0915
ENSG00000198563,DDX39B,54,-0.3272,83,0.39615,32,-1.0865,83,0.37900,45,-0.6113,69,0.10088,68,0.07080,79,0.31783,103,0.74397
ENSG00000213760,ATP6V1G2,156,-0.6772,150,-0.6827,120,-1.0196,384,0.81339,230,-0.0234,283,0.31224,306,0.43777,188,-0.3392,360,0.70853
ENSG00000204469,PRRC2A,112,0.57215,72,-0.1924,70,-0.2391,52,-0.6933,81,-0.0207,73,-0.1766,69,-0.2538,95,0.24962,81,-0.0117
ENSG00000204463,BAG6,74,0.04036,55,-0.4257,38,-0.9829,94,0.43654,43,-0.8409,66,-0.1437,106,0.62395,71,-0.0196,127,0.93650
ENSG00000204438,GPANK1,14,-0.1555,14,-0.0630,15,-0.0133,12,-0.3142,15,0.04225,23,0.68708,12,-0.3607,13,-0.2032,17,0.22528
ENSG00000204435,CSNK2B,65,-0.5954,89,-0.0665,56,-0.7823,108,0.24032,79,-0.2858,108,0.24771,124,0.46107,109,0.25310,139,0.65733
ENSG00000204427,ABHD16A,22,-0.8892,27,-0.4689,23,-0.7599,57,0.68529,40,0.11792,53,0.57013,47,0.35668,28,-0.4284,51,0.51400
ENSG00000213722,DDAH2,35,1.81143,8,-0.9183,8,-0.8270,13,-0.1239,7,-1.0935,5,-1.5833,3,-2.1785,21,0.57368,15,0.09288
ENSG00000204394,VARS,15,-0.6495,17,-0.3626,20,-0.0948,20,-0.0886,17,-0.3985,20,-0.1076,51,1.43020,15,-0.5873,31,0.55767
ENSG00000204392,LSM2,15,-0.3802,18,-0.0667,18,-0.1021,15,-0.3462,15,-0.4288,18,-0.1271,14,-0.4715,38,1.12462,29,0.66688
ENSG00000204389,HSPA1A,67,0.12933,39,-0.7342,35,-0.8656,93,0.65291,41,-0.6837,59,-0.0691,65,0.08428,77,0.34826,98,0.73304
ENSG00000204388,HSPA1B,39,-0.4520,45,-0.1955,65,0.38387,46,-0.1736,44,-0.2733,76,0.62828,89,0.88505,33,-0.6769,45,-0.2186
ENSG00000204387,SNHG32,54,0.49703,16,-1.4260,12,-1.8465,31,-0.4186,48,0.27601,28,-0.6009,22,-0.9096,48,0.26766,89,1.29327
ENSG00000204386,NEU1,16,-0.7764,11,-1.2521,17,-0.6991,28,0.09149,31,0.28960,38,0.59453,42,0.76286,17,-0.6966,42,0.73385
ENSG00000204371,EHMT2,71,0.22949,62,0.00425,45,-0.5146,52,-0.2774,76,0.35577,56,-0.1598,45,-0.5001,82,0.44417,49,-0.3842
ENSG00000204356,NELFE,44,-0.2651,62,0.28647,42,-0.3417,53,0.03639,48,-0.1271,69,0.45544,49,-0.0754,48,-0.1187,62,0.28216
ENSG00000204351,SKIV2L,15,-0.2085,18,0.02486,9,-0.8919,14,-0.2906,11,-0.7079,27,0.71860,21,0.30182,17,-0.0262,31,0.92357
ENSG00000204344,STK19,11,-0.4812,11,-0.4491,9,-0.7639,26,0.93258,14,-0.0093,19,0.45074,14,-0.0897,20,0.46359,11,-0.4020
ENSG00000213676,ATF6B,11,-0.0724,40,2.09147,7,-0.7622,6,-1.0980,8,-0.7000,8,-0.5199,7,-0.8528,8,-0.5376,16,0.50090
ENSG00000204314,PRRT1,56,-0.8628,101,0.10526,58,-0.7617,107,0.20231,77,-0.3499,164,0.89689,108,0.21053,104,0.15505,131,0.52463
ENSG00000221988,PPT2,4,-1.2914,4,-1.1570,3,-1.7170,13,0.36393,5,-1.2261,11,0.13808,13,0.41543,27,1.67485,21,1.18016
ENSG00000204310,AGPAT1,64,-0.3907,53,-0.6463,40,-1.0910,107,0.45334,66,-0.3404,105,0.42972,112,0.53131,76,-0.1029,134,0.82259
ENSG00000204308,RNF5,33,-0.1975,20,-0.9591,23,-0.7535,49,0.41860,31,-0.2973,39,0.05872,60,0.76776,27,-0.4998,65,0.88447
ENSG00000204304,PBX2,9,-0.4368,12,0.06981,6,-1.0639,16,0.55542,10,-0.2515,11,-0.0308,12,0.00509,20,0.87845,12,0.10760
ENSG00000204301,NOTCH4,13,0.52762,8,-0.1951,4,-1.1207,9,-0.1665,7,-0.4439,4,-1.2153,15,0.71626,4,-1.3086,20,1.22663
ENSG00000204256,BRD2,84,-0.1051,94,0.09329,120,0.48137,82,-0.1292,87,-0.0324,90,0.02057,82,-0.1213,116,0.42828,51,-0.8457
ENSG00000204231,RXRB,32,-0.7785,48,-0.0757,31,-0.7555,60,0.28104,66,0.48971,57,0.18936,42,-0.2958,50,-0.0032,71,0.55583
ENSG00000112473,SLC39A7,21,-0.3873,36,0.51919,47,0.97857,12,-1.0918,30,0.26665,26,0.03969,12,-1.1389,31,0.30773,18,-0.5907
ENSG00000204227,RING1,32,-0.3453,64,0.80176,22,-0.8643,33,-0.2760,28,-0.5271,46,0.25360,35,-0.1461,50,0.38809,58,0.64965
ENSG00000223501,VPS52,16,-0.5949,24,0.09415,19,-0.2852,20,-0.1866,14,-0.8003,33,0.59124,34,0.63442,24,0.08643,36,0.75319
ENSG00000231500,RPS18,839,1.08007,149,-1.7745,164,-1.6297,513,0.11714,433,-0.1700,270,-0.8788,334,-0.5568,505,0.09205,768,0.77742
ENSG00000227057,WDR46,14,-0.5598,33,0.79562,19,-0.0537,14,-0.5459,19,-0.1412,24,0.26000,20,0.01281,13,-0.6598,32,0.74198
ENSG00000204220,PFDN6,48,-0.4524,57,-0.1511,71,0.17847,53,-0.2625,58,-0.1497,89,0.55826,76,0.29201,66,0.06330,70,0.15434
ENSG00000237441,RGL2,18,0.91103,17,0.70090,2,-2.4443,15,0.49864,4,-1.5274,2,-2.5516,2,-2.3459,15,0.53284,23,1.22624
ENSG00000231925,TAPBP,84,0.56669,40,-0.6558,34,-0.8996,71,0.21564,46,-0.4827,57,-0.1252,78,0.37620,71,0.22539,66,0.10362
ENSG00000236104,ZBTB22,7,-0.5740,9,-0.0851,6,-0.6738,15,0.66882,7,-0.6006,9,-0.1873,6,-0.6997,14,0.63081,20,1.20347
ENSG00000204209,DAXX,20,-0.5535,29,0.05889,48,0.87817,31,0.15843,29,0.09132,25,-0.1370,16,-0.8204,28,-0.0018,30,0.14112
ENSG00000112511,PHF1,38,0.07572,42,0.25147,29,-0.3098,30,-0.2895,32,-0.1876,29,-0.3484,34,-0.0798,39,0.14501,52,0.59847
ENSG00000112514,CUTA,100,-0.3917,84,-0.6365,60,-1.1394,127,0.00552,86,-0.6423,153,0.30638,207,0.81126,149,0.27194,234,1.01765
ENSG00000197283,SYNGAP1,32,-0.3865,46,0.24845,42,0.10452,40,0.02090,33,-0.3046,62,0.71945,21,-0.9713,46,0.21517,49,0.34850
ENSG00000137288,UQCC2,52,-0.0110,38,-0.4906,23,-1.2297,91,0.88496,51,-0.0676,42,-0.3462,47,-0.1869,44,-0.2791,88,0.83452
ENSG00000161904,LEMD2,10,-0.3416,23,0.99288,9,-0.4696,17,0.49724,9,-0.5344,5,-1.2566,15,0.26898,14,0.20607,15,0.30014
ENSG00000137309,HMGA1,54,0.65987,35,-0.1152,30,-0.3435,46,0.31960,36,-0.0927,29,-0.4236,27,-0.5084,24,-0.6676,43,0.22852
ENSG00000186577,SMIM29,59,-0.3489,44,-0.7844,44,-0.7811,120,0.80830,78,0.11217,82,0.18832,59,-0.3193,61,-0.2804,118,0.77747
ENSG00000272325,NUDT3,475,0.14015,371,-0.2648,610,0.52989,479,0.13785,497,0.22043,304,-0.5742,367,-0.2811,487,0.16459,269,-0.7605
ENSG00000124614,RPS10,248,0.88734,58,-1.4837,66,-1.3139,151,-0.0430,102,-0.7112,102,-0.6398,122,-0.3757,181,0.24980,323,1.22424
ENSG00000124507,PACSIN1,302,0.55813,161,-0.5035,198,-0.1827,246,0.15714,194,-0.2394,223,0.00492,210,-0.0926,230,0.05438,188,-0.2641
ENSG00000196821,ILRUN,129,0.66430,85,-0.0933,119,0.44602,83,-0.1327,100,0.18627,54,-0.7799,65,-0.5057,65,-0.5156,62,-0.5889
ENSG00000124562,SNRPC,45,0.05850,33,-0.4340,27,-0.7114,36,-0.2706,36,-0.3089,58,0.46464,38,-0.1781,44,0.01888,77,0.95613
