Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000243449,C4orf48,430,0.41472,168,-1.0443,340,0.03815,286,-0.2525,181,-0.9288,244,-0.4785,404,0.31398,359,0.12431,310,-0.1067,486,0.69201
ENSG00000185818,NAT8L,86,-1.3100,148,-0.4913,70,-1.6081,122,-0.8484,163,-0.3377,163,-0.3451,308,0.67169,280,0.51603,351,0.88495,312,0.78108
ENSG00000123933,MXD4,34,0.18376,29,-0.0740,20,-0.6195,20,-0.6742,37,0.33654,19,-0.6987,51,0.86222,50,0.81859,10,-1.6027,35,0.27269
ENSG00000159733,ZFYVE28,7,-1.6192,15,-0.6364,2,-3.2657,23,0.05678,47,1.18401,30,0.46636,17,-0.4128,14,-0.7254,29,0.41623,31,0.55771
ENSG00000063978,RNF4,28,-0.6576,30,-0.5773,54,0.35798,38,-0.2136,28,-0.6810,60,0.50692,36,-0.3001,38,-0.2054,54,0.33915,58,0.52598
ENSG00000125386,FAM193A,52,0.70591,75,1.31386,32,-0.0729,27,-0.3875,34,0.02928,43,0.40558,26,-0.3702,22,-0.6369,23,-0.5687,21,-0.7961
ENSG00000087274,ADD1,210,-0.0779,187,-0.2569,127,-0.8484,216,-0.0358,219,-0.0106,202,-0.1380,309,0.53928,211,-0.0685,273,0.33839,238,0.13477
ENSG00000109736,MFSD10,13,-0.6072,4,-2.1470,15,-0.3893,20,0.06439,20,0.05010,16,-0.3014,24,0.33808,15,-0.3863,16,-0.2727,35,1.05042
ENSG00000087269,NOP14,46,0.95327,53,1.17759,31,0.28278,11,-1.3029,41,0.73045,18,-0.5758,7,-1.9681,14,-0.8566,42,0.78913,17,-0.6888
ENSG00000125388,GRK4,28,0.07238,45,0.82845,66,1.46673,18,-0.6407,40,0.62612,12,-1.2682,12,-1.1550,33,0.31598,24,-0.1951,14,-1.0992
ENSG00000197386,HTT,36,-0.9457,55,-0.2970,40,-0.7898,86,0.44381,68,0.01932,45,-0.6069,70,0.05594,72,0.11357,106,0.73527,70,0.07680
ENSG00000159788,RGS12,24,-0.8929,73,0.82431,51,0.24077,56,0.44717,41,-0.1010,48,0.14099,72,0.80733,37,-0.2478,6,-2.8321,29,-0.6477
ENSG00000163956,LRPAP1,48,-1.4504,77,-0.7286,102,-0.3123,147,0.29904,91,-0.4795,163,0.43546,128,0.04342,115,-0.1227,143,0.21987,165,0.50401
ENSG00000132406,TMEM128,26,0.81948,9,-0.7768,4,-2.1026,15,-0.0405,19,0.26987,12,-0.3578,20,0.39928,15,-0.0842,8,-0.9192,22,0.58610
ENSG00000145220,LYAR,34,1.41194,19,0.43500,26,0.98819,7,-1.1323,10,-0.5101,18,0.37837,14,-0.0385,13,-0.1102,7,-1.0126,8,-0.9883
ENSG00000168824,NSG1,8,-4.0030,62,-1.1427,20,-2.7516,117,-0.1840,86,-0.6357,69,-0.9685,95,-0.4886,131,0.01132,429,2.04811,215,0.91700
ENSG00000168818,STX18,26,0.19191,17,-0.4771,5,-2.1633,14,-0.7715,27,0.23438,41,0.92255,13,-0.8564,17,-0.4618,44,1.04935,29,0.39458
ENSG00000072832,CRMP1,57,-1.4127,73,-1.0532,113,-0.3904,166,0.23616,123,-0.2569,169,0.24116,161,0.15570,147,0.01230,115,-0.3647,227,0.81208
ENSG00000181215,C4orf50,9,-1.3848,33,0.49667,27,0.20689,15,-0.7199,39,0.77847,44,0.99568,9,-1.4473,26,0.15274,27,0.18116,20,-0.2544
ENSG00000152969,JAKMIP1,11,-2.6484,62,-0.1666,81,0.26604,66,-0.0744,47,-0.5923,109,0.73914,65,-0.0772,73,0.09965,91,0.45567,76,0.18307
ENSG00000109501,WFS1,38,-0.0548,27,-0.5537,11,-1.9113,28,-0.5588,29,-0.4844,53,0.46780,104,1.61429,30,-0.4134,35,-0.1715,45,0.22107
ENSG00000074211,PPP2R2C,135,-0.8174,247,0.11577,211,-0.1274,252,0.16530,212,-0.1206,163,-0.5293,238,0.06032,287,0.35896,281,0.32497,236,0.05061
ENSG00000013288,MAN2B2,17,-1.2272,13,-1.6482,16,-1.3251,34,-0.2384,39,0.01786,80,1.18068,33,-0.2233,27,-0.5624,62,0.76685,55,0.62010
ENSG00000179010,MRFAP1,396,-0.3845,310,-0.7611,488,-0.0601,521,0.04483,337,-0.6336,410,-0.3332,596,0.25414,509,0.00581,538,0.09240,732,0.66122
ENSG00000170846,AC093323.1,27,-0.6582,22,-0.9267,41,-0.0157,51,0.38295,32,-0.3709,73,0.90621,29,-0.5394,40,-0.0390,18,-1.2879,56,0.52305
ENSG00000178988,MRFAP1L1,125,-0.1362,114,-0.2874,130,-0.0860,164,0.31464,127,-0.1213,118,-0.2244,105,-0.4064,122,-0.1832,130,-0.0851,172,0.40718
ENSG00000170871,KIAA0232,161,0.03268,224,0.55664,136,-0.2296,175,0.17784,200,0.37684,222,0.54364,93,-0.8193,93,-0.8124,206,0.41880,105,-0.6743
ENSG00000132405,TBC1D14,40,0.03747,23,-0.8162,34,-0.2002,36,-0.1191,46,0.24555,27,-0.5664,41,0.09581,43,0.15925,49,0.35180,46,0.29410
ENSG00000173011,TADA2B,10,-1.1767,33,0.65024,14,-0.6425,27,0.37263,23,0.07459,23,0.09409,21,-0.0306,22,0.01011,23,0.10825,19,-0.2367
ENSG00000109519,GRPEL1,34,-0.4833,46,-0.0302,49,0.07099,62,0.49491,32,-0.6069,34,-0.4774,34,-0.5134,31,-0.6152,81,0.87249,49,0.07433
ENSG00000184985,SORCS2,8,-1.0117,18,0.07512,3,-2.4378,14,-0.2536,12,-0.5152,8,-1.1407,62,2.23611,5,-1.6863,10,-0.7436,23,0.58738
ENSG00000196526,AFAP1,8,-1.3436,27,0.56575,19,0.01811,25,0.46467,13,-0.5440,10,-1.0032,20,0.10057,21,0.11882,11,-0.8456,25,0.47343
ENSG00000163995,ABLIM2,2,-4.0805,26,-0.6563,12,-1.7903,63,0.81886,26,-0.6584,27,-0.5926,33,-0.3053,76,1.05132,30,-0.4610,61,0.76290
ENSG00000071127,WDR1,57,0.24928,28,-0.8504,47,-0.0688,53,0.14151,18,-1.5181,75,0.69453,65,0.45265,44,-0.1438,29,-0.7633,58,0.29890
ENSG00000178163,ZNF518B,15,-0.5038,39,0.95879,17,-0.3678,23,0.15547,22,0.05781,34,0.72706,19,-0.1836,13,-0.6989,15,-0.5431,18,-0.3151
ENSG00000157869,RAB28,25,0.16723,9,-1.3631,37,0.77914,10,-1.2781,16,-0.5395,33,0.62931,32,0.53777,15,-0.5696,12,-0.9310,35,0.81393
ENSG00000038219,BOD1L1,690,0.72604,699,0.74704,415,-0.0917,594,0.53693,746,0.85664,522,0.27204,145,-1.6786,191,-1.2752,374,-0.2516,154,-1.6899
ENSG00000137449,CPEB2,64,0.51620,44,-0.0757,25,-0.9119,39,-0.3048,67,0.58630,45,-0.0313,36,-0.3675,53,0.21605,41,-0.1750,51,0.15818
ENSG00000048342,CC2D2A,20,0.21972,38,1.28026,33,1.01676,10,-0.9592,22,0.33558,5,-1.7756,17,-0.0655,15,-0.2260,11,-0.6883,15,-0.2905
ENSG00000118564,FBXL5,96,0.19613,44,-0.9759,38,-1.1910,83,-0.0291,104,0.33498,93,0.15087,105,0.34227,87,0.05720,87,0.05599,96,0.21762
ENSG00000237765,FAM200B,190,0.46784,194,0.49938,206,0.59999,164,0.25915,125,-0.1886,93,-0.6493,113,-0.3561,147,0.06355,104,-0.4722,99,-0.5943
ENSG00000169762,TAPT1,54,0.22675,40,-0.2466,27,-0.8160,38,-0.3497,29,-0.7197,44,-0.0723,51,0.15942,41,-0.1925,63,0.46914,67,0.64618
ENSG00000169744,LDB2,20,-2.8570,74,-0.9745,86,-0.7351,234,0.95720,151,0.12842,97,-0.5523,91,-0.6479,148,0.10339,241,0.89315,146,0.08368
ENSG00000151552,QDPR,891,2.06112,160,-0.8006,261,-0.0511,135,-1.1289,121,-1.2265,203,-0.4401,278,0.04739,225,-0.2840,235,-0.2123,295,0.15967
ENSG00000002549,LAP3,64,1.28582,31,0.12559,31,0.07625,23,-0.3540,20,-0.5792,20,-0.5702,55,1.03593,14,-1.1245,21,-0.4822,23,-0.3918
ENSG00000118579,MED28,50,0.14971,58,0.37983,33,-0.4944,50,0.17004,38,-0.2958,36,-0.3475,65,0.57169,44,-0.0600,40,-0.1950,41,-0.1820
ENSG00000163257,DCAF16,47,0.73445,28,-0.0826,33,0.15837,35,0.28925,41,0.49121,36,0.30419,23,-0.3854,19,-0.6697,17,-0.8176,21,-0.5710
ENSG00000178177,LCORL,37,0.91332,30,0.53394,9,-1.2137,23,0.17925,37,0.89029,14,-0.6405,26,0.31936,16,-0.4275,14,-0.6130,12,-0.9377
ENSG00000145147,SLIT2,6,-2.7352,51,0.38692,20,-1.0444,40,-0.0047,44,0.16550,13,-1.7062,17,-1.2767,26,-0.6231,100,1.54095,60,0.74576
ENSG00000163138,PACRGL,18,-0.5118,11,-1.1775,7,-1.7379,28,0.24963,43,0.88761,24,-0.0643,22,-0.2029,24,-0.0648,24,-0.0435,33,0.53438
ENSG00000185774,KCNIP4,18,-2.5774,26,-2.0752,55,-0.9591,192,1.14891,80,-0.4023,64,-0.7347,78,-0.4482,91,-0.2059,161,0.70575,144,0.58817
ENSG00000280650,KCNIP4-IT1,6,-2.5389,31,-0.1049,2,-4.0560,33,-0.0020,190,3.28312,49,0.59402,12,-1.5523,11,-1.6682,10,-1.8492,12,-1.5943
ENSG00000152990,ADGRA3,59,1.29760,42,0.70589,40,0.66207,11,-1.3772,19,-0.5416,5,-2.4126,77,1.78560,11,-1.2773,7,-2.0453,19,-0.5653
ENSG00000109819,PPARGC1A,6,-2.6236,65,0.82795,12,-1.7075,14,-1.5565,46,0.28295,14,-1.4788,40,0.06872,47,0.30545,96,1.50789,54,0.58773
ENSG00000109606,DHX15,68,0.27305,57,-0.0022,39,-0.5722,64,0.19464,54,-0.0956,59,0.04996,54,-0.0837,29,-1.0311,61,0.09896,68,0.31460
ENSG00000181982,CCDC149,23,-0.1043,51,1.19176,15,-0.7851,28,0.23064,20,-0.3204,27,0.13423,19,-0.4208,26,0.10214,28,0.20170,15,-0.7825
ENSG00000153012,LGI2,5,-1.9932,23,0.29531,3,-2.6036,8,-1.3079,26,0.50252,4,-2.0779,5,-1.8317,9,-1.1637,50,1.61442,43,1.56042
ENSG00000053900,ANAPC4,21,-0.2143,8,-1.6837,25,0.08399,19,-0.4194,37,0.66918,20,-0.2875,17,-0.5088,22,-0.1076,31,0.39120,35,0.67339
ENSG00000250317,SMIM20,22,-0.5394,22,-0.5910,52,0.79734,27,-0.2451,20,-0.6904,25,-0.3584,65,1.16322,40,0.36893,28,-0.1876,26,-0.3491
ENSG00000168214,RBPJ,330,1.60497,126,-0.0083,177,0.53513,100,-0.4039,149,0.25936,98,-0.3991,110,-0.2127,99,-0.3869,72,-0.8613,79,-0.7734
ENSG00000109689,STIM2,41,-0.1721,59,0.39455,36,-0.3992,55,0.30143,57,0.34105,86,1.00233,36,-0.3615,12,-1.9648,53,0.22318,31,-0.6324
ENSG00000169851,PCDH7,68,-2.1227,270,-0.0538,157,-0.8816,361,0.45688,392,0.54161,459,0.79973,203,-0.4966,209,-0.4532,388,0.52265,243,-0.2400
ENSG00000047365,ARAP2,353,1.74636,128,0.03080,126,0.00076,145,0.25343,196,0.71402,123,-0.0290,66,-0.9812,48,-1.4543,57,-1.1927,60,-1.2123
ENSG00000174145,NWD2,1,-3.0590,3,-2.0818,10,-0.4865,28,1.19697,14,-0.0602,12,-0.2591,10,-0.5352,14,-0.0051,10,-0.4991,21,0.65553
ENSG00000065882,TBC1D1,10,-1.0157,18,-0.2271,23,0.17357,24,0.21583,10,-1.0518,59,1.74832,20,-0.0883,16,-0.3697,10,-1.0915,18,-0.2729
ENSG00000109787,KLF3,40,0.94465,27,0.33937,34,0.69540,17,-0.3916,9,-1.2522,29,0.41854,24,0.10924,19,-0.2669,12,-0.9146,18,-0.3374
ENSG00000109790,KLHL5,98,1.33722,41,-0.0864,117,1.64582,22,-1.1015,34,-0.4065,49,0.19414,34,-0.4064,30,-0.5886,13,-1.8397,32,-0.5085
ENSG00000157796,WDR19,10,-0.8706,11,-0.7620,5,-1.8668,10,-0.9847,38,1.13125,42,1.31322,8,-1.2885,6,-1.5963,25,0.48418,29,0.79359
ENSG00000035928,RFC1,421,2.02319,165,0.37876,147,0.19445,172,0.50424,113,-0.2196,114,-0.2046,62,-1.1297,26,-2.3703,82,-0.7130,42,-1.8084
ENSG00000163682,RPL9,1144,0.18865,995,-0.0322,1671,0.80543,851,-0.3018,544,-0.9596,629,-0.7390,1295,0.38769,1670,0.80445,423,-1.3382,1057,0.06937
ENSG00000121897,LIAS,17,0.07048,25,0.66542,3,-2.3182,13,-0.4226,25,0.66014,28,0.84732,12,-0.5055,10,-0.7574,25,0.65494,13,-0.3394
ENSG00000163683,SMIM14,191,0.64875,118,-0.1243,191,0.64620,127,-0.0139,123,-0.0539,148,0.23423,96,-0.4458,102,-0.3433,85,-0.6309,112,-0.2218
ENSG00000078140,UBE2K,75,-1.2193,157,-0.0905,171,0.04783,272,0.90577,147,-0.1853,192,0.22592,104,-0.7143,146,-0.2034,162,-0.0422,148,-0.1992
ENSG00000121892,PDS5A,77,0.52362,68,0.33283,34,-0.7374,40,-0.5505,62,0.19353,84,0.66461,19,-1.6221,53,-0.0739,72,0.42993,57,0.05884
ENSG00000163697,APBB2,119,1.40629,41,-0.3308,44,-0.2262,24,-1.1857,48,-0.0758,37,-0.5051,58,0.20676,47,-0.1082,79,0.71348,44,-0.2562
ENSG00000154277,UCHL1,300,-2.0470,309,-2.0009,714,-0.7523,1036,-0.1974,873,-0.4446,1640,0.55170,720,-0.7391,1062,-0.1410,2358,1.16209,1949,0.95568
ENSG00000064042,LIMCH1,795,1.75193,333,0.26279,296,0.07312,343,0.34150,270,-0.0731,269,-0.0778,147,-0.9986,155,-0.9261,176,-0.7272,131,-1.2473
ENSG00000109133,TMEM33,66,-0.4597,37,-1.3237,78,-0.2019,96,0.12852,91,0.02996,108,0.30354,86,-0.0617,81,-0.1561,89,-0.0093,121,0.54667
ENSG00000014824,SLC30A9,79,-0.6204,62,-0.9817,114,-0.0666,133,0.19879,105,-0.1885,139,0.25273,98,-0.2880,110,-0.1132,181,0.68294,134,0.20933
ENSG00000124406,ATP8A1,134,-0.3934,63,-1.5203,187,0.12989,208,0.33434,167,-0.0510,286,0.81987,117,-0.5971,109,-0.7118,144,-0.2834,222,0.45327
ENSG00000183783,KCTD8,23,-0.7425,30,-0.3247,40,0.11794,72,1.25059,29,-0.3652,25,-0.5960,27,-0.4987,25,-0.5831,38,0.03908,32,-0.2634
ENSG00000151806,GUF1,42,0.20011,47,0.37626,61,0.78797,41,0.16560,44,0.28259,29,-0.3694,31,-0.2541,26,-0.5323,24,-0.6317,29,-0.4167
ENSG00000163281,GNPDA2,9,-1.6491,23,-0.3897,21,-0.5243,28,-0.0517,19,-0.6076,42,0.57994,22,-0.4490,27,-0.0959,37,0.36631,46,0.84345
ENSG00000163285,GABRG1,52,-0.6026,157,1.15568,138,0.93686,35,-1.2870,76,-0.0154,54,-0.5640,186,1.45539,67,-0.2134,34,-1.2388,47,-0.8271
ENSG00000260878,AC104072.1,2,-4.2880,38,0.11316,37,0.04383,25,-0.6213,37,0.03985,28,-0.3481,63,0.91209,28,-0.3507,45,0.35593,51,0.62823
ENSG00000151834,GABRA2,43,-1.4586,180,0.74454,108,-0.0737,134,0.29497,89,-0.3749,94,-0.2859,269,1.43432,54,-1.1212,84,-0.4695,85,-0.4800
ENSG00000109158,GABRA4,6,-3.9511,76,-0.3351,52,-0.9147,188,1.30910,108,0.20562,65,-0.5881,26,-1.9093,88,-0.1039,150,0.74029,93,-0.0257
ENSG00000163288,GABRB1,66,0.32367,57,0.08731,64,0.26133,85,0.82823,58,0.09482,45,-0.2867,68,0.35653,36,-0.6100,33,-0.7455,26,-1.2071
ENSG00000260918,AC107398.3,66,-0.9460,103,-0.2670,110,-0.1682,183,0.73110,140,0.20888,123,0.00231,163,0.45971,69,-0.8813,101,-0.2917,114,-0.1271
ENSG00000169019,COMMD8,12,-0.9561,15,-0.6818,5,-2.3239,32,0.58635,24,0.05558,9,-1.4469,13,-0.8233,24,0.04136,34,0.59218,39,0.95433
ENSG00000170448,NFXL1,40,0.99503,33,0.65801,15,-0.5091,21,-0.0614,28,0.41879,39,0.93926,10,-1.1745,16,-0.4831,18,-0.2813,9,-1.3215
ENSG00000109171,SLAIN2,36,0.13150,42,0.36785,36,0.14245,26,-0.4127,44,0.44102,37,0.16946,30,-0.1466,38,0.18978,29,-0.2354,28,-0.3150
ENSG00000075539,FRYL,256,2.20172,46,-0.6973,73,0.02346,52,-0.5419,117,0.77602,94,0.43030,28,-1.4364,32,-1.2281,50,-0.5528,32,-1.3104
ENSG00000109180,OCIAD1,214,-0.6566,174,-0.9685,207,-0.7075,413,0.40891,276,-0.2672,445,0.48866,220,-0.6199,238,-0.4978,418,0.38510,458,0.60068
ENSG00000145247,OCIAD2,24,-0.9317,31,-0.5289,36,-0.3084,35,-0.3927,42,-0.0607,41,-0.1037,45,0.01516,78,0.92564,31,-0.5354,65,0.70649
ENSG00000109184,DCUN1D4,47,-0.4976,30,-1.1725,28,-1.2734,47,-0.5169,90,0.53819,100,0.71206,67,0.07229,46,-0.5156,102,0.73764,84,0.47035
ENSG00000163069,SGCB,99,0.70368,57,-0.1710,95,0.62599,47,-0.5270,60,-0.0953,74,0.22204,82,0.39619,54,-0.2532,46,-0.5195,54,-0.2998
ENSG00000109189,USP46,124,-0.2035,152,0.10919,172,0.30541,203,0.64414,146,0.05265,134,-0.0878,103,-0.4931,154,0.13156,84,-0.8031,113,-0.3866
ENSG00000226950,DANCR,37,-0.0743,23,-0.8267,34,-0.2178,29,-0.4933,33,-0.2508,19,-1.0704,56,0.56761,76,1.08533,29,-0.4554,52,0.49406
ENSG00000184178,SCFD2,5,-1.7848,7,-1.1346,5,-1.6592,17,0.08675,8,-1.1022,20,0.34542,23,0.56693,7,-1.2585,40,1.47751,22,0.57789
ENSG00000145216,FIP1L1,103,0.81045,64,0.04000,69,0.15267,110,1.05169,78,0.35728,64,0.04225,16,-2.0387,28,-1.1926,46,-0.4769,30,-1.1815
ENSG00000072201,LNX1,5,-3.9695,50,-0.7417,96,0.25949,122,0.72746,85,0.06845,95,0.24020,39,-1.1352,59,-0.5048,75,-0.1255,115,0.61821
ENSG00000134853,PDGFRA,56,1.63070,29,0.54088,14,-0.5706,11,-1.0587,26,0.35528,7,-1.6317,32,0.68159,28,0.45804,4,-2.2803,16,-0.4344
ENSG00000157404,KIT,6,-1.6227,41,1.26775,11,-0.8166,12,-0.7793,17,-0.1402,6,-1.6261,4,-2.0978,19,-0.0192,17,-0.1590,41,1.46092
ENSG00000128039,SRD5A3,18,-0.0805,7,-1.4917,2,-3.1908,24,0.45435,21,0.17699,21,0.19386,8,-1.2196,6,-1.7391,28,0.67228,32,1.00602
ENSG00000134851,TMEM165,215,2.74723,23,-1.0641,24,-1.0277,24,-1.0592,31,-0.6137,51,0.13549,48,0.02295,20,-1.3118,28,-0.7756,37,-0.3968
ENSG00000134852,CLOCK,57,-1.0506,164,0.58061,133,0.23867,150,0.48690,160,0.53997,144,0.37045,85,-0.4557,82,-0.5214,76,-0.6290,84,-0.5076
ENSG00000090989,EXOC1,118,0.42824,71,-0.3725,56,-0.7266,94,0.06535,117,0.41785,148,0.79174,67,-0.4511,26,-1.8935,135,0.64169,79,-0.2317
ENSG00000157426,AASDH,38,0.79993,31,0.43763,4,-2.4197,20,-0.2849,34,0.58434,45,1.07136,15,-0.6430,10,-1.2659,32,0.48509,15,-0.6746
ENSG00000128059,PPAT,12,-0.7940,33,0.77451,20,0.00431,24,0.33499,34,0.81488,23,0.22139,31,0.68722,3,-2.5127,8,-1.3389,14,-0.5687
ENSG00000128050,PAICS,45,0.11220,27,-0.6874,44,0.08029,36,-0.2667,32,-0.3969,25,-0.7559,76,0.96025,24,-0.8583,63,0.66482,47,0.20352
ENSG00000174780,SRP72,160,0.23889,123,-0.1782,144,0.06603,175,0.42553,150,0.13057,183,0.45671,99,-0.5122,120,-0.2160,143,0.05869,90,-0.6991
ENSG00000171476,HOPX,28,-3.5675,184,-0.8362,130,-1.3584,578,1.12925,129,-1.3663,58,-2.5374,428,0.47960,405,0.39204,236,-0.4553,522,0.92060
ENSG00000084093,REST,96,2.93450,40,1.17607,29,0.66748,3,-2.5213,14,-0.4969,7,-1.4364,12,-0.6733,13,-0.5922,6,-1.7745,3,-2.6919
ENSG00000047315,POLR2B,48,-0.6398,43,-0.8279,45,-0.7367,103,0.60620,59,-0.3337,73,-0.0047,81,0.14892,60,-0.3219,88,0.27466,89,0.34195
ENSG00000163453,IGFBP7,103,0.32497,152,0.96902,89,0.09198,22,-2.1113,37,-1.2236,30,-1.5273,301,2.22610,90,0.11091,30,-1.5683,64,-0.4394
ENSG00000150471,ADGRL3,83,-0.3839,105,-0.0294,85,-0.3556,112,0.07682,163,0.67660,174,0.78849,101,-0.0861,94,-0.1980,96,-0.1644,78,-0.5169
ENSG00000145242,EPHA5,35,-0.8189,26,-1.2623,64,0.09379,88,0.69503,48,-0.3497,179,1.85825,36,-0.7799,26,-1.2466,27,-1.2088,51,-0.2737
ENSG00000145241,CENPC,134,1.33458,121,1.16245,55,-0.1345,34,-0.9155,143,1.44776,72,0.30494,34,-0.8366,20,-1.6197,33,-0.8920,17,-1.9718
ENSG00000033178,UBA6,86,1.42640,29,-0.3219,12,-1.5939,19,-1.0573,98,1.65921,38,0.08601,20,-0.9364,12,-1.6772,33,-0.1692,35,-0.0696
ENSG00000248049,UBA6-AS1,29,1.05669,23,0.69555,1,-3.5801,12,-0.3663,46,1.89780,7,-1.1855,4,-1.8042,14,-0.1092,16,0.10084,8,-1.0628
ENSG00000083896,YTHDC1,447,1.40024,266,0.51980,281,0.60824,198,0.05543,244,0.38229,181,-0.0886,104,-0.9462,128,-0.6226,112,-0.8260,72,-1.5700
ENSG00000132467,UTP3,42,-0.0172,41,-0.0644,44,0.03593,65,0.76178,48,0.17974,61,0.57233,29,-0.6080,18,-1.2612,37,-0.2290,31,-0.5273
ENSG00000018189,RUFY3,400,-0.0975,235,-0.9141,496,0.24403,583,0.56594,487,0.21599,460,0.12394,236,-0.9033,262,-0.7473,574,0.48001,393,-0.1342
ENSG00000132463,GRSF1,66,-0.9734,62,-1.0562,145,0.24058,125,0.00449,134,0.11117,119,-0.0680,85,-0.5859,89,-0.5258,185,0.63337,180,0.66271
ENSG00000173542,MOB1B,14,-1.0686,14,-1.0068,26,-0.1206,47,0.93385,29,0.07508,35,0.34267,34,0.30542,19,-0.6031,15,-0.9436,28,0.01595
ENSG00000156136,DCK,17,-0.9881,7,-2.3248,23,-0.5569,48,0.65936,34,0.03665,34,0.01961,38,0.19925,41,0.32236,14,-1.2944,48,0.64406
ENSG00000080493,SLC4A4,77,-0.7304,373,1.87854,108,-0.2034,52,-1.4042,118,-0.0704,57,-1.1896,435,2.18542,29,-2.1587,82,-0.6330,50,-1.4497
ENSG00000163626,COX18,22,0.43654,14,-0.2895,5,-1.6768,15,-0.2308,19,0.19621,25,0.63249,33,1.09473,14,-0.2738,10,-0.7434,15,-0.2254
ENSG00000132466,ANKRD17,249,0.17194,339,0.67116,258,0.22702,254,0.22632,305,0.49493,305,0.49706,129,-0.8486,107,-1.1306,237,0.09552,122,-0.9960
ENSG00000163738,MTHFD2L,26,0.61022,19,0.12655,15,-0.1821,14,-0.3508,26,0.61902,12,-0.5626,20,0.20956,17,-0.0602,15,-0.2205,16,-0.1815
ENSG00000169116,PARM1,6,-3.3141,71,0.21965,7,-3.0965,82,0.50053,62,0.01011,30,-1.0850,32,-0.9776,68,0.15048,119,1.06934,90,0.68416
ENSG00000163743,RCHY1,19,-1.2714,45,-0.0119,37,-0.3182,46,0.04540,34,-0.4353,37,-0.3125,51,0.19405,69,0.67471,42,-0.1069,57,0.42774
ENSG00000138769,CDKL2,67,-0.0858,49,-0.5856,49,-0.5570,110,0.79092,109,0.68003,107,0.65603,30,-1.2937,38,-0.9662,73,0.03799,56,-0.4117
ENSG00000138757,G3BP2,162,-1.1818,205,-0.8249,255,-0.4910,423,0.33318,322,-0.1301,561,0.75759,260,-0.4660,267,-0.4230,432,0.33195,448,0.43478
ENSG00000138768,USO1,112,-0.0266,119,0.06350,136,0.26778,154,0.52531,118,0.05479,151,0.44014,56,-1.0867,80,-0.5523,130,0.20553,81,-0.5694
ENSG00000198301,SDAD1,77,-0.2776,95,0.05376,123,0.45987,166,1.10292,104,0.18962,113,0.31979,40,-1.2570,49,-0.9703,85,-0.1321,43,-1.2223
ENSG00000138750,NUP54,16,-0.2950,10,-1.0033,17,-0.1523,14,-0.4891,25,0.43750,34,0.91171,17,-0.1418,12,-0.6669,6,-1.6964,32,0.91662
ENSG00000138760,SCARB2,290,1.30959,77,-0.8223,118,-0.1680,83,-0.7549,94,-0.5197,138,0.08517,173,0.44430,76,-0.8352,160,0.31424,141,0.12153
ENSG00000189157,FAM47E,7,-1.2466,12,-0.4856,8,-0.9845,10,-0.7779,10,-0.7013,28,0.83233,37,1.31075,16,-0.0373,20,0.29180,20,0.28509
ENSG00000186212,SOWAHB,0,-8.4799,4,-1.7397,4,-1.9590,28,1.15258,10,-0.5936,9,-0.7167,14,-0.1317,13,-0.2852,8,-0.9512,32,1.38064
ENSG00000138758,SEPTIN11,292,-0.1994,486,0.61189,523,0.73248,494,0.72270,445,0.46747,458,0.51372,164,-1.0833,169,-1.0309,178,-0.9596,140,-1.4022
ENSG00000118816,CCNI,759,-0.5283,1807,0.85425,1668,0.72043,898,-0.2931,958,-0.1680,651,-0.7630,1084,0.02438,2001,1.02665,612,-0.8556,733,-0.6288
ENSG00000138764,CCNG2,24,-1.0230,30,-0.6855,64,0.49270,68,0.65753,50,0.08703,37,-0.3654,68,0.58646,44,-0.0966,22,-1.1547,45,-0.0834
ENSG00000138767,CNOT6L,44,0.56031,75,1.47662,13,-1.2787,32,0.05313,22,-0.5336,47,0.66325,16,-0.9552,26,-0.2659,22,-0.5346,21,-0.6528
ENSG00000169288,MRPL1,57,-0.9641,110,0.03780,81,-0.4512,195,1.10114,129,0.27846,159,0.62005,66,-0.7512,63,-0.8217,101,-0.0999,69,-0.7348
ENSG00000138759,FRAS1,6,-1.3060,6,-1.2920,7,-1.1844,17,0.15918,31,1.11664,32,1.16517,17,0.12093,3,-2.3195,17,0.17237,16,0.06408
ENSG00000138756,BMP2K,46,0.66746,73,1.45825,18,-0.7654,21,-0.6229,25,-0.2764,27,-0.1502,54,0.94365,9,-1.7146,31,0.02868,18,-0.8150
ENSG00000163291,PAQR3,21,-0.5754,25,-0.2911,14,-1.1840,25,-0.3115,41,0.46145,37,0.28777,23,-0.4553,22,-0.5402,24,-0.3500,55,1.08128
ENSG00000152784,PRDM8,7,-3.3282,53,-0.3994,13,-2.4985,91,0.48499,67,-0.0553,29,-1.3273,49,-0.5379,98,0.55810,119,0.87996,106,0.78514
ENSG00000273156,AC124016.2,9,-2.2126,43,0.02272,49,0.21659,42,-0.0354,29,-0.6065,43,0.01631,50,0.25759,58,0.49350,45,0.07131,51,0.30534
