Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000164615,CAMLG,80,-0.7862,89,-0.6360,127,-0.0824,179,0.46487,193,0.65422,124,-0.1193,157,0.27545,103,-0.4064,62,-1.1793,144,0.11806
ENSG00000145833,DDX46,306,1.59702,188,0.75502,206,0.90154,56,-1.1393,113,-0.0781,99,-0.2713,77,-0.7040,103,-0.2066,63,-0.9472,13,-3.2046
ENSG00000181904,C5orf24,96,0.83016,121,1.22657,57,-0.0134,35,-0.7444,79,0.57507,63,0.14400,14,-2.1980,71,0.33843,38,-0.6382,21,-1.5323
ENSG00000113621,TXNDC15,41,-0.1643,37,-0.3087,39,-0.2483,11,-2.0300,65,0.65665,61,0.46853,21,-1.2091,93,1.18098,49,0.12378,39,-0.2363
ENSG00000113648,H2AFY,99,-0.0970,43,-1.3542,83,-0.3706,171,0.77151,138,0.46799,72,-0.5943,97,-0.1544,146,0.51126,95,-0.1618,91,-0.2369
ENSG00000145824,CXCL14,178,-2.5910,3,-8.3424,157,-2.7705,35,-4.9245,367,-1.6149,361,-1.5499,389,-1.5271,1047,0.07369,1017,0.02816,7677,4.29120
ENSG00000113658,SMAD5,41,-0.4029,78,0.59614,71,0.43570,119,1.29655,23,-1.3723,50,-0.1089,30,-0.9584,68,0.37905,46,-0.2324,66,0.32891
ENSG00000152377,SPOCK1,246,0.42608,404,1.25977,136,-0.5020,81,-1.2874,199,0.10262,53,-1.9132,108,-0.9163,193,0.04006,74,-1.4222,455,1.47470
ENSG00000177733,HNRNPA0,63,-0.4884,81,-0.0839,35,-1.3395,44,-1.0046,148,1.01181,76,-0.1945,86,0.00481,77,-0.1783,118,0.50604,67,-0.3797
ENSG00000031003,FAM13B,58,0.67675,77,1.17271,39,0.03326,37,-0.0231,47,0.40190,45,0.28693,18,-1.2149,6,-2.6166,21,-0.8946,39,0.05696
ENSG00000112981,NME5,14,-0.7768,1,-4.4395,19,-0.3167,16,-0.5143,49,1.45017,5,-2.1287,30,0.48668,27,0.24302,23,0.00889,12,-0.9818
ENSG00000112983,BRD8,60,0.25486,120,1.41813,44,-0.2078,25,-1.0687,44,-0.2535,60,0.27220,29,-0.9431,69,0.48188,48,-0.0972,39,-0.4016
ENSG00000120709,FAM53C,36,-0.0044,46,0.38845,49,0.47788,38,0.10304,25,-0.6168,43,0.27322,26,-0.5553,36,-0.0090,53,0.61515,30,-0.2727
ENSG00000120733,KDM3B,73,0.67907,66,0.51837,21,-1.2349,6,-2.9096,41,-0.2794,43,-0.1640,29,-0.8257,81,0.84106,85,0.93074,59,0.33589
ENSG00000132563,REEP2,144,0.50537,45,-1.2935,65,-0.7235,46,-1.2443,129,0.36521,115,0.14263,144,0.56355,62,-0.8072,111,0.09021,125,0.27327
ENSG00000120738,EGR1,86,0.70453,7,-2.9157,110,1.11488,21,-1.4846,74,0.51634,138,1.51577,44,-0.3827,17,-1.7772,33,-0.7918,17,-1.7892
ENSG00000120705,ETF1,21,-1.2489,49,-0.0111,18,-1.5273,51,0.07261,73,0.71854,72,0.61532,47,-0.0852,47,-0.0558,36,-0.4686,54,0.15713
ENSG00000113013,HSPA9,226,-0.1487,274,0.15842,237,-0.0742,276,0.16813,338,0.55366,167,-0.6068,163,-0.7035,370,0.64170,169,-0.5919,257,0.05300
ENSG00000044115,CTNNA1,96,-0.4549,331,1.58486,28,-2.2999,156,0.30718,95,-0.5019,136,0.08970,109,-0.2825,195,0.66584,157,0.31875,35,-1.9337
ENSG00000146006,LRRTM2,58,0.36752,73,0.75144,31,-0.6000,48,0.07060,91,1.31525,6,-2.8941,16,-1.6926,26,-0.8625,8,-2.4936,84,0.98400
ENSG00000120727,PAIP2,131,-1.2684,177,-0.8179,270,-0.1702,252,-0.2740,377,0.39958,190,-0.7073,305,0.02445,341,0.20026,227,-0.4390,657,1.29110
ENSG00000170464,DNAJC18,51,-0.0357,59,0.18108,39,-0.4564,14,-1.9921,100,1.21698,22,-1.3287,47,-0.1908,55,0.07233,44,-0.2514,51,-0.0439
ENSG00000131508,UBE2D2,52,-0.8758,65,-0.5476,49,-0.9600,63,-0.5834,144,0.80664,62,-0.6204,119,0.45647,129,0.53567,83,-0.1572,78,-0.2667
ENSG00000171604,CXXC5,179,0.10898,255,0.68157,59,-1.5751,167,-0.0017,220,0.49266,179,0.10763,99,-0.8640,91,-0.9211,293,0.91444,141,-0.2569
ENSG00000146005,PSD2,43,-1.3295,87,-0.2854,16,-2.7411,105,0.01317,38,-1.6113,81,-0.3827,84,-0.3572,338,2.02283,207,1.12298,127,0.31372
ENSG00000185129,PURA,379,1.11729,252,0.43879,249,0.41669,262,0.49868,160,-0.3077,157,-0.3040,130,-0.6455,128,-0.6218,175,-0.1408,116,-0.7726
ENSG00000182700,IGIP,86,0.22607,112,0.66275,67,-0.1592,81,0.12915,83,0.18695,61,-0.3058,66,-0.1942,32,-1.2699,55,-0.4537,99,0.45843
ENSG00000120306,CYSTM1,55,-1.7042,41,-2.1288,70,-1.3493,201,0.26435,124,-0.5258,203,0.28353,233,0.56402,319,1.02950,195,0.21902,240,0.55172
ENSG00000113068,PFDN1,101,-0.2977,163,0.45198,92,-0.4464,78,-0.6908,189,0.79272,145,0.26796,129,0.08729,79,-0.6759,65,-0.9760,111,-0.1559
ENSG00000131503,ANKHD1,361,1.65258,288,1.24610,220,0.78510,51,-1.4857,59,-1.3431,152,0.19012,46,-1.7084,169,0.35529,103,-0.4142,66,-1.0993
ENSG00000213523,SRA1,33,-0.0189,12,-1.4567,2,-3.6131,24,-0.5179,32,-0.0391,46,0.50351,47,0.63230,36,0.10662,30,-0.1764,57,0.85459
ENSG00000131495,NDUFA2,132,-0.7884,144,-0.6638,156,-0.5347,212,-0.0613,281,0.42666,161,-0.4848,331,0.73706,166,-0.4419,179,-0.3217,273,0.33911
ENSG00000113141,IK,189,0.00926,313,0.82868,331,0.92483,229,0.31791,157,-0.2964,178,-0.0781,92,-1.1678,178,-0.0839,76,-1.3718,257,0.50383
ENSG00000170445,HARS,84,0.35999,16,-2.1254,54,-0.3272,11,-2.6944,130,1.24554,43,-0.6996,85,0.42717,80,0.27531,39,-0.8267,48,-0.5304
ENSG00000146007,ZMAT2,174,-0.3145,172,-0.3387,233,0.14034,478,1.33274,252,0.29320,154,-0.5007,250,0.27777,157,-0.4707,86,-1.3732,101,-1.1402
ENSG00000178913,TAF7,96,-0.2713,167,0.59929,71,-0.7286,130,0.19110,185,0.87920,66,-0.8385,56,-1.1589,121,0.07822,83,-0.4961,159,0.51861
ENSG00000164620,RELL2,31,0.23318,0,-6.6662,7,-1.9593,2,-3.4797,39,0.70575,29,0.14679,43,0.90676,17,-0.6951,0,-5.1993,66,1.51195
ENSG00000081791,DELE1,31,-0.3691,31,-0.3555,13,-1.5895,65,0.79981,33,-0.2961,68,0.88103,23,-0.8773,46,0.23613,55,0.53866,50,0.39691
ENSG00000013561,RNF14,49,0.01198,70,0.57530,42,-0.2402,88,0.95454,66,0.52760,22,-1.1863,43,-0.2032,32,-0.6554,20,-1.3324,44,-0.1470
ENSG00000113552,GNPDA1,22,-0.1913,5,-2.3007,7,-1.7564,0,-6.7212,42,0.97581,29,0.24226,22,-0.2275,34,0.50041,25,-0.0100,48,1.05664
ENSG00000131507,NDFIP1,329,-0.0607,244,-0.5255,118,-1.6120,189,-0.9142,697,1.35984,193,-0.8813,289,-0.2876,336,-0.0300,286,-0.2815,440,0.40107
ENSG00000113578,FGF1,77,-1.1735,485,1.81280,156,-0.0992,495,1.85392,26,-2.8892,159,-0.0722,110,-0.6985,89,-0.9661,174,0.06643,93,-0.8934
ENSG00000145819,ARHGAP26,201,1.63392,36,-1.1202,68,-0.1740,87,0.22327,89,0.28797,120,0.72919,48,-0.7641,66,-0.2227,21,-1.9131,37,-1.0930
ENSG00000113580,NR3C1,125,0.73580,133,0.84226,80,0.02607,115,0.59420,76,-0.0743,126,0.74195,32,-1.4756,68,-0.2306,56,-0.5354,31,-1.3983
ENSG00000145817,YIPF5,83,1.11956,62,0.64385,8,-2.4489,14,-1.6425,62,0.71177,31,-0.4646,20,-1.1915,38,-0.1285,44,0.09869,56,0.46446
ENSG00000183775,KCTD16,307,2.12622,20,-2.2677,79,-0.1937,46,-1.0060,215,1.72469,40,-1.2127,36,-1.4690,27,-1.7950,33,-1.5049,22,-2.0995
ENSG00000133706,LARS,166,0.55070,193,0.79668,146,0.33839,84,-0.5208,121,0.04041,105,-0.1752,70,-0.8687,108,-0.1301,114,-0.0501,116,-0.0215
ENSG00000091009,RBM27,102,0.34562,97,0.26358,95,0.23341,132,0.76493,92,0.20315,82,-0.0002,42,-1.0800,72,-0.1979,80,-0.0484,56,-0.6010
ENSG00000113649,TCERG1,289,1.65028,159,0.61423,118,0.13304,155,0.57468,78,-0.5497,90,-0.2875,82,-0.4730,110,0.02322,50,-1.1899,9,-3.5753
ENSG00000156475,PPP2R2B,166,-0.0258,123,-0.4888,150,-0.1841,144,-0.2505,257,0.76033,71,-1.3208,212,0.39520,213,0.36316,114,-0.6126,111,-0.6465
ENSG00000113657,DPYSL3,80,-0.1706,147,0.79571,63,-0.5492,241,1.66443,48,-1.0144,73,-0.3122,19,-2.3859,20,-2.2110,240,1.65163,75,-0.2682
ENSG00000176049,JAKMIP2,125,0.44982,169,0.94044,101,0.10333,111,0.25479,111,0.28412,28,-1.8001,81,-0.2624,96,0.02597,38,-1.3738,81,-0.2422
ENSG00000173210,ABLIM3,20,-0.7700,29,-0.1709,39,0.26731,41,0.33786,18,-0.9508,37,0.17802,34,0.05432,13,-1.3850,49,0.64213,62,1.02507
ENSG00000113712,CSNK1A1,207,0.50162,274,0.97247,128,-0.2609,91,-0.7841,162,0.12415,157,0.06583,74,-1.1693,216,0.57203,123,-0.3123,143,-0.0810
ENSG00000182578,CSF1R,35,-0.8900,2,-5.0295,67,0.10524,21,-1.6120,19,-1.8727,286,2.75619,35,-0.9435,79,0.38366,119,1.05436,30,-1.0814
ENSG00000113721,PDGFRB,23,-0.8575,22,-0.9548,7,-2.5062,15,-1.5288,10,-2.1155,205,2.95182,10,-2.1794,104,1.54803,53,0.40399,22,-0.9676
ENSG00000070808,CAMK2A,438,-0.1006,38,-3.7265,167,-1.5588,81,-2.6239,460,-0.0233,829,0.93292,625,0.52286,139,-1.8355,1106,1.43502,632,0.48498
ENSG00000070814,TCOF1,119,1.75835,58,0.53135,65,0.72172,11,-1.9653,41,-0.0292,27,-0.6729,22,-1.0054,27,-0.6578,56,0.45848,10,-2.0429
ENSG00000019582,CD74,134,-0.9294,146,-0.8025,183,-0.4614,174,-0.5408,87,-1.6688,1184,2.87726,159,-0.7234,150,-0.7625,387,0.72825,102,-1.3377
ENSG00000164587,RPS14,714,-1.0117,1103,-0.3473,2194,0.74967,2267,0.80442,854,-0.7964,1647,0.28205,1894,0.56954,921,-0.6251,1030,-0.4530,1174,-0.2512
ENSG00000171992,SYNPO,150,-0.0708,10,-4.0799,136,-0.2238,16,-3.3317,166,0.10077,272,0.89231,160,0.03323,39,-2.0924,457,1.81645,150,-0.0728
ENSG00000086589,RBM22,52,0.31290,67,0.71544,25,-0.8352,22,-1.0205,57,0.50312,32,-0.4371,28,-0.6710,61,0.57686,37,-0.2212,46,0.12430
ENSG00000132912,DCTN4,68,0.16821,103,0.82560,10,-2.7303,24,-1.4329,79,0.44129,38,-0.7535,45,-0.5201,90,0.61116,80,0.40770,78,0.38008
ENSG00000211445,GPX3,4,-2.6201,0,-7.0838,0,-7.8067,0,-6.7946,45,1.01102,84,1.97586,60,1.60705,7,-1.9614,9,-1.5302,0,-6.6062
ENSG00000197043,ANXA6,111,0.27056,14,-2.7661,36,-1.4341,25,-1.9658,243,1.92270,45,-1.1179,67,-0.5464,133,0.55942,98,0.06679,40,-1.2956
ENSG00000196743,GM2A,17,-1.3568,65,0.69386,27,-0.6799,56,0.43885,18,-1.3862,52,0.31544,50,0.27296,64,0.66210,65,0.68406,27,-0.6834
ENSG00000113140,SPARC,128,-1.3244,801,1.61877,71,-2.1847,579,1.04426,52,-2.7673,534,0.90467,16,-4.4934,11,-4.8594,1225,2.46204,182,-0.8009
ENSG00000177556,ATOX1,87,-1.0955,159,-0.1787,113,-0.6975,149,-0.2806,202,0.22139,186,0.06976,220,0.37645,146,-0.3055,204,0.21333,248,0.52914
ENSG00000145907,G3BP1,41,-0.3105,105,1.21700,12,-2.0630,29,-0.8126,44,-0.2258,39,-0.3717,40,-0.3774,58,0.22173,92,0.97995,56,0.18607
ENSG00000155511,GRIA1,181,1.29364,62,-0.4487,91,0.16147,37,-1.2272,161,1.26777,33,-1.3978,26,-1.8091,21,-2.0331,136,0.81212,53,-0.6748
ENSG00000164576,SAP30L,9,-1.7625,25,-0.3042,49,0.73328,25,-0.3299,26,-0.2865,31,0.02297,38,0.36666,13,-1.2587,46,0.63680,43,0.52547
ENSG00000155506,LARP1,247,0.70197,291,0.97667,197,0.33202,98,-0.7561,190,0.30596,97,-0.7707,107,-0.6583,114,-0.5167,176,0.15884,100,-0.7149
ENSG00000170271,FAXDC2,15,-1.7656,197,2.38705,19,-1.4943,37,-0.4803,8,-2.7856,12,-2.1662,28,-0.9348,154,1.90058,59,0.23872,40,-0.3584
ENSG00000155508,CNOT8,35,0.09100,74,1.33783,6,-2.3794,17,-0.9957,41,0.41643,47,0.59686,15,-1.2234,37,0.21756,55,0.84968,6,-2.3710
ENSG00000082515,MRPL22,22,-0.6419,34,0.00232,16,-1.0886,2,-3.8652,45,0.49763,51,0.64384,39,0.24728,63,0.99492,18,-0.9387,32,-0.0798
ENSG00000170624,SGCD,12,-1.2714,48,0.88174,2,-3.8493,19,-0.5597,24,-0.2260,29,0.05429,15,-1.0039,114,2.47653,21,-0.4414,11,-1.3604
ENSG00000055163,CYFIP2,298,0.12843,87,-1.7395,130,-1.1423,186,-0.6022,448,0.89933,212,-0.4019,255,-0.1285,262,-0.0742,436,0.74407,279,0.02568
ENSG00000113282,CLINT1,77,0.69883,57,0.20840,50,0.01008,75,0.63600,67,0.51592,62,0.34149,26,-1.0445,38,-0.4185,52,0.06058,2,-4.3762
ENSG00000145860,RNF145,198,1.87657,79,0.29089,95,0.59599,51,-0.3823,78,0.31380,51,-0.3872,38,-0.9075,50,-0.4197,22,-1.6356,8,-3.0127
ENSG00000164332,UBLCP1,95,0.55977,65,-0.0570,19,-1.9190,81,0.30222,107,0.86216,36,-0.9661,44,-0.6951,55,-0.2914,38,-0.8526,112,0.82968
ENSG00000113312,TTC1,137,-0.0301,199,0.56180,166,0.27213,242,0.88313,146,0.07073,85,-0.7706,160,0.23611,143,0.03159,47,-1.6587,49,-1.5763
ENSG00000170234,PWWP2A,93,1.18764,141,1.93988,59,0.43531,35,-0.3701,18,-1.4744,65,0.57375,10,-2.3457,42,-0.1143,32,-0.5167,18,-1.4015
ENSG00000164609,SLU7,168,0.18958,209,0.53687,204,0.49954,90,-0.7833,221,0.71513,117,-0.3793,107,-0.5524,134,-0.1715,85,-0.8711,127,-0.2516
ENSG00000145864,GABRB2,522,0.98801,55,-2.4596,172,-0.7782,86,-1.8085,789,2.10208,60,-2.3311,176,-0.7947,106,-1.4976,81,-1.8970,400,0.54673
ENSG00000022355,GABRA1,465,1.21946,62,-1.9096,151,-0.5943,39,-2.5799,550,1.81799,64,-1.8666,167,-0.4748,93,-1.3220,68,-1.7846,280,0.37450
ENSG00000113327,GABRG2,161,0.86640,9,-3.4678,72,-0.4210,4,-4.6794,286,2.34903,26,-1.9178,58,-0.8009,29,-1.7630,49,-0.9984,93,-0.0294
ENSG00000113328,CCNG1,11,-1.5581,31,-0.0321,21,-0.6154,49,0.68221,27,-0.2391,45,0.56920,20,-0.7250,48,0.64976,43,0.47541,37,0.23033
ENSG00000170584,NUDCD2,47,-0.1439,93,0.93441,41,-0.3605,32,-0.7218,54,0.06996,33,-0.6891,54,0.06455,66,0.37424,64,0.33679,31,-0.8089
ENSG00000038274,MAT2B,47,-0.6440,43,-0.7770,47,-0.6428,38,-0.9867,114,0.85233,71,-0.0056,85,0.30351,88,0.32687,49,-0.5741,77,0.11395
ENSG00000145934,TENM2,108,1.68530,9,-2.2512,30,-0.4167,8,-2.2716,97,1.77314,11,-1.8594,28,-0.5983,47,0.26809,9,-2.1056,3,-3.8472
ENSG00000113645,WWC1,38,-0.6802,5,-3.5682,38,-0.7136,41,-0.5744,45,-0.4591,58,-0.0405,55,-0.1525,103,0.88250,105,0.90163,129,1.26414
ENSG00000113643,RARS,6,-2.4778,32,0.01331,35,0.15778,21,-0.6294,47,0.73818,32,0.04580,23,-0.4863,59,1.02126,12,-1.4125,39,0.33137
ENSG00000188573,FBLL1,31,-0.5175,17,-1.4308,41,-0.0926,31,-0.5154,70,0.87666,16,-1.5179,39,-0.1965,28,-0.6484,26,-0.7495,113,1.59312
ENSG00000120137,PANK3,61,0.33306,47,-0.0857,68,0.50340,63,0.38656,65,0.46842,43,-0.2226,38,-0.4366,42,-0.2576,62,0.35859,3,-4.1377
ENSG00000182132,KCNIP1,50,0.32827,0,-7.7169,26,-0.7081,31,-0.4115,37,-0.1558,27,-0.6096,37,-0.1499,43,0.08032,34,-0.2756,129,1.96348
ENSG00000181163,NPM1,238,-0.2713,266,-0.1023,321,0.19344,535,1.03697,283,-0.0056,264,-0.1101,262,-0.1350,260,-0.1377,160,-0.8823,270,-0.0776
ENSG00000072803,FBXW11,67,-0.4262,135,0.69126,89,0.01669,88,-0.0024,96,0.14542,82,-0.1018,75,-0.2818,87,-0.0148,133,0.65517,34,-1.4174
ENSG00000120129,DUSP1,43,-1.8645,24,-2.7006,90,-0.7560,32,-2.2715,50,-1.7365,1118,4.24141,37,-2.1699,84,-0.8601,151,0.03780,49,-1.6693
ENSG00000113719,ERGIC1,80,1.14399,13,-1.6567,31,-0.3815,26,-0.6412,32,-0.3490,34,-0.2147,49,0.37871,53,0.46642,54,0.48566,21,-0.9436
ENSG00000037241,RPL26L1,17,-1.4475,38,-0.3033,29,-0.7172,49,0.10585,88,1.22258,32,-0.5539,58,0.43231,33,-0.5201,33,-0.4940,26,-0.8403
ENSG00000113732,ATP6V0E1,25,-1.6761,58,-0.4402,56,-0.4817,77,0.01551,35,-1.2789,97,0.37721,59,-0.4304,185,1.46941,102,0.45796,130,0.85445
ENSG00000164463,CREBRF,122,0.87905,149,1.21816,58,-0.3189,83,0.25857,48,-0.6425,85,0.29098,33,-1.2219,61,-0.2430,58,-0.2963,71,-0.0010
ENSG00000145919,BOD1,14,-1.3715,28,-0.3106,29,-0.2601,0,-7.2025,64,1.13463,14,-1.3627,29,-0.3138,33,-0.0928,44,0.36971,69,1.12075
ENSG00000113742,CPEB4,290,1.41295,195,0.72748,132,0.09612,124,0.00684,97,-0.4182,84,-0.5983,82,-0.6885,148,0.28180,88,-0.5350,68,-0.9070
ENSG00000170091,NSG2,259,0.32074,63,-1.8230,80,-1.4752,82,-1.4352,559,1.97208,75,-1.5784,190,-0.1848,103,-1.1034,156,-0.4734,223,0.08447
ENSG00000164466,SFXN1,107,0.84545,57,-0.1538,33,-0.9715,8,-3.0776,79,0.37618,39,-0.7422,58,-0.1465,81,0.38776,72,0.19258,90,0.55759
ENSG00000145920,CPLX2,399,-0.1734,27,-4.1513,470,0.08047,143,-1.7290,421,-0.0981,552,0.33887,521,0.27405,164,-1.5215,975,1.29175,739,0.81504
ENSG00000122203,KIAA1191,97,-0.1344,78,-0.4613,75,-0.5356,106,0.00092,150,0.63382,116,0.14458,114,0.13271,63,-0.8024,111,0.07335,94,-0.1786
ENSG00000175414,ARL10,92,1.99146,18,-0.7196,31,0.11370,25,-0.2318,37,0.42530,21,-0.4441,13,-1.2538,31,0.10500,25,-0.1840,2,-3.9405
ENSG00000146066,HIGD2A,100,-0.3989,88,-0.5822,110,-0.2415,91,-0.5437,152,0.28300,121,-0.1034,174,0.53177,111,-0.2376,129,-0.0020,148,0.21284
ENSG00000175416,CLTB,150,-0.3706,71,-1.5050,156,-0.3160,35,-2.5364,340,1.07294,176,-0.1258,236,0.37383,139,-0.4965,139,-0.4889,274,0.57875
ENSG00000113194,FAF2,66,0.71768,42,0.01895,50,0.29085,60,0.57595,36,-0.2712,21,-1.0628,10,-2.1721,63,0.63802,43,0.04884,66,0.71593
ENSG00000146083,RNF44,52,0.14789,43,-0.1558,8,-2.5965,13,-1.9496,47,-0.0360,66,0.51289,52,0.16219,43,-0.1633,90,1.02761,59,0.33532
ENSG00000169258,GPRIN1,38,0.36339,0,-5.6892,9,-1.8743,16,-0.9837,67,1.49889,38,0.32928,34,0.19254,6,-2.3511,52,0.85313,6,-2.3804
ENSG00000074317,SNCB,349,0.12251,50,-2.7707,196,-0.7712,13,-4.6536,696,1.48882,182,-0.8791,561,1.02636,189,-0.8253,114,-1.5791,264,-0.3120
ENSG00000165671,NSD1,122,1.47020,107,1.24919,72,0.57669,28,-0.8935,35,-0.6109,50,0.00829,23,-1.2567,37,-0.4541,39,-0.4001,31,-0.7411
ENSG00000169230,PRELID1,64,-0.8504,45,-1.3902,107,-0.0762,44,-1.4092,124,0.17977,160,0.56658,130,0.25831,125,0.16796,97,-0.2219,195,0.89520
ENSG00000169223,LMAN2,10,-2.0908,35,-0.2902,5,-3.0890,40,-0.0806,75,1.08155,36,-0.2289,17,-1.4496,67,0.73856,47,0.18087,80,1.03950
ENSG00000169220,RGS14,3,-3.1938,6,-2.1281,8,-1.8135,0,-6.8082,63,1.68441,41,0.68584,37,0.58153,7,-2.0025,50,1.02347,5,-2.4479
ENSG00000131188,PRR7,21,-0.7390,0,-7.4850,2,-3.7119,8,-2.2174,62,1.08552,29,-0.2718,36,0.04373,36,0.04890,79,1.34516,46,0.43250
ENSG00000113758,DBN1,82,0.75586,8,-2.7617,53,0.05914,24,-1.1225,78,0.75402,59,0.22345,42,-0.3541,47,-0.1467,88,0.85956,16,-1.7603
ENSG00000183258,DDX41,33,-0.7627,7,-2.9727,59,0.14094,25,-1.1479,64,0.31290,136,1.53831,39,-0.5438,64,0.28027,71,0.43922,45,-0.2835
ENSG00000184840,TMED9,22,-1.1892,33,-0.5540,37,-0.3978,30,-0.7229,54,0.19964,32,-0.5939,27,-0.9233,78,0.78753,88,0.98072,92,1.06566
ENSG00000204677,FAM153CP,334,3.63536,6,-3.1397,56,0.10197,1,-5.4048,26,-1.1219,26,-1.0722,44,-0.3005,29,-0.8651,7,-3.0112,27,-0.9711
ENSG00000145916,RMND5B,8,-1.9051,12,-1.2944,15,-0.9960,24,-0.3190,41,0.59882,42,0.57861,35,0.35200,26,-0.1939,60,1.17157,10,-1.5514
ENSG00000145912,NHP2,68,-1.3663,52,-1.7614,139,-0.2702,105,-0.6994,285,1.00048,89,-0.9529,235,0.62795,170,0.03976,119,-0.5167,209,0.36444
ENSG00000197451,HNRNPAB,50,-0.2393,67,0.21901,76,0.43558,7,-3.0666,74,0.42558,89,0.68895,55,-0.0983,39,-0.5995,20,-1.5887,90,0.71264
ENSG00000113240,CLK4,43,0.71040,68,1.49598,13,-1.1193,8,-1.7311,34,0.39378,48,0.91803,4,-2.7040,43,0.73578,27,-0.0194,0,-6.0646
ENSG00000176783,RUFY1,51,0.74565,66,1.18264,14,-1.2777,62,1.06584,23,-0.5305,32,0.01437,24,-0.4777,31,-0.0662,25,-0.3474,8,-1.9635
ENSG00000169045,HNRNPH1,103,0.09754,123,0.36778,78,-0.3480,66,-0.5873,105,0.13978,149,0.68092,57,-0.8656,141,0.59522,62,-0.6954,119,0.32248
ENSG00000127022,CANX,590,0.60348,711,0.91408,399,-0.0241,443,0.14273,378,-0.1198,311,-0.4076,175,-1.3665,515,0.38329,531,0.43307,253,-0.7223
ENSG00000161013,MGAT4B,44,0.03628,30,-0.5488,19,-1.2118,1,-5.4862,43,0.00412,74,0.89218,41,-0.0615,15,-1.5355,78,0.97321,83,1.09192
ENSG00000161011,SQSTM1,174,0.08413,198,0.28930,60,-1.5442,79,-1.1281,200,0.33776,166,0.01070,142,-0.2583,212,0.39984,170,0.04823,238,0.58517
ENSG00000161010,MRNIP,55,1.42595,15,-0.6570,6,-1.9984,0,-6.6092,39,0.97752,10,-1.2834,21,-0.1166,16,-0.5271,42,0.96211,11,-1.0552
ENSG00000197226,TBC1D9B,53,-0.2966,86,0.44227,33,-1.0150,71,0.15006,61,-0.0899,58,-0.1740,49,-0.4533,36,-0.9128,128,1.11233,90,0.52873
ENSG00000113269,RNF130,73,-0.5230,244,1.42814,86,-0.2870,137,0.45669,81,-0.4135,118,0.21134,73,-0.5693,72,-0.5424,113,0.14764,85,-0.2973
ENSG00000050748,MAPK9,123,0.30192,37,-1.5315,128,0.35801,65,-0.6998,192,1.18712,91,-0.1735,123,0.33507,53,-0.9936,67,-0.6477,29,-1.8912
ENSG00000131446,MGAT1,36,0.19627,33,0.05732,13,-1.3445,1,-5.0051,29,-0.1490,131,2.48947,11,-1.6980,16,-1.0819,44,0.49339,30,-0.0961
ENSG00000250222,AC008443.5,25,-0.9013,5,-3.3150,67,0.60550,50,0.14923,40,-0.2258,40,-0.2285,84,1.11701,26,-0.8748,57,0.32944,33,-0.4826
ENSG00000146063,TRIM41,63,0.64188,75,0.94864,54,0.39532,45,0.12946,14,-1.6933,56,0.46569,40,-0.0754,37,-0.1798,38,-0.1552,25,-0.7831
ENSG00000204628,RACK1,224,-0.9536,369,-0.1928,456,0.13936,493,0.26411,360,-0.2514,718,0.88097,439,0.08782,284,-0.5946,441,0.08878,423,0.02309
ENSG00000248275,TRIM52-AS1,23,-0.2658,25,-0.1525,39,0.53814,19,-0.5501,41,0.70727,31,0.16912,27,-0.0523,6,-2.2924,30,0.10813,24,-0.2506
ENSG00000112679,DUSP22,32,-0.0550,35,0.07965,48,0.58697,7,-2.3322,30,-0.1710,58,0.90833,32,-0.0442,24,-0.4960,51,0.68657,18,-0.8898
ENSG00000124535,WRNIP1,28,-0.6104,57,0.51733,38,-0.1250,18,-1.2872,40,-0.0411,41,-0.0117,28,-0.6664,19,-1.1693,46,0.15957,114,1.69505
ENSG00000124570,SERPINB6,31,-1.3901,125,0.78436,34,-1.2321,78,0.02662,21,-2.0526,205,1.64744,34,-1.3064,117,0.66986,101,0.43147,121,0.73024
ENSG00000124588,NQO2,89,0.85280,4,-3.8443,42,-0.3452,48,-0.1435,67,0.42537,89,0.84470,56,0.12392,48,-0.1522,43,-0.3143,22,-1.3213
ENSG00000137267,TUBB2A,360,-0.5397,112,-2.2823,244,-1.1323,118,-2.2073,1073,1.43029,182,-1.5644,441,-0.2469,554,0.12871,368,-0.5069,1157,1.35684
ENSG00000137285,TUBB2B,201,-1.6828,91,-2.8353,245,-1.3849,208,-1.6280,337,-0.9737,211,-1.6107,720,0.29697,1916,1.96902,1045,0.87807,1266,1.20683
ENSG00000180822,PSMG4,14,-1.0676,11,-1.4167,28,0.00797,24,-0.1938,46,0.91843,45,0.75156,31,0.19701,22,-0.3332,18,-0.6344,17,-0.7309
ENSG00000112739,PRPF4B,379,1.00921,296,0.59413,280,0.50358,179,-0.2085,160,-0.4115,318,0.71306,106,-1.0790,208,0.03208,119,-0.8305,139,-0.5895
ENSG00000198721,ECI2,10,-2.5305,30,-0.9816,43,-0.4188,113,1.11410,31,-0.9909,64,0.19375,55,-0.0700,99,0.88788,53,-0.1081,99,0.89917
