Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000204387,SNHG32,117,1.52461,114,1.01450,19,-1.7863,15,-2.2472,40,-0.8550
ENSG00000204386,NEU1,14,-1.3881,12,-1.4512,79,1.57480,24,-0.4231,40,0.62075
ENSG00000204371,EHMT2,66,-0.0402,83,0.32835,21,-1.7510,78,0.25378,71,0.11887
ENSG00000204356,NELFE,102,0.41776,53,-0.6865,171,1.20198,62,-0.4906,65,-0.5255
ENSG00000204351,SKIV2L,18,-0.5137,21,-0.2148,22,-0.1138,22,-0.1515,31,0.58389
ENSG00000204314,PRRT1,30,-1.8960,58,-0.6742,220,1.50061,79,-0.2251,117,0.62940
ENSG00000204310,AGPAT1,79,-0.3329,61,-0.6697,77,-0.2961,84,-0.1837,122,0.64846
ENSG00000204308,RNF5,58,0.88876,40,0.05233,31,-0.3162,8,-2.4901,41,0.12462
ENSG00000204287,HLA-DRA,129,2.14131,84,0.65430,41,-0.4762,14,-2.1939,19,-1.9689
ENSG00000196126,HLA-DRB1,47,1.72031,48,1.18168,29,0.33571,1,-4.1698,8,-1.8339
ENSG00000204256,BRD2,132,0.04675,133,0.05918,168,0.42766,170,0.51478,94,-0.6504
ENSG00000231389,HLA-DPA1,70,2.38135,39,0.52158,1,-4.2424,10,-1.6071,11,-1.8143
ENSG00000223865,HLA-DPB1,45,1.29306,23,-0.1674,67,1.61485,14,-1.0080,7,-2.2781
ENSG00000204231,RXRB,38,-0.5452,23,-1.1618,39,-0.4004,41,-0.3696,75,1.01310
ENSG00000112473,SLC39A7,41,0.46296,26,-0.3355,5,-2.7998,41,0.41523,31,-0.1299
ENSG00000204227,RING1,49,0.13914,25,-0.9241,51,0.14970,39,-0.2825,51,0.24246
ENSG00000223501,VPS52,34,0.45942,22,-0.2911,15,-0.8565,17,-0.7975,31,0.33310
ENSG00000231500,RPS18,956,0.69753,1489,1.28837,434,-0.7200,291,-1.4190,552,-0.4734
ENSG00000227057,WDR46,21,-0.8519,34,-0.0295,37,0.11378,34,-0.0350,44,0.59267
ENSG00000204220,PFDN6,50,-0.0791,39,-0.4291,48,-0.1212,45,-0.2521,61,0.38567
ENSG00000231925,TAPBP,74,-0.0770,101,0.42799,53,-0.5797,71,-0.1519,83,0.16061
ENSG00000204209,DAXX,35,0.25931,28,-0.1532,12,-1.4315,47,0.77517,25,-0.4396
ENSG00000112511,PHF1,25,-0.6135,38,0.16820,66,1.07435,9,-2.0170,45,0.66956
ENSG00000112514,CUTA,169,0.07894,155,-0.0704,150,-0.1230,102,-0.7764,192,0.40306
ENSG00000197283,SYNGAP1,10,-2.5724,18,-1.5041,171,2.22637,64,0.52019,46,-0.1099
ENSG00000137288,UQCC2,50,-0.0733,68,0.44867,29,-0.8577,35,-0.6484,63,0.46346
ENSG00000161904,LEMD2,21,-0.0946,6,-2.0128,79,2.21244,19,-0.2793,15,-0.8206
ENSG00000137309,HMGA1,23,-1.1165,48,0.20477,66,0.71888,24,-0.9290,59,0.82680
ENSG00000186577,SMIM29,45,-0.8099,69,-0.0311,111,0.73908,47,-0.6731,91,0.62999
ENSG00000272325,NUDT3,322,-0.4447,578,0.56793,318,-0.3862,561,0.59057,372,-0.1942
ENSG00000124614,RPS10,276,0.39196,485,1.25712,146,-0.6917,98,-1.3861,214,-0.1454
ENSG00000124507,PACSIN1,29,-2.8291,236,0.60717,133,-0.3102,188,0.26463,238,0.99426
ENSG00000196821,ILRUN,52,-1.2118,165,0.78510,48,-1.1498,115,0.22179,130,0.60351
ENSG00000124562,SNRPC,58,0.12011,54,-0.0011,58,0.10701,36,-0.6966,60,0.23319
ENSG00000064995,TAF11,38,0.03685,26,-0.5438,75,1.14952,35,-0.1178,31,-0.3710
ENSG00000064999,ANKS1A,27,0.02329,17,-0.7150,0,-5.0111,23,-0.2670,38,0.85159
ENSG00000198755,RPL10A,340,0.11310,639,1.13933,239,-0.4648,176,-1.0043,322,5.74715
ENSG00000096060,FKBP5,27,0.24544,25,0.04742,64,1.63754,18,-0.5191,15,-0.9600
ENSG00000096063,SRPK1,29,-0.7542,34,-0.3757,65,0.65435,73,0.97690,36,-0.3721
ENSG00000112062,MAPK14,24,-0.6436,13,-1.3790,14,-1.2758,39,0.28110,48,0.90626
ENSG00000096070,BRPF3,28,-0.6276,20,-1.0183,45,0.22116,42,0.11227,50,0.57351
ENSG00000112078,KCTD20,66,0.44641,68,0.38886,5,-3.5450,69,0.46511,44,-0.3958
ENSG00000112081,SRSF3,164,0.15623,161,0.09292,164,0.12680,118,-0.4284,154,0.03171
ENSG00000124772,CPNE5,18,-2.6743,41,-1.1968,263,1.83857,123,0.56483,97,0.17344
ENSG00000137168,PPIL1,19,-0.3320,21,-0.1677,4,-2.5237,13,-0.9263,36,1.19600
ENSG00000198663,C6orf89,127,0.12636,75,-0.7034,147,0.34064,133,0.20393,110,-0.1785
ENSG00000137409,MTCH1,252,-1.0316,372,-0.2743,571,0.40805,335,-0.4809,626,0.88893
ENSG00000112130,RNF8,34,-1.1114,47,-0.4684,160,1.57212,75,0.30587,59,-0.1495
ENSG00000137200,CMTR1,19,-0.7928,18,-0.7617,42,0.55621,39,0.50234,33,0.21493
ENSG00000198937,CCDC167,44,1.49739,20,-0.2433,2,-3.4568,20,-0.2946,16,-0.8130
ENSG00000156639,ZFAND3,52,0.95728,32,-0.0502,20,-0.7667,27,-0.3737,26,-0.4936
ENSG00000183826,BTBD9,16,-1.4088,42,0.27418,27,-0.3908,51,0.66220,43,0.44376
ENSG00000124767,GLO1,78,-0.6352,136,0.34681,86,-0.3645,86,-0.4049,143,0.67401
ENSG00000164627,KIF6,50,3.31766,10,-0.7694,0,-5.8285,4,-2.0786,4,-2.3015
ENSG00000146122,DAAM2,305,3.30464,52,-1.0793,84,-0.3554,19,-2.6605,17,-3.1396
ENSG00000124596,OARD1,36,0.17349,21,-0.7203,73,1.31565,30,-0.1487,25,-0.5604
ENSG00000112561,TFEB,62,2.36661,8,-1.6739,48,1.02445,3,-3.2254,8,-2.0918
ENSG00000214736,TOMM6,68,-0.3105,103,0.39372,101,0.36804,46,-0.9343,96,0.41970
ENSG00000112576,CCND3,54,-0.3708,62,-0.1044,107,0.78325,46,-0.6001,75,0.31448
ENSG00000048544,MRPS10,27,-0.8327,38,-0.2010,2,-4.4444,54,0.42858,60,0.87226
ENSG00000024048,UBR2,57,0.69519,24,-0.8007,27,-0.6529,35,-0.2756,40,-0.0665
ENSG00000124659,TBCC,17,-0.3727,13,-0.7612,1,-3.8962,25,0.26468,30,0.82077
ENSG00000112624,BICRAL,24,0.12944,11,-1.0365,1,-4.3923,36,0.85321,23,0.04844
ENSG00000146223,RPL7L1,162,-0.2363,170,-0.1159,202,0.16155,256,0.62280,160,-0.2900
ENSG00000137161,CNPY3,59,0.87916,9,-2.1110,73,1.00220,28,-0.5917,30,-0.5999
ENSG00000124587,PEX6,20,0.13455,16,-0.2231,19,0.08106,13,-0.6437,21,0.27807
ENSG00000112640,PPP2R5D,35,-1.0035,31,-1.0341,64,0.08425,71,0.28540,81,0.73178
ENSG00000124733,MEA1,44,-0.4227,86,0.71204,23,-1.3330,57,0.03401,64,0.32460
ENSG00000124702,KLHDC3,64,-2.0626,222,0.06354,272,0.38891,178,-0.3136,327,1.12923
ENSG00000124541,RRP36,21,0.18471,18,-0.0366,0,-5.9778,13,-0.5484,25,0.68513
ENSG00000112651,MRPL2,26,-0.9067,38,-0.1920,17,-1.3754,35,-0.3426,67,1.19404
ENSG00000112658,SRF,14,-0.5515,18,-0.0644,6,-1.5720,19,0.07098,25,0.73340
ENSG00000112659,CUL9,9,-1.5557,24,0.11744,8,-1.4211,39,1.09339,26,0.40871
ENSG00000112667,DNPH1,22,-0.6840,72,1.39596,16,-1.0401,16,-1.1115,40,0.59223
ENSG00000146216,TTBK1,11,-1.3068,18,-0.3550,0,-6.2500,42,1.14052,29,0.60925
ENSG00000171467,ZNF318,50,0.11523,13,-1.9654,52,0.16209,92,1.28855,30,-0.9059
ENSG00000137221,TJAP1,89,2.71899,6,-2.5560,47,0.51402,14,-1.3868,6,-2.9634
ENSG00000204052,LRRC73,1,-4.5307,25,-0.0169,2,-3.4763,25,-0.0023,49,2.05463
ENSG00000137207,YIPF3,66,-0.0825,48,-0.5570,101,0.63515,53,-0.4394,75,0.22005
ENSG00000096080,MRPS18A,25,-0.5662,45,0.45513,28,-0.3139,24,-0.5741,45,0.65151
ENSG00000112715,VEGFA,26,-0.0185,27,0.04821,6,-2.1306,39,0.75487,24,-0.1427
ENSG00000180992,MRPL14,24,-0.7974,35,-0.1189,7,-2.4825,23,-0.7840,63,1.43049
ENSG00000137216,TMEM63B,21,-1.6737,28,-1.0474,94,0.84628,72,0.44375,72,0.60031
ENSG00000096384,HSP90AB1,1436,-0.9718,1453,-0.8052,3656,0.65715,3861,0.86184,2426,-0.0135
ENSG00000157593,SLC35B2,43,1.47518,19,-0.2697,11,-1.0793,8,-1.6342,19,-0.4082
ENSG00000178233,TMEM151B,20,-2.4087,185,1.33626,53,-0.6939,56,-0.6839,127,1.11266
ENSG00000096401,CDC5L,131,0.43017,66,-0.7446,111,0.06822,163,0.78638,69,-0.8871
ENSG00000001561,ENPP4,157,1.43021,46,-0.9579,81,-0.0697,42,-1.1750,63,-0.6142
ENSG00000112796,ENPP5,21,-0.9189,6,-2.4836,35,-0.0337,28,-0.4205,57,1.30590
ENSG00000172348,RCAN2,126,-1.0847,158,-0.5879,255,0.16427,152,-0.6986,358,1.19149
ENSG00000153291,SLC25A27,24,-0.3133,13,-1.2299,49,0.89439,43,0.75019,23,-0.4256
ENSG00000069122,ADGRF5,13,-1.0664,46,1.03082,0,-6.3515,54,1.55625,19,-0.5407
ENSG00000146072,TNFRSF21,58,0.31952,14,-1.8935,91,1.01066,32,-0.7357,50,0.03687
ENSG00000198087,CD2AP,23,0.77598,18,0.21596,0,-5.7290,23,0.69308,10,-0.8658
ENSG00000146085,MMUT,54,-0.1332,37,-0.7028,117,1.16429,55,-0.0901,53,-0.2044
ENSG00000031691,CENPQ,33,2.09389,8,-0.8711,0,-5.6207,14,-0.0133,6,-1.6931
ENSG00000170915,PAQR8,433,2.08645,196,0.03181,150,-0.3901,85,-1.3359,74,-1.7977
ENSG00000096092,TMEM14A,37,-1.6841,56,-0.8292,123,0.38995,67,-0.6174,159,1.39134
ENSG00000170899,GSTA4,22,-0.8656,21,-0.8117,5,-2.7455,31,-0.2352,58,1.40393
ENSG00000112144,ICK,61,2.06240,26,-0.0634,6,-2.1772,11,-1.4820,15,-1.1302
ENSG00000112146,FBXO9,78,-1.1120,145,0.01709,23,-2.7049,198,0.58553,196,0.77899
ENSG00000012660,ELOVL5,123,1.45025,42,-0.6833,126,1.06178,18,-2.1017,39,-1.0751
ENSG00000001084,GCLC,112,1.19727,17,-2.0332,136,1.21432,37,-0.9356,40,-1.0069
ENSG00000151914,DST,2806,1.61159,886,-0.7465,798,-0.9058,1804,0.41814,512,-1.9335
ENSG00000151917,BEND6,46,-1.1310,123,0.58792,14,-2.6706,119,0.60022,107,0.55101
ENSG00000168116,KIAA1586,23,-0.1877,31,0.33472,13,-0.9835,31,0.36308,25,0.03885
ENSG00000112200,ZNF451,121,1.04358,25,-1.6807,62,-0.3071,93,0.36453,49,-0.8832
ENSG00000272316,AL021368.2,47,1.80394,2,-3.1262,1,-4.1330,38,0.99052,6,-2.2129
ENSG00000118482,PHF3,341,1.22585,144,-0.5074,119,-0.7982,265,0.52096,93,-1.4714
ENSG00000230910,AL391807.1,41,0.11710,9,-2.0856,28,-0.5052,66,1.00867,33,-0.3263
ENSG00000135298,ADGRB3,33,-1.5389,40,-1.0784,121,0.65312,127,0.84706,93,0.33589
ENSG00000168216,LMBRD1,135,0.38585,57,-1.0363,165,0.62874,80,-0.5734,111,-0.0176
ENSG00000082269,FAM135A,37,0.31048,19,-0.7824,5,-2.6019,44,0.59706,31,-0.0236
ENSG00000154079,SDHAF4,8,-1.4305,10,-0.9248,30,0.81784,22,0.33592,23,0.56977
ENSG00000112305,SMAP1,61,-0.9828,56,-0.9734,145,0.51518,123,0.27695,132,0.54626
ENSG00000112309,B3GAT2,115,1.22784,44,-0.6530,196,1.85595,27,-1.4590,24,-1.9093
ENSG00000119900,OGFRL1,242,0.70809,181,0.06766,232,0.46776,167,-0.0639,109,-0.9485
ENSG00000079841,RIMS1,56,-1.8483,371,1.39449,97,-0.7908,274,1.00050,149,-0.1811
ENSG00000185760,KCNQ5,8,-3.5686,43,-0.9247,6,-3.7713,116,0.70374,141,1.67703
ENSG00000229852,AC019205.1,16,0.08424,13,-0.2669,1,-4.0807,29,1.17150,13,-0.4194
ENSG00000135297,MTO1,15,-0.3253,20,0.15445,44,1.51625,13,-0.4632,15,-0.3586
ENSG00000156508,EEF1A1,3078,0.91355,3088,0.68414,1341,-0.6444,963,-1.2328,1679,-0.4075
ENSG00000119899,SLC17A5,19,-0.1357,18,-0.2128,12,-0.8367,16,-0.3902,26,0.62302
ENSG00000112695,COX7A2,161,-1.1101,522,0.92515,168,-0.8826,160,-1.0305,444,1.05523
ENSG00000112697,TMEM30A,133,-0.6261,80,-1.2994,328,0.92967,168,-0.1777,226,0.46693
ENSG00000118407,FILIP1,24,-1.9981,28,-1.5182,586,4.51080,53,-0.6166,12,-3.1940
ENSG00000112701,SENP6,180,0.56566,160,0.23474,131,-0.0783,180,0.49054,81,-1.0751
ENSG00000196586,MYO6,360,1.86446,136,-0.3538,71,-1.3296,172,0.02460,59,-1.9667
ENSG00000146247,PHIP,325,1.07058,108,-0.9536,140,-0.5585,301,0.75058,96,-1.4337
ENSG00000118418,HMGN3,101,0.33988,113,0.45139,86,0.00624,85,-0.0004,67,-0.5209
ENSG00000135338,LCA5,71,1.72658,16,-1.1885,15,-1.2411,40,0.24341,15,-1.6356
ENSG00000198478,SH3BGRL2,16,-1.7849,35,-0.3910,8,-2.5336,46,0.02874,79,1.57039
ENSG00000118402,ELOVL4,15,-2.6208,40,-0.8718,107,0.66342,96,0.55574,99,0.85222
ENSG00000083123,BCKDHB,25,0.76253,28,0.74195,0,-5.8455,7,-1.5029,19,0.18294
ENSG00000005700,IBTK,104,0.74601,58,-0.3782,85,0.22759,63,-0.2563,57,-0.5496
ENSG00000146242,TPBG,1,-3.9665,9,-1.2049,0,-6.0852,19,-0.1195,43,2.49989
ENSG00000083097,DOP1A,42,-0.0592,29,-0.6216,23,-0.9749,72,0.94746,39,-0.2411
ENSG00000013375,PGM3,40,1.20363,19,-0.2749,2,-3.3002,22,-0.0949,18,-0.5699
ENSG00000065833,ME1,41,-0.0219,30,-0.5127,27,-0.6943,33,-0.3927,53,0.58654
ENSG00000065609,SNAP91,35,-2.6677,146,-0.2614,121,-0.5409,155,-0.1838,303,1.63327
ENSG00000065615,CYB5R4,15,-0.0079,19,0.36731,1,-3.4356,16,0.19047,16,0.23839
ENSG00000135324,MRAP2,9,-3.1114,17,-1.9311,384,3.63292,27,-1.3627,52,-0.4174
ENSG00000135315,CEP162,44,0.31085,27,-0.4874,94,1.55493,48,0.46004,16,-1.6423
ENSG00000135317,SNX14,47,-0.4372,28,-1.1654,106,0.94584,48,-0.3619,71,0.40951
ENSG00000135316,SYNCRIP,125,0.30464,97,-0.1552,75,-0.5517,145,0.54122,86,-0.4646
ENSG00000203875,SNHG5,162,1.65990,87,0.10890,92,0.19610,39,-1.2069,38,-1.4829
ENSG00000188994,ZNF292,310,0.76128,103,-1.1550,122,-0.8953,426,1.31361,96,-1.5681
ENSG00000111850,SMIM8,15,-0.6679,14,-0.6778,36,0.77952,26,0.27359,24,0.17390
ENSG00000164414,SLC35A1,20,-0.3425,5,-2.1708,13,-0.9289,15,-0.8001,39,1.31430
ENSG00000135336,ORC3,21,0.11999,15,-0.3779,0,-6.0259,14,-0.5824,28,0.85497
ENSG00000135334,AKIRIN2,63,-0.5566,61,-0.5139,138,0.78814,82,-0.0695,96,0.27858
ENSG00000118432,CNR1,6,-2.6038,48,0.84303,0,-6.5547,44,0.82151,40,0.84633
ENSG00000111880,RNGTT,15,-0.6931,22,0.07153,5,-2.0532,26,0.32507,28,0.66495
ENSG00000146278,PNRC1,144,0.70471,110,0.10068,148,0.57680,92,-0.2008,66,-0.9195
ENSG00000198833,UBE2J1,35,0.27466,28,-0.1123,34,0.15951,30,-0.0483,27,-0.2411
ENSG00000025039,RRAGD,36,-0.2305,28,-0.5550,87,1.26945,51,0.42539,30,-0.6276
ENSG00000135299,ANKRD6,15,-1.3305,15,-1.1123,156,3.01026,15,-1.2432,25,-0.4564
ENSG00000083099,LYRM2,110,0.46813,94,0.10607,64,-0.4968,117,0.51384,61,-0.7453
ENSG00000112159,MDN1,85,-0.1529,57,-0.7476,97,0.07305,174,1.21715,65,-0.7337
ENSG00000118412,CASP8AP2,101,0.53186,63,-0.3427,112,0.58380,107,0.57878,42,-1.2307
ENSG00000135341,MAP3K7,76,0.96699,20,-1.3535,44,-0.1775,42,-0.2723,41,-0.3963
ENSG00000172461,FUT9,112,-0.9007,113,-0.7456,631,2.18966,223,0.36056,121,-0.8461
ENSG00000014123,UFL1,160,1.60749,62,-0.4196,49,-0.7983,84,0.04929,35,-1.6304
ENSG00000123545,NDUFAF4,19,-1.7497,71,0.44733,8,-2.8769,58,0.14560,85,1.20775
ENSG00000186231,KLHL32,89,2.75377,9,-1.9422,11,-1.6943,7,-2.4450,17,-1.2958
ENSG00000184486,POU3F2,76,0.71999,61,0.18157,10,-2.4261,71,0.47537,39,-0.6866
ENSG00000112234,FBXL4,24,0.90522,3,-2.2660,1,-3.5347,11,-0.5970,19,0.40320
ENSG00000146267,FAXC,12,-2.6338,27,-1.1941,99,0.84671,56,-0.0840,93,1.24591
ENSG00000132423,COQ3,6,-1.7143,16,-0.0543,8,-1.1306,12,-0.5583,29,1.60502
ENSG00000132424,PNISR,379,0.04690,129,-1.6077,305,-0.3036,889,1.79910,181,-1.4002
ENSG00000112237,CCNC,31,-0.0418,25,-0.3635,2,-4.1038,28,-0.2265,44,0.78123
ENSG00000112249,ASCC3,32,0.54572,19,-0.4072,21,-0.2199,29,0.27959,19,-0.5223
ENSG00000164418,GRIK2,9,-2.3691,20,-1.0064,91,1.43888,68,1.08363,37,-0.0765
ENSG00000085382,HACE1,21,-0.6198,19,-0.6543,2,-3.6955,40,0.57584,39,0.73589
ENSG00000132429,POPDC3,10,-0.9565,11,-0.6735,0,-5.8972,8,-1.3336,34,2.00488
ENSG00000085377,PREP,4,-2.7108,4,-2.6164,2,-3.5007,22,-0.1314,49,2.41060
ENSG00000057663,ATG5,9,-1.5783,26,0.17954,12,-1.0095,16,-0.6275,40,1.47476
ENSG00000130349,MTRES1,19,-0.8418,23,-0.3676,29,-0.0123,45,0.78465,32,0.14992
ENSG00000112320,SOBP,132,-0.7349,174,-0.1936,412,1.23472,240,0.36016,174,-0.2584
ENSG00000025796,SEC63,221,0.63457,142,-0.2181,64,-1.4308,223,0.56908,121,-0.6336
ENSG00000081087,OSTM1,27,-0.6866,27,-0.5890,65,0.80496,30,-0.4843,51,0.59291
ENSG00000112335,SNX3,185,-0.4226,239,0.05937,272,0.26652,168,-0.5333,283,0.49768
ENSG00000118689,FOXO3,129,-0.4270,132,-0.3119,126,-0.3805,264,0.93085,150,-0.1595
ENSG00000080546,SESN1,23,-1.1820,41,-0.1432,36,-0.3438,55,0.35402,60,0.69706
ENSG00000183137,CEP57L1,23,0.21480,19,-0.1404,8,-1.4002,40,1.24269,13,-0.9159
ENSG00000135535,CD164,88,1.20027,22,-1.3333,8,-2.6685,29,-0.9530,54,0.10431
ENSG00000135596,MICAL1,11,-0.8152,4,-2.1014,1,-3.2381,28,0.92102,23,0.77794
ENSG00000112365,ZBTB24,21,0.00447,12,-0.8265,27,0.40177,21,0.00483,22,0.06586
ENSG00000155085,AK9,45,0.40867,55,0.62292,38,0.04925,47,0.43598,21,-1.1103
ENSG00000112367,FIG4,19,-0.3753,10,-1.2722,0,-6.2873,22,-0.1136,37,1.18057
ENSG00000112290,WASF1,89,-1.4324,93,-1.1842,262,0.43247,264,0.50555,263,0.67527
ENSG00000168438,CDC40,66,-0.8871,39,-1.5629,168,0.71584,184,1.01410,103,-0.0994
ENSG00000155111,CDK19,207,2.40238,40,-1.1423,64,-0.4257,48,-0.9403,27,-2.0825
ENSG00000123505,AMD1,212,0.80712,109,-0.4473,95,-0.6695,116,-0.3942,133,-0.2032
ENSG00000155115,GTF3C6,63,0.52805,83,0.86607,28,-0.8601,27,-0.9894,46,-0.1367
ENSG00000197498,RPF2,41,0.26902,21,-0.8625,7,-2.4123,50,0.57514,37,0.03623
ENSG00000009413,REV3L,109,0.73372,53,-0.5960,24,-1.7595,170,1.56825,27,-1.9614
ENSG00000010810,FYN,118,0.66604,88,0.04616,84,-0.0410,63,-0.5376,74,-0.3333
ENSG00000074935,TUBE1,30,0.48077,2,-3.4432,26,0.13482,36,0.74659,18,-0.5779
ENSG00000203778,FAM229B,95,1.13542,49,-0.2548,23,-1.4091,27,-1.2470,55,-0.0915
ENSG00000277443,MARCKS,377,-0.3177,504,0.20055,649,0.61224,499,0.20493,402,-0.2199
ENSG00000196591,HDAC2,148,0.36294,66,-0.9720,145,0.25122,152,0.37498,101,-0.4421
ENSG00000249853,HS3ST5,23,-0.1366,4,-2.6877,86,2.20535,25,0.02512,15,-0.9332
ENSG00000178425,NT5DC1,93,1.74899,27,-0.7699,29,-0.6852,36,-0.3922,23,-1.3450
ENSG00000187189,TSPYL4,76,-2.0178,155,-0.7232,392,0.75603,374,0.77536,297,0.44829
ENSG00000189241,TSPYL1,120,-2.6539,327,-0.8999,1021,0.91562,640,0.16216,860,1.01002
ENSG00000111832,RWDD1,178,0.84299,131,0.12394,61,-1.0569,113,-0.1172,94,-0.5289
ENSG00000196911,KPNA5,72,-0.0649,59,-0.3538,3,-4.4364,103,0.60415,83,0.26095
ENSG00000047932,GOPC,57,-0.0647,35,-0.7816,108,0.99311,58,-0.0385,55,-0.1674
ENSG00000153989,NUS1,33,-0.6714,45,-0.1028,71,0.63135,41,-0.2726,57,0.42857
ENSG00000196376,SLC35F1,39,-2.3313,65,-1.3381,699,2.78038,120,-0.4517,148,-0.1137
ENSG00000111860,CEP85L,70,0.53906,40,-0.4869,63,0.23619,87,0.88502,27,-1.3382
ENSG00000111875,ASF1A,28,0.61244,35,0.82596,0,-6.1112,7,-1.7236,24,0.34485
ENSG00000111879,FAM184A,36,-0.8669,85,0.60261,27,-1.1983,116,1.32472,48,-0.4268
ENSG00000111885,MAN1A1,2,-3.3902,9,-1.0127,0,-5.8344,26,0.77104,30,1.64712
ENSG00000146350,TBC1D32,25,0.11563,1,-4.0616,55,1.40968,35,0.69216,15,-0.9274
ENSG00000152661,GJA1,171,0.49811,290,1.27968,125,-0.1170,98,-0.5484,90,-0.8392
ENSG00000025156,HSF2,24,-0.0364,12,-1.1452,40,0.75079,17,-0.6749,29,0.35818
ENSG00000111897,SERINC1,714,-0.3213,371,-1.2626,1201,0.57117,697,-0.3306,1044,0.51567
ENSG00000164434,FABP7,21,-1.2752,110,1.55699,93,1.25820,33,-0.4932,37,-0.3527
ENSG00000146352,CLVS2,13,-2.9774,61,-0.4456,32,-1.4161,99,0.35660,141,1.56604
ENSG00000188580,NKAIN2,152,0.86692,32,-1.7523,309,1.91859,44,-1.3726,59,-1.0897
ENSG00000146373,RNF217,30,1.41967,12,-0.3606,3,-2.1989,20,0.38394,8,-1.3721
ENSG00000111907,TPD52L1,31,0.31608,47,0.93533,15,-0.8116,31,0.26052,18,-0.7238
ENSG00000111906,HDDC2,87,-0.2663,255,1.58937,36,-1.5439,43,-1.3635,115,0.33196
ENSG00000111912,NCOA7,297,0.07224,145,-1.0486,264,-0.1278,352,0.37237,286,0.00144
ENSG00000111911,HINT3,148,0.21901,109,-0.3072,93,-0.5627,140,0.09068,134,0.01849
ENSG00000066651,TRMT11,17,-0.3709,15,-0.5362,18,-0.2515,36,1.00314,19,-0.2467
ENSG00000118518,RNF146,77,0.01368,43,-0.8742,45,-0.8064,72,-0.0925,94,0.50093
ENSG00000093144,ECHDC1,86,1.05523,50,-0.1126,25,-1.1395,40,-0.4876,43,-0.4346
ENSG00000189367,KIAA0408,185,-0.7947,191,-0.6147,303,0.10255,552,1.29845,242,-0.3430
ENSG00000214338,SOGA3,77,-0.6783,52,-1.1560,113,0.02363,273,1.84149,71,-0.9228
ENSG00000152894,PTPRK,114,0.84556,15,-2.4506,15,-2.4588,102,0.51081,68,-0.2727
ENSG00000198945,L3MBTL3,13,-0.4602,12,-0.5386,0,-5.8432,33,1.23896,18,0.07416
ENSG00000079819,EPB41L2,480,1.52768,317,0.36752,66,-2.0281,316,0.41013,79,-2.1464
ENSG00000118507,AKAP7,57,0.43594,60,0.40655,94,1.16561,41,-0.2031,26,-1.1802
ENSG00000118523,CCN2,15,-3.5189,14,-3.2652,1323,6.73386,14,-3.4255,8,-4.5602
ENSG00000079950,STX7,109,0.02330,71,-0.6557,176,0.79785,88,-0.3613,110,0.03205
ENSG00000146409,SLC18B1,27,-0.5186,36,0.04032,55,0.71758,33,-0.0984,37,0.13889
ENSG00000112306,RPS12,1327,0.76858,1719,1.01720,741,-0.3546,428,-1.2777,728,-0.5170
ENSG00000028839,TBPL1,17,-1.5026,26,-0.6911,59,0.61259,48,0.28205,54,0.68874
ENSG00000118515,SGK1,104,2.46489,14,-1.6071,16,-1.4548,12,-1.9506,23,-1.1536
ENSG00000112339,HBS1L,179,1.12317,36,-1.6562,104,-0.0569,97,-0.1842,80,-0.6395
ENSG00000135541,AHI1,121,-0.8065,50,-1.9913,125,-0.6295,537,2.28664,112,-1.0356
ENSG00000171408,PDE7B,11,-0.8482,16,-0.1697,0,-5.8718,32,1.13002,20,0.32417
ENSG00000029363,BCLAF1,326,0.24129,193,-0.6292,313,0.12239,436,0.76317,207,-0.7008
ENSG00000135525,MAP7,588,2.56147,102,-1.2657,102,-1.2667,165,-0.5862,65,-2.3243
ENSG00000197442,MAP3K5,35,-0.7866,42,-0.3990,122,1.35377,85,0.83914,39,-0.6797
ENSG00000027697,IFNGR1,52,1.62199,25,-0.0900,7,-1.9361,19,-0.5173,16,-1.0315
ENSG00000112379,ARFGEF3,404,0.93315,135,-1.0370,280,0.09438,292,0.18211,173,-0.8678
ENSG00000051620,HEBP2,16,-0.0050,38,1.42243,0,-5.7531,11,-0.5752,17,0.13131
ENSG00000024862,CCDC28A,33,-0.6771,27,-0.8632,43,-0.1317,48,0.01382,64,0.75564
ENSG00000135597,REPS1,23,-0.5703,15,-1.0880,18,-0.8281,46,0.65180,39,0.46724
ENSG00000146386,ABRACL,5,-2.6124,25,0.10008,49,1.20877,31,0.48359,27,0.34530
ENSG00000112406,HECA,30,-0.7488,60,0.46229,47,0.04612,57,0.42343,46,0.05982
ENSG00000164442,CITED2,5,-2.8677,9,-1.6222,2,-3.7269,30,0.15080,55,2.12931
ENSG00000009844,VTA1,43,-0.5800,26,-1.2161,103,0.93728,34,-0.8808,78,0.74841
ENSG00000010818,HIVEP2,41,-1.9337,109,-0.2356,235,1.02303,184,0.68963,139,0.21991
ENSG00000146416,AIG1,106,0.38630,57,-0.6602,88,0.00094,92,0.08736,79,-0.2169
ENSG00000001036,FUCA2,29,1.56236,10,-0.5849,0,-5.6306,8,-0.9790,12,-0.3560
ENSG00000112419,PHACTR2,38,-0.3400,62,0.48816,0,-7.1930,85,1.19796,39,-0.3463
ENSG00000135521,LTV1,33,0.10311,10,-1.7113,78,1.55648,42,0.56434,18,-1.1161
