Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000184347,SLIT3,9,-1.5255,16,-0.7608,19,-0.4382,77,1.84577,25,-0.0041,11,-1.2629,22,-0.2123,67,1.60947,33,0.39438,11,-1.2540
ENSG00000182132,KCNIP1,23,-0.1024,28,0.21872,14,-0.8803,13,-0.9292,31,0.32661,69,1.99146,1,-4.1516,9,-1.4202,18,-0.4737,10,-1.4499
ENSG00000181163,NPM1,224,-0.1376,206,-0.2861,339,0.51378,173,-0.5321,152,-0.7341,295,0.32296,382,0.71121,184,-0.4403,163,-0.6252,282,0.24064
ENSG00000072803,FBXW11,110,-0.1315,115,-0.0701,149,0.34701,141,0.26234,123,0.04600,80,-0.6558,137,0.21776,147,0.32851,149,0.35181,103,-0.2439
ENSG00000120129,DUSP1,14,-3.0072,31,-1.9365,27,-2.0467,1032,5.13751,27,-2.0187,21,-2.5189,27,-2.0609,44,-1.3336,16,-2.7629,44,-1.4048
ENSG00000113719,ERGIC1,50,0.26232,30,-0.5698,33,-0.3721,57,0.45243,50,0.23671,40,-0.1125,87,1.15445,56,0.43081,27,-0.7069,27,-0.7469
ENSG00000037241,RPL26L1,42,-0.3693,40,-0.4828,25,-1.1436,28,-0.9773,16,-1.8012,82,0.75378,60,0.17926,32,-0.7933,51,-0.0669,99,1.12202
ENSG00000113732,ATP6V0E1,107,1.24609,35,-0.5835,84,0.82290,187,2.26809,14,-1.8521,36,-0.5411,23,-1.1584,8,-2.7480,35,-0.5386,24,-1.1501
ENSG00000164463,CREBRF,46,-0.8511,70,-0.2344,97,0.28520,100,0.33634,124,0.66982,53,-0.6897,103,0.37870,85,0.06788,90,0.16081,81,-0.0100
ENSG00000145919,BOD1,29,-0.7199,34,-0.4986,42,-0.1749,47,0.01170,30,-0.6681,71,0.73779,44,-0.0712,47,0.02551,16,-1.6171,70,0.72415
ENSG00000113742,CPEB4,138,-0.1001,171,0.25691,170,0.22525,139,-0.0913,242,0.79264,76,-1.0609,182,0.33382,163,0.16470,206,0.52934,90,-0.8106
ENSG00000170091,NSG2,71,-2.0867,223,-0.4085,40,-2.9071,148,-1.0030,211,-0.4630,451,0.82112,365,0.38891,675,1.41382,204,-0.5205,323,0.21497
ENSG00000164466,SFXN1,46,-0.9224,87,0.06673,30,-1.5702,77,-0.1318,133,0.73345,67,-0.3660,90,0.09815,80,-0.0733,119,0.54815,104,0.37419
ENSG00000113749,HRH2,12,-1.4933,27,-0.2894,9,-1.8391,40,0.33710,17,-0.9941,38,0.27563,64,1.11331,102,1.93669,32,-0.0072,6,-2.4584
ENSG00000145920,CPLX2,507,0.65380,554,0.90209,302,-0.1683,263,-0.3809,526,0.71398,259,-0.4339,193,-0.8471,268,-0.3482,375,0.17292,154,-1.2541
ENSG00000122203,KIAA1191,98,-0.1866,117,0.09487,76,-0.5816,112,0.01677,95,-0.2309,118,0.11083,90,-0.3243,119,0.10655,153,0.51417,113,0.03646
ENSG00000175414,ARL10,8,-2.3680,37,-0.0649,11,-1.8729,51,0.43455,75,1.04673,35,-0.1754,36,-0.1174,86,1.27996,45,0.21475,25,-0.7234
ENSG00000146066,HIGD2A,110,0.08061,142,0.54703,86,-0.2980,90,-0.2174,33,-1.7214,165,0.81974,85,-0.3151,69,-0.6396,90,-0.2245,89,-0.2698
ENSG00000175416,CLTB,109,-0.8593,235,0.35956,47,-2.0825,121,-0.6939,127,-0.6249,349,1.10522,150,-0.3749,199,0.06686,201,0.08606,179,-0.1088
ENSG00000113194,FAF2,68,0.69796,22,-1.1087,49,0.16413,60,0.50597,66,0.65724,24,-0.9778,45,0.04256,64,0.60266,45,0.03779,40,-0.1464
ENSG00000146083,RNF44,63,0.63366,38,-0.1887,19,-1.1986,30,-0.5212,47,0.15715,50,0.29269,47,0.14895,67,0.73794,41,-0.0348,30,-0.5712
ENSG00000169258,GPRIN1,11,-1.4074,56,1.16221,1,-4.4230,19,-0.6549,6,-2.3250,47,0.83447,33,0.14591,80,1.62269,8,-1.8992,10,-1.6573
ENSG00000074317,SNCB,142,-1.8147,462,-0.0430,78,-2.6996,187,-1.4077,414,-0.2078,884,1.14560,247,-0.9921,634,0.46203,611,0.40238,577,0.34102
ENSG00000048140,TSPAN17,17,-0.7190,36,0.44137,12,-1.2415,31,0.16072,18,-0.6613,33,0.30317,25,-0.1626,71,1.53207,14,-1.0092,18,-0.7424
ENSG00000113763,UNC5A,7,-2.2758,37,0.28728,1,-4.2423,19,-0.7824,28,-0.2074,58,1.08610,10,-1.6466,97,1.86145,22,-0.5413,19,-0.8336
ENSG00000165671,NSD1,46,-0.2726,50,-0.1586,76,0.52172,102,0.99761,83,0.66612,20,-1.5866,79,0.57749,39,-0.5076,69,0.37271,38,-0.5767
ENSG00000169230,PRELID1,67,-0.6006,104,0.10052,40,-1.3624,98,-0.0043,68,-0.5601,175,1.04133,62,-0.7135,106,0.10922,85,-0.2292,98,-0.0020
ENSG00000169223,LMAN2,62,0.65245,23,-0.9463,35,-0.2406,97,1.39403,28,-0.5577,57,0.56068,16,-1.4115,57,0.52086,11,-2.0017,35,-0.2853
ENSG00000169220,RGS14,19,-0.6188,38,0.47243,6,-2.2541,30,0.01401,5,-2.4992,56,1.18353,46,0.70582,36,0.31272,12,-1.2665,19,-0.7336
ENSG00000131188,PRR7,31,0.01990,47,0.71487,5,-2.6692,22,-0.5110,7,-2.2229,45,0.64127,24,-0.4148,76,1.46133,31,0.01500,12,-1.4480
ENSG00000113758,DBN1,49,-0.2283,55,-0.0509,34,-0.7755,26,-1.1850,39,-0.5619,84,0.67700,63,0.15171,117,1.15556,29,-1.0330,53,-0.1189
ENSG00000183258,DDX41,41,-0.4296,58,0.08568,48,-0.1871,40,-0.4936,21,-1.4503,68,0.37981,71,0.40315,54,-0.0336,59,0.11184,63,0.25066
ENSG00000184840,TMED9,34,-0.6882,33,-0.7580,46,-0.2100,67,0.36959,47,-0.1674,62,0.26894,56,0.08587,81,0.67204,46,-0.2155,60,0.22376
ENSG00000170074,FAM153A,3,-2.7385,19,-0.3726,0,-5.2440,47,1.05576,51,1.18383,17,-0.6251,5,-2.2273,93,2.28606,13,-0.8962,16,-0.6988
ENSG00000204677,FAM153CP,24,-1.1769,83,0.80271,7,-2.8724,97,0.97140,194,2.23505,41,-0.4168,4,-3.5682,94,0.93019,8,-2.8285,5,-3.6052
ENSG00000145916,RMND5B,34,0.27877,37,0.45271,7,-2.0050,55,1.05627,32,0.19404,33,0.27341,31,0.14286,20,-0.5397,8,-1.9138,21,-0.5048
ENSG00000145912,NHP2,129,-0.3881,184,0.17695,85,-1.0128,75,-1.2081,46,-1.9278,357,1.44207,150,-0.1533,164,-0.0165,67,-1.3708,179,0.13091
ENSG00000197451,HNRNPAB,49,-0.3023,48,-0.3766,58,-0.0426,71,0.25120,50,-0.2701,70,0.26399,72,0.28028,51,-0.2479,53,-0.1932,70,0.26716
ENSG00000113240,CLK4,32,-0.2800,24,-0.7496,35,-0.1239,43,0.16907,70,0.96469,40,0.05196,34,-0.1746,97,1.52337,14,-1.5193,23,-0.8307
ENSG00000176783,RUFY1,30,0.00074,30,-0.0429,46,0.64832,54,0.90839,43,0.53493,16,-1.0467,38,0.32906,40,0.42686,14,-1.1609,20,-0.6757
ENSG00000169045,HNRNPH1,66,-0.8261,90,-0.3912,69,-0.7682,237,1.18544,128,0.18378,142,0.37165,105,-0.1273,135,0.26219,66,-0.8311,107,-0.1123
ENSG00000127022,CANX,456,0.29361,210,-0.9623,545,0.57886,468,0.33365,430,0.19985,273,-0.5439,414,0.13990,315,-0.2823,376,-0.0095,476,0.39847
ENSG00000161013,MGAT4B,33,-0.2409,66,0.94731,8,-2.3023,41,0.07083,23,-0.7714,51,0.48511,27,-0.5464,83,1.22756,11,-1.8677,22,-0.9058
ENSG00000161011,SQSTM1,175,0.20142,128,-0.3073,138,-0.1718,261,0.84389,163,0.08942,201,0.46133,66,-1.2775,160,0.06005,83,-0.9487,149,-0.0515
ENSG00000161010,MRNIP,19,-0.8362,37,0.12682,20,-0.7735,28,-0.2919,69,1.12615,50,0.68522,32,-0.1138,23,-0.6235,25,-0.4524,26,-0.4258
ENSG00000197226,TBC1D9B,83,0.36762,97,0.69749,51,-0.3931,101,0.67935,72,0.14695,49,-0.4932,25,-1.4718,86,0.42124,27,-1.3445,59,-0.1883
ENSG00000113269,RNF130,76,-0.0887,80,-0.0015,205,1.54811,141,0.90123,74,-0.1116,63,-0.4064,27,-1.6167,80,0.00210,48,-0.7697,52,-0.6993
ENSG00000050748,MAPK9,79,-1.1074,136,-0.3059,57,-1.5827,83,-1.0258,147,-0.1561,169,0.06239,168,0.04771,253,0.70100,199,0.31737,261,0.84612
ENSG00000131446,MGAT1,37,0.18534,26,-0.3450,16,-1.0750,126,2.32142,31,-0.0888,40,0.33905,17,-0.9861,19,-0.8364,15,-1.1597,16,-1.1533
ENSG00000278970,HEIH,33,0.51903,19,-0.3663,28,0.24853,33,0.53318,19,-0.3173,44,1.12908,10,-1.2484,6,-1.9803,18,-0.4475,17,-0.5182
ENSG00000250222,AC008443.5,66,1.18888,50,0.80730,44,0.50388,17,-0.9576,7,-2.2586,51,0.83542,10,-1.6518,18,-0.8134,12,-1.3921,18,-0.9104
ENSG00000146063,TRIM41,35,0.05621,45,0.49205,31,-0.1386,58,0.85744,72,1.22225,20,-0.8409,16,-1.1003,31,-0.1163,35,0.05147,16,-1.2320
ENSG00000204628,RACK1,372,0.42351,370,0.46025,315,0.16044,610,1.24531,174,-0.7559,318,0.19198,138,-1.0996,186,-0.6497,153,-0.9443,186,-0.6971
ENSG00000112679,DUSP22,21,-0.6686,49,0.70235,27,-0.2869,70,1.19593,9,-1.9080,32,-0.0508,4,-3.1467,42,0.35273,17,-0.9683,39,0.27429
ENSG00000124535,WRNIP1,27,-0.9049,35,-0.5592,32,-0.6275,63,0.40648,48,-0.0125,69,0.60524,47,-0.0683,69,0.55772,62,0.38126,39,-0.3725
ENSG00000124570,SERPINB6,79,0.58159,43,-0.4114,96,0.89590,258,2.76361,23,-1.2849,39,-0.5596,12,-2.2180,21,-1.4465,8,-2.8542,25,-1.2355
ENSG00000124588,NQO2,36,-1.0727,88,0.33103,34,-1.1328,103,0.55231,90,0.33548,75,0.05228,31,-1.2816,75,0.05774,91,0.35691,79,0.14191
ENSG00000137267,TUBB2A,393,-1.1154,381,-1.2343,198,-2.1299,283,-1.6036,505,-0.7384,1075,0.48115,482,-0.8085,966,0.26361,1446,0.91981,1717,1.39388
ENSG00000137285,TUBB2B,1035,2.37300,384,0.66785,191,-0.4998,298,0.18898,177,-0.6141,231,-0.2221,121,-1.1894,43,-2.7012,105,-1.3888,114,-1.3465
ENSG00000180822,PSMG4,15,-0.8031,29,0.22276,13,-1.0101,15,-0.7596,21,-0.3121,51,1.24957,10,-1.3736,43,0.82490,11,-1.2718,22,-0.2219
ENSG00000137266,SLC22A23,23,-0.2015,21,-0.3668,41,0.67468,13,-1.0953,37,0.49113,25,-0.1086,12,-1.1532,28,0.08865,28,0.05371,36,0.52744
ENSG00000145945,FAM50B,24,0.12855,18,-0.3503,3,-3.0024,9,-1.2437,2,-3.2493,48,1.45141,20,-0.1079,27,0.34525,23,0.05722,23,0.05989
ENSG00000112739,PRPF4B,133,-0.4454,79,-1.3039,230,0.41153,368,1.18388,385,1.26028,101,-0.9253,180,0.02047,170,-0.0661,83,-1.1501,200,0.20377
ENSG00000198721,ECI2,96,1.21492,34,-0.4451,59,0.42629,73,0.76190,33,-0.4774,49,0.15043,37,-0.2843,17,-1.4791,18,-1.3588,43,-0.0812
ENSG00000153046,CDYL,53,0.36550,47,0.19697,96,1.34325,35,-0.2943,56,0.45524,14,-1.7681,43,0.04313,9,-2.3265,29,-0.5778,52,0.37605
ENSG00000214113,LYRM4,28,-0.9206,78,0.76816,23,-1.1794,35,-0.5777,35,-0.5746,55,0.15027,34,-0.6154,52,0.04697,78,0.67662,54,0.10683
ENSG00000124785,NRN1,143,-1.2559,345,0.08988,109,-1.6648,150,-1.1907,164,-1.0543,288,-0.2127,359,0.14568,481,0.61176,716,1.28004,433,0.49033
ENSG00000216863,LY86-AS1,3,-2.6483,28,0.33488,3,-2.7471,10,-1.1786,18,-0.3771,20,-0.2453,18,-0.3579,79,2.08603,19,-0.2930,26,0.20441
ENSG00000124783,SSR1,125,0.46560,64,-0.6120,119,0.39266,169,0.96110,105,0.18991,59,-0.7332,90,-0.0481,78,-0.2622,77,-0.2835,99,0.10182
ENSG00000124784,RIOK1,19,-0.7656,20,-0.8126,32,-0.0264,48,0.60821,66,1.13122,14,-1.3264,42,0.39510,45,0.53164,17,-0.9692,43,0.47792
ENSG00000239264,TXNDC5,20,-0.4338,15,-0.9262,22,-0.2809,78,1.78300,33,0.31852,26,-0.0160,16,-0.7748,20,-0.4500,18,-0.5458,28,0.09944
ENSG00000124802,EEF1E1,22,-1.2525,31,-0.7833,27,-0.9648,14,-1.9078,21,-1.2934,100,1.24825,31,-0.7336,58,0.19693,36,-0.5257,94,1.12424
ENSG00000111845,PAK1IP1,37,-0.3916,18,-1.5009,62,0.42340,35,-0.4574,78,0.78623,44,-0.1400,110,1.36145,47,-0.0079,45,-0.0745,40,-0.3001
ENSG00000111843,TMEM14C,113,0.41425,70,-0.3554,55,-0.6896,152,0.89951,38,-1.2538,113,0.45571,39,-1.2127,61,-0.5511,57,-0.6355,124,0.62641
ENSG00000137210,TMEM14B,111,0.10026,60,-0.8894,77,-0.4557,95,-0.1372,44,-1.3130,176,0.94907,103,-0.0070,89,-0.2438,90,-0.2292,135,0.45887
ENSG00000197977,ELOVL2,146,3.32679,14,-0.8447,20,-0.3033,28,0.20609,32,0.44486,12,-1.0985,3,-3.1073,1,-3.9440,14,-0.8127,9,-1.4763
ENSG00000224531,SMIM13,67,-0.6673,90,-0.2263,67,-0.6543,80,-0.3834,155,0.64832,75,-0.5179,79,-0.4137,165,0.75085,110,0.10599,143,0.57342
ENSG00000205269,TMEM170B,65,0.10020,63,0.06018,29,-1.1130,44,-0.4860,44,-0.4928,71,0.25948,67,0.14466,84,0.50545,40,-0.6441,75,0.36729
ENSG00000095951,HIVEP1,43,0.40959,20,-0.7742,33,0.00656,13,-1.3741,36,0.11748,18,-0.9948,51,0.67880,23,-0.5697,88,1.61358,33,0.01589
ENSG00000112137,PHACTR1,176,-0.1208,266,0.59416,87,-1.1855,133,-0.5532,229,0.29351,145,-0.4468,220,0.23168,253,0.44880,244,0.39353,153,-0.3599
ENSG00000145979,TBC1D7,13,-1.1146,18,-0.6849,1,-4.1825,13,-1.1559,37,0.45581,33,0.30071,10,-1.4437,41,0.62353,20,-0.5253,62,1.48275
ENSG00000145990,GFOD1,61,-1.4944,183,0.18264,56,-1.6120,179,0.13258,173,0.08006,131,-0.3773,216,0.42851,272,0.80710,190,0.22355,181,0.16633
ENSG00000124523,SIRT5,23,-0.2483,21,-0.3648,12,-1.1595,32,0.25947,45,0.83426,22,-0.3467,16,-0.7937,43,0.75437,19,-0.5379,36,0.51484
ENSG00000225921,NOL7,152,0.18992,147,0.15016,213,0.73517,61,-1.2035,115,-0.2475,144,0.11506,202,0.64878,67,-1.0489,119,-0.1846,119,-0.2095
ENSG00000010017,RANBP9,56,-0.6549,40,-1.2029,44,-0.9916,55,-0.6632,76,-0.1804,83,-0.0494,75,-0.2081,102,0.28332,166,1.06918,145,0.95191
ENSG00000050393,MCUR1,90,0.81122,79,0.66651,45,-0.2700,20,-1.4733,41,-0.4185,42,-0.4057,62,0.22864,50,-0.1299,56,0.05168,48,-0.2067
ENSG00000180537,RNF182,95,2.40913,22,-0.0810,4,-2.3599,51,1.26524,12,-1.0388,14,-0.8274,6,-2.0442,3,-3.0189,21,-0.1489,20,-0.2596
ENSG00000112149,CD83,4,-2.8692,27,-0.1587,7,-2.1054,37,0.34147,22,-0.4189,6,-2.3207,22,-0.4657,48,0.76966,46,0.71021,66,1.49665
ENSG00000008083,JARID2,29,-0.2216,31,-0.1126,23,-0.5814,42,0.35756,58,0.86463,27,-0.3644,38,0.18129,42,0.34487,50,0.61893,19,-0.8940
ENSG00000047579,DTNBP1,52,0.24772,77,0.98199,6,-2.8673,51,0.20825,37,-0.3009,68,0.73916,30,-0.6220,50,0.17053,4,-3.5998,31,-0.6092
ENSG00000007944,MYLIP,11,-1.4761,25,-0.2897,63,1.19425,48,0.73922,14,-1.1390,22,-0.4829,38,0.36166,58,1.04562,12,-1.3509,26,-0.2518
ENSG00000124788,ATXN1,151,0.29414,166,0.50127,92,-0.4760,114,-0.1367,196,0.71432,93,-0.4935,198,0.73549,79,-0.7049,164,0.42821,56,-1.2797
ENSG00000112186,CAP2,76,-1.6909,183,-0.4116,63,-1.9741,100,-1.2900,260,0.16394,263,0.19751,267,0.20297,472,1.13581,250,0.10215,333,0.62118
ENSG00000137414,FAM8A1,47,-0.2084,33,-0.8092,36,-0.6124,72,0.44994,19,-1.5658,60,0.18038,40,-0.4528,65,0.27994,70,0.40114,84,0.78229
ENSG00000124789,NUP153,22,-0.0777,19,-0.3230,2,-3.4635,14,-0.7589,27,0.21067,32,0.53603,29,0.33162,33,0.55136,27,0.21234,24,0.03588
ENSG00000137177,KIF13A,47,0.79512,22,-0.3937,65,1.35289,33,0.21293,50,0.88323,12,-1.2895,52,0.96476,27,-0.0681,6,-2.2448,10,-1.6364
ENSG00000137364,TPMT,38,-0.8414,93,0.57553,22,-1.6710,53,-0.3559,67,-0.0009,99,0.68338,71,0.09731,95,0.56003,49,-0.4640,45,-0.6377
ENSG00000124795,DEK,189,0.09490,152,-0.2637,436,1.47576,215,0.29582,266,0.64123,83,-1.2218,230,0.40229,99,-0.8928,197,0.16073,105,-0.8596
ENSG00000172201,ID4,433,2.92743,85,-0.0007,183,1.24008,86,0.01387,66,-0.3953,32,-1.5470,32,-1.4622,13,-2.7673,35,-1.3459,13,-2.8373
ENSG00000112242,E2F3,22,-0.4208,27,-0.1354,13,-1.2493,41,0.53186,56,1.03951,16,-0.9473,33,0.17795,97,2.02532,5,-2.6541,14,-1.2059
ENSG00000124766,SOX4,37,0.17335,40,0.30382,36,0.13118,77,1.37017,71,1.24168,32,-0.0415,12,-1.4493,44,0.43097,1,-4.4593,4,-3.0985
ENSG00000272168,CASC15,29,-0.7882,51,0.10333,23,-1.1284,27,-0.8680,123,1.53009,41,-0.2663,65,0.47629,43,-0.1864,79,0.77899,27,-0.9201
ENSG00000152954,NRSN1,173,-0.3260,250,0.27529,108,-1.0362,90,-1.3085,277,0.41355,125,-0.8676,346,0.77651,136,-0.6945,472,1.29872,209,-0.0298
ENSG00000124532,MRS2,30,0.04170,35,0.27713,7,-2.1734,11,-1.4603,39,0.42986,33,0.21896,18,-0.7544,30,0.04032,24,-0.3003,44,0.69943
ENSG00000112294,ALDH5A1,118,0.28234,104,0.09010,50,-1.0390,61,-0.7302,109,0.16242,117,0.29421,99,0.01262,75,-0.4175,92,-0.1047,117,0.30297
ENSG00000137261,KIAA0319,36,0.29473,21,-0.6116,4,-2.9331,8,-1.9904,32,0.06986,35,0.23836,51,0.84522,29,-0.0776,40,0.44857,41,0.52204
ENSG00000111802,TDP2,47,-0.5925,36,-1.0863,78,0.16830,54,-0.3998,84,0.29101,68,-0.0464,99,0.55213,51,-0.4720,72,0.05191,107,0.76798
ENSG00000112304,ACOT13,73,0.58104,28,-0.9404,57,0.17621,36,-0.5290,20,-1.3795,75,0.68136,39,-0.3975,43,-0.2538,37,-0.4969,74,0.67186
ENSG00000112308,C6orf62,258,0.58510,152,-0.2755,215,0.28703,255,0.56165,155,-0.2193,112,-0.7628,204,0.20447,154,-0.2316,171,-0.0710,192,0.12560
ENSG00000111913,RIPOR2,20,-1.0569,41,0.00370,8,-2.3991,39,-0.0598,50,0.32008,48,0.29670,76,1.00108,84,1.16307,14,-1.5427,30,-0.5144
ENSG00000079691,CARMIL1,111,2.24428,25,-0.2950,13,-1.2633,58,1.07275,39,0.40087,10,-1.7604,27,-0.1353,31,0.03047,7,-2.0879,17,-0.9331
ENSG00000197061,HIST1H4C,157,0.08898,123,-0.3155,197,0.44738,66,-1.2307,154,0.06058,106,-0.5564,328,1.29999,64,-1.2692,247,0.81692,128,-0.2438
ENSG00000112763,BTN2A1,16,-0.6513,12,-1.2172,26,0.05754,42,0.80475,33,0.39827,13,-1.0179,24,-0.0709,37,0.59405,30,0.29216,35,0.55694
ENSG00000182952,HMGN4,23,-0.2799,31,0.20120,12,-1.1803,37,0.44083,14,-0.9589,38,0.57361,4,-2.7318,33,0.28192,38,0.50583,29,0.08344
ENSG00000096654,ZNF184,10,-1.2126,15,-0.7507,7,-1.7911,12,-1.0322,8,-1.5692,22,-0.1506,46,1.05745,102,2.53223,5,-2.2539,23,-0.0793
ENSG00000269293,ZSCAN16-AS1,110,0.69543,87,0.34652,125,0.90265,92,0.39930,49,-0.5714,96,0.53367,18,-2.0440,23,-1.7108,37,-0.9913,52,-0.5105
ENSG00000204713,TRIM27,16,-0.9727,29,-0.0705,35,0.21912,39,0.40284,35,0.23675,28,-0.1236,36,0.25978,47,0.68064,25,-0.2958,23,-0.4223
ENSG00000204681,GABBR1,292,0.05783,301,0.11466,165,-0.8174,286,0.02865,304,0.12208,386,0.55849,266,-0.0880,328,0.24189,216,-0.4081,213,-0.4655
ENSG00000206503,HLA-A,197,0.66971,73,-0.9282,94,-0.4878,698,3.08307,66,-1.0104,147,0.21606,14,-3.2436,33,-2.0331,55,-1.2924,42,-1.7858
ENSG00000204619,PPP1R11,61,-0.1077,83,0.40118,22,-1.5978,32,-1.0961,28,-1.2739,91,0.58125,40,-0.7483,46,-0.5311,67,0.02908,104,0.81981
ENSG00000231074,HCG18,47,-1.1127,101,0.05223,104,0.09431,112,0.20322,176,0.93174,56,-0.9216,165,0.82338,101,0.03773,102,0.06223,79,-0.3751
ENSG00000241370,RPP21,33,-0.5884,39,-0.3540,37,-0.3875,53,0.15945,22,-1.1735,107,1.49918,18,-1.4873,45,-0.1041,50,0.04926,38,-0.3797
ENSG00000204592,HLA-E,91,-0.8134,49,-1.8246,138,-0.1765,1566,5.38601,21,-2.9831,27,-2.6803,3,-5.4763,12,-3.7174,10,-4.0292,9,-4.3301
ENSG00000204590,GNL1,79,-0.6615,117,-0.0673,71,-0.8117,88,-0.5065,238,1.08287,106,-0.2299,126,0.05590,133,0.14324,100,-0.3097,150,0.36846
ENSG00000204574,ABCF1,80,-0.4710,64,-0.8628,132,0.29844,118,0.11585,138,0.36826,80,-0.5187,81,-0.4576,138,0.37052,115,0.07941,165,0.72835
ENSG00000204569,PPP1R10,34,-0.1145,31,-0.2515,47,0.38134,45,0.32164,26,-0.5098,28,-0.4269,55,0.66118,67,0.96825,24,-0.6063,29,-0.4033
ENSG00000204568,MRPS18B,60,0.18545,51,-0.0737,55,0.05633,75,0.53360,7,-2.9038,85,0.82519,39,-0.4770,63,0.25758,42,-0.3810,40,-0.4585
ENSG00000137343,ATAT1,35,0.24374,14,-1.2678,23,-0.3931,36,0.28818,49,0.76516,40,0.48291,18,-0.8130,50,0.81213,34,0.19694,20,-0.6919
ENSG00000204564,C6orf136,32,-0.6485,29,-0.8622,12,-2.0671,26,-0.9712,43,-0.1870,67,0.56286,38,-0.3873,70,0.56650,54,0.14793,84,0.98123
ENSG00000196230,TUBB,182,-0.9382,238,-0.5754,163,-1.1038,304,-0.1589,172,-1.0236,388,0.24543,301,-0.1750,387,0.21864,398,0.26619,608,1.08161
ENSG00000137312,FLOT1,97,-0.8049,132,-0.3693,132,-0.3424,146,-0.1772,98,-0.7961,187,0.22059,111,-0.6056,225,0.49711,244,0.63305,223,0.53540
ENSG00000204580,DDR1,184,2.54980,28,-0.6985,108,1.51659,89,1.19450,31,-0.4729,24,-0.9427,9,-2.2080,11,-2.0198,1,-5.4572,10,-2.2913
ENSG00000204525,HLA-C,55,-0.7614,39,-1.3434,137,0.65410,787,4.58038,16,-2.5980,24,-2.0555,11,-3.0509,2,-5.0337,12,-2.9883,15,-2.7666
ENSG00000234745,HLA-B,56,-1.4655,54,-1.6167,136,-0.1412,1498,5.35711,28,-2.4844,19,-3.1118,4,-5.0379,18,-3.1180,13,-3.5265,15,-3.4406
ENSG00000198563,DDX39B,71,-0.2503,52,-0.7556,91,0.14903,209,1.52149,95,0.20939,124,0.71588,39,-1.1254,67,-0.3378,41,-1.0843,57,-0.6265
ENSG00000213760,ATP6V1G2,112,-1.4823,268,-0.1794,89,-1.8139,77,-2.0333,141,-1.1370,453,0.74777,291,-0.0335,295,-0.0147,523,0.90689,450,0.73702
ENSG00000204472,AIF1,62,0.84418,62,0.93867,79,1.25394,90,1.46404,4,-3.2602,30,-0.3244,15,-1.3574,5,-2.9212,9,-2.0447,14,-1.4818
ENSG00000204469,PRRC2A,114,0.33908,146,0.82657,80,-0.2028,123,0.46757,138,0.65332,81,-0.2158,24,-2.0035,88,-0.0591,89,-0.0451,41,-1.2816
ENSG00000204463,BAG6,80,0.05006,104,0.50377,49,-0.7029,129,0.80954,48,-0.7326,93,0.31147,39,-1.0539,85,0.15076,37,-1.1307,74,-0.0693
ENSG00000204435,CSNK2B,123,0.08239,113,-0.0562,98,-0.2774,116,-0.0107,122,0.07254,154,0.48638,73,-0.7207,130,0.16267,73,-0.7302,125,0.11480
ENSG00000204427,ABHD16A,49,0.29135,19,-1.2067,27,-0.6192,29,-0.5326,28,-0.5643,47,0.21938,29,-0.5380,59,0.56747,34,-0.2928,73,1.04326
ENSG00000213722,DDAH2,80,1.91319,22,-0.2680,27,0.10091,114,2.63936,3,-3.0992,13,-1.0454,3,-2.9243,6,-2.1121,18,-0.5231,5,-2.5087
ENSG00000204394,VARS,18,-0.5318,15,-0.8285,8,-1.7606,51,1.07659,11,-1.2852,34,0.49349,34,0.43205,27,0.04555,20,-0.4223,34,0.49053
ENSG00000204392,LSM2,24,-0.4323,40,0.41537,41,0.43853,54,0.86047,37,0.26168,29,-0.1103,9,-1.8644,15,-1.0570,27,-0.2091,31,-0.0353
ENSG00000204389,HSPA1A,38,-1.6841,48,-1.4103,104,-0.1765,792,3.71004,61,-0.9869,97,-0.3114,30,-2.0240,52,-1.2320,35,-1.8097,56,-1.1718
ENSG00000204388,HSPA1B,25,-1.7002,37,-1.1587,64,-0.2765,362,2.75122,42,-0.9136,46,-0.8368,15,-2.3733,62,-0.3286,68,-0.1870,98,0.41294
ENSG00000204387,SNHG32,95,0.31669,88,0.22123,127,0.79675,107,0.51373,50,-0.6606,92,0.30857,56,-0.4957,55,-0.5074,62,-0.3445,46,-0.8493
ENSG00000204386,NEU1,23,-0.3700,14,-1.0869,2,-3.7578,40,0.52589,23,-0.3104,40,0.55373,28,-0.0507,51,0.90326,19,-0.6373,40,0.57855
ENSG00000204371,EHMT2,70,0.03890,118,0.98497,74,0.11935,89,0.40896,162,1.40890,35,-1.0898,31,-1.1850,53,-0.4070,63,-0.1429,22,-1.8090
ENSG00000204356,NELFE,51,-0.1622,48,-0.2756,55,-0.0640,75,0.42851,44,-0.3961,63,0.16818,64,0.17736,51,-0.1718,38,-0.6255,70,0.36746
ENSG00000204314,PRRT1,36,-1.4933,124,0.40487,14,-2.8545,63,-0.6668,76,-0.3896,129,0.47308,85,-0.2205,274,1.71005,68,-0.5613,76,-0.4121
