Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000153015,CWC27,274,1.29668,125,0.01404,101,-0.3201,105,-0.2843,149,0.40519,86,-0.5575,117,-0.0954,51,-1.4220
ENSG00000113593,PPWD1,0,-5.8327,30,0.74710,13,-0.5785,16,-0.2119,24,0.56677,22,0.25814,25,0.45810,12,-0.7595
ENSG00000113595,TRIM23,11,-3.0179,40,-1.2272,116,0.42207,99,0.18439,125,0.77840,68,-0.4203,51,-0.8557,86,-0.0593
ENSG00000113597,TRAPPC13,4,-2.2074,16,-0.3801,10,-1.1090,25,0.37770,24,0.34211,13,-0.6685,23,0.19104,26,0.43011
ENSG00000197860,SGTB,84,-0.3867,71,-0.6445,46,-1.2736,131,0.33844,126,0.34664,161,0.63757,94,-0.2016,88,-0.3371
ENSG00000123213,NLN,23,-0.6830,10,-1.9151,36,0.03059,44,0.37685,46,0.57046,28,-0.3822,53,0.61885,20,-0.9057
ENSG00000112851,ERBIN,163,-0.1000,536,1.89241,421,1.44837,100,-0.9040,101,-1.0337,209,0.28872,159,-0.1435,87,-1.1273
ENSG00000153914,SREK1,994,1.98715,640,1.19180,215,-0.5533,418,0.53706,196,-0.8661,202,-0.6469,85,-1.9313,122,-1.4768
ENSG00000069020,MAST4,162,0.49730,22,-2.5156,43,-1.5070,148,0.39221,154,0.58791,78,-0.6276,133,0.18798,93,-0.4029
ENSG00000145675,PIK3R1,144,-1.6608,166,-1.4499,265,-0.7539,542,0.38887,750,1.35673,261,-0.7803,209,-1.1110,252,-0.8855
ENSG00000145740,SLC30A5,27,0.07850,21,-0.2664,42,0.80576,31,0.33491,22,-0.2958,27,0.09489,19,-0.3918,22,-0.2404
ENSG00000134056,MRPS36,1,-4.9053,12,-1.5664,5,-2.6289,22,-0.6563,45,0.67963,26,-0.3925,80,1.43600,42,0.40106
ENSG00000085231,AK6,19,-0.6236,13,-1.1925,27,-0.0794,29,0.03505,30,0.07442,8,-1.8821,39,0.50016,44,0.77292
ENSG00000273841,TAF9,12,-2.0495,14,-1.8144,25,-1.0176,69,0.60369,59,0.41308,23,-1.1560,32,-0.6440,78,0.81743
ENSG00000152942,RAD17,39,0.75799,12,-1.0281,25,0.08431,22,-0.1278,27,0.22154,20,-0.2568,30,0.31473,18,-0.5140
ENSG00000145736,GTF2H2,36,0.97930,52,1.60499,5,-2.0307,24,0.32134,13,-0.8081,17,-0.2322,23,0.25088,12,-0.8323
ENSG00000145734,BDP1,1235,1.31908,943,0.85996,310,-0.8835,805,0.67048,591,0.14676,285,-1.0079,205,-1.4969,109,-2.5264
ENSG00000131844,MCCC2,0,-5.4292,4,-1.8274,4,-1.8593,14,-0.0504,14,0.01417,6,-1.1229,44,1.90860,20,0.61976
ENSG00000164326,CARTPT,32,-2.2661,0,-8.4680,0,-9.8965,15,-3.4762,412,3.93466,4,-5.1000,83,-0.8567,45,-1.8370
ENSG00000131711,MAP1B,6231,-0.3189,6680,-0.2116,7737,0.01672,15163,1.26952,6960,-0.1942,6247,-0.3151,1529,-2.4167,6459,-0.2853
ENSG00000113048,MRPS27,28,-0.0585,23,-0.3424,17,-0.8045,34,0.30184,25,-0.2766,24,-0.2578,19,-0.6053,47,0.87529
ENSG00000083312,TNPO1,124,0.63363,87,0.07700,107,0.40381,104,0.39519,64,-0.5177,42,-1.0203,106,0.38213,75,-0.1821
ENSG00000157107,FCHO2,80,1.30045,33,-0.1199,34,-0.0889,35,-0.0491,38,0.12408,36,0.01042,28,-0.3521,16,-1.2432
ENSG00000145741,BTF3,130,0.10969,73,-0.7890,138,0.19715,51,-1.4043,139,0.28578,128,0.07440,197,0.77177,129,0.10308
ENSG00000164331,ANKRA2,8,-1.0595,21,0.40137,42,1.51113,15,-0.1306,9,-1.0933,14,-0.2329,20,0.32600,21,0.41257
ENSG00000171617,ENC1,132,-3.0620,42,-4.6966,336,-1.6897,982,-0.0769,2122,1.97165,380,-1.5083,521,-1.0383,746,-0.5306
ENSG00000049860,HEXB,43,0.75981,2,-3.8385,14,-0.9468,30,0.20107,28,0.10008,16,-0.8085,33,0.34979,33,0.38759
ENSG00000164347,GFM2,0,-5.5290,15,-0.0231,11,-0.4412,16,0.12135,18,0.40469,10,-0.6505,11,-0.4353,22,0.63834
ENSG00000164346,NSA2,268,0.54929,173,-0.1393,146,-0.4021,111,-0.8700,286,0.96430,81,-1.2873,199,0.08073,114,-0.8308
ENSG00000198780,FAM169A,0,-7.0513,51,-0.8044,59,-0.5711,109,0.40862,128,0.92810,47,-0.9159,58,-0.6086,86,0.00149
ENSG00000113161,HMGCR,12,-2.4953,30,-1.2101,66,-0.0356,102,0.73676,73,0.16497,58,-0.2229,46,-0.5945,84,0.38092
ENSG00000113163,CERT1,90,-0.2437,66,-0.7230,45,-1.3030,121,0.22734,149,0.77734,67,-0.7085,88,-0.2777,91,-0.2476
ENSG00000122008,POLK,122,1.14716,77,0.39363,105,0.89685,58,-0.0547,53,-0.2479,29,-1.1204,69,0.22152,25,-1.4009
ENSG00000164252,AGGF1,145,0.33585,133,0.19873,112,-0.0709,120,0.03940,157,0.65978,75,-0.6822,93,-0.3571,48,-1.4196
ENSG00000113231,PDE8B,13,-3.5316,21,-2.8893,190,0.37685,107,-0.5546,253,1.29359,156,0.06701,176,0.26019,79,-1.0353
ENSG00000164253,WDR41,18,-0.2138,10,-1.0857,49,1.37244,33,0.77085,12,-0.9902,11,-0.9976,32,0.65287,19,-0.1331
ENSG00000171530,TBCA,368,0.43012,326,0.23809,185,-0.6368,203,-0.5335,362,0.57309,227,-0.3229,294,0.07618,193,-0.6189
ENSG00000132842,AP3B1,181,1.85618,172,1.76743,25,-1.3215,41,-0.6195,40,-0.7603,68,0.21659,54,-0.1582,17,-1.9985
ENSG00000085365,SCAMP1,168,0.09680,84,-0.9673,170,0.11612,205,0.45390,155,-0.0350,140,-0.1904,91,-0.8419,185,0.27232
ENSG00000152409,JMY,40,-0.8282,53,-0.4018,65,-0.0941,80,0.23401,77,0.22673,65,-0.1031,91,0.41938,60,-0.2470
ENSG00000152413,HOMER1,64,-1.9294,27,-3.1833,90,-1.4238,311,0.52907,421,1.53227,82,-1.5583,114,-1.0693,154,-0.6573
ENSG00000164329,TENT2,0,-5.6320,11,-0.6008,23,0.54069,16,-0.0401,23,0.74278,16,-0.0202,23,0.57261,8,-1.1621
ENSG00000164309,CMYA5,25,-1.1632,31,-0.8286,35,-0.6150,105,1.26078,48,-0.1922,32,-0.7773,116,1.26452,24,-1.2500
ENSG00000177034,MTX3,15,-1.2824,35,-0.0848,31,-0.2640,32,-0.2143,55,0.93972,15,-1.3179,41,0.17564,27,-0.4832
ENSG00000164300,SERINC5,12,-1.4586,116,2.11329,111,2.02922,15,-1.2903,14,-1.5153,25,-0.4465,43,0.39393,20,-0.8489
ENSG00000039319,ZFYVE16,90,-0.3519,227,1.13380,473,2.51521,109,-0.0502,61,-1.1508,46,-1.3416,85,-0.4387,40,-1.6282
ENSG00000249042,AC008771.1,9,-1.8660,9,-1.7784,13,-1.2666,28,-0.1621,52,1.23610,18,-0.8343,27,-0.1960,32,0.03195
ENSG00000228716,DHFR,15,-1.2081,68,1.13597,23,-0.5477,27,-0.3426,35,0.06199,32,-0.0572,52,0.69314,26,-0.3979
ENSG00000113318,MSH3,169,1.42738,94,0.44693,80,0.19004,55,-0.4113,73,0.07444,49,-0.5722,72,0.03959,26,-1.5874
ENSG00000113319,RASGRF2,16,-2.2856,28,-1.4981,27,-1.5386,26,-1.6556,186,2.86189,12,-2.6440,65,-0.2120,13,-2.6485
ENSG00000131732,ZCCHC9,26,0.13234,39,0.77096,20,-0.2678,34,0.59712,27,0.23648,13,-0.9103,22,-0.1074,8,-1.6868
ENSG00000145687,SSBP2,58,0.19437,33,-0.6603,27,-0.9941,66,0.42350,50,-0.0447,39,-0.4175,58,0.18203,60,0.27605
ENSG00000152348,ATG10,27,0.64169,18,0.00283,31,0.84447,20,0.18210,16,-0.1831,6,-1.4972,22,0.29279,12,-0.6461
ENSG00000186468,RPS23,64,-3.1634,689,0.38714,336,-0.7260,180,-1.7456,517,-0.0871,772,0.57042,927,0.86995,897,0.91913
ENSG00000205464,ATP6AP1L,21,0.36242,38,1.34516,1,-3.6232,25,0.71794,13,-0.4700,4,-2.1472,27,0.80114,11,-0.6567
ENSG00000174695,TMEM167A,89,0.27315,75,-0.0005,133,0.92184,55,-0.5142,67,-0.2203,38,-1.0183,97,0.41115,81,0.14007
ENSG00000038427,VCAN,194,0.91613,419,2.31446,283,1.56801,50,-1.2668,35,-1.9934,62,-0.8777,145,0.43653,41,-1.5740
ENSG00000164176,EDIL3,233,0.18951,558,1.64832,821,2.39570,99,-1.1935,94,-1.4496,100,-1.1020,78,-1.4730,163,-0.3994
ENSG00000127184,COX7C,90,-2.4510,211,-1.1949,257,-0.8974,192,-1.4109,518,0.24037,512,0.15730,783,0.84323,854,1.12314
ENSG00000145715,RASA1,11,-1.7465,9,-2.0924,56,0.65827,58,0.77898,49,0.61871,17,-1.1690,28,-0.4316,25,-0.6626
ENSG00000134480,CCNH,2,-3.8485,17,-1.0342,66,1.10407,28,-0.2821,45,0.69907,14,-1.3208,46,0.52570,24,-0.4897
ENSG00000164180,TMEM161B,25,0.18470,27,0.30752,16,-0.5040,22,-0.0010,29,0.58861,15,-0.5461,28,0.39938,8,-1.5859
ENSG00000247828,TMEM161B-AS1,100,-0.6228,118,-0.3681,147,-0.0251,247,0.89533,153,0.04114,82,-0.9277,212,0.55242,92,-0.7936
ENSG00000245526,LINC00461,2,-5.0987,102,0.37629,19,-2.1530,91,0.21290,86,0.13159,105,0.41153,183,1.33649,56,-0.6103
ENSG00000081189,MEF2C,344,-1.0212,60,-3.5729,215,-1.7187,874,0.46310,1143,1.30941,388,-0.8394,300,-1.2253,547,-0.3420
ENSG00000153140,CETN3,98,0.79688,86,0.59653,72,0.30278,63,0.10185,37,-0.8828,42,-0.5196,114,1.06127,41,-0.5885
ENSG00000176055,MBLAC2,21,0.09785,8,-1.3661,32,0.72241,23,0.22869,26,0.55379,4,-2.2302,10,-1.0759,18,-0.1595
ENSG00000113356,POLR3G,8,-1.0925,47,1.63182,26,0.63735,22,0.39890,12,-0.6731,26,0.66860,19,0.15712,3,-2.6027
ENSG00000164199,ADGRV1,18,-2.0643,63,-0.2217,38,-0.9803,106,0.66147,12,-3.0439,46,-0.7100,399,3.12405,61,-0.2896
ENSG00000113369,ARRDC3,25,-0.4987,71,1.13266,63,0.91323,26,-0.4977,26,-0.6186,50,0.54638,27,-0.4108,34,-0.0644
ENSG00000237187,NR2F1-AS1,60,-0.4138,31,-1.4097,85,0.14043,103,0.49126,94,0.39533,55,-0.5367,61,-0.3863,71,-0.1610
ENSG00000175745,NR2F1,370,0.55883,219,-0.2689,213,-0.3109,209,-0.3697,299,0.29759,271,0.06418,316,0.30608,191,-0.5153
ENSG00000113391,FAM172A,40,-0.5566,63,0.13067,84,0.58388,61,0.06407,76,0.59428,41,-0.5295,53,-0.1398,25,-1.3734
ENSG00000133302,SLF1,50,-0.3067,21,-1.6044,88,0.56805,107,1.01606,83,0.67002,13,-2.2810,31,-1.0391,24,-1.4762
ENSG00000175471,MCTP1,75,0.04473,22,-1.7636,106,0.58030,70,-0.0824,102,0.76275,51,-0.5646,35,-1.1107,57,-0.4267
ENSG00000198677,TTC37,86,-0.0136,64,-0.4635,76,-0.1897,116,0.51414,110,0.52226,38,-1.2486,69,-0.3497,60,-0.5917
ENSG00000164292,RHOBTB3,89,-1.4204,478,1.20321,258,0.19452,144,-0.7564,122,-1.1747,306,0.46265,671,1.80770,195,-0.2673
ENSG00000173221,GLRX,7,-1.5516,4,-2.3648,0,-7.0329,27,0.54014,22,0.26098,8,-1.4059,13,-0.6038,41,1.35019
ENSG00000118985,ELL2,159,1.13485,105,0.46245,187,1.42155,69,-0.2208,69,-0.2745,32,-1.3449,21,-1.9355,53,-0.6616
ENSG00000175426,PCSK1,9,-2.7079,2,-4.5163,17,-1.8577,108,1.06155,59,-0.0373,46,-0.4036,13,-2.2196,121,1.28593
ENSG00000153113,CAST,579,2.16298,219,0.46221,114,-0.5563,148,-0.1669,133,-0.4123,82,-1.0438,115,-0.5385,94,-0.9000
ENSG00000113441,LNPEP,171,0.67664,106,-0.0908,145,0.41162,148,0.48621,90,-0.4258,88,-0.3724,60,-0.9371,114,0.02731
ENSG00000145721,LIX1,2,-3.8303,123,2.67442,30,0.18115,11,-1.3859,4,-3.0675,23,-0.2245,107,2.37325,13,-1.1224
ENSG00000174136,RGMB,11,-1.7617,8,-2.1803,11,-1.7558,52,0.69139,40,0.29740,20,-0.8379,52,0.62803,44,0.41416
ENSG00000153922,CHD1,372,2.33857,150,0.70749,91,-0.0940,106,0.16520,72,-0.5561,37,-1.4319,45,-1.1651,27,-1.9809
ENSG00000174132,FAM174A,29,-0.5595,20,-1.1379,9,-2.3099,56,0.47927,58,0.70068,29,-0.5668,26,-0.7116,47,0.17370
ENSG00000145730,PAM,194,1.02850,10,-3.4186,42,-1.3558,114,0.18289,115,0.25689,66,-0.6641,54,-0.9752,138,0.52064
ENSG00000145725,PPIP5K2,42,-0.2834,43,-0.2410,12,-2.1506,91,1.06678,61,0.39033,17,-1.6192,42,-0.2815,38,-0.4544
ENSG00000181751,C5orf30,5,-3.0201,28,-0.5877,63,0.67774,51,0.36613,47,0.30043,33,-0.3457,34,-0.3169,41,-0.0222
ENSG00000112874,NUDT12,26,0.43447,10,-0.9526,30,0.65803,8,-1.4126,19,-0.0418,17,-0.2395,33,0.80714,23,0.29729
ENSG00000184349,EFNA5,41,-0.4561,9,-2.5950,22,-1.3396,93,0.94848,55,-0.0080,42,-0.3965,35,-0.6684,79,0.64727
ENSG00000145743,FBXL17,45,-1.4793,56,-1.1486,152,0.37113,138,0.23713,146,0.42929,116,-0.0455,87,-0.4877,121,0.02120
ENSG00000151422,FER,144,1.32515,80,0.36117,59,-0.1267,58,-0.1618,60,-0.1424,43,-0.5932,87,0.48588,31,-1.1453
ENSG00000198961,PJA2,215,-1.2599,184,-1.4915,354,-0.5126,524,0.10394,708,0.82768,272,-0.9119,373,-0.4336,569,0.24672
ENSG00000112893,MAN2A1,25,-0.6831,118,1.81212,164,2.46557,28,-0.5801,13,-1.9227,19,-1.0772,21,-0.9429,30,-0.4680
ENSG00000164209,SLC25A46,22,-2.0080,52,-0.7480,77,-0.1286,114,0.52654,84,-0.0077,70,-0.2811,51,-0.7509,129,0.76586
ENSG00000134987,WDR36,26,0.34063,7,-1.6206,25,0.30807,24,0.23316,20,-0.0839,25,0.25185,22,0.06625,19,-0.1285
ENSG00000152495,CAMK4,4,-4.7420,12,-3.3819,32,-2.0049,64,-1.0518,288,2.54356,23,-2.4609,86,-0.5416,77,-0.7527
ENSG00000164211,STARD4,15,-0.6827,8,-1.5370,22,-0.1366,26,0.12932,26,0.11321,17,-0.5610,23,-0.1057,38,0.76780
ENSG00000134986,NREP,32,-1.7129,32,-1.7371,41,-1.3782,113,0.18923,94,-0.1509,126,0.33751,74,-0.4803,205,1.30887
ENSG00000224032,EPB41L4A-AS1,7,-2.5018,31,-0.2588,32,-0.2146,28,-0.4800,46,0.47516,30,-0.3416,32,-0.2402,55,0.70458
ENSG00000134982,APC,65,-3.0261,318,-0.6739,440,-0.1803,399,-0.3558,550,0.22942,666,0.47292,1000,1.14645,466,-0.0963
ENSG00000153037,SRP19,96,0.06385,162,0.90076,117,0.37278,67,-0.5383,108,0.34988,72,-0.3719,88,-0.0669,48,-1.0488
ENSG00000129625,REEP5,91,-1.6787,105,-1.4620,323,0.24490,269,-0.0451,350,0.52446,139,-1.0518,180,-0.6597,408,0.69047
ENSG00000172795,DCP2,39,-0.1014,28,-0.6259,33,-0.3653,54,0.44641,44,0.13098,38,-0.1286,28,-0.5809,45,0.13487
ENSG00000171444,MCC,13,-0.4388,8,-1.1058,14,-0.3436,20,0.20012,9,-1.2485,15,-0.2974,79,2.57245,14,-0.4436
ENSG00000047188,YTHDC2,60,0.88032,33,-0.0550,10,-1.7772,48,0.55830,39,0.27232,24,-0.5567,28,-0.3444,21,-0.8208
ENSG00000080709,KCNN2,11,-0.6198,10,-0.7277,0,-6.7969,22,0.51560,29,1.33289,1,-3.3450,22,0.43362,6,-1.6134
ENSG00000152503,TRIM36,52,0.24639,6,-2.9471,52,0.24166,76,0.96360,43,-0.0396,36,-0.3280,19,-1.2416,43,-0.0461
ENSG00000164219,PGGT1B,27,-0.3364,23,-0.6290,37,0.11432,29,-0.2895,45,0.59845,41,0.28224,40,0.24134,20,-0.8646
ENSG00000164221,CCDC112,65,-0.0827,119,0.88616,84,0.31435,83,0.32298,80,0.33812,28,-1.3469,46,-0.6028,31,-1.2517
ENSG00000145780,FEM1C,11,-1.7575,13,-1.5725,49,0.42522,24,-0.7071,54,0.84297,12,-1.7159,57,0.67025,39,0.09308
ENSG00000134970,TMED7,34,-1.1852,87,0.25791,139,1.01526,74,0.00422,64,-0.2972,50,-0.6004,110,0.62284,69,-0.1097
ENSG00000129596,CDO1,0,-6.3550,16,-0.7590,8,-1.7228,22,-0.3104,30,0.24499,16,-0.7349,47,0.89560,48,1.04388
ENSG00000145782,ATG12,114,0.86891,66,0.00342,51,-0.4082,74,0.18555,67,0.03836,53,-0.3374,68,0.04675,45,-0.6186
ENSG00000177879,AP3S1,29,-1.4903,26,-1.6195,101,0.40771,86,0.17411,73,-0.1289,46,-0.8049,52,-0.6160,146,1.16026
ENSG00000145781,COMMD10,8,-0.9195,7,-1.1118,23,0.64510,28,1.04580,13,-0.4030,12,-0.3742,12,-0.3594,16,0.06169
ENSG00000092421,SEMA6A,0,-6.8917,124,1.93156,107,1.65635,22,-0.9467,25,-0.8763,26,-0.6167,63,0.75358,24,-0.8058
ENSG00000172869,DMXL1,73,0.92174,38,-0.1224,56,0.49165,44,0.11686,39,-0.0981,14,-1.6293,47,0.22040,30,-0.4866
ENSG00000133835,HSD17B4,55,-0.4037,44,-0.7580,145,1.12765,54,-0.4708,80,0.20647,44,-0.7448,74,0.04744,74,0.04687
ENSG00000151304,SRFBP1,30,0.22667,26,0.04915,7,-1.7940,27,0.05539,35,0.66950,29,0.18234,27,0.05865,11,-1.2946
ENSG00000205302,SNX2,116,1.12670,28,-1.0955,89,0.68856,60,0.06459,62,0.14798,24,-1.3128,51,-0.1886,37,-0.7137
ENSG00000064652,SNX24,8,-1.8104,29,0.07586,18,-0.6634,39,0.59415,22,-0.4097,37,0.45065,29,0.07699,35,0.43205
ENSG00000168944,CEP120,44,0.76219,16,-0.7714,38,0.51134,32,0.24472,31,0.22980,20,-0.4650,14,-0.9783,19,-0.6157
ENSG00000151292,CSNK1G3,23,-1.2986,29,-0.9447,29,-0.9413,60,0.16954,77,0.78211,48,-0.2017,67,0.30986,43,-0.4153
ENSG00000168916,ZNF608,41,0.03638,122,1.84496,22,-0.9120,10,-2.0919,57,0.78250,25,-0.7427,49,0.30575,8,-2.3924
ENSG00000155324,GRAMD2B,17,-2.5175,176,1.01514,151,0.76423,61,-0.7128,38,-1.6427,55,-0.8104,347,2.24499,100,0.11528
ENSG00000164904,ALDH7A1,30,-1.9649,289,1.54695,173,0.67067,42,-1.5773,76,-0.7700,124,0.14266,254,1.31832,107,-0.0923
ENSG00000164902,PHAX,59,-1.2280,137,0.04492,89,-0.6265,128,-0.0653,193,0.84365,95,-0.5233,131,-0.0281,98,-0.5106
ENSG00000164241,C5orf63,41,-1.7070,318,1.51099,95,-0.4392,226,1.04456,42,-1.9489,423,2.04229,58,-1.1934,48,-1.5460
ENSG00000145794,MEGF10,0,-6.6408,57,0.86062,73,1.29490,16,-1.1080,3,-3.7342,17,-0.9653,128,2.33366,54,0.88317
ENSG00000205279,CTXN3,7,-1.9814,1,-4.6213,0,-7.5655,12,-1.3397,73,3.03698,1,-4.7394,19,-0.5739,12,-1.3280
ENSG00000245937,LINC01184,28,-0.3502,46,0.42088,18,-1.0120,38,0.12954,44,0.46615,24,-0.5795,40,0.18015,26,-0.5103
ENSG00000064651,SLC12A2,49,-1.3165,333,1.74798,493,2.51859,67,-0.8995,83,-0.6692,43,-1.5204,34,-1.8702,51,-1.3175
ENSG00000169567,HINT1,101,-1.3448,115,-1.1500,245,-0.0071,207,-0.2860,273,0.22163,193,-0.3729,247,0.01050,394,0.84708
ENSG00000186687,LYRM7,75,-0.6180,139,0.34371,85,-0.4257,127,0.22473,127,0.26647,131,0.24516,109,-0.0405,77,-0.6166
ENSG00000158985,CDC42SE2,37,-2.2053,111,-0.5883,212,0.42041,180,0.17473,165,0.02917,159,-0.0350,82,-1.0428,246,0.74060
ENSG00000158987,RAPGEF6,24,-0.6178,54,0.65531,74,1.16534,45,0.40323,34,-0.1226,32,-0.1577,19,-0.9306,18,-1.0663
ENSG00000217128,FNIP1,12,-1.7051,37,0.00140,101,1.65644,38,0.06188,36,-0.0605,15,-1.3718,45,0.30124,26,-0.5957
ENSG00000164398,ACSL6,29,-2.6436,38,-2.2871,56,-1.7182,242,0.56944,158,-0.2046,110,-0.7051,456,1.58837,234,0.50882
ENSG00000113522,RAD50,485,0.78999,387,0.42233,217,-0.4795,282,-0.0841,382,0.56265,121,-1.3579,220,-0.4558,165,-0.9551
ENSG00000131437,KIF3A,397,-0.8806,619,-0.2035,612,-0.2199,1193,0.95102,877,0.47762,432,-0.7538,306,-1.2720,457,-0.7164
ENSG00000164402,SEPTIN8,125,-1.0766,306,0.29562,353,0.52282,210,-0.3211,288,0.27421,168,-0.6377,280,0.15291,247,-0.0430
ENSG00000198944,SOWAHA,66,-0.6816,49,-1.1215,32,-1.7421,21,-2.4749,187,1.48756,95,-0.1317,213,1.17282,50,-1.1841
ENSG00000164403,SHROOM1,38,0.67962,69,1.69402,69,1.69998,13,-0.9976,12,-1.3472,11,-1.1718,24,-0.0580,18,-0.4865
ENSG00000164405,UQCRQ,88,-1.4603,116,-1.0589,107,-1.1823,135,-0.8896,262,0.25803,209,-0.1624,391,0.83794,394,0.96070
ENSG00000072364,AFF4,226,0.69343,161,0.15013,153,0.06284,139,-0.0833,170,0.32610,75,-1.0248,177,0.29556,76,-1.0620
ENSG00000155329,ZCCHC10,79,1.16066,27,-0.5326,19,-1.0450,20,-1.0683,54,0.80180,17,-1.1905,40,0.07039,29,-0.4474
ENSG00000170606,HSPA4,91,-0.2658,66,-0.7388,111,0.05378,73,-0.6360,168,1.04533,70,-0.6681,70,-0.6573,87,-0.3501
ENSG00000053108,FSTL4,0,-5.5445,0,-5.7858,9,-0.7542,35,1.56853,13,-0.2705,15,-0.0449,1,-3.2811,25,0.84982
ENSG00000113583,C5orf15,37,0.64559,18,-0.4226,65,1.60621,23,-0.0650,19,-0.4408,3,-3.1026,23,-0.0508,23,-0.1006
ENSG00000213585,VDAC1,10,-3.6949,34,-1.9829,102,-0.3617,140,0.13121,180,0.75078,72,-0.8914,132,0.03219,165,0.42862
ENSG00000113558,SKP1,312,-0.5249,296,-0.6026,459,0.07213,436,-0.0081,459,0.09788,286,-0.6570,488,0.17008,573,0.47133
ENSG00000113575,PPP2CA,87,-1.5209,120,-1.0431,231,-0.0428,332,0.59288,256,0.15886,137,-0.8348,149,-0.7077,336,0.61700
ENSG00000006837,CDKL3,0,-6.2592,59,1.38976,3,-3.0439,20,-0.3819,32,0.51063,24,-0.0648,44,0.89324,15,-0.8484
ENSG00000119048,UBE2B,130,-0.0871,68,-1.0581,101,-0.4754,169,0.36133,163,0.37466,71,-0.9902,120,-0.1994,151,0.16552
ENSG00000237190,CDKN2AIPNL,13,-1.2706,12,-1.4633,26,-0.2577,28,-0.1594,35,0.21679,32,0.00730,20,-0.6599,54,0.98135
ENSG00000043143,JADE2,30,-0.7689,52,0.04361,75,0.64379,67,0.49687,52,0.08511,36,-0.4971,27,-0.9422,45,-0.1936
ENSG00000152700,SAR1B,40,-0.7129,111,0.87125,90,0.52653,49,-0.4682,66,0.05633,39,-0.7595,71,0.14165,62,-0.0562
ENSG00000164615,CAMLG,85,-0.4850,38,-1.6759,87,-0.4485,135,0.26451,146,0.51076,88,-0.4199,115,-0.0138,120,0.05613
ENSG00000145833,DDX46,285,0.85491,392,1.40162,153,-0.1323,196,0.28051,139,-0.3660,96,-0.8414,89,-0.9649,103,-0.7886
ENSG00000181904,C5orf24,116,0.39366,61,-0.6138,79,-0.2161,82,-0.1746,124,0.71652,50,-0.8954,81,-0.1712,65,-0.5546
ENSG00000113621,TXNDC15,25,-0.7743,24,-0.8558,89,1.20946,34,-0.3774,42,-0.0268,22,-0.9709,43,0.01788,56,0.48493
ENSG00000113648,H2AFY,48,-0.9523,47,-0.9836,108,0.28427,128,0.61080,113,0.48736,61,-0.5880,79,-0.2122,62,-0.6273
ENSG00000145824,CXCL14,95,-1.3037,3,-6.2515,3,-6.1719,83,-1.5827,302,0.65887,192,-0.2451,1035,2.71204,112,-1.1312
ENSG00000113658,SMAD5,128,1.22815,58,-0.0392,49,-0.2959,56,-0.1254,55,-0.1895,71,0.26365,60,0.01277,41,-0.6123
ENSG00000152377,SPOCK1,65,-2.1774,263,-0.0774,601,1.27137,401,0.65983,106,-1.7325,413,0.64072,112,-1.3614,456,0.90298
ENSG00000146021,KLHL3,31,-0.0723,20,-0.7193,8,-2.0454,67,1.31478,36,0.16784,27,-0.2931,10,-1.7246,27,-0.3363
ENSG00000177733,HNRNPA0,188,0.92224,39,-1.4888,104,-0.0311,107,0.00926,104,-0.0316,58,-0.9230,85,-0.3415,136,0.44000
ENSG00000031003,FAM13B,157,1.41382,45,-0.5744,23,-1.5549,81,0.35397,73,0.21957,38,-0.8513,39,-0.8076,51,-0.4349
ENSG00000112981,NME5,7,-1.2788,1,-3.7849,5,-1.7331,27,0.71353,22,0.41368,12,-0.5358,18,-0.0169,24,0.49825
ENSG00000112983,BRD8,95,0.51509,93,0.47217,98,0.55341,64,-0.1207,73,0.12180,46,-0.6028,54,-0.3805,44,-0.7170
ENSG00000094880,CDC23,20,0.16206,18,-0.0685,3,-2.4216,23,0.34980,18,-0.0798,9,-0.9889,26,0.55534,23,0.38840
ENSG00000120709,FAM53C,30,-0.8966,34,-0.7378,98,0.93130,88,0.84238,37,-0.7707,57,0.05088,37,-0.5929,67,0.34968
ENSG00000120733,KDM3B,107,0.88706,50,-0.3232,98,0.73387,49,-0.3867,63,0.02931,39,-0.7102,85,0.50456,37,-0.8097
ENSG00000132563,REEP2,16,-2.4803,60,-0.5804,83,-0.0769,159,1.09065,67,-0.5388,132,0.65508,60,-0.5912,101,0.24697
ENSG00000120738,EGR1,167,0.91366,2,-5.6531,72,-0.4138,138,0.67009,109,0.31278,53,-0.8766,23,-2.0856,99,0.07827
ENSG00000120705,ETF1,61,0.21123,26,-1.1117,88,0.78724,55,0.04942,60,0.25094,32,-0.7942,42,-0.3832,48,-0.1719
ENSG00000113013,HSPA9,133,-0.8640,182,-0.3866,245,0.07056,246,0.09038,261,0.23480,127,-0.9297,280,0.28201,268,0.23569
ENSG00000044115,CTNNA1,130,0.37299,161,0.71208,322,1.92274,62,-0.8145,50,-1.3298,81,-0.3693,145,0.54502,86,-0.2902
ENSG00000146006,LRRTM2,5,-3.3903,20,-1.3964,61,0.27023,47,-0.1546,91,1.41214,24,-1.1179,31,-0.7812,35,-0.6380
ENSG00000120725,SIL1,43,0.70457,39,0.52447,34,0.31420,34,0.36225,24,-0.2408,18,-0.6113,23,-0.2549,18,-0.7143
