Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000160145,KALRN,91,-1.2594,213,0.06234,239,0.28053,230,0.23465,232,0.19508,139,-0.6149
ENSG00000114491,UMPS,6,-0.4572,7,-0.1293,5,-0.7046,8,-0.0755,15,1.02552,11,0.45935
ENSG00000082781,ITGB5,55,2.28584,13,-0.3451,10,-0.6497,6,-1.6308,15,-0.0455,20,0.40087
ENSG00000173706,HEG1,63,3.40738,6,-1.0784,5,-1.3523,4,-1.7720,6,-0.8588,11,-0.0872
ENSG00000221955,SLC12A8,4,-1.3868,21,1.51951,8,-0.4349,8,-0.5165,9,-0.0669,6,-0.8187
ENSG00000163848,ZNF148,108,0.50174,79,0.00254,76,-0.0650,76,-0.0912,81,0.02800,65,-0.3100
ENSG00000114520,SNX4,45,-0.0459,41,-0.2270,58,0.41209,44,-0.1105,43,-0.1244,47,0.00883
ENSG00000144909,OSBPL11,30,1.32368,13,-0.0683,10,-0.5993,10,-0.5093,19,0.49519,11,-0.3262
ENSG00000114544,SLC41A3,68,-0.1854,72,-0.1159,60,-0.4221,93,0.40640,84,0.14926,73,-0.0930
ENSG00000144908,ALDH1L1,89,2.23130,27,0.09978,16,-0.7490,8,-1.9914,32,0.34345,24,-0.0735
ENSG00000159685,CHCHD6,34,-1.2798,98,0.43797,85,0.18257,84,0.16195,62,-0.3568,60,-0.3871
ENSG00000114554,PLXNA1,17,-1.2881,44,0.25796,47,0.36955,38,-0.0303,42,0.11840,30,-0.3739
ENSG00000163870,TPRA1,17,-0.1340,24,0.42618,17,-0.2042,11,-0.9060,28,0.61608,28,0.62915
ENSG00000114631,PODXL2,45,-1.0875,67,-0.5125,83,-0.1600,94,0.06922,120,0.45708,160,0.94135
ENSG00000114626,ABTB1,25,-1.3194,54,-0.1811,73,0.35313,59,-0.0288,71,0.26099,73,0.31386
ENSG00000074416,MGLL,201,0.44630,107,-0.6220,140,-0.1532,133,-0.2754,206,0.48648,228,0.65648
ENSG00000058262,SEC61A1,64,0.73310,36,-0.2345,36,-0.1902,33,-0.4071,41,0.01301,59,0.59894
ENSG00000175792,RUVBL1,27,0.44064,19,-0.0885,20,-0.0244,20,-0.0607,19,-0.1325,20,-0.0317
ENSG00000132394,EEFSEC,11,0.30854,8,-0.2988,11,0.28504,7,-0.5007,9,-0.0036,13,0.60309
ENSG00000163902,RPN1,54,-0.0549,33,-0.8831,37,-0.6970,72,0.52882,73,0.42930,78,0.52914
ENSG00000075785,RAB7A,147,-0.3241,154,-0.2850,181,0.00562,211,0.33009,182,0.00961,175,-0.0505
ENSG00000177646,ACAD9,10,-1.4971,25,-0.1304,26,-0.0178,32,0.39611,33,0.31862,26,-0.0675
ENSG00000240682,ISY1,34,0.90540,10,-1.0540,17,-0.2734,24,0.41401,26,0.45822,10,-0.9898
ENSG00000273437,AC108673.3,13,0.02453,17,0.42835,10,-0.4334,14,0.08396,8,-0.7540,15,0.24490
ENSG00000169714,CNBP,302,0.51626,229,0.07549,207,-0.1086,219,-0.0056,142,-0.6824,225,0.03507
ENSG00000181789,COPG1,31,-1.1085,50,-0.4196,70,0.15050,87,0.66557,60,-0.1138,50,-0.3833
ENSG00000183624,HMCES,34,-0.1929,38,-0.0092,49,0.46630,38,-0.0266,33,-0.2338,28,-0.4913
ENSG00000184897,H1FX,140,0.07276,136,0.03617,110,-0.3368,122,-0.1800,163,0.31962,174,0.42546
ENSG00000129071,MBD4,51,0.29383,33,-0.4226,30,-0.5820,51,0.39776,50,0.27782,42,0.00375
ENSG00000163913,IFT122,13,-0.7197,29,0.60742,25,0.36205,17,-0.3639,29,0.53853,6,-1.8950
ENSG00000004399,PLXND1,21,-0.0260,27,0.43510,31,0.66205,14,-0.7677,12,-0.8729,23,0.11256
ENSG00000172765,TMCC1,46,0.29238,35,-0.1529,37,-0.0673,39,-0.0049,41,0.09877,38,-0.0259
ENSG00000271270,TMCC1-AS1,16,0.70280,13,0.43744,8,-0.3206,8,-0.4241,7,-0.4801,11,0.17216
ENSG00000196455,PIK3R4,18,-0.9015,23,-0.5812,33,0.08946,43,0.65148,37,0.24650,23,-0.5229
ENSG00000017260,ATP2C1,76,-0.7195,85,-0.5960,145,0.33796,133,0.20346,150,0.35807,120,-0.0053
ENSG00000114670,NEK11,23,-0.1249,19,-0.4508,38,0.79101,29,0.28535,8,-1.6266,18,-0.4941
ENSG00000198585,NUDT16,50,-0.2412,55,-0.0873,59,0.03179,66,0.28027,44,-0.4075,58,0.00696
ENSG00000114686,MRPL3,40,-0.9561,82,0.18947,73,-0.0175,99,0.65773,51,-0.5836,39,-0.9743
ENSG00000196353,CPNE4,10,-2.4552,28,-1.0843,63,0.33204,89,1.24535,44,-0.2972,25,-1.1273
ENSG00000138246,DNAJC13,38,0.14727,34,-0.0206,29,-0.3217,40,0.31654,25,-0.5127,37,0.09038
ENSG00000240303,ACAD11,14,0.52775,12,0.32461,6,-0.7592,7,-0.7483,9,-0.1562,21,1.17779
ENSG00000081307,UBA5,51,-0.3373,55,-0.2443,96,0.79457,66,0.08674,48,-0.4403,34,-0.9621
ENSG00000113971,NPHP3,21,1.20195,9,-0.1904,8,-0.3835,4,-1.3517,11,0.14583,21,1.19365
ENSG00000144868,TMEM108,11,-0.6588,27,0.91515,13,-0.4715,14,-0.3658,29,0.88412,7,-1.3652
ENSG00000091527,CDV3,123,0.30880,99,-0.0474,81,-0.4032,106,0.08861,98,-0.0533,117,0.23255
ENSG00000163781,TOPBP1,17,-1.1614,38,0.04857,33,-0.1992,47,0.47464,40,0.10844,33,-0.1998
ENSG00000091513,TF,61,-1.5546,8,-4.6530,23,-3.1329,34,-2.7046,117,-0.5786,1345,5.12589
ENSG00000144867,SRPRB,33,-0.8397,55,-0.0524,51,-0.1591,71,0.50273,52,-0.1339,53,-0.0886
ENSG00000154917,RAB6B,217,-1.4548,516,-0.1387,777,0.62739,573,0.05671,648,0.24311,406,-0.4997
ENSG00000163785,RYK,34,1.51818,11,-0.3012,9,-0.7578,9,-0.8142,17,0.32069,20,0.58983
ENSG00000114019,AMOTL2,23,-0.1514,16,-0.7843,26,0.09655,20,-0.3869,31,0.36094,50,1.16683
ENSG00000129055,ANAPC13,66,-0.3887,68,-0.3675,119,0.65165,92,0.18358,63,-0.4516,63,-0.4559
ENSG00000182923,CEP63,47,-0.5598,60,-0.1928,71,0.10266,83,0.47332,55,-0.3048,56,-0.2910
ENSG00000154928,EPHB1,29,0.55206,31,0.74191,14,-0.6821,14,-0.7134,17,-0.2930,29,0.55012
ENSG00000073711,PPP2R3A,16,0.20713,10,-0.5711,7,-1.0395,14,-0.0351,13,-0.1709,36,1.57818
ENSG00000174579,MSL2,13,0.05587,12,-0.0991,14,0.13213,9,-0.5654,11,-0.2297,23,0.99254
ENSG00000114054,PCCB,32,0.19255,23,-0.3748,26,-0.1590,32,0.23145,31,0.13929,28,-0.0163
ENSG00000118007,STAG1,27,0.94017,14,-0.1408,15,-0.0702,8,-1.1126,18,0.26342,25,0.82042
ENSG00000168917,SLC35G2,20,-0.1500,20,-0.1852,23,0.08847,24,0.22105,19,-0.2184,22,-0.0252
ENSG00000158092,NCK1,28,0.53933,14,-0.6030,19,-0.0713,23,0.29192,14,-0.5393,23,0.18706
ENSG00000114098,ARMC8,33,-0.8871,55,-0.0987,61,0.09025,68,0.33915,66,0.21904,45,-0.3976
ENSG00000158186,MRAS,100,-0.0777,137,0.49159,108,0.04880,100,-0.1001,77,-0.4955,85,-0.3433
ENSG00000114107,CEP70,34,0.20114,19,-0.7831,20,-0.7103,31,0.09507,59,1.12460,36,0.27219
ENSG00000158234,FAIM,20,0.48362,13,-0.2681,13,-0.1892,16,0.17402,12,-0.3519,16,0.12055
ENSG00000051382,PIK3CB,52,-0.6711,59,-0.5204,79,-0.0084,96,0.38612,104,0.42834,78,-0.0290
ENSG00000175110,MRPS22,38,-0.4899,40,-0.4527,72,0.58703,65,0.45359,41,-0.3679,26,-1.0748
ENSG00000184432,COPB2,62,0.17187,45,-0.3736,51,-0.1519,73,0.58651,41,-0.4987,44,-0.3759
ENSG00000114115,RBP1,28,0.52514,29,0.67765,16,-0.4367,11,-1.0457,7,-1.5165,43,1.26964
ENSG00000158258,CLSTN2,12,-3.5840,18,-3.1351,85,-0.7533,227,1.29793,265,1.17096,160,0.30636
ENSG00000114120,SLC25A36,69,-0.4452,72,-0.4328,122,0.52876,97,0.11715,86,-0.1128,85,-0.1207
ENSG00000155893,PXYLP1,16,-0.4966,23,0.10169,24,0.20653,20,-0.1553,30,0.53413,16,-0.4522
ENSG00000177311,ZBTB38,101,0.12633,84,-0.1752,73,-0.4288,90,-0.0608,127,0.50499,118,0.38261
ENSG00000155903,RASA2,11,-1.3719,18,-0.6729,30,0.19730,33,0.38971,40,0.61555,26,-0.0744
ENSG00000114125,RNF7,113,0.17091,129,0.45265,74,-0.5383,110,0.17689,78,-0.4101,85,-0.2860
ENSG00000069849,ATP1B3,85,-0.5746,99,-0.3603,156,0.46154,145,0.37166,100,-0.3093,88,-0.5076
ENSG00000114126,TFDP2,62,0.92956,36,0.03283,34,-0.0688,22,-0.8518,28,-0.3379,55,0.73963
ENSG00000175066,GK5,19,0.21883,20,0.32614,18,0.19036,11,-0.6750,17,0.07579,18,0.13106
ENSG00000114127,XRN1,48,1.02622,23,-0.1980,23,-0.2308,21,-0.4063,29,0.19911,27,0.05415
ENSG00000175054,ATR,25,-0.1460,26,-0.0751,35,0.42360,29,0.12927,24,-0.2182,16,-0.8122
ENSG00000144935,TRPC1,15,-1.1439,31,-0.0204,39,0.40282,27,-0.2981,60,1.09046,17,-0.9006
ENSG00000163714,U2SURP,188,0.40683,96,-0.7274,99,-0.6705,172,0.35063,213,0.62149,154,0.08325
ENSG00000175040,CHST2,25,-0.7353,47,0.24326,43,0.08766,41,-0.0086,53,0.43376,28,-0.5631
ENSG00000181744,DIPK2A,29,0.08406,15,-1.0034,29,0.08898,27,0.01565,24,-0.1668,50,0.99559
ENSG00000152952,PLOD2,39,2.02892,4,-1.5669,5,-1.4852,9,-0.6259,19,0.69851,20,0.75724
ENSG00000114698,PLSCR4,56,2.82091,6,-1.2601,6,-1.1420,6,-1.1909,14,0.19471,11,-0.1150
ENSG00000163754,GYG1,61,0.26230,26,-1.1575,61,0.32447,57,0.22932,39,-0.4414,69,0.46758
ENSG00000071794,HLTF,72,-0.1123,83,0.13957,65,-0.2953,78,0.01154,91,0.27343,78,0.02451
ENSG00000163755,HPS3,16,0.19287,11,-0.4035,14,-0.0398,15,0.10833,21,0.60377,10,-0.5121
ENSG00000169908,TM4SF1,86,4.32663,4,-1.7614,3,-1.9888,3,-2.1269,1,-3.2332,10,-0.3402
ENSG00000018408,WWTR1,69,3.18190,5,-1.4505,7,-0.9745,5,-1.8225,13,-0.0064,13,-0.1059
ENSG00000114744,COMMD2,32,0.18244,21,-0.5297,25,-0.2484,26,-0.1378,38,0.47843,43,0.69192
ENSG00000082996,RNF13,104,0.40629,47,-0.9281,58,-0.5730,88,0.16922,61,-0.4366,172,1.26358
ENSG00000070087,PFN2,322,-1.1142,593,-0.1891,830,0.42646,744,0.25320,630,-0.0745,569,-0.2343
ENSG00000196428,TSC22D2,30,-1.0980,68,0.19079,80,0.49191,58,-0.0956,73,0.28454,38,-0.7232
ENSG00000120742,SERP1,157,0.64245,119,0.21742,104,-0.0232,84,-0.4513,115,0.13297,87,-0.3089
ENSG00000144895,EIF2A,61,-0.5567,82,-0.0948,80,-0.1339,102,0.34281,99,0.20821,77,-0.1921
ENSG00000198843,SELENOT,130,-0.1578,140,-0.0455,129,-0.1917,159,0.21771,156,0.12913,135,-0.1007
ENSG00000181788,SIAH2,24,-0.6758,34,-0.1272,52,0.62227,37,-0.0132,35,-0.0760,29,-0.4056
ENSG00000144893,MED12L,19,-0.5027,36,0.55212,34,0.41997,23,-0.3003,24,-0.1778,16,-0.7793
ENSG00000152601,MBNL1,112,0.19131,113,0.22717,105,0.09114,83,-0.3526,105,0.08399,94,-0.0975
ENSG00000169860,P2RY1,53,3.44516,4,-1.2641,1,-2.9434,2,-2.5096,12,0.44968,12,0.36200
ENSG00000181467,RAP2B,15,-0.8492,31,0.29161,18,-0.6011,33,0.48286,31,0.27824,19,-0.5012
ENSG00000243069,ARHGEF26-AS1,36,1.49847,23,0.77681,7,-1.2205,5,-1.8245,20,0.42921,19,0.37857
ENSG00000114790,ARHGEF26,77,2.58376,12,-0.7628,11,-0.9592,7,-1.6594,20,0.09009,25,0.46071
ENSG00000174953,DHX36,98,-0.5364,124,-0.1889,128,-0.1381,173,0.48632,149,0.12071,112,-0.3357
ENSG00000114805,PLCH1,7,-1.1387,7,-1.3470,42,2.11255,13,-0.3567,2,-2.7555,12,-0.4330
ENSG00000174928,C3orf33,6,-1.2440,15,0.12909,10,-0.6091,16,0.37753,21,0.67696,12,-0.1472
ENSG00000169359,SLC33A1,40,1.00088,19,-0.2584,18,-0.2989,24,0.19625,20,-0.0929,11,-0.9993
ENSG00000163655,GMPS,33,-0.6782,42,-0.3567,63,0.40244,52,0.05448,54,0.10441,55,0.13392
ENSG00000169282,KCNAB1,53,0.00509,40,-0.4737,70,0.50057,73,0.70261,9,-2.6238,30,-0.8718
ENSG00000114850,SSR3,105,0.49855,60,-0.4433,69,-0.2011,82,0.10901,75,-0.0491,91,0.25837
ENSG00000163659,TIPARP,23,1.14496,10,-0.2187,7,-0.8837,8,-0.5956,10,-0.1892,23,1.14139
ENSG00000163660,CCNL1,59,1.29245,22,-0.3713,16,-0.8587,19,-0.7014,44,0.78232,37,0.47687
ENSG00000174891,RSRC1,115,-0.0449,93,-0.4234,139,0.29696,140,0.36129,79,-0.6338,105,-0.1893
ENSG00000178053,MLF1,38,0.54015,32,0.27883,32,0.28191,26,-0.1212,17,-0.7460,13,-1.0690
ENSG00000168827,GFM1,49,-0.0989,49,-0.1146,63,0.34580,56,0.14278,39,-0.4643,42,-0.3226
ENSG00000118855,MFSD1,32,0.93980,15,-0.3044,16,-0.2521,18,0.00620,14,-0.4227,19,0.07864
ENSG00000240207,AC080013.1,3,-2.3436,24,0.53964,32,1.19258,15,-0.3261,7,-1.3136,9,-1.0520
ENSG00000180044,C3orf80,31,-1.6095,91,0.04764,108,0.36517,108,0.42057,83,-0.0973,51,-0.8691
ENSG00000068885,IFT80,26,-1.0014,53,0.08924,41,-0.3857,55,0.16550,67,0.46526,60,0.28304
ENSG00000113810,SMC4,35,1.03051,10,-1.0130,9,-1.1314,17,-0.1871,38,1.18234,24,0.39530
ENSG00000186432,KPNA4,113,-0.0553,100,-0.2736,116,-0.0244,130,0.22591,148,0.38325,87,-0.4698
ENSG00000163590,PPM1L,67,-1.0010,145,0.22083,122,-0.0867,142,0.22206,169,0.45312,84,-0.6548
ENSG00000169255,B3GALNT1,49,-0.5087,67,-0.0050,63,-0.1267,77,0.28524,71,0.09232,62,-0.1189
ENSG00000169251,NMD3,33,0.38608,19,-0.5262,21,-0.3888,30,0.26854,28,0.08903,31,0.27893
ENSG00000196542,SPTSSB,5,-2.7332,17,-1.1903,60,1.11248,53,1.00994,11,-1.6368,12,-1.5646
ENSG00000121871,SLITRK3,6,-1.6294,23,0.42389,19,0.02353,16,-0.2701,26,0.54231,20,0.15475
ENSG00000244128,LINC01322,32,0.56850,31,0.60796,20,-0.1635,13,-0.9688,19,-0.2975,31,0.52221
ENSG00000169064,ZBBX,2,-2.2746,17,0.76336,15,0.45170,13,0.25326,7,-0.8210,3,-1.9715
ENSG00000114209,PDCD10,74,-0.1974,92,0.16828,73,-0.2298,104,0.47921,68,-0.3367,51,-0.7552
ENSG00000163536,SERPINI1,262,-1.7413,867,0.11299,737,-0.1771,1231,0.95094,577,-0.5417,406,-1.0802
ENSG00000173905,GOLIM4,359,2.19772,81,-0.4761,88,-0.3337,49,-1.4054,82,-0.4066,136,0.40052
ENSG00000085274,MYNN,20,0.67325,9,-0.5789,13,0.03312,10,-0.4324,23,0.90462,12,-0.1822
ENSG00000008952,SEC62,722,0.35002,583,0.00107,462,-0.4045,556,-0.0947,597,0.04061,746,0.40188
ENSG00000173889,PHC3,16,-0.7896,29,0.15923,23,-0.1940,28,0.14872,33,0.36420,25,-0.0852
ENSG00000163558,PRKCI,39,-0.1319,51,0.32135,37,-0.2458,47,0.19670,45,0.06782,26,-0.7470
ENSG00000136603,SKIL,48,-0.1794,53,-0.0039,42,-0.4188,52,-0.0535,84,0.75339,55,0.05554
ENSG00000013297,CLDN11,43,-0.3913,4,-3.9241,10,-2.7339,13,-2.4967,36,-0.6776,408,4.63399
ENSG00000013293,SLC7A14,40,-0.7560,49,-0.4832,45,-0.6216,63,-0.0695,153,1.47127,79,0.31304
ENSG00000163584,RPL22L1,50,0.83274,31,0.08290,27,-0.2036,26,-0.2433,25,-0.2664,29,-0.0536
ENSG00000163577,EIF5A2,12,-1.5731,22,-0.6706,44,0.53093,43,0.53323,23,-0.5687,37,0.15965
ENSG00000154310,TNIK,165,1.23592,77,-0.0445,55,-0.6343,55,-0.7116,106,0.46454,94,0.27347
ENSG00000075420,FNDC3B,35,2.39583,6,-0.7936,4,-1.2706,6,-0.7751,15,0.79333,4,-1.0983
ENSG00000121858,TNFSF10,83,3.88880,1,-3.2655,6,-1.2436,5,-1.5461,8,-0.8010,9,-0.5798
ENSG00000144959,NCEH1,39,-1.2651,90,0.00770,102,0.23376,115,0.53617,89,-0.0113,40,-1.2309
ENSG00000114346,ECT2,6,-1.4039,9,-0.8049,13,-0.2394,26,1.22096,13,-0.2005,11,-0.5213
ENSG00000169760,NLGN1,20,-0.6698,34,0.15647,26,-0.3310,30,-0.0890,44,0.55992,39,0.33701
ENSG00000177565,TBL1XR1,91,-0.4688,107,-0.2344,147,0.33750,117,-0.1024,151,0.33581,125,0.03317
ENSG00000197584,KCNMB2,7,-0.4743,15,0.83041,8,-0.2886,5,-1.0174,17,0.89879,10,0.03132
ENSG00000172667,ZMAT3,104,-0.4670,145,0.07402,144,0.05435,141,0.02023,177,0.38599,113,-0.3259
ENSG00000121879,PIK3CA,48,-0.1483,55,0.07412,37,-0.6108,59,0.23525,70,0.44066,49,-0.1073
ENSG00000121864,ZNF639,28,-0.0388,36,0.39676,30,0.04825,27,-0.1133,29,0.03694,18,-0.7182
ENSG00000171109,MFN1,23,-0.2442,25,-0.1163,27,0.05661,28,0.08914,35,0.44978,20,-0.4424
ENSG00000114450,GNB4,28,0.17686,9,-1.6590,7,-2.0862,19,-0.4985,91,2.36395,41,0.80796
ENSG00000136522,MRPL47,48,-0.5494,64,-0.1283,71,0.07557,88,0.55750,55,-0.3390,46,-0.6240
ENSG00000136521,NDUFB5,195,-0.2083,216,-0.0485,236,0.10891,259,0.32748,170,-0.4203,175,-0.3759
ENSG00000058056,USP13,21,0.45470,17,0.16048,10,-0.7096,16,-0.0583,13,-0.2919,23,0.57572
ENSG00000114757,PEX5L,73,-1.4926,163,-0.2908,165,-0.2794,199,0.06685,396,1.21803,205,0.09876
ENSG00000163728,TTC14,74,0.36759,50,-0.2883,40,-0.6756,50,-0.3185,112,1.06928,74,0.35625
ENSG00000284862,CCDC39,2,-2.6865,7,-0.8166,16,0.54428,20,1.29802,2,-2.3634,6,-0.8694
ENSG00000114416,FXR1,132,0.08871,111,-0.2196,98,-0.4195,131,0.10118,152,0.31294,155,0.34785
ENSG00000205981,DNAJC19,81,-0.4953,117,0.08840,120,0.13101,134,0.38990,76,-0.6083,83,-0.4654
ENSG00000242808,SOX2-OT,166,-0.0899,55,-1.8937,64,-1.6576,69,-1.6695,136,-0.4059,1009,3.59374
ENSG00000241231,AC068308.1,65,3.89518,10,0.03854,2,-2.4338,0,-4.3852,0,-3.7570,10,0.00200
ENSG00000181449,SOX2,347,2.24963,100,0.00673,46,-1.3009,41,-1.6099,94,-0.0897,144,0.59544
ENSG00000058063,ATP11B,17,-0.0031,16,-0.0483,14,-0.2421,18,0.13903,22,0.43974,13,-0.3647
ENSG00000043093,DCUN1D1,72,0.27402,61,0.01266,49,-0.3554,57,-0.1224,63,0.05824,79,0.43385
ENSG00000078070,MCCC1,28,-0.1022,34,0.22760,31,0.05247,29,-0.1034,34,0.19415,23,-0.4351
ENSG00000053524,MCF2L2,18,0.41436,22,0.81469,17,0.28264,7,-1.2005,13,-0.1769,12,-0.2445
ENSG00000114796,KLHL24,57,0.48641,43,0.05083,29,-0.6611,30,-0.6444,46,0.14720,84,1.15505
ENSG00000163872,YEATS2,29,-0.6527,43,-0.0535,44,0.01256,49,0.22130,55,0.35728,35,-0.3399
ENSG00000180834,MAP6D1,18,-1.1902,50,0.49816,49,0.45112,23,-0.9516,28,-0.5021,71,1.01869
ENSG00000175193,PARL,38,0.12087,32,-0.1731,47,0.49604,36,-0.0047,23,-0.6476,30,-0.2676
ENSG00000114770,ABCC5,35,-0.9649,65,0.02088,76,0.28906,67,0.08203,85,0.43780,43,-0.6311
ENSG00000145191,EIF2B5,48,-0.0499,30,-0.8620,63,0.44682,54,0.19189,49,-0.0041,49,-0.0062
ENSG00000161202,DVL3,28,0.08715,24,-0.1524,27,0.00784,22,-0.3809,29,0.11285,41,0.72372
ENSG00000161203,AP2M1,304,-0.9606,459,-0.3582,588,0.07918,707,0.49555,557,-0.0164,553,-0.0284
ENSG00000161204,ABCF3,17,-0.8476,20,-0.7230,40,0.54717,37,0.43428,28,-0.1098,25,-0.3019
ENSG00000145198,VWA5B2,1,-3.9807,7,-1.3089,21,0.59107,17,0.22873,23,0.72346,21,0.53241
ENSG00000214160,ALG3,4,-1.2721,11,0.41053,10,0.15040,5,-1.0066,16,0.92085,12,0.54868
ENSG00000163888,CAMK2N2,40,-0.3574,60,0.33220,68,0.58115,35,-0.6744,43,-0.2423,56,0.16894
ENSG00000175166,PSMD2,126,-0.4668,179,0.09152,172,0.02126,188,0.21538,154,-0.1573,153,-0.1676
ENSG00000114867,EIF4G1,84,0.08422,76,-0.0705,74,-0.1382,76,-0.0837,97,0.31652,86,0.11968
ENSG00000175182,FAM131A,54,-1.4329,152,0.19140,112,-0.3598,127,-0.1521,252,1.01335,156,0.20916
ENSG00000163882,POLR2H,46,-0.1268,49,-0.0315,44,-0.2362,59,0.34609,57,0.21154,35,-0.5754
ENSG00000090539,CHRD,12,-1.4895,38,0.33566,36,0.24648,27,-0.3002,40,0.40142,33,0.11202
ENSG00000182580,EPHB3,14,0.31607,16,0.51677,7,-0.9019,6,-1.1304,23,1.10209,17,0.55977
ENSG00000177383,MAGEF1,61,-0.1734,73,0.12478,65,-0.0980,74,0.16079,78,0.20597,47,-0.5784
ENSG00000156931,VPS8,15,-1.2121,31,-0.1840,39,0.26761,34,0.02706,39,0.23067,42,0.33930
ENSG00000187068,C3orf70,41,1.11492,34,0.97394,17,-0.3673,11,-1.1508,15,-0.5192,17,-0.3414
ENSG00000073803,MAP3K13,114,0.57137,92,0.25894,80,-0.0040,65,-0.4035,47,-0.8156,100,0.35448
ENSG00000163900,TMEM41A,19,0.55079,9,-0.7460,16,0.25483,13,-0.0435,15,0.19507,13,-0.0989
ENSG00000163904,SENP2,48,-0.4236,74,0.30067,67,0.10873,56,-0.2391,63,0.00162,69,0.14246
ENSG00000136527,TRA2B,117,0.55664,76,-0.1675,68,-0.3550,81,-0.0524,96,0.24087,88,0.08584
ENSG00000244405,ETV5,26,-1.2891,82,0.54173,67,0.14918,54,-0.2685,80,0.42427,49,-0.3445
ENSG00000058866,DGKG,40,0.48060,23,-0.4473,9,-1.9016,12,-1.5339,109,2.37130,46,0.71400
ENSG00000090520,DNAJB11,28,-0.1401,29,-0.1178,30,-0.0149,38,0.44233,28,-0.1327,19,-0.7303
ENSG00000156976,EIF4A2,479,-1.2015,1018,-0.0397,1166,0.20793,1222,0.34320,1107,0.09885,788,-0.4401
ENSG00000163918,RFC4,7,-0.5928,7,-0.6394,9,-0.1174,12,0.46449,12,0.33110,11,0.17649
ENSG00000073849,ST6GAL1,33,0.36263,15,-0.8965,36,0.59674,25,-0.1263,22,-0.2944,31,0.25741
ENSG00000163923,RPL39L,10,-0.8483,22,0.36665,15,-0.3423,22,0.35232,11,-0.7079,21,0.24100
ENSG00000157005,SST,94,-0.2939,117,0.06063,55,-1.1895,89,-0.4588,41,-1.5524,382,2.19440
ENSG00000113916,BCL6,51,0.87540,35,0.27833,37,0.38037,23,-0.5241,10,-1.6705,26,-0.1823
ENSG00000145012,LPP,152,3.24786,14,-1.2127,17,-0.8895,14,-1.3066,16,-0.9246,19,-0.6235
ENSG00000152492,CCDC50,98,1.46432,29,-0.6201,34,-0.3226,26,-0.8681,40,-0.0505,71,0.90089
ENSG00000114279,FGF12,210,-1.0422,435,0.10554,439,0.12453,516,0.50184,307,-0.4562,287,-0.5599
ENSG00000180611,MB21D2,13,-0.5785,18,-0.0590,29,0.83586,22,0.34995,9,-1.1008,5,-2.0485
ENSG00000127252,PLAAT1,1,-3.2968,16,1.06587,13,0.57792,10,0.09574,2,-1.8057,2,-1.9169
ENSG00000127249,ATP13A4,71,2.50130,18,-0.0337,7,-1.4872,6,-1.8063,14,-0.3540,27,0.62785
ENSG00000198836,OPA1,58,-1.4874,139,-0.1812,166,0.13885,202,0.60525,163,0.09354,99,-0.6826
ENSG00000114315,HES1,93,2.61073,14,-0.8498,10,-1.3590,10,-1.5032,27,0.26102,31,0.50558
ENSG00000133657,ATP13A3,37,0.27102,26,-0.3166,35,0.18556,30,-0.0863,40,0.39347,24,-0.3877
ENSG00000041802,LSG1,25,0.12233,17,-0.5959,20,-0.2688,28,0.34433,24,0.03184,29,0.34880
ENSG00000114331,ACAP2,121,1.30270,47,-0.3113,40,-0.5966,45,-0.4542,70,0.35079,64,0.19624
ENSG00000184203,PPP1R2,65,-0.4271,83,-0.0646,89,0.06666,92,0.14091,108,0.37632,65,-0.4277
ENSG00000189058,APOD,452,1.40011,82,-1.4736,85,-1.4053,134,-0.7515,168,-0.2700,632,2.06348
ENSG00000061938,TNK2,57,-0.1255,68,0.17404,61,-0.0468,47,-0.5246,67,0.10981,97,0.73548
ENSG00000072274,TFRC,52,-0.2330,46,-0.4676,68,0.19575,76,0.47586,46,-0.4261,53,-0.2018
ENSG00000161217,PCYT1A,39,0.54815,21,-0.4608,25,-0.1711,29,0.11630,32,0.23672,25,-0.1354
ENSG00000213123,TCTEX1D2,75,-0.0640,79,0.02636,87,0.20903,91,0.33361,60,-0.4156,38,-1.1019
ENSG00000163960,UBXN7,26,-0.0323,22,-0.3186,16,-0.8482,24,-0.1574,49,1.01297,41,0.69374
ENSG00000163961,RNF168,71,0.31090,46,-0.4251,57,-0.0641,59,-0.0074,60,0.03581,75,0.39855
ENSG00000174013,FBXO45,29,-0.9480,54,0.03057,55,0.05821,53,-0.0174,58,0.15091,68,0.40585
ENSG00000163964,PIGX,53,-0.5798,76,-0.0114,73,-0.0777,79,0.07468,105,0.50920,71,-0.1153
ENSG00000174007,CEP19,15,-0.3574,17,-0.1609,18,-0.0425,22,0.34205,22,0.30527,13,-0.5756
ENSG00000180370,PAK2,75,0.47805,38,-0.6602,53,-0.0946,43,-0.5099,64,0.23464,108,1.10341
ENSG00000119231,SENP5,53,-0.1169,51,-0.2289,58,0.00264,59,0.06100,64,0.17375,64,0.16289
ENSG00000114503,NCBP2,86,0.56616,82,0.56332,56,-0.1498,49,-0.4355,47,-0.4081,53,-0.2184
ENSG00000270170,NCBP2AS2,39,-0.7061,77,0.43653,76,0.40763,61,-0.0078,46,-0.4402,36,-0.8036
