Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000118965,WDR35,12,-0.2632,19,0.40896,16,0.12807,9,-0.8056,16,0.19178,14,-0.0181,16,0.20773
ENSG00000068697,LAPTM4A,55,-0.2687,56,-0.2287,89,0.50705,31,-1.1750,44,-0.6374,107,0.91124,72,0.18507
ENSG00000055917,PUM2,84,-0.5792,122,-0.0094,107,-0.2145,117,-0.0743,114,-0.1192,156,0.43163,127,0.07276
ENSG00000143878,RHOB,240,1.16176,93,-0.3728,99,-0.2674,118,0.00342,103,-0.2261,136,0.24241,90,-0.4992
ENSG00000119778,ATAD2B,81,2.23186,30,0.45356,10,-1.2372,16,-0.5366,41,1.12130,11,-1.1480,4,-2.7961
ENSG00000173960,UBXN2A,81,1.40466,70,1.14081,32,-0.1267,32,-0.1254,33,-0.0740,30,-0.2425,14,-1.5382
ENSG00000119782,FKBP1B,8,-2.7620,37,-0.4648,30,-0.8115,47,-0.1307,60,0.28946,48,-0.0840,74,0.79309
ENSG00000115128,SF3B6,70,0.12149,36,-0.8832,53,-0.3067,73,0.20058,47,-0.5242,70,0.13259,79,0.40205
ENSG00000219626,FAM228B,118,1.11555,94,0.73401,54,-0.1525,54,-0.1732,71,0.30095,44,-0.5222,37,-0.8298
ENSG00000198399,ITSN2,251,0.55808,269,0.67381,144,-0.3211,172,-0.0478,321,1.11140,93,-1.0506,96,-1.0876
ENSG00000084676,NCOA1,172,-0.1230,251,0.48315,201,0.12772,223,0.31993,206,0.18169,166,-0.1965,139,-0.5392
ENSG00000184924,PTRHD1,22,-0.5514,17,-0.9460,24,-0.4162,26,-0.3314,13,-1.3821,53,0.92354,44,0.68754
ENSG00000138031,ADCY3,15,-1.1134,16,-1.0121,8,-1.9033,21,-0.6329,44,0.62728,31,0.03022,46,0.83545
ENSG00000115137,DNAJC27,19,-1.0302,47,0.36402,33,-0.2124,38,0.00293,39,0.05910,37,-0.0361,42,0.20292
ENSG00000084710,EFR3B,24,-1.1615,54,0.04015,34,-0.6573,45,-0.2647,36,-0.6218,68,0.45962,74,0.67615
ENSG00000119772,DNMT3A,45,1.18351,31,0.57625,8,-1.4553,17,-0.3493,26,0.32777,11,-1.0034,22,0.00270
ENSG00000138101,DTNB,33,-0.5028,24,-0.9695,11,-2.0367,61,0.53619,43,-0.0751,41,-0.1870,62,0.62714
ENSG00000143970,ASXL2,55,0.69306,86,1.46189,50,0.54874,29,-0.3451,46,0.46358,16,-1.2646,18,-1.2202
ENSG00000084731,KIF3C,67,-2.0081,159,-0.7249,262,0.04437,289,0.22080,266,0.07615,279,0.16013,300,0.32282
ENSG00000084733,RAB10,142,0.17760,83,-0.6464,135,0.10202,139,0.16609,114,-0.1750,127,0.01436,132,0.08462
ENSG00000157833,GAREM2,23,0.48304,23,0.49577,23,0.47594,3,-2.7072,8,-1.1622,38,1.59521,11,-0.6723
ENSG00000084754,HADHA,128,0.82632,88,0.21755,141,0.98585,36,-1.2387,49,-0.7328,108,0.61110,59,-0.4747
ENSG00000138029,HADHB,122,0.74007,108,0.54887,117,0.67592,27,-1.6762,21,-2.0225,133,1.02079,70,-0.1623
ENSG00000138018,SELENOI,53,-0.4912,24,-1.6792,23,-1.7586,86,0.27555,88,0.32887,55,-0.4698,107,0.77752
ENSG00000171303,KCNK3,2,-2.4480,16,0.29767,8,-0.7302,7,-1.0321,7,-1.0453,11,-0.2664,27,1.64937
ENSG00000213699,SLC35F6,30,0.75879,11,-0.7571,3,-2.6053,7,-1.5776,26,0.60965,22,0.34192,22,0.37680
ENSG00000157851,DPYSL5,62,1.86434,2,-3.1617,20,-0.0226,22,0.14167,8,-1.4157,20,-0.0352,20,-0.0361
ENSG00000084764,MAPRE3,46,-1.4006,66,-0.8714,85,-0.4906,121,0.04915,111,-0.0846,95,-0.3605,185,0.96203
ENSG00000119777,TMEM214,14,-0.0925,5,-1.5913,5,-1.4760,7,-1.0370,21,0.64812,16,0.13466,21,0.71107
ENSG00000228474,OST4,71,-0.6675,98,-0.1623,103,-0.0853,98,-0.1782,54,-1.1356,209,1.23027,104,-0.0875
ENSG00000138030,KHK,13,-0.2467,9,-0.7929,10,-0.6932,16,0.07706,13,-0.3106,18,0.29093,20,0.47147
ENSG00000138028,CGREF1,12,-1.8398,26,-0.7376,28,-0.6251,50,0.29481,42,-0.0071,47,0.18736,54,0.49344
ENSG00000138073,PREB,20,-0.0375,18,-0.2179,14,-0.5250,10,-1.0635,17,-0.3143,26,0.40619,29,0.70022
ENSG00000138074,SLC5A6,10,-0.3954,10,-0.4818,2,-2.3985,12,-0.1527,8,-0.8370,14,0.03307,24,1.20337
ENSG00000138085,ATRAID,33,0.06678,19,-0.8012,25,-0.3588,29,-0.1792,22,-0.5808,43,0.51006,39,0.41399
ENSG00000115194,SLC30A3,2,-4.2975,32,-0.6715,7,-2.7961,78,0.79202,42,-0.3134,45,-0.1945,77,0.90230
ENSG00000115204,MPV17,18,-0.7898,27,-0.2157,40,0.42340,20,-0.6656,23,-0.5084,30,-0.0327,46,0.81721
ENSG00000115207,GTF3C2,11,-0.6744,5,-1.6574,4,-1.9460,13,-0.4760,20,0.25109,21,0.37437,26,0.82450
ENSG00000115211,EIF2B4,55,0.81614,44,0.43173,21,-0.7212,37,0.19409,42,0.42309,28,-0.2908,21,-0.7821
ENSG00000115234,SNX17,31,-0.9835,28,-1.1386,28,-1.1099,64,0.13421,35,-0.8759,77,0.47107,90,0.88272
ENSG00000115241,PPM1G,71,0.04722,38,-0.8986,48,-0.5403,92,0.53002,86,0.39214,56,-0.3453,66,-0.0715
ENSG00000115216,NRBP1,33,-0.8815,36,-0.7495,16,-1.9297,53,-0.1547,49,-0.2798,56,-0.0660,99,1.14433
ENSG00000138002,IFT172,15,-0.2495,13,-0.4007,9,-0.9413,8,-1.2397,28,0.85836,15,-0.3001,24,0.59844
ENSG00000115226,FNDC4,20,-1.8265,36,-0.9470,35,-1.0024,57,-0.2639,49,-0.5204,98,0.69491,101,0.85935
ENSG00000243943,ZNF512,40,-0.0738,40,-0.0626,22,-0.9517,64,0.74365,34,-0.3595,43,0.04814,40,-0.0903
ENSG00000198522,GPN1,8,-1.1119,8,-1.1822,6,-1.5587,17,-0.1003,25,0.58994,18,0.08381,23,0.54812
ENSG00000119760,SUPT7L,34,-0.6050,25,-1.0210,27,-0.9390,50,-0.0119,67,0.52102,50,0.01128,60,0.35693
ENSG00000163798,SLC4A1AP,92,-0.4115,118,-0.0257,94,-0.3759,151,0.42036,190,0.84333,56,-1.2361,112,-0.1170
ENSG00000243147,MRPL33,102,-0.4258,113,-0.2715,214,0.74472,209,0.80140,55,-1.4301,145,0.13708,122,-0.1865
ENSG00000158019,BABAM2,11,-1.6610,25,-0.4295,35,0.06520,40,0.31072,41,0.34184,18,-1.0290,45,0.57459
ENSG00000075426,FOSL2,4,-2.3079,11,-1.0518,19,-0.2008,25,0.22394,23,0.06996,20,-0.1626,31,0.70590
ENSG00000213639,PPP1CB,208,-0.7487,291,-0.2372,241,-0.5281,346,0.03536,294,-0.2417,382,0.21236,427,0.46338
ENSG00000171103,TRMT61B,8,-0.8851,11,-0.4867,0,-6.3603,7,-1.2212,25,0.88065,18,0.31110,21,0.65444
ENSG00000163811,WDR43,77,0.79222,50,0.07980,60,0.37269,80,0.98490,56,0.28995,22,-1.2569,21,-1.3771
ENSG00000115295,CLIP4,65,0.44065,49,0.00297,39,-0.3649,43,-0.2106,43,-0.2026,44,-0.1956,58,0.33950
ENSG00000119801,YPEL5,48,-1.7207,72,-1.1239,142,-0.0968,179,0.29411,120,-0.3901,143,-0.0930,222,0.80187
ENSG00000213626,LBH,3,-2.2595,31,1.24093,0,-5.5060,2,-2.5479,11,-0.4649,17,0.28853,26,1.27535
ENSG00000172954,LCLAT1,6,-1.4566,13,-0.3848,9,-0.9364,9,-1.0399,28,0.88968,17,-0.0758,24,0.62157
ENSG00000013016,EHD3,19,-2.6886,54,-1.1620,109,-0.0822,93,-0.3706,137,0.30581,122,0.09418,166,0.75398
ENSG00000162959,MEMO1,19,0.29609,23,0.55597,9,-0.7943,10,-0.7282,31,1.21765,14,-0.2472,10,-0.7807
ENSG00000162961,DPY30,44,-0.2763,47,-0.1864,20,-1.4844,39,-0.5136,44,-0.3183,61,0.23437,79,0.83666
ENSG00000021574,SPAST,62,0.84496,30,-0.3337,59,0.74877,28,-0.4353,39,0.11530,24,-0.7116,36,-0.0458
ENSG00000119820,YIPF4,163,0.24048,145,0.05051,175,0.35712,121,-0.2438,169,0.33098,128,-0.1489,120,-0.2889
ENSG00000115760,BIRC6,200,1.18245,167,0.87116,45,-1.1623,76,-0.4134,164,0.96561,46,-1.2305,61,-0.8356
ENSG00000152689,RASGRP3,98,3.94829,13,-0.0093,21,0.68271,4,-1.7422,4,-1.9241,3,-2.0748,3,-2.5425
ENSG00000119812,FAM98A,70,-0.0276,57,-0.3410,53,-0.4562,67,-0.1063,92,0.44273,56,-0.4268,83,0.28679
ENSG00000260025,CRIM1-DT,10,-1.5128,15,-0.9826,12,-1.3007,25,-0.2460,28,-0.0657,39,0.54617,42,0.74729
ENSG00000150938,CRIM1,50,-1.2114,103,-0.1195,132,0.28040,120,0.13452,174,0.82423,85,-0.4458,96,-0.2748
ENSG00000171055,FEZ2,171,0.28946,133,-0.1105,98,-0.5689,214,0.74406,163,0.23551,80,-0.9430,130,-0.1675
ENSG00000115808,STRN,132,1.10139,68,0.02308,88,0.41571,89,0.48755,59,-0.2338,37,-0.9980,51,-0.5193
ENSG00000008869,HEATR5B,22,-0.7787,21,-0.8596,57,0.67247,46,0.35685,47,0.39814,27,-0.5571,36,-0.0522
ENSG00000152133,GPATCH11,99,0.37705,119,0.68003,85,0.12763,121,0.80068,66,-0.2807,39,-1.1162,60,-0.4815
ENSG00000055332,EIF2AK2,177,0.38637,209,0.65013,204,0.61752,163,0.27391,163,0.28281,86,-0.8006,85,-0.8825
ENSG00000218739,CEBPZOS,38,-0.5368,61,0.20469,62,0.23756,69,0.43997,52,-0.0454,56,0.08614,42,-0.4284
ENSG00000115816,CEBPZ,132,0.54228,122,0.41644,137,0.60419,141,0.73647,91,-0.0515,41,-1.3357,63,-0.7195
ENSG00000003509,NDUFAF7,21,0.19708,12,-0.6506,8,-1.2016,15,-0.3436,24,0.41806,9,-1.2013,29,0.91420
ENSG00000115828,QPCT,2,-3.4943,15,-0.6903,7,-1.7421,41,1.05758,24,0.06529,15,-0.6971,31,0.59848
ENSG00000163171,CDC42EP3,3,-2.9864,21,-0.2976,4,-2.7863,52,1.30309,18,-0.5870,18,-0.5494,35,0.61913
ENSG00000119787,ATL2,5,-2.9717,17,-1.1495,43,0.27556,38,0.07819,41,0.21274,33,-0.1359,48,0.58646
ENSG00000143889,HNRNPLL,25,-0.7187,24,-0.7743,34,-0.2665,35,-0.2014,49,0.36859,32,-0.3729,54,0.62646
ENSG00000115875,SRSF7,35,-0.9842,14,-2.2488,45,-0.5812,82,0.38829,76,0.25776,59,-0.1876,87,0.56457
ENSG00000152147,GEMIN6,6,-1.0914,11,-0.1790,11,-0.2361,17,0.49738,8,-0.8049,11,-0.2663,18,0.67688
ENSG00000163214,DHX57,19,-0.1971,26,0.31354,3,-2.6033,26,0.29529,29,0.54789,13,-0.8650,25,0.27940
ENSG00000188010,MORN2,15,-1.2954,34,-0.0976,16,-1.2175,25,-0.6074,42,0.25693,57,0.85038,39,0.18208
ENSG00000115904,SOS1,86,0.94310,46,-0.0863,62,0.39711,48,-0.0082,64,0.49409,27,-0.9197,35,-0.5623
ENSG00000011566,MAP4K3,23,-0.9817,34,-0.3958,35,-0.3393,47,0.13901,60,0.56966,44,0.03009,43,-0.0358
ENSG00000231312,MAP4K3-DT,37,-0.9206,82,0.31161,89,0.45985,94,0.59758,99,0.70433,33,-1.1361,48,-0.6013
ENSG00000152154,TMEM178A,43,-1.7245,101,-0.4327,231,0.88103,91,-0.6409,189,0.62153,126,-0.1050,140,0.08300
ENSG00000138050,THUMPD2,29,0.57253,21,0.06307,32,0.74200,23,0.19786,33,0.90518,7,-1.5988,11,-1.0200
ENSG00000183023,SLC8A1,139,-1.5177,371,-0.0325,715,1.03929,391,0.05627,662,1.03974,192,-1.1113,275,-0.5839
ENSG00000162878,PKDCC,2,-2.5607,7,-0.9023,0,-3.9250,7,-1.0643,24,1.17057,11,-0.2746,21,0.95713
ENSG00000143924,EML4,21,0.42974,16,0.03033,22,0.53005,11,-0.5923,28,1.04512,12,-0.5150,10,-0.8301
ENSG00000115944,COX7A2L,81,-1.2480,111,-0.7712,183,-0.0033,200,0.14678,166,-0.1704,198,0.13269,233,0.48021
ENSG00000057935,MTA3,15,-1.1086,19,-0.8108,34,0.08143,33,0.01357,29,-0.1715,44,0.53856,36,0.21266
ENSG00000152518,ZFP36L2,83,2.06667,40,0.75634,20,-0.2953,2,-3.6132,6,-2.0588,55,1.52998,9,-1.6819
ENSG00000138036,DYNC2LI1,20,-0.6553,14,-1.1768,12,-1.4034,25,-0.3058,58,1.20332,26,-0.2620,34,0.19380
ENSG00000138095,LRPPRC,62,-0.9135,79,-0.5438,65,-0.8395,118,0.09695,118,0.08575,102,-0.1633,154,0.65424
ENSG00000138032,PPM1B,78,-0.0319,53,-0.6240,88,0.15123,75,-0.1104,88,0.16763,88,0.15661,80,-0.0083
ENSG00000138078,PREPL,228,-1.9996,626,-0.4876,644,-0.4462,971,0.21703,1059,0.37400,553,-0.7305,1209,0.70651
ENSG00000171132,PRKCE,63,-1.5600,178,0.02184,194,0.15550,160,-0.1546,297,0.96887,142,-0.3586,158,-0.1986
ENSG00000116016,EPAS1,53,0.09673,120,1.44714,36,-0.5259,14,-2.0163,20,-1.4476,106,1.43773,37,-0.5395
ENSG00000250565,ATP6V1E2,18,0.41655,19,0.51838,8,-0.7600,11,-0.3967,15,0.12068,19,0.58566,10,-0.5611
ENSG00000119729,RHOQ,94,0.08942,177,1.12706,100,0.19692,49,-0.9573,47,-1.0334,113,0.43182,91,0.05274
ENSG00000151665,PIGF,11,-0.2652,19,0.61808,1,-3.0901,7,-0.8740,18,0.52348,14,0.17777,15,0.29670
ENSG00000119878,CRIPT,93,0.37840,60,-0.2954,84,0.23245,71,-0.0452,72,-0.0194,73,0.00528,68,-0.1217
ENSG00000171150,SOCS5,23,-0.7558,32,-0.2800,28,-0.4581,24,-0.7387,37,-0.0411,37,-0.0389,59,0.90603
ENSG00000180398,MCFD2,82,-0.2837,80,-0.3194,93,-0.0911,126,0.43844,88,-0.1905,131,0.51782,78,-0.4239
ENSG00000143933,CALM2,1636,-0.8023,2016,-0.4839,3098,0.18714,3160,0.24237,2496,-0.1675,2360,-0.2627,3416,0.43243
ENSG00000095002,MSH2,25,-0.7678,29,-0.5322,37,-0.1898,49,0.28305,43,0.06766,18,-1.2988,62,0.83051
ENSG00000184261,KCNK12,4,-2.3990,34,0.60079,8,-1.5534,11,-1.1307,6,-1.9425,47,1.35329,33,0.75814
ENSG00000116062,MSH6,49,1.13091,30,0.31291,11,-1.1756,25,0.01813,30,0.33906,10,-1.4364,25,0.03572
ENSG00000138081,FBXO11,60,-1.0007,72,-0.7427,81,-0.5625,204,1.04375,112,-0.0693,99,-0.2735,118,0.02312
ENSG00000170802,FOXN2,103,3.27529,10,-0.8813,4,-2.1933,4,-2.1850,12,-0.6149,15,-0.3502,12,-0.6812
ENSG00000162869,PPP1R21,56,-0.3010,50,-0.4721,51,-0.4606,133,1.25136,57,-0.3158,49,-0.5441,62,-0.1893
ENSG00000179915,NRXN1,319,-0.9846,627,0.05555,374,-0.7443,1037,0.99794,759,0.40176,404,-0.6751,514,-0.3044
ENSG00000115239,ASB3,35,-0.4793,50,0.08448,35,-0.4771,50,0.06675,54,0.21475,58,0.33776,43,-0.1891
ENSG00000068912,ERLEC1,128,-0.5245,89,-1.0835,134,-0.4537,300,0.93865,227,0.41011,87,-1.1946,194,0.14818
ENSG00000068878,PSME4,56,0.92082,17,-0.9291,18,-0.8897,15,-1.1802,65,1.35621,24,-0.4682,27,-0.2852
ENSG00000170634,ACYP2,97,-0.4662,68,-1.0085,81,-0.7486,91,-0.6141,80,-0.8183,187,0.63408,205,0.93600
ENSG00000115306,SPTBN1,1106,0.35685,1053,0.27750,1347,0.67826,864,-0.0392,855,-0.0563,875,-0.0170,637,-0.6006
ENSG00000214595,EML6,15,-0.7504,39,0.71887,11,-1.1611,13,-1.0093,42,0.97917,20,-0.3650,27,0.16426
ENSG00000115310,RTN4,2318,0.12096,1389,-0.6744,1848,-0.2348,3149,0.69322,2279,0.10375,1323,-0.8054,2238,0.07963
ENSG00000143947,RPS27A,1366,0.72465,793,-0.1473,1357,0.71282,667,-0.4516,359,-1.4396,1410,0.88409,690,-0.4331
ENSG00000085760,MTIF2,90,0.60368,66,0.09999,59,-0.0574,58,-0.1015,84,0.54906,31,-1.0898,59,-0.0771
ENSG00000115355,CCDC88A,2400,1.94878,1120,0.60266,774,0.00819,554,-0.5521,1254,0.89825,280,-1.6319,255,-1.8815
ENSG00000163001,CFAP36,123,-0.8283,288,0.50176,247,0.25567,270,0.44007,205,-0.0463,149,-0.5820,207,-0.0324
ENSG00000275052,PPP4R3B,112,0.41117,89,0.05063,101,0.24798,120,0.58712,95,0.17332,58,-0.6616,62,-0.5894
ENSG00000138035,PNPT1,57,0.84879,38,0.18277,40,0.28233,29,-0.2579,51,0.76777,16,-1.1738,25,-0.5307
ENSG00000115380,EFEMP1,41,0.00943,56,0.52264,37,-0.1476,5,-3.1898,18,-1.2751,127,2.43287,17,-1.4637
ENSG00000055813,CCDC85A,8,-3.1506,58,-0.2477,54,-0.3446,84,0.38370,64,-0.0954,55,-0.3537,96,0.70453
ENSG00000115392,FANCL,40,1.05046,4,-2.2490,9,-1.1452,23,0.20514,30,0.65931,17,-0.3193,18,-0.2599
ENSG00000119866,BCL11A,54,-1.0701,85,-0.3818,193,0.92385,67,-0.8015,209,1.22995,97,-0.2035,77,-0.6426
ENSG00000115421,PAPOLG,12,-0.7906,24,0.22271,16,-0.3962,16,-0.4399,27,0.45579,21,0.07965,22,0.15969
ENSG00000162929,KIAA1841,34,-0.3197,44,0.06938,14,-1.7005,43,0.00758,63,0.69854,26,-0.7971,51,0.37737
ENSG00000237651,C2orf74,74,-0.4038,88,-0.1415,141,0.61042,123,0.44039,66,-0.6277,91,-0.0872,96,0.00914
ENSG00000115464,USP34,178,0.55352,174,0.51443,74,-0.8090,136,0.13556,174,0.57361,101,-0.3747,88,-0.6532
ENSG00000082898,XPO1,117,0.33198,90,-0.0792,56,-0.8112,120,0.42401,101,0.11094,86,-0.1550,86,-0.1797
ENSG00000170264,FAM161A,62,0.54638,64,0.60189,37,-0.2653,39,-0.1940,76,0.99448,26,-0.8565,28,-0.8287
ENSG00000115484,CCT4,79,-0.8077,36,-1.9678,84,-0.7235,183,0.56275,118,-0.2090,112,-0.3075,194,0.76157
ENSG00000173163,COMMD1,24,-0.6411,24,-0.6162,42,0.23557,40,0.20215,30,-0.3031,34,-0.0802,44,0.40782
ENSG00000170340,B3GNT2,4,-2.3594,12,-1.0271,34,0.63065,25,0.13517,43,1.13158,9,-1.4590,24,0.10517
ENSG00000115504,EHBP1,87,-1.0671,295,0.85002,205,0.25693,196,0.20672,203,0.26507,128,-0.5240,151,-0.2728
ENSG00000143951,WDPCP,43,0.85084,20,-0.3478,39,0.70491,23,-0.1363,36,0.61287,15,-0.7953,17,-0.6832
ENSG00000014641,MDH1,97,-2.8699,208,-1.7535,215,-1.7028,830,0.40241,468,-0.5810,435,-0.7003,1317,1.57169
ENSG00000169764,UGP2,102,-1.7517,314,-0.0534,513,0.73659,372,0.23448,251,-0.4385,415,0.43413,299,-0.1598
ENSG00000197329,PELI1,20,0.30119,5,-1.8252,15,-0.1549,17,0.07156,30,1.08814,12,-0.5688,14,-0.3444
ENSG00000119862,LGALSL,17,-0.3303,15,-0.4941,2,-3.0231,21,-0.0262,28,0.49796,22,0.00898,27,0.42358
ENSG00000119844,AFTPH,61,-0.5056,70,-0.2913,57,-0.6097,104,0.36119,117,0.58265,52,-0.7888,93,0.19237
ENSG00000179833,SERTAD2,25,0.80810,19,0.34312,19,0.33949,18,0.26585,14,-0.0790,12,-0.3551,10,-0.7245
ENSG00000115902,SLC1A4,27,-1.3340,61,-0.0880,53,-0.3256,35,-1.0104,40,-0.8024,132,1.34627,75,0.28258
ENSG00000011523,CEP68,64,-0.1975,55,-0.4247,70,-0.0667,91,0.38916,98,0.52812,44,-0.8339,73,0.00739
ENSG00000138069,RAB1A,72,-0.9892,65,-1.1487,68,-1.0744,175,0.41365,123,-0.1961,170,0.36421,173,0.44216
ENSG00000138071,ACTR2,217,-0.8570,384,0.01921,301,-0.3575,502,0.49964,400,0.09418,318,-0.2996,403,0.11651
ENSG00000198369,SPRED2,9,-1.9826,33,-0.0734,35,0.03291,26,-0.4686,32,-0.1376,44,0.42107,44,0.50783
ENSG00000143971,ETAA1,32,1.08428,21,0.40724,14,-0.1624,22,0.54742,13,-0.3488,10,-0.7709,12,-0.5176
ENSG00000197223,C1D,27,-1.3442,37,-0.8369,56,-0.2278,102,0.82929,71,0.16100,68,0.07926,59,-0.1943
ENSG00000243667,WDR92,20,0.40756,15,-0.0182,8,-0.8799,20,0.50662,25,0.90445,7,-1.1022,11,-0.5632
ENSG00000221823,PPP3R1,49,-1.9778,114,-0.7126,163,-0.1670,275,0.75582,190,0.08020,186,0.04423,183,0.01548
ENSG00000119865,CNRIP1,64,-1.0691,47,-1.5296,97,-0.4347,172,0.51163,140,0.14031,132,0.03870,151,0.30727
ENSG00000169604,ANTXR1,33,0.71238,31,0.62124,34,0.75310,9,-1.3334,11,-1.0635,41,1.23678,11,-1.1121
ENSG00000198380,GFPT1,24,-1.1260,50,0.00100,56,0.17619,46,-0.1227,50,-0.0009,38,-0.4580,67,0.59342
ENSG00000169599,NFU1,19,-1.0185,20,-0.8832,19,-1.0194,52,0.62094,25,-0.5994,39,0.10312,50,0.61834
ENSG00000115977,AAK1,68,-2.3001,319,0.01988,190,-0.7766,400,0.42119,350,0.18434,216,-0.6350,425,0.60603
ENSG00000196975,ANXA4,17,0.26873,10,-0.4959,13,-0.1269,3,-2.3396,16,0.18678,17,0.29152,20,0.65228
ENSG00000087338,GMCL1,22,-0.8883,38,-0.0702,39,-0.0042,41,0.04915,56,0.62156,25,-0.7681,44,0.21194
ENSG00000124380,SNRNP27,177,0.26574,260,0.89085,168,0.18571,184,0.36600,161,0.12812,118,-0.4045,88,-0.9408
ENSG00000059728,MXD1,15,0.18352,12,-0.1466,12,-0.1782,14,0.05195,12,-0.2448,12,-0.1690,16,0.28625
ENSG00000179818,PCBP1-AS1,18,0.42876,19,0.46736,8,-0.8434,12,-0.2344,21,0.68927,14,0.04749,9,-0.6959
ENSG00000169564,PCBP1,191,-0.5344,136,-1.0519,217,-0.3414,263,-0.0444,271,0.00689,264,-0.0359,366,0.62157
ENSG00000116001,TIA1,74,0.76346,29,-0.7171,34,-0.4573,47,0.03645,67,0.67887,35,-0.4356,39,-0.3242
ENSG00000116005,PCYOX1,103,-0.3551,132,0.02397,131,0.01536,131,0.02021,151,0.26025,99,-0.4557,143,0.19181
ENSG00000143977,SNRPG,42,-0.1313,65,0.54979,30,-0.6300,47,0.03959,17,-1.5785,60,0.47357,55,0.36125
ENSG00000035141,FAM136A,16,-0.9634,21,-0.6002,17,-0.8771,11,-1.6678,31,0.04809,42,0.56553,48,0.95639
ENSG00000075340,ADD2,57,-1.6948,149,-0.2397,232,0.45905,238,0.56017,213,0.35963,142,-0.3479,155,-0.2211
ENSG00000144043,TEX261,18,-0.2022,13,-0.6626,5,-1.9314,17,-0.2447,25,0.34721,25,0.35315,24,0.35198
ENSG00000124357,NAGK,44,0.30664,25,-0.5671,32,-0.1997,43,0.29356,30,-0.3238,28,-0.4028,44,0.37434
ENSG00000124383,MPHOSPH10,159,0.89758,87,-0.0684,73,-0.3450,126,0.57321,130,0.64286,41,-1.2772,60,-0.7535
ENSG00000124374,PAIP2B,320,2.60220,44,-0.8159,228,1.90101,35,-1.2219,33,-1.2980,42,-0.9298,27,-1.7084
ENSG00000075292,ZNF638,614,1.29511,396,0.55531,238,-0.2517,305,0.14852,445,0.84980,109,-1.5243,131,-1.3253
ENSG00000003137,CYP26B1,3,-2.8863,7,-1.6021,15,-0.5122,14,-0.6892,26,0.36609,21,0.00926,35,1.09564
ENSG00000144036,EXOC6B,96,0.92208,70,0.40196,48,-0.1808,55,0.00220,49,-0.1960,47,-0.2548,46,-0.3048
ENSG00000135638,EMX1,4,-2.7234,17,-0.5739,26,0.04844,27,0.09758,26,0.01207,24,-0.1001,35,0.63814
ENSG00000144040,SFXN5,35,-1.7204,220,1.14061,75,-0.5903,71,-0.7304,51,-1.2506,220,1.32413,101,-0.1545
ENSG00000135631,RAB11FIP5,7,-2.7420,24,-0.9818,14,-1.7109,24,-1.0191,41,-0.1800,59,0.46765,83,1.34812
ENSG00000272702,AC010913.1,9,-0.5465,16,0.36754,7,-0.7440,11,-0.2339,1,-3.0346,26,1.33687,14,0.22339
ENSG00000135632,SMYD5,10,-0.5714,7,-1.0367,3,-2.3452,13,-0.2343,19,0.43785,17,0.32424,19,0.52134
ENSG00000135617,PRADC1,13,-0.8914,15,-0.6670,15,-0.7447,26,0.15613,14,-0.8696,28,0.23714,36,0.85417
ENSG00000135624,CCT7,44,-1.3264,54,-1.0038,84,-0.3358,102,-0.0521,87,-0.3239,105,-0.0014,163,0.93029
ENSG00000163013,FBXO41,14,-2.4709,92,0.37704,78,0.10791,64,-0.2156,75,0.05587,105,0.66348,66,-0.1629
ENSG00000116127,ALMS1,38,1.12197,29,0.66687,23,0.27861,21,0.16551,32,0.94458,11,-0.9204,4,-2.5843
ENSG00000144034,TPRKB,19,-0.1905,18,-0.3208,6,-1.9167,21,-0.0932,18,-0.3513,24,0.15599,32,0.75003
ENSG00000144048,DUSP11,6,-1.7356,13,-0.6422,38,1.01099,24,0.34724,16,-0.3886,18,-0.1817,22,0.21026
ENSG00000124356,STAMBP,141,2.03547,59,0.50524,39,-0.1529,35,-0.3433,36,-0.2857,21,-1.1358,30,-0.6214
ENSG00000114956,DGUOK,23,-1.2744,28,-0.9916,56,0.03915,45,-0.3311,62,0.23478,58,0.10390,72,0.56349
ENSG00000163170,BOLA3,26,-1.4730,65,-0.1173,31,-1.2430,64,-0.1394,30,-1.3604,120,0.99629,96,0.64631
ENSG00000225439,BOLA3-AS1,11,-0.9039,36,0.94187,23,0.19155,13,-0.7206,22,0.18248,17,-0.2805,22,0.19617
ENSG00000114978,MOB1A,23,0.00968,15,-0.6371,25,0.17755,11,-1.1808,17,-0.4980,30,0.49186,31,0.64773
ENSG00000204843,DCTN1,199,-0.5000,163,-0.8096,228,-0.2940,350,0.42399,278,0.01879,252,-0.1499,318,0.28262
ENSG00000005448,WDR54,4,-2.4553,6,-1.9522,7,-1.8033,32,0.55092,22,-0.0747,14,-0.7838,42,1.26676
ENSG00000115274,INO80B,23,-0.3127,37,0.42325,35,0.34242,20,-0.5441,33,0.28125,26,-0.1093,28,-0.0212
ENSG00000239779,WBP1,57,0.25095,57,0.23099,73,0.63628,29,-0.8758,31,-0.7593,74,0.76183,44,-0.1994
ENSG00000115289,PCGF1,6,-1.2823,20,0.38116,28,0.94937,9,-0.8505,13,-0.3533,14,-0.2167,20,0.54196
