Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000164134,NAA15,82,-0.1845,71,-0.4084,52,-0.8796,117,0.37291,144,0.70682,89,-0.0512,146,0.73625,122,0.49684,78,-0.2635,38,-1.3210,47,-1.0155
ENSG00000273247,AC097376.3,1,-3.1223,5,-1.1853,3,-1.6336,19,0.90811,28,1.57148,11,0.12915,12,0.16164,3,-1.9745,22,1.17072,15,0.57136,4,-1.3444
ENSG00000172007,RAB33B,13,0.19708,10,-0.1657,21,0.96029,12,0.05540,10,-0.1349,11,-0.0475,7,-0.6614,11,0.00277,10,-0.1667,14,0.34629,5,-1.1898
ENSG00000145391,SETD7,23,-0.7909,44,0.23296,35,-0.1271,28,-0.4577,45,0.25913,31,-0.3660,24,-0.7003,61,0.82864,52,0.49362,38,-0.0228,24,-0.7017
ENSG00000153130,SCOC,263,0.05808,268,0.08828,373,0.61565,236,-0.1105,159,-0.7086,335,0.49270,198,-0.3782,250,-0.0184,166,-0.6445,182,-0.5055,274,0.12246
ENSG00000153132,CLGN,32,0.40828,13,-0.9456,16,-0.6160,27,0.16855,19,-0.3854,28,0.24925,54,1.27994,41,0.91414,6,-1.9811,4,-2.4534,8,-1.7054
ENSG00000179387,ELMOD2,13,0.02461,18,0.55007,15,0.22737,23,0.89372,9,-0.5730,6,-1.2524,12,-0.0667,14,0.13289,22,0.80804,7,-0.9479,10,-0.4487
ENSG00000109436,TBC1D9,92,0.16369,105,0.38367,129,0.70839,90,0.13835,53,-0.6806,83,0.01301,57,-0.5612,117,0.62127,23,-1.8773,49,-0.8050,73,-0.1794
ENSG00000170153,RNF150,28,-0.6891,74,0.82661,45,0.04593,68,0.69194,80,0.95888,38,-0.2440,48,0.15663,39,-0.1904,16,-1.4931,28,-0.6700,29,-0.6393
ENSG00000109445,ZNF330,17,-0.2101,18,-0.1325,35,0.90588,20,-0.0037,11,-0.7986,13,-0.6911,27,0.51446,28,0.60997,16,-0.3032,20,0.03146,9,-1.0736
ENSG00000109452,INPP4B,19,0.03379,11,-0.8238,9,-1.1755,24,0.35794,22,0.19285,20,0.07202,27,0.54512,10,-0.9800,45,1.38915,19,0.02895,11,-0.7695
ENSG00000170185,USP38,13,-0.1753,22,0.56713,21,0.48499,16,0.09430,24,0.70831,11,-0.4736,8,-0.9328,12,-0.4140,24,0.76133,13,-0.2058,9,-0.7706
ENSG00000109458,GAB1,24,0.31925,18,-0.1594,12,-0.7015,25,0.35128,55,1.69072,8,-1.3699,4,-2.3937,10,-1.1409,45,1.30947,17,-0.2448,22,0.15979
ENSG00000153147,SMARCA5,233,0.06093,181,-0.3283,91,-1.3680,184,-0.3016,355,0.73619,173,-0.4293,295,0.43546,321,0.63502,215,-0.0640,204,-0.1448,166,-0.4645
ENSG00000164161,HHIP,6,-2.7520,0,-5.6545,9,-2.2654,17,-1.3487,222,3.05645,65,0.79641,17,-1.3519,14,-1.6368,54,0.41021,0,-6.1042,54,0.41869
ENSG00000164163,ABCE1,53,0.18286,67,0.55040,53,0.16596,61,0.38874,69,0.59223,36,-0.4552,41,-0.2249,52,0.15562,27,-0.8672,26,-0.9314,44,-0.1092
ENSG00000164164,OTUD4,17,-1.0272,50,0.62116,13,-1.4093,49,0.58699,58,0.85107,39,0.24954,38,0.17802,23,-0.5972,30,-0.1801,38,0.19048,21,-0.7176
ENSG00000170365,SMAD1,25,-0.0291,31,0.28695,19,-0.4732,34,0.43362,37,0.59291,23,-0.1364,15,-0.7841,35,0.55083,27,0.06876,16,-0.7284,12,-1.1550
ENSG00000151612,ZNF827,32,-0.4793,56,0.39071,35,-0.3049,63,0.60294,74,0.85600,21,-1.1326,46,0.11006,51,0.27155,45,0.05710,37,-0.2400,30,-0.5532
ENSG00000164167,LSM6,27,0.23843,21,-0.1457,43,0.98236,19,-0.3199,22,-0.0526,14,-0.8057,13,-0.7929,24,0.05582,26,0.18342,23,0.00736,30,0.40429
ENSG00000164168,TMEM184C,25,0.37848,18,-0.1184,19,-0.0579,23,0.25539,35,0.91400,7,-1.6669,14,-0.5328,29,0.67954,33,0.82738,11,-0.7789,5,-1.9319
ENSG00000071205,ARHGAP10,34,0.86715,20,-0.0123,2,-3.3228,9,-1.1544,25,0.32616,1,-3.6848,4,-2.2824,22,0.17283,42,1.21499,54,1.64709,21,0.11635
ENSG00000151623,NR3C2,38,0.92096,48,1.31018,33,0.68294,12,-0.8865,13,-0.7085,5,-2.3016,9,-1.2182,21,-0.0303,20,-0.1401,31,0.56526,23,0.09008
ENSG00000170390,DCLK2,19,-1.0638,56,0.57302,28,-0.4967,55,0.51878,39,0.00596,33,-0.2812,19,-1.0648,33,-0.3084,107,1.65238,42,0.11596,12,-1.7098
ENSG00000198589,LRBA,11,-0.0482,21,1.03018,10,-0.1082,19,0.83919,9,-0.2646,6,-1.0473,8,-0.3890,9,-0.3516,12,0.13695,4,-1.5939,20,0.93456
ENSG00000145425,RPS3A,428,-0.7697,648,-0.1334,851,0.29382,388,-0.9158,533,-0.4348,653,-0.1330,566,-0.3424,641,-0.1641,656,-0.1164,1456,1.17611,1069,0.66047
ENSG00000109686,SH3D19,8,-0.5318,17,0.51875,6,-0.9253,16,0.41282,38,1.90966,7,-0.7342,15,0.33317,8,-0.6497,8,-0.5625,13,0.14916,3,-1.8167
ENSG00000059691,GATB,45,0.36915,105,1.81643,65,0.97072,34,-0.0609,19,-0.9028,12,-1.6573,23,-0.6499,35,-0.0073,14,-1.3777,43,0.31649,16,-1.1711
ENSG00000109670,FBXW7,1026,0.36304,719,-0.1952,504,-0.7377,1100,0.47430,763,-0.1025,1054,0.44953,1521,1.00671,853,0.07813,127,-2.7715,247,-1.8010,776,-0.0774
ENSG00000164144,ARFIP1,7,-0.8999,14,0.12712,8,-0.6841,16,0.32553,24,0.92669,6,-1.0725,7,-0.9612,15,0.26174,28,1.22788,11,-0.3107,11,-0.2061
ENSG00000109654,TRIM2,391,-0.0281,281,-0.5376,270,-0.5976,440,0.15747,681,0.86349,521,0.47210,393,-0.0199,447,0.20181,311,-0.3783,185,-1.1673,284,-0.5195
ENSG00000145428,RNF175,52,0.53012,77,1.19816,52,0.53305,70,1.02488,26,-0.5221,25,-0.6279,27,-0.4721,26,-0.5945,12,-1.6373,38,0.06703,23,-0.6981
ENSG00000171566,PLRG1,30,-0.1892,41,0.30913,24,-0.4976,53,0.72567,33,-0.0175,20,-0.7968,25,-0.4472,43,0.44599,22,-0.6349,51,0.65741,29,-0.2046
ENSG00000164114,MAP9,719,1.00721,273,-0.5287,248,-0.6796,435,0.18887,344,-0.1774,294,-0.4476,498,0.40572,651,0.94965,141,-1.5193,157,-1.3656,303,-0.3704
ENSG00000164116,GUCY1A1,34,-0.8781,35,-0.8375,56,-0.1373,46,-0.4549,50,-0.3040,73,0.29825,103,0.81480,73,0.30513,103,0.82229,26,-1.2958,53,-0.2416
ENSG00000260244,AC104083.1,20,-0.3795,15,-0.7635,37,0.61918,20,-0.3792,7,-1.8584,43,0.95513,37,0.60672,25,-0.0425,32,0.39378,9,-1.5162,15,-0.7701
ENSG00000061918,GUCY1B1,280,0.55099,237,0.28416,284,0.57282,153,-0.3956,116,-0.8116,235,0.29812,201,0.02320,240,0.33581,83,-1.3070,101,-1.0263,166,-0.2716
ENSG00000256043,CTSO,4,-1.5591,8,-0.7281,9,-0.5852,9,-0.5629,30,1.34031,6,-1.1132,7,-0.9758,10,-0.4995,42,1.92384,23,0.89522,6,-1.0855
ENSG00000109738,GLRB,156,0.51762,191,0.85196,242,1.25284,141,0.36088,57,-1.0238,122,0.14268,60,-0.9610,103,-0.1445,36,-1.7198,44,-1.4144,82,-0.4771
ENSG00000120251,GRIA2,398,-0.4681,1217,1.33440,310,-0.8489,1140,1.22033,499,-0.1189,379,-0.5814,704,0.42178,567,0.08835,246,-1.1936,331,-0.7486,268,-1.0658
ENSG00000164125,GASK1B,31,-0.3218,2,-3.8591,14,-1.4453,39,0.06002,43,0.18495,38,0.01728,37,-0.0495,20,-1.0249,161,2.53482,25,-0.6418,23,-0.7463
ENSG00000164124,TMEM144,34,-0.8241,3,-4.0736,32,-0.8940,25,-1.2951,298,2.94206,76,0.45377,9,-2.7211,18,-1.8195,110,1.01668,5,-3.6227,55,-0.1005
ENSG00000171509,RXFP1,16,-1.3247,0,-8.6847,34,-0.2490,87,1.24793,18,-1.2009,128,2.39303,47,0.25494,15,-1.5248,3,-3.4652,0,-7.6827,29,-0.5011
ENSG00000171503,ETFDH,20,0.73725,9,-0.3798,15,0.28982,33,1.61465,7,-0.7149,4,-1.6840,6,-1.0419,6,-1.0506,29,1.37634,11,-0.1875,8,-0.5299
ENSG00000171497,PPID,90,0.71883,58,0.01802,78,0.47845,55,-0.0749,56,-0.0365,55,-0.0660,69,0.28218,65,0.20608,27,-1.1066,41,-0.5195,32,-0.8729
ENSG00000052795,FNIP2,75,-0.0488,98,0.37554,42,-0.9203,85,0.15416,77,-0.0079,69,-0.1779,114,0.61900,93,0.31765,49,-0.6878,54,-0.5331,84,0.13820
ENSG00000109756,RAPGEF2,141,-0.0629,179,0.31099,102,-0.5593,148,0.01289,187,0.37968,113,-0.4328,213,0.59571,203,0.56917,69,-1.1499,100,-0.5805,136,-0.1129
ENSG00000168843,FSTL5,23,-0.7704,8,-2.2720,36,-0.0560,42,0.15040,11,-1.8744,55,0.66441,45,0.26849,57,0.72313,42,0.16650,44,0.23176,17,-1.2031
ENSG00000145414,NAF1,2,-2.3889,8,-0.1578,3,-1.6030,19,1.08975,9,-0.1355,13,0.57752,17,0.92346,10,0.15811,5,-0.7835,7,-0.4619,5,-0.8161
ENSG00000164128,NPY1R,2,-3.0893,30,0.90540,8,-1.1536,46,1.60091,20,0.23226,38,1.47053,9,-0.9288,4,-2.1551,10,-0.8630,8,-1.1963,7,-1.2814
ENSG00000198498,TMA16,40,0.63824,16,-0.7483,6,-2.2247,31,0.21706,43,0.72539,30,0.18652,32,0.28926,35,0.46851,25,-0.1324,14,-1.0018,12,-1.1776
ENSG00000145416,MARCH1,30,-1.0330,68,0.21630,27,-1.1771,74,0.35031,146,1.47572,43,-0.5348,107,0.94400,73,0.36265,15,-2.0451,29,-1.1084,44,-0.4711
ENSG00000170088,TMEM192,26,-0.3854,26,-0.3908,22,-0.6701,31,-0.1527,35,0.02760,35,0.03925,41,0.30065,46,0.50895,33,-0.0422,24,-0.5226,43,0.36178
ENSG00000109466,KLHL2,37,-1.1663,187,1.40228,81,0.02580,91,0.20232,110,0.51098,77,-0.0478,93,0.23783,51,-0.7194,23,-1.8254,87,0.13928,69,-0.2304
ENSG00000052802,MSMO1,125,0.48873,87,-0.0813,132,0.56883,98,0.09976,67,-0.4814,86,-0.1022,80,-0.2204,49,-1.0093,221,1.43922,56,-0.7637,58,-0.7114
ENSG00000109472,CPE,988,0.17945,871,-0.0177,725,-0.3017,688,-0.3830,782,-0.1866,876,-0.0110,643,-0.4870,603,-0.6288,2483,1.73090,885,0.00602,435,-1.0759
ENSG00000196104,SPOCK3,67,-0.2970,74,-0.1526,105,0.40373,47,-0.8308,175,1.24106,44,-0.9863,29,-1.5388,109,0.50708,106,0.41684,104,0.39375,44,-0.9243
ENSG00000129116,PALLD,11,-1.0107,12,-0.9172,5,-2.2125,13,-0.7577,29,0.42954,9,-1.3509,14,-0.7086,25,0.22295,82,2.27025,40,0.98288,9,-1.2336
ENSG00000145439,CBR4,26,0.27932,26,0.26326,25,0.21608,35,0.74825,27,0.35212,12,-0.9225,20,-0.0799,23,0.10693,22,0.01540,9,-1.2112,20,-0.0760
ENSG00000154447,SH3RF1,25,-0.5140,17,-1.0924,38,0.12340,26,-0.4627,35,0.00713,45,0.42509,27,-0.4011,44,0.41821,42,0.27818,23,-0.6269,44,0.34489
ENSG00000137601,NEK1,87,-0.0241,40,-1.1926,30,-1.6213,99,0.17985,155,0.89202,79,-0.1956,115,0.40449,114,0.44456,105,0.27018,56,-0.7072,78,-0.1934
ENSG00000109572,CLCN3,196,0.53899,119,-0.2444,127,-0.1434,145,0.06197,158,0.19143,120,-0.2586,185,0.44958,182,0.46891,109,-0.3743,82,-0.8121,87,-0.7145
ENSG00000056050,HPF1,86,0.38731,75,0.17764,75,0.17716,58,-0.2193,53,-0.3714,56,-0.2997,62,-0.1215,97,0.65144,40,-0.7876,40,-0.7717,76,0.20366
ENSG00000198948,MFAP3L,35,-0.0704,25,-0.5569,38,0.03774,27,-0.4628,57,0.70499,21,-0.9084,16,-1.2104,35,-0.0734,89,1.43903,42,0.19199,36,-0.0226
ENSG00000109576,AADAT,3,-1.5822,16,0.82331,8,-0.1077,20,1.26541,12,0.36696,7,-0.5038,4,-1.0221,9,-0.1130,7,-0.3844,8,-0.2249,10,0.15948
ENSG00000109586,GALNT7,2,-2.5578,6,-1.1341,18,0.38178,22,0.71037,10,-0.4246,10,-0.5198,11,-0.3229,17,0.38581,35,1.50802,4,-1.6664,16,0.22824
ENSG00000164104,HMGB2,28,-0.7299,35,-0.3764,26,-0.8440,32,-0.5151,55,0.32621,26,-0.8768,46,0.04887,78,0.99996,64,0.57817,57,0.37320,31,-0.5571
ENSG00000164105,SAP30,20,0.47416,18,0.27079,13,-0.1561,9,-0.6665,12,-0.3270,5,-1.7584,8,-0.8480,22,0.72140,29,1.09981,15,0.03317,13,-0.2113
ENSG00000164106,SCRG1,91,0.00814,53,-0.8332,82,-0.1592,20,-2.2235,50,-0.9030,15,-2.7775,16,-2.5342,73,-0.3694,423,2.73174,222,1.46868,48,-0.9540
ENSG00000164118,CEP44,1,-2.6079,13,0.31518,7,-0.6648,18,0.83547,21,1.06064,14,0.48641,6,-0.9399,8,-0.5179,11,-0.0091,9,-0.2209,9,-0.2713
ENSG00000145451,GLRA3,6,-1.7416,100,2.70678,18,-0.2517,23,0.10206,7,-1.7282,5,-2.0594,14,-0.6339,33,0.73053,4,-2.5449,24,0.19709,7,-1.6721
ENSG00000150625,GPM6A,848,-0.9390,2459,0.71986,1765,0.18679,1693,0.12103,1408,-0.1663,2238,0.63086,1771,0.19163,1299,-0.3150,1070,-0.5882,1236,-0.3672,1049,-0.6181
ENSG00000150627,WDR17,28,-0.7062,108,1.45634,41,-0.1109,109,1.46979,35,-0.3772,31,-0.5994,38,-0.2252,29,-0.6892,16,-1.5543,45,0.01817,38,-0.2521
ENSG00000129128,SPCS3,72,0.33232,83,0.55839,89,0.68088,73,0.35613,91,0.70940,35,-0.8033,65,0.16601,53,-0.1455,41,-0.5286,34,-0.8337,31,-0.9525
ENSG00000218336,TENM3,7,-2.7840,64,0.56422,40,-0.1546,63,0.54628,84,1.01931,51,0.23180,44,-0.0088,62,0.57799,10,-2.2618,20,-1.1775,21,-1.1094
ENSG00000129187,DCTD,25,0.02080,34,0.53020,30,0.34067,19,-0.4127,14,-0.8493,19,-0.4006,13,-0.9910,34,0.55609,14,-0.8432,39,0.73568,25,0.01316
ENSG00000151718,WWC2,18,-0.1019,20,0.03253,8,-1.3245,42,1.20641,33,0.82422,6,-1.8727,16,-0.2686,26,0.49041,24,0.31248,22,0.15636,8,-1.2824
ENSG00000168564,CDKN2AIP,14,0.09601,16,0.34365,7,-0.9130,12,-0.0453,18,0.48669,10,-0.3604,14,0.08378,12,-0.1199,19,0.63141,9,-0.4582,13,0.07828
ENSG00000168556,ING2,26,-0.5077,49,0.49769,19,-0.9746,29,-0.3155,64,0.92270,38,0.07726,33,-0.1344,51,0.60213,23,-0.6731,26,-0.5117,22,-0.7631
ENSG00000182552,RWDD4,11,-0.2188,18,0.49194,11,-0.2551,16,0.36776,11,-0.1830,14,0.17610,12,-0.0430,9,-0.5408,12,-0.0767,20,0.71188,8,-0.7292
ENSG00000168538,TRAPPC11,27,-0.1929,60,1.09567,53,0.90951,43,0.56221,32,0.11254,23,-0.4687,22,-0.4481,26,-0.2433,16,-0.9036,21,-0.5765,20,-0.6352
ENSG00000173320,STOX2,91,-0.5013,138,0.13674,84,-0.6278,147,0.24070,135,0.10243,126,-0.0016,153,0.30415,181,0.63216,84,-0.6303,78,-0.7469,119,-0.0961
ENSG00000168310,IRF2,12,-0.3432,6,-1.2727,9,-0.6633,15,0.03488,31,1.19539,9,-0.7819,7,-1.1228,8,-0.9166,41,1.64974,20,0.45336,17,0.17671
ENSG00000164305,CASP3,9,-0.3553,12,-0.0315,23,0.98901,11,-0.1446,26,1.24305,5,-1.4672,5,-1.2625,12,0.02672,24,1.05030,10,-0.2486,3,-1.8614
ENSG00000151726,ACSL1,22,-0.0997,21,-0.1349,19,-0.2748,21,-0.1706,28,0.28627,37,0.84952,10,-1.2775,15,-0.7378,46,1.10105,10,-1.1750,20,-0.2347
ENSG00000151729,SLC25A4,371,0.72024,424,0.94205,357,0.65631,194,-0.3023,107,-1.2051,183,-0.4213,154,-0.6514,306,0.45375,111,-1.1492,226,-0.0687,147,-0.7280
ENSG00000164323,CFAP97,26,-1.4484,49,-0.4730,27,-1.3430,55,-0.3032,117,0.88996,54,-0.3656,73,0.13812,115,0.96094,89,0.45017,68,0.01170,31,-1.1533
ENSG00000109762,SNX25,28,0.52900,20,-0.0266,33,0.77005,17,-0.2579,26,0.36345,18,-0.1644,24,0.26707,19,-0.0714,22,0.11543,9,-1.1286,8,-1.2929
ENSG00000186352,ANKRD37,11,0.20642,18,0.98024,23,1.32486,7,-0.5689,8,-0.3502,7,-0.5016,3,-1.6382,5,-1.0470,10,-0.0307,6,-0.7687,18,0.97845
ENSG00000109775,UFSP2,20,-0.6392,21,-0.5471,41,0.44131,27,-0.2128,39,0.38157,26,-0.2929,22,-0.4831,37,0.29712,54,0.88631,33,0.13342,17,-0.8818
ENSG00000168491,CCDC110,24,1.25334,9,-0.3584,2,-2.3792,20,0.90953,19,0.82937,15,0.53652,18,0.78838,8,-0.4677,3,-1.6617,0,-4.3210,1,-2.7049
ENSG00000154556,SORBS2,23,-2.0192,188,1.22303,29,-1.6561,237,1.62961,208,1.39436,55,-0.7679,73,-0.2905,66,-0.4809,43,-1.0906,62,-0.5378,45,-1.0342
ENSG00000109794,FAM149A,13,-0.6958,25,0.32383,22,0.13330,11,-0.8530,21,0.05825,14,-0.5994,14,-0.5352,21,0.10136,29,0.56619,32,0.70043,25,0.33465
ENSG00000145476,CYP4V2,14,0.25647,7,-0.7741,4,-1.4585,15,0.41688,22,1.01629,7,-0.7846,3,-1.9494,4,-1.5782,41,2.15060,16,0.52860,5,-1.0832
ENSG00000083857,FAT1,4,-1.8926,2,-2.4257,3,-2.2451,3,-2.2175,9,-0.6564,13,-0.1932,12,-0.2574,17,0.29756,74,2.94311,12,-0.2207,6,-1.1854
ENSG00000109536,FRG1,115,0.04272,91,-0.3154,63,-0.8685,125,0.17146,149,0.44986,127,0.21627,114,0.03191,141,0.40902,105,-0.1015,77,-0.5782,79,-0.5390
ENSG00000164366,CCDC127,38,0.65139,35,0.49892,28,0.14460,29,0.21042,34,0.46699,15,-0.8026,19,-0.4581,26,0.03335,18,-0.5055,23,-0.1286,22,-0.1784
ENSG00000073578,SDHA,177,0.88585,134,0.43148,160,0.72158,102,-0.0011,73,-0.5013,70,-0.6137,69,-0.5901,103,0.01961,100,-0.0335,73,-0.5126,89,-0.2032
ENSG00000249915,PDCD6,86,0.13903,113,0.57832,143,0.97043,76,-0.0492,40,-1.0330,65,-0.3053,51,-0.6513,74,-0.1040,63,-0.3414,89,0.19826,80,0.04064
ENSG00000221990,EXOC3-AS1,6,-0.8987,13,0.21868,13,0.15907,13,0.15676,8,-0.6151,11,-0.0478,24,1.14330,9,-0.3991,11,-0.0430,7,-0.6848,15,0.36255
ENSG00000180104,EXOC3,61,0.22571,62,0.25043,91,0.87448,44,-0.2790,47,-0.1699,50,-0.0764,47,-0.1592,52,-0.0288,32,-0.7467,51,-0.0299,44,-0.2683
ENSG00000171368,TPPP,258,-0.2014,242,-0.2998,363,0.33343,309,0.08081,359,0.31856,431,0.67967,307,0.06807,167,-0.9217,229,-0.3853,232,-0.3645,323,0.14997
ENSG00000206077,ZDHHC11B,5,-1.9518,25,0.38093,30,0.64656,62,1.89205,35,0.91011,14,-0.5269,8,-1.2969,9,-1.2660,16,-0.2814,3,-2.6190,26,0.43581
ENSG00000028310,BRD9,68,0.09522,79,0.32072,47,-0.4796,61,-0.0762,58,-0.1700,68,0.08689,96,0.63867,86,0.50759,41,-0.6653,49,-0.4289,29,-1.1965
ENSG00000049656,CLPTM1L,87,0.75800,93,0.87608,81,0.63910,60,0.15317,26,-1.1007,55,0.01700,37,-0.5757,43,-0.3856,29,-0.9249,40,-0.4577,54,0.00123
ENSG00000286388,AC026748.3,14,0.33003,9,-0.2784,18,0.77678,10,-0.1150,4,-1.4067,15,0.48618,9,-0.3571,9,-0.3806,9,-0.3536,4,-1.3148,19,0.89019
ENSG00000153395,LPCAT1,34,0.08692,55,0.86464,28,-0.1821,43,0.48678,32,0.01884,36,0.19988,18,-0.8721,19,-0.7991,49,0.67275,25,-0.3341,19,-0.7920
ENSG00000171421,MRPL36,31,0.44702,38,0.77067,36,0.67496,15,-0.6464,9,-1.4816,13,-0.9379,10,-1.2322,23,0.00045,37,0.73793,35,0.64660,19,-0.2777
ENSG00000145494,NDUFS6,130,-0.1442,163,0.21242,164,0.22291,93,-0.6488,145,0.02664,138,-0.0473,139,-0.0325,125,-0.2150,102,-0.5110,228,0.75546,158,0.16629
ENSG00000164151,ICE1,57,-0.6129,60,-0.5583,55,-0.6704,151,0.90381,115,0.46501,92,0.11700,171,1.11176,88,0.03470,47,-0.9022,37,-1.2606,63,-0.4805
ENSG00000133398,MED10,40,-0.3250,44,-0.1696,77,0.71924,51,0.07047,33,-0.5945,62,0.40453,48,-0.0247,50,0.03245,41,-0.2630,33,-0.5957,46,-0.1126
ENSG00000215218,UBE2QL1,107,-0.4103,166,0.26952,209,0.63504,156,0.16942,91,-0.6598,244,1.00785,121,-0.2215,118,-0.2842,54,-1.4327,72,-1.0115,119,-0.2530
ENSG00000037474,NSUN2,7,-0.6214,16,0.59898,10,-0.1447,27,1.48596,17,0.77560,4,-1.3883,14,0.45611,8,-0.3634,6,-0.8447,7,-0.6326,9,-0.2465
ENSG00000145545,SRD5A1,60,0.88397,26,-0.4131,48,0.51916,33,-0.0587,37,0.11092,33,-0.0906,30,-0.2372,26,-0.4880,22,-0.6501,21,-0.7189,54,0.70019
ENSG00000112941,TENT4A,24,-0.0398,28,0.18112,29,0.25382,41,0.82364,17,-0.5491,22,-0.1864,24,-0.0074,26,0.07691,13,-0.9256,23,-0.0938,24,-0.0146
ENSG00000078295,ADCY2,81,-0.5772,160,0.47310,119,0.01045,117,-0.0258,128,0.11368,108,-0.1640,118,-0.0093,132,0.18334,160,0.47411,108,-0.1429,71,-0.7734
ENSG00000215217,C5orf49,3,-1.7782,13,0.41726,15,0.56466,9,-0.1951,7,-0.6451,8,-0.4249,2,-2.0949,9,-0.1219,20,1.07583,20,1.02275,10,-0.0990
ENSG00000124275,MTRR,13,0.09796,14,0.18584,16,0.36956,36,1.72925,15,0.28707,8,-0.7867,11,-0.2570,5,-1.2664,13,0.03839,4,-1.7066,15,0.26506
ENSG00000247516,MIR4458HG,6,-1.3600,15,-0.0540,12,-0.3053,14,-0.0725,11,-0.5199,15,0.03627,17,0.16267,16,0.08944,20,0.42409,31,1.16512,8,-0.9946
ENSG00000112902,SEMA5A,21,-1.0784,9,-2.3549,8,-2.5161,28,-0.6887,93,1.20296,58,0.48046,23,-0.9799,26,-0.8435,180,2.44776,27,-0.7558,15,-1.5821
ENSG00000150756,ATPSCKMT,11,0.03189,10,-0.0823,18,0.87689,26,1.50873,12,0.17988,6,-0.8503,10,0.02064,5,-0.9725,9,-0.2258,5,-0.9359,10,-0.0341
ENSG00000150753,CCT5,120,0.49811,144,0.78674,141,0.75498,70,-0.3395,55,-0.7108,82,-0.1060,98,0.16556,85,-0.0530,55,-0.7171,57,-0.6628,66,-0.4337
ENSG00000164237,CMBL,13,-1.3935,32,-0.0197,30,-0.1131,31,-0.0697,38,0.26482,19,-0.8558,32,-0.0313,47,0.66566,40,0.33394,46,0.55897,26,-0.3279
ENSG00000145495,MARCH6,425,0.54628,366,0.30730,300,-0.0045,331,0.14613,233,-0.3956,286,-0.0882,373,0.33774,382,0.41544,169,-0.8852,186,-0.7391,196,-0.6595
ENSG00000164236,ANKRD33B,15,-1.1602,70,1.16826,22,-0.6149,60,0.91567,26,-0.3831,48,0.60289,27,-0.3575,28,-0.2806,12,-1.5520,28,-0.2687,26,-0.4150
ENSG00000112977,DAP,11,-0.5551,23,0.57099,13,-0.3302,10,-0.7195,12,-0.3846,13,-0.4012,5,-1.6139,6,-1.5795,40,1.46346,33,1.12988,25,0.70866
ENSG00000169862,CTNND2,286,-0.3380,269,-0.4314,294,-0.2961,233,-0.6501,458,0.40030,393,0.16943,332,-0.1088,310,-0.2314,480,0.47311,517,0.59517,351,-0.0229
ENSG00000038382,TRIO,84,0.44355,93,0.60407,66,0.06389,100,0.72372,75,0.27305,38,-0.8257,43,-0.5948,58,-0.1393,44,-0.5434,47,-0.4395,77,0.31963
ENSG00000154124,OTULIN,13,0.02005,7,-0.8864,9,-0.5442,5,-1.2983,20,0.68577,15,0.31675,6,-0.9806,14,0.21186,29,1.31923,8,-0.7069,9,-0.5433
ENSG00000154122,ANKH,148,0.41347,156,0.50046,160,0.54375,110,-0.0532,96,-0.2589,84,-0.5027,119,0.06781,97,-0.2747,90,-0.3532,115,0.01087,123,0.12800
ENSG00000173545,ZNF622,40,0.25927,41,0.28040,47,0.50261,32,-0.0850,39,0.22004,29,-0.2800,39,0.19382,40,0.28812,11,-1.6822,27,-0.3316,28,-0.2821
ENSG00000154153,RETREG1,184,0.19103,72,-1.2484,121,-0.4607,218,0.45625,164,0.01192,272,0.92372,314,1.05885,177,0.13647,38,-2.1705,12,-3.7751,99,-0.7611
ENSG00000145555,MYO10,39,-1.7042,16,-2.9740,22,-2.5235,23,-2.4722,236,1.07592,89,-0.5181,58,-1.1281,79,-0.7114,595,2.85493,154,0.36997,100,-0.3000
ENSG00000176788,BASP1,1625,0.24109,1349,-0.0513,1260,-0.1568,1429,0.03890,1055,-0.4309,1915,0.55965,2044,0.60894,1602,0.23971,334,-2.1505,808,-0.8359,1185,-0.2518
ENSG00000215196,BASP1-AS1,22,-0.1722,23,-0.1185,14,-0.8886,52,1.18904,37,0.61563,27,0.11062,28,0.15532,21,-0.2746,15,-0.8130,16,-0.7091,23,-0.1374
ENSG00000248455,LINC02217,18,-0.8556,30,-0.0695,66,1.20380,51,0.78874,15,-1.0485,40,0.42187,27,-0.2366,29,-0.1172,7,-2.0826,11,-1.5470,42,0.48251
ENSG00000145526,CDH18,97,1.01715,117,1.34223,38,-0.4629,84,0.77272,36,-0.5252,13,-2.0912,44,-0.2368,82,0.83328,6,-3.0675,26,-1.0204,29,-0.8593
ENSG00000154162,CDH12,17,-0.3986,51,1.33273,11,-1.0754,53,1.38111,37,0.79979,18,-0.3574,31,0.51518,16,-0.5345,3,-3.0269,9,-1.3931,12,-0.9672
ENSG00000286961,AC091938.1,10,-1.0640,55,1.68324,10,-0.9232,11,-0.8404,8,-1.2825,3,-2.8067,7,-1.4231,36,1.09659,7,-1.4220,60,1.86118,8,-1.2934
