Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000047365,ARAP2,59,-0.8688,54,-1.0617,147,0.55683,252,1.45578,88,-0.2791,137,0.54940,82,-0.3570,54,-0.9966,60,-0.8425
ENSG00000174145,NWD2,4,-2.0147,25,0.78649,20,0.33948,10,-0.6149,24,0.71248,16,-0.0115,6,-1.2757,6,-1.3519,14,-0.1404
ENSG00000065882,TBC1D1,18,-0.3859,28,0.32748,28,0.34175,35,0.68563,14,-0.7506,18,-0.3700,29,0.39738,29,0.37669,17,-0.4337
ENSG00000109787,KLF3,8,-1.3142,14,-0.5151,12,-0.6754,20,0.05748,18,-0.0924,19,-0.0325,33,0.89557,37,1.08524,17,-0.1832
ENSG00000109790,KLHL5,9,-1.8870,22,-0.6927,32,-0.1148,59,0.87716,55,0.84083,29,-0.2720,60,0.89740,19,-0.9014,22,-0.6352
ENSG00000157796,WDR19,5,-1.3586,18,0.56810,52,2.43773,20,0.68312,3,-1.8837,7,-0.9120,8,-0.5849,11,-0.2052,3,-1.8477
ENSG00000035928,RFC1,82,-0.7329,63,-1.1974,98,-0.4695,259,1.08302,123,-0.1195,203,0.87000,139,0.07925,92,-0.5528,68,-1.0068
ENSG00000163682,RPL9,556,-1.0048,1153,0.12487,607,-0.8708,897,-0.2764,978,-0.1564,958,-0.2071,1146,0.10465,1992,1.00036,1604,0.64200
ENSG00000121897,LIAS,16,-0.0082,11,-0.5660,14,-0.2381,26,0.70877,16,0.00660,23,0.63565,21,0.35469,5,-1.7744,7,-1.1661
ENSG00000163683,SMIM14,77,-0.8616,122,-0.1800,103,-0.4287,168,0.33239,143,0.08634,186,0.62513,85,-0.7144,99,-0.4902,145,0.10258
ENSG00000078140,UBE2K,192,0.31844,151,-0.0626,156,-0.0106,174,0.16289,142,-0.1700,190,0.37432,110,-0.5444,128,-0.3150,122,-0.3868
ENSG00000121892,PDS5A,32,-0.7970,44,-0.3169,93,0.87283,58,0.11089,65,0.33296,66,0.39721,36,-0.6057,28,-1.0007,35,-0.6488
ENSG00000078177,N4BP2,6,-1.7136,9,-1.1592,14,-0.5173,42,1.20258,11,-0.8719,29,0.77605,23,0.25564,38,1.01701,5,-2.0705
ENSG00000163697,APBB2,40,0.13009,41,0.16868,21,-0.8317,56,0.63832,31,-0.2860,31,-0.3135,53,0.55903,30,-0.3404,44,0.27974
ENSG00000154277,UCHL1,2154,1.13379,1784,0.92174,1157,0.12025,508,-1.1387,1121,0.07823,831,-0.4600,233,-2.2918,602,-0.8839,970,-0.1541
ENSG00000064042,LIMCH1,157,-0.6902,181,-0.5120,233,-0.0916,480,1.07473,218,-0.2129,314,0.46787,256,0.05912,203,-0.3051,141,-0.8546
ENSG00000109133,TMEM33,105,0.34622,112,0.48768,81,-0.0705,87,0.04644,107,0.40815,70,-0.3401,47,-0.9029,49,-0.8225,82,-0.0462
ENSG00000014824,SLC30A9,126,0.06752,153,0.40312,121,0.00364,124,0.03336,97,-0.3620,144,0.33409,65,-0.9363,98,-0.3331,107,-0.1902
ENSG00000124406,ATP8A1,87,-0.5897,177,0.56909,133,0.05887,180,0.54102,192,0.71622,94,-0.5470,70,-0.9185,76,-0.8045,98,-0.4111
ENSG00000183783,KCTD8,39,0.11889,47,0.45717,36,-0.0119,35,-0.0411,27,-0.4964,47,0.48622,10,-1.8460,31,-0.2329,32,-0.2127
ENSG00000151806,GUF1,26,-0.2346,27,-0.1724,42,0.51283,58,1.04680,35,0.22305,25,-0.3140,22,-0.4735,20,-0.6471,26,-0.2572
ENSG00000163281,GNPDA2,33,0.90225,29,0.78953,15,-0.3387,9,-1.0020,12,-0.6824,18,-0.0827,16,-0.2258,14,-0.3692,18,-0.0454
ENSG00000163285,GABRG1,12,-2.0187,20,-1.3362,23,-1.0171,44,-0.0513,45,-0.0265,52,0.22537,121,1.60505,62,0.46494,49,0.10370
ENSG00000260878,AC104072.1,47,0.71250,55,1.11823,29,-0.0627,23,-0.4128,13,-1.3154,23,-0.4394,37,0.34771,29,-0.0390,17,-0.8588
ENSG00000151834,GABRA2,67,-0.5337,91,-0.0616,101,0.10431,109,0.22361,56,-0.8485,130,0.62653,112,0.27140,121,0.38353,35,-1.5004
ENSG00000109158,GABRA4,89,-0.0099,112,0.38183,88,-0.0259,69,-0.4142,58,-0.7085,156,1.15413,17,-2.4279,45,-1.0492,50,-0.8881
ENSG00000163288,GABRB1,55,-0.6160,67,-0.3510,104,0.36083,111,0.45827,83,-0.0036,109,0.53974,93,0.17490,57,-0.5718,30,-1.5320
ENSG00000260918,AC107398.3,94,-0.2573,138,0.37610,126,0.20220,107,-0.0593,77,-0.6063,127,0.25612,124,0.16706,119,0.10243,64,-0.8484
ENSG00000169019,COMMD8,24,0.54202,29,1.00878,25,0.59780,5,-1.6576,7,-1.4108,13,-0.4678,15,-0.1661,27,0.75720,11,-0.6221
ENSG00000170448,NFXL1,12,-0.8918,8,-1.6566,40,0.93573,29,0.43109,21,-0.0823,28,0.46591,31,0.52084,14,-0.7197,20,-0.1575
ENSG00000109171,SLAIN2,21,-0.4412,18,-0.7658,28,-0.0561,47,0.79322,24,-0.2678,36,0.43453,19,-0.5908,33,0.22750,31,0.14150
ENSG00000075539,FRYL,59,0.07431,25,-1.2892,75,0.47125,191,2.08306,44,-0.3923,44,-0.4189,54,-0.0494,36,-0.6777,41,-0.4740
ENSG00000109180,OCIAD1,322,0.19750,449,0.81836,316,0.16538,202,-0.5230,263,-0.1280,299,0.09338,145,-1.0296,205,-0.4997,184,-0.6709
ENSG00000145247,OCIAD2,51,0.25918,51,0.28514,34,-0.3564,21,-1.0702,34,-0.3656,38,-0.1976,17,-1.3479,77,0.94300,71,0.81495
ENSG00000109184,DCUN1D4,62,0.34226,55,0.15514,68,0.49987,44,-0.2081,58,0.25777,44,-0.2125,24,-1.0851,45,-0.1473,46,-0.1165
ENSG00000163069,SGCB,52,-0.0722,58,0.09781,41,-0.4599,61,0.15635,81,0.67830,35,-0.7743,75,0.49625,43,-0.3917,59,0.10140
ENSG00000109189,USP46,107,-0.2966,127,-0.0366,82,-0.7063,137,0.08830,129,-0.0065,168,0.51366,122,-0.0898,98,-0.4265,121,-0.1074
ENSG00000226950,DANCR,13,-1.1264,37,0.44230,27,-0.0770,17,-0.7881,15,-1.0208,21,-0.4840,55,1.05351,52,0.96488,37,0.40967
ENSG00000184178,SCFD2,25,0.73889,16,0.10268,17,0.18821,14,-0.0919,17,0.19901,17,0.22136,2,-2.8282,8,-0.9658,14,-0.1243
ENSG00000145216,FIP1L1,45,-0.4953,46,-0.4935,60,-0.0408,95,0.67465,58,-0.1094,95,0.86080,38,-0.7576,37,-0.7585,37,-0.7677
ENSG00000072201,LNX1,73,0.13275,104,0.77593,79,0.26532,66,-0.0319,39,-0.8897,87,0.50791,10,-2.7876,65,-0.0366,32,-1.1164
ENSG00000134853,PDGFRA,5,-1.9360,11,-0.8413,11,-0.8536,32,0.78121,2,-3.3773,14,-0.5593,64,1.97369,57,1.75911,16,-0.2794
ENSG00000157404,KIT,2,-2.9228,12,-0.1933,2,-2.6668,8,-0.8673,3,-2.0993,19,0.63979,18,0.40732,51,2.15883,12,-0.2536
ENSG00000128039,SRD5A3,17,0.06946,26,0.79660,22,0.44506,8,-1.0299,23,0.56204,13,-0.4224,10,-0.7137,7,-1.1835,13,-0.3795
ENSG00000134851,TMEM165,40,0.11641,30,-0.3217,52,0.52581,108,1.78867,22,-0.8541,29,-0.4183,41,0.18017,10,-1.8872,37,-0.0094
ENSG00000134852,CLOCK,67,-0.8228,101,-0.2125,117,0.03547,128,0.16521,132,0.24704,151,0.53409,103,-0.1651,83,-0.4964,74,-0.6645
ENSG00000090989,EXOC1,100,0.35309,74,-0.1343,141,0.91326,96,0.29440,61,-0.4534,102,0.47834,53,-0.6172,36,-1.2018,36,-1.2063
ENSG00000174799,CEP135,5,-2.0948,4,-2.2723,19,-0.1003,35,0.89078,27,0.53242,30,0.80910,16,-0.3063,8,-1.3900,24,0.28062
ENSG00000157426,AASDH,19,0.09063,15,-0.2992,34,0.99658,34,0.98745,7,-1.4293,16,-0.1962,30,0.80748,12,-0.6288,13,-0.4841
ENSG00000128059,PPAT,11,-0.7093,22,0.30845,24,0.44145,12,-0.5520,15,-0.3165,24,0.58489,18,-0.0213,10,-0.8211,12,-0.5563
ENSG00000128050,PAICS,25,-0.3567,38,0.35173,25,-0.3513,19,-0.7377,19,-0.7478,23,-0.5588,73,1.38214,56,0.94351,23,-0.4312
ENSG00000174780,SRP72,108,-0.4183,137,-0.0579,129,-0.1488,166,0.24278,156,0.15820,192,0.59378,101,-0.5204,87,-0.7423,93,-0.6547
ENSG00000171476,HOPX,238,0.26326,466,1.59724,106,-0.9777,107,-0.9711,39,-2.5587,105,-1.1258,69,-1.6166,598,1.82514,177,-0.2008
ENSG00000084093,REST,6,-1.8911,1,-4.1036,7,-1.7048,70,1.93829,19,-0.2146,10,-1.2987,100,2.65864,20,-0.1612,12,-0.9161
ENSG00000047315,POLR2B,53,-0.1988,81,0.50040,74,0.30808,54,-0.1918,67,0.17117,66,0.15610,28,-1.1673,33,-0.9120,53,-0.2018
ENSG00000163453,IGFBP7,15,-1.7341,21,-1.3447,15,-1.7409,61,0.35091,15,-1.7882,14,-2.0192,262,3.07572,132,1.65163,31,-0.6844
ENSG00000150471,ADGRL3,61,-0.6592,96,0.03592,135,0.57830,121,0.40626,98,0.07625,101,0.13902,78,-0.2931,51,-0.9341,83,-0.1915
ENSG00000145242,EPHA5,12,-2.1571,52,0.04215,78,0.67672,82,0.75957,76,0.69882,58,0.22811,20,-1.4257,22,-1.2343,20,-1.4008
ENSG00000145241,CENPC,22,-1.4131,28,-1.1630,123,1.24665,127,1.29968,39,-0.6237,69,0.35721,69,0.28769,26,-1.1982,36,-0.7023
ENSG00000033178,UBA6,34,-0.0915,30,-0.3271,81,1.31481,53,0.60815,33,-0.1302,30,-0.3225,43,0.25632,15,-1.3534,27,-0.4258
ENSG00000248049,UBA6-AS1,12,0.09109,8,-0.5626,23,1.15598,18,0.79301,10,-0.1302,10,-0.2153,11,-0.0042,6,-0.8825,8,-0.4282
ENSG00000083896,YTHDC1,98,-1.2707,133,-0.8714,199,-0.2074,280,0.32928,258,0.22005,327,0.72977,290,0.38762,177,-0.3824,144,-0.7015
ENSG00000132467,UTP3,38,-0.3842,44,-0.2031,43,-0.2194,66,0.46701,45,-0.1429,72,0.74828,26,-0.9902,35,-0.5317,40,-0.3272
ENSG00000018189,RUFY3,596,0.50171,409,-0.1008,439,0.01668,447,0.04416,516,0.29936,523,0.35781,166,-1.4542,300,-0.5714,279,-0.6788
ENSG00000132463,GRSF1,198,0.87425,168,0.66877,116,0.01846,84,-0.4744,102,-0.1985,94,-0.3588,86,-0.4539,92,-0.3361,94,-0.3045
ENSG00000173542,MOB1B,15,-1.1329,54,0.89505,30,-0.1466,33,0.03288,23,-0.5978,36,0.18303,19,-0.7813,43,0.44490,22,-0.5825
ENSG00000156136,DCK,30,-0.2362,49,0.58289,28,-0.3686,10,-1.8581,50,0.60961,37,0.09932,18,-1.0369,34,-0.0698,29,-0.2898
ENSG00000080493,SLC4A4,36,-1.4952,21,-2.3619,34,-1.5860,165,0.83378,38,-1.4880,71,-0.5757,495,2.93105,186,1.03718,22,-2.2055
ENSG00000163626,COX18,9,-0.2953,18,0.81717,19,0.83988,12,0.18308,7,-0.6115,7,-0.7035,8,-0.4397,10,-0.1017,12,0.16978
ENSG00000132466,ANKRD17,252,0.01446,149,-0.8394,282,0.18985,359,0.57847,230,-0.1352,379,0.84808,149,-0.7936,137,-0.9131,168,-0.6117
ENSG00000163738,MTHFD2L,10,-0.1676,10,-0.0514,12,0.20344,20,0.99127,8,-0.4424,7,-0.7502,19,0.87280,6,-0.7742,15,0.47467
ENSG00000169116,PARM1,125,0.58312,126,0.66749,46,-0.9668,16,-2.5237,47,-0.9994,153,1.20722,34,-1.3995,33,-1.4589,64,-0.4595
ENSG00000163743,RCHY1,42,0.08282,47,0.26875,29,-0.5073,24,-0.7615,39,-0.0468,39,-0.0504,27,-0.6225,35,-0.1977,76,1.00884
ENSG00000138769,CDKL2,80,0.33348,64,-0.0053,93,0.57450,86,0.45560,55,-0.2567,77,0.33595,27,-1.2995,26,-1.3605,57,-0.1977
ENSG00000138757,G3BP2,373,0.18785,418,0.40973,318,-0.0618,270,-0.3106,360,0.14518,422,0.47758,115,-1.5964,150,-1.1994,249,-0.4372
ENSG00000138768,USO1,136,0.60738,80,-0.2408,106,0.21474,108,0.24853,71,-0.4279,130,0.66940,49,-0.9683,48,-0.9970,63,-0.5818
ENSG00000138744,NAAA,13,0.10238,17,0.57968,17,0.51976,20,0.80910,7,-0.9497,11,-0.1064,12,-0.0625,7,-0.8871,8,-0.6904
ENSG00000198301,SDAD1,122,0.31801,56,-0.9343,107,0.10051,135,0.47632,123,0.36122,146,0.75825,45,-1.2229,59,-0.8038,35,-1.5795
ENSG00000138750,NUP54,10,-0.5192,22,0.79631,27,1.03847,16,0.19552,5,-1.5870,5,-1.5369,19,0.41467,24,0.84452,17,0.26291
ENSG00000138760,SCARB2,135,0.25866,127,0.18627,125,0.14502,187,0.79136,90,-0.3866,96,-0.3224,134,0.25124,82,-0.5118,98,-0.2269
ENSG00000189157,FAM47E,12,-0.4241,29,1.03939,8,-1.0851,17,0.08874,9,-0.9851,14,-0.2713,14,-0.2357,25,0.71368,17,0.07611
ENSG00000138771,SHROOM3,14,0.72599,14,0.71206,4,-1.0187,4,-1.2978,1,-3.1947,11,0.39190,17,0.97234,11,0.24238,5,-0.8259
ENSG00000186212,SOWAHB,24,0.86073,23,0.90845,16,0.21882,1,-3.6748,11,-0.3223,13,-0.0613,1,-3.5576,9,-0.6771,20,0.60385
ENSG00000138758,SEPTIN11,249,-0.6611,243,-0.7458,471,0.32780,522,0.48961,458,0.31020,526,0.62828,266,-0.5624,292,-0.4161,197,-1.0104
ENSG00000118816,CCNI,1015,-0.4744,897,-0.7105,765,-0.9049,1233,-0.1761,1397,0.02014,1891,0.62287,763,-0.9075,1371,-0.0112,2541,0.98449
ENSG00000138764,CCNG2,14,-1.4697,47,0.43441,42,0.22277,43,0.25518,33,-0.1616,31,-0.3124,15,-1.2914,68,0.98075,41,0.17360
ENSG00000138767,CNOT6L,15,-1.1329,25,-0.3998,38,0.23149,48,0.62670,25,-0.4566,44,0.58742,25,-0.3855,38,0.25114,26,-0.3526
ENSG00000169288,MRPL1,159,0.72331,83,-0.3264,119,0.25701,99,-0.0328,100,-0.0097,130,0.48725,41,-1.3631,72,-0.5223,67,-0.6237
ENSG00000138759,FRAS1,4,-1.6903,19,0.75000,46,2.25372,10,-0.2966,9,-0.3805,5,-1.5364,8,-0.5961,3,-1.9066,16,0.45402
ENSG00000138756,BMP2K,21,-0.2159,11,-1.2836,32,0.47029,33,0.48154,17,-0.5998,18,-0.4592,79,1.99151,20,-0.2515,17,-0.5102
ENSG00000163291,PAQR3,22,0.06134,40,1.16763,28,0.44588,16,-0.4131,13,-0.7178,16,-0.4638,16,-0.3832,25,0.25438,11,-0.9812
ENSG00000152784,PRDM8,135,0.97827,113,0.77349,64,-0.2107,17,-2.1433,63,-0.2479,76,0.06878,39,-0.9469,26,-1.5743,91,0.33985
ENSG00000138670,RASGEF1B,13,0.49769,14,0.71382,11,0.19518,9,-0.1101,3,-1.8586,10,0.15644,5,-0.8878,8,-0.2186,12,0.38281
ENSG00000273156,AC124016.2,19,-0.9680,44,0.32870,24,-0.6331,25,-0.6092,32,-0.2517,43,0.31484,25,-0.5731,55,0.64482,47,0.38117
ENSG00000138668,HNRNPD,120,-0.6451,151,-0.3202,168,-0.1285,202,0.15976,177,-0.0586,219,0.34771,185,0.01624,186,0.02914,203,0.16223
ENSG00000152795,HNRNPDL,190,-0.7367,425,0.56741,511,0.81286,316,0.04353,244,-0.3899,290,-0.1075,305,-0.0113,216,-0.5430,253,-0.3042
ENSG00000145293,ENOPH1,74,-0.3362,140,0.74403,58,-0.7122,57,-0.7217,93,0.01662,83,-0.1968,106,0.22248,77,-0.2742,110,0.28659
ENSG00000249242,TMEM150C,121,0.90647,71,0.05090,93,0.48347,45,-0.6371,45,-0.6953,91,0.56290,53,-0.4095,31,-1.2179,44,-0.6768
ENSG00000145284,SCD5,254,-0.4986,338,-0.0676,273,-0.3894,460,0.42678,459,0.46689,263,-0.5194,620,0.91272,313,-0.1775,264,-0.4425
ENSG00000138674,SEC31A,109,0.67356,78,0.15024,90,0.36892,62,-0.2085,68,-0.0892,73,0.03702,67,-0.0975,40,-0.8793,49,-0.5617
ENSG00000251022,THAP9-AS1,8,-0.7215,20,0.78430,38,1.81678,15,0.28826,5,-1.3476,7,-0.9695,15,0.29404,6,-1.0161,10,-0.3265
ENSG00000189308,LIN54,15,0.11819,16,0.32493,15,0.11007,24,0.86786,4,-1.6996,19,0.68852,4,-1.5747,7,-1.0059,12,-0.1236
ENSG00000138663,COPS4,104,0.53515,117,0.81334,66,-0.1841,35,-1.1217,72,-0.0583,82,0.17339,32,-1.2805,58,-0.3870,49,-0.6514
ENSG00000163312,HELQ,7,-0.4231,9,-0.0381,10,0.11524,3,-1.4647,8,-0.1946,9,-0.1670,14,0.59290,19,1.13045,8,-0.2601
ENSG00000163319,MRPS18C,63,0.29448,63,0.32026,51,-0.0330,38,-0.4948,50,-0.0600,41,-0.4365,23,-1.2221,87,0.81742,67,0.39294
ENSG00000163624,CDS1,132,1.09985,81,0.32823,55,-0.3026,28,-1.3064,38,-0.8985,102,0.86692,33,-1.0662,28,-1.2809,46,-0.5805
ENSG00000163625,WDFY3,62,-0.0836,59,-0.1857,84,0.37714,116,0.90091,70,0.11440,56,-0.2820,74,0.18803,40,-0.7728,52,-0.3493
ENSG00000180769,WDFY3-AS2,5,-1.8122,8,-1.3315,18,-0.0823,16,-0.1984,10,-0.9066,16,-0.2899,65,2.11276,35,0.98762,18,-0.0069
ENSG00000109339,MAPK10,444,0.10659,465,0.19610,537,0.40715,408,-0.0256,351,-0.2806,531,0.48176,141,-1.6313,260,-0.7176,379,-0.1414
ENSG00000163629,PTPN13,4,-2.7373,23,-0.3486,22,-0.3582,72,1.54091,18,-0.6963,31,0.14362,60,1.21389,21,-0.4427,13,-1.1187
ENSG00000172493,AFF1,13,-0.6484,11,-0.9195,20,-0.0062,21,0.02666,21,0.01358,18,-0.2452,46,1.29041,25,0.33003,23,0.17095
ENSG00000145332,KLHL8,46,-0.0659,47,-0.0281,43,-0.1815,48,0.00117,41,-0.2822,74,0.85741,31,-0.6734,22,-1.1917,39,-0.3231
ENSG00000198189,HSD17B11,31,0.38555,34,0.59281,25,0.07663,24,-0.0134,23,-0.0920,19,-0.4558,27,0.18621,17,-0.5188,20,-0.3141
ENSG00000170502,NUDT9,61,0.64680,53,0.47232,38,-0.1183,22,-0.9570,33,-0.3212,45,0.21141,35,-0.2367,28,-0.5725,35,-0.2205
ENSG00000152583,SPARCL1,5869,0.32452,2727,-0.9171,3484,-0.4878,5538,0.23230,2995,-0.7681,6743,0.68713,11226,1.40443,2556,-0.9570,1762,-1.5126
ENSG00000152595,MEPE,5,-2.3021,23,-0.0805,13,-0.9362,7,-1.8158,46,1.17246,42,1.09929,4,-2.5741,0,-9.4461,24,-0.0199
ENSG00000118785,SPP1,57,-1.1681,58,-1.2103,50,-1.3398,562,2.71050,145,0.30086,40,-1.8623,237,1.06773,14,-3.2002,143,0.24136
ENSG00000118762,PKD2,7,-0.9237,11,-0.3334,52,2.20785,25,0.89859,3,-2.1363,10,-0.6623,23,0.80512,11,-0.3139,5,-1.4108
ENSG00000118777,ABCG2,4,-1.6381,4,-1.7595,2,-2.3501,45,2.25686,0,-5.1205,4,-1.5761,38,1.91409,31,1.55667,14,0.23896
ENSG00000163644,PPM1K,164,-0.5730,200,-0.2948,232,-0.0391,231,-0.0486,229,-0.0630,327,0.62644,288,0.30191,166,-0.5499,175,-0.4765
ENSG00000138642,HERC6,26,0.40121,24,0.29715,16,-0.4081,14,-0.5544,12,-0.8393,26,0.46105,21,0.06050,22,0.08695,16,-0.3927
ENSG00000145337,PYURF,69,-0.0692,117,0.85716,50,-0.5773,56,-0.4009,53,-0.5303,57,-0.4419,98,0.48188,94,0.40230,66,-0.1417
ENSG00000138641,HERC3,38,0.46140,43,0.71157,28,-0.0142,40,0.52770,22,-0.4025,26,-0.1432,15,-0.9366,18,-0.6512,21,-0.4493
ENSG00000177432,NAP1L5,466,0.58721,314,-0.0436,243,-0.4381,170,-0.9736,415,0.44283,412,0.47891,144,-1.2240,149,-1.1763,323,0.00410
ENSG00000138640,FAM13A,85,0.58173,62,0.07125,100,0.84674,43,-0.4893,31,-1.0245,76,0.49506,17,-1.8521,50,-0.2538,58,-0.0341
ENSG00000185477,GPRIN3,2,-3.5234,9,-1.3491,16,-0.4470,24,0.22477,47,1.48254,25,0.35049,25,0.26677,4,-2.3667,16,-0.4041
ENSG00000145335,SNCA,313,-0.3523,419,0.11178,379,-0.0531,247,-0.7123,788,1.29413,370,-0.1090,111,-1.8990,144,-1.5230,387,-0.0243
ENSG00000184305,CCSER1,7,-0.5871,5,-1.2805,35,1.93547,14,0.35073,4,-1.3474,17,0.91153,5,-1.1060,3,-1.9510,8,-0.5387
ENSG00000152208,GRID2,3,-1.8382,8,-0.6032,25,1.20068,45,2.24530,5,-1.2477,10,-0.2638,17,0.56503,6,-0.9701,0,-4.1140
ENSG00000163104,SMARCAD1,17,-0.6374,18,-0.6282,56,1.22537,30,0.19498,21,-0.3982,29,0.16170,30,0.20728,20,-0.4038,25,-0.0558
ENSG00000163110,PDLIM5,8,-2.4503,6,-2.9235,15,-1.5083,69,0.83678,23,-0.9186,20,-1.2570,236,3.22598,69,0.81935,20,-1.0774
ENSG00000182168,UNC5C,5,-1.3956,11,-0.2766,23,0.95494,30,1.38895,17,0.50294,10,-0.3513,9,-0.5342,5,-1.2292,6,-1.1340
ENSG00000138698,RAP1GDS1,273,1.40850,154,0.50163,104,-0.1593,89,-0.4008,77,-0.6646,110,-0.0907,67,-0.8419,59,-1.0234,118,0.03838
ENSG00000168785,TSPAN5,289,0.75479,179,-0.0078,195,0.12555,158,-0.2063,189,0.08182,217,0.35959,101,-0.8796,86,-1.1270,125,-0.5602
ENSG00000151247,EIF4E,104,0.01632,123,0.30456,94,-0.1418,83,-0.3279,92,-0.1766,104,0.02303,96,-0.1043,122,0.27398,94,-0.1303
ENSG00000164024,METAP1,44,0.68648,40,0.57919,39,0.48838,17,-0.7575,29,0.04546,19,-0.6817,18,-0.7075,19,-0.5908,37,0.41442
ENSG00000197894,ADH5,68,0.26002,66,0.25744,28,-1.1023,70,0.31799,53,-0.1356,41,-0.5826,90,0.72170,60,0.07916,66,0.22283
ENSG00000145331,TRMT10A,6,-0.7850,6,-0.8158,15,0.60283,14,0.53498,4,-1.3589,12,0.28798,17,0.84442,17,0.79387,6,-0.6781
ENSG00000109270,LAMTOR3,66,0.25709,77,0.55694,52,-0.1190,43,-0.3912,54,-0.0602,52,-0.1253,35,-0.7292,63,0.18615,50,-0.1753
ENSG00000164031,DNAJB14,195,-0.0487,202,0.00651,229,0.20504,219,0.13068,188,-0.1113,264,0.53305,84,-1.3145,98,-1.0961,217,0.12028
ENSG00000164032,H2AFZ,128,-0.2656,271,1.05359,118,-0.3876,71,-1.1483,130,-0.2636,154,0.02580,50,-1.6867,198,0.41597,147,-0.0544
ENSG00000138814,PPP3CA,796,-0.6352,1300,0.13383,1344,0.17413,1687,0.53737,1460,0.33664,1424,0.32546,392,-1.6946,862,-0.5137,762,-0.7017
ENSG00000254531,AP001816.1,20,-0.0959,27,0.39936,22,0.07219,18,-0.2716,29,0.52073,18,-0.2784,15,-0.5462,19,-0.1674,17,-0.3623
ENSG00000109320,NFKB1,11,-0.3402,16,0.18902,16,0.16054,17,0.32051,11,-0.4475,12,-0.2374,26,0.95089,10,-0.5203,13,-0.0827
ENSG00000109323,MANBA,7,-0.3513,9,0.02430,14,0.76790,11,0.39381,3,-1.5826,8,-0.1218,15,0.87855,8,-0.0653,9,0.05563
ENSG00000109332,UBE2D3,189,0.19931,230,0.56264,190,0.20097,135,-0.3254,155,-0.1288,150,-0.2006,110,-0.6411,143,-0.2415,185,0.15766
ENSG00000145354,CISD2,73,0.19993,88,0.55848,66,0.06331,35,-0.9198,49,-0.4233,71,0.20640,41,-0.6755,45,-0.5336,82,0.39230
ENSG00000164038,SLC9B2,23,0.17524,24,0.27968,27,0.39843,24,0.19652,14,-0.6694,25,0.33956,19,-0.1042,16,-0.3591,10,-1.1436
ENSG00000164039,BDH2,4,-1.9991,9,-1.0064,4,-2.1220,10,-0.7148,10,-0.8120,3,-2.4603,98,3.31319,40,1.45189,9,-0.8138
ENSG00000138778,CENPE,3,-1.8018,7,-0.8335,14,0.19300,26,1.15748,14,0.17986,22,1.11937,6,-1.1291,3,-2.1804,3,-2.0131
ENSG00000168772,CXXC4,22,-1.3274,36,-0.6451,62,0.21417,39,-0.4941,77,0.61224,90,1.03216,14,-2.0431,7,-2.8860,64,0.26474
ENSG00000168769,TET2,3,-2.5952,9,-1.2997,29,0.51423,56,1.65227,6,-1.8086,31,0.79675,32,0.70394,11,-0.9577,13,-0.6304
ENSG00000138777,PPA2,77,0.92649,54,0.40578,40,-0.0993,18,-1.2689,26,-0.8316,41,-0.0736,41,-0.0511,51,0.27497,46,0.11921
ENSG00000145348,TBCK,14,-0.7483,19,-0.3746,64,1.66119,49,1.17998,13,-0.9159,21,-0.1980,16,-0.5358,17,-0.4743,17,-0.4847
ENSG00000164022,AIMP1,43,-0.5570,40,-0.6985,54,-0.2008,101,0.79162,57,-0.1378,81,0.52747,76,0.33017,42,-0.5785,48,-0.3693
ENSG00000138801,PAPSS1,119,0.97246,80,0.36529,83,0.37732,55,-0.2682,67,0.06157,56,-0.2556,43,-0.6174,32,-1.0564,48,-0.4642
ENSG00000245293,AC096564.1,9,-1.2081,6,-1.8354,10,-1.0264,66,1.96450,43,1.36980,9,-1.2905,20,-0.0479,4,-2.2840,30,0.59294
ENSG00000155016,CYP2U1,5,-0.9195,9,-0.0951,16,0.83485,11,0.21887,3,-1.5953,6,-0.8769,35,2.15923,3,-1.5413,12,0.38696
ENSG00000138796,HADH,20,0.03133,28,0.68953,30,0.68259,14,-0.4444,9,-1.1584,10,-1.0707,42,1.26813,25,0.42796,12,-0.6375
ENSG00000109475,RPL34,551,-1.0138,918,-0.2575,482,-1.2152,911,-0.2488,1013,-0.0926,878,-0.3604,1351,0.36850,2292,1.24355,1824,0.85702
ENSG00000198856,OSTC,24,0.42413,26,0.57497,20,0.17027,9,-1.0243,9,-1.0854,21,0.23261,27,0.58207,16,-0.2080,10,-0.8744
ENSG00000164089,ETNPPL,3,-3.0805,6,-2.3006,8,-1.8923,57,1.03984,21,-0.5690,11,-1.5920,134,2.65584,85,1.75076,9,-1.7994
ENSG00000138802,SEC24B,31,0.45524,35,0.72094,31,0.41725,12,-0.9484,16,-0.6641,25,0.11097,22,-0.1208,17,-0.4872,15,-0.6503
ENSG00000123739,PLA2G12A,57,-0.2198,57,-0.2398,74,0.18517,71,0.11840,68,0.04955,74,0.21467,67,0.03169,54,-0.3160,62,-0.0934
