Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000145147,SLIT2,52,1.76181,7,-2.1105,26,-0.1435,5,-2.5458,10,-1.5336,4,-2.8066
ENSG00000163138,PACRGL,20,0.04315,19,-0.0715,24,0.37291,15,-0.4752,7,-1.5862,26,0.39628
ENSG00000185774,KCNIP4,114,0.88135,21,-2.0574,100,0.43423,5,-4.0665,31,-1.4364,76,-0.0904
ENSG00000280650,KCNIP4-IT1,23,-0.5068,0,-8.5917,5,-2.8799,6,-2.3834,17,-0.8113,190,3.85741
ENSG00000152990,ADGRA3,9,-1.9761,92,2.13336,25,-0.1650,21,-0.3531,13,-1.0579,60,1.31430
ENSG00000109819,PPARGC1A,72,1.54848,25,-0.7784,31,-0.5347,4,-3.2751,24,-0.8304,23,-0.9216
ENSG00000109606,DHX15,64,0.52149,41,-0.3711,41,-0.4320,63,0.32826,44,-0.2409,40,-0.3977
ENSG00000181982,CCDC149,24,0.24453,16,-0.4814,22,-0.0311,13,-0.8201,41,1.03177,9,-1.3538
ENSG00000053900,ANAPC4,24,0.43705,24,0.23017,11,-1.0802,16,-0.3549,24,0.29350,28,0.53419
ENSG00000250317,SMIM20,23,-0.7069,35,0.12790,60,1.42780,21,-0.6620,17,-1.0078,11,-1.5431
ENSG00000168214,RBPJ,130,-0.2028,83,-0.8356,85,-0.9475,443,1.96616,167,0.24435,103,-0.5121
ENSG00000109689,STIM2,44,0.59149,40,0.22387,17,-1.2607,35,0.03909,4,-3.1057,74,1.25597
ENSG00000169851,PCDH7,318,1.31198,80,-1.3744,153,-0.4749,30,-2.8078,102,-1.0089,222,0.19000
ENSG00000047365,ARAP2,74,-0.9643,144,0.31042,39,-1.9214,365,1.95789,213,0.96868,169,0.57432
ENSG00000181826,RELL1,12,-0.7769,25,0.60261,22,0.55486,27,0.69860,10,-0.8110,13,-0.4248
ENSG00000065882,TBC1D1,25,0.46398,40,1.09306,10,-1.2241,11,-0.9516,16,-0.3713,28,0.50351
ENSG00000109787,KLF3,23,-0.4345,44,0.70513,26,-0.1820,48,0.85522,8,-1.8494,42,0.63014
ENSG00000197712,FAM114A1,2,-2.8257,3,-2.3120,5,-1.5155,58,2.60514,59,2.63309,4,-1.7648
ENSG00000109790,KLHL5,33,-0.6007,62,0.53829,27,-0.8735,63,0.55528,101,1.36299,47,0.10152
ENSG00000157796,WDR19,26,0.44594,6,-1.7688,12,-1.0163,14,-0.6330,30,0.54381,46,1.22622
ENSG00000035928,RFC1,89,-0.7431,87,-0.5962,58,-1.3961,391,1.94812,206,0.78098,187,0.62578
ENSG00000163682,RPL9,695,-0.7468,1008,0.01986,1697,1.21122,971,-0.0392,690,-0.5730,411,-1.3590
ENSG00000121897,LIAS,23,0.32287,28,0.52279,11,-0.9997,24,0.29887,33,0.80274,9,-1.2054
ENSG00000163683,SMIM14,113,0.15616,78,-0.4774,99,-0.1300,157,0.64836,103,-0.0384,75,-0.5365
ENSG00000078140,UBE2K,153,0.55747,92,-0.4397,123,0.02385,52,-1.2981,89,-0.4907,124,0.03607
ENSG00000121892,PDS5A,59,0.03738,49,-0.2632,35,-0.9153,61,0.06843,87,0.66019,100,0.88850
ENSG00000163697,APBB2,47,0.04327,21,-1.1718,28,-0.9156,136,1.84224,29,-0.7375,51,0.16097
ENSG00000154277,UCHL1,1539,1.45382,302,-1.6926,857,-0.1328,108,-3.2046,328,-1.5714,622,-0.6054
ENSG00000064042,LIMCH1,237,-0.4876,206,-0.5726,163,-1.0925,723,1.50518,583,1.11667,322,0.12968
ENSG00000109133,TMEM33,100,0.73762,80,0.12069,60,-0.4036,84,0.18434,40,-0.9555,34,-1.1868
ENSG00000014824,SLC30A9,125,0.66274,54,-0.8839,115,0.38410,64,-0.6177,39,-1.3715,49,-1.0308
ENSG00000124406,ATP8A1,211,0.88285,93,-0.7442,94,-0.8647,203,0.49154,110,-0.4843,115,-0.4132
ENSG00000183783,KCTD8,48,1.41022,1,-4.3507,24,-0.3580,12,-1.3686,20,-0.5294,20,-0.5553
ENSG00000151806,GUF1,32,0.21265,37,0.33819,32,0.16664,20,-0.5820,14,-1.1378,28,-0.0683
ENSG00000163281,GNPDA2,21,-0.0778,23,0.07735,25,0.23007,13,-0.8231,8,-1.5629,40,0.94672
ENSG00000163285,GABRG1,67,-0.3471,220,1.76627,81,0.06774,48,-0.7520,18,-2.2118,66,-0.2639
ENSG00000260878,AC104072.1,33,0.13754,44,0.56081,51,1.09993,3,-3.3763,0,-5.1258,9,-1.8237
ENSG00000151834,GABRA2,100,0.21097,167,0.98031,112,0.40261,26,-1.9201,7,-3.7051,73,-0.3587
ENSG00000109158,GABRA4,108,1.51530,15,-2.1517,60,-0.0919,0,-6.3548,10,-2.7016,56,-0.1804
ENSG00000163288,GABRB1,58,-0.1073,113,1.01062,35,-1.0213,33,-0.9663,30,-1.0636,159,1.62258
ENSG00000260918,AC107398.3,125,0.03496,213,0.88913,133,0.14335,27,-2.2691,28,-2.2070,191,0.70391
ENSG00000169019,COMMD8,26,1.01776,9,-0.9613,17,-0.1017,7,-1.3269,8,-1.2092,15,-0.2818
ENSG00000170448,NFXL1,14,-0.2959,13,-0.3600,7,-1.3638,24,0.54700,26,0.68277,40,1.47175
ENSG00000109171,SLAIN2,25,-0.0504,40,0.74929,28,0.17518,19,-0.4620,27,0.12307,10,-1.3738
ENSG00000075539,FRYL,57,-1.1299,43,-1.3003,30,-2.0994,391,2.42529,210,1.20630,152,0.66118
ENSG00000109180,OCIAD1,361,0.70155,259,-0.0809,278,0.04108,154,-0.8832,107,-1.4311,199,-0.4926
ENSG00000145247,OCIAD2,42,0.12514,33,-0.2965,70,1.28393,10,-1.9825,0,-6.6268,16,-1.3485
ENSG00000109184,DCUN1D4,66,0.54691,23,-1.2605,47,-0.2215,33,-0.7037,61,0.24412,56,0.11715
ENSG00000163069,SGCB,62,-0.0196,64,0.03509,64,0.03833,98,0.72054,45,-0.5301,43,-0.5898
ENSG00000109189,USP46,121,0.35718,122,0.24290,110,0.10406,103,-0.0267,72,-0.5803,37,-1.5864
ENSG00000226950,DANCR,35,-0.3049,34,-0.2533,67,1.14662,21,-0.9724,31,-0.4094,15,-1.4976
ENSG00000145216,FIP1L1,62,0.04645,17,-1.9140,35,-1.0275,73,0.27918,103,0.84509,126,1.20319
ENSG00000072201,LNX1,70,1.02489,22,-1.1498,50,0.13797,2,-4.5787,21,-1.2202,42,-0.1661
ENSG00000134853,PDGFRA,14,-1.5481,63,1.07800,30,-0.1724,77,1.42092,61,1.02689,11,-1.5928
ENSG00000128039,SRD5A3,19,0.73944,4,-1.9297,14,0.01454,26,1.00288,3,-2.2139,3,-2.0603
ENSG00000134851,TMEM165,56,-1.2237,92,-0.1832,32,-2.0104,394,2.40257,236,1.38648,96,-0.1210
ENSG00000134852,CLOCK,89,0.23132,100,0.34887,71,-0.2255,57,-0.5217,41,-1.0395,116,0.59455
ENSG00000090989,EXOC1,100,0.48197,74,-0.1602,38,-1.3571,96,0.24813,64,-0.3872,153,1.02545
ENSG00000157426,AASDH,21,-0.6451,31,0.08954,18,-0.9046,54,0.99818,42,0.56835,56,1.07207
ENSG00000128059,PPAT,20,0.02928,12,-0.7461,13,-0.7527,18,-0.0904,13,-0.6251,53,1.71066
ENSG00000128050,PAICS,38,-0.3909,88,1.07740,42,-0.1630,48,0.06179,27,-0.8132,62,0.48770
ENSG00000174780,SRP72,156,0.44543,109,-0.2735,89,-0.7033,159,0.32425,143,0.15132,125,-0.0593
ENSG00000171476,HOPX,229,-0.6770,268,-0.2603,703,2.02885,22,-3.9316,71,-2.2650,97,-1.7968
ENSG00000084093,REST,8,-2.6512,40,0.17296,19,-1.1232,131,2.27773,79,1.30434,57,0.74829
ENSG00000047315,POLR2B,90,0.91255,93,0.63959,42,-0.7274,40,-0.6763,19,-1.7907,52,-0.2953
ENSG00000163453,IGFBP7,105,-1.0053,405,1.42638,267,0.94523,98,-0.8837,35,-2.3877,147,-0.2591
ENSG00000150471,ADGRL3,120,0.76137,110,0.35308,69,-0.4605,26,-1.8179,68,-0.4064,81,-0.1473
ENSG00000145242,EPHA5,59,1.60864,11,-1.6718,27,-0.4039,0,-5.8865,23,-0.5748,18,-0.9643
ENSG00000145241,CENPC,55,-0.5977,26,-1.5746,29,-1.6135,135,1.00404,163,1.34053,174,1.45460
ENSG00000033178,UBA6,39,0.00591,46,0.27053,16,-1.4953,65,0.84671,53,0.49322,58,0.63675
ENSG00000248049,UBA6-AS1,11,-0.6390,2,-2.4497,14,-0.0956,16,0.12951,24,0.76354,34,1.41117
ENSG00000083896,YTHDC1,175,-0.8304,158,-0.7870,139,-1.1462,520,1.13659,837,2.03143,250,-0.0744
ENSG00000132467,UTP3,43,0.53366,21,-0.7807,33,-0.1261,47,0.48436,17,-1.0684,26,-0.4478
ENSG00000018189,RUFY3,411,0.62106,213,-0.6317,251,-0.4539,416,0.42427,200,-0.7235,285,-0.1770
ENSG00000132463,GRSF1,146,0.68725,81,-0.4789,108,-0.0525,68,-0.7440,73,-0.6411,87,-0.3728
ENSG00000173542,MOB1B,24,-0.5031,51,0.84546,34,0.25127,20,-0.6059,22,-0.4977,42,0.50065
ENSG00000156136,DCK,46,1.05938,23,-0.4322,33,0.12827,25,-0.3325,1,-4.6399,6,-2.3557
ENSG00000080493,SLC4A4,58,-1.3916,344,1.84041,120,0.03446,84,-0.5241,77,-0.6725,203,0.88548
ENSG00000163626,COX18,15,-0.1090,6,-1.3210,19,0.48484,17,0.13835,14,-0.1523,15,-0.0280
ENSG00000132466,ANKRD17,197,-0.0720,150,-0.4776,117,-1.0010,276,0.49079,422,1.21413,250,0.32800
ENSG00000163738,MTHFD2L,13,-0.2528,17,0.21226,12,-0.3198,25,0.85406,7,-1.1734,24,0.76774
ENSG00000169116,PARM1,103,2.26447,1,-4.8811,38,-0.5315,0,-5.9667,18,-1.5826,13,-2.0420
ENSG00000163743,RCHY1,56,0.72690,27,-0.6418,53,0.50350,22,-0.9772,13,-1.6909,13,-1.7833
ENSG00000138769,CDKL2,66,0.73669,24,-1.0774,36,-0.5455,34,-0.5371,34,-0.5765,73,0.64563
ENSG00000138757,G3BP2,364,1.15323,104,-1.2618,213,-0.2024,102,-1.2836,127,-0.9601,172,-0.4968
ENSG00000138768,USO1,100,0.51343,61,-0.4325,61,-0.5314,99,0.32807,85,0.07557,61,-0.4341
ENSG00000198301,SDAD1,81,0.49559,55,-0.2774,37,-1.0302,65,-0.0186,64,-0.0438,104,0.75275
ENSG00000138750,NUP54,24,0.36415,13,-0.7092,17,-0.3610,30,0.62774,3,-2.6787,33,0.74289
ENSG00000138760,SCARB2,153,0.08366,146,-0.0211,96,-0.7955,380,1.60781,71,-1.1309,127,-0.2371
ENSG00000189157,FAM47E,17,0.06216,9,-0.9744,17,0.02255,20,0.28946,8,-0.9846,27,0.76271
ENSG00000138758,SEPTIN11,308,0.05223,294,-0.0372,215,-0.6297,213,-0.5375,519,0.89145,408,0.48980
ENSG00000118816,CCNI,1023,0.07234,892,-0.1648,1477,0.86903,655,-0.6449,394,-1.4144,436,-1.2621
ENSG00000138764,CCNG2,53,0.46234,65,0.62300,47,0.11753,15,-1.6136,14,-1.7535,37,-0.2732
ENSG00000138767,CNOT6L,35,0.15735,46,0.53913,30,-0.1988,35,0.09500,26,-0.3636,25,-0.4318
ENSG00000169288,MRPL1,127,0.60526,74,-0.4587,89,-0.2209,62,-0.7253,71,-0.5107,110,0.16932
ENSG00000138756,BMP2K,17,-0.9508,73,1.63309,24,-0.2493,28,0.01522,11,-1.3823,51,0.99864
ENSG00000163291,PAQR3,38,0.84887,24,-0.1841,22,-0.3482,27,0.03174,2,-3.7267,25,-0.1226
ENSG00000152784,PRDM8,114,1.45085,9,-2.9376,77,0.25021,15,-2.2539,3,-4.4418,32,-1.1243
ENSG00000273156,AC124016.2,37,0.24061,31,-0.1480,45,0.59967,5,-2.7176,21,-0.7527,30,-0.1851
ENSG00000138668,HNRNPD,152,0.01080,144,-0.0860,182,0.37503,134,-0.1889,115,-0.4263,119,-0.3786
ENSG00000152795,HNRNPDL,420,0.42131,272,-0.4054,288,-0.3824,388,0.15345,245,-0.5636,424,0.29712
ENSG00000145293,ENOPH1,154,0.52338,86,-0.5661,127,0.04391,158,0.38586,55,-1.2555,70,-0.8895
ENSG00000249242,TMEM150C,94,0.84284,69,0.03691,46,-0.7084,28,-1.3186,76,0.19396,54,-0.3455
ENSG00000145284,SCD5,373,-0.2865,786,1.01384,401,-0.1160,687,0.78269,160,-1.4915,350,-0.3070
ENSG00000138674,SEC31A,96,0.73615,60,-0.2758,63,-0.2378,54,-0.4338,28,-1.4257,71,-0.0167
ENSG00000251022,THAP9-AS1,14,-0.2813,9,-0.8244,10,-0.9030,16,-0.0221,8,-0.9736,59,2.24503
ENSG00000189308,LIN54,13,-0.4460,24,0.64712,17,0.04238,14,-0.2779,22,0.50346,16,-0.0133
ENSG00000138663,COPS4,65,0.46595,25,-1.1908,75,0.71148,23,-1.2716,8,-2.8714,49,-0.1395
ENSG00000163319,MRPS18C,62,0.28977,28,-1.0448,79,0.78763,38,-0.5720,22,-1.3970,30,-0.9277
ENSG00000163624,CDS1,94,1.75168,14,-1.9149,44,-0.3172,2,-4.5397,19,-1.5497,27,-1.0045
ENSG00000163625,WDFY3,71,0.06588,80,0.24057,51,-0.5587,105,0.68844,30,-1.2751,105,0.68704
ENSG00000180769,WDFY3-AS2,19,-0.9571,72,1.38470,39,0.45058,32,0.05073,13,-1.3314,33,0.06390
ENSG00000109339,MAPK10,514,0.77071,225,-0.8076,359,-0.1046,103,-1.9664,197,-1.0059,505,0.46573
ENSG00000163629,PTPN13,32,-0.6710,68,0.67980,32,-0.5807,89,1.14092,54,0.31227,52,0.24912
ENSG00000172493,AFF1,34,0.30771,54,0.94864,24,-0.4314,34,0.20858,10,-1.6701,24,-0.3591
ENSG00000145332,KLHL8,57,0.98046,15,-1.4236,34,-0.2744,21,-0.9117,18,-1.2039,45,0.23590
ENSG00000198189,HSD17B11,32,-0.1276,60,0.91346,39,0.25843,21,-0.7162,5,-2.6838,43,0.38812
ENSG00000170502,NUDT9,53,0.90249,33,-0.2061,33,-0.2348,24,-0.6493,5,-2.9012,36,-0.0346
ENSG00000152583,SPARCL1,5504,0.05119,11837,1.32133,4799,-0.2229,3383,-0.7224,1179,-2.2986,6390,0.27496
ENSG00000118785,SPP1,87,-1.2839,80,-1.1288,110,-0.7761,969,3.45981,52,-1.7859,63,-1.4840
ENSG00000118762,PKD2,22,-0.3497,15,-0.8350,16,-0.8989,33,0.38213,60,1.41354,41,0.75334
ENSG00000163644,PPM1K,254,0.14198,329,0.51780,208,-0.2589,226,-0.0875,170,-0.5275,258,0.12874
ENSG00000138642,HERC6,29,0.72603,33,0.66548,14,-0.7297,8,-1.3873,14,-0.6618,23,0.09495
ENSG00000145337,PYURF,74,0.12198,56,-0.3488,100,0.76622,74,0.07685,32,-1.1801,12,-2.5600
ENSG00000138641,HERC3,35,0.41086,23,-0.3466,29,0.01496,12,-1.3802,6,-2.2593,53,0.96291
ENSG00000177432,NAP1L5,334,1.69645,60,-1.7353,161,-0.2831,19,-3.3632,77,-1.3650,80,-1.3046
ENSG00000138640,FAM13A,84,0.98098,52,-0.1462,37,-0.8158,13,-2.1712,43,-0.4375,77,0.46079
ENSG00000145335,SNCA,434,1.03734,212,-0.4986,297,0.03141,69,-2.1817,130,-1.2419,176,-0.7826
ENSG00000163104,SMARCAD1,27,-0.2271,57,1.01336,18,-0.9225,30,-0.0006,28,-0.1189,55,0.96841
ENSG00000163110,PDLIM5,31,-1.6923,265,2.18703,79,0.06115,83,0.13033,31,-1.3587,101,0.44016
ENSG00000138696,BMPR1B,13,-2.0918,221,3.32725,32,-0.4222,22,-0.9135,5,-3.0855,44,0.15473
ENSG00000182168,UNC5C,14,-0.2203,23,0.61445,9,-0.9328,39,1.49158,18,0.21292,9,-0.9072
ENSG00000138698,RAP1GDS1,155,1.20134,32,-1.7062,89,-0.2049,116,0.25214,20,-2.3679,34,-1.6197
ENSG00000168785,TSPAN5,226,1.14750,81,-0.9145,110,-0.5396,116,-0.3676,70,-1.1442,114,-0.3951
ENSG00000151247,EIF4E,134,0.43092,86,-0.4133,117,0.08165,61,-0.9362,132,0.26447,66,-0.8083
ENSG00000164024,METAP1,41,0.97314,11,-1.3966,28,0.01768,12,-1.2936,16,-0.8717,21,-0.4426
ENSG00000197894,ADH5,68,0.03804,84,0.37550,84,0.49160,47,-0.5233,13,-2.4559,64,-0.0654
ENSG00000109270,LAMTOR3,81,0.71848,43,-0.5566,70,0.28924,23,-1.4424,34,-0.9148,34,-0.8772
ENSG00000164031,DNAJB14,244,1.20643,81,-1.0093,129,-0.3588,78,-1.0593,73,-1.1698,119,-0.4241
ENSG00000164032,H2AFZ,188,0.60541,90,-0.7590,220,0.87715,31,-2.3322,29,-2.4349,54,-1.5215
ENSG00000138814,PPP3CA,1352,0.63676,777,-0.4631,914,-0.2580,123,-3.1980,620,-0.8094,1821,0.91247
ENSG00000109320,NFKB1,12,-0.1514,17,0.41151,12,-0.1675,27,1.15749,4,-1.7231,12,-0.1856
ENSG00000109332,UBE2D3,173,0.11582,101,-0.7574,192,0.31156,142,-0.2335,122,-0.4723,179,0.12822
ENSG00000145354,CISD2,74,0.36478,48,-0.4376,91,0.76037,42,-0.6340,11,-2.5618,29,-1.2009
ENSG00000164038,SLC9B2,28,0.97291,12,-0.6593,14,-0.5784,10,-0.9827,19,-0.0123,15,-0.3508
ENSG00000164039,BDH2,20,-1.6461,139,1.81753,70,0.80840,60,0.34254,5,-3.1821,34,-0.5203
ENSG00000168772,CXXC4,62,0.96924,6,-2.9531,25,-0.9208,48,0.19375,47,0.14790,43,0.01060
ENSG00000168769,TET2,12,-0.9133,11,-0.8776,18,-0.1635,52,1.65305,5,-1.9337,43,1.32210
ENSG00000138777,PPA2,59,0.72702,30,-0.6036,48,0.20147,29,-0.6101,2,-4.2899,41,-0.1190
ENSG00000145348,TBCK,35,0.56270,8,-1.8081,22,-0.4548,24,-0.2099,18,-0.6972,50,0.95144
ENSG00000164022,AIMP1,53,-0.4449,33,-1.0471,40,-0.8864,166,1.56902,122,1.02187,66,0.01792
ENSG00000138801,PAPSS1,103,0.72656,46,-0.7853,55,-0.6322,100,0.42725,33,-1.3012,90,0.25825
ENSG00000245293,AC096564.1,10,-2.5098,38,-0.1647,9,-2.5360,187,2.76569,163,2.44582,4,-3.5074
ENSG00000138796,HADH,26,-0.3327,32,0.10767,42,0.66077,24,-0.3511,30,-0.0240,19,-0.7481
ENSG00000109475,RPL34,695,-1.1442,1192,-0.0510,2136,1.26014,1593,0.41448,1127,-0.1394,440,-1.5725
ENSG00000198856,OSTC,28,0.51551,18,-0.3865,27,0.34784,11,-1.1544,6,-2.0029,22,-0.0346
ENSG00000164089,ETNPPL,126,-1.4592,814,1.94365,395,0.85823,47,-2.5918,43,-2.7331,335,0.36796
ENSG00000138802,SEC24B,31,0.13505,25,-0.2742,28,-0.1135,27,-0.1159,24,-0.3402,40,0.48773
ENSG00000123739,PLA2G12A,59,0.06295,92,0.74625,46,-0.4276,90,0.72314,50,-0.2397,28,-1.0932
ENSG00000109534,GAR1,15,0.20526,8,-0.7192,18,0.58602,16,0.23266,4,-1.6363,7,-0.9535
ENSG00000170522,ELOVL6,43,0.76738,21,-0.5995,27,-0.3030,26,-0.3011,22,-0.5462,25,-0.3498
ENSG00000138660,AP1AR,62,0.46729,23,-1.2030,50,-0.0152,18,-1.5895,29,-0.8461,91,0.94610
ENSG00000174720,LARP7,131,-0.4014,150,-0.0759,103,-0.7892,335,1.25623,260,0.81701,157,-0.0078
ENSG00000145362,ANK2,1100,0.73587,603,-0.4818,717,-0.2594,386,-1.1596,654,-0.3566,828,0.01440
ENSG00000145349,CAMK2D,164,1.52338,94,-0.0363,53,-1.0695,22,-2.2071,64,-0.6172,58,-0.7651
ENSG00000174607,UGT8,11,-1.9584,23,-0.4638,7,-2.5311,222,4.16678,22,-0.5509,12,-1.3784
ENSG00000164100,NDST3,39,1.44400,6,-1.8738,23,0.00763,1,-4.0495,16,-0.5392,5,-2.2413
ENSG00000269893,SNHG8,64,-0.5953,69,-0.3266,161,1.50095,94,0.15647,15,-2.5708,18,-2.2919
ENSG00000145388,METTL14,21,-0.1251,7,-1.6950,16,-0.6396,44,1.09726,15,-0.6554,50,1.28820
ENSG00000172403,SYNPO2,60,0.23029,71,0.42055,22,-1.6013,29,-0.9664,82,0.67230,111,1.17789
ENSG00000145390,USP53,24,-0.7870,73,1.22388,32,-0.1840,40,0.21647,42,0.30653,38,0.14472
ENSG00000164096,C4orf3,156,-0.6722,277,0.40665,209,-0.0570,330,0.69402,381,0.93974,127,-0.8127
ENSG00000164111,ANXA5,25,-1.2591,118,1.53535,50,0.10295,99,1.22059,17,-1.5725,38,-0.3251
ENSG00000164112,TMEM155,91,1.49284,18,-1.6086,52,-0.0556,0,-6.4768,12,-2.1794,37,-0.5537
ENSG00000123737,EXOSC9,36,0.75052,8,-1.8051,17,-0.7858,39,0.62659,8,-1.6996,41,0.70021
ENSG00000138686,BBS7,59,1.28793,6,-2.5835,30,-0.3992,16,-1.2826,25,-0.6115,32,-0.2259
ENSG00000138688,KIAA1109,199,0.05826,171,-0.1955,113,-0.9855,288,0.64224,185,-0.0744,354,0.98978
ENSG00000138685,FGF2,28,-1.2930,211,2.46195,46,-0.3119,37,-0.5810,5,-3.3346,90,0.83280
ENSG00000151458,ANKRD50,33,1.03761,7,-1.6482,18,-0.3929,12,-0.9808,12,-0.8860,27,0.26940
ENSG00000164066,INTU,42,-0.5956,75,0.46195,37,-0.7479,61,0.12758,78,0.52317,123,1.30275
ENSG00000164070,HSPA4L,144,1.32675,58,-0.6545,73,-0.3855,24,-1.9735,26,-1.8489,75,-0.2748
ENSG00000164073,MFSD8,15,-0.3227,9,-1.0192,11,-0.7980,25,0.51084,8,-1.1119,59,2.05128
ENSG00000164074,ABHD18,15,-0.4527,31,0.85514,11,-0.8797,19,0.05727,32,0.90116,27,0.59679
ENSG00000138709,LARP1B,58,-0.5579,49,-0.6632,70,-0.1452,72,-0.0623,102,0.47990,165,1.30358
ENSG00000164040,PGRMC2,94,0.49914,45,-0.8199,89,0.29869,58,-0.4356,31,-1.3610,65,-0.2489
ENSG00000077684,JADE1,69,0.56103,52,-0.0580,47,-0.2757,50,-0.1214,49,-0.1787,32,-0.8350
ENSG00000151466,SCLT1,29,-1.0963,62,0.30731,46,-0.1892,75,0.61444,97,1.04593,72,0.54849
ENSG00000250241,AC105383.1,15,-0.1713,6,-1.4573,6,-1.5835,38,1.43031,22,0.48375,32,1.15441
ENSG00000138650,PCDH10,253,0.90056,90,-1.0495,102,-1.0139,157,-0.1956,163,-0.1331,230,0.41005
ENSG00000151012,SLC7A11,35,-1.4487,337,2.80741,51,-0.6826,36,-1.0801,32,-1.2835,115,0.71635
ENSG00000109381,ELF2,30,-0.6663,31,-0.4365,23,-1.0420,109,1.67832,52,0.39063,69,0.86468
ENSG00000109390,NDUFC1,137,-0.1723,96,-0.6699,291,1.60341,71,-1.1228,16,-3.3144,29,-2.4518
ENSG00000164134,NAA15,90,0.15921,58,-0.5846,44,-1.1655,139,0.81973,147,0.91443,89,0.08849
ENSG00000273247,AC097376.3,10,-0.9658,12,-0.4384,10,-0.9409,45,1.70950,44,1.66289,10,-0.7926
ENSG00000172007,RAB33B,16,0.56064,2,-2.2311,9,-0.6028,26,1.16489,4,-1.5073,15,0.25537
ENSG00000145391,SETD7,43,-0.2832,77,0.73482,45,-0.1565,93,1.05934,35,-0.5049,25,-0.9948
ENSG00000153130,SCOC,305,0.89328,147,-0.5921,222,0.05692,167,-0.3954,84,-1.4387,85,-1.4187
ENSG00000109436,TBC1D9,92,1.19419,17,-1.8710,63,0.11883,2,-4.9089,40,-0.5987,34,-0.8625
ENSG00000170153,RNF150,62,0.54501,26,-1.0027,38,-0.4877,12,-2.1064,80,0.78114,64,0.41250
ENSG00000109445,ZNF330,24,0.13473,9,-1.3895,15,-0.7534,22,-0.0540,21,-0.1390,58,1.53468
ENSG00000170185,USP38,23,0.53468,18,-0.0799,14,-0.5228,23,0.35795,5,-1.9824,24,0.38376
ENSG00000109458,GAB1,29,-0.9111,68,0.67011,20,-1.4519,168,2.35322,64,0.55876,21,-1.1698
ENSG00000153147,SMARCA5,184,-0.0950,158,-0.3034,120,-0.8746,431,1.35121,265,0.51998,165,-0.2405
ENSG00000164161,HHIP,16,-1.6507,47,0.32654,10,-2.1628,234,3.61065,22,-0.8203,22,-0.8123
ENSG00000164163,ABCE1,66,0.79590,37,-0.4205,37,-0.4930,62,0.39680,26,-0.9395,30,-0.7484
ENSG00000164164,OTUD4,38,0.17435,20,-0.8808,17,-1.3293,51,0.58010,51,0.56629,66,1.00943
ENSG00000170365,SMAD1,34,-0.3908,94,1.41575,23,-1.0090,40,-0.0097,45,0.18523,61,0.65891
ENSG00000151612,ZNF827,55,0.04848,63,0.25986,26,-1.3169,53,-0.0282,65,0.29516,114,1.25051
ENSG00000164167,LSM6,29,0.15870,32,0.27163,43,0.98524,13,-1.1563,2,-3.4433,7,-1.9803
ENSG00000164168,TMEM184C,19,-0.0349,18,-0.0472,16,-0.2874,20,0.08811,14,-0.4819,33,0.88374
ENSG00000071205,ARHGAP10,11,-0.9701,28,0.64375,28,0.90406,22,0.28938,10,-0.9784,14,-0.4214
ENSG00000151623,NR3C2,32,0.56935,28,0.13875,26,0.08829,10,-1.4454,7,-1.9674,27,0.09647
ENSG00000170390,DCLK2,55,-0.1975,116,1.08935,40,-0.7271,29,-1.0859,35,-0.8350,139,1.40362
ENSG00000198589,LRBA,11,-0.8079,10,-0.6953,12,-0.6480,16,-0.0291,52,1.94391,25,0.64910
ENSG00000145425,RPS3A,381,-1.0103,600,-0.0716,1159,1.43624,608,-0.0504,455,-0.5027,238,-1.4860
ENSG00000109686,SH3D19,17,-0.3500,16,-0.3913,13,-0.8089,40,1.10224,33,0.78177,27,0.44543
ENSG00000059691,GATB,54,1.04692,13,-1.5908,39,0.13825,26,-0.5385,2,-4.0096,25,-0.5550
ENSG00000109670,FBXW7,694,0.53522,351,-0.7185,395,-0.6470,126,-2.2500,786,0.55694,905,0.79309
ENSG00000164144,ARFIP1,22,0.28868,32,0.82835,16,-0.3650,25,0.42262,5,-1.8199,14,-0.4802
ENSG00000109654,TRIM2,401,0.17201,299,-0.3421,226,-0.9146,642,0.89359,445,0.28712,426,0.21320
ENSG00000145428,RNF175,57,1.89138,0,-5.2205,27,-0.2085,1,-4.5841,16,-0.9557,6,-2.3192
ENSG00000145423,SFRP2,2,-3.4420,72,2.60022,0,-5.5980,90,3.16412,13,-0.3960,4,-2.1812
ENSG00000171566,PLRG1,64,0.64212,43,-0.2102,42,-0.2768,44,-0.1735,18,-1.4756,52,0.09538
ENSG00000164114,MAP9,341,0.91634,122,-1.0334,169,-0.6507,148,-0.7378,209,-0.2066,277,0.23696
ENSG00000164116,GUCY1A1,44,0.89654,28,-0.1272,19,-0.9198,54,0.90879,14,-1.1794,12,-1.4676
ENSG00000260244,AC104083.1,35,1.34639,32,0.66917,13,-0.8173,11,-0.9520,0,-5.6872,10,-1.1225
ENSG00000061918,GUCY1B1,277,1.53055,47,-1.8716,122,-0.5255,17,-3.3256,77,-1.1313,161,-0.0081
ENSG00000256043,CTSO,14,-0.4602,40,1.43029,19,0.27195,23,0.50935,0,-4.6654,10,-0.8074
