Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000112078,KCTD20,51,0.00107,54,0.08302,44,-0.2417,49,-0.0610,53,0.07137,54,0.09837,73,0.57246,39,-0.4539
ENSG00000112081,SRSF3,138,0.14259,123,-0.0396,86,-0.5902,132,0.07361,118,-0.1147,128,0.02787,76,-0.7817,168,0.50621
ENSG00000124772,CPNE5,22,-1.7002,17,-2.0791,96,0.54879,107,0.82015,121,1.06562,48,-0.5917,14,-2.3346,59,-0.2562
ENSG00000137168,PPIL1,4,-2.0367,16,-0.0759,31,0.95814,17,0.02788,8,-1.1517,24,0.59310,16,-0.1073,19,0.20431
ENSG00000198663,C6orf89,97,0.24198,84,0.02086,69,-0.2857,89,0.10969,97,0.27330,67,-0.3705,95,0.20969,74,-0.2053
ENSG00000137409,MTCH1,203,-1.3015,182,-1.4617,328,-0.5797,584,0.35915,510,0.11771,478,0.00777,529,0.16620,665,0.60054
ENSG00000065491,TBC1D22B,2,-2.6991,6,-1.4375,16,0.02029,24,0.76992,15,-0.1105,16,-0.0073,17,0.13341,19,0.34048
ENSG00000112130,RNF8,51,-0.2134,59,0.01210,47,-0.3182,64,0.17332,78,0.52377,37,-0.7412,64,0.16345,59,0.02140
ENSG00000137200,CMTR1,14,-0.7563,19,-0.3415,16,-0.5672,23,0.01435,27,0.28074,21,-0.1355,27,0.22999,29,0.41300
ENSG00000198937,CCDC167,31,0.84379,11,-0.7475,21,0.20081,10,-0.9162,12,-0.6154,31,0.96919,17,-0.0648,15,-0.2835
ENSG00000156639,ZFAND3,49,0.82373,23,-0.3883,45,0.67733,14,-1.2061,18,-0.7698,45,0.77950,9,-1.6891,35,0.33796
ENSG00000183826,BTBD9,21,-1.0390,48,0.22646,29,-0.5630,41,-0.0201,41,-0.0350,51,0.36241,48,0.22236,43,0.08551
ENSG00000124767,GLO1,111,-0.5084,120,-0.3887,163,0.09369,169,0.16064,125,-0.3438,165,0.12219,174,0.19907,179,0.27150
ENSG00000146122,DAAM2,254,3.19693,37,-0.3424,78,0.84124,5,-3.3263,13,-1.9931,51,0.17880,6,-2.9484,20,-1.3071
ENSG00000124596,OARD1,32,0.32380,27,0.05686,19,-0.5085,34,0.47328,15,-0.9096,24,-0.1635,24,-0.1179,33,0.40212
ENSG00000137166,FOXP4,6,-1.1655,9,-0.6082,9,-0.5746,7,-0.9469,26,1.21951,15,0.15413,6,-1.1955,17,0.45597
ENSG00000214736,TOMM6,53,-0.9446,65,-0.6344,99,0.03095,110,0.21881,54,-0.9634,136,0.59576,66,-0.5924,143,0.68875
ENSG00000112576,CCND3,32,-0.7372,37,-0.5062,39,-0.4165,66,0.45065,52,0.01999,62,0.32103,50,-0.0480,50,-0.0663
ENSG00000048544,MRPS10,28,-1.0179,35,-0.6715,63,0.24151,67,0.36342,66,0.34390,42,-0.4231,70,0.41120,52,-0.0569
ENSG00000124496,TRERF1,0,-5.5996,17,0.17953,1,-3.3721,27,1.07297,17,0.28132,8,-0.8939,17,0.19406,19,0.43665
ENSG00000024048,UBR2,50,0.37735,46,0.24795,21,-0.9143,33,-0.2758,59,0.73348,28,-0.5633,45,0.20449,34,-0.2312
ENSG00000124659,TBCC,5,-2.0906,8,-1.3543,10,-1.1643,13,-0.7278,20,-0.0824,20,-0.0575,29,0.49473,46,1.51939
ENSG00000112624,BICRAL,18,-0.4049,26,0.20351,11,-1.0471,27,0.29643,28,0.35004,18,-0.3941,14,-0.7940,30,0.46733
ENSG00000146223,RPL7L1,207,0.12070,171,-0.1813,265,0.51275,303,0.82865,184,-0.0747,145,-0.4687,143,-0.4601,128,-0.6788
ENSG00000137161,CNPY3,22,0.10543,8,-1.2802,27,0.43522,23,0.20714,17,-0.3368,24,0.29750,8,-1.3546,26,0.40569
ENSG00000124587,PEX6,28,0.44459,14,-0.5779,5,-2.1609,16,-0.4579,15,-0.5168,33,0.83056,23,0.14818,26,0.40134
ENSG00000112640,PPP2R5D,21,-1.3957,36,-0.5981,25,-1.0988,47,-0.1912,51,-0.0659,61,0.25292,87,0.81579,73,0.57352
ENSG00000124733,MEA1,44,-0.7773,52,-0.5028,36,-1.0513,80,0.17073,52,-0.5489,91,0.40543,71,-0.0343,110,0.75499
ENSG00000124702,KLHDC3,47,-2.5207,170,-0.6009,187,-0.4604,273,0.14273,229,-0.1600,302,0.31999,233,-0.1209,387,0.78474
ENSG00000124541,RRP36,10,-1.2747,18,-0.5061,29,0.24749,27,0.15592,18,-0.4678,24,-0.0241,25,0.03840,37,0.72085
ENSG00000137171,KLC4,9,-0.8047,19,0.24402,5,-1.5822,9,-0.8265,16,-0.0268,21,0.44916,10,-0.6204,28,1.01691
ENSG00000112651,MRPL2,19,-1.0388,25,-0.6823,7,-2.5412,34,-0.2027,31,-0.3707,43,0.20072,62,0.76974,66,0.99880
ENSG00000112658,SRF,5,-1.4414,13,-0.2525,24,0.75107,12,-0.3036,13,-0.1527,20,0.48671,9,-0.6934,18,0.32160
ENSG00000112659,CUL9,15,-0.3174,12,-0.5852,8,-1.2727,21,0.25438,22,0.28531,17,-0.1297,8,-1.1702,28,0.78771
ENSG00000112667,DNPH1,24,-0.7625,41,0.05105,22,-0.8759,31,-0.4453,20,-1.0910,75,1.17578,18,-1.2179,61,0.76105
ENSG00000146216,TTBK1,9,-0.8355,22,0.45205,1,-3.8411,13,-0.3224,19,0.24942,23,0.60593,9,-0.8727,22,0.52930
ENSG00000171467,ZNF318,60,0.65506,68,0.85868,17,-1.3050,32,-0.3811,61,0.74153,28,-0.6083,46,0.20015,25,-0.7926
ENSG00000204052,LRRC73,6,-2.0698,8,-1.7128,7,-1.9515,46,1.03793,18,-0.5692,21,-0.3496,22,-0.2563,49,1.18492
ENSG00000137207,YIPF3,49,-0.3475,21,-1.6344,30,-1.0703,52,-0.2805,69,0.21295,65,0.11257,77,0.36253,93,0.74751
ENSG00000124571,XPO5,17,-0.0102,9,-0.9389,6,-1.4738,12,-0.5944,31,1.11971,11,-0.7642,20,0.27708,22,0.46002
ENSG00000096080,MRPS18A,27,-0.1844,17,-0.8439,16,-0.9721,22,-0.5353,20,-0.6660,46,0.74981,39,0.39095,44,0.67510
ENSG00000112715,VEGFA,38,0.50136,40,0.62028,11,-1.4154,13,-1.2372,19,-0.5899,43,0.80775,35,0.36449,28,0.04293
ENSG00000180992,MRPL14,22,-0.7289,14,-1.3831,33,-0.1243,43,0.30592,23,-0.7469,41,0.25964,32,-0.1870,57,0.85385
ENSG00000137216,TMEM63B,4,-3.1960,40,0.06800,5,-2.8875,32,-0.2872,48,0.39595,26,-0.6433,76,1.09950,62,0.85267
ENSG00000112759,SLC29A1,0,-4.4466,8,-1.2141,3,-2.5594,21,0.15608,30,0.82692,14,-0.4608,25,0.41595,31,0.84124
ENSG00000096384,HSP90AB1,1713,-0.5180,2160,-0.1592,2901,0.30719,3308,0.58310,3185,0.51221,1247,-1.0713,3294,0.51242,1574,-0.6981
ENSG00000157593,SLC35B2,33,0.96508,12,-0.6371,5,-1.8883,10,-0.9557,8,-1.3073,18,-0.0547,30,0.76603,34,1.14375
ENSG00000178233,TMEM151B,18,-2.5793,106,0.06467,59,-0.8470,60,-0.8875,95,-0.1210,157,0.78691,103,0.01051,158,0.78849
ENSG00000124608,AARS2,16,0.01329,22,0.48664,26,0.81559,10,-0.7514,10,-0.7173,15,-0.1036,21,0.44670,17,0.16570
ENSG00000096401,CDC5L,178,0.65719,147,0.34936,88,-0.4498,164,0.58479,147,0.37876,65,-0.9781,130,0.14375,62,-1.0542
ENSG00000001561,ENPP4,134,1.38823,28,-1.0677,24,-1.2994,52,-0.1904,82,0.62263,45,-0.4159,45,-0.3756,52,-0.1785
ENSG00000112796,ENPP5,16,-1.5598,17,-1.4926,34,-0.4538,65,0.65456,37,-0.3261,39,-0.2758,64,0.53726,66,0.66837
ENSG00000172348,RCAN2,108,-1.6435,143,-1.2251,103,-1.7106,282,-0.2105,213,-0.6734,273,-0.2612,984,1.92933,475,0.72356
ENSG00000153291,SLC25A27,50,0.25141,28,-0.6519,49,0.22679,62,0.66247,48,0.18529,25,-0.8904,24,-0.8959,47,0.15203
ENSG00000069122,ADGRF5,57,1.12066,80,1.70209,8,-1.8700,24,-0.2857,21,-0.5214,37,0.42382,12,-1.3253,12,-1.3527
ENSG00000146072,TNFRSF21,56,0.57175,13,-1.6433,19,-1.0735,26,-0.6892,52,0.50752,28,-0.5728,63,0.76023,53,0.55903
ENSG00000198087,CD2AP,33,1.26074,31,1.13762,16,0.05229,7,-1.1140,27,1.04308,9,-0.9053,6,-1.2914,5,-1.6583
ENSG00000146085,MMUT,57,-0.1458,91,0.58924,85,0.47797,47,-0.4946,65,0.07486,49,-0.4084,51,-0.3227,73,0.27049
ENSG00000031691,CENPQ,50,1.94282,20,0.33713,24,0.67008,15,-0.0479,17,0.10517,4,-2.0504,12,-0.4353,6,-1.5621
ENSG00000170915,PAQR8,261,1.46862,159,0.62656,95,-0.2002,25,-2.2817,60,-0.9594,170,0.83663,99,-0.1319,84,-0.4202
ENSG00000096092,TMEM14A,51,-1.4873,37,-1.9419,63,-1.1653,126,-0.1291,146,0.13557,127,-0.1170,244,0.95470,217,0.85972
ENSG00000170899,GSTA4,24,-1.4462,31,-1.0675,50,-0.3789,50,-0.3816,81,0.43947,59,-0.1153,93,0.61599,90,0.62891
ENSG00000112144,ICK,57,1.80900,16,-0.2634,20,0.04369,9,-1.2169,19,-0.0679,19,-0.0116,17,-0.1648,14,-0.5210
ENSG00000112146,FBXO9,105,-0.9871,185,-0.1270,140,-0.5610,291,0.66926,222,0.17882,174,-0.2386,220,0.14835,191,-0.0824
ENSG00000012660,ELOVL5,109,1.52211,34,-0.4007,31,-0.5069,12,-1.9868,29,-0.6887,73,0.94625,44,0.00622,39,-0.2015
ENSG00000001084,GCLC,74,1.22947,21,-0.7378,30,-0.2248,26,-0.4870,29,-0.3347,36,0.07445,39,0.16651,36,0.05598
ENSG00000146151,HMGCLL1,14,-0.6300,13,-0.7901,34,0.70555,10,-1.2995,30,0.55576,17,-0.3747,24,0.15960,31,0.63751
ENSG00000151914,DST,4288,2.08039,2245,0.90437,1212,-0.0940,1050,-0.3456,1462,0.22499,466,-1.6355,1195,-0.1161,270,-2.4598
ENSG00000151917,BEND6,80,-1.0267,181,0.22128,149,-0.0828,99,-0.7703,170,0.13936,167,0.11119,336,1.24913,133,-0.2778
ENSG00000168116,KIAA1586,35,-0.0748,27,-0.4532,23,-0.6732,75,1.35578,43,0.30706,17,-1.1824,41,0.16652,20,-0.9493
ENSG00000112200,ZNF451,105,1.00235,73,0.40407,35,-0.7165,46,-0.3265,76,0.52853,48,-0.2668,45,-0.3578,39,-0.6090
ENSG00000112210,RAB23,12,-0.3167,14,-0.1751,13,-0.2840,13,-0.2401,16,0.04419,15,-0.0047,24,0.70721,16,0.10243
ENSG00000272316,AL021368.2,65,2.38994,20,0.33435,3,-2.3388,4,-2.2108,42,1.87439,3,-2.6460,7,-1.2130,2,-3.0471
ENSG00000112232,KHDRBS2,11,-1.1901,46,1.01633,23,-0.0954,37,0.73842,39,0.81038,9,-1.5604,15,-0.7613,15,-0.7898
ENSG00000118482,PHF3,503,1.63763,353,1.01189,235,0.33752,211,0.18659,211,0.18455,69,-1.6311,100,-0.9765,52,-2.0483
ENSG00000230910,AL391807.1,27,-0.3956,24,-0.6155,6,-2.6121,20,-0.9007,70,1.28904,29,-0.3158,12,-1.5939,58,0.90149
ENSG00000135298,ADGRB3,61,-0.9395,81,-0.5224,79,-0.5662,144,0.41669,171,0.73909,87,-0.4414,120,0.09125,109,-0.0734
ENSG00000168216,LMBRD1,124,0.07534,66,-0.8929,93,-0.3636,84,-0.5611,154,0.47462,122,0.06370,127,0.12389,141,0.32246
ENSG00000082269,FAM135A,38,0.05159,25,-0.5641,40,0.14941,43,0.28284,48,0.46778,25,-0.6166,44,0.27157,30,-0.3242
ENSG00000154079,SDHAF4,11,-1.2001,19,-0.4692,16,-0.7241,27,0.06181,27,0.05285,34,0.46613,23,-0.1992,33,0.44320
ENSG00000112305,SMAP1,83,-0.7717,158,0.22284,101,-0.4772,146,0.10293,174,0.41524,96,-0.6000,223,0.77893,126,-0.1428
ENSG00000112309,B3GAT2,130,1.96941,16,-1.4045,97,1.42915,18,-1.2735,42,0.06021,32,-0.3923,10,-2.0262,25,-0.7759
ENSG00000119900,OGFRL1,302,0.94481,160,-0.0797,254,0.65736,170,0.01800,176,0.07160,172,0.03776,65,-1.4473,103,-0.8196
ENSG00000233237,LINC00472,12,-0.0714,44,2.09894,7,-0.9010,2,-2.9050,15,0.26621,20,0.83838,2,-2.5335,7,-0.9318
ENSG00000079841,RIMS1,189,-0.4054,383,0.71455,648,1.62980,199,-0.3598,270,0.16233,188,-0.4534,182,-0.4687,117,-1.2098
ENSG00000185760,KCNQ5,11,-3.6843,107,-0.3266,28,-2.3296,177,0.52011,148,0.19777,108,-0.3518,227,0.86972,175,0.49777
ENSG00000135314,KHDC1,3,-1.9453,4,-1.8808,23,0.81417,12,-0.2899,14,0.05987,18,0.39496,16,0.18859,17,0.32042
ENSG00000229852,AC019205.1,9,-1.0794,23,0.39617,43,1.45998,24,0.49405,19,0.12940,12,-0.5982,12,-0.5424,8,-1.2589
ENSG00000135297,MTO1,12,-0.4259,9,-0.7485,5,-1.6626,10,-0.7359,13,-0.2790,21,0.51744,18,0.20892,28,1.03726
ENSG00000156508,EEF1A1,3088,0.85450,2292,0.36450,2563,0.54556,1591,-0.2326,914,-1.1330,2521,0.58303,700,-1.4596,1590,-0.2338
ENSG00000119899,SLC17A5,25,0.37901,13,-0.6700,13,-0.6824,18,-0.2042,21,0.10088,17,-0.2373,38,1.03913,19,-0.0742
ENSG00000112695,COX7A2,174,-1.4062,342,-0.3799,400,-0.1403,470,0.12495,210,-1.2016,615,0.61324,346,-0.3642,698,0.85806
ENSG00000112697,TMEM30A,149,-0.5456,111,-0.9856,170,-0.3431,229,0.13628,259,0.35884,201,-0.0831,234,0.15769,248,0.27999
ENSG00000118407,FILIP1,129,1.02586,10,-2.7985,238,2.14962,26,-1.5680,191,2.09627,2,-4.9606,2,-5.1178,4,-4.2621
ENSG00000112701,SENP6,313,0.95022,292,0.83523,260,0.63894,176,0.01952,221,0.42261,90,-1.0855,112,-0.6767,70,-1.4746
ENSG00000196586,MYO6,434,2.29752,223,1.05577,85,-0.4990,42,-1.6488,124,0.10167,92,-0.4053,27,-2.1996,59,-1.1157
ENSG00000146247,PHIP,373,1.42527,246,0.71049,147,-0.1168,181,0.24123,210,0.50923,69,-1.3390,83,-0.9774,63,-1.4839
ENSG00000118418,HMGN3,106,0.31816,84,-0.0414,72,-0.2918,87,0.00219,81,-0.1166,126,0.67230,50,-0.8311,70,-0.3579
ENSG00000135338,LCA5,65,1.54670,29,0.18039,35,0.48886,16,-0.7179,33,0.43479,14,-0.9911,31,0.31828,10,-1.4285
ENSG00000198478,SH3BGRL2,12,-2.6945,69,-0.1657,71,-0.1165,53,-0.6184,82,0.12668,62,-0.3458,182,1.44050,94,0.37066
ENSG00000118402,ELOVL4,16,-2.3637,58,-0.4733,64,-0.3101,102,0.46892,122,0.79471,40,-1.0903,120,0.68202,78,-0.0138
ENSG00000083123,BCKDHB,22,0.28138,16,-0.2119,23,0.35492,17,-0.1483,15,-0.3872,22,0.32045,7,-1.4083,23,0.36763
ENSG00000005700,IBTK,120,0.99747,76,0.24602,51,-0.3784,73,0.18974,86,0.49457,38,-0.8734,53,-0.3205,44,-0.6674
ENSG00000146242,TPBG,0,-9.6741,16,-1.2256,0,-8.8079,27,-0.4499,8,-2.3437,33,-0.1136,162,2.74693,56,0.82528
ENSG00000083097,DOP1A,64,0.42519,30,-0.7694,46,-0.0894,52,0.08160,88,1.09180,28,-0.9249,31,-0.6856,41,-0.3028
ENSG00000013375,PGM3,54,1.21635,32,0.36849,12,-1.0963,15,-0.8572,35,0.57274,19,-0.4832,25,-0.0411,22,-0.2409
ENSG00000013392,RWDD2A,5,-2.1136,12,-0.9607,29,0.41561,15,-0.6468,28,0.38824,15,-0.6788,32,0.55150,37,0.94002
ENSG00000065833,ME1,26,-0.8599,50,0.12670,48,0.09339,42,-0.1431,45,-0.0176,59,0.46266,51,0.18473,40,-0.2313
ENSG00000065609,SNAP91,50,-2.6158,165,-0.8448,256,-0.1703,282,-0.0214,274,-0.0725,269,-0.1057,432,0.66590,438,0.77709
ENSG00000203877,RIPPLY2,6,-1.4786,6,-1.4753,3,-2.5395,23,0.59100,15,-0.2245,15,-0.2314,15,-0.1679,33,1.25605
ENSG00000065615,CYB5R4,9,-0.8650,11,-0.6196,14,-0.2925,18,0.08127,25,0.74050,12,-0.5994,17,-0.0045,20,0.34618
ENSG00000135324,MRAP2,15,-1.5635,4,-3.3548,48,0.20795,27,-0.7415,105,1.82419,17,-1.4531,22,-0.9590,59,0.59612
ENSG00000135315,CEP162,68,1.18394,66,1.11337,37,0.17120,23,-0.5907,63,1.20483,12,-1.5941,20,-0.7365,5,-2.9658
ENSG00000135318,NT5E,17,-0.0044,31,0.95355,11,-0.6305,5,-1.9187,4,-2.1300,47,2.06987,8,-1.1278,12,-0.5330
ENSG00000135317,SNX14,47,-0.3053,51,-0.1918,36,-0.6959,70,0.36649,65,0.22481,34,-0.8682,96,0.82771,59,0.05974
ENSG00000135316,SYNCRIP,171,0.60963,146,0.35552,97,-0.2858,139,0.29853,109,-0.1172,104,-0.1926,134,0.21714,75,-0.7394
ENSG00000203875,SNHG5,184,1.59910,72,0.02039,155,1.28639,36,-1.0887,51,-0.5515,86,0.33296,31,-1.2541,31,-1.3198
ENSG00000188994,ZNF292,387,1.11584,268,0.50109,137,-0.5507,236,0.33106,377,1.24011,79,-1.4591,74,-1.4867,49,-2.1938
ENSG00000111850,SMIM8,30,0.03005,37,0.38020,11,-1.4452,24,-0.3188,40,0.53556,28,-0.0861,41,0.54416,24,-0.3158
ENSG00000164414,SLC35A1,10,-1.5458,16,-0.9030,13,-1.1609,30,0.01391,35,0.29267,23,-0.4169,44,0.65691,47,0.84231
ENSG00000146282,RARS2,17,0.36305,6,-1.1262,5,-1.4908,16,0.28360,18,0.44264,13,-0.1083,15,0.17082,14,-0.0156
ENSG00000135336,ORC3,26,-0.3912,18,-0.9526,50,0.64310,30,-0.1971,39,0.27390,22,-0.7296,41,0.30878,43,0.44407
ENSG00000135334,AKIRIN2,40,-0.7105,62,-0.0337,77,0.30540,116,1.12667,46,-0.5332,53,-0.3187,43,-0.6136,55,-0.2362
ENSG00000118432,CNR1,6,-2.6911,21,-0.9434,10,-2.0711,79,1.32566,15,-1.5261,46,0.26511,13,-1.6172,71,1.08861
ENSG00000111880,RNGTT,25,0.13735,21,-0.0905,24,0.12574,30,0.50086,27,0.34201,15,-0.6053,18,-0.3180,18,-0.3798
ENSG00000146278,PNRC1,144,0.43207,126,0.22226,178,0.78154,117,0.10469,135,0.35794,88,-0.3677,81,-0.4685,54,-1.1466
ENSG00000154548,SRSF12,9,-1.0725,4,-2.2054,15,-0.3424,32,0.97584,10,-1.0453,19,0.04059,23,0.31718,26,0.57320
ENSG00000146281,PM20D2,11,-0.5075,18,0.30194,18,0.28887,12,-0.4380,25,0.91366,17,0.23276,5,-1.6799,11,-0.5665
ENSG00000198833,UBE2J1,53,0.89625,11,-1.4625,6,-2.2477,25,-0.2769,36,0.32189,31,0.06397,45,0.62188,30,0.00599
ENSG00000025039,RRAGD,52,0.45146,25,-0.6675,54,0.50458,58,0.71443,32,-0.3668,35,-0.2094,22,-0.8741,34,-0.2381
ENSG00000135299,ANKRD6,22,0.38855,6,-1.5284,9,-0.9028,23,0.47821,23,0.51218,12,-0.5332,7,-1.3874,23,0.51189
ENSG00000083099,LYRM2,120,0.38977,136,0.59156,102,0.12814,117,0.37931,103,0.15809,74,-0.3975,65,-0.5729,59,-0.7785
ENSG00000112159,MDN1,216,1.58655,121,0.58397,57,-0.5939,79,-0.0933,118,0.61951,39,-1.2553,73,-0.2142,33,-1.5033
ENSG00000118412,CASP8AP2,203,1.15466,161,0.75556,105,0.06865,132,0.48353,130,0.45903,47,-1.2298,80,-0.3423,19,-2.6002
ENSG00000135341,MAP3K7,47,0.09283,31,-0.5712,35,-0.3898,43,-0.0684,61,0.54902,33,-0.5096,62,0.52154,44,-0.0288
ENSG00000135333,EPHA7,3,-2.5275,16,-0.4403,35,0.81892,25,0.29391,45,1.46828,12,-0.8918,10,-1.1310,11,-0.9608
ENSG00000172469,MANEA,26,0.84287,3,-2.4100,13,-0.2600,27,0.98934,22,0.61792,11,-0.5758,8,-0.9943,8,-0.9910
ENSG00000172461,FUT9,212,-0.0255,174,-0.3300,398,1.00226,233,0.13782,346,0.87179,138,-0.7434,85,-1.4138,140,-0.7162
ENSG00000014123,UFL1,194,1.79035,72,0.10941,61,-0.1425,83,0.37327,69,0.05109,44,-0.7012,31,-1.1886,28,-1.4080
ENSG00000123545,NDUFAF4,20,-2.1538,61,-0.4811,60,-0.4978,110,0.49737,69,-0.3187,73,-0.2220,170,1.17983,91,0.16185
ENSG00000186231,KLHL32,64,2.04402,10,-1.0231,17,-0.1786,4,-2.2551,18,-0.1262,22,0.19413,16,-0.3026,19,-0.0679
ENSG00000184486,POU3F2,109,1.22655,117,1.35815,38,-0.4825,35,-0.6510,36,-0.6047,51,-0.0230,54,0.08854,28,-0.9692
ENSG00000112234,FBXL4,14,0.10428,8,-0.6604,11,-0.2976,13,-0.0696,16,0.33771,9,-0.5330,13,0.01259,17,0.49979
ENSG00000146267,FAXC,19,-1.8912,55,-0.3044,48,-0.5046,69,0.05941,88,0.49321,50,-0.4886,60,-0.1499,102,0.77270
ENSG00000132423,COQ3,7,-1.3163,17,-0.0362,2,-2.9727,24,0.58426,18,0.05356,11,-0.6957,26,0.65104,25,0.61508
ENSG00000132424,PNISR,674,1.29041,545,0.92378,78,-2.0655,202,-0.7056,661,1.47006,125,-1.4633,101,-1.6983,165,-1.0318
ENSG00000123552,USP45,8,-1.0303,26,0.68413,13,-0.3916,17,0.05570,11,-0.6840,17,0.02098,42,1.48696,11,-0.6861
ENSG00000112237,CCNC,18,-1.2661,18,-1.2738,20,-1.1157,56,0.53246,43,0.07995,40,-0.0528,48,0.24911,57,0.57100
ENSG00000112249,ASCC3,59,1.24774,47,0.85721,15,-0.8737,25,-0.1684,30,0.14008,25,-0.1545,22,-0.3587,14,-1.1325
ENSG00000164418,GRIK2,12,-1.5463,30,-0.2288,12,-1.6484,32,-0.1478,76,1.49040,26,-0.4714,24,-0.5611,36,0.06347
ENSG00000085382,HACE1,5,-2.5561,32,0.04608,27,-0.2306,43,0.55354,36,0.22924,23,-0.5333,39,0.32403,35,0.19821
ENSG00000132429,POPDC3,5,-2.0659,14,-0.6994,4,-2.3396,25,0.20999,23,0.04321,20,-0.1442,39,0.88761,34,0.75334
ENSG00000085377,PREP,7,-2.2752,11,-1.5515,16,-1.0049,35,0.18549,15,-1.1579,38,0.31722,80,1.52398,45,0.60999
ENSG00000057663,ATG5,12,-1.6462,26,-0.4981,23,-0.6336,51,0.65548,35,-0.0324,33,-0.1336,52,0.62189,37,0.09389
ENSG00000130349,MTRES1,38,0.30188,36,0.23844,31,-0.0165,25,-0.3733,30,-0.0755,24,-0.3988,57,0.96480,27,-0.2470
ENSG00000112320,SOBP,129,-0.1992,192,0.42769,161,0.14518,193,0.49283,179,0.35778,136,-0.1230,93,-0.7058,83,-0.9344
ENSG00000025796,SEC63,232,0.56632,227,0.53720,223,0.50643,160,-0.0266,180,0.18007,121,-0.4942,140,-0.2287,102,-0.7654
ENSG00000081087,OSTM1,8,-2.3596,22,-0.9168,17,-1.2799,61,0.73987,43,0.10027,33,-0.3356,57,0.54663,54,0.49276
ENSG00000112335,SNX3,157,-1.1614,230,-0.5865,284,-0.2633,418,0.38545,252,-0.4848,364,0.13627,321,-0.0727,488,0.67085
ENSG00000118689,FOXO3,131,-0.2336,147,-0.0535,116,-0.4253,202,0.50326,174,0.22788,152,-0.0060,189,0.33833,95,-0.7777
ENSG00000080546,SESN1,27,-0.9266,21,-1.3348,24,-1.0949,69,0.55583,45,-0.1980,57,0.20784,58,0.23667,66,0.48483
ENSG00000183137,CEP57L1,40,0.97152,42,1.07866,23,0.07035,24,0.19793,24,0.20276,9,-1.3109,17,-0.3322,11,-1.1093
ENSG00000135535,CD164,74,0.34381,53,-0.1739,31,-0.9989,48,-0.3540,42,-0.5662,55,-0.1378,61,0.04295,102,0.99295
ENSG00000135596,MICAL1,2,-2.6654,7,-0.7403,0,-7.2850,8,-0.5503,21,0.96734,15,0.40890,9,-0.3644,19,0.78752
ENSG00000112365,ZBTB24,21,0.37147,17,0.06159,8,-1.0455,15,-0.1700,25,0.74319,15,-0.0959,21,0.38069,10,-0.8364
ENSG00000155085,AK9,84,0.96755,99,1.24947,79,0.86215,44,-0.0895,42,-0.1479,31,-0.6560,38,-0.2818,10,-2.4134
ENSG00000112367,FIG4,12,-1.5492,18,-0.9143,2,-4.0566,42,0.38707,33,-0.0368,31,-0.1264,64,1.03426,48,0.62832
ENSG00000112290,WASF1,94,-1.7728,93,-1.7928,257,-0.2584,519,0.99350,335,0.17141,222,-0.5233,277,-0.1426,384,0.41935
ENSG00000168438,CDC40,94,-0.4075,102,-0.2802,88,-0.5078,243,1.30300,162,0.50192,53,-1.3623,121,-0.0221,74,-0.8376
ENSG00000155111,CDK19,155,2.07735,42,-0.1576,57,0.32733,56,0.32865,26,-0.9185,31,-0.6799,33,-0.5009,21,-1.2573
ENSG00000123505,AMD1,202,0.52571,135,-0.1141,112,-0.4105,204,0.60547,90,-0.8013,123,-0.2863,139,-0.0760,163,0.19443
ENSG00000155115,GTF3C6,72,0.13050,72,0.13667,69,0.07895,62,-0.0912,30,-1.2460,102,0.78623,32,-1.1037,78,0.30517
ENSG00000197498,RPF2,51,0.30719,40,-0.0764,16,-1.4233,63,0.71882,35,-0.3362,34,-0.3420,41,-0.0662,47,0.19370
ENSG00000173214,MFSD4B,17,0.06642,23,0.60643,4,-1.9819,13,-0.3266,30,1.20209,16,-0.0130,6,-1.3017,11,-0.6171
ENSG00000009413,REV3L,198,1.27801,186,1.16530,61,-0.6160,61,-0.6542,177,1.25170,37,-1.4674,38,-1.3392,31,-1.7391
ENSG00000010810,FYN,106,0.21922,91,-0.0204,63,-0.5839,53,-0.8991,78,-0.2971,147,0.84084,78,-0.2671,108,0.26762
ENSG00000074935,TUBE1,17,-0.5432,18,-0.4705,5,-2.1967,20,-0.3611,41,0.93215,29,0.28435,23,-0.0821,26,0.07858
ENSG00000203778,FAM229B,108,1.12368,48,-0.1857,47,-0.2222,51,-0.1027,32,-0.8467,43,-0.3883,50,-0.1317,72,0.51354
ENSG00000277443,MARCKS,474,0.48038,402,0.21564,405,0.22766,407,0.26226,322,-0.1456,343,-0.0361,181,-1.0118,301,-0.2634
ENSG00000196591,HDAC2,153,0.40409,100,-0.2641,103,-0.2218,155,0.48089,158,0.51073,69,-0.8862,142,0.28389,80,-0.6554
ENSG00000249853,HS3ST5,25,0.39020,6,-1.7359,49,1.50531,7,-1.7008,42,1.40045,12,-0.7789,5,-1.9269,15,-0.4128
ENSG00000178425,NT5DC1,76,0.73842,31,-0.6852,55,0.21903,50,0.06417,45,-0.1117,25,-1.0778,92,1.06389,41,-0.2526
