Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000085449,WDFY1,9,-1.8368,24,-0.5136,23,-0.5048,61,1.34436,40,0.41956,13,-1.3723,34,0.11626
ENSG00000135900,MRPL44,5,-2.2111,21,-0.2269,52,1.30598,31,0.48573,25,0.05931,14,-0.8565,17,-0.5152
ENSG00000135919,SERPINE2,107,-0.4960,92,-0.8792,110,-0.4605,178,0.35989,466,2.06192,61,-1.3388,90,-0.7643
ENSG00000036257,CUL3,45,-0.6990,43,-0.9193,89,0.38491,113,0.93095,93,0.45805,38,-0.9387,80,0.21882
ENSG00000168958,MFF,27,-1.2922,48,-0.5313,111,0.92285,102,0.90604,81,0.38052,37,-0.8316,31,-1.0861
ENSG00000173744,AGFG1,44,-0.4548,44,-0.5639,76,0.41219,84,0.68744,49,-0.2798,38,-0.6755,80,0.49667
ENSG00000153820,SPHKAP,2,-3.3516,13,-0.9414,28,0.41365,34,0.86002,9,-1.3822,19,-0.2566,53,1.50502
ENSG00000153823,PID1,5,-2.3712,21,-0.4211,38,0.58933,44,0.94786,26,-0.0308,19,-0.5299,26,-0.0260
ENSG00000187957,DNER,104,0.08629,91,-0.1652,125,0.39060,89,-0.1806,144,0.61858,61,-0.7360,100,0.02937
ENSG00000153827,TRIP12,149,0.18784,88,-0.7899,94,-0.5425,162,0.36593,159,0.28819,198,0.65681,141,0.09278
ENSG00000163053,SLC16A14,3,-2.8716,22,0.19631,17,-0.2348,40,1.35974,1,-3.6142,9,-1.2608,26,0.36655
ENSG00000135932,CAB39,58,-0.9851,105,-0.0689,147,0.48825,158,0.70457,72,-0.6485,87,-0.3467,94,-0.2411
ENSG00000135916,ITM2C,328,0.03864,368,0.29720,395,0.34225,314,-0.0330,560,0.93046,103,-1.7312,82,-2.0779
ENSG00000204128,C2orf72,20,-0.9084,42,0.35967,32,-0.1546,51,0.66765,45,0.38730,7,-2.3643,23,-0.6459
ENSG00000173692,PSMD1,202,-0.0876,130,-0.9395,148,-0.5710,296,0.61875,228,0.10780,237,0.16946,336,0.75270
ENSG00000115053,NCL,1512,1.23504,347,-1.3603,607,-0.2891,519,-0.5885,698,-0.0683,1196,0.82069,1194,0.81854
ENSG00000187514,PTMA,3491,1.92789,748,-0.8590,951,-0.3337,678,-0.9371,1308,0.17367,1310,0.17585,1084,-0.1272
ENSG00000135930,EIF4E2,53,-0.1129,56,-0.0119,61,0.12355,50,-0.2282,36,-0.6954,56,-0.0121,91,0.79104
ENSG00000115468,EFHD1,159,2.67865,34,-0.2244,40,0.07202,9,-2.1960,37,-0.0459,19,-1.0483,4,-3.2593
ENSG00000204120,GIGYF2,387,1.70123,62,-1.5479,96,-0.6414,105,-0.5618,145,-0.0018,202,0.53938,228,0.73986
ENSG00000182600,SNORC,176,1.89531,70,0.32855,48,-0.3373,26,-1.3674,77,0.41255,22,-1.5123,13,-2.2930
ENSG00000066248,NGEF,11,-3.9201,140,-0.2499,276,0.92307,289,1.19974,152,-0.0631,53,-1.6835,94,-0.8144
ENSG00000188042,ARL4C,18,-2.5393,84,-0.3319,87,-0.2182,86,-0.2467,171,0.89544,130,0.44087,163,0.81673
ENSG00000157985,AGAP1,246,0.21321,203,-0.1281,208,-0.0589,115,-1.0582,287,0.46538,375,0.91873,203,-0.0981
ENSG00000132321,IQCA1,110,0.79661,50,-0.5843,42,-0.7624,26,-1.5930,178,1.66529,73,0.10734,75,0.16021
ENSG00000198612,COPS8,37,-1.2152,86,0.10615,82,0.00713,141,1.07149,75,-0.1312,37,-1.2146,45,-0.9058
ENSG00000124831,LRRFIP1,88,-0.2010,72,-0.6227,82,-0.3119,85,-0.2734,66,-0.6457,172,0.90104,202,1.19183
ENSG00000132329,RAMP1,80,-0.4545,124,0.31398,129,0.29927,74,-0.6308,229,1.29057,61,-0.8599,50,-1.1808
ENSG00000184182,UBE2F,15,-1.2510,48,0.77911,39,0.21447,40,0.32672,17,-1.0459,28,-0.2696,14,-1.2970
ENSG00000132323,ILKAP,19,-0.6694,22,-0.5288,43,0.64367,38,0.50470,18,-0.7137,37,0.36675,31,0.11140
ENSG00000144485,HES6,36,0.48318,37,0.71325,44,0.82308,12,-1.3424,25,-0.1010,16,-0.7769,11,-1.2680
ENSG00000132326,PER2,10,-1.5090,21,-0.5122,28,-0.0163,28,0.00487,34,0.29964,34,0.32686,54,1.07073
ENSG00000204104,TRAF3IP1,64,0.35644,48,-0.1241,32,-0.7122,37,-0.5586,25,-1.0707,83,0.80794,88,0.89787
ENSG00000065802,ASB1,24,-0.7320,42,0.21754,42,0.15579,41,0.16458,54,0.56414,22,-0.7996,28,-0.4632
ENSG00000068024,HDAC4,17,-0.9598,27,-0.2818,25,-0.3697,44,0.61879,32,0.01184,48,0.67789,24,-0.4120
ENSG00000130414,NDUFA10,71,-0.9650,118,-0.2256,144,0.14019,232,1.11865,56,-1.3284,87,-0.6443,143,0.12773
ENSG00000172428,COPS9,209,-0.8993,518,0.74843,672,0.99017,313,-0.3004,268,-0.5129,181,-1.1105,202,-0.9483
ENSG00000063660,GPC1,23,-1.8177,88,0.29002,61,-0.3711,124,0.92648,64,-0.2958,47,-0.7593,61,-0.3575
ENSG00000130294,KIF1A,292,-0.5036,389,-0.0664,339,-0.2721,441,0.16717,481,0.28927,448,0.17380,412,0.04022
ENSG00000122085,MTERF4,29,0.46007,20,-0.2043,26,0.28423,29,0.48448,8,-1.5484,30,0.50867,10,-1.2417
ENSG00000115685,PPP1R7,37,-1.7984,112,-0.1398,238,1.15064,160,0.54049,59,-1.0906,126,0.07620,84,-0.5610
ENSG00000115677,HDLBP,151,0.05273,128,-0.2656,131,-0.1759,172,0.30541,194,0.46324,129,-0.1991,127,-0.2179
ENSG00000168385,SEPTIN2,244,1.10154,133,0.09269,95,-0.4454,56,-1.3613,194,0.70228,131,0.04815,93,-0.4850
ENSG00000115694,STK25,37,-1.5952,127,0.41974,144,0.52303,131,0.41501,78,-0.4609,67,-0.6965,77,-0.4838
ENSG00000176946,THAP4,7,-2.2547,31,0.01091,35,0.19807,43,0.61588,38,0.33790,27,-0.2106,23,-0.4576
ENSG00000168397,ATG4B,14,-1.3974,36,0.03191,59,0.84324,45,0.46237,31,-0.1904,22,-0.7428,29,-0.3252
ENSG00000168395,ING5,54,0.63227,25,-0.7357,46,0.37278,35,-0.0610,19,-0.9750,50,0.50279,51,0.54852
ENSG00000134121,CHL1,88,-1.7546,199,-0.6402,334,0.30486,438,0.88907,281,0.02606,194,-0.5597,397,0.59312
ENSG00000144619,CNTN4,16,-1.5953,28,-0.9162,37,-0.3093,60,0.54946,31,-0.5878,33,-0.4968,130,1.86039
ENSG00000113851,CRBN,60,-0.7056,65,-0.7301,101,0.09973,125,0.51733,121,0.40336,85,-0.1649,135,0.58294
ENSG00000150995,ITPR1,38,-3.0768,220,-0.5937,333,0.17476,353,0.30585,416,0.54228,414,0.53265,420,0.55775
ENSG00000134107,BHLHE40,10,-2.3051,48,0.07620,62,0.45523,60,0.45218,52,0.17835,25,-0.9473,53,0.20564
ENSG00000134108,ARL8B,54,-1.5457,118,-0.4294,170,0.23397,253,1.06524,159,0.12317,96,-0.6635,131,-0.1784
ENSG00000196220,SRGAP3,59,-0.4791,54,-0.7701,63,-0.3911,93,0.27452,71,-0.2042,127,0.75470,136,0.87429
ENSG00000206573,THUMPD3-AS1,40,0.85646,17,-0.6012,24,0.06728,27,0.25736,9,-1.3546,37,0.75940,18,-0.3946
ENSG00000134077,THUMPD3,31,-0.0087,31,0.04185,26,-0.2415,30,-0.0299,23,-0.4312,28,-0.1620,45,0.61401
ENSG00000168137,SETD5,202,1.07869,58,-1.1078,66,-0.7322,82,-0.4494,138,0.43366,159,0.67178,155,0.61867
ENSG00000156959,LHFPL4,12,-1.2136,26,0.01646,21,-0.3069,45,1.05982,10,-1.4127,16,-0.7223,32,0.34528
ENSG00000134072,CAMK1,18,-1.4845,36,-0.5497,68,0.54244,120,1.96196,22,-1.1960,6,-3.0908,21,-1.2882
ENSG00000171148,TADA3,21,-1.4667,63,0.23919,66,0.26206,76,0.58425,49,-0.2227,47,-0.2697,36,-0.7029
ENSG00000241553,ARPC4,37,-1.6959,106,-0.1452,123,0.11789,186,0.94938,97,-0.2552,95,-0.2801,97,-0.2515
ENSG00000156990,RPUSD3,1,-5.1575,35,0.12596,50,0.70388,40,0.38180,41,0.36524,13,-1.3709,37,0.19584
ENSG00000163703,CRELD1,11,-2.1049,40,-0.2633,36,-0.3715,113,1.93157,15,-1.7229,14,-1.8248,37,-0.3245
ENSG00000163704,PRRT3,8,-2.2586,26,-0.5995,44,0.31619,53,0.74279,40,0.18120,31,-0.2121,51,0.56226
ENSG00000125037,EMC3,17,-2.0343,64,-0.0531,96,0.61980,97,0.72885,55,-0.2717,22,-1.6880,82,0.36071
ENSG00000254999,BRK1,55,-1.3410,140,0.13783,182,0.52987,171,0.49547,132,0.00998,78,-0.8031,103,-0.3890
ENSG00000157014,TATDN2,20,-1.1408,48,0.22880,47,0.14324,39,-0.1820,49,0.20211,53,0.33194,40,-0.1362
ENSG00000157020,SEC13,16,-0.5643,22,-0.0627,45,1.10688,33,0.68481,22,-0.0393,6,-2.0055,8,-1.6196
ENSG00000157087,ATP2B2,37,-3.2445,281,-0.2721,299,-0.1165,469,0.71586,249,-0.4043,377,0.25657,476,0.64232
ENSG00000157103,SLC6A1,85,-0.2379,96,-0.0637,103,0.05220,45,-1.3013,192,1.10921,114,0.22172,119,0.29034
ENSG00000144560,VGLL4,33,-0.6013,36,-0.5757,46,-0.0738,63,0.49028,102,1.26782,25,-1.0397,44,-0.1559
ENSG00000157152,SYN2,45,-3.1822,315,-0.3358,361,-0.0513,753,1.44056,191,-1.0383,303,-0.3288,375,0.01165
ENSG00000144713,RPL32,1497,0.63462,1338,0.60369,1680,0.83083,602,-0.8964,944,-0.1194,432,-1.3244,405,-1.4233
ENSG00000144711,IQSEC1,63,-1.9924,259,0.21461,330,0.56817,246,0.09375,210,-0.1694,284,0.31586,180,-0.4085
ENSG00000163517,HDAC11,71,0.69137,46,-0.0159,43,-0.1337,39,-0.3111,61,0.43318,37,-0.3590,37,-0.3467
ENSG00000154767,XPC,108,1.91741,11,-1.9969,18,-1.0959,27,-0.4997,62,0.88502,36,-0.0039,50,0.52373
ENSG00000170860,LSM3,53,-0.4655,82,0.30720,121,0.88466,51,-0.5595,113,0.76098,40,-0.8964,34,-1.1097
ENSG00000154781,CCDC174,115,1.73315,21,-1.2827,29,-0.6143,42,-0.0379,18,-1.2960,59,0.53036,58,0.49533
ENSG00000225733,FGD5-AS1,111,0.21721,86,-0.2414,95,-0.0243,102,0.09042,142,0.63222,90,-0.1210,69,-0.5350
ENSG00000177463,NR2C2,18,-1.1616,29,-0.5799,31,-0.3955,51,0.46109,85,1.27757,36,-0.1596,37,-0.1115
ENSG00000131368,MRPS25,33,-0.6697,44,-0.2549,107,1.26463,55,0.16535,35,-0.5752,38,-0.4509,49,-0.0618
ENSG00000131381,RBSN,53,-0.5963,62,-0.4273,71,-0.1469,71,-0.1629,142,1.01165,99,0.39048,82,0.09320
ENSG00000131370,SH3BP5,99,-0.0490,62,-0.9406,101,-0.0242,162,0.88710,87,-0.2595,94,-0.1306,132,0.41134
ENSG00000144597,EAF1,8,-1.6237,24,-0.0439,33,0.46309,33,0.54732,17,-0.5495,12,-1.1206,38,0.68964
ENSG00000206560,ANKRD28,54,0.23390,27,-1.0417,45,-0.0863,52,0.18330,72,0.69920,69,0.62203,46,-0.0417
ENSG00000131386,GALNT15,217,3.70783,17,-1.3804,4,-3.2929,6,-2.8756,48,0.47286,14,-1.4328,18,-1.1018
ENSG00000154813,DPH3,27,0.35052,27,0.42634,26,0.25226,19,-0.2581,13,-0.7588,16,-0.5329,19,-0.2080
ENSG00000131378,RFTN1,5,-2.8538,24,-0.8138,60,0.82015,66,1.16491,32,-0.2362,14,-1.4944,52,0.56903
ENSG00000154822,PLCL2,7,-2.4387,19,-1.2530,38,-0.0394,74,1.27962,30,-0.3979,40,0.06125,67,0.88839
ENSG00000131374,TBC1D5,53,-0.6161,86,0.17268,65,-0.3025,64,-0.3731,119,0.67571,75,-0.0866,92,0.25113
ENSG00000182568,SATB1,59,-1.7617,167,-0.2346,222,0.26861,196,0.08063,109,-0.8490,289,0.71246,304,0.79908
ENSG00000144566,RAB5A,64,-0.9447,108,-0.1725,119,0.00639,132,0.20839,155,0.44445,144,0.32154,109,-0.1305
ENSG00000114166,KAT2B,118,1.54132,43,-0.2181,37,-0.4042,19,-1.5209,84,0.93156,42,-0.1973,31,-0.6625
ENSG00000151789,ZNF385D,38,-1.0025,66,-0.2126,50,-0.6209,52,-0.5901,60,-0.3233,145,1.13570,140,1.07690
ENSG00000182247,UBE2E2,27,-1.4265,57,-0.3377,91,0.46028,103,0.79736,36,-0.9796,43,-0.7312,106,0.72884
ENSG00000170142,UBE2E1,27,-0.7031,60,0.74931,79,1.02653,35,-0.3586,33,-0.3881,12,-1.8689,26,-0.7531
ENSG00000197885,NKIRAS1,13,-1.9051,35,-0.5681,56,0.25398,77,0.91362,34,-0.5427,33,-0.5648,81,0.87262
ENSG00000174748,RPL15,532,-0.4642,961,0.65659,1051,0.63352,757,0.10396,511,-0.5288,390,-0.9443,267,-1.5170
ENSG00000174738,NR1D2,21,-0.9105,28,-0.6444,62,0.75035,41,0.10903,37,-0.0609,43,0.16318,59,0.69288
ENSG00000151090,THRB,32,-2.5256,134,-0.5027,192,0.15825,211,0.35806,131,-0.4428,306,0.94242,251,0.60234
ENSG00000077097,TOP2B,152,-0.0981,106,-0.8095,154,-0.0826,132,-0.3587,248,0.69899,201,0.34896,283,0.92873
ENSG00000033867,SLC4A7,41,-1.3388,67,-0.7376,58,-0.8258,70,-0.6068,137,0.53188,250,1.59584,163,0.81618
ENSG00000163512,AZI2,77,-0.3385,101,0.11745,103,0.11782,82,-0.2702,52,-0.9390,140,0.62255,116,0.31860
ENSG00000163527,STT3B,39,-0.4272,36,-0.6784,61,0.24878,94,1.17075,50,-0.0677,24,-1.1792,48,-0.1146
ENSG00000152642,GPD1L,10,-2.5563,51,-0.1109,63,0.24340,78,0.69961,53,-0.0360,41,-0.4478,64,0.28503
ENSG00000144635,DYNC1LI1,27,-0.9689,32,-0.8350,56,0.17338,86,1.05921,32,-0.7217,29,-0.8356,89,0.95255
ENSG00000170275,CRTAP,168,1.74635,58,-0.1339,65,0.07936,27,-1.3447,23,-1.5273,94,0.69003,39,-0.7059
ENSG00000153558,FBXL2,7,-2.1432,26,-0.3232,44,0.58057,59,1.31766,1,-4.9969,33,0.11996,25,-0.3012
ENSG00000153560,UBP1,9,-2.4968,49,-0.0538,51,0.03380,84,0.99690,20,-1.3762,24,-1.1310,83,0.82177
ENSG00000163539,CLASP2,116,-0.7485,159,-0.3338,210,0.18035,242,0.47415,195,0.06023,176,-0.1044,220,0.25598
ENSG00000170248,PDCD6IP,41,-0.3970,37,-0.6655,55,0.06193,91,1.07349,34,-0.6994,32,-0.7648,71,0.49480
ENSG00000172995,ARPP21,93,-1.3206,156,-0.6602,225,0.03913,316,0.68808,196,-0.1826,232,0.08363,352,0.77725
ENSG00000178567,EPM2AIP1,45,-1.1185,66,-0.6675,67,-0.5228,115,0.38415,82,-0.2179,147,0.74475,166,0.95157
ENSG00000093167,LRRFIP2,90,0.93040,33,-0.8392,43,-0.2910,46,-0.1835,61,0.27110,45,-0.1978,84,0.79664
ENSG00000144674,GOLGA4,1525,2.05925,210,-1.5110,285,-0.8186,241,-1.1640,488,0.02183,616,0.40130,789,0.81809
ENSG00000144677,CTDSPL,29,-0.2663,38,0.20505,32,-0.1042,22,-0.7461,79,1.39889,20,-0.8210,26,-0.4422
ENSG00000060971,ACAA1,17,-1.1127,41,0.33124,42,0.30955,48,0.59424,38,0.16040,11,-1.7052,21,-0.7401
ENSG00000172939,OXSR1,51,0.95225,12,-1.5214,21,-0.4519,37,0.47840,33,0.23705,33,0.20563,37,0.43175
ENSG00000114742,WDR48,35,-0.8346,45,-0.5699,37,-0.7608,68,0.20085,110,0.98939,55,-0.1480,98,0.78524
ENSG00000114745,GORASP1,18,-0.2416,19,-0.2589,26,0.32504,36,1.00165,29,0.50634,0,-4.7962,11,-0.9517
ENSG00000168028,RPSA,511,-0.2145,699,0.38085,1022,0.92907,415,-0.5972,703,0.29701,295,-1.0661,395,-0.6183
ENSG00000168314,MOBP,7893,5.84275,207,-2.5524,99,-3.3307,78,-3.8369,26,-5.2405,256,-1.9441,76,-3.7192
ENSG00000170011,MYRIP,51,-0.0253,50,-0.0569,36,-0.5581,59,0.25963,47,-0.1379,76,0.63414,36,-0.5513
ENSG00000114784,EIF1B,48,-1.5011,138,0.16205,205,0.78302,195,0.80904,82,-0.6931,50,-1.4484,89,-0.5707
ENSG00000188846,RPL14,388,-0.4322,661,0.56835,838,0.82258,339,-0.7075,570,0.17916,331,-0.6794,315,-0.7559
ENSG00000168036,CTNNB1,88,-0.9807,184,0.21769,183,0.15152,206,0.40122,148,-0.1834,96,-0.8530,181,0.13809
ENSG00000182606,TRAK1,69,0.25377,61,0.10158,55,-0.1101,51,-0.2472,69,0.25688,64,0.13050,44,-0.4531
ENSG00000187094,CCK,63,-3.7561,777,-0.0008,972,0.36253,1394,1.16216,879,0.19858,304,-1.4493,435,-0.9047
ENSG00000093183,SEC22C,37,-0.2793,45,0.03049,34,-0.4429,47,0.09456,57,0.39997,41,-0.1517,48,0.10321
ENSG00000008324,SS18L2,6,-2.4500,24,-0.4428,41,0.48731,49,0.90810,40,0.43408,29,-0.0848,18,-0.7765
ENSG00000114857,NKTR,730,2.60681,54,-2.0991,51,-1.9341,69,-1.5813,232,0.41198,298,0.83086,192,0.09766
ENSG00000114853,ZBTB47,131,1.28072,57,-0.1724,53,-0.2223,38,-0.8241,86,0.54410,58,-0.0876,41,-0.6264
ENSG00000010282,HHATL,47,0.48724,31,-0.2301,36,0.04966,9,-2.1211,130,2.39957,9,-1.9638,15,-1.3109
ENSG00000181061,HIGD1A,123,-0.6055,183,0.01592,274,0.67969,246,0.57031,102,-0.8913,162,-0.1810,112,-0.7482
ENSG00000144647,POMGNT2,5,-2.4179,25,-0.1005,50,1.08132,53,1.42960,20,-0.3860,0,-4.9106,5,-2.5019
ENSG00000163788,SNRK,14,-1.7537,41,-0.2115,57,0.38518,56,0.39685,20,-1.2618,44,-0.0305,82,0.99401
ENSG00000160746,ANO10,15,-0.7436,21,-0.3046,27,0.14106,20,-0.3714,31,0.40840,27,0.18289,41,0.86743
ENSG00000011198,ABHD5,41,0.82529,18,-0.5791,16,-0.7184,14,-0.9785,63,1.58593,16,-0.6568,30,0.30605
ENSG00000185219,ZNF445,24,-0.1288,24,-0.1666,15,-0.8540,21,-0.3866,24,-0.1066,32,0.33032,51,1.14171
ENSG00000163807,KIAA1143,57,0.03014,46,-0.3715,66,0.26389,68,0.37993,64,0.21527,49,-0.2034,47,-0.2800
ENSG00000163812,ZDHHC3,10,-1.6550,31,0.09512,33,0.20879,44,0.74785,26,-0.2106,10,-1.6686,36,0.30955
ENSG00000249992,TMEM158,11,-1.6640,40,0.43135,27,-0.3379,43,0.49171,40,0.30445,15,-1.2207,31,-0.1192
ENSG00000211456,SACM1L,14,-1.8656,55,0.32011,42,-0.1714,77,0.94562,14,-1.7801,29,-0.7512,54,0.20866
ENSG00000163818,LZTFL1,11,-1.7062,39,0.33373,26,-0.4126,49,0.70112,29,-0.2320,24,-0.5407,31,-0.1165
ENSG00000163827,LRRC2,0,-8.8397,43,-0.2714,45,-0.1626,67,0.57203,25,-1.0149,40,-0.3469,121,1.53856
ENSG00000160799,CCDC12,16,-1.5075,41,-0.1566,59,0.45597,49,0.16551,44,-0.0358,44,-0.0035,61,0.50102
ENSG00000181555,SETD2,285,1.28242,69,-1.2164,67,-1.0619,98,-0.5327,137,0.03859,220,0.82851,223,0.84530
ENSG00000114648,KLHL18,10,-1.6858,19,-0.8697,26,-0.2308,44,0.72402,46,0.71087,15,-1.0260,58,1.09921
ENSG00000076201,PTPN23,12,-1.3718,39,0.52986,29,-0.0687,40,0.49992,29,-0.0559,7,-2.2609,31,0.00613
ENSG00000114650,SCAP,22,-0.8048,30,-0.4445,60,0.78252,48,0.47835,63,0.84695,17,-1.2328,26,-0.5569
ENSG00000163832,ELP6,16,-0.4768,19,-0.2436,29,0.45247,31,0.62216,13,-0.7923,20,-0.1768,22,0.01046
ENSG00000114646,CSPG5,54,-0.4670,72,-0.0052,69,-0.0722,86,0.31108,57,-0.3689,78,0.11646,78,0.11374
ENSG00000173473,SMARCC1,415,2.25716,62,-1.2037,45,-1.5046,32,-2.1463,125,0.07249,221,1.02998,138,0.23355
ENSG00000132153,DHX30,18,-2.3393,70,-0.4053,124,0.59695,143,0.98412,98,0.21522,54,-0.7269,70,-0.3129
ENSG00000047849,MAP4,1019,1.92316,277,-0.4219,373,0.13333,275,-0.3881,141,-1.3719,263,-0.4221,255,-0.4667
ENSG00000164050,PLXNB1,60,0.89343,29,-0.3488,37,0.10982,17,-1.1503,110,2.02472,10,-1.8698,9,-1.9489
ENSG00000232112,TMA7,273,-0.3801,401,0.30756,600,0.91061,291,-0.3139,393,0.19832,212,-0.7691,209,-0.7927
ENSG00000164054,SHISA5,14,-2.1238,72,0.51912,63,0.15734,72,0.42506,49,-0.2440,44,-0.4181,40,-0.5496
ENSG00000010256,UQCRC1,48,-1.7347,133,-0.2274,224,0.66311,238,0.90181,97,-0.6737,111,-0.4631,137,-0.1329
ENSG00000213672,NCKIPSD,20,-1.7968,60,-0.1520,83,0.41226,111,1.06292,41,-0.7126,32,-1.0734,68,0.08023
ENSG00000068745,IP6K2,21,-1.4630,46,-0.2977,81,0.65447,77,0.65682,53,-0.0431,32,-0.8161,62,0.21828
ENSG00000114302,PRKAR2A,71,-0.0783,41,-1.1149,70,-0.0848,75,0.03212,99,0.47533,99,0.47552,129,0.91844
ENSG00000177479,ARIH2,67,0.59915,48,0.06744,36,-0.3924,49,0.08889,23,-1.0650,57,0.33919,39,-0.2717
ENSG00000178467,P4HTM,8,-2.9457,68,0.20415,104,0.86458,110,1.13161,25,-1.4008,18,-1.8811,39,-0.7144
ENSG00000178252,WDR6,54,0.35428,26,-0.9516,43,-0.0096,60,0.60520,88,1.18753,35,-0.3200,15,-1.5886
ENSG00000178057,NDUFAF3,25,-0.6694,37,-0.0984,107,1.73619,47,0.33857,34,-0.2257,10,-2.0535,10,-2.0782
ENSG00000178035,IMPDH2,47,0.49894,35,0.02708,44,0.37518,30,-0.2489,49,0.56338,13,-1.4320,28,-0.3540
ENSG00000198218,QRICH1,15,-0.8005,13,-1.1667,32,0.40707,39,0.84284,22,-0.1938,29,0.22575,34,0.52942
ENSG00000172053,QARS,15,-0.5790,13,-1.0186,41,0.98348,27,0.33884,43,1.05717,19,-0.2466,14,-0.7395
ENSG00000114316,USP4,64,0.59271,32,-0.6361,38,-0.2556,54,0.36415,37,-0.2826,35,-0.3798,67,0.66044
ENSG00000067560,RHOA,287,0.95516,164,0.02597,187,0.22781,145,-0.1976,171,0.09037,93,-0.8691,100,-0.7560
ENSG00000145022,TCTA,19,-0.2450,27,0.42265,23,0.06606,22,-0.0645,16,-0.5136,22,-0.0486,19,-0.2944
ENSG00000145029,NICN1,2,-4.0456,42,0.08372,38,-0.0770,72,1.13448,25,-0.7268,44,0.13525,24,-0.8083
ENSG00000173402,DAG1,38,0.05690,23,-0.9199,23,-0.7715,35,-0.1092,107,1.85608,32,-0.2535,33,-0.1622
ENSG00000164061,BSN,35,-2.5423,197,0.09225,144,-0.4288,313,0.98367,161,-0.2556,201,0.10292,130,-0.5872
ENSG00000164062,APEH,20,-1.2886,54,0.26130,55,0.24073,81,1.03575,40,-0.2600,11,-2.1766,25,-0.9797
ENSG00000176095,IP6K1,18,-1.8675,63,-0.0293,68,0.10321,70,0.18865,85,0.46731,67,0.09878,68,0.10652
ENSG00000164076,CAMKV,21,-3.3219,147,-0.5479,387,1.15315,299,0.81899,182,-0.1074,135,-0.5795,186,-0.0750
ENSG00000164077,MON1A,5,-1.9297,17,-0.3053,35,0.91832,29,0.70097,20,-0.0454,12,-0.7463,19,-0.1274
ENSG00000004534,RBM6,184,1.47626,42,-1.1518,55,-0.5373,64,-0.3424,89,0.22718,125,0.78258,70,-0.1539
ENSG00000003756,RBM5,91,0.39380,36,-1.2612,85,0.28971,98,0.59180,95,0.46129,53,-0.4584,86,0.29814
ENSG00000114353,GNAI2,269,0.98331,141,-0.1058,142,-0.0804,101,-0.6626,246,0.82821,93,-0.7313,113,-0.4320
ENSG00000114383,TUSC2,18,-2.2382,79,-0.0102,124,0.73988,109,0.59677,69,-0.2117,55,-0.5640,71,-0.1651
ENSG00000088538,DOCK3,43,-1.3668,82,-0.5063,76,-0.5156,185,1.10242,78,-0.4862,89,-0.2694,156,0.64031
ENSG00000259956,RBM15B,3,-3.0320,23,-0.3621,25,-0.1157,30,0.14952,38,0.55079,48,0.93052,30,0.17842
ENSG00000164081,TEX264,6,-1.7424,19,-0.1172,22,0.08359,42,1.45505,21,0.00417,5,-1.9286,9,-1.2710
ENSG00000248487,ABHD14A,12,-2.1565,51,0.02122,88,0.93557,80,0.88912,22,-1.2261,35,-0.5557,33,-0.6713
ENSG00000162244,RPL29,514,0.38337,496,0.43320,653,0.78815,334,-0.3423,383,-0.0900,201,-1.0864,149,-1.5350
ENSG00000247596,TWF2,1,-4.5382,32,-0.2229,61,0.88303,84,1.78949,7,-2.4605,10,-1.8896,16,-1.2679
ENSG00000164091,WDR82,63,-1.8370,160,-0.5412,179,-0.2571,327,0.84190,200,-0.0873,269,0.39210,266,0.37440
ENSG00000163930,BAP1,13,-3.1735,144,0.52921,122,0.12285,102,-0.1768,162,0.58866,117,0.06071,78,-0.5700
ENSG00000010322,NISCH,37,-1.9671,141,0.08430,172,0.39118,194,0.68128,105,-0.4027,77,-0.8827,152,0.18625
ENSG00000163939,PBRM1,112,1.10579,38,-0.7969,16,-1.9422,38,-0.6951,75,0.42070,49,-0.2421,135,1.44254
ENSG00000163938,GNL3,27,-1.1470,49,-0.2823,63,0.18907,63,0.21039,44,-0.3982,47,-0.2789,109,1.10796
ENSG00000114902,SPCS1,76,-0.3123,92,-0.0144,120,0.41864,131,0.65113,70,-0.4485,47,-1.0383,76,-0.3126
ENSG00000163931,TKT,59,-0.5221,62,-0.5466,134,0.81516,86,0.09683,131,0.77442,51,-0.7388,86,0.07432
ENSG00000272886,DCP1A,28,-0.2727,18,-1.1172,25,-0.4380,50,0.74242,37,0.14098,49,0.62131,42,0.36233
ENSG00000157388,CACNA1D,9,-1.7809,20,-0.7645,10,-1.6218,38,0.40205,25,-0.2810,69,1.37572,54,0.94768
ENSG00000016391,CHDH,44,0.46808,30,-0.1683,22,-0.5914,4,-3.1991,103,2.04598,51,0.72267,8,-2.0549
ENSG00000113811,SELENOK,82,0.19929,84,0.32037,102,0.56561,60,-0.3206,93,0.41783,29,-1.3840,43,-0.7953
ENSG00000157445,CACNA2D3,33,-0.6475,34,-0.7530,54,0.11715,84,1.02537,27,-0.9492,60,0.30675,55,0.16806
ENSG00000187672,ERC2,257,-0.0585,227,-0.3185,171,-0.6982,238,-0.2013,232,-0.2210,427,0.77721,422,0.75760
ENSG00000180376,CCDC66,253,2.30597,32,-1.4578,7,-3.3696,38,-1.0609,70,-0.0122,105,0.63989,104,0.62132
