Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000061918,GUCY1B1,49,-2.1992,276,0.86902,195,-0.0945,240,0.24645,155,-0.4524,115,-0.9148
ENSG00000256043,CTSO,28,0.92280,8,-1.5377,3,-2.2304,11,-0.6398,23,0.58493,49,2.00630
ENSG00000109738,GLRB,35,-2.0162,195,1.26316,136,0.05787,153,0.24228,47,-1.5781,33,-2.0994
ENSG00000120251,GRIA2,225,-1.4803,562,-0.0962,1502,1.67930,802,0.52682,271,-1.1961,204,-1.6286
ENSG00000164125,GASK1B,30,-0.9256,34,-0.9967,6,-3.1670,56,0.07533,66,0.32621,189,2.33342
ENSG00000164124,TMEM144,1098,5.60907,15,-3.9852,5,-4.8724,13,-3.5467,39,-1.9853,60,-1.3319
ENSG00000171509,RXFP1,10,-1.3619,28,0.40269,0,-7.0350,80,2.20048,15,-0.7541,1,-4.6999
ENSG00000171503,ETFDH,22,0.59244,14,-0.2327,8,-0.8630,17,0.20702,12,-0.3889,22,0.59511
ENSG00000171497,PPID,56,-0.1047,76,0.68077,47,-0.3737,55,-0.1406,51,-0.2536,26,-1.2701
ENSG00000052795,FNIP2,118,0.48633,81,-0.2014,106,0.30019,118,0.48745,96,0.15130,28,-1.7306
ENSG00000109756,RAPGEF2,120,-0.3189,133,-0.2240,243,0.85913,216,0.65164,142,-0.0421,59,-1.4012
ENSG00000168843,FSTL5,9,-1.8470,24,-0.5471,45,0.64278,17,-0.8618,37,0.33410,68,1.40618
ENSG00000164128,NPY1R,4,-2.0721,16,-0.3273,57,2.08225,18,-0.0241,11,-0.7439,9,-1.0551
ENSG00000198498,TMA16,37,0.78475,12,-1.3553,29,0.38070,44,1.07881,25,0.09637,25,0.09633
ENSG00000145416,MARCH1,142,1.69483,45,-0.4524,45,-0.3118,81,0.66337,32,-0.8412,10,-2.5428
ENSG00000170088,TMEM192,41,0.33615,27,-0.4667,29,-0.2281,51,0.69306,29,-0.2116,41,0.32161
ENSG00000109466,KLHL2,87,-0.2494,121,0.50022,146,0.61133,87,-0.2454,71,-0.5599,36,-1.5810
ENSG00000052802,MSMO1,99,-0.3527,109,-0.2905,62,-1.0621,88,-0.5299,44,-1.5687,376,2.03548
ENSG00000109472,CPE,517,-1.4623,1271,-0.1047,959,-0.5144,883,-0.6425,945,-0.5380,3531,1.75106
ENSG00000196104,SPOCK3,577,2.81357,77,-1.2470,121,-0.1973,35,-2.0639,108,-0.3780,80,-0.8439
ENSG00000129116,PALLD,45,0.42523,16,-1.5659,24,-0.5543,20,-0.8767,61,0.95666,96,1.81949
ENSG00000145439,CBR4,32,0.32544,26,-0.0333,35,0.46810,22,-0.2819,21,-0.3458,22,-0.2412
ENSG00000154447,SH3RF1,27,-0.2571,28,-0.3255,25,-0.3711,45,0.57567,49,0.71654,28,-0.1683
ENSG00000137601,NEK1,85,0.39224,41,-1.0863,81,0.32229,109,0.82509,98,0.62991,64,-0.0631
ENSG00000109572,CLCN3,199,0.56171,135,-0.1172,102,-0.5224,169,0.29280,122,-0.2356,141,-0.0025
ENSG00000056050,HPF1,87,0.33760,81,0.35027,46,-0.6778,79,0.17647,51,-0.5190,52,-0.4810
ENSG00000198948,MFAP3L,149,1.95231,29,-1.2244,42,-0.3020,34,-0.6344,37,-0.4969,78,0.72235
ENSG00000109576,AADAT,9,-0.8618,18,0.29435,33,1.19818,9,-0.8008,10,-0.7418,12,-0.5032
ENSG00000109586,GALNT7,51,1.89015,14,-0.5109,16,-0.1376,13,-0.4357,6,-1.5231,15,-0.2434
ENSG00000164104,HMGB2,73,0.86293,27,-1.0483,51,0.23264,34,-0.4147,44,0.00385,83,1.09446
ENSG00000164105,SAP30,32,0.66740,17,-0.5722,34,0.80189,12,-0.8757,10,-1.1136,36,0.88172
ENSG00000164106,SCRG1,139,0.19742,87,-0.8171,30,-2.1517,37,-1.8317,100,-0.3350,458,2.48041
ENSG00000145451,GLRA3,2,-4.1612,60,1.47319,70,1.00088,17,-1.2228,11,-1.8347,6,-2.7112
ENSG00000150625,GPM6A,456,-2.0880,2063,0.41516,2241,0.38310,2056,0.23936,1578,-0.1907,1404,-0.3765
ENSG00000150627,WDR17,21,-1.5395,67,0.38737,123,1.29411,51,-0.1930,28,-1.1266,31,-0.9669
ENSG00000129128,SPCS3,75,-0.1640,99,0.48076,101,0.31365,81,-0.0409,34,-1.3797,62,-0.4562
ENSG00000038002,AGA,42,1.85082,12,-0.5316,7,-1.0522,10,-0.6591,7,-1.0545,20,0.45185
ENSG00000218336,TENM3,10,-2.1218,43,0.05334,48,0.21374,96,1.40841,46,0.13402,8,-2.4662
ENSG00000129187,DCTD,13,-1.5364,41,0.40666,19,-0.9717,22,-0.7712,56,0.76929,45,0.38369
ENSG00000151718,WWC2,46,1.21887,15,-0.9177,46,1.23916,29,0.41468,4,-2.3553,16,-0.4731
ENSG00000168564,CDKN2AIP,24,0.59311,12,-0.6528,28,0.89706,14,-0.2072,11,-0.5613,21,0.37520
ENSG00000168556,ING2,28,-0.1619,26,-0.4874,64,1.20842,40,0.38503,33,0.08185,15,-1.1053
ENSG00000182552,RWDD4,29,0.75571,21,0.33305,14,-0.3608,9,-1.0008,17,-0.1373,12,-0.6401
ENSG00000168538,TRAPPC11,27,-0.5745,49,0.64210,55,0.56602,36,-0.1147,13,-1.7244,25,-0.7053
ENSG00000173320,STOX2,147,0.31686,116,-0.1218,135,0.17244,155,0.40534,135,0.17532,57,-1.1773
ENSG00000168310,IRF2,54,1.92859,8,-1.5844,7,-1.3944,17,-0.0758,11,-0.8159,42,1.40950
ENSG00000164305,CASP3,21,0.32681,14,-0.4660,20,0.27261,11,-0.7328,11,-0.6532,35,1.19874
ENSG00000151726,ACSL1,134,2.59991,24,-0.8513,23,-0.6470,17,-1.0701,15,-1.2899,25,-0.4668
ENSG00000151729,SLC25A4,126,-1.3745,411,0.89586,436,0.59127,208,-0.6073,213,-0.5757,121,-1.4359
ENSG00000164323,CFAP97,166,1.55415,32,-1.5889,90,0.45563,87,0.39827,77,0.20578,66,-0.0513
ENSG00000109762,SNX25,7,-1.6449,26,0.45947,22,-0.0245,26,0.24629,20,-0.1270,19,-0.2274
ENSG00000186352,ANKRD37,7,-1.2430,21,0.62021,22,0.45675,12,-0.5314,12,-0.5537,14,-0.2717
ENSG00000109775,UFSP2,69,1.01171,34,-0.2882,50,0.44435,22,-0.8379,21,-0.9094,44,0.25460
ENSG00000154556,SORBS2,32,-1.6598,80,-0.4226,264,1.83471,95,-0.0065,79,-0.2846,65,-0.6023
ENSG00000109794,FAM149A,7,-1.5403,16,-0.4164,25,0.49583,19,-0.0208,38,1.17144,18,-0.0946
ENSG00000145476,CYP4V2,31,1.06059,10,-1.1361,10,-0.7127,7,-1.2582,16,-0.0210,44,1.75098
ENSG00000083857,FAT1,28,0.35962,5,-2.7718,6,-1.9547,9,-1.3953,30,0.48816,107,3.18000
ENSG00000109536,FRG1,145,0.80425,61,-0.8781,115,0.40812,115,0.41038,70,-0.4072,119,0.45984
ENSG00000164366,CCDC127,37,0.29596,31,0.05713,32,0.09184,25,-0.2806,35,0.23949,20,-0.6610
ENSG00000073578,SDHA,118,-0.2486,182,0.83122,97,-0.5490,106,-0.4148,100,-0.5143,90,-0.6762
ENSG00000249915,PDCD6,79,-0.5130,141,0.73431,95,-0.2277,86,-0.3949,68,-0.7435,95,-0.2393
ENSG00000180104,EXOC3,36,-0.8711,68,0.22114,47,-0.4422,72,0.22819,82,0.44579,54,-0.2346
ENSG00000171368,TPPP,529,0.96491,284,-0.1362,248,-0.3011,314,0.07476,290,-0.0550,180,-0.8050
ENSG00000028310,BRD9,48,-0.1027,60,0.39305,36,-0.5717,60,0.24101,39,-0.4457,43,-0.2847
ENSG00000049656,CLPTM1L,25,-1.2676,77,0.86601,54,-0.1116,62,0.12718,28,-1.1077,41,-0.5467
ENSG00000153395,LPCAT1,3,-3.3561,42,1.10291,32,0.11557,37,0.34353,5,-2.7183,22,-0.5039
ENSG00000171421,MRPL36,22,-0.8139,49,0.82878,32,-0.2489,17,-1.1825,36,-0.0664,31,-0.2915
ENSG00000145494,NDUFS6,127,-0.4703,208,0.54974,152,-0.1863,119,-0.5713,147,-0.2493,163,-0.0743
ENSG00000164151,ICE1,86,0.44399,41,-1.0535,91,0.53331,105,0.77914,75,0.21912,71,0.12052
ENSG00000133398,MED10,46,-0.4830,83,0.86326,52,-0.2622,55,-0.1858,56,-0.1486,17,-1.9923
ENSG00000215218,UBE2QL1,27,-2.8682,232,0.75200,183,0.02789,243,0.49744,172,-0.0740,64,-1.5844
ENSG00000037474,NSUN2,17,-0.0452,20,0.33674,19,0.08617,13,-0.5023,12,-0.5566,18,0.02477
ENSG00000145545,SRD5A1,9,-1.9054,36,0.39582,25,-0.3739,44,0.55122,54,0.92833,5,-2.6180
ENSG00000112941,TENT4A,24,-0.3716,35,0.34189,41,0.44269,34,0.14732,14,-1.2050,25,-0.3346
ENSG00000078295,ADCY2,49,-1.3761,107,-0.2696,191,0.78637,123,0.04652,95,-0.3637,189,0.76226
ENSG00000124275,MTRR,51,1.39049,15,-0.9447,46,1.19710,16,-0.5239,9,-1.4183,23,0.01543
ENSG00000247516,MIR4458HG,48,0.22891,44,0.16720,26,-0.7635,17,-1.3390,50,0.29238,57,0.50410
ENSG00000112902,SEMA5A,77,1.11711,15,-1.9443,21,-0.9886,35,-0.1834,36,-0.1631,128,2.14330
ENSG00000150753,CCT5,82,-0.4192,143,0.88787,85,-0.3548,92,-0.2412,44,-1.3785,83,-0.3891
ENSG00000164237,CMBL,24,-0.9399,38,-0.3326,46,0.09413,44,0.00932,63,0.60828,63,0.61647
ENSG00000145495,MARCH6,215,-0.5361,323,0.17942,385,0.40411,441,0.63261,209,-0.5832,174,-0.8695
ENSG00000164236,ANKRD33B,12,-2.1563,49,0.02770,106,1.34315,64,0.45712,48,-0.0095,11,-2.2369
ENSG00000112977,DAP,14,-0.7179,15,-0.7834,11,-1.0098,11,-1.0612,40,1.04409,58,1.72334
ENSG00000169862,CTNND2,285,-0.3376,295,-0.4313,292,-0.3002,341,-0.0492,583,0.85122,487,0.53874
ENSG00000038382,TRIO,36,-1.1973,90,0.41268,105,0.51245,100,0.43104,57,-0.4924,38,-1.0906
ENSG00000154122,ANKH,107,-0.5276,174,0.42923,191,0.41411,128,-0.2347,107,-0.5203,110,-0.4723
ENSG00000173545,ZNF622,44,0.28330,39,0.15373,26,-0.5805,36,-0.0534,37,-0.0229,34,-0.1243
ENSG00000154153,RETREG1,329,1.64319,107,-0.4596,68,-1.0149,244,1.07861,69,-0.9926,29,-2.2743
ENSG00000145555,MYO10,329,1.58147,39,-2.4149,45,-1.6747,63,-1.1832,147,0.15666,465,2.32524
ENSG00000176788,BASP1,307,-2.0811,1454,0.57116,975,-0.3186,2007,0.88345,1273,0.11039,330,-1.9736
ENSG00000215196,BASP1-AS1,5,-2.3878,23,-0.0381,29,0.31613,32,0.46654,29,0.30262,26,0.16892
ENSG00000271892,AC026790.1,4,-1.8056,18,0.61905,9,-0.6417,18,0.38985,17,0.28810,8,-0.8032
ENSG00000248455,LINC02217,6,-2.3002,42,0.98001,18,-0.7979,37,0.31356,29,-0.0985,15,-1.0461
ENSG00000145526,CDH18,12,-2.2509,66,0.62912,96,0.98891,79,0.64152,24,-1.2388,4,-3.7621
ENSG00000154162,CDH12,8,-1.7725,26,0.00016,58,1.39929,42,0.82526,19,-0.4949,2,-3.7069
ENSG00000286961,AC091938.1,5,-2.6150,35,0.66814,63,1.41904,4,-2.7336,21,-0.4091,16,-0.8395
ENSG00000040731,CDH10,12,-1.8311,58,1.01531,44,0.08255,46,0.14659,23,-0.9340,18,-1.2996
ENSG00000113100,CDH9,6,-2.2110,25,-0.2498,106,2.55643,16,-0.7987,8,-1.8280,11,-1.3502
ENSG00000113361,CDH6,11,-0.6285,12,-0.6203,17,0.06842,26,0.76422,16,-0.0347,27,0.84296
ENSG00000113360,DROSHA,21,-1.2614,59,0.53331,51,0.08101,59,0.31641,23,-1.1249,47,-0.0429
ENSG00000082213,C5orf22,10,-1.3215,34,1.12175,23,-0.0506,24,0.02631,9,-1.4281,11,-1.1822
ENSG00000133401,PDZD2,44,-0.8955,61,-0.5972,204,1.70176,24,-1.7869,88,0.19113,100,0.40760
ENSG00000113384,GOLPH3,52,-0.1037,71,0.68946,38,-0.6029,30,-0.9378,41,-0.4705,56,0.01878
ENSG00000150712,MTMR12,21,-0.9969,37,-0.1653,93,1.50232,39,-0.0222,26,-0.6199,28,-0.5555
ENSG00000056097,ZFR,348,0.34237,225,-0.5403,400,0.58071,276,-0.0346,308,0.14477,306,0.13439
ENSG00000113387,SUB1,230,-0.9267,466,0.31880,617,0.66079,364,-0.2090,390,-0.0995,268,-0.6931
ENSG00000113407,TARS,74,0.50504,55,0.02504,58,0.10516,51,-0.0886,44,-0.3429,43,-0.3882
ENSG00000242110,AMACR,6,-1.8964,32,0.95598,27,0.24806,22,-0.0493,8,-1.5701,17,-0.4858
ENSG00000039560,RAI14,53,2.30338,2,-3.6076,11,-0.4249,10,-0.6273,18,0.28916,37,1.52301
ENSG00000113456,RAD1,13,-1.3718,27,-0.3721,53,0.85124,33,0.03563,50,0.73255,29,-0.1324
ENSG00000113460,BRIX1,72,1.25348,28,-0.4756,47,0.50163,33,-0.0678,27,-0.3875,19,-0.9425
ENSG00000168724,DNAJC21,134,0.48511,79,-0.5547,131,0.45137,173,0.92253,76,-0.4364,69,-0.5952
ENSG00000152582,SPEF2,23,-0.1995,20,-0.6171,54,1.20687,54,1.21199,12,-1.2009,14,-0.9952
ENSG00000164187,LMBRD2,75,-0.8602,137,0.14603,178,0.51848,216,0.85688,90,-0.5801,61,-1.1766
ENSG00000152620,NADK2,43,-0.2456,43,-0.4148,48,-0.0851,34,-0.6057,60,0.28307,99,1.14235
ENSG00000079215,SLC1A3,186,-1.1937,209,-1.3991,229,-0.8746,104,-2.0652,376,-0.0977,1866,3.10413
ENSG00000285967,NIPBL-DT,15,0.03777,12,-0.4968,24,0.77989,11,-0.4919,28,1.08665,7,-1.0655
ENSG00000164190,NIPBL,313,1.49396,44,-2.1956,204,0.70893,205,0.71668,141,0.08950,160,0.30121
ENSG00000197603,CPLANE1,105,0.67541,33,-1.5991,130,1.05956,131,1.07095,61,-0.2189,71,0.02787
ENSG00000113569,NUP155,22,0.38756,15,-0.3316,22,0.40330,22,0.40625,18,0.07618,11,-0.7230
ENSG00000082068,WDR70,54,0.78712,22,-0.9902,54,0.78227,60,0.95295,14,-1.3217,35,0.07103
ENSG00000113594,LIFR,208,1.66585,42,-1.4310,24,-1.8751,70,-0.2291,72,-0.1821,190,1.48087
ENSG00000164327,RICTOR,76,1.08324,27,-0.8839,55,0.51342,52,0.42982,24,-0.8049,46,0.20443
ENSG00000113638,TTC33,25,-1.2029,62,0.32074,59,0.10188,59,0.10458,66,0.28888,39,-0.5340
ENSG00000132356,PRKAA1,32,0.63928,27,0.60918,11,-1.0768,17,-0.3869,13,-0.8566,16,-0.5303
ENSG00000145592,RPL37,1609,0.53059,924,-0.5616,790,-0.6229,435,-1.5357,2249,1.12080,1741,0.66503
ENSG00000182836,PLCXD3,34,-0.2119,34,-0.3483,36,-0.1231,87,1.37080,49,0.34095,11,-1.8840
ENSG00000083720,OXCT1,59,-1.6429,221,0.74564,174,0.02446,208,0.32166,133,-0.4018,83,-1.1231
ENSG00000205765,C5orf51,42,1.11232,19,-0.3329,18,-0.2849,26,0.27722,15,-0.5333,18,-0.2567
ENSG00000198865,CCDC152,37,1.49185,4,-2.4454,12,-0.3477,13,-0.2613,29,1.05701,32,1.18696
ENSG00000250722,SELENOP,1059,4.48665,20,-3.6909,8,-4.4647,8,-4.4168,36,-2.2433,240,0.68665
ENSG00000172262,ZNF131,45,0.49015,23,-0.8143,43,0.39329,53,0.74871,23,-0.5998,45,0.46515
ENSG00000177453,NIM1K,13,-0.9907,31,0.62264,33,0.48425,30,0.33521,12,-1.1028,11,-1.2832
ENSG00000112972,HMGCS1,73,-1.5232,224,0.36145,108,-0.9338,238,0.31498,75,-1.4920,377,1.11396
ENSG00000172239,PAIP1,100,0.01116,102,0.06978,163,0.82457,83,-0.2957,71,-0.5429,71,-0.5428
ENSG00000248092,NNT-AS1,108,0.62860,48,-0.9678,83,0.18468,93,0.37645,101,0.51102,89,0.28977
ENSG00000112992,NNT,57,-0.9648,118,0.30766,109,0.05782,137,0.42654,100,-0.0792,73,-0.5729
ENSG00000251141,MRPS30-DT,26,-0.3971,31,-0.1605,47,0.56192,60,0.99458,32,-0.0567,10,-1.8428
ENSG00000112996,MRPS30,26,-1.1900,76,0.83989,41,-0.5372,81,0.57386,44,-0.4057,19,-1.7079
ENSG00000272335,AC093297.2,14,-1.0060,31,0.37017,46,0.87645,38,0.54973,16,-0.8118,6,-2.2705
ENSG00000164588,HCN1,12,-2.8250,115,1.18624,77,-0.0423,113,0.58361,34,-1.3278,17,-2.3599
ENSG00000151883,PARP8,5,-2.2794,31,0.79888,30,0.38885,26,0.18187,17,-0.5211,10,-1.3087
ENSG00000152684,PELO,7,-1.1224,18,0.71089,13,-0.2110,13,-0.1106,8,-0.9075,15,0.05612
ENSG00000164172,MOCS2,68,-0.7771,124,0.29355,119,0.11046,107,-0.0612,144,0.42332,68,-0.7884
ENSG00000164258,NDUFS4,53,-1.0388,124,0.54191,107,0.07717,55,-0.9751,100,-0.0381,110,0.12256
ENSG00000185305,ARL15,2,-3.0640,20,0.87485,11,-0.4276,25,0.85782,11,-0.4969,5,-1.6032
ENSG00000169271,HSPB3,0,-4.5742,27,2.08901,12,-0.3730,14,-0.1118,2,-2.8145,1,-3.2803
ENSG00000178996,SNX18,44,1.76067,8,-1.4213,12,-0.4179,3,-2.4397,8,-1.0315,45,1.82380
ENSG00000067248,DHX29,131,1.03245,46,-0.9761,90,0.37675,116,0.81635,39,-0.9583,82,0.21600
ENSG00000039123,MTREX,61,-0.1481,63,-0.1432,102,0.69073,62,-0.1149,34,-1.0661,91,0.50705
ENSG00000067113,PLPP1,88,1.25954,44,0.11858,17,-1.3798,28,-0.6563,17,-1.3974,53,0.38376
ENSG00000134352,IL6ST,220,0.77950,90,-0.9651,100,-0.5098,113,-0.3226,195,0.56784,255,1.04266
ENSG00000062194,GPBP1,218,0.43332,130,-0.6067,232,0.53934,218,0.42769,163,-0.0498,160,-0.0798
ENSG00000249436,AC008780.1,12,-2.2304,54,-0.0006,96,0.96842,50,-0.1261,95,0.93951,18,-1.6995
ENSG00000145632,PLK2,13,-3.1869,147,0.81468,161,0.60765,124,0.18024,79,-0.5463,39,-1.6236
ENSG00000152932,RAB3C,18,-3.6631,290,0.90968,205,-0.0722,231,0.12253,213,-0.0143,103,-1.1424
ENSG00000113448,PDE4D,9,-2.2271,39,-0.1184,55,0.47265,73,0.96047,46,0.19417,30,-0.5015
ENSG00000152931,PART1,36,-1.8626,133,0.26805,159,0.45631,237,1.15605,102,-0.2749,19,-2.7533
ENSG00000164182,NDUFAF2,61,-0.4434,83,0.08633,78,-0.0654,96,0.28415,108,0.48581,50,-0.7592
ENSG00000188725,SMIM15,43,0.63494,22,-0.6466,40,0.51586,24,-0.2795,22,-0.4665,45,0.72566
ENSG00000130449,ZSWIM6,145,1.93997,34,-0.8799,50,0.00922,31,-0.7269,27,-0.9690,58,0.26844
ENSG00000068796,KIF2A,281,1.77521,62,-1.1440,73,-0.5557,162,0.74492,86,-0.3015,85,-0.3217
ENSG00000086189,DIMT1,16,0.12923,14,-0.1359,21,0.53987,11,-0.5542,7,-1.0573,23,0.70757
ENSG00000086200,IPO11,27,0.63985,21,0.45859,12,-0.6168,21,0.27459,6,-1.5884,11,-0.8066
ENSG00000164197,RNF180,30,0.11469,20,-0.8051,54,1.09390,34,0.28484,34,0.28711,23,-0.3096
ENSG00000186479,RGS7BP,39,-0.9783,51,-0.8297,138,1.09413,179,1.58224,74,0.02384,22,-1.8197
ENSG00000153006,SREK1IP1,96,0.76785,37,-1.0638,107,0.96962,77,0.38999,51,-0.2755,64,0.08039
ENSG00000153015,CWC27,121,0.79055,43,-1.2178,103,0.50620,142,1.07617,89,0.26750,52,-0.6003
ENSG00000113593,PPWD1,42,1.04720,21,-0.2027,31,0.49049,13,-0.8355,23,0.01443,12,-1.0296
ENSG00000113595,TRIM23,87,-0.3659,117,0.19806,160,0.63930,150,0.52760,80,-0.4826,34,-1.7734
ENSG00000113597,TRAPPC13,36,0.04653,45,0.69830,35,-0.0143,22,-0.7515,16,-1.2279,29,-0.3220
ENSG00000197860,SGTB,45,-2.0653,220,0.66915,190,0.13393,197,0.19298,167,-0.0761,93,-0.9830
ENSG00000123213,NLN,48,0.27627,40,-0.0452,42,0.05535,76,1.06454,24,-0.8281,16,-1.4474
ENSG00000112851,ERBIN,436,2.66724,35,-2.2605,55,-1.0738,75,-0.6046,133,0.32441,145,0.46320
ENSG00000153914,SREK1,121,0.59475,61,-0.7624,106,0.35899,116,0.52352,46,-0.9438,129,0.70459
ENSG00000069020,MAST4,33,-1.2204,62,-0.3530,95,0.46318,113,0.74652,66,-0.1294,92,0.39375
ENSG00000145675,PIK3R1,319,-0.4060,360,-0.3348,563,0.51789,882,1.32061,364,-0.1990,140,-1.6721
ENSG00000145740,SLC30A5,20,-0.5628,27,-0.1367,53,1.05474,27,-0.0612,10,-1.6230,38,0.48237
ENSG00000134056,MRPS36,48,-0.6544,94,0.79200,65,-0.1539,52,-0.5150,58,-0.3362,48,-0.6422
ENSG00000134058,CDK7,11,-0.8340,25,0.96249,16,-0.1729,19,0.01336,4,-2.3541,15,-0.3456
ENSG00000085231,AK6,34,-0.4697,55,0.52745,55,0.29849,35,-0.4217,48,0.07400,19,-1.3489
ENSG00000273841,TAF9,36,-1.3498,126,1.25781,77,-0.1679,66,-0.3956,36,-1.3113,47,-0.9270
ENSG00000152942,RAD17,34,0.13938,35,0.26476,38,0.30706,32,0.02074,28,-0.1873,12,-1.4589
ENSG00000249437,NAIP,60,2.51806,5,-2.1443,5,-1.6031,16,-0.0078,13,-0.2445,26,0.85099
ENSG00000145734,BDP1,353,0.28261,162,-1.3162,433,0.62542,664,1.39991,403,0.50264,173,-0.8531
ENSG00000131844,MCCC2,26,0.40116,20,-0.0341,22,0.17586,10,-1.1090,9,-1.1857,34,0.89978
ENSG00000164326,CARTPT,2,-5.0067,117,1.87642,135,1.13156,11,-2.7083,3,-4.4820,6,-3.5188
ENSG00000131711,MAP1B,3277,-0.5963,4548,-0.1205,3111,-0.6772,13319,1.84816,3937,-0.3072,1076,-2.2799
ENSG00000113048,MRPS27,33,-0.4699,54,0.48341,51,0.21625,41,-0.1288,31,-0.6085,34,-0.4449
ENSG00000049883,PTCD2,9,-1.1962,23,0.43375,18,-0.1172,18,-0.1695,24,0.33624,16,-0.3511
ENSG00000083312,TNPO1,100,0.75079,53,-0.4463,79,0.34254,66,0.05544,36,-0.9025,82,0.40287
ENSG00000157107,FCHO2,40,0.90351,14,-1.0735,40,0.91528,30,0.43279,23,-0.0093,19,-0.3474
ENSG00000145741,BTF3,231,0.29857,220,0.36173,187,-0.0463,81,-1.3484,149,-0.4108,207,0.11365
ENSG00000164331,ANKRA2,41,1.10516,13,-1.0921,34,0.75968,17,-0.3773,16,-0.4798,33,0.71758
ENSG00000171617,ENC1,134,-3.2491,1473,0.71273,2061,0.98539,1389,0.30374,723,-0.7392,187,-2.7699
ENSG00000049860,HEXB,16,-1.5603,52,0.46634,64,0.61191,35,-0.3720,13,-1.8933,61,0.53460
ENSG00000164347,GFM2,12,-0.7980,25,0.51251,21,-0.0103,16,-0.3683,18,-0.2321,20,-0.0902
ENSG00000164346,NSA2,271,0.48865,136,-0.8945,253,0.36946,205,0.02151,299,0.65406,243,0.30694
ENSG00000198780,FAM169A,48,-0.8030,83,0.09023,120,0.67553,96,0.30661,76,-0.0775,48,-0.8001
ENSG00000113161,HMGCR,39,-1.4704,144,1.09022,70,-0.5918,108,0.09283,48,-1.1640,73,-0.5291
ENSG00000113163,CERT1,120,0.00510,102,-0.3984,149,0.35277,219,1.02409,119,-0.0167,65,-0.9562
ENSG00000122008,POLK,110,1.72010,18,-1.7583,65,0.74461,47,0.21308,20,-1.1067,61,0.63395
ENSG00000122012,SV2C,5,-1.4522,15,0.14906,0,-4.7426,12,-0.2636,19,0.48209,31,1.32623
ENSG00000145708,CRHBP,19,0.19689,18,0.25556,24,0.62252,12,-0.5536,15,-0.1119,6,-1.4890
ENSG00000164252,AGGF1,119,0.12837,79,-0.7650,181,0.83929,182,0.84723,112,0.03208,79,-0.5230
ENSG00000113231,PDE8B,48,-1.4442,104,-0.4011,279,1.43181,87,-0.5374,149,0.32643,123,0.01054
ENSG00000164253,WDR41,38,0.11037,40,0.28400,36,0.00861,28,-0.3941,27,-0.4644,34,-0.0754
ENSG00000171530,TBCA,395,0.75402,208,-0.4670,238,-0.0923,272,0.12321,270,0.11258,262,0.06262
ENSG00000132842,AP3B1,91,1.95097,15,-1.5353,19,-0.7150,27,-0.2009,23,-0.4591,57,1.05075
ENSG00000085365,SCAMP1,100,-0.6866,174,0.30561,196,0.38628,229,0.65076,88,-0.8961,88,-0.8863
ENSG00000152409,JMY,72,0.24409,52,-0.4203,75,0.30391,100,0.80039,63,0.03241,40,-0.7077
ENSG00000152413,HOMER1,30,-2.3656,159,0.26217,218,0.68872,274,1.09897,96,-0.6489,44,-1.8308
ENSG00000164329,TENT2,30,0.61980,17,-0.4509,35,0.87491,22,0.09256,13,-0.6821,17,-0.2804
ENSG00000164309,CMYA5,30,0.22702,15,-1.2678,38,0.60768,32,0.33119,29,0.14978,49,1.04746
ENSG00000177034,MTX3,34,-0.7345,58,0.15665,73,0.47925,66,0.31118,56,0.05942,29,-0.9486
ENSG00000164300,SERINC5,143,2.92608,16,-1.4326,18,-0.8761,7,-2.2487,20,-0.7562,37,0.20456
ENSG00000039319,ZFYVE16,264,2.54827,23,-2.1837,79,0.22686,53,-0.4226,39,-0.8855,94,0.51593
ENSG00000249042,AC008771.1,11,-1.6505,34,0.11784,53,0.82981,41,0.38153,31,-0.0535,20,-0.7837
ENSG00000228716,DHFR,68,1.03337,23,-1.0529,33,-0.1910,46,0.37533,62,0.86489,31,-0.2629
ENSG00000113318,MSH3,56,0.52937,24,-1.1612,55,0.49385,79,1.10886,47,0.21789,35,-0.2562
ENSG00000113319,RASGRF2,50,-1.6739,194,0.76703,339,1.43084,59,-1.4339,76,-1.0555,44,-1.8833
ENSG00000131732,ZCCHC9,21,0.05658,16,-0.6330,31,0.66703,23,0.18332,8,-1.4908,40,1.10728
ENSG00000145687,SSBP2,45,-0.8704,93,0.44960,87,0.16930,71,-0.1704,73,-0.1260,62,-0.3750
ENSG00000186468,RPS23,1072,0.48717,713,-0.2827,495,-0.7566,269,-1.6808,1276,0.78776,1224,0.71527
ENSG00000174695,TMEM167A,67,-0.4814,98,0.19895,107,0.27645,69,-0.4324,80,-0.2087,102,0.19594
ENSG00000038427,VCAN,263,2.61213,13,-2.9907,18,-2.0053,22,-1.7183,41,-0.7619,206,2.04258
ENSG00000164176,EDIL3,1133,3.15552,145,-1.1057,100,-1.3529,106,-1.2694,118,-1.0954,109,-1.2217
ENSG00000127184,COX7C,454,-1.0735,1130,0.65619,592,-0.6651,476,-1.0023,1201,0.47730,861,-0.0725
ENSG00000145715,RASA1,38,-0.7991,73,0.35189,76,0.28272,102,0.77510,34,-0.9923,35,-0.9580
