Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000160746,ANO10,16,-0.6543,32,0.49451,25,0.11537,31,0.42960,15,-0.7235
ENSG00000011198,ABHD5,24,0.46971,34,1.15501,6,-1.9057,18,-0.0121,17,-0.2000
ENSG00000261786,AC006058.1,4,-1.9550,31,1.44931,12,-0.4154,24,0.88864,4,-1.8738
ENSG00000179152,TCAIM,19,-0.0936,19,-0.0852,15,-0.5056,22,0.17309,27,0.54744
ENSG00000185219,ZNF445,24,0.04243,33,0.60721,22,-0.1627,22,-0.1289,18,-0.4366
ENSG00000186448,ZNF197,15,-0.2609,35,1.35268,10,-0.9650,11,-0.7435,19,0.19848
ENSG00000163807,KIAA1143,47,-0.3478,70,0.33022,60,0.06152,57,-0.0483,56,-0.0689
ENSG00000169964,TMEM42,10,-0.8124,11,-0.6868,17,0.07070,20,0.34415,24,0.68922
ENSG00000163812,ZDHHC3,22,-0.6227,27,-0.2700,41,0.53209,39,0.37553,25,-0.4146
ENSG00000075914,EXOSC7,13,-0.4902,15,-0.2648,21,0.35625,16,-0.1048,20,0.27346
ENSG00000249992,TMEM158,32,0.28105,15,-0.9479,20,-0.6322,37,0.52759,38,0.55920
ENSG00000011376,LARS2,14,0.00298,12,-0.2022,11,-0.3486,13,-0.1230,20,0.65351
ENSG00000211456,SACM1L,46,-0.8746,63,-0.3359,97,0.48251,97,0.42388,71,-0.1305
ENSG00000163818,LZTFL1,27,-0.7540,50,0.29274,33,-0.4696,58,0.58826,48,0.22408
ENSG00000163827,LRRC2,22,-0.8492,39,0.15317,28,-0.4871,60,0.96674,35,-0.0356
ENSG00000181585,TMIE,10,-0.3177,10,-0.3400,13,0.23354,18,0.81339,7,-0.8096
ENSG00000160801,PTH1R,25,1.33421,13,0.04175,11,-0.1541,3,-2.1561,10,-0.2746
ENSG00000160799,CCDC12,39,-0.0016,36,-0.1299,29,-0.5163,43,0.19412,51,0.50011
ENSG00000181555,SETD2,66,-0.6200,204,1.53394,74,-0.4566,70,-0.5133,69,-0.5370
ENSG00000088727,KIF9,16,0.34332,10,-0.5204,17,0.55914,8,-0.7857,13,-0.0584
ENSG00000114648,KLHL18,18,-0.9099,42,0.57995,32,0.10984,32,0.09341,28,-0.1677
ENSG00000076201,PTPN23,25,-0.4128,23,-0.5077,34,0.17503,35,0.20073,38,0.35155
ENSG00000114650,SCAP,31,-0.2207,25,-0.5549,36,0.04942,44,0.37122,40,0.22014
ENSG00000163832,ELP6,10,-1.3528,25,0.13299,22,-0.0991,29,0.44546,29,0.44623
ENSG00000114646,CSPG5,136,0.18331,113,-0.1386,93,-0.5240,108,-0.2227,178,0.68892
ENSG00000173473,SMARCC1,88,0.36382,123,1.01764,76,0.10133,29,-1.4620,42,-0.9092
ENSG00000132153,DHX30,62,-0.7534,50,-1.0965,118,0.39204,116,0.31895,130,0.52711
ENSG00000047849,MAP4,285,-0.0432,249,-0.2737,343,0.33170,269,-0.1418,287,-0.0269
ENSG00000172113,NME6,14,0.42743,21,1.19441,7,-0.8466,4,-1.5329,11,0.06793
ENSG00000164050,PLXNB1,54,0.93265,24,-0.4998,17,-1.1620,8,-2.2074,68,1.44478
ENSG00000232112,TMA7,460,0.49988,183,-1.0788,326,-0.1373,292,-0.3124,499,0.65842
ENSG00000164054,SHISA5,64,-0.0823,39,-0.9073,85,0.47588,53,-0.3971,86,0.45449
ENSG00000010256,UQCRC1,108,-0.9271,123,-0.7179,182,-0.0583,282,0.75423,247,0.49840
ENSG00000008300,CELSR3,9,-0.9832,15,-0.2170,22,0.53061,20,0.31358,16,-0.1107
ENSG00000213672,NCKIPSD,34,-0.8724,46,-0.4038,45,-0.4674,90,0.81926,81,0.60734
ENSG00000068745,IP6K2,40,-0.6908,51,-0.2685,63,0.10704,81,0.55361,63,0.07428
ENSG00000114302,PRKAR2A,53,-0.3621,90,0.55900,64,-0.0652,67,0.03096,57,-0.2540
ENSG00000177479,ARIH2,35,-0.5527,52,0.12087,53,0.17210,49,0.00228,52,0.12206
ENSG00000178467,P4HTM,48,-0.7542,53,-0.5832,68,-0.1978,104,0.60964,105,0.62178
ENSG00000178252,WDR6,45,0.38283,32,-0.1966,27,-0.5617,28,-0.4139,54,0.71586
ENSG00000178149,DALRD3,11,-0.3119,8,-0.8956,14,0.09755,15,0.12175,20,0.66402
ENSG00000178057,NDUFAF3,48,-0.0044,23,-1.2117,37,-0.4987,62,0.45375,77,0.86433
ENSG00000178035,IMPDH2,38,0.04894,26,-0.5765,31,-0.3601,54,0.67111,40,0.13291
ENSG00000198218,QRICH1,19,-1.0092,38,0.11283,33,-0.1239,41,0.24995,47,0.52110
ENSG00000172053,QARS,24,-0.2726,23,-0.3230,24,-0.2997,40,0.60591,32,0.23700
ENSG00000172046,USP19,13,-0.7753,18,-0.2257,21,-0.0040,27,0.45532,26,0.34131
ENSG00000172037,LAMB2,31,1.77615,7,-0.9108,3,-2.3895,6,-1.2833,22,1.02686
ENSG00000185909,KLHDC8B,10,-0.3068,12,-0.0304,9,-0.6136,17,0.53437,16,0.41609
ENSG00000114316,USP4,42,0.04746,54,0.48740,34,-0.3467,39,-0.0631,39,-0.0914
ENSG00000067560,RHOA,203,0.38223,116,-0.5842,145,-0.2365,165,0.01288,200,0.35853
ENSG00000145022,TCTA,13,-0.5634,16,-0.2110,20,0.22047,17,-0.0447,22,0.40138
ENSG00000145029,NICN1,38,-0.1166,28,-0.6367,37,-0.1658,53,0.49246,48,0.31137
ENSG00000173402,DAG1,59,0.38803,39,-0.3425,33,-0.6564,38,-0.3767,75,0.85893
ENSG00000164061,BSN,142,-0.6103,164,-0.3672,312,0.93733,196,-0.0638,148,-0.5387
ENSG00000164062,APEH,41,-0.4377,31,-0.8977,53,0.00543,76,0.68495,63,0.30845
ENSG00000164068,RNF123,16,-0.4144,14,-0.6548,20,-0.1148,26,0.40330,29,0.57756
ENSG00000176095,IP6K1,54,-0.0235,36,-0.7016,50,-0.1669,67,0.35742,69,0.41357
ENSG00000164076,CAMKV,130,-0.6263,145,-0.4370,169,-0.2038,239,0.43636,265,0.63344
ENSG00000164077,MON1A,13,-0.5944,15,-0.4240,17,-0.1771,30,0.84269,20,0.12980
ENSG00000004534,RBM6,51,-0.2275,107,1.15297,37,-0.8245,56,-0.0821,52,-0.2062
ENSG00000003756,RBM5,54,-0.6254,112,0.67182,66,-0.3087,87,0.19249,76,-0.0400
ENSG00000114353,GNAI2,172,0.66362,105,-0.2253,86,-0.6283,94,-0.4247,160,0.52780
ENSG00000012171,SEMA3B,27,0.64380,12,-0.6879,29,0.89878,1,-4.3154,20,0.15665
ENSG00000243477,NAA80,12,-0.4686,12,-0.4659,17,0.16024,21,0.54246,16,0.01361
ENSG00000114383,TUSC2,63,-0.5014,57,-0.6654,103,0.38811,97,0.24048,96,0.20831
ENSG00000068028,RASSF1,12,0.33148,5,-1.1647,11,0.18480,9,-0.1988,13,0.42856
ENSG00000114388,NPRL2,10,-0.9656,17,-0.2359,13,-0.6596,29,0.74146,29,0.78123
ENSG00000126062,TMEM115,12,-0.9108,15,-0.6249,21,-0.0560,27,0.36543,34,0.81235
ENSG00000007402,CACNA2D2,6,-1.2102,12,-0.1761,17,0.48721,20,0.71843,10,-0.5008
ENSG00000088543,C3orf18,19,-0.1045,13,-0.7750,17,-0.3733,20,-0.0173,36,1.01049
ENSG00000088538,DOCK3,55,-1.5305,132,-0.1106,188,0.61793,160,0.23629,143,0.03202
ENSG00000145050,MANF,18,-0.0943,16,-0.2774,18,-0.0939,29,0.80604,14,-0.5353
ENSG00000259956,RBM15B,27,0.09745,19,-0.4986,28,0.21496,22,-0.2864,30,0.29841
ENSG00000145041,DCAF1,9,-1.3586,29,0.63446,23,0.26894,24,0.31530,15,-0.4983
ENSG00000164080,RAD54L2,11,-0.7740,24,0.54736,22,0.48766,15,-0.2532,13,-0.4720
ENSG00000164081,TEX264,24,-0.1175,16,-0.8253,23,-0.2170,31,0.29858,37,0.66077
ENSG00000164082,GRM2,8,-1.1169,11,-0.5477,24,0.99123,13,-0.2163,16,0.05405
ENSG00000090097,PCBP4,40,0.91880,21,-0.3016,23,-0.1433,15,-0.7811,25,0.01567
ENSG00000248487,ABHD14A,37,-0.6024,26,-1.1295,46,-0.2323,85,0.91656,70,0.52768
ENSG00000162244,RPL29,423,0.75382,116,-1.4595,248,-0.2449,254,-0.1798,385,0.57168
ENSG00000164086,DUSP7,29,-0.1740,23,-0.5199,38,0.36764,31,-0.0437,34,0.15038
ENSG00000023330,ALAS1,18,-0.7226,25,-0.1475,19,-0.6605,51,1.16877,29,0.07167
ENSG00000247596,TWF2,20,-0.9962,21,-0.8689,39,0.16896,60,0.94927,39,0.11955
ENSG00000164091,WDR82,141,-0.6733,192,-0.1543,263,0.46022,225,0.11626,205,-0.0490
ENSG00000163930,BAP1,157,1.11731,60,-0.6301,72,-0.3687,67,-0.4396,88,0.01454
ENSG00000010322,NISCH,119,0.40800,76,-0.3882,71,-0.5616,123,0.45944,100,0.08271
ENSG00000168268,NT5DC2,15,0.52067,4,-1.5475,8,-0.5041,21,1.21209,8,-0.4654
ENSG00000168273,SMIM4,19,0.08559,6,-1.6470,12,-0.6891,22,0.35968,33,1.16358
ENSG00000163939,PBRM1,48,-0.2979,106,1.17125,58,-0.0016,40,-0.6261,36,-0.7740
ENSG00000163938,GNL3,13,-2.2860,79,0.57347,57,-0.0131,84,0.69684,54,-0.0955
ENSG00000016864,GLT8D1,21,-0.2898,19,-0.4937,18,-0.6036,35,0.58114,37,0.67916
ENSG00000114902,SPCS1,96,-0.2801,84,-0.5069,90,-0.4457,156,0.59153,152,0.53315
ENSG00000114904,NEK4,17,-0.0987,20,0.16501,17,-0.1595,20,0.19024,17,-0.0663
ENSG00000163932,PRKCD,10,-0.0330,10,-0.1559,6,-0.9490,11,0.03193,18,0.99867
ENSG00000163931,TKT,64,-0.4275,81,-0.0268,71,-0.2922,93,0.22201,108,0.49786
ENSG00000272886,DCP1A,18,-0.7569,32,0.18436,25,-0.2736,32,0.20149,39,0.52186
ENSG00000157388,CACNA1D,17,-0.7086,53,1.44356,17,-0.6995,25,-0.0177,19,-0.4977
ENSG00000016391,CHDH,34,1.25512,16,-0.1771,4,-2.3980,3,-2.4095,37,1.47947
ENSG00000113812,ACTR8,12,0.15731,17,0.73506,8,-0.6798,14,0.44772,7,-0.8594
ENSG00000113811,SELENOK,115,0.33423,66,-0.6109,93,-0.0417,79,-0.3211,124,0.47591
ENSG00000157445,CACNA2D3,17,-1.4297,45,0.16043,28,-0.7073,84,1.39297,38,-0.1222
ENSG00000187672,ERC2,173,-0.4343,446,1.36393,228,0.04581,146,-0.7102,118,-1.0609
ENSG00000180376,CCDC66,28,-0.5453,104,2.03802,28,-0.6080,19,-1.1914,22,-0.9283
ENSG00000163946,TASOR,47,-0.1378,80,0.86335,41,-0.3826,41,-0.3617,48,-0.0846
ENSG00000163947,ARHGEF3,35,-1.2848,63,-0.3458,66,-0.2969,147,1.23927,81,0.07457
ENSG00000157500,APPL1,82,-0.5991,186,0.87977,109,-0.1301,130,0.19685,79,-0.6555
ENSG00000174840,PDE12,27,-0.1111,23,-0.3655,33,0.27497,33,0.24151,25,-0.2002
ENSG00000168374,ARF4,51,-0.3952,44,-0.6457,64,-0.0286,91,0.63024,74,0.22647
ENSG00000174839,DENND6A,16,0.69366,19,0.98017,7,-0.6923,6,-0.9376,8,-0.4668
ENSG00000163681,SLMAP,93,0.04567,140,0.81356,71,-0.4611,87,-0.0661,71,-0.4089
ENSG00000136068,FLNB,13,0.33645,16,0.76389,12,0.18239,7,-0.6338,5,-1.2931
ENSG00000163686,ABHD6,18,-1.1618,34,-0.1792,42,0.22574,52,0.57277,40,0.09979
ENSG00000163684,RPP14,25,0.06073,27,0.18256,26,0.13511,19,-0.3960,23,-0.0745
ENSG00000168297,PXK,37,-0.7790,96,0.94083,80,0.68444,34,-0.8887,33,-0.9505
ENSG00000168291,PDHB,57,-0.4600,61,-0.3531,63,-0.3294,121,0.88422,79,0.09687
ENSG00000168301,KCTD6,27,-0.2022,33,0.16231,27,-0.1983,37,0.38688,28,-0.1435
ENSG00000168309,FAM107A,1032,1.55782,264,-0.9768,396,-0.3443,182,-1.5673,535,0.21703
ENSG00000144724,PTPRG,44,0.50860,60,1.11046,17,-1.2273,22,-0.6827,32,-0.0581
ENSG00000114405,C3orf14,60,-0.4782,68,-0.2509,88,0.22670,87,0.17118,87,0.16945
ENSG00000153266,FEZF2,3,-3.3703,21,-0.6462,68,1.93495,19,-0.8326,27,-0.2815
ENSG00000163618,CADPS,77,-1.4049,210,0.26150,205,0.24700,247,0.55763,158,-0.2462
ENSG00000163630,SYNPR,91,-0.6221,104,-0.4097,164,0.45193,126,-0.0794,158,0.32474
ENSG00000163634,THOC7,71,-0.6303,122,0.29344,108,0.08111,107,0.04970,108,0.07230
ENSG00000163635,ATXN7,13,-0.3334,28,1.10182,12,-0.4562,12,-0.4759,15,-0.0697
ENSG00000163636,PSMD6,23,-1.3751,51,-0.1061,44,-0.3889,87,0.89319,70,0.46861
ENSG00000163637,PRICKLE2,56,-0.6553,91,0.16870,95,0.28242,92,0.19905,72,-0.2222
ENSG00000151276,MAGI1,62,-0.6521,131,0.65003,82,-0.2243,98,0.10856,91,-0.0051
ENSG00000144741,SLC25A26,25,-0.1515,15,-0.9268,33,0.43851,24,-0.2058,34,0.42772
ENSG00000144749,LRIG1,154,1.25444,43,-1.0499,15,-2.7681,24,-1.9263,200,1.87566
ENSG00000172340,SUCLG2,40,1.67183,22,0.40799,6,-1.6899,5,-1.9368,19,0.15883
ENSG00000183662,TAFA1,22,-1.1021,26,-0.8684,54,0.43727,70,0.87085,41,-0.0977
ENSG00000144747,TMF1,52,-0.7752,155,1.21476,74,-0.1958,73,-0.2093,62,-0.4859
ENSG00000144744,UBA3,30,-0.6780,39,-0.2709,40,-0.2466,68,0.73095,53,0.28363
ENSG00000144746,ARL6IP5,128,-1.0737,261,0.11312,208,-0.3108,405,0.95463,239,-0.0416
ENSG00000114541,FRMD4B,14,-0.2571,24,0.74585,30,1.52395,1,-3.6193,3,-2.6108
ENSG00000114861,FOXP1,121,-0.6992,281,0.79466,189,0.06242,189,0.05884,133,-0.5469
ENSG00000163412,EIF4E3,54,-0.2731,52,-0.3274,68,0.13575,83,0.48989,57,-0.1738
ENSG00000170837,GPR27,40,0.47655,18,-0.9198,28,-0.1822,36,0.24411,34,0.18745
ENSG00000163602,RYBP,40,-0.6470,67,0.25116,64,0.19942,53,-0.1668,64,0.17297
ENSG00000163605,PPP4R2,49,-0.8984,129,0.79314,70,-0.3602,94,0.19047,87,0.05056
ENSG00000121440,PDZRN3,26,-0.6732,45,0.30699,28,-0.5585,40,0.08591,57,0.72222
ENSG00000113805,CNTN3,8,-2.1408,43,0.62885,39,0.47000,32,0.08064,28,-0.1783
ENSG00000185008,ROBO2,37,-1.1450,105,0.65487,77,0.09630,89,0.33020,59,-0.3904
ENSG00000169855,ROBO1,35,0.30881,39,0.48253,12,-1.5059,26,-0.2166,44,0.73541
ENSG00000175161,CADM2,298,-1.1012,829,0.66963,562,-0.0526,700,0.34788,504,-0.2335
ENSG00000083937,CHMP2B,49,-0.5587,81,0.30474,54,-0.4282,93,0.56967,70,0.05519
ENSG00000163320,CGGBP1,68,-0.0738,59,-0.3261,77,0.14506,74,0.05520,76,0.11892
ENSG00000175105,ZNF654,21,-0.2217,43,1.15260,18,-0.4608,23,-0.0504,15,-0.7255
ENSG00000179021,C3orf38,4,-1.4877,14,0.44858,7,-0.8023,17,0.79933,15,0.49129
ENSG00000169379,ARL13B,16,0.34606,22,0.94605,9,-0.6800,12,-0.1244,9,-0.6913
ENSG00000178700,DHFR2,11,0.02481,13,0.40094,8,-0.4448,13,0.33880,9,-0.2947
ENSG00000178694,NSUN3,7,-0.6797,16,0.64165,8,-0.6614,16,0.62991,11,-0.0852
ENSG00000269028,MTRNR2L12,17905,1.29179,11955,0.46935,9040,-0.0429,2495,-2.1050,4897,-1.0590
ENSG00000261292,AC110491.1,20,0.03277,13,-0.6837,8,-1.4260,32,0.92610,29,0.76332
ENSG00000113966,ARL6,20,-0.6521,25,-0.3130,22,-0.5765,52,1.03692,34,0.26086
ENSG00000080200,CRYBG3,23,0.77917,33,1.49814,6,-1.5810,6,-1.3999,12,-0.3413
ENSG00000170854,RIOX2,25,0.33363,24,0.22462,10,-1.2991,35,0.95841,16,-0.4338
ENSG00000080822,CLDND1,126,-0.4255,130,-0.3712,265,1.10396,88,-1.0202,148,-0.1550
ENSG00000080819,CPOX,9,-1.3373,22,0.04661,26,0.38707,28,0.46521,20,-0.1310
ENSG00000064225,ST3GAL6,7,-1.4222,26,0.67617,18,-0.0125,22,0.32174,17,-0.0871
ENSG00000057019,DCBLD2,9,-1.1166,21,0.18442,25,0.55525,23,0.34802,13,-0.5767
ENSG00000184220,CMSS1,46,-0.8700,79,0.03996,84,0.15148,99,0.44073,77,-0.0191
ENSG00000168386,FILIP1L,9,-1.3169,43,1.44319,19,-0.1758,22,0.13175,11,-1.0584
ENSG00000036054,TBC1D23,21,-0.7270,39,0.32845,31,-0.0981,40,0.35249,33,0.01151
ENSG00000114021,NIT2,8,-1.5872,16,-0.5140,21,-0.0539,31,0.66732,32,0.73675
ENSG00000154174,TOMM70,55,-1.2092,131,0.23183,122,0.11931,155,0.54671,108,-0.1088
ENSG00000206535,LNP1,8,-1.0685,16,0.12085,18,0.36736,11,-0.5277,21,0.58492
ENSG00000114354,TFG,34,-0.6381,42,-0.2619,39,-0.4320,72,0.70324,64,0.47131
ENSG00000138468,SENP7,21,-0.3430,43,0.92214,26,0.01410,15,-0.9101,25,-0.0752
ENSG00000174173,TRMT10C,37,-0.7244,70,0.39420,50,-0.2268,83,0.70517,46,-0.3692
ENSG00000081154,PCNP,127,-0.1405,100,-0.5445,145,0.10433,134,-0.0471,179,0.47281
ENSG00000066422,ZBTB11,33,-0.8503,61,0.17628,57,0.05861,74,0.53464,50,-0.1674
ENSG00000114391,RPL24,736,0.58712,353,-0.7015,455,-0.3102,485,-0.1694,683,0.44532
ENSG00000182504,CEP97,21,-0.9638,56,0.70608,34,-0.2030,38,-0.0063,43,0.21247
ENSG00000144815,NXPE3,28,-0.8126,69,0.77705,47,0.08812,55,0.34536,26,-0.8952
ENSG00000170017,ALCAM,104,-0.3109,180,0.67189,94,-0.5404,68,-1.0176,195,0.82681
ENSG00000242759,LINC00882,36,-0.1185,61,0.89380,35,-0.1345,25,-0.6985,34,-0.1928
ENSG00000243701,DUBR,5,-1.5180,22,0.96648,17,0.48632,13,0.00380,7,-1.0223
ENSG00000114439,BBX,101,0.41365,125,0.81693,53,-0.7858,53,-0.7090,85,0.09609
ENSG00000196776,CD47,86,-0.8926,144,-0.0312,148,0.02861,202,0.59275,150,0.04775
ENSG00000114446,IFT57,27,-1.2339,84,0.69338,52,-0.1968,90,0.82352,38,-0.6972
ENSG00000163507,CIP2A,7,-0.6470,20,1.30823,5,-1.1814,10,-0.0526,11,0.19173
ENSG00000198919,DZIP3,103,-0.6529,234,0.82392,130,-0.2825,169,0.20796,128,-0.2883
ENSG00000177707,NECTIN3,37,0.04580,42,0.26283,17,-1.3514,47,0.49205,47,0.48038
ENSG00000240891,PLCXD2,9,-1.7566,24,-0.1801,54,1.71630,13,-1.1948,19,-0.5244
ENSG00000144827,ABHD10,29,-0.8064,42,-0.1884,49,0.04790,69,0.70291,47,-0.0268
ENSG00000144834,TAGLN3,170,-1.4225,272,-0.6676,432,0.13729,679,0.98635,451,0.19711
ENSG00000091972,CD200,42,-1.3827,83,-0.2726,119,0.41238,107,0.17748,124,0.44567
ENSG00000144848,ATG3,47,0.02084,42,-0.1775,40,-0.2811,62,0.51508,45,-0.0676
ENSG00000138459,SLC35A5,22,-0.4454,16,-0.9275,31,0.17431,33,0.27681,39,0.55119
ENSG00000091986,CCDC80,45,1.45216,16,-0.5365,19,-0.2143,4,-2.4859,25,0.22872
ENSG00000163607,GTPBP8,6,-0.8325,9,-0.2199,10,0.10922,10,0.04756,14,0.61601
ENSG00000163608,NEPRO,22,-0.0973,28,0.33479,21,-0.1714,23,0.01760,22,-0.0605
ENSG00000206530,CFAP44,18,-0.1101,39,1.34001,17,-0.3068,13,-0.7011,12,-0.7549
ENSG00000072858,SIDT1,4,-2.2556,21,0.21126,16,-0.2911,35,1.18654,19,-0.0134
ENSG00000176542,USF3,32,-0.7413,78,0.82530,54,0.15612,49,-0.0241,34,-0.6229
ENSG00000121579,NAA50,51,-0.2795,66,0.16788,45,-0.5547,76,0.42428,70,0.27927
ENSG00000114573,ATP6V1A,142,-1.1716,206,-0.5720,386,0.61709,378,0.49739,279,-0.0548
ENSG00000178075,GRAMD1C,23,0.67060,18,0.17306,3,-2.6954,2,-2.7443,40,1.88936
ENSG00000184307,ZDHHC23,11,-1.4335,31,0.30112,26,0.00014,37,0.62503,26,-0.0075
ENSG00000163617,CCDC191,21,0.66669,30,1.40244,8,-0.9955,3,-2.1138,13,-0.2007
ENSG00000181722,ZBTB20,224,1.05293,199,0.81681,34,-2.2658,20,-2.9269,214,0.96390
ENSG00000172020,GAP43,1333,-0.2123,1755,0.27463,1631,0.15968,1644,0.15611,1106,-0.5283
ENSG00000185565,LSAMP,334,-0.3442,589,0.68077,359,-0.2444,452,0.18541,328,-0.3759
ENSG00000144847,IGSF11,13,0.36094,14,0.55815,3,-2.0087,10,-0.1396,16,0.79548
ENSG00000163389,POGLUT1,7,-0.9850,19,0.58180,15,0.20400,19,0.53180,8,-0.9268
ENSG00000113845,TIMMDC1,33,-0.2420,29,-0.4636,33,-0.2694,52,0.56370,46,0.33132
ENSG00000138495,COX17,99,-0.0949,52,-1.1626,120,0.28629,84,-0.3708,160,0.78588
ENSG00000082701,GSK3B,66,-0.6923,105,0.08306,121,0.38921,127,0.43651,70,-0.5984
ENSG00000163428,LRRC58,55,-0.0552,78,0.57691,46,-0.4100,46,-0.3472,65,0.22385
ENSG00000163430,FSTL1,44,1.53020,13,-0.7576,10,-1.2986,7,-1.5851,33,0.88986
ENSG00000065518,NDUFB4,158,0.03424,65,-1.4174,137,-0.2310,185,0.32628,236,0.79134
ENSG00000144840,RABL3,16,-0.9148,20,-0.5814,31,0.16998,26,-0.1097,46,0.93216
ENSG00000145087,STXBP5L,62,-1.2931,221,0.89382,146,0.12200,167,0.35295,86,-0.7922
ENSG00000173230,GOLGB1,236,-0.9242,987,1.81033,248,-0.9180,396,-0.0604,261,-0.7613
ENSG00000173226,IQCB1,12,-0.7941,29,0.71131,17,-0.3052,26,0.48598,16,-0.3388
ENSG00000163406,SLC15A2,48,1.35137,14,-0.8450,4,-2.8395,6,-2.2468,58,1.78424
ENSG00000160124,CCDC58,9,-0.0558,13,0.69130,4,-1.2609,11,0.25286,11,0.30277
ENSG00000114023,FAM162A,93,-0.1704,57,-0.9669,103,0.00831,123,0.33144,135,0.51194
ENSG00000114030,KPNA1,50,-0.8236,110,0.52055,70,-0.3084,107,0.48241,80,-0.0434
ENSG00000173193,PARP14,25,1.75805,21,1.26037,3,-2.0083,1,-3.6955,7,-0.6860
ENSG00000082684,SEMA5B,7,-0.6185,10,-0.0400,9,-0.1667,13,0.48969,11,0.23755
ENSG00000121542,SEC22A,7,-0.7125,9,-0.2457,9,-0.3327,15,0.54275,15,0.57537
ENSG00000173175,ADCY5,43,0.15867,34,-0.2689,47,0.36579,34,-0.2497,35,-0.1980
ENSG00000206527,HACD2,51,-0.1752,45,-0.3638,53,-0.1214,72,0.43521,62,0.17799
ENSG00000065534,MYLK,101,0.94215,79,0.45081,36,-0.9557,22,-1.6272,81,0.49656
ENSG00000175455,CCDC14,16,-0.9029,76,2.09766,22,-0.4414,19,-0.6060,9,-1.7367
ENSG00000160145,KALRN,114,-0.7701,220,0.36071,150,-0.3487,242,0.54139,189,0.08599
ENSG00000082781,ITGB5,25,1.22405,11,-0.3801,5,-1.5505,5,-1.4457,24,1.10573
ENSG00000173706,HEG1,30,1.76772,14,0.17416,11,-0.2758,2,-2.8615,7,-0.9583
ENSG00000163848,ZNF148,78,-0.3514,169,1.07672,65,-0.7301,98,0.02591,87,-0.1836
ENSG00000114520,SNX4,28,-0.9012,51,0.12868,47,-0.0530,62,0.46383,52,0.15283
ENSG00000144909,OSBPL11,18,0.13445,20,0.31622,10,-0.8580,12,-0.6217,27,0.87516
ENSG00000114544,SLC41A3,44,-0.7039,49,-0.5193,80,0.37179,87,0.47540,67,0.01131
ENSG00000144908,ALDH1L1,69,1.29865,27,-0.4731,4,-3.4875,13,-1.6440,80,1.64378
ENSG00000163884,KLF15,21,1.23134,6,-0.9570,5,-1.3175,4,-1.5658,22,1.30108
ENSG00000159685,CHCHD6,33,-0.6872,28,-0.9778,51,0.00389,70,0.58362,71,0.61749
ENSG00000114554,PLXNA1,24,-0.7935,28,-0.5141,57,0.85275,42,0.16112,31,-0.3449
ENSG00000163870,TPRA1,10,-0.6696,12,-0.3378,17,0.20094,15,-0.0666,21,0.59755
ENSG00000114631,PODXL2,52,-0.6669,64,-0.3178,101,0.55675,78,0.00343,80,0.06138
ENSG00000114626,ABTB1,34,-0.4995,31,-0.6379,46,0.01444,71,0.79490,47,0.04240
ENSG00000074416,MGLL,240,0.29564,165,-0.3616,270,0.59065,91,-1.3226,219,0.13122
ENSG00000058262,SEC61A1,38,0.34671,26,-0.3260,30,-0.0789,33,0.05854,31,-0.0259
ENSG00000175792,RUVBL1,7,-1.4103,25,0.55841,24,0.54447,20,0.21513,12,-0.7367
ENSG00000163902,RPN1,38,-0.4905,43,-0.2846,38,-0.5372,67,0.50687,74,0.68938
ENSG00000075785,RAB7A,141,-0.3940,138,-0.4292,161,-0.1784,236,0.52561,217,0.36441
ENSG00000177646,ACAD9,14,-0.1845,15,-0.0027,14,-0.2492,18,0.30830,17,0.16345
ENSG00000240682,ISY1,18,-0.2957,29,0.49344,19,-0.2474,26,0.32476,18,-0.3254
ENSG00000273437,AC108673.3,17,0.30014,13,-0.2369,18,0.34321,11,-0.4467,13,-0.1802
ENSG00000169714,CNBP,163,-0.1138,126,-0.5484,149,-0.3075,160,-0.1533,287,0.93826
ENSG00000181789,COPG1,31,-0.9418,46,-0.2706,48,-0.2344,95,1.07896,53,-0.0218
ENSG00000183624,HMCES,32,-0.2868,27,-0.5275,37,-0.0288,45,0.32258,47,0.39464
ENSG00000184897,H1FX,104,-0.2056,70,-0.8630,120,0.04844,113,-0.0718,178,0.77564
ENSG00000129071,MBD4,22,-1.1785,64,0.63805,39,-0.2751,62,0.56180,42,-0.1169
ENSG00000163913,IFT122,19,-0.3524,24,0.04131,22,-0.1726,29,0.31651,26,0.16303
ENSG00000004399,PLXND1,20,-0.2303,24,0.06491,18,-0.5238,22,-0.0702,35,0.73921
ENSG00000172765,TMCC1,36,-0.6386,58,0.15199,62,0.33709,51,-0.0603,52,-0.0181
ENSG00000196455,PIK3R4,14,-0.9581,17,-0.6044,27,0.12080,33,0.51114,33,0.50422
ENSG00000017260,ATP2C1,58,-0.9513,85,-0.3173,115,0.24093,132,0.46494,115,0.20366
ENSG00000114670,NEK11,15,-0.6502,26,0.27705,29,0.54979,17,-0.4515,21,-0.1214
ENSG00000198585,NUDT16,62,-0.0108,75,0.33731,48,-0.4968,58,-0.1322,76,0.35699
ENSG00000114686,MRPL3,35,-0.3890,31,-0.5935,46,0.11567,52,0.31297,53,0.35487
