Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000243147,MRPL33,64,-0.6026,124,0.54854,136,0.65619,80,-0.3115,52,-0.9137,67,-0.5750
ENSG00000158019,BABAM2,16,-0.9556,18,-0.9124,48,0.86151,43,0.74845,20,-0.5935,22,-0.5194
ENSG00000075426,FOSL2,12,-1.0638,30,0.32702,23,-0.1488,28,0.18029,17,-0.6119,27,0.13769
ENSG00000213639,PPP1CB,245,-0.4097,295,-0.1499,416,0.47377,308,-0.0663,301,-0.0904,321,0.00769
ENSG00000171103,TRMT61B,3,-2.5212,29,0.86985,31,0.88965,15,-0.4668,1,-3.4659,15,-0.3824
ENSG00000163811,WDR43,104,1.79809,18,-1.1987,18,-1.1330,40,0.21667,67,1.02651,24,-0.6368
ENSG00000115295,CLIP4,41,-0.4259,39,-0.6084,52,-0.0678,72,0.57706,75,0.51934,49,-0.1852
ENSG00000119801,YPEL5,57,-1.2952,124,-0.1324,178,0.52104,176,0.57069,56,-1.2989,112,-0.2811
ENSG00000213626,LBH,3,-2.7378,19,-0.0357,39,1.31418,10,-1.1353,38,1.08106,13,-0.6084
ENSG00000172954,LCLAT1,7,-1.4044,12,-0.7307,17,-0.0567,32,1.23547,12,-0.5593,15,-0.2919
ENSG00000013016,EHD3,30,-1.8931,59,-1.0259,138,0.48371,146,0.68454,105,0.00799,116,0.17589
ENSG00000162961,DPY30,54,0.10848,48,-0.0797,74,0.68070,44,-0.2568,21,-1.3313,53,0.08701
ENSG00000021574,SPAST,46,0.41932,28,-0.4018,34,-0.0724,46,0.52367,31,-0.2047,28,-0.3795
ENSG00000119820,YIPF4,142,0.25535,108,-0.2019,94,-0.4209,144,0.35938,148,0.32451,105,-0.2296
ENSG00000115760,BIRC6,167,1.49565,49,-0.5901,54,-0.3814,80,0.33791,95,0.53791,28,-1.4422
ENSG00000119812,FAM98A,68,0.18884,41,-0.6842,86,0.63197,66,0.16616,79,0.42646,42,-0.5994
ENSG00000260025,CRIM1-DT,0,-8.8320,21,-0.3070,30,0.38659,44,1.26009,13,-0.9554,13,-0.9887
ENSG00000150938,CRIM1,48,-0.9064,100,0.27263,70,-0.3747,92,0.10122,97,0.17002,92,0.10338
ENSG00000171055,FEZ2,141,0.47270,91,-0.2754,86,-0.3345,139,0.57115,108,0.05263,74,-0.5831
ENSG00000115808,STRN,180,2.11332,21,-1.5764,26,-1.1239,57,0.14302,64,0.29583,52,-0.0313
ENSG00000008869,HEATR5B,22,-0.1067,19,-0.4129,31,0.46483,28,0.35319,27,0.20728,16,-0.6654
ENSG00000152133,GPATCH11,81,0.77793,30,-0.9130,49,-0.0324,57,0.24695,81,0.76466,40,-0.3707
ENSG00000055332,EIF2AK2,126,0.36704,99,-0.0162,86,-0.2598,103,0.05900,157,0.73169,69,-0.6202
ENSG00000218739,CEBPZOS,54,-0.0167,52,-0.0969,49,-0.1874,72,0.56002,51,-0.0874,40,-0.5223
ENSG00000115816,CEBPZ,142,1.24199,65,-0.0493,51,-0.4587,54,-0.3872,91,0.50228,54,-0.3555
ENSG00000003509,NDUFAF7,9,-0.7426,11,-0.5464,15,0.10668,22,0.86445,9,-0.6451,13,-0.1487
ENSG00000115828,QPCT,0,-6.1168,18,-0.1532,25,0.45966,31,0.98597,6,-1.6196,14,-0.4728
ENSG00000163171,CDC42EP3,1,-3.7103,9,-1.5932,35,0.71539,40,1.13567,25,0.14144,18,-0.3888
ENSG00000119787,ATL2,15,-1.4629,28,-0.6281,35,-0.2321,57,0.74481,59,0.62533,39,-0.0301
ENSG00000143889,HNRNPLL,30,-0.5258,44,0.07131,61,0.63853,56,0.55078,19,-1.1886,20,-1.2542
ENSG00000115875,SRSF7,63,-0.3388,79,0.01374,69,-0.2058,115,0.78770,72,-0.1334,43,-0.9884
ENSG00000163214,DHX57,13,-0.4224,19,0.17228,12,-0.6609,20,0.27730,25,0.58403,15,-0.2558
ENSG00000188010,MORN2,17,-1.0332,50,0.83542,45,0.54865,29,-0.2894,25,-0.4386,16,-1.1816
ENSG00000115904,SOS1,43,0.18448,38,-0.0025,21,-0.9223,41,0.13511,71,1.02026,31,-0.3260
ENSG00000011566,MAP4K3,27,-0.5951,32,-0.4482,38,-0.1067,72,1.23957,40,-0.0094,16,-1.4782
ENSG00000231312,MAP4K3-DT,21,-1.2293,41,-0.2716,29,-0.8326,76,0.96231,67,0.53304,39,-0.3536
ENSG00000152154,TMEM178A,53,-1.3809,51,-1.6100,103,-0.4070,242,1.35592,177,0.47528,129,-0.0261
ENSG00000183023,SLC8A1,108,-0.9607,107,-1.1228,145,-0.5590,360,1.26314,288,0.56355,170,-0.2945
ENSG00000162878,PKDCC,8,-1.0147,5,-2.0231,12,-0.4595,31,1.43526,17,0.05234,19,0.26668
ENSG00000143924,EML4,25,0.47552,6,-1.8535,18,0.01153,26,0.71649,31,0.82970,15,-0.2665
ENSG00000115944,COX7A2L,98,-0.6754,121,-0.4155,219,0.67144,153,0.02843,111,-0.4743,172,0.22516
ENSG00000057935,MTA3,23,-0.3628,21,-0.5997,33,0.18232,42,0.71557,18,-0.7589,29,-0.0280
ENSG00000152518,ZFP36L2,100,1.05619,134,2.37594,10,-2.5003,12,-2.3622,11,-2.2642,29,-0.9521
ENSG00000138036,DYNC2LI1,20,-1.1286,40,-0.1002,26,-0.8223,79,1.36750,44,0.04489,18,-1.3416
ENSG00000138095,LRPPRC,90,-0.1340,60,-0.8861,117,0.30411,139,0.70751,97,-0.0184,81,-0.3231
ENSG00000138032,PPM1B,77,-0.1630,96,0.22861,72,-0.2861,96,0.24019,69,-0.3375,79,-0.1411
ENSG00000138078,PREPL,214,-1.6265,309,-1.2441,851,0.54970,897,0.74406,767,0.32305,605,-0.0576
ENSG00000171132,PRKCE,36,-1.9802,69,-1.1590,113,-0.2825,232,1.20884,176,0.44350,129,-0.0578
ENSG00000116016,EPAS1,73,-0.3853,204,1.84270,36,-1.5443,48,-1.1792,28,-1.8019,96,0.05973
ENSG00000119729,RHOQ,127,0.57727,144,1.04060,82,-0.1320,43,-1.2722,71,-0.3314,69,-0.4104
ENSG00000151665,PIGF,17,-0.0863,31,1.21148,15,-0.2473,12,-0.6631,18,0.05671,8,-1.1818
ENSG00000119878,CRIPT,92,0.95200,51,-0.0180,38,-0.5008,51,0.01601,29,-0.8474,55,0.12206
ENSG00000171150,SOCS5,25,-0.7917,45,0.13435,43,0.03717,38,-0.1663,48,0.22518,47,0.20076
ENSG00000180398,MCFD2,51,-0.7384,92,0.20278,101,0.35826,97,0.31130,41,-1.0743,66,-0.3823
ENSG00000143933,CALM2,966,-0.9352,1252,-0.6377,2719,0.77835,2289,0.51430,1135,-0.6905,1563,-0.2159
ENSG00000095002,MSH2,21,-0.7477,29,-0.2466,44,0.49127,44,0.54278,42,0.34049,16,-1.2060
ENSG00000184261,KCNK12,9,-1.6679,35,0.37905,34,0.28859,25,-0.2791,22,-0.4523,34,0.28236
ENSG00000116062,MSH6,39,0.65450,23,-0.2168,29,0.20979,29,0.23134,34,0.42150,11,-1.3175
ENSG00000138081,FBXO11,45,-1.1290,66,-0.6443,98,0.06067,156,1.07336,102,0.12444,62,-0.7047
ENSG00000170802,FOXN2,106,2.86388,14,-0.8029,17,-0.4172,16,-0.5679,16,-0.4690,8,-1.5038
ENSG00000162869,PPP1R21,55,0.13926,31,-0.8908,66,0.47447,64,0.46447,67,0.43509,35,-0.6268
ENSG00000179915,NRXN1,138,-1.6942,352,-0.3340,429,0.03309,623,0.81443,467,0.16266,333,-0.3984
ENSG00000115239,ASB3,35,-0.0169,38,0.12676,33,-0.1229,42,0.32422,50,0.52111,18,-1.0932
ENSG00000068912,ERLEC1,96,-0.4575,88,-0.6961,147,0.22627,217,1.10852,76,-0.8247,86,-0.6845
ENSG00000068878,PSME4,67,1.41998,16,-0.9530,12,-1.4033,36,0.50260,50,0.91871,20,-0.5562
ENSG00000170634,ACYP2,78,-0.3840,106,0.11055,183,1.12500,70,-0.6408,48,-1.1142,90,-0.1795
ENSG00000115306,SPTBN1,873,0.37575,684,-0.0157,631,-0.1532,655,-0.0987,638,-0.1207,743,0.12995
ENSG00000214595,EML6,16,-0.8093,13,-1.3001,12,-1.2820,55,1.59045,55,1.11423,15,-1.0145
ENSG00000115310,RTN4,1776,0.29939,919,-0.8485,1752,0.30892,1981,0.60689,1513,0.04415,1078,-0.5227
ENSG00000143947,RPS27A,1099,0.53121,1123,0.73135,957,0.34302,504,-0.8089,186,-2.1794,689,-0.2292
ENSG00000085760,MTIF2,45,0.43255,27,-0.4688,40,0.26721,29,-0.2869,52,0.66076,33,-0.0450
ENSG00000115355,CCDC88A,1750,2.13313,321,-0.8371,161,-1.8529,469,-0.1624,1306,1.57178,193,-1.5736
ENSG00000163001,CFAP36,90,-0.5462,82,-0.8154,176,0.55944,164,0.49265,157,0.31651,103,-0.3759
ENSG00000275052,PPP4R3B,96,0.36047,93,0.39180,58,-0.4552,73,-0.0785,77,0.00941,64,-0.2951
ENSG00000138035,PNPT1,85,1.58368,24,-0.5458,20,-0.7848,46,0.67223,42,0.40078,8,-2.1932
ENSG00000115380,EFEMP1,56,-0.1138,180,3.10107,17,-1.9519,14,-2.3782,10,-2.6380,21,-1.7061
ENSG00000055813,CCDC85A,3,-4.0968,35,-0.8956,75,0.48214,81,0.69813,50,-0.2105,69,0.32714
ENSG00000115392,FANCL,43,1.09517,12,-1.0685,6,-1.8573,44,1.57866,6,-1.8452,16,-0.4942
ENSG00000119866,BCL11A,53,-0.8522,41,-1.4212,60,-0.7263,173,1.38749,114,0.33869,91,-0.0218
ENSG00000115421,PAPOLG,18,-0.1683,16,-0.4199,18,-0.1414,25,0.46431,18,-0.1247,21,0.13663
ENSG00000162929,KIAA1841,30,-0.0566,22,-0.6635,20,-0.7685,38,0.36660,71,1.32782,29,-0.1324
ENSG00000237651,C2orf74,56,0.41253,32,-0.5769,59,0.53581,40,-0.1358,48,0.15776,42,-0.0726
ENSG00000115464,USP34,150,0.50681,97,-0.2207,98,-0.1902,97,-0.2255,226,1.18791,79,-0.5441
ENSG00000082898,XPO1,74,-0.3192,103,0.23423,71,-0.4330,119,0.53124,95,0.05703,60,-0.6960
ENSG00000170264,FAM161A,37,0.32665,25,-0.3451,23,-0.4752,40,0.55750,46,0.67039,19,-0.7164
ENSG00000115484,CCT4,114,-0.2276,132,-0.0050,209,0.83346,152,0.26506,52,-1.4271,77,-0.8940
ENSG00000173163,COMMD1,27,-0.2775,37,0.22618,47,0.65644,36,0.19829,13,-1.3606,19,-0.8611
ENSG00000170340,B3GNT2,12,-0.6074,13,-0.6543,15,-0.3467,31,1.11823,18,-0.0033,14,-0.4200
ENSG00000115504,EHBP1,75,-0.3987,70,-0.6070,120,0.37046,97,-0.0095,149,0.68998,101,0.07335
ENSG00000143951,WDPCP,32,0.77177,22,0.18407,11,-0.9702,15,-0.5236,32,0.76671,21,0.09642
ENSG00000014641,MDH1,82,-2.5126,246,-1.0240,1125,1.90355,489,0.21529,241,-0.9205,238,-1.0045
ENSG00000169764,UGP2,120,-1.1311,278,0.19712,375,0.72689,193,-0.4843,197,-0.3781,267,0.10652
ENSG00000197329,PELI1,32,0.64150,20,-0.1293,7,-1.6728,30,0.71002,21,0.01566,19,-0.2243
ENSG00000119862,LGALSL,14,-0.9399,20,-0.5426,29,0.14621,41,0.86581,17,-0.6559,25,-0.1262
ENSG00000119844,AFTPH,45,-0.5161,42,-0.7399,59,-0.1038,94,0.82353,91,0.58509,47,-0.4736
ENSG00000115902,SLC1A4,31,-1.5113,145,1.16433,51,-0.8470,65,-0.4719,98,0.24075,76,-0.1731
ENSG00000011523,CEP68,52,-0.3473,55,-0.3075,64,-0.0329,87,0.58738,88,0.48411,43,-0.6783
ENSG00000138069,RAB1A,88,-0.7794,134,-0.1619,190,0.46850,166,0.24931,140,-0.0647,122,-0.3011
ENSG00000138071,ACTR2,171,-0.7751,211,-0.5403,401,0.62781,332,0.31868,313,0.15939,239,-0.2827
ENSG00000198369,SPRED2,11,-1.5795,27,-0.2195,35,0.23398,34,0.20474,25,-0.3028,39,0.42186
ENSG00000197223,C1D,44,-0.3976,54,-0.0796,62,0.15405,69,0.39873,74,0.42990,34,-0.8603
ENSG00000221823,PPP3R1,27,-2.4160,76,-1.0416,119,-0.2392,213,0.94081,149,0.13918,179,0.47745
ENSG00000119865,CNRIP1,64,-0.8959,84,-0.5831,163,0.61935,160,0.66507,81,-0.5515,91,-0.3927
ENSG00000169604,ANTXR1,51,1.13189,46,1.32461,12,-1.1371,8,-1.8374,4,-2.7918,30,0.29688
ENSG00000198380,GFPT1,31,-0.6112,29,-0.8776,58,0.37533,54,0.28162,66,0.54095,50,0.12559
ENSG00000169599,NFU1,16,-0.8114,37,0.63824,49,1.12976,19,-0.5795,11,-1.3544,14,-1.0509
ENSG00000115977,AAK1,96,-1.3745,118,-1.2330,296,0.39155,322,0.61661,403,0.85560,220,-0.1290
ENSG00000087338,GMCL1,19,-0.6096,20,-0.6499,30,0.07282,36,0.40489,36,0.34244,32,0.18474
ENSG00000124380,SNRNP27,132,0.49114,84,-0.2580,78,-0.3589,107,0.19873,118,0.31695,90,-0.1204
ENSG00000059728,MXD1,16,0.08449,9,-0.8539,16,0.05525,15,0.04492,11,-0.5061,25,0.87435
ENSG00000169564,PCBP1,252,-0.1353,309,0.23152,295,0.12480,297,0.15076,199,-0.4993,219,-0.3861
ENSG00000116001,TIA1,71,0.31065,35,-0.9086,33,-0.9219,94,1.00992,104,0.93732,36,-0.8086
ENSG00000116005,PCYOX1,67,-0.6270,102,0.02236,111,0.17357,112,0.20778,148,0.61844,64,-0.7391
ENSG00000143977,SNRPG,31,-0.9632,122,1.71123,55,-0.1106,41,-0.6505,9,-2.6815,31,-1.0484
ENSG00000035141,FAM136A,15,-1.0160,22,-0.5446,44,0.66825,38,0.47356,19,-0.6664,29,-0.0787
ENSG00000075340,ADD2,47,-1.7281,68,-1.3739,147,-0.0198,231,0.92199,204,0.50264,173,0.26144
ENSG00000144043,TEX261,24,0.27437,20,-0.0076,22,0.14754,17,-0.2730,18,-0.1910,22,0.14017
ENSG00000124357,NAGK,46,0.15694,47,0.25317,40,-0.0667,33,-0.4298,56,0.49703,37,-0.1667
ENSG00000124383,MPHOSPH10,122,1.07913,48,-0.4817,57,-0.1641,71,0.23143,73,0.22665,44,-0.5897
ENSG00000124374,PAIP2B,244,3.59605,10,-2.2333,14,-1.6041,19,-1.2467,19,-1.0824,43,0.17398
ENSG00000075292,ZNF638,438,1.48617,103,-0.9853,101,-0.9470,173,-0.0734,454,1.55124,116,-0.7245
ENSG00000003137,CYP26B1,1,-3.6838,5,-2.2949,19,-0.1404,43,1.67107,7,-1.4976,28,0.57613
ENSG00000144036,EXOC6B,70,0.67702,33,-0.6223,32,-0.6206,56,0.38924,53,0.22770,50,0.13325
ENSG00000135638,EMX1,1,-3.5800,2,-3.1245,27,0.60842,30,0.97489,12,-0.7435,32,0.92078
ENSG00000144040,SFXN5,18,-2.9313,260,1.60019,94,-0.5265,53,-1.5496,132,0.02948,137,0.10013
ENSG00000135631,RAB11FIP5,7,-2.6784,34,-0.5226,74,0.86809,40,-0.2668,60,0.41917,56,0.36583
ENSG00000135632,SMYD5,15,-0.7343,27,0.21221,23,-0.1203,25,0.08723,22,-0.1279,26,0.09382
ENSG00000135617,PRADC1,20,-0.6760,51,1.06073,38,0.36918,24,-0.4792,5,-2.6961,23,-0.4997
ENSG00000135624,CCT7,60,-0.6991,77,-0.3861,169,1.08078,110,0.31127,37,-1.4044,68,-0.5431
ENSG00000163013,FBXO41,34,-1.2619,77,-0.0363,74,-0.1058,90,0.26796,57,-0.5017,101,0.45102
ENSG00000116127,ALMS1,41,1.44513,5,-2.0091,7,-1.3460,22,0.54866,39,1.35583,14,-0.3497
ENSG00000144034,TPRKB,15,-0.5501,26,0.29570,32,0.66180,27,0.37910,6,-1.9674,11,-1.0934
ENSG00000144048,DUSP11,7,-1.3138,9,-0.9947,13,-0.3428,28,1.13060,29,0.92280,11,-0.6039
ENSG00000124356,STAMBP,125,2.13519,34,-0.1058,28,-0.4417,29,-0.4059,38,0.07358,13,-1.6110
ENSG00000114956,DGUOK,22,-1.3526,41,-0.5340,75,0.56248,74,0.62754,49,-0.1599,44,-0.3539
ENSG00000163170,BOLA3,15,-1.8805,70,0.59045,91,1.03184,29,-1.0182,35,-0.6203,48,-0.1321
ENSG00000225439,BOLA3-AS1,21,0.17874,15,-0.4635,21,0.18496,17,-0.2067,18,-0.1076,26,0.53668
ENSG00000114978,MOB1A,15,-0.9169,50,1.25405,19,-0.6201,25,-0.2315,17,-0.7771,21,-0.4918
ENSG00000204843,DCTN1,198,-0.4692,175,-0.7667,402,0.74197,335,0.45520,226,-0.2585,224,-0.3014
ENSG00000005448,WDR54,3,-3.0126,21,-0.4214,37,0.63704,41,0.96692,34,0.42520,7,-1.9558
ENSG00000114993,RTKN,90,3.15391,12,-0.5399,4,-2.0492,11,-0.6359,10,-0.7889,9,-0.9546
ENSG00000115274,INO80B,42,0.50058,22,-0.5516,31,0.01933,28,-0.1389,37,0.30333,36,0.31274
ENSG00000239779,WBP1,64,0.33339,73,0.69139,57,0.15641,33,-0.8385,16,-1.7546,57,0.15064
ENSG00000115289,PCGF1,9,-0.9308,8,-1.2524,22,0.38468,30,1.21229,3,-2.5824,18,0.07450
ENSG00000115307,AUP1,41,-0.4284,59,0.15191,47,-0.2516,71,0.53531,60,0.15903,34,-0.7733
ENSG00000115317,HTRA2,13,-1.3208,38,0.37444,40,0.42669,31,-0.0500,25,-0.3684,27,-0.2738
ENSG00000135622,SEMA4F,6,-1.5221,3,-2.6955,18,0.06896,32,1.35463,21,0.33382,19,0.17306
ENSG00000115350,POLE4,53,0.22783,55,0.33392,72,0.79615,38,-0.3358,18,-1.3749,30,-0.7335
ENSG00000115364,MRPL19,24,-0.0869,31,0.37329,21,-0.3489,29,0.27388,23,-0.1609,18,-0.5332
ENSG00000176204,LRRTM4,2,-3.9578,19,-1.0893,38,0.08520,75,1.71487,18,-1.0695,26,-0.5567
ENSG00000066032,CTNNA2,58,-1.5359,243,0.85620,197,0.35938,135,-0.3316,101,-0.7209,123,-0.4540
ENSG00000162951,LRRTM1,4,-2.1731,17,-0.1364,25,0.56016,26,0.77810,8,-1.2123,13,-0.5752
ENSG00000163541,SUCLG1,112,0.33852,95,0.09505,104,0.24905,88,-0.0382,95,0.07923,59,-0.7000
ENSG00000034510,TMSB10,387,-1.9981,1228,-0.3121,2528,1.03246,1683,0.29322,566,-1.4341,1334,-0.1445
ENSG00000176407,KCMF1,27,-1.4185,74,0.09683,105,0.73170,69,-0.0366,78,0.16108,49,-0.5874
ENSG00000152291,TGOLN2,173,0.14983,107,-0.6968,162,0.05378,202,0.51047,166,0.08296,147,-0.1124
ENSG00000042445,RETSAT,50,1.12262,37,0.81838,30,0.33240,14,-0.9716,14,-0.9029,10,-1.3715
ENSG00000168906,MAT2A,179,0.87853,123,0.32750,67,-0.7204,98,-0.1179,111,0.09907,81,-0.4215
ENSG00000115486,GGCX,15,-0.6463,25,0.12442,17,-0.5241,34,0.75198,24,0.04250,16,-0.6746
ENSG00000168899,VAMP5,39,0.29923,79,2.21207,11,-1.7386,12,-1.7183,5,-2.8257,25,-0.4050
ENSG00000168894,RNF181,48,0.00849,75,0.95529,67,0.61385,33,-0.6598,17,-1.5327,24,-1.1137
ENSG00000168883,USP39,13,-0.6480,28,0.67602,28,0.61583,19,-0.0470,1,-4.0025,13,-0.6435
ENSG00000115525,ST3GAL5,114,0.47816,65,-0.4708,105,0.37810,92,0.15759,96,0.20165,62,-0.5290
ENSG00000068654,POLR1A,12,-0.5629,16,-0.0757,18,0.13317,19,0.17052,10,-0.7510,20,0.30207
ENSG00000132300,PTCD3,91,0.43961,78,0.23032,46,-0.6673,67,-0.0594,121,0.90775,45,-0.7057
ENSG00000132305,IMMT,62,-0.6295,82,-0.2252,140,0.74817,101,0.16412,113,0.31609,54,-0.8875
ENSG00000132313,MRPL35,19,-1.5170,45,-0.2768,81,0.79670,45,-0.2543,72,0.52406,50,-0.0535
ENSG00000068615,REEP1,27,-1.9589,50,-1.1850,151,0.76535,133,0.60068,130,0.43490,89,-0.1762
ENSG00000115548,KDM3A,25,0.11026,25,0.14236,32,0.55400,24,0.07031,18,-0.3788,12,-1.0140
ENSG00000115561,CHMP3,144,-0.3905,129,-0.6673,170,-0.1473,223,0.36384,281,0.66768,203,0.15703
ENSG00000239305,RNF103,58,0.32165,42,-0.2185,52,0.16508,54,0.28603,47,-0.0150,34,-0.5442
ENSG00000153561,RMND5A,60,-0.3314,73,-0.0289,54,-0.5432,98,0.54722,67,-0.1613,73,-0.0388
ENSG00000172086,KRCC1,76,1.73038,36,0.56919,7,-2.1206,19,-0.6016,36,0.44720,17,-0.8005
ENSG00000172005,MAL,455,3.69426,65,-0.1240,14,-2.5115,18,-2.2763,27,-1.4052,39,-0.9515
ENSG00000144029,MRPS5,107,0.42321,64,-0.4611,73,-0.1917,97,0.32817,146,0.94062,51,-0.7879
ENSG00000115041,KCNIP3,26,-0.3626,14,-1.4398,25,-0.5014,58,1.20300,27,-0.3431,40,0.31910
ENSG00000115042,FAHD2A,39,0.52806,31,0.19065,24,-0.2521,35,0.42496,18,-0.6603,17,-0.8291
ENSG00000232931,LINC00342,92,0.92353,9,-2.8787,6,-3.1823,59,0.23507,283,3.17460,17,-1.7688
ENSG00000174501,ANKRD36C,345,1.79440,38,-1.9423,25,-2.4220,92,-0.4896,602,2.98426,24,-2.4962
ENSG00000084090,STARD7,156,-0.0726,171,0.09567,165,0.02231,173,0.11262,106,-0.6694,166,0.03413
ENSG00000135956,TMEM127,18,-1.6533,36,-0.7625,46,-0.2918,81,0.80877,77,0.54802,59,0.14697
ENSG00000144021,CIAO1,111,-0.1030,99,-0.3322,112,-0.0948,158,0.57630,148,0.34893,85,-0.5646
ENSG00000144028,SNRNP200,47,-0.7234,123,1.01801,76,0.00282,70,-0.1573,57,-0.4506,39,-1.0991
ENSG00000114982,KANSL3,14,-1.3712,31,-0.2512,29,-0.3174,54,0.87680,54,0.65781,22,-0.7874
ENSG00000213337,ANKRD39,20,-0.2354,11,-1.3381,38,0.83460,29,0.39152,35,0.63705,17,-0.5411
ENSG00000168758,SEMA4C,43,1.12095,16,-0.4639,11,-1.0755,26,0.36736,13,-0.7280,26,0.32996
ENSG00000144199,FAHD2B,25,0.38316,14,-0.6223,25,0.39338,29,0.75862,17,-0.2805,9,-1.2466
ENSG00000135976,ANKRD36,133,0.75204,20,-2.3791,16,-2.5587,115,0.65003,383,2.75506,25,-1.9129
ENSG00000230606,AC092683.1,22,-1.1515,4,-3.8282,5,-3.4093,100,1.76653,216,2.74740,2,-4.4939
ENSG00000196912,ANKRD36B,45,0.85280,3,-3.3425,3,-3.1633,35,0.57148,141,3.09976,5,-2.4183
ENSG00000135940,COX5B,262,-1.2073,641,0.20360,1122,1.26028,399,-0.6715,221,-1.4652,540,-0.1148
ENSG00000115073,ACTR1B,27,-1.8553,49,-1.1063,114,0.37752,131,0.72279,81,-0.1996,114,0.38377
ENSG00000075568,TMEM131,57,0.15175,39,-0.5014,24,-1.2521,90,1.18302,75,0.58970,28,-1.0321
ENSG00000040933,INPP4A,18,-2.0670,49,-0.7200,84,0.24043,107,0.78568,91,0.34144,66,-0.1678
ENSG00000183513,COA5,50,0.01114,41,-0.3692,88,1.05266,39,-0.4484,47,-0.1090,43,-0.2535
ENSG00000115446,UNC50,29,-0.1551,39,0.38007,38,0.28743,31,-0.0552,37,0.23965,16,-1.0889
ENSG00000071073,MGAT4A,12,-1.5950,15,-1.4528,29,-0.2817,58,1.15435,46,0.46583,38,0.16806
ENSG00000196872,KIAA1211L,14,-2.8105,55,-0.9074,111,0.32380,154,1.09386,90,-0.0446,77,-0.3042
ENSG00000158411,MITD1,40,1.37039,14,-0.4291,17,-0.0333,14,-0.3635,22,0.38199,14,-0.3445
ENSG00000185414,MRPL30,19,-0.9666,42,0.29479,46,0.43281,41,0.24400,22,-0.7481,25,-0.5750
ENSG00000115514,TXNDC9,9,-1.3009,23,0.12806,31,0.68288,23,0.20283,25,0.24266,10,-1.2020
ENSG00000158417,EIF5B,751,1.47140,203,-0.7675,190,-0.8152,304,-0.0419,570,0.98708,253,-0.3506
ENSG00000135945,REV1,57,0.82163,22,-0.7463,28,-0.3030,39,0.25968,62,0.98216,24,-0.5686
ENSG00000144218,AFF3,24,-1.2218,36,-0.7090,51,-0.0826,73,0.63265,86,0.77102,51,-0.0786
ENSG00000170500,LONRF2,55,-1.6969,100,-0.9296,220,0.48223,241,0.74456,150,-0.1772,174,0.06131
ENSG00000115526,CHST10,21,-0.9070,38,0.00731,46,0.33258,35,-0.1465,59,0.70002,32,-0.2790
ENSG00000115539,PDCL3,18,-0.4347,27,0.28475,34,0.66367,11,-1.3232,42,0.93597,20,-0.2745
ENSG00000170485,NPAS2,17,-1.6751,54,0.05001,34,-0.7319,77,0.80860,37,-0.5226,57,0.13576
ENSG00000071082,RPL31,901,-0.0366,1379,0.84025,1188,0.45060,524,-1.0077,225,-2.1309,928,0.01021
ENSG00000163162,RNF149,23,-0.1821,23,-0.1702,25,-0.0080,24,-0.0756,48,1.01852,21,-0.3508
ENSG00000175874,CREG2,74,-2.7292,191,-1.5132,442,-0.0554,835,1.33415,577,0.37010,435,-0.0840
ENSG00000071054,MAP4K4,1215,3.02208,183,-0.4828,84,-1.6771,102,-1.4669,239,0.00677,189,-0.3892
ENSG00000233639,PANTR1,23,-0.0687,31,0.47086,32,0.46540,17,-0.6025,5,-2.2391,28,0.22014
ENSG00000198914,POU3F3,211,1.34540,143,0.89243,47,-1.1222,50,-1.1092,87,-0.1177,76,-0.3600
ENSG00000135972,MRPS9,27,-0.3226,30,-0.1742,38,0.24412,40,0.38058,41,0.32581,21,-0.7277
ENSG00000135966,TGFBRAP1,14,-0.7738,17,-0.6475,24,-0.0223,37,0.85633,34,0.52893,17,-0.5908
ENSG00000135974,C2orf49,54,0.83143,37,0.25593,30,-0.1439,28,-0.2883,36,0.16957,22,-0.6137
ENSG00000115641,FHL2,4,-2.3548,14,-0.6306,26,0.47774,32,1.03480,18,-0.0987,12,-0.7929
ENSG00000071051,NCK2,21,-1.4888,54,-0.0926,92,0.89898,50,-0.2207,57,0.01031,52,-0.1520
ENSG00000115652,UXS1,20,-0.6543,26,-0.2881,38,0.38201,37,0.37107,37,0.27808,23,-0.5029
ENSG00000144057,ST6GAL2,11,-1.1671,20,-0.2966,20,-0.2742,34,0.81596,16,-0.5866,25,0.12291
ENSG00000135968,GCC2,352,-0.0645,191,-1.1508,305,-0.3125,462,0.46566,808,1.30645,334,-0.1580
ENSG00000169756,LIMS1,70,1.08263,74,1.68549,8,-2.3560,16,-1.3744,34,-0.0771,19,-1.0109
ENSG00000153201,RANBP2,104,-0.0967,86,-0.4714,117,0.08928,136,0.40976,158,0.56643,84,-0.4614
ENSG00000186522,SEPTIN10,85,2.98681,18,0.14167,2,-2.7843,2,-2.8906,15,-0.1745,16,-0.0012
ENSG00000175701,MTLN,36,-1.3037,78,-0.1439,197,1.67400,52,-0.8716,38,-1.1917,76,-0.1719
ENSG00000175772,LINC01106,0,-8.1072,4,-2.5258,28,0.49366,25,0.34700,42,1.07881,34,0.86052
ENSG00000153107,ANAPC1,7,-2.0439,36,0.45503,35,0.36134,32,0.25750,26,-0.1047,16,-0.8884
