Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000206503,HLA-A,173,0.76793,229,1.25722,84,-0.4505,118,0.13752,61,-0.9678,40,-1.5303,191,0.93316,45,-1.3386
ENSG00000204619,PPP1R11,21,-1.5332,42,-0.4953,72,0.40102,48,-0.2981,58,-0.0036,85,0.63057,52,-0.1507,70,0.31666
ENSG00000234127,TRIM26,16,0.48493,8,-0.6638,14,0.26579,7,-0.7723,5,-1.4334,17,0.50916,26,1.29998,8,-0.5262
ENSG00000231074,HCG18,147,0.83253,49,-0.9187,48,-1.0513,166,1.03423,121,0.58004,73,-0.3209,79,-0.1892,39,-1.2799
ENSG00000241370,RPP21,14,-1.4081,61,0.89546,35,-0.0192,28,-0.3683,30,-0.3000,24,-0.6305,34,-0.0750,65,0.98462
ENSG00000204592,HLA-E,213,2.32762,70,0.25983,54,-0.1598,7,-3.0497,24,-1.5113,27,-1.1827,99,0.84430,20,-1.6221
ENSG00000204590,GNL1,83,-0.3781,84,-0.3661,90,-0.2915,106,-0.0015,111,0.09056,134,0.38860,155,0.62336,94,-0.1858
ENSG00000204574,ABCF1,102,0.50346,55,-0.4832,51,-0.6740,93,0.34890,56,-0.4961,94,0.35978,106,0.57376,85,0.20593
ENSG00000204569,PPP1R10,33,0.28905,20,-0.4628,21,-0.4545,20,-0.5109,22,-0.4119,42,0.68309,31,0.20925,43,0.73248
ENSG00000204568,MRPS18B,43,-0.0134,44,0.03322,37,-0.2834,32,-0.4682,45,0.03870,44,0.00297,43,-0.0152,66,0.67235
ENSG00000137343,ATAT1,31,-0.1930,42,0.31538,26,-0.5018,45,0.42304,37,0.13300,33,-0.0726,44,0.40569,24,-0.5350
ENSG00000204564,C6orf136,17,-1.5475,30,-0.7159,45,-0.1083,64,0.48281,56,0.29009,68,0.57899,44,-0.1128,51,0.11971
ENSG00000204560,DHX16,19,0.18581,15,-0.1932,18,0.14914,18,0.13969,14,-0.2894,20,0.30812,15,-0.1317,15,-0.1627
ENSG00000137337,MDC1,14,0.16541,12,-0.0458,8,-0.7179,5,-1.2697,15,0.36472,10,-0.3001,23,0.98468,14,0.14621
ENSG00000196230,TUBB,150,-1.1498,221,-0.5590,287,-0.1645,460,0.62471,320,0.03102,471,0.66360,301,-0.0697,329,0.07355
ENSG00000137312,FLOT1,97,-0.5563,110,-0.3601,143,0.05132,159,0.22115,120,-0.2537,185,0.47148,167,0.30306,142,0.03618
ENSG00000204580,DDR1,154,2.08215,106,1.34739,28,-0.9169,40,-0.2891,33,-0.6284,13,-1.9885,29,-0.7472,14,-1.8045
ENSG00000137411,VARS2,25,0.38876,18,-0.0824,21,0.13209,20,0.07686,26,0.55623,12,-0.7342,14,-0.4611,10,-1.0187
ENSG00000204525,HLA-C,102,1.12934,72,0.54522,66,0.44650,27,-1.0005,28,-1.0237,36,-0.5705,73,0.56723,19,-1.5016
ENSG00000234745,HLA-B,207,1.61585,103,0.38938,76,-0.1206,54,-0.6405,44,-1.0404,30,-1.5212,148,1.00347,30,-1.5072
ENSG00000198563,DDX39B,94,0.37705,69,-0.1291,75,-0.0011,86,0.22233,64,-0.2644,53,-0.5479,98,0.44415,69,-0.1189
ENSG00000213760,ATP6V1G2,83,-1.7407,225,-0.2150,256,-0.0119,314,0.31661,258,-0.0033,322,0.35631,229,-0.1923,381,0.63836
ENSG00000204498,NFKBIL1,9,0.10946,15,0.90307,14,0.94375,0,-3.2689,1,-2.8249,7,-0.1834,11,0.40003,11,0.47446
ENSG00000204472,AIF1,50,1.92756,24,0.58554,13,-0.4001,6,-1.4685,12,-0.4839,6,-1.5460,15,-0.1868,14,-0.2604
ENSG00000204469,PRRC2A,79,0.12146,64,-0.1987,86,0.30752,62,-0.2642,66,-0.1689,62,-0.2550,105,0.58722,53,-0.5012
ENSG00000204463,BAG6,64,-0.3563,94,0.24552,93,0.26312,68,-0.2742,79,-0.0368,81,0.01337,74,-0.1274,80,-0.0046
ENSG00000204438,GPANK1,28,0.85177,10,-0.8086,16,-0.0602,12,-0.4950,21,0.39204,8,-1.0139,21,0.35772,14,-0.2951
ENSG00000204435,CSNK2B,74,-0.3413,91,-0.0106,84,-0.1564,97,0.10353,103,0.22751,96,0.08278,74,-0.3239,107,0.25313
ENSG00000204427,ABHD16A,24,-0.5240,23,-0.5951,41,0.36658,20,-0.7675,31,-0.1537,57,0.89075,23,-0.6033,44,0.45618
ENSG00000213722,DDAH2,37,1.30823,33,1.09498,17,0.00313,8,-1.0826,14,-0.3630,6,-1.6026,15,-0.1522,9,-0.9815
ENSG00000204394,VARS,15,-0.9679,18,-0.6359,35,0.39929,19,-0.5931,30,0.16425,32,0.23645,38,0.50567,26,-0.1311
ENSG00000204392,LSM2,20,0.07402,25,0.46329,18,-0.0623,14,-0.4380,16,-0.2822,16,-0.2790,16,-0.2191,29,0.68920
ENSG00000204389,HSPA1A,80,1.43223,31,-0.1698,23,-0.6987,17,-1.0385,17,-1.1393,28,-0.3399,56,0.79922,52,0.66734
ENSG00000204388,HSPA1B,37,-0.3148,26,-0.8488,40,-0.2143,30,-0.6585,42,-0.1716,89,1.10296,64,0.55143,47,0.03947
ENSG00000204387,SNHG32,99,0.61615,87,0.40854,72,0.10379,86,0.38866,59,-0.2306,34,-1.0588,55,-0.3302,54,-0.3591
ENSG00000204386,NEU1,8,-1.5542,31,0.40048,19,-0.3863,38,0.74242,22,-0.1956,37,0.71309,24,0.02054,20,-0.2810
ENSG00000204371,EHMT2,72,0.64427,29,-0.8033,49,0.01139,34,-0.5700,50,0.06018,36,-0.4560,74,0.70173,42,-0.2301
ENSG00000204356,NELFE,73,0.31970,55,-0.1380,55,-0.1329,49,-0.2970,54,-0.1842,47,-0.3651,82,0.52245,72,0.30252
ENSG00000204351,SKIV2L,19,0.03824,11,-0.8253,21,0.21768,13,-0.5947,18,-0.0880,25,0.42199,17,-0.1919,26,0.50471
ENSG00000204344,STK19,12,0.10677,19,0.84966,10,-0.2392,3,-2.0861,6,-0.9150,19,0.78889,14,0.36304,14,0.33448
ENSG00000213676,ATF6B,24,1.30680,7,-0.6830,5,-1.2895,12,0.18826,8,-0.4472,12,0.18171,25,1.37958,2,-2.2148
ENSG00000204314,PRRT1,44,-1.0280,53,-0.7421,77,-0.1865,100,0.25777,85,-0.0016,113,0.45677,112,0.44585,107,0.36354
ENSG00000221988,PPT2,18,1.05790,6,-0.5589,10,0.12343,4,-1.1237,6,-0.6421,10,0.10577,7,-0.3300,15,0.70514
ENSG00000204310,AGPAT1,60,-0.1828,72,0.12097,63,-0.1209,54,-0.3329,58,-0.2633,92,0.51096,68,0.02306,84,0.35634
ENSG00000204308,RNF5,52,0.14597,55,0.24835,56,0.31678,38,-0.3427,33,-0.6175,51,0.11452,42,-0.1792,56,0.28274
ENSG00000204301,NOTCH4,14,0.58235,5,-0.9929,19,1.24811,3,-1.5325,5,-1.0671,8,-0.2587,12,0.28690,8,-0.2774
ENSG00000204287,HLA-DRA,105,3.30249,28,0.58704,10,-1.0695,3,-2.8609,5,-2.1321,12,-0.7904,12,-0.6915,6,-1.6664
ENSG00000196126,HLA-DRB1,30,1.78369,25,1.41823,9,-0.2027,4,-1.2527,4,-1.6195,3,-1.9170,16,0.61512,2,-2.2993
ENSG00000179344,HLA-DQB1,6,-0.1924,10,0.47416,11,0.69976,1,-2.2914,0,-4.4887,13,0.85759,3,-1.2891,19,1.54302
ENSG00000204267,TAP2,10,0.18146,12,0.48372,10,0.27781,1,-2.3853,5,-0.9338,14,0.75383,9,-0.0588,12,0.43112
ENSG00000204256,BRD2,79,0.23050,50,-0.5095,78,0.24133,56,-0.3197,73,0.10705,66,-0.0750,81,0.25931,53,-0.4036
ENSG00000231389,HLA-DPA1,46,2.47492,12,-0.0226,9,-0.3560,15,0.43905,2,-2.6205,6,-1.0893,5,-1.1529,10,-0.1863
ENSG00000223865,HLA-DPB1,27,1.60391,19,1.02189,3,-1.9634,20,1.04820,4,-1.3242,7,-0.5022,8,-0.3860,8,-0.4654
ENSG00000204231,RXRB,25,-0.7500,40,0.00823,50,0.40832,29,-0.5011,39,-0.0495,46,0.20557,43,0.11955,40,-0.0039
ENSG00000112473,SLC39A7,28,0.56364,10,-1.0698,18,-0.1052,36,0.98948,18,-0.1441,17,-0.2048,23,0.23448,10,-1.0380
ENSG00000204227,RING1,45,-0.1352,33,-0.5977,42,-0.2349,37,-0.4104,56,0.24554,48,-0.0269,83,0.87572,44,-0.1493
ENSG00000223501,VPS52,26,0.29234,19,-0.2339,22,0.01080,12,-0.9459,18,-0.3521,20,-0.1122,40,0.99741,22,-0.0059
ENSG00000231500,RPS18,1237,0.40281,1743,0.98658,1113,0.26160,789,-0.3209,842,-0.2433,404,-1.3445,639,-0.6479,934,-0.0537
ENSG00000227057,WDR46,22,0.03621,15,-0.5167,23,0.09031,14,-0.6351,27,0.44617,26,0.33186,23,0.09022,14,-0.6494
ENSG00000204220,PFDN6,41,-0.4750,65,0.23858,48,-0.2567,54,-0.0614,61,0.16904,45,-0.3581,52,-0.1142,83,0.65075
ENSG00000237441,RGL2,25,0.71228,24,0.64229,16,0.00991,12,-0.3718,13,-0.3506,8,-0.9935,19,0.27271,13,-0.2977
ENSG00000231925,TAPBP,86,0.40694,84,0.38098,72,0.13999,37,-0.9114,66,-0.0051,53,-0.3468,81,0.30980,48,-0.5050
ENSG00000236104,ZBTB22,6,-0.6415,12,0.35871,12,0.48024,6,-0.7242,5,-1.0528,10,0.15425,14,0.57326,12,0.39864
ENSG00000204209,DAXX,30,0.66815,21,0.09195,16,-0.3713,21,0.08845,13,-0.7416,16,-0.3640,29,0.63884,24,0.28740
ENSG00000112511,PHF1,24,-0.5072,37,0.12815,39,0.26938,49,0.59217,29,-0.2402,27,-0.3496,35,0.07102,28,-0.2622
ENSG00000112514,CUTA,126,-0.4847,165,-0.0637,186,0.15102,158,-0.1308,137,-0.3902,158,-0.1247,221,0.41603,238,0.54092
ENSG00000197283,SYNGAP1,29,-0.7308,38,-0.3268,41,-0.2345,35,-0.4600,58,0.39740,46,-0.0207,76,0.79878,46,-0.0408
ENSG00000137288,UQCC2,44,-0.4820,78,0.42149,58,-0.0769,50,-0.3033,63,0.06647,44,-0.4784,74,0.32719,72,0.28022
ENSG00000161904,LEMD2,16,0.00803,10,-0.7792,16,0.02349,6,-1.3400,15,-0.1438,13,-0.3446,39,1.47867,15,-0.1226
ENSG00000137309,HMGA1,30,-0.4365,30,-0.4217,55,0.64474,41,0.08497,44,0.21368,37,-0.0993,30,-0.4445,26,-0.6325
ENSG00000186577,SMIM29,52,-0.6772,67,-0.2882,94,0.28990,108,0.48273,83,0.05527,74,-0.1329,82,0.03707,66,-0.3033
ENSG00000272325,NUDT3,355,0.07192,297,-0.2083,370,0.16052,348,0.04157,425,0.42024,261,-0.4146,313,-0.1268,226,-0.6369
ENSG00000124614,RPS10,321,-0.1146,546,0.76013,377,0.16357,371,0.11616,335,-0.0538,195,-0.8876,222,-0.6876,369,0.10920
ENSG00000124507,PACSIN1,115,-0.9533,197,-0.1264,231,0.14409,224,0.08132,294,0.60439,193,-0.1608,187,-0.2032,166,-0.3959
ENSG00000196821,ILRUN,57,-0.6226,72,-0.2684,119,0.64257,74,-0.2127,77,-0.1708,92,0.13118,103,0.31560,58,-0.5990
ENSG00000124562,SNRPC,34,-0.6371,69,0.46631,56,0.12206,40,-0.3926,42,-0.3716,40,-0.4057,46,-0.2041,94,0.99252
ENSG00000065060,UHRF1BP1,10,0.21374,7,-0.2222,8,-0.0443,2,-1.9883,8,-0.1727,18,1.18787,10,0.24950,6,-0.4275
ENSG00000064995,TAF11,35,-0.0391,23,-0.7122,24,-0.6702,23,-0.7038,40,0.19891,35,-0.0666,66,1.01298,50,0.51745
ENSG00000064999,ANKS1A,17,-0.7654,21,-0.4302,30,0.13031,44,0.74833,28,0.00175,25,-0.1435,46,0.83472,9,-1.6872
ENSG00000065029,ZNF76,12,0.21684,13,0.34976,8,-0.4572,9,-0.2868,11,-0.0077,8,-0.4088,14,0.40958,13,0.28316
ENSG00000112033,PPARD,10,-0.0727,9,-0.2247,21,1.37151,4,-1.3345,8,-0.5177,11,0.08746,3,-1.5765,10,-0.1247
ENSG00000198755,RPL10A,343,-0.1653,742,1.12124,403,0.10318,369,-0.0519,365,-0.0768,199,-1.0128,265,-0.5727,356,-0.1092
ENSG00000096060,FKBP5,35,1.49641,14,-0.0755,16,0.16273,15,0.04665,8,-0.9909,6,-1.1699,23,0.77659,3,-2.0778
ENSG00000096063,SRPK1,37,-0.2923,30,-0.6234,18,-1.4370,22,-1.0534,55,0.39791,62,0.54581,83,1.04222,62,0.55868
ENSG00000112062,MAPK14,23,-0.3698,26,-0.2239,21,-0.6306,29,-0.0374,23,-0.4708,34,0.20121,54,0.96948,46,0.69506
ENSG00000156711,MAPK13,6,-0.9030,3,-1.9631,12,0.27049,7,-0.5368,7,-0.7662,17,0.72795,14,0.39114,22,1.19341
ENSG00000096070,BRPF3,31,-0.3098,36,-0.0606,24,-0.7337,38,0.01130,42,0.22015,34,-0.1788,51,0.47749,53,0.56495
ENSG00000112078,KCTD20,37,-0.0909,38,-0.0450,41,0.06870,30,-0.4155,38,-0.0308,46,0.25188,45,0.21811,37,-0.0690
ENSG00000112081,SRSF3,131,0.09367,113,-0.1448,106,-0.2714,115,-0.1109,126,0.02885,122,-0.0201,127,0.04540,164,0.46508
ENSG00000124772,CPNE5,49,-0.7428,62,-0.3769,80,0.01028,125,0.74453,98,0.39754,62,-0.3949,93,0.26262,45,-0.8631
ENSG00000137168,PPIL1,18,-0.6513,23,-0.2314,24,-0.2193,33,0.28868,19,-0.6123,47,0.87879,22,-0.3406,44,0.78100
ENSG00000198663,C6orf89,89,0.44619,46,-0.5781,62,-0.1442,68,0.02689,59,-0.2264,88,0.43395,72,0.09727,68,0.00441
ENSG00000137409,MTCH1,267,-1.0848,429,-0.3550,530,-0.0211,662,0.33970,487,-0.1722,753,0.55374,616,0.22185,606,0.19486
ENSG00000065491,TBC1D22B,12,-0.4579,10,-0.6574,20,0.42509,13,-0.2828,20,0.41840,9,-0.8071,27,0.82435,8,-1.0837
ENSG00000112130,RNF8,32,-0.5616,31,-0.5745,32,-0.6020,74,0.80041,53,0.26428,44,-0.0370,46,0.00841,58,0.39978
ENSG00000137200,CMTR1,29,0.15278,22,-0.2961,24,-0.1402,35,0.45107,19,-0.5509,29,0.15269,34,0.41123,28,0.09184
ENSG00000198937,CCDC167,28,0.46282,28,0.41672,20,-0.1133,13,-0.7287,21,-0.0410,13,-0.7870,14,-0.6931,36,0.85338
ENSG00000156639,ZFAND3,41,0.50606,35,0.23841,23,-0.4814,19,-0.6854,33,0.19020,28,-0.0794,27,-0.1455,37,0.33553
ENSG00000183826,BTBD9,26,-0.6544,36,-0.1469,36,-0.1296,20,-1.0513,41,0.09464,54,0.52840,44,0.16519,58,0.62585
ENSG00000124767,GLO1,109,-0.4358,155,0.11655,111,-0.4511,142,-0.0253,143,-0.0143,193,0.48262,140,-0.0464,192,0.47294
ENSG00000112167,SAYSD1,8,-0.1700,19,1.15634,6,-0.6255,16,0.83802,3,-1.5284,7,-0.4693,16,0.85560,8,-0.2578
ENSG00000146122,DAAM2,218,2.92286,55,0.23975,30,-0.7824,55,0.23325,26,-1.0275,14,-1.8390,16,-1.6437,5,-3.3736
ENSG00000156564,LRFN2,3,-1.8418,9,-0.3672,7,-0.9180,6,-0.9101,16,0.54059,15,0.42896,23,1.07975,16,0.43986
ENSG00000124596,OARD1,26,-0.1058,40,0.55330,26,-0.1648,48,0.86070,30,0.09001,26,-0.1523,12,-1.3376,20,-0.5006
ENSG00000137166,FOXP4,16,0.58662,12,0.12919,13,0.39301,8,-0.4277,9,-0.3956,19,0.88971,4,-1.3175,5,-1.0152
ENSG00000137218,FRS3,9,-0.2558,7,-0.6217,15,0.51588,19,0.83377,10,-0.1088,13,0.28787,5,-1.1016,7,-0.7489
ENSG00000214736,TOMM6,78,-0.5206,112,0.04310,99,-0.1778,162,0.64934,74,-0.6713,76,-0.5649,124,0.20368,194,0.95274
ENSG00000112576,CCND3,54,-0.0497,43,-0.4013,54,-0.0466,68,0.32032,55,-0.0225,50,-0.1585,65,0.24565,58,0.06766
ENSG00000137413,TAF8,10,-0.0365,12,0.20182,9,-0.1955,9,-0.2132,8,-0.5197,9,-0.1843,24,1.34757,7,-0.6930
ENSG00000048544,MRPS10,30,-0.7472,30,-0.7494,41,-0.2999,66,0.49989,59,0.34365,69,0.56879,44,-0.1608,48,-0.0225
ENSG00000124496,TRERF1,6,-0.8510,10,-0.0605,7,-0.6414,2,-2.2795,10,-0.0656,20,1.11207,18,0.94310,12,0.33179
ENSG00000024048,UBR2,31,-0.1438,17,-1.0256,29,-0.2906,16,-1.1457,45,0.50379,42,0.35042,43,0.36813,44,0.40361
ENSG00000124659,TBCC,4,-1.9581,11,-0.7428,14,-0.3332,33,1.06789,8,-1.2689,23,0.45874,18,0.03223,40,1.40162
ENSG00000112624,BICRAL,12,-0.8213,19,-0.0982,17,-0.3171,22,0.13095,25,0.37397,27,0.50479,23,0.25285,15,-0.4881
ENSG00000146223,RPL7L1,105,-0.4745,100,-0.5466,112,-0.4200,183,0.41262,138,-0.0567,144,0.02340,241,0.87969,148,0.06292
ENSG00000137161,CNPY3,22,0.12332,16,-0.3212,32,0.87399,18,-0.1225,14,-0.5987,13,-0.6687,19,-0.1006,20,0.04171
ENSG00000124587,PEX6,36,0.88505,13,-0.7466,26,0.37248,16,-0.4050,12,-0.9880,26,0.33591,29,0.50200,16,-0.4584
ENSG00000112640,PPP2R5D,31,-0.8766,39,-0.5269,48,-0.2432,84,0.69855,44,-0.3770,85,0.73026,64,0.26729,60,0.14142
ENSG00000124733,MEA1,56,-0.5692,82,0.03847,104,0.48032,67,-0.2996,64,-0.4076,95,0.27438,91,0.19283,78,-0.0520
ENSG00000124702,KLHDC3,112,-1.1711,140,-0.8368,309,0.47802,235,-0.0303,267,0.19904,206,-0.2390,288,0.30175,260,0.13168
ENSG00000124541,RRP36,19,-0.2336,17,-0.4266,21,-0.0333,14,-0.7178,23,0.07452,25,0.19972,26,0.30615,30,0.49453
ENSG00000137171,KLC4,14,-0.2744,12,-0.4267,18,0.16831,8,-1.0428,14,-0.2217,19,0.23308,35,1.28143,10,-0.6924
ENSG00000112651,MRPL2,29,-0.3897,24,-0.6924,45,0.30816,36,-0.0738,28,-0.5185,38,0.00313,53,0.56175,51,0.50193
ENSG00000112658,SRF,20,0.10741,16,-0.2761,18,-0.0797,11,-0.8577,26,0.56722,14,-0.4769,23,0.32303,18,-0.1034
ENSG00000112659,CUL9,27,0.19311,20,-0.2452,19,-0.4034,35,0.61205,24,0.05903,22,-0.0881,34,0.56905,13,-0.9420
ENSG00000112667,DNPH1,38,-0.2808,77,0.87213,46,0.01425,63,0.52590,28,-0.7998,25,-0.9360,36,-0.3709,67,0.64610
ENSG00000146216,TTBK1,17,0.21119,11,-0.4937,16,0.08336,16,0.04502,9,-0.8370,19,0.32215,23,0.68125,16,0.07356
ENSG00000171467,ZNF318,48,0.88861,13,-1.1264,19,-0.6800,23,-0.2587,34,0.36278,39,0.55988,32,0.25211,16,-0.7962
ENSG00000124574,ABCC10,14,0.59182,7,-0.4469,10,0.06363,10,0.14004,5,-0.9945,10,0.09683,11,0.29376,12,0.39384
ENSG00000137221,TJAP1,23,1.68286,8,0.00201,8,0.01371,3,-1.2611,7,-0.3901,4,-1.1451,7,-0.3184,8,0.02010
ENSG00000204052,LRRC73,7,-1.8253,18,-0.4734,30,0.31487,29,0.21998,21,-0.3403,28,0.17644,21,-0.2491,46,0.99939
ENSG00000171453,POLR1C,10,-0.2469,11,-0.1340,12,0.09487,8,-0.5931,14,0.34089,11,-0.0895,8,-0.4686,16,0.47464
ENSG00000137207,YIPF3,30,-1.0329,52,-0.1813,54,-0.1541,68,0.23765,65,0.19392,69,0.26684,78,0.46534,51,-0.2275
ENSG00000124571,XPO5,9,-0.9366,4,-1.9879,14,-0.3740,25,0.57941,21,0.37810,25,0.60063,14,-0.3290,25,0.58789
ENSG00000172432,GTPBP2,14,0.52734,1,-2.7339,8,-0.3259,23,1.30655,9,-0.2790,5,-1.0215,18,0.87419,7,-0.5237
ENSG00000124688,MAD2L1BP,3,-1.5893,10,0.00281,10,0.10255,4,-1.4170,3,-1.6482,28,1.78877,4,-1.2088,22,1.30596
ENSG00000096080,MRPS18A,18,-1.0532,32,-0.1602,34,-0.0422,19,-0.9341,29,-0.3124,27,-0.4165,89,1.60539,39,0.17313
ENSG00000112715,VEGFA,17,-0.2908,35,0.84165,21,0.04690,23,0.13701,16,-0.5037,18,-0.2268,31,0.61737,11,-0.9518
ENSG00000180992,MRPL14,31,-0.0763,15,-1.1574,42,0.46715,17,-1.0314,25,-0.4686,45,0.49368,25,-0.4320,61,1.02523
ENSG00000137216,TMEM63B,17,-1.0038,9,-2.0181,37,0.17248,56,0.84087,34,0.03820,51,0.70116,24,-0.5004,35,0.07700
ENSG00000112759,SLC29A1,13,-0.6042,5,-2.0503,19,0.03479,8,-1.3065,13,-0.5896,43,1.36357,34,0.92833,23,0.28912
ENSG00000096384,HSP90AB1,1219,-0.6580,1047,-0.8922,1302,-0.6124,2809,0.68473,2338,0.43261,2663,0.59445,1840,-0.0116,1676,-0.1604
ENSG00000157593,SLC35B2,19,0.39986,12,-0.2872,14,-0.0577,8,-0.9617,10,-0.5404,13,-0.2107,25,0.87880,20,0.51604
ENSG00000178233,TMEM151B,40,-0.9724,70,-0.1151,126,1.00140,57,-0.4498,63,-0.3059,85,0.19520,57,-0.4395,66,-0.2071
ENSG00000124608,AARS2,22,0.88628,7,-0.8865,14,0.15227,5,-1.2775,11,-0.1953,15,0.30995,18,0.58667,8,-0.5978
ENSG00000096401,CDC5L,107,0.20945,44,-1.1809,55,-0.8974,89,-0.0877,110,0.29019,130,0.53040,99,0.08411,140,0.65220
ENSG00000196284,SUPT3H,13,0.14453,15,0.33265,12,-0.0823,10,-0.2889,15,0.36040,11,-0.0898,13,0.07019,6,-1.0328
ENSG00000001561,ENPP4,64,0.71206,17,-1.3143,29,-0.6245,34,-0.3071,49,0.31413,55,0.46150,58,0.55436,29,-0.5351
ENSG00000112796,ENPP5,10,-1.6847,27,-0.2249,21,-0.6387,22,-0.5426,41,0.52474,60,1.10980,25,-0.3383,41,0.45060
ENSG00000172348,RCAN2,107,-1.1834,111,-1.1216,242,0.09056,107,-1.1792,217,-0.0986,383,0.84439,298,0.42027,374,0.80676
ENSG00000153291,SLC25A27,34,0.04576,13,-1.4430,26,-0.4137,34,0.06626,25,-0.4715,65,1.11970,46,0.55190,36,0.12852
ENSG00000069122,ADGRF5,55,1.24122,19,-0.4594,26,0.01102,2,-3.4972,10,-1.5437,26,-0.0436,57,1.30005,30,0.22780
ENSG00000146072,TNFRSF21,26,-0.1951,21,-0.5272,28,-0.0764,17,-0.8397,25,-0.3326,37,0.33994,43,0.59654,47,0.74590
ENSG00000198087,CD2AP,32,1.39654,10,-0.5116,7,-1.0304,17,0.29798,14,0.05059,8,-0.8245,23,0.80510,6,-1.2420
ENSG00000146085,MMUT,40,-0.4111,41,-0.3823,50,-0.0710,47,-0.1611,46,-0.2031,71,0.49470,74,0.58102,55,0.08475
ENSG00000031691,CENPQ,23,1.05443,11,-0.1436,10,-0.3723,16,0.40257,10,-0.2808,17,0.49743,7,-0.8095,8,-0.6691
ENSG00000112118,MCM3,16,0.66837,16,0.65940,4,-1.3519,6,-0.7953,11,0.06427,10,-0.1668,12,0.19330,15,0.56589
ENSG00000170915,PAQR8,175,1.19417,134,0.73117,98,0.23053,83,-0.0546,75,-0.2522,31,-1.5723,53,-0.7519,40,-1.1801
ENSG00000096093,EFHC1,19,0.75637,11,-0.0263,10,-0.2598,21,0.96889,9,-0.4657,7,-0.8517,9,-0.3856,12,0.04102
ENSG00000096092,TMEM14A,45,-1.4824,54,-1.2175,95,-0.3747,179,0.68976,98,-0.3202,185,0.74190,153,0.42299,176,0.66001
ENSG00000170899,GSTA4,19,-1.7349,45,-0.4945,47,-0.4784,120,1.12607,53,-0.2434,67,0.14327,89,0.59741,74,0.29134
ENSG00000112144,ICK,28,0.86104,14,-0.2144,16,-0.0622,28,0.86266,15,-0.2098,10,-0.8113,12,-0.4491,12,-0.5430
ENSG00000112146,FBXO9,79,-0.9547,84,-0.8667,161,0.17302,166,0.20429,142,-0.0508,207,0.57218,172,0.26039,148,0.02117
ENSG00000012660,ELOVL5,87,1.10291,95,1.26441,27,-0.8535,20,-1.2693,47,0.06193,25,-0.9309,53,0.27726,22,-1.0678
ENSG00000001084,GCLC,77,1.42935,39,0.27797,14,-1.4557,34,0.04058,17,-1.1180,53,0.76382,26,-0.4051,42,0.36838
ENSG00000146147,MLIP,12,0.13327,4,-1.4851,2,-2.2468,16,0.61499,19,1.07239,10,-0.0895,4,-1.4293,20,0.97244
ENSG00000146151,HMGCLL1,14,-1.1925,17,-0.8856,28,-0.1886,55,0.94965,37,0.32798,50,0.78748,13,-1.3491,30,-0.0199
ENSG00000151914,DST,2500,1.74632,531,-0.8605,481,-1.0974,950,0.05112,1130,0.38121,960,0.06773,710,-0.4093,329,-1.5815
ENSG00000151917,BEND6,58,-0.8701,94,-0.1087,111,0.17606,126,0.35367,104,0.04593,134,0.45599,74,-0.4837,95,-0.1039
ENSG00000168116,KIAA1586,18,-0.4032,15,-0.7201,17,-0.5151,16,-0.5899,22,-0.1247,44,1.05473,24,0.04011,39,0.83164
ENSG00000112200,ZNF451,82,0.92808,37,-0.3591,40,-0.2578,34,-0.4864,45,-0.0696,50,0.10922,60,0.40458,33,-0.5243
ENSG00000112210,RAB23,11,-0.4953,14,-0.1029,8,-1.0653,22,0.64727,11,-0.5390,13,-0.1511,32,1.30027,19,0.37084
ENSG00000250686,KHDRBS2-OT,9,-0.1181,9,-0.2300,9,-0.1469,5,-1.1615,16,0.90442,13,0.37596,7,-0.6197,8,-0.4165
ENSG00000112232,KHDRBS2,29,-0.0172,8,-1.9383,17,-0.9458,23,-0.4139,50,1.03538,34,0.21355,39,0.46910,28,-0.0853
ENSG00000118482,PHF3,327,1.20854,141,-0.1966,82,-1.1314,240,0.66760,188,0.29853,140,-0.2041,108,-0.6150,102,-0.6982
ENSG00000230910,AL391807.1,30,-0.6040,52,0.22726,38,-0.2880,34,-0.4375,37,-0.3385,48,0.10790,82,0.99949,53,0.25735
ENSG00000135298,ADGRB3,83,-0.2517,73,-0.4490,72,-0.5198,81,-0.2829,105,0.13910,134,0.52572,108,0.16689,139,0.58133
ENSG00000168216,LMBRD1,100,0.23019,73,-0.2746,61,-0.6139,69,-0.3557,71,-0.3357,121,0.54777,129,0.65076,110,0.38443
ENSG00000082269,FAM135A,23,-0.4402,20,-0.6755,25,-0.3569,31,0.03180,44,0.67813,38,0.32544,35,0.19753,22,-0.4969
ENSG00000154079,SDHAF4,5,-2.3005,20,-0.2326,27,0.22066,16,-0.5946,17,-0.5711,34,0.57612,28,0.29863,45,1.08774
ENSG00000112305,SMAP1,112,-0.1857,78,-0.7414,103,-0.3461,148,0.26359,155,0.38624,171,0.50518,112,-0.1770,119,-0.0874
ENSG00000112309,B3GAT2,134,2.11774,85,1.23718,18,-1.3824,49,0.28509,29,-0.6073,11,-1.9995,28,-0.6064,10,-2.1557
