Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000143977,SNRPG,33,-0.3766,50,0.30994,24,-0.9240,56,0.58977,45,0.18542
ENSG00000035141,FAM136A,10,-1.3588,21,-0.1403,6,-2.1422,34,0.69563,38,1.09419
ENSG00000075340,ADD2,42,-2.1748,155,-0.0648,247,0.80923,153,-0.1002,193,0.37838
ENSG00000124357,NAGK,68,0.80928,40,-0.1808,30,-0.6672,29,-0.7311,51,0.26027
ENSG00000124383,MPHOSPH10,156,0.60595,75,-0.6411,184,0.93379,54,-1.2266,90,-0.4553
ENSG00000124374,PAIP2B,417,3.73201,16,-2.8488,40,-1.6212,41,-1.6073,23,-2.6191
ENSG00000075292,ZNF638,539,1.10826,180,-0.8343,445,0.70206,134,-1.3812,220,-0.6507
ENSG00000144036,EXOC6B,73,0.51701,31,-0.8787,60,0.14807,51,-0.1286,51,-0.1654
ENSG00000135638,EMX1,3,-3.2981,26,-0.0035,27,0.03930,42,0.91272,31,0.33572
ENSG00000144040,SFXN5,32,-1.2444,253,2.40002,52,-0.4527,72,0.09831,38,-1.0722
ENSG00000135631,RAB11FIP5,3,-4.1742,30,-0.6673,26,-0.9286,66,0.68065,80,1.33084
ENSG00000135617,PRADC1,12,-0.9255,28,0.38294,17,-0.3888,18,-0.3587,32,0.83730
ENSG00000135624,CCT7,79,-0.9287,97,-0.5360,93,-0.6595,151,0.17280,209,0.96924
ENSG00000163013,FBXO41,30,-1.5723,139,0.94952,65,-0.3178,127,0.93566,67,-0.3226
ENSG00000124356,STAMBP,185,2.21543,41,-0.8020,45,-0.7170,33,-1.1970,39,-1.0398
ENSG00000114956,DGUOK,29,-0.9329,57,0.17534,45,-0.2093,46,-0.1796,71,0.72186
ENSG00000163170,BOLA3,34,-1.3560,112,0.60329,42,-1.0148,144,1.23292,74,-0.0948
ENSG00000225439,BOLA3-AS1,25,-0.2856,12,-1.4084,19,-0.7816,46,0.83694,35,0.35439
ENSG00000204843,DCTN1,231,-0.6791,209,-0.7687,362,0.10361,361,0.09624,434,0.52287
ENSG00000005448,WDR54,14,-1.7714,16,-1.4162,34,-0.3141,58,0.68599,59,0.86010
ENSG00000115274,INO80B,35,-0.5511,52,0.13099,58,0.34323,47,-0.0191,49,0.04849
ENSG00000239779,WBP1,61,0.00357,112,1.01231,39,-0.7603,82,0.56641,44,-0.6227
ENSG00000115307,AUP1,50,-0.0811,59,0.22076,52,0.01872,38,-0.5350,60,0.29738
ENSG00000115317,HTRA2,16,-0.6970,21,-0.2547,14,-0.9926,43,1.05241,27,0.18849
ENSG00000135622,SEMA4F,7,-1.9262,17,-0.4030,23,0.01901,16,-0.5608,39,1.30167
ENSG00000115350,POLE4,52,-0.3155,73,0.24696,25,-1.4728,112,1.16141,57,-0.1764
ENSG00000115364,MRPL19,35,0.25234,30,-0.0292,35,0.24038,21,-0.6498,31,0.04723
ENSG00000176204,LRRTM4,6,-2.6651,30,-0.2379,56,0.87410,17,-1.2069,55,1.01447
ENSG00000066032,CTNNA2,47,-1.8913,170,0.20893,131,-0.2326,206,0.60542,186,0.46731
ENSG00000163541,SUCLG1,87,-0.3461,64,-0.7867,84,-0.4203,119,0.19685,140,0.60738
ENSG00000034510,TMSB10,780,-1.7620,1145,-1.0665,1301,-0.9503,3888,1.05700,3214,0.78183
ENSG00000176407,KCMF1,17,-2.2201,69,0.01171,54,-0.4223,123,1.15902,76,0.21933
ENSG00000152291,TGOLN2,218,0.08418,122,-0.8242,250,0.34565,141,-0.6653,245,0.35584
ENSG00000042445,RETSAT,30,0.61110,33,0.71561,6,-2.0507,13,-0.8310,28,0.57240
ENSG00000168906,MAT2A,70,0.15234,86,0.46339,64,-0.0179,49,-0.4795,65,-0.0023
ENSG00000115486,GGCX,16,-0.7682,19,-0.5111,14,-1.0623,34,0.47315,38,0.84597
ENSG00000168894,RNF181,73,0.28720,56,-0.1817,27,-1.4055,83,0.52523,68,0.17584
ENSG00000115525,ST3GAL5,88,-0.0868,50,-0.9607,103,0.18768,94,0.01868,102,0.21208
ENSG00000132300,PTCD3,73,0.09633,63,-0.1335,102,0.76010,47,-0.6702,60,-0.2575
ENSG00000132305,IMMT,52,-1.2072,51,-1.1341,111,0.06797,119,0.20273,150,0.77472
ENSG00000132313,MRPL35,34,-0.5407,23,-1.1290,45,-0.0888,56,0.31429,60,0.50102
ENSG00000068615,REEP1,13,-2.7508,56,-0.4043,69,-0.0925,74,0.03600,119,1.18073
ENSG00000115548,KDM3A,32,0.52167,37,0.69730,20,-0.3551,13,-1.0699,25,0.09040
ENSG00000115561,CHMP3,223,-0.5633,383,0.34736,399,0.47951,371,0.33798,240,-0.4976
ENSG00000239305,RNF103,14,-1.2899,17,-0.9119,49,0.89287,32,0.08625,33,0.16599
ENSG00000153561,RMND5A,64,0.31472,51,-0.0855,59,0.16632,55,0.03422,44,-0.4004
ENSG00000172086,KRCC1,99,2.67949,22,-0.5690,32,0.02445,3,-3.3782,9,-2.1421
ENSG00000172005,MAL,493,4.72835,51,-1.2367,18,-2.8924,12,-3.4710,11,-3.7214
ENSG00000144029,MRPS5,147,0.37669,96,-0.3620,146,0.36183,90,-0.4954,113,-0.1287
ENSG00000115041,KCNIP3,11,-1.9383,31,-0.2263,39,0.12952,46,0.45251,46,0.53064
ENSG00000115042,FAHD2A,35,0.07963,45,0.48069,26,-0.4268,34,0.03879,33,-0.0300
ENSG00000232931,LINC00342,159,1.52536,47,-0.7236,170,1.70436,7,-3.7159,12,-2.9998
ENSG00000174501,ANKRD36C,581,2.14662,114,-1.0333,368,0.99584,35,-2.9323,43,-2.7803
ENSG00000084090,STARD7,72,-1.0305,145,0.14981,117,-0.2107,164,0.41022,156,0.35586
ENSG00000135956,TMEM127,9,-2.4916,37,-0.3260,68,0.74265,47,0.03096,58,0.50158
ENSG00000144021,CIAO1,119,-0.2219,90,-0.6321,173,0.45794,111,-0.3422,152,0.24125
ENSG00000144028,SNRNP200,42,-0.7545,60,-0.1056,84,0.48495,61,-0.0992,71,0.19370
ENSG00000114982,KANSL3,23,-0.2470,26,-0.0505,31,0.25821,25,-0.0908,27,0.06005
ENSG00000213337,ANKRD39,19,-0.8022,28,-0.1546,19,-0.8013,36,0.25320,45,0.80894
ENSG00000144199,FAHD2B,19,-0.7024,25,-0.1938,43,0.79771,21,-0.5021,31,0.17007
ENSG00000135976,ANKRD36,220,1.41632,55,-1.0551,244,1.67108,21,-2.6096,24,-2.5904
ENSG00000230606,AC092683.1,37,-0.7754,43,-0.4628,199,3.07703,17,-2.0232,12,-2.7070
ENSG00000196912,ANKRD36B,72,0.63648,30,-0.8594,138,2.17284,4,-3.6950,19,-1.7420
ENSG00000135940,COX5B,335,-1.2518,706,0.00247,342,-1.2188,1335,1.28595,773,0.19495
ENSG00000115073,ACTR1B,27,-1.9324,76,-0.2684,61,-0.6687,112,0.39986,141,1.04992
ENSG00000075568,TMEM131,64,0.16978,47,-0.3231,117,1.41967,17,-2.0191,47,-0.4400
ENSG00000040933,INPP4A,25,-1.7373,76,0.05894,78,0.11482,91,0.40368,89,0.42318
ENSG00000183513,COA5,53,-0.2301,45,-0.4419,57,-0.0863,89,0.73773,53,-0.2577
ENSG00000115446,UNC50,9,-1.4836,18,-0.3836,22,-0.1162,24,0.01583,36,0.93449
ENSG00000071073,MGAT4A,15,-0.9237,28,0.10080,46,1.05670,20,-0.5192,25,-0.0944
ENSG00000196872,KIAA1211L,34,-2.0077,165,0.53818,154,0.48421,100,-0.3026,148,0.48484
ENSG00000135951,TSGA10,48,1.39710,37,0.71142,24,0.00807,15,-0.7175,9,-1.7049
ENSG00000158411,MITD1,55,1.53360,20,-0.4327,23,-0.2237,16,-0.7870,17,-0.7668
ENSG00000185414,MRPL30,26,-0.7734,26,-0.7011,51,0.39633,45,0.14716,47,0.29134
ENSG00000115514,TXNDC9,8,-1.5767,12,-0.8182,16,-0.4014,29,0.63163,30,0.78660
ENSG00000158417,EIF5B,1210,1.51712,404,-0.5701,627,0.14256,324,-0.9876,358,-0.9165
ENSG00000135945,REV1,80,0.93234,25,-1.0217,77,0.85016,31,-0.7891,31,-0.8877
ENSG00000144218,AFF3,33,-0.8860,64,0.25263,76,0.61251,61,0.17399,49,-0.2315
ENSG00000170500,LONRF2,38,-2.2851,117,-0.4492,205,0.51174,186,0.32248,195,0.48551
ENSG00000115526,CHST10,7,-1.7748,32,0.70983,15,-0.5935,20,-0.0143,30,0.86035
ENSG00000115539,PDCL3,28,0.01278,7,-1.9417,14,-1.0916,50,1.15641,28,0.05208
ENSG00000170485,NPAS2,3,-3.7939,69,0.84384,79,1.30514,36,-0.2317,35,-0.2969
ENSG00000071082,RPL31,1239,0.12770,1878,0.80530,513,-1.3576,2024,1.10926,707,-0.9302
ENSG00000163162,RNF149,25,-0.0627,31,0.28047,36,0.62039,16,-0.8399,25,-0.0849
ENSG00000175874,CREG2,118,-2.6340,458,-0.4544,957,0.86620,497,-0.3654,837,0.70150
ENSG00000071054,MAP4K4,1866,3.40303,196,-1.4884,268,-1.1037,178,-1.7437,107,-2.6814
ENSG00000233639,PANTR1,37,0.91214,47,1.18949,13,-1.0022,20,-0.2124,14,-0.8747
ENSG00000198914,POU3F3,182,1.79322,141,0.97975,51,-0.7451,45,-0.9506,29,-1.7690
ENSG00000135972,MRPS9,29,-0.5387,26,-0.6160,38,-0.0617,27,-0.6324,59,0.95307
ENSG00000135974,C2orf49,86,1.13819,54,0.17621,52,0.15918,34,-0.5771,27,-1.0473
ENSG00000115641,FHL2,3,-3.2237,11,-1.4856,31,0.12914,34,0.33942,46,1.11133
ENSG00000071051,NCK2,9,-2.0920,23,-0.5153,28,-0.2702,51,0.85349,42,0.57475
ENSG00000115652,UXS1,29,-0.6068,27,-0.6856,48,0.26622,38,-0.1598,53,0.51827
ENSG00000135968,GCC2,548,-0.2895,290,-1.2405,1010,0.86334,552,-0.2790,650,0.01245
ENSG00000153201,RANBP2,96,-0.7167,79,-0.9436,217,0.77067,108,-0.5117,177,0.42468
ENSG00000175701,MTLN,26,-1.8321,73,-0.1343,37,-1.2671,144,1.18068,103,0.55672
ENSG00000153107,ANAPC1,5,-2.6895,16,-0.8240,31,0.25757,32,0.28961,40,0.87146
ENSG00000144152,FBLN7,2,-3.1879,18,-0.1618,16,-0.3025,14,-0.5794,38,1.63544
ENSG00000144161,ZC3H8,53,-0.2363,48,-0.3543,117,1.32510,51,-0.3065,39,-0.8538
ENSG00000188177,ZC3H6,354,1.36277,146,-0.3414,258,0.67778,97,-1.0534,81,-1.4591
ENSG00000114999,TTL,99,-0.0072,90,-0.1690,104,0.08340,91,-0.1655,106,0.12958
ENSG00000125611,CHCHD5,21,-0.6386,52,0.89879,20,-0.6664,54,1.12190,20,-0.7633
ENSG00000144136,SLC20A1,34,-0.3447,12,-1.8727,22,-1.0407,56,0.59751,58,0.77606
ENSG00000115091,ACTR3,66,-0.6053,35,-1.4970,104,0.18113,119,0.43335,109,0.31504
ENSG00000175497,DPP10,27,-1.6374,51,-0.5589,117,0.89198,50,-0.6515,99,0.64514
ENSG00000235026,DPP10-AS1,1,-3.9198,13,-0.4819,16,-0.2030,33,1.16220,22,0.47228
ENSG00000088205,DDX18,200,0.67778,125,-0.1797,181,0.47699,85,-0.8584,114,-0.3960
ENSG00000125629,INSIG2,4,-2.5081,15,-0.5318,28,0.48744,16,-0.4653,34,1.07048
ENSG00000144119,C1QL2,2,-3.0799,61,2.06379,10,-1.0328,2,-3.0280,33,1.31172
ENSG00000155368,DBI,237,0.88390,453,1.95708,36,-2.2809,118,-0.4198,88,-0.9993
ENSG00000088179,PTPN4,25,-1.5698,30,-1.2071,110,1.01225,85,0.49491,61,-0.1354
ENSG00000144118,RALB,59,-1.2092,118,-0.0328,72,-0.8884,258,1.57021,105,-0.2911
ENSG00000074054,CLASP1,32,-0.9708,43,-0.4612,69,0.32341,60,0.07711,70,0.42496
ENSG00000155438,NIFK,40,0.15545,30,-0.3243,58,0.85819,21,-0.9442,33,-0.1845
ENSG00000211460,TSN,47,-0.4839,58,-0.1062,65,0.08492,58,-0.1367,75,0.39192
ENSG00000136717,BIN1,418,1.66795,121,-0.6915,140,-0.5122,114,-0.8617,140,-0.5798
ENSG00000163161,ERCC3,18,-0.9737,34,0.14453,27,-0.2817,31,-0.0489,43,0.71225
ENSG00000169967,MAP3K2,95,1.48491,40,-0.2058,66,0.68174,21,-1.2978,18,-1.6261
ENSG00000163166,IWS1,292,1.94467,65,-0.9375,143,0.34451,44,-1.6483,55,-1.3971
ENSG00000136709,WDR33,50,0.16871,38,-0.2774,50,0.17088,49,0.16100,39,-0.2972
ENSG00000144231,POLR2D,48,0.86742,30,-0.0203,25,-0.3360,29,-0.0430,23,-0.5417
ENSG00000136731,UGGT1,37,0.04225,28,-0.4193,83,1.71068,12,-1.8162,25,-0.7574
ENSG00000136720,HS6ST1,14,-2.4663,134,1.14344,61,-0.1801,90,0.53235,71,0.09037
ENSG00000136699,SMPD4,22,-0.6570,31,-0.0428,58,1.17409,17,-1.0538,32,-0.0161
ENSG00000152082,MZT2B,289,-0.8857,742,0.69770,269,-1.0022,786,0.93570,476,-0.0437
ENSG00000136710,CCDC115,20,-1.3325,38,-0.2367,24,-1.0144,77,1.08257,55,0.43735
ENSG00000136718,IMP4,28,-1.1870,70,0.31650,37,-0.7350,92,0.91145,63,0.19473
ENSG00000136002,ARHGEF4,57,-1.5543,241,0.82758,124,-0.2832,201,0.60147,152,0.07758
ENSG00000152102,FAM168B,66,-1.1561,102,-0.4118,145,0.16430,148,0.21261,167,0.50744
ENSG00000115762,PLEKHB2,128,-1.1000,177,-0.5143,188,-0.4641,329,0.54805,330,0.65109
ENSG00000173272,MZT2A,119,-1.0713,302,0.47577,166,-0.5270,353,0.86569,224,-0.0067
ENSG00000176771,NCKAP5,193,3.94685,32,-0.6366,19,-1.5596,9,-2.7052,3,-4.1133
ENSG00000152127,MGAT5,36,-0.5023,38,-0.4078,45,-0.1572,49,0.01766,63,0.56257
ENSG00000152128,TMEM163,2,-2.9669,17,-0.1382,5,-2.0979,20,0.14446,38,1.84134
ENSG00000082258,CCNT2,43,0.19120,16,-1.3772,71,1.20733,26,-0.7084,31,-0.4544
ENSG00000115839,RAB3GAP1,63,-0.7454,61,-0.7277,135,0.61941,76,-0.4325,122,0.47668
ENSG00000048991,R3HDM1,79,-1.6424,153,-0.5288,377,1.11015,211,-0.0317,220,0.05008
ENSG00000144224,UBXN4,533,1.57985,206,-0.3006,270,0.14587,129,-1.1164,141,-1.0702
ENSG00000115866,DARS,72,0.13031,78,0.24076,78,0.28880,43,-0.7589,68,0.04391
ENSG00000168702,LRP1B,45,-0.1278,18,-1.4672,117,1.91802,18,-1.5879,34,-0.6666
ENSG00000121964,GTDC1,90,-0.4730,138,0.24550,133,0.21361,156,0.50784,96,-0.4091
ENSG00000169554,ZEB2,1923,3.10015,190,-1.6653,450,-0.3944,130,-2.3635,146,-2.3384
ENSG00000115947,ORC4,19,-1.6709,42,-0.3716,50,-0.1075,55,0.06182,80,0.94940
ENSG00000204406,MBD5,31,0.11158,15,-1.0089,66,1.69549,6,-2.3707,23,-0.4288
ENSG00000135999,EPC2,38,-0.2217,27,-0.7233,83,1.31530,34,-0.4102,31,-0.6158
ENSG00000168280,KIF5C,1196,0.32988,840,-0.2771,1124,0.21379,1134,0.23095,751,-0.5593
ENSG00000168288,MMADHC,7,-2.4590,26,-0.4199,27,-0.4035,50,0.70931,49,0.82001
ENSG00000080345,RIF1,370,0.92217,165,-0.5232,327,0.67186,82,-1.6914,191,-0.3617
ENSG00000162980,ARL5A,80,0.48495,74,0.30046,63,0.02558,40,-0.7553,59,-0.0793
ENSG00000182389,CACNB4,38,-2.1231,63,-1.2522,259,1.19918,159,0.20515,148,0.08658
ENSG00000157827,FMNL2,1001,3.54778,107,-1.4162,183,-0.6605,31,-3.3662,48,-2.8898
ENSG00000196504,PRPF40A,284,1.26057,135,-0.1787,242,0.90637,43,-2.0493,80,-1.1700
ENSG00000162989,KCNJ3,16,-3.0475,115,0.01087,181,0.88171,95,-0.3206,148,0.56373
ENSG00000115159,GPD2,7,-1.9472,36,0.66826,34,0.66886,27,0.23062,22,-0.1557
ENSG00000136541,ERMN,2254,5.52675,31,-4.0898,118,-2.3005,10,-5.8678,33,-4.3349
ENSG00000144283,PKP4,1015,2.84740,116,-1.5338,244,-0.4466,121,-1.5802,92,-2.1487
ENSG00000123636,BAZ2B,1108,2.45247,274,-0.5285,463,0.34886,98,-2.2122,74,-2.7985
ENSG00000136536,MARCH7,27,-0.3063,14,-1.2225,55,1.01448,21,-0.7532,35,0.14584
ENSG00000136560,TANK,35,0.81467,3,-2.7428,25,0.19179,23,0.03554,19,-0.3460
ENSG00000115233,PSMD14,69,-0.8152,83,-0.4539,138,0.40659,98,-0.2278,139,0.48999
ENSG00000136535,TBR1,15,-2.7702,26,-1.8248,114,0.49528,110,0.43493,123,0.76307
ENSG00000144290,SLC4A10,40,-2.4682,92,-1.0774,364,1.36902,109,-0.9005,245,0.61502
ENSG00000115271,GCA,49,0.54670,13,-1.5098,29,-0.3933,34,-0.1380,43,0.32882
ENSG00000153253,SCN3A,53,-1.3299,110,-0.1117,293,1.96221,64,-1.0451,85,-0.6476
ENSG00000136531,SCN2A,225,-1.5442,263,-1.1963,1328,1.80238,284,-1.1725,587,0.06238
ENSG00000178662,CSRNP3,38,-1.8995,86,-0.5656,149,0.35122,146,0.31564,159,0.56654
ENSG00000144285,SCN1A,36,-2.1651,82,-0.8189,149,0.14052,158,0.25334,204,0.88810
ENSG00000198648,STK39,198,0.59878,59,-1.3759,102,-0.5955,167,0.27224,149,0.07110
ENSG00000172292,CERS6,18,-2.5556,62,-0.5760,121,0.57349,79,-0.2065,131,0.87811
ENSG00000138398,PPIG,703,0.68775,429,-0.2094,774,0.88611,226,-1.2932,353,-0.6319
ENSG00000154479,CCDC173,65,0.56087,129,1.72701,50,0.07366,39,-0.3442,14,-2.1360
ENSG00000213160,KLHL23,20,-1.2580,49,0.22328,69,0.92467,31,-0.5311,46,0.14302
ENSG00000138385,SSB,285,-0.0422,203,-0.5698,383,0.51070,191,-0.7283,332,0.27352
ENSG00000138382,METTL5,34,-0.7882,58,0.12776,31,-0.9048,69,0.45972,70,0.58703
ENSG00000144357,UBR3,98,0.01803,50,-1.0244,146,0.77281,72,-0.5313,97,-0.0039
ENSG00000128683,GAD1,4,-4.7536,117,0.38699,55,-0.8688,147,0.90851,130,0.78127
ENSG00000115806,GORASP2,15,-1.3226,17,-1.0821,34,-0.0095,31,-0.1634,55,1.09436
ENSG00000198586,TLK1,100,-0.2008,77,-0.5843,173,0.82635,88,-0.4183,108,-0.0860
ENSG00000123600,METTL8,57,1.49933,30,0.13889,28,0.07628,12,-1.3835,16,-0.9568
ENSG00000077380,DYNC1I2,1190,2.19852,197,-1.2606,394,-0.2184,204,-1.3030,226,-1.2523
ENSG00000115840,SLC25A12,12,-2.6244,31,-1.0833,58,-0.1326,78,0.40441,100,1.08896
ENSG00000091428,RAPGEF4,235,0.12772,172,-0.3828,130,-0.8942,457,1.51674,125,-1.0515
ENSG00000091436,MAP3K20,26,-0.0688,85,1.98394,38,0.60442,15,-1.0052,10,-1.7070
ENSG00000172845,SP3,17,-0.9151,35,0.27450,50,1.02848,25,-0.2555,25,-0.3351
ENSG00000138430,OLA1,61,-1.3476,77,-0.8853,136,-0.0074,157,0.25757,193,0.78360
ENSG00000138433,CIR1,244,0.59593,141,-0.3698,221,0.40362,126,-0.5983,152,-0.3141
ENSG00000163328,GPR155,69,-1.1395,128,-0.0958,265,1.34463,83,-0.8513,133,-0.0424
ENSG00000115935,WIPF1,182,5.42800,5,-2.9670,8,-2.4479,1,-5.4583,2,-4.2832
ENSG00000128656,CHN1,319,-2.3768,773,-0.9143,1830,0.51647,1691,0.36404,1813,0.58649
ENSG00000115966,ATF2,4,-3.7201,26,-1.0071,60,0.34303,60,0.33176,75,0.92651
ENSG00000154518,ATP5MC3,70,-2.3836,179,-0.8587,122,-1.5451,495,0.90829,515,1.21248
ENSG00000144320,LNPK,43,-0.3944,29,-0.9583,44,-0.3404,60,0.18914,72,0.63387
ENSG00000128654,MTX2,29,-1.0816,29,-0.9920,45,-0.3811,46,-0.3166,96,1.29874
ENSG00000170144,HNRNPA3,236,-0.2171,230,-0.2358,329,0.38672,238,-0.2013,278,0.08044
ENSG00000116044,NFE2L2,231,2.81079,69,-0.0662,42,-0.9280,16,-2.4014,25,-1.8564
ENSG00000018510,AGPS,29,0.13376,25,-0.0830,39,0.74379,17,-0.6997,23,-0.2767
ENSG00000079156,OSBPL6,18,-1.8199,52,-0.1339,93,0.96442,56,-0.0031,59,0.09764
ENSG00000180228,PRKRA,34,-0.4163,27,-0.7461,35,-0.3949,53,0.36976,55,0.49269
ENSG00000116095,PLEKHA3,56,-0.2522,74,0.20607,79,0.36130,67,0.05007,57,-0.2551
ENSG00000155657,TTN,200,3.50094,24,-1.2569,34,-0.7974,4,-3.9629,13,-2.3996
ENSG00000187231,SESTD1,176,1.55586,40,-1.1198,96,0.27928,44,-1.0494,51,-0.8961
ENSG00000144331,ZNF385B,10,-1.8499,9,-1.7948,27,-0.2163,57,1.22369,37,0.38231
ENSG00000163510,CWC22,115,0.66144,50,-0.7495,133,0.96880,38,-1.2744,63,-0.5011
ENSG00000170035,UBE2E3,29,-1.7584,64,-0.4687,73,-0.2857,114,0.52528,121,0.76911
ENSG00000138434,ITPRID2,94,1.09477,47,-0.2075,76,0.65538,31,-0.9185,29,-1.1189
ENSG00000115252,PDE1A,93,-0.1803,31,-1.8126,126,0.36989,74,-0.5768,138,0.64259
ENSG00000077232,DNAJC10,62,-0.2228,47,-0.6361,123,1.09329,45,-0.7713,66,-0.1312
ENSG00000061676,NCKAP1,56,-2.5317,223,-0.3025,320,0.30962,304,0.21409,374,0.72444
ENSG00000170396,ZNF804A,1,-4.4228,20,-0.3500,56,1.63102,21,-0.2864,25,0.01220
ENSG00000065548,ZC3H15,346,-0.3868,256,-0.8128,661,0.82263,289,-0.6888,488,0.25992
ENSG00000138448,ITGAV,106,1.78285,65,0.55965,34,-0.4922,16,-1.6896,26,-1.0246
ENSG00000144369,FAM171B,61,-1.3293,142,0.08609,250,1.23181,60,-1.3483,155,0.29534
ENSG00000144366,GULP1,0,-5.0239,17,-0.4746,26,0.22458,26,0.26369,35,0.99927
ENSG00000204262,COL5A2,0,-8.0536,4,-2.7044,12,-1.2638,34,0.55258,52,1.92687
ENSG00000115368,WDR75,30,0.61472,23,0.10872,19,-0.2172,20,-0.1643,18,-0.3107
ENSG00000138381,ASNSD1,20,-1.2952,36,-0.3219,61,0.58954,35,-0.4160,58,0.60588
ENSG00000128699,ORMDL1,18,-1.2661,45,0.21199,62,0.85513,26,-0.7319,46,0.32666
ENSG00000064933,PMS1,29,0.04530,14,-1.1176,47,0.96663,25,-0.2634,23,-0.3964
ENSG00000198130,HIBCH,53,1.49806,19,-0.4196,23,-0.1728,7,-1.9854,23,-0.2234
ENSG00000151689,INPP1,77,1.16347,22,-0.9944,43,0.01836,21,-1.1404,40,-0.1094
ENSG00000151690,MFSD6,166,-0.1917,64,-1.6289,201,0.15218,119,-0.7559,271,0.87079
ENSG00000138386,NAB1,42,0.59468,31,-0.0089,38,0.40617,17,-1.0155,27,-0.2302
ENSG00000115419,GLS,38,-2.7636,87,-1.3954,212,-0.0309,249,0.26027,358,1.20478
ENSG00000115415,STAT1,29,-0.7869,49,0.12019,33,-0.5889,39,-0.2668,69,0.93948
ENSG00000138378,STAT4,0,-7.9797,16,-0.6335,44,1.20384,18,-0.4344,33,0.70103
ENSG00000128641,MYO1B,6,-2.2793,15,-0.7147,55,1.69139,22,-0.2193,21,-0.2559
ENSG00000144339,TMEFF2,77,-0.0501,24,-1.8326,119,0.77050,60,-0.4915,86,0.16998
ENSG00000196950,SLC39A10,86,-2.1707,159,-1.1221,361,0.17640,371,0.22608,495,0.94624
ENSG00000138411,HECW2,61,0.37551,23,-1.2023,97,1.34562,15,-1.9475,43,-0.2891
ENSG00000119041,GTF3C3,36,0.40475,6,-2.3433,41,0.66328,23,-0.4063,28,-0.0863
ENSG00000197121,PGAP1,9,-1.4945,19,-0.2448,22,-0.0628,17,-0.4511,37,1.13611
ENSG00000115524,SF3B1,187,0.51544,98,-0.5741,214,0.79356,78,-1.0015,120,-0.3324
ENSG00000115520,COQ10B,10,-1.8501,30,-0.0794,11,-1.7271,32,0.03218,60,1.60666
ENSG00000144381,HSPD1,265,0.07931,197,-0.3967,281,0.19333,192,-0.4845,286,0.26118
ENSG00000115541,HSPE1,118,-0.6794,169,-0.0486,74,-1.4312,248,0.66781,232,0.63060
ENSG00000115540,MOB4,14,-1.9659,18,-1.4272,47,0.01413,55,0.30658,72,1.00519
ENSG00000115896,PLCL1,193,2.44507,17,-2.0937,43,-0.7315,27,-1.4970,41,-0.9084
ENSG00000119042,SATB2,13,-2.5605,38,-0.8775,118,1.11460,69,0.06408,77,0.29045
ENSG00000178074,C2orf69,51,-0.2358,53,-0.1604,79,0.57755,46,-0.4238,59,0.03871
ENSG00000196141,SPATS2L,71,-0.8281,156,0.47923,133,0.24769,119,0.03987,120,0.06204
ENSG00000082153,BZW1,87,-0.3616,101,-0.0872,97,-0.1738,89,-0.3211,141,0.60298
ENSG00000013441,CLK1,119,1.77787,51,0.01029,74,0.69743,13,-2.1866,16,-1.9921
ENSG00000155744,FAM126B,27,-1.7443,63,-0.3396,137,1.10004,70,-0.1981,84,0.14820
ENSG00000119013,NDUFB3,45,-1.6153,112,-0.1245,54,-1.3396,218,1.16509,155,0.53407
ENSG00000003402,CFLAR,126,2.12367,49,0.03210,64,0.52858,9,-2.6333,11,-2.4488
ENSG00000115993,TRAK2,218,2.00366,49,-0.8833,63,-0.5624,48,-1.0054,54,-0.8975
ENSG00000155755,TMEM237,25,-0.5242,24,-0.5162,45,0.50172,27,-0.4243,41,0.40078
ENSG00000003393,ALS2,9,-1.7590,14,-1.0339,41,0.73206,26,-0.1240,37,0.63589
ENSG00000116030,SUMO1,37,-1.9162,97,-0.3361,105,-0.2424,160,0.53681,167,0.73517
ENSG00000055044,NOP58,127,0.40774,80,-0.3738,173,1.03477,59,-0.9134,73,-0.6366
ENSG00000204217,BMPR2,62,-1.8413,174,-0.1405,263,0.61569,144,-0.4821,262,0.72372
ENSG00000163596,ICA1L,40,-0.9134,47,-0.5945,134,1.35593,43,-0.7681,67,-0.0270
ENSG00000138442,WDR12,18,-0.9298,41,0.44188,40,0.45814,24,-0.4246,35,0.26673
ENSG00000138443,ABI2,180,-0.8120,233,-0.3423,416,0.68984,254,-0.2281,320,0.21054
ENSG00000173166,RAPH1,6,-2.4759,33,0.25040,38,0.53191,17,-0.8437,43,0.94742
ENSG00000114933,INO80D,45,1.30046,31,0.45764,26,0.17956,9,-1.5022,14,-0.9191
ENSG00000023228,NDUFS1,115,-0.6974,163,-0.0860,190,0.17983,193,0.20832,188,0.18023
ENSG00000114942,EEF1B2,530,0.79667,391,0.17763,200,-0.9523,434,0.40053,260,-0.5781
ENSG00000204186,ZDBF2,35,-1.0464,48,-0.4507,132,1.45723,41,-0.7684,61,-0.1271
ENSG00000114948,ADAM23,6,-3.9994,35,-1.4128,102,0.23699,85,-0.0906,157,1.37740
ENSG00000118246,FASTKD2,22,-0.7493,26,-0.4341,42,0.36310,35,0.03240,40,0.31414
ENSG00000118263,KLF7,55,0.83555,19,-0.9602,62,1.10920,21,-0.8979,20,-1.0772
