Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000204580,DDR1,143,1.77121,13,-1.9969,62,0.33874,223,2.69025,42,-0.2593,8,-2.8132,24,-1.1533,17,-1.8019
ENSG00000137411,VARS2,20,0.10469,11,-0.8246,27,0.56836,17,-0.1815,30,0.76211,25,0.48733,10,-0.9269,17,-0.2293
ENSG00000204525,HLA-C,42,-0.5443,6,-3.4393,70,0.23261,113,1.00927,292,2.87850,12,-2.5545,45,-0.5002,30,-1.2310
ENSG00000234745,HLA-B,116,-0.2356,39,-1.8457,145,0.12350,210,0.71803,780,3.35630,45,-1.7600,66,-1.1684,34,-2.2887
ENSG00000198563,DDX39B,64,-0.4507,28,-1.6831,77,-0.1611,92,0.10015,164,1.04832,93,0.14689,72,-0.2936,92,0.12282
ENSG00000213760,ATP6V1G2,65,-1.7871,186,-0.2051,178,-0.2710,90,-1.3120,131,-0.7414,193,-0.1622,274,0.45361,321,0.86432
ENSG00000204469,PRRC2A,49,-1.1938,75,-0.5580,146,0.48473,164,0.67943,172,0.76151,59,-0.9949,98,-0.1520,123,0.26790
ENSG00000204463,BAG6,25,-1.8365,60,-0.5252,82,-0.0407,99,0.26275,125,0.62727,60,-0.5669,92,0.15018,105,0.44748
ENSG00000204438,GPANK1,35,1.13894,20,0.25427,22,0.41125,17,-0.0442,2,-2.7699,12,-0.5461,14,-0.3060,19,0.17650
ENSG00000204435,CSNK2B,56,-0.8947,72,-0.5132,83,-0.2921,75,-0.4597,156,0.70687,103,0.04486,115,0.24300,109,0.15553
ENSG00000204427,ABHD16A,5,-2.7671,21,-0.8164,25,-0.6035,15,-1.3034,86,1.40813,36,-0.0115,37,0.02849,46,0.47357
ENSG00000213722,DDAH2,28,0.08475,7,-1.9652,39,0.65034,47,0.95920,68,1.59984,13,-1.0703,32,0.32763,11,-1.4221
ENSG00000204394,VARS,16,-1.0795,20,-0.8031,33,-0.0335,15,-1.1658,39,0.23838,33,-0.0289,28,-0.3060,53,0.93188
ENSG00000204392,LSM2,26,0.18554,15,-0.6623,31,0.45166,21,-0.0994,21,-0.1172,17,-0.4629,29,0.39914,23,0.00337
ENSG00000204389,HSPA1A,68,-0.1557,17,-2.1862,70,-0.0994,77,0.03426,264,2.18131,38,-1.0947,41,-0.9911,82,0.16895
ENSG00000204388,HSPA1B,57,-0.4897,16,-2.3436,55,-0.5384,42,-0.9296,183,1.42446,80,0.05821,58,-0.4819,101,0.51990
ENSG00000204387,SNHG32,174,2.00345,22,-1.3585,79,0.61243,28,-0.9780,30,-0.9057,22,-1.4169,76,0.61675,39,-0.5848
ENSG00000204386,NEU1,10,-1.5757,15,-1.0410,15,-0.9717,25,-0.2340,55,0.99462,25,-0.2628,27,-0.1379,43,0.76741
ENSG00000204371,EHMT2,83,-0.0664,79,-0.1319,91,0.07849,56,-0.6713,123,0.56731,89,0.05360,64,-0.4898,99,0.26965
ENSG00000204356,NELFE,51,-0.3251,41,-0.6780,82,0.42107,69,0.14089,81,0.38744,58,-0.1576,64,0.01582,64,0.01879
ENSG00000204351,SKIV2L,14,-0.5209,8,-1.3342,18,-0.2017,20,0.02252,6,-1.8009,16,-0.3617,19,-0.0846,35,1.17273
ENSG00000204314,PRRT1,14,-3.1500,62,-0.9907,76,-0.6765,70,-0.8181,114,-0.0664,132,0.18468,126,0.11006,190,1.00383
ENSG00000204310,AGPAT1,48,-1.0780,55,-0.8634,75,-0.4052,101,0.04806,179,0.99067,83,-0.2653,96,-0.0211,117,0.36720
ENSG00000204308,RNF5,52,0.51823,31,-0.2704,40,0.11116,23,-0.7487,12,-1.7422,28,-0.4731,72,1.21652,31,-0.3767
ENSG00000204256,BRD2,132,0.13172,151,0.34377,110,-0.1540,118,-0.0445,117,-0.0536,125,0.05223,100,-0.3342,127,0.07768
ENSG00000204231,RXRB,25,-1.1590,47,-0.1920,29,-0.9115,15,-1.8660,90,0.85226,34,-0.7312,85,0.85756,64,0.37787
ENSG00000112473,SLC39A7,37,0.56399,12,-1.1174,11,-1.2900,32,0.36605,22,-0.2505,39,0.74306,17,-0.7223,28,0.15508
ENSG00000204227,RING1,35,-0.2618,33,-0.3718,36,-0.2344,40,-0.0530,72,0.87415,47,0.19892,27,-0.7004,46,0.16795
ENSG00000223501,VPS52,31,0.03498,7,-2.1804,22,-0.4991,27,-0.2140,62,1.14533,29,-0.0784,25,-0.3663,37,0.36970
ENSG00000231500,RPS18,1322,1.11505,586,-0.2078,1431,1.25245,741,0.15980,488,-0.4904,233,-1.6986,942,0.61433,372,-1.0450
ENSG00000227057,WDR46,11,-1.3933,17,-0.7967,39,0.50578,23,-0.3158,14,-1.0564,39,0.58149,28,-0.0326,34,0.35336
ENSG00000204220,PFDN6,36,-0.6781,61,0.11342,40,-0.5225,26,-1.1670,36,-0.7144,50,-0.2028,82,0.65332,73,0.48716
ENSG00000231925,TAPBP,41,-1.0094,39,-1.0782,108,0.46760,118,0.61457,137,0.86413,59,-0.5218,57,-0.5643,96,0.35073
ENSG00000204209,DAXX,21,-0.5580,26,-0.2432,34,0.19531,33,0.13589,57,1.03332,30,-0.0280,19,-0.7785,31,0.07706
ENSG00000112511,PHF1,14,-1.7802,23,-1.0161,32,-0.5347,25,-0.8964,134,1.82557,38,-0.3025,55,0.32796,44,-0.0646
ENSG00000112514,CUTA,81,-1.1084,76,-1.2090,152,-0.1470,113,-0.6083,238,0.56508,118,-0.5880,228,0.55640,219,0.53913
ENSG00000197283,SYNGAP1,20,-1.2745,42,-0.1743,37,-0.3853,23,-1.0698,38,-0.3590,55,0.26438,40,-0.2913,73,0.89273
ENSG00000137288,UQCC2,26,-1.3163,47,-0.4226,87,0.53294,76,0.31758,31,-1.0575,50,-0.3740,96,0.78700,63,0.00887
ENSG00000137309,HMGA1,21,-1.1855,80,0.90373,74,0.77431,47,0.03747,41,-0.1621,20,-1.2907,47,0.04791,50,0.18106
ENSG00000186577,SMIM29,42,-0.8873,45,-0.7575,91,0.31024,47,-0.7068,115,0.69758,58,-0.4249,94,0.40794,84,0.22389
ENSG00000272325,NUDT3,341,-0.4563,810,0.92798,418,-0.1432,465,0.02669,406,-0.1885,498,0.14764,512,0.19661,344,-0.5269
ENSG00000124614,RPS10,345,0.76625,178,-0.2902,343,0.75856,203,-0.0819,166,-0.3933,85,-1.4914,342,0.85552,161,-0.5292
ENSG00000124507,PACSIN1,29,-3.2000,356,0.53948,336,0.44509,264,0.06261,194,-0.4208,194,-0.4572,296,0.26979,296,0.30457
ENSG00000196821,ILRUN,18,-2.7574,174,0.69184,108,-0.0730,98,-0.2260,155,0.49792,107,-0.0969,121,0.12107,116,0.05379
ENSG00000124562,SNRPC,45,-0.2643,33,-0.7190,62,0.24329,52,-0.0360,33,-0.7130,41,-0.4493,70,0.49857,63,0.34941
ENSG00000064995,TAF11,48,0.36297,16,-1.3090,24,-0.7159,18,-1.1224,46,0.29816,54,0.62012,30,-0.3906,45,0.35828
ENSG00000064999,ANKS1A,19,-0.5511,22,-0.3019,21,-0.3939,16,-0.8411,45,0.80229,23,-0.2850,22,-0.3601,38,0.67440
ENSG00000198755,RPL10A,428,0.71482,272,-0.0163,480,0.90725,340,0.34025,145,-0.9737,142,-1.0757,428,0.81096,162,-0.9382
ENSG00000096063,SRPK1,40,-0.1174,48,0.14263,24,-0.8933,21,-1.0753,17,-1.4011,80,1.13205,27,-0.8038,53,0.38064
ENSG00000112062,MAPK14,19,-0.9293,33,-0.1334,23,-0.6425,23,-0.6711,29,-0.3014,44,0.36113,35,-0.0364,47,0.58015
ENSG00000096070,BRPF3,25,-0.6660,52,0.49614,40,0.08960,34,-0.1503,37,-0.0600,39,0.04746,40,0.06823,37,-0.0511
ENSG00000112078,KCTD20,37,-0.4394,44,-0.1882,29,-0.7830,67,0.47953,76,0.69881,63,0.42363,48,-0.0257,39,-0.4486
ENSG00000112081,SRSF3,108,-0.1712,92,-0.4282,101,-0.2781,96,-0.3606,213,0.92057,94,-0.4172,122,0.01410,136,0.22986
ENSG00000124772,CPNE5,22,-2.1674,74,-0.3757,62,-0.6550,48,-1.0469,47,-1.0552,128,0.53681,160,0.97149,102,0.14602
ENSG00000137168,PPIL1,9,-1.5925,20,-0.4770,21,-0.3564,13,-1.0466,30,0.17230,22,-0.3797,39,0.65440,36,0.59832
ENSG00000198663,C6orf89,87,-0.2549,87,-0.2607,65,-0.7060,90,-0.1985,129,0.36202,118,0.24315,62,-0.8309,138,0.59835
ENSG00000137409,MTCH1,143,-1.8018,348,-0.4625,431,-0.1320,314,-0.6228,444,-0.0849,430,-0.1510,640,0.55691,603,0.50706
ENSG00000112130,RNF8,35,-0.7690,79,0.50935,28,-1.1004,32,-0.9114,49,-0.2515,67,0.27471,68,0.28536,66,0.26693
ENSG00000137200,CMTR1,12,-1.4442,21,-0.5518,25,-0.3271,31,0.01196,31,-0.0047,36,0.27954,27,-0.2105,41,0.57594
ENSG00000198937,CCDC167,25,0.07501,39,0.75396,21,-0.2417,26,0.12153,37,0.67899,16,-0.6519,25,0.03192,20,-0.3391
ENSG00000156639,ZFAND3,41,0.40423,19,-0.7802,45,0.55530,54,0.85123,34,0.10371,23,-0.4963,27,-0.2653,29,-0.1764
ENSG00000183826,BTBD9,12,-2.1234,59,0.22035,52,0.01780,34,-0.6587,84,0.78874,54,0.07348,27,-1.0425,72,0.67260
ENSG00000124767,GLO1,48,-1.4254,103,-0.2636,134,0.14268,147,0.28916,124,0.02103,111,-0.1720,131,0.12069,143,0.30619
ENSG00000146122,DAAM2,309,3.50190,9,-2.5109,78,0.70510,105,1.19371,39,-0.3967,11,-2.3411,13,-2.0576,5,-3.5693
ENSG00000124596,OARD1,33,0.15400,24,-0.3532,35,0.25202,24,-0.3415,33,0.14992,29,-0.0851,20,-0.6536,38,0.45773
ENSG00000137166,FOXP4,9,-0.9306,18,0.04425,11,-0.6696,5,-1.8387,16,-0.1463,17,-0.0261,33,1.17520,17,-0.0880
ENSG00000214736,TOMM6,49,-0.8256,52,-0.7469,113,0.45502,78,-0.1288,74,-0.2016,50,-0.8744,121,0.63726,103,0.38563
ENSG00000112576,CCND3,45,-0.6900,30,-1.2807,79,0.18135,52,-0.4701,106,0.65858,57,-0.3622,80,0.22022,86,0.40666
ENSG00000048544,MRPS10,31,-0.6189,50,0.09650,29,-0.7524,17,-1.4962,33,-0.5385,62,0.49427,57,0.33790,55,0.31154
ENSG00000024048,UBR2,50,0.15235,31,-0.5659,20,-1.1943,45,0.00565,90,1.12538,60,0.51865,29,-0.7381,42,-0.1318
ENSG00000124659,TBCC,5,-1.9338,19,0.00026,2,-2.8748,13,-0.6116,11,-0.8473,23,0.31023,29,0.73317,25,0.55479
ENSG00000112624,BICRAL,14,-0.5891,19,-0.1769,20,-0.0912,21,-0.0469,17,-0.3619,26,0.37189,15,-0.5545,27,0.48128
ENSG00000146223,RPL7L1,121,-0.5521,167,-0.0568,143,-0.2994,122,-0.5345,141,-0.3175,213,0.36642,182,0.09104,197,0.25665
ENSG00000137161,CNPY3,28,0.06088,13,-1.1021,23,-0.2566,25,-0.1342,10,-1.4637,32,0.29201,37,0.53026,30,0.17069
ENSG00000124587,PEX6,13,-1.2187,13,-1.2109,42,0.50739,15,-1.0158,30,-0.0012,26,-0.2717,26,-0.2534,48,0.98858
ENSG00000112640,PPP2R5D,12,-2.6612,50,-0.6136,64,-0.2460,38,-1.0384,87,0.24123,69,-0.1265,64,-0.2575,126,1.12509
ENSG00000124733,MEA1,41,-0.8094,60,-0.2213,73,0.08166,67,-0.0381,38,-0.9013,42,-0.8112,98,0.61977,90,0.53340
ENSG00000124702,KLHDC3,50,-2.4384,242,-0.0838,220,-0.2286,142,-0.9049,281,0.15340,200,-0.4145,382,0.73250,321,0.46078
ENSG00000124541,RRP36,13,-0.8538,23,-0.0078,21,-0.1645,21,-0.1555,22,-0.1325,24,0.02105,30,0.40935,25,0.10249
ENSG00000137171,KLC4,21,0.07404,7,-1.4395,12,-0.7712,10,-1.0366,38,1.07326,17,-0.2468,20,0.05314,24,0.43450
ENSG00000112651,MRPL2,8,-2.5953,41,-0.2338,46,-0.0356,27,-0.8659,50,0.07751,38,-0.3818,71,0.72300,60,0.46856
ENSG00000112658,SRF,3,-2.8160,18,-0.3609,27,0.31064,20,-0.1872,19,-0.2740,15,-0.6353,21,-0.0815,37,1.01754
ENSG00000112659,CUL9,16,-1.1067,24,-0.4914,33,-0.0003,34,0.03016,30,-0.1567,40,0.35236,30,-0.1702,40,0.36798
ENSG00000112667,DNPH1,29,-0.7711,27,-0.8735,80,0.81783,68,0.57045,58,0.29058,21,-1.3401,67,0.58925,46,-0.0739
ENSG00000146216,TTBK1,12,-1.2486,41,0.67595,30,0.14209,34,0.34661,9,-1.5427,31,0.24522,24,-0.1820,29,0.14839
ENSG00000171467,ZNF318,58,1.04262,37,0.32567,12,-1.3679,19,-0.7093,24,-0.3792,53,1.01817,22,-0.5234,21,-0.6269
ENSG00000204052,LRRC73,1,-4.7403,33,-0.0936,24,-0.5775,12,-1.5547,43,0.29768,27,-0.4752,43,0.36384,57,0.99812
ENSG00000137207,YIPF3,22,-1.6859,24,-1.5583,57,-0.2490,65,-0.0336,74,0.16601,58,-0.2350,87,0.47739,89,0.59153
ENSG00000096080,MRPS18A,17,-1.2550,20,-1.0284,45,0.24026,40,0.02705,44,0.19842,30,-0.4194,42,0.15152,52,0.58006
ENSG00000112715,VEGFA,17,-0.7488,4,-2.7005,20,-0.4983,50,0.94303,123,2.65651,12,-1.3347,10,-1.5655,25,-0.2031
ENSG00000180992,MRPL14,15,-1.3610,51,0.47062,31,-0.2824,25,-0.5911,31,-0.2811,17,-1.2537,54,0.64608,51,0.64163
ENSG00000137216,TMEM63B,19,-1.4055,17,-1.5646,20,-1.3174,39,-0.3411,69,0.54990,59,0.33685,25,-1.1134,84,1.18495
ENSG00000096384,HSP90AB1,1488,-0.8557,2915,0.18527,1302,-1.0581,1447,-0.8982,2126,-0.3098,3965,0.77380,2470,-0.0841,2990,0.28106
ENSG00000178233,TMEM151B,4,-4.7204,136,0.21001,154,0.41079,73,-0.7459,131,0.14560,86,-0.5444,156,0.48168,149,0.44341
ENSG00000096401,CDC5L,149,0.59612,113,0.15322,49,-1.1255,78,-0.4197,157,0.68867,121,0.28463,69,-0.6504,101,-0.0230
ENSG00000001561,ENPP4,87,0.99249,28,-0.7942,22,-1.1754,23,-1.1079,29,-0.7598,58,0.35261,55,0.26924,51,0.14457
ENSG00000112796,ENPP5,6,-2.6371,21,-0.7914,10,-1.8613,24,-0.5951,32,-0.1543,41,0.24570,48,0.56774,51,0.74654
ENSG00000172348,RCAN2,68,-1.9821,163,-0.6778,157,-0.7363,99,-1.4240,257,0.02484,281,0.18318,274,0.13833,394,0.93411
ENSG00000153291,SLC25A27,41,0.34872,12,-1.4998,15,-1.1898,12,-1.5034,26,-0.3477,53,0.89646,30,-0.1558,40,0.40047
ENSG00000069122,ADGRF5,19,-1.0464,34,-0.1587,28,-0.4765,32,-0.2252,176,2.78791,28,-0.4875,3,-3.8875,34,-0.1977
ENSG00000146072,TNFRSF21,17,-1.5239,29,-0.7130,39,-0.3007,20,-1.2453,82,0.91252,56,0.30409,42,-0.1891,60,0.48264
ENSG00000146085,MMUT,25,-1.1349,48,-0.1847,37,-0.5965,49,-0.1399,75,0.53586,66,0.35629,65,0.32024,50,-0.1326
ENSG00000170915,PAQR8,154,1.14895,37,-1.1189,95,0.35130,204,1.65362,102,0.46042,28,-1.6214,45,-0.8551,59,-0.4701
ENSG00000096092,TMEM14A,42,-1.4219,68,-0.7130,68,-0.7048,41,-1.4718,99,-0.1362,115,0.11565,163,0.74990,140,0.52325
ENSG00000170899,GSTA4,17,-1.7235,13,-2.1396,31,-0.8910,31,-0.8867,57,0.05421,63,0.23605,73,0.49249,80,0.77316
ENSG00000112146,FBXO9,89,-0.6054,186,0.54698,83,-0.7191,53,-1.3917,100,-0.4292,179,0.54364,124,-0.1020,156,0.32466
ENSG00000012660,ELOVL5,51,0.58941,18,-0.9956,21,-0.7449,105,1.85936,78,1.31522,18,-1.0637,31,-0.1800,16,-1.3629
ENSG00000001084,GCLC,79,1.46395,21,-0.6289,15,-1.1225,28,-0.2319,13,-1.3413,30,-0.1402,24,-0.5344,42,0.51396
ENSG00000146151,HMGCLL1,2,-3.0408,17,-0.2735,11,-0.9696,7,-1.4930,5,-2.1716,38,1.13588,39,1.20097,17,-0.3844
ENSG00000151914,DST,5419,2.54416,1385,0.09660,312,-2.1577,1549,0.27413,510,-1.4287,1771,0.55043,570,-1.3466,593,-1.3766
ENSG00000151917,BEND6,90,-0.1669,153,0.67693,89,-0.1886,36,-1.5522,134,0.45813,122,0.34291,90,-0.1864,93,-0.1467
ENSG00000168116,KIAA1586,32,0.33769,30,0.19047,10,-1.4386,21,-0.3144,16,-0.7790,57,1.50925,14,-0.9687,20,-0.4460
ENSG00000112200,ZNF451,105,0.89211,56,-0.1115,27,-1.1988,20,-1.6300,121,1.13503,68,0.21156,45,-0.5013,56,-0.1328
ENSG00000272316,AL021368.2,88,2.64836,4,-2.2391,8,-1.3237,10,-0.9642,25,0.38502,27,0.53802,5,-2.2119,13,-0.7443
ENSG00000112232,KHDRBS2,21,0.08514,22,0.10151,4,-2.3585,20,-0.0048,13,-0.6792,28,0.59129,11,-0.9301,28,0.64360
ENSG00000118482,PHF3,542,1.87670,188,0.06871,82,-1.2057,170,-0.0941,105,-0.8288,280,0.80483,74,-1.4400,122,-0.7025
ENSG00000230910,AL391807.1,37,-0.4048,29,-0.7535,33,-0.5785,27,-0.8644,52,0.10787,86,1.06891,19,-1.5096,64,0.55823
ENSG00000135298,ADGRB3,50,-0.9969,79,-0.3011,56,-0.8306,64,-0.6167,81,-0.2680,202,1.43831,73,-0.4563,90,-0.1241
ENSG00000168216,LMBRD1,68,-0.4608,57,-0.7317,62,-0.5977,114,0.33627,115,0.34499,121,0.48666,84,-0.1651,93,0.02095
ENSG00000082269,FAM135A,44,0.71010,27,-0.0856,7,-2.1130,30,0.11327,34,0.27194,42,0.70712,11,-1.4549,30,0.13875
ENSG00000154079,SDHAF4,6,-2.1196,18,-0.5950,9,-1.5903,9,-1.5135,14,-0.9108,18,-0.6184,49,1.12738,42,0.98272
ENSG00000112305,SMAP1,71,-0.8144,116,-0.0709,60,-1.0694,90,-0.4670,165,0.48973,154,0.42816,133,0.15490,126,0.08046
ENSG00000112309,B3GAT2,83,1.02355,16,-1.5200,49,0.15732,150,2.10573,26,-0.7948,25,-0.8992,66,0.72829,7,-2.8397
ENSG00000119900,OGFRL1,145,0.09723,109,-0.3470,121,-0.1884,257,1.03904,112,-0.3004,134,-0.0212,140,0.04813,113,-0.3382
ENSG00000079841,RIMS1,106,-0.6997,471,1.75785,96,-0.8415,122,-0.4823,164,-0.0283,184,0.17164,182,0.15656,103,-0.8675
ENSG00000185760,KCNQ5,11,-3.1409,97,0.07420,42,-1.1762,26,-1.8769,76,-0.2928,169,1.13082,79,-0.2513,119,0.51150
ENSG00000156508,EEF1A1,3468,1.10565,1743,-0.0209,2698,0.68251,2184,0.33782,2405,0.49397,789,-1.3140,1562,-0.2103,1331,-0.5217
ENSG00000119899,SLC17A5,17,-0.3115,7,-1.6529,7,-1.6532,14,-0.6402,24,0.18090,27,0.44613,11,-0.9875,36,1.12679
ENSG00000112695,COX7A2,138,-1.3076,355,0.13901,391,0.29520,186,-0.8575,263,-0.3302,160,-1.1617,586,1.10450,358,0.18811
ENSG00000112697,TMEM30A,85,-1.0651,120,-0.5412,149,-0.2009,95,-0.8887,183,0.11989,194,0.23551,180,0.09763,220,0.51535
ENSG00000118407,FILIP1,40,-0.3706,45,-0.1999,3,-3.9806,12,-2.1285,27,-0.9836,98,1.22346,144,2.11852,1,-5.4117
ENSG00000112701,SENP6,283,1.13615,274,1.07603,67,-1.1408,147,0.06013,78,-0.9125,221,0.81312,65,-1.2648,92,-0.7697
ENSG00000196586,MYO6,615,2.50926,55,-1.5113,96,-0.6865,255,0.85836,254,0.85035,144,-0.0695,42,-2.0109,51,-1.8449
ENSG00000146247,PHIP,517,1.72452,126,-0.6019,115,-0.7358,167,-0.1740,230,0.33597,231,0.38084,98,-1.0558,140,-0.5179
ENSG00000118418,HMGN3,79,-0.0202,60,-0.4351,91,0.21884,132,0.82080,117,0.61217,64,-0.3772,66,-0.3100,72,-0.1882
ENSG00000135338,LCA5,68,1.81860,21,-0.1299,11,-1.1629,34,0.61952,18,-0.3653,19,-0.3036,12,-0.9961,20,-0.2207
ENSG00000198478,SH3BGRL2,12,-2.1744,59,0.15036,36,-0.6034,22,-1.3727,25,-1.1864,52,-0.0482,68,0.39821,84,0.93456
ENSG00000118402,ELOVL4,17,-1.9225,38,-0.7726,63,-0.0059,15,-2.1191,56,-0.1903,90,0.62922,76,0.33699,78,0.43610
ENSG00000005700,IBTK,143,1.29964,84,0.41933,29,-1.2060,32,-1.0599,45,-0.5693,83,0.44249,39,-0.8285,66,0.04873
ENSG00000083097,DOP1A,44,-0.1247,20,-1.2999,16,-1.5846,35,-0.4783,88,0.99035,81,0.98410,26,-0.9786,51,0.13660
ENSG00000013375,PGM3,43,0.82534,9,-1.4829,5,-2.4237,54,1.20377,28,0.16916,29,0.22059,22,-0.2795,22,-0.2683
ENSG00000013392,RWDD2A,6,-1.8086,15,-0.5980,16,-0.4472,3,-2.8489,9,-1.2774,26,0.26473,25,0.19950,38,1.15733
ENSG00000065833,ME1,18,-1.3050,20,-1.1383,33,-0.4089,51,0.29083,43,0.02732,54,0.41372,44,0.04837,50,0.32211
ENSG00000065609,SNAP91,26,-3.1217,177,-0.3127,146,-0.6100,92,-1.3087,142,-0.6514,235,0.14540,363,0.95153,273,0.46486
ENSG00000135324,MRAP2,8,-2.2244,24,-0.6709,5,-3.0420,15,-1.4350,21,-0.9248,52,0.55945,105,2.06790,23,-0.8725
ENSG00000135315,CEP162,100,1.75838,35,0.00511,16,-1.1525,29,-0.2961,76,1.26333,47,0.51981,19,-0.9594,11,-1.9840
ENSG00000135317,SNX14,44,-0.3865,18,-1.6724,33,-0.8051,22,-1.4439,81,0.57335,84,0.72799,47,-0.3067,72,0.48615
ENSG00000135316,SYNCRIP,146,0.57113,152,0.63477,56,-0.9091,97,-0.0747,145,0.55721,111,0.14316,72,-0.5811,88,-0.2845
ENSG00000203875,SNHG5,159,2.18028,29,-0.7004,50,0.15965,25,-0.8888,69,0.68286,41,-0.1631,39,-0.2619,17,-1.6772
ENSG00000188994,ZNF292,487,1.46076,228,0.19025,64,-1.7335,140,-0.5643,297,0.61351,326,0.87381,69,-1.7323,141,-0.6594
ENSG00000111850,SMIM8,14,-1.0109,14,-0.9493,38,0.56916,8,-1.8293,34,0.36364,28,0.04640,33,0.37126,31,0.26966
ENSG00000164414,SLC35A1,6,-2.1559,5,-2.3723,9,-1.6111,17,-0.7367,56,1.15330,40,0.69392,23,-0.2681,36,0.54401
ENSG00000135336,ORC3,25,-0.1247,18,-0.6284,18,-0.6028,23,-0.3062,52,1.01651,41,0.71973,20,-0.5577,24,-0.2426
ENSG00000135334,AKIRIN2,23,-1.5409,60,-0.0969,33,-0.9961,34,-0.9475,63,-0.0123,66,0.08033,78,0.36713,87,0.63106
ENSG00000118432,CNR1,1,-6.2114,42,-0.8440,58,-0.3610,66,-0.1781,117,0.74533,37,-1.1006,43,-0.8863,146,1.55561
ENSG00000111880,RNGTT,21,-0.3020,16,-0.7286,10,-1.4426,13,-1.0356,35,0.47545,28,0.14585,28,0.13587,34,0.56936
ENSG00000146278,PNRC1,107,0.19899,96,0.03214,54,-0.8385,154,0.79487,73,-0.3845,143,0.76089,73,-0.4182,70,-0.5311
ENSG00000198833,UBE2J1,20,-0.5967,29,-0.0249,30,0.02555,23,-0.3539,26,-0.2065,32,0.13028,36,0.36710,30,0.01911
ENSG00000025039,RRAGD,34,-0.1848,26,-0.5799,46,0.26382,34,-0.2106,13,-1.6668,29,-0.4877,40,0.06554,57,0.82728
ENSG00000135299,ANKRD6,9,-1.9701,14,-1.2852,26,-0.3218,43,0.43068,42,0.40881,38,0.27477,50,0.78339,27,-0.3632
ENSG00000083099,LYRM2,94,0.21851,55,-0.6047,71,-0.2227,82,-0.0063,82,-0.0001,102,0.38433,101,0.36816,65,-0.4408
ENSG00000112159,MDN1,155,0.99028,88,0.07199,22,-2.0179,64,-0.4310,62,-0.4741,169,1.32506,47,-0.9570,62,-0.5443
ENSG00000118412,CASP8AP2,202,1.38590,105,0.29210,25,-1.9054,46,-0.9971,79,-0.1523,157,1.09087,38,-1.3487,68,-0.4748
ENSG00000135341,MAP3K7,43,0.14607,23,-0.8363,9,-2.2293,34,-0.2193,25,-0.7162,57,0.67088,34,-0.2517,52,0.56939
ENSG00000172461,FUT9,104,-0.5368,113,-0.4099,79,-0.9551,135,-0.1338,87,-0.7973,284,1.25121,168,0.24384,112,-0.4886
ENSG00000014123,UFL1,159,1.52433,41,-0.6745,37,-0.8233,95,0.64113,51,-0.3307,84,0.48297,41,-0.7429,44,-0.6705
ENSG00000123545,NDUFAF4,15,-2.1538,55,-0.2320,33,-0.9991,34,-0.9444,52,-0.2963,64,0.02133,98,0.78380,83,0.53534
ENSG00000186231,KLHL32,48,1.58012,7,-1.4066,13,-0.5612,3,-2.4382,13,-0.5389,16,-0.2478,16,-0.2791,25,0.58971
ENSG00000184486,POU3F2,55,0.77076,36,0.07734,18,-0.9390,105,1.89656,8,-2.2102,15,-1.3382,27,-0.3989,35,0.04405
ENSG00000146267,FAXC,14,-2.2322,52,-0.2936,30,-1.1378,16,-2.0262,40,-0.7003,70,0.20204,96,0.76886,90,0.73154
ENSG00000132424,PNISR,904,1.39381,121,-1.7719,118,-1.8081,342,-0.2073,1055,1.67471,660,0.97189,87,-2.3685,217,-1.0463
ENSG00000112237,CCNC,27,-0.7098,8,-2.4452,19,-1.2584,32,-0.4865,48,0.13729,46,0.10313,63,0.66048,57,0.53357
ENSG00000112249,ASCC3,50,1.12264,21,-0.2691,9,-1.4514,13,-0.9684,37,0.60377,44,1.04134,12,-1.1975,19,-0.4619
ENSG00000164418,GRIK2,11,-2.2874,21,-1.3507,30,-0.8116,27,-0.9797,99,1.08030,102,1.30888,19,-1.5981,61,0.35888
ENSG00000085382,HACE1,10,-1.4202,25,-0.0269,16,-0.7597,8,-1.6497,26,0.00774,35,0.51496,24,-0.1166,36,0.65604
ENSG00000085377,PREP,7,-1.7985,2,-3.7158,14,-0.7627,18,-0.4625,17,-0.5440,19,-0.4154,23,-0.0476,49,1.60631
ENSG00000057663,ATG5,6,-1.8418,22,-0.0214,14,-0.6964,0,-4.9675,10,-1.2122,21,-0.0701,40,1.07399,30,0.64710
ENSG00000272398,CD24,5,-2.4819,24,-0.2483,30,0.10125,21,-0.4737,49,0.88484,29,0.08527,23,-0.3096,34,0.39592
ENSG00000130349,MTRES1,43,0.68080,19,-0.5965,16,-0.8647,29,0.02388,30,0.08856,26,-0.1003,32,0.24889,28,-0.0266
ENSG00000112320,SOBP,124,-0.7109,260,0.44331,196,-0.0083,189,-0.0650,131,-0.6302,245,0.38499,186,-0.0961,200,0.03329
ENSG00000025796,SEC63,205,0.52270,172,0.24203,91,-0.7356,181,0.32687,83,-0.8763,193,0.48134,121,-0.3329,136,-0.1516
