Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000178988,MRFAP1L1,113,-0.2421,151,0.25259,141,0.10831,140,0.10898,128,-0.0435,126,-0.0663,113,-0.2666
ENSG00000186222,BLOC1S4,11,-0.6357,13,-0.4266,22,0.41323,18,0.04130,9,-0.9649,27,0.74864,20,0.27093
ENSG00000170871,KIAA0232,140,0.38409,116,0.08500,97,-0.2107,128,0.26283,57,-1.0355,90,-0.3261,118,0.11094
ENSG00000132405,TBC1D14,49,0.33280,37,-0.1504,46,0.21043,35,-0.2173,25,-0.7469,44,0.13832,46,0.26862
ENSG00000287104,AC097382.3,18,1.37468,7,-0.1208,4,-0.7791,8,0.09260,4,-1.0010,5,-0.6981,8,0.01276
ENSG00000173011,TADA2B,18,-0.3945,24,0.01254,30,0.39203,25,0.12037,15,-0.6670,18,-0.4392,28,0.32586
ENSG00000109519,GRPEL1,47,-0.2537,75,0.57182,64,0.24329,46,-0.3283,47,-0.2353,43,-0.3749,54,-0.0328
ENSG00000184985,SORCS2,54,1.44472,18,-0.3787,7,-1.7067,5,-2.4505,20,-0.2321,35,0.70543,33,0.70856
ENSG00000196526,AFAP1,9,-1.1020,24,0.51255,18,0.04358,19,0.10092,15,-0.2820,12,-0.5627,20,0.17426
ENSG00000163995,ABLIM2,15,-1.6974,49,0.09137,42,-0.1608,50,0.12162,61,0.43009,23,-1.1006,64,0.58583
ENSG00000251615,AC104825.1,13,0.19484,9,-0.5040,14,0.27053,15,0.44382,1,-2.7655,16,0.51315,12,0.10943
ENSG00000071127,WDR1,62,-0.0381,61,-0.0660,76,0.28838,51,-0.3683,100,0.74969,72,0.19356,50,-0.4172
ENSG00000178163,ZNF518B,18,-0.2017,18,-0.2401,15,-0.4919,30,0.70808,29,0.55900,15,-0.5061,16,-0.3838
ENSG00000002587,HS3ST1,2,-2.5951,15,0.36481,11,-0.1581,14,0.25150,10,-0.2929,13,0.15123,13,0.21997
ENSG00000157869,RAB28,37,0.38436,24,-0.3449,42,0.56510,27,-0.1626,34,0.21601,27,-0.1220,26,-0.2055
ENSG00000038219,BOD1L1,299,0.84129,129,-0.5790,110,-0.7606,266,0.75009,113,-0.7254,251,0.54539,117,-0.7353
ENSG00000137449,CPEB2,107,1.41963,35,-0.4617,45,-0.0614,41,-0.2242,26,-0.9006,32,-0.5831,51,0.16978
ENSG00000048342,CC2D2A,17,0.11810,9,-0.8063,11,-0.5524,8,-1.0114,24,0.69896,27,0.90232,20,0.50428
ENSG00000118564,FBXL5,162,0.73484,119,0.25068,79,-0.4360,101,-0.0372,99,-0.0684,77,-0.4707,90,-0.2585
ENSG00000237765,FAM200B,139,0.42749,84,-0.4198,132,0.34122,99,-0.1418,103,-0.0588,119,0.17390,105,-0.0304
ENSG00000169762,TAPT1,74,0.73100,42,-0.1886,45,-0.0632,46,-0.0313,37,-0.3919,51,0.12199,44,-0.1317
ENSG00000169744,LDB2,8,-3.7945,149,0.66376,102,-0.0552,136,0.47917,120,0.21163,38,-1.5537,107,0.02564
ENSG00000151552,QDPR,1868,2.50708,318,-0.7151,551,0.21630,300,-0.8121,123,-2.0812,377,-0.3885,332,-0.6437
ENSG00000002549,LAP3,81,0.85254,33,-0.6294,40,-0.2990,39,-0.3536,55,0.19893,77,0.76264,42,-0.2312
ENSG00000118579,MED28,65,0.33044,44,-0.3468,57,0.10013,52,-0.0344,51,-0.0601,60,0.19766,54,0.01048
ENSG00000047662,FAM184B,20,1.40021,7,-0.2786,6,-0.4035,3,-1.4098,10,0.17961,14,0.76566,7,-0.3059
ENSG00000163257,DCAF16,40,1.11257,17,-0.2670,15,-0.5044,24,0.30029,15,-0.5117,17,-0.2880,17,-0.2820
ENSG00000178177,LCORL,33,1.54223,8,-0.7544,14,0.09768,9,-0.6569,18,0.50568,15,0.25213,8,-0.7399
ENSG00000145147,SLIT2,5,-2.1451,42,1.12132,9,-1.4440,16,-0.6920,27,0.17568,19,-0.3796,31,0.48944
ENSG00000163138,PACRGL,13,-0.5712,21,0.21815,19,0.03023,21,0.17632,22,0.26370,10,-0.8772,19,0.07296
ENSG00000185774,KCNIP4,2,-5.2444,177,1.18799,91,-0.1071,109,0.20677,129,0.45921,38,-1.4609,71,-0.5546
ENSG00000152990,ADGRA3,29,0.27286,6,-2.1500,16,-0.5951,14,-0.9424,28,0.25046,77,2.04554,26,0.11873
ENSG00000109819,PPARGC1A,3,-3.0386,34,0.78723,18,-0.3108,18,-0.3925,24,0.13491,19,-0.2590,28,0.41017
ENSG00000109606,DHX15,76,0.11768,79,0.20125,84,0.27908,69,-0.0373,68,-0.0638,81,0.21118,51,-0.5667
ENSG00000181982,CCDC149,9,-1.1331,20,0.04971,17,-0.1708,20,0.04254,15,-0.3509,20,0.03910,26,0.55782
ENSG00000153012,LGI2,1,-3.3882,40,1.72466,4,-2.0241,8,-1.3315,24,0.49963,11,-0.6872,19,0.17234
ENSG00000053900,ANAPC4,35,0.48529,36,0.59843,17,-0.6371,19,-0.4992,24,-0.1009,17,-0.6250,28,0.11246
ENSG00000091490,SEL1L3,7,-1.0448,11,-0.3205,14,0.03960,17,0.38991,12,-0.2059,13,-0.0797,17,0.41388
ENSG00000250317,SMIM20,26,-0.7596,40,-0.1265,30,-0.5708,29,-0.6734,67,0.73433,56,0.41466,56,0.50568
ENSG00000168214,RBPJ,273,1.92341,56,-0.8454,88,-0.0659,80,-0.2486,66,-0.5103,81,-0.1927,69,-0.4957
ENSG00000109680,TBC1D19,6,-0.2470,9,0.62837,6,-0.1198,9,0.49700,4,-0.5908,5,-0.3168,4,-0.7236
ENSG00000109689,STIM2,33,0.04059,20,-0.8006,27,-0.3039,33,0.04016,43,0.43034,38,0.26173,39,0.31389
ENSG00000169851,PCDH7,41,-2.0400,188,0.31509,148,-0.1055,216,0.58377,127,-0.3420,141,-0.1832,159,0.00505
ENSG00000047365,ARAP2,261,2.04505,40,-1.2002,78,-0.0851,74,-0.1980,50,-0.7886,97,0.25213,56,-0.6619
ENSG00000174145,NWD2,0,-6.0070,27,0.83561,18,0.07104,17,-0.0283,20,0.25413,6,-1.5215,20,0.28995
ENSG00000181826,RELL1,20,0.78757,5,-1.4556,7,-0.7913,3,-2.0816,22,0.92824,37,1.89324,10,-0.2596
ENSG00000065882,TBC1D1,15,-0.6434,18,-0.4052,27,0.23775,31,0.51713,28,0.31640,19,-0.3290,22,-0.0672
ENSG00000109787,KLF3,73,1.67746,13,-1.2095,28,0.05266,16,-0.9223,38,0.52849,30,0.16329,23,-0.2715
ENSG00000197712,FAM114A1,47,3.12149,2,-2.2005,12,0.41014,3,-1.6297,5,-0.7647,5,-0.7730,6,-0.7300
ENSG00000109790,KLHL5,96,1.26947,30,-0.6868,48,0.08449,44,-0.0413,30,-0.6143,39,-0.2419,45,-0.0009
ENSG00000157796,WDR19,18,-0.2232,18,-0.1720,23,0.15909,20,-0.0309,11,-0.9742,29,0.55861,24,0.25973
ENSG00000035928,RFC1,313,2.01200,47,-1.2564,74,-0.4902,121,0.34145,70,-0.5744,125,0.34469,44,-1.3581
ENSG00000163682,RPL9,923,-0.6034,1311,-0.0584,1543,0.21130,1009,-0.5128,1843,0.50395,1259,-0.1164,1666,0.38494
ENSG00000121897,LIAS,21,0.15221,21,0.16448,17,-0.1948,18,-0.1010,17,-0.1312,18,-0.0712,19,0.05317
ENSG00000109814,UGDH,13,0.10712,7,-0.8741,11,-0.1831,11,-0.2631,19,0.65742,13,0.03394,16,0.49318
ENSG00000163683,SMIM14,157,0.69402,108,0.08306,63,-0.7548,93,-0.1742,91,-0.1837,121,0.26021,97,-0.1053
ENSG00000078140,UBE2K,67,-0.9768,135,0.13130,140,0.18078,152,0.36239,102,-0.3312,114,-0.1550,128,0.04144
ENSG00000121892,PDS5A,81,0.77932,38,-0.4695,63,0.35029,66,0.51635,26,-1.0255,33,-0.6519,46,-0.1716
ENSG00000163697,APBB2,206,2.28462,42,-0.5581,44,-0.4514,29,-1.1733,56,-0.0567,49,-0.2617,43,-0.5325
ENSG00000154277,UCHL1,217,-3.0476,2610,0.89674,1983,0.30479,2119,0.47513,919,-0.9075,908,-0.9258,1474,-0.1938
ENSG00000064042,LIMCH1,614,2.03771,110,-0.9799,148,-0.4441,208,0.11158,127,-0.6727,175,-0.1794,128,-0.7228
ENSG00000109133,TMEM33,109,0.19321,101,0.08583,101,0.06740,103,0.12070,69,-0.5260,100,0.05400,89,-0.1437
ENSG00000014824,SLC30A9,84,-0.8070,156,0.17739,149,0.08345,176,0.39567,126,-0.1867,115,-0.3358,140,-0.0252
ENSG00000124406,ATP8A1,345,1.15618,129,-0.5156,233,0.47785,178,0.04532,91,-1.0034,141,-0.3251,156,-0.1912
ENSG00000183783,KCTD8,10,-1.4418,22,-0.3309,34,0.39571,34,0.47436,15,-0.8522,30,0.20363,32,0.32247
ENSG00000151806,GUF1,30,0.04330,21,-0.5341,39,0.47234,31,0.11093,24,-0.2901,25,-0.2534,34,0.29984
ENSG00000163281,GNPDA2,12,-1.2417,35,0.44503,19,-0.5295,30,0.15334,29,0.10674,30,0.13020,27,-0.0280
ENSG00000163285,GABRG1,63,-0.4116,50,-0.8420,60,-0.5015,63,-0.4622,42,-1.0482,164,1.16269,133,0.93873
ENSG00000260878,AC104072.1,7,-2.8930,53,0.16066,45,-0.1137,39,-0.3833,66,0.50299,87,0.98015,47,-0.0266
ENSG00000151834,GABRA2,27,-2.0454,78,-0.5139,60,-0.8681,99,-0.1203,118,0.17844,243,1.42838,126,0.32538
ENSG00000109158,GABRA4,6,-3.4950,89,0.41467,42,-0.8216,96,0.57311,103,0.61868,34,-1.1424,77,0.14337
ENSG00000163288,GABRB1,28,-0.2630,20,-0.8702,15,-1.1537,33,0.01878,50,0.67619,81,1.54706,24,-0.5092
ENSG00000260918,AC107398.3,47,-1.2732,86,-0.3866,107,0.00658,130,0.36182,132,0.33664,135,0.37937,108,0.02365
ENSG00000169019,COMMD8,16,-0.8735,37,0.52391,29,0.06977,29,0.03286,44,0.72022,20,-0.5288,20,-0.5707
ENSG00000259959,AC107068.1,6,-0.5485,10,0.37219,6,-0.4479,9,0.14578,9,0.10062,7,-0.2372,8,0.00315
ENSG00000170448,NFXL1,20,0.62038,12,-0.1065,10,-0.3764,14,0.07221,10,-0.3650,16,0.26290,12,-0.1716
ENSG00000109171,SLAIN2,24,-0.1236,28,0.08965,29,0.16543,29,0.17100,23,-0.1828,25,-0.0412,24,-0.1849
ENSG00000145248,SLC10A4,0,-8.7962,10,-0.1916,6,-0.8624,17,0.84145,23,1.21325,13,0.25436,7,-0.7256
ENSG00000075539,FRYL,224,2.66585,22,-1.4673,56,0.06042,44,-0.3544,25,-1.1536,41,-0.4240,30,-0.9854
ENSG00000109180,OCIAD1,216,-0.8684,457,0.36089,376,4.91362,501,0.53789,355,-0.0942,290,-0.4123,305,-0.3713
ENSG00000145247,OCIAD2,8,-3.3131,87,0.27317,104,0.54530,71,-0.0863,93,0.35949,78,0.06774,74,-0.0205
ENSG00000109184,DCUN1D4,45,-0.2841,76,0.63268,56,0.06184,49,-0.1700,39,-0.5303,40,-0.4568,55,0.04458
ENSG00000163069,SGCB,154,1.21053,56,-0.4983,100,0.46013,61,-0.3551,51,-0.6172,65,-0.2429,74,-0.0396
ENSG00000109189,USP46,68,-0.7622,116,0.07685,114,0.04591,106,-0.0813,116,0.06758,138,0.35180,115,0.06540
ENSG00000226950,DANCR,41,-0.3186,47,-0.0867,48,-0.0734,35,-0.5848,97,1.12033,41,-0.3051,53,0.10757
ENSG00000184178,SCFD2,9,-0.9564,19,0.18084,18,0.12483,23,0.58108,11,-0.5925,19,0.15571,14,-0.3288
ENSG00000145216,FIP1L1,57,0.27063,42,-0.2605,48,-0.0158,61,0.43302,53,0.14440,47,-0.0580,37,-0.4802
ENSG00000072201,LNX1,3,-4.0395,72,0.42902,51,-0.1623,89,0.85193,76,0.45909,33,-0.8501,42,-0.5063
ENSG00000109220,CHIC2,9,0.44731,7,0.01382,3,-1.2461,9,0.34067,8,0.24007,8,0.14648,5,-0.4338
ENSG00000134853,PDGFRA,57,1.31124,8,-1.9301,25,-0.0928,12,-1.2613,32,0.31256,45,0.90665,31,0.33598
ENSG00000157404,KIT,5,-1.5137,13,-0.2747,7,-1.2007,10,-0.6003,43,1.82490,24,0.75727,12,-0.3598
ENSG00000128039,SRD5A3,39,0.68631,24,-0.0946,35,0.53239,26,0.06305,25,0.00764,18,-0.4904,18,-0.6272
ENSG00000134851,TMEM165,337,2.84728,45,-0.8893,53,-0.5494,46,-0.8432,35,-1.1720,59,-0.3910,45,-0.8910
ENSG00000134852,CLOCK,43,-0.6730,48,-0.5387,80,0.32711,79,0.33316,62,-0.0809,84,0.40723,67,0.02417
ENSG00000090989,EXOC1,96,0.47831,69,-0.0506,53,-0.4530,100,0.64773,44,-0.7332,67,-0.1071,56,-0.4048
ENSG00000174799,CEP135,18,1.08535,3,-1.5686,5,-0.8854,11,0.26506,6,-0.5562,16,0.86474,9,0.04635
ENSG00000157426,AASDH,23,0.62238,13,-0.2911,11,-0.4488,12,-0.4388,12,-0.3682,28,0.94891,15,-0.0233
ENSG00000128059,PPAT,18,-0.1291,14,-0.6249,13,-0.6825,23,0.25933,21,0.07622,30,0.66462,21,0.16227
ENSG00000128050,PAICS,55,0.22783,39,-0.3452,38,-0.3613,41,-0.2958,63,0.43006,59,0.33984,52,0.15826
ENSG00000174780,SRP72,126,0.22441,113,0.05472,95,-0.2189,128,0.28025,108,-0.0141,120,0.14329,82,-0.4967
ENSG00000171476,HOPX,10,-5.3835,512,0.49485,255,-0.6787,326,-0.3284,1235,2.04114,181,-1.2007,287,-0.5486
ENSG00000084093,REST,86,3.14353,1,-3.5524,7,-1.2984,7,-1.5052,15,-0.1861,24,0.57024,11,-0.7557
ENSG00000084092,NOA1,12,-0.4369,16,-0.0314,27,0.84411,11,-0.6718,17,0.12248,13,-0.2763,19,0.28715
ENSG00000047315,POLR2B,69,-0.3121,105,0.40961,111,0.44812,94,0.19511,42,-1.0660,66,-0.3762,78,-0.1377
ENSG00000163453,IGFBP7,75,-0.5460,29,-2.0829,98,-0.1233,53,-1.1644,278,1.66893,249,1.45875,98,-0.1333
ENSG00000150471,ADGRL3,43,-1.1034,76,-0.2584,83,-0.0865,126,0.67898,68,-0.4095,102,0.23303,90,0.04197
ENSG00000145242,EPHA5,4,-3.7760,32,-0.8336,93,0.95845,96,1.21038,16,-1.8045,79,0.68295,37,-0.5871
ENSG00000145241,CENPC,92,1.71731,25,-0.5543,27,-0.3766,35,0.04047,19,-0.8695,50,0.62567,17,-1.1715
ENSG00000033178,UBA6,67,1.13240,26,-0.4495,32,-0.0929,32,-0.1348,35,0.05048,30,-0.1783,30,-0.2174
ENSG00000248049,UBA6-AS1,16,0.63110,9,-0.3811,20,1.00336,14,0.49057,7,-0.6676,5,-0.9961,7,-0.7185
ENSG00000083896,YTHDC1,266,1.33095,84,-0.6271,95,-0.3775,120,-0.0259,83,-0.5962,189,0.73096,86,-0.5935
ENSG00000132467,UTP3,42,-0.1410,45,-0.0477,54,0.27469,62,0.54616,41,-0.1773,45,-0.0204,32,-0.6237
ENSG00000018189,RUFY3,395,0.21726,402,0.28128,282,-0.3223,479,0.61965,214,-0.7442,284,-0.3113,257,-0.5130
ENSG00000132463,GRSF1,98,-0.5455,173,0.40828,142,0.03203,151,0.15402,138,-0.0168,105,-0.4471,129,-0.1280
ENSG00000173542,MOB1B,30,-0.1537,25,-0.5289,25,-0.4664,37,0.19193,60,0.96393,44,0.42802,26,-0.4272
ENSG00000156136,DCK,23,-1.0530,57,0.38669,45,-0.0259,63,0.60051,40,-0.2072,29,-0.7324,41,-0.1964
ENSG00000080493,SLC4A4,62,-0.7395,34,-1.7376,44,-1.2493,59,-0.8806,135,0.49338,253,1.61037,157,0.87983
ENSG00000163626,COX18,20,0.39398,14,-0.1873,12,-0.3402,18,0.32008,15,-0.0452,11,-0.5183,16,0.04301
ENSG00000132466,ANKRD17,137,0.21237,97,-0.3828,103,-0.2439,173,0.69092,97,-0.3340,132,0.15328,97,-0.3840
ENSG00000163738,MTHFD2L,28,0.75967,13,-0.4489,11,-0.7607,10,-0.9558,26,0.64648,30,0.89732,17,-0.0775
ENSG00000169116,PARM1,4,-3.5408,100,1.51822,13,-1.8868,22,-1.2526,53,0.17543,28,-0.8262,66,0.62795
ENSG00000163743,RCHY1,40,-0.3379,51,0.07474,56,0.19599,43,-0.2374,41,-0.2818,49,-0.0271,60,0.34372
ENSG00000174796,THAP6,11,0.63146,4,-1.0852,4,-0.7938,8,0.20481,12,0.83936,13,0.88060,4,-0.7660
ENSG00000138769,CDKL2,29,-0.7754,50,0.06444,49,0.02104,83,1.06163,28,-0.8463,27,-0.8897,41,-0.2590
ENSG00000138757,G3BP2,123,-1.3558,383,0.48241,281,-0.0833,398,0.55598,191,-0.6832,184,-0.7404,309,0.07788
ENSG00000138768,USO1,104,0.25528,101,0.23055,65,-0.4812,118,0.53688,65,-0.4818,97,0.14408,59,-0.7025
ENSG00000138744,NAAA,9,-0.6959,17,0.29414,11,-0.4400,17,0.29640,21,0.55743,8,-0.9394,14,-0.0428
ENSG00000198301,SDAD1,47,-0.0967,42,-0.3102,40,-0.3494,88,1.08603,41,-0.3256,51,0.01418,32,-0.7574
ENSG00000156219,ART3,9,0.17757,5,-0.7561,6,-0.5359,16,1.28498,17,1.14511,4,-0.9557,2,-2.0153
ENSG00000138750,NUP54,33,0.94060,16,-0.2219,15,-0.3431,15,-0.3511,24,0.40987,17,-0.1081,17,-0.1757
ENSG00000138760,SCARB2,515,1.93317,122,-0.5977,120,-0.5678,148,-0.2712,123,-0.5317,168,-0.0453,130,-0.4980
ENSG00000189157,FAM47E,9,-0.9626,18,0.11036,12,-0.5721,13,-0.4502,31,0.93285,13,-0.4002,22,0.46597
ENSG00000118804,STBD1,2,-1.8555,12,0.97557,4,-0.8863,5,-0.4867,18,1.48494,4,-0.6976,5,-0.7273
ENSG00000138771,SHROOM3,4,-1.1669,10,0.01359,4,-1.1523,8,-0.2892,21,1.26071,12,0.34137,10,0.00207
ENSG00000186212,SOWAHB,0,-3.7758,19,1.14729,5,-1.2091,12,0.22368,5,-0.9484,7,-0.5426,13,0.32457
ENSG00000138758,SEPTIN11,198,-0.2821,153,-0.7445,261,0.16377,377,0.90659,174,-0.4785,246,0.06608,211,-0.2014
ENSG00000118816,CCNI,641,-0.5733,857,-0.1308,873,-0.0890,782,-0.2920,933,0.01750,944,0.03732,1278,0.61613
ENSG00000138764,CCNG2,44,-0.2440,33,-0.7678,81,0.75395,49,-0.0868,60,0.26489,45,-0.1934,59,0.26899
ENSG00000138767,CNOT6L,42,0.61884,16,-0.9368,32,0.14646,29,0.02865,26,-0.1856,37,0.39270,30,0.08611
ENSG00000169288,MRPL1,48,-1.1339,140,0.61255,66,-0.6608,160,0.88576,79,-0.3845,91,-0.1744,63,-0.7998
ENSG00000138759,FRAS1,1,-2.9731,8,-0.3663,24,1.43199,10,-0.0497,12,0.24605,4,-1.3871,12,0.34686
ENSG00000138756,BMP2K,36,0.46340,11,-1.4209,14,-1.0364,14,-1.0280,27,0.00449,69,1.61125,36,0.54637
ENSG00000163291,PAQR3,45,0.32898,34,-0.1356,40,0.16305,43,0.29628,34,-0.1093,34,-0.1115,29,-0.3925
ENSG00000152784,PRDM8,19,-1.3535,90,1.28873,27,-0.8881,32,-0.6493,24,-1.0367,25,-1.0020,67,0.64528
ENSG00000138670,RASGEF1B,30,1.37116,20,0.74794,5,-1.3405,6,-1.2472,15,0.17217,6,-1.1732,12,-0.1343
ENSG00000273156,AC124016.2,11,-1.5755,28,-0.2223,36,0.18238,39,0.37633,27,-0.2635,29,-0.1495,40,0.45208
ENSG00000138668,HNRNPD,148,-0.0109,148,-0.0127,170,0.20508,134,-0.1873,160,0.11402,144,-0.0571,153,0.04191
ENSG00000152795,HNRNPDL,567,0.74929,353,-0.0346,352,-0.0363,374,0.07151,355,-0.0225,222,-0.7568,324,-0.1843
ENSG00000145293,ENOPH1,191,0.47663,170,0.32113,128,-0.1777,135,-0.0952,125,-0.2128,132,-0.1265,121,-0.2963
ENSG00000249242,TMEM150C,22,-1.2319,54,0.19196,50,0.04758,63,0.46189,42,-0.2324,46,-0.0954,47,-0.0645
ENSG00000145284,SCD5,1053,1.10109,368,-0.6853,655,0.29236,504,-0.1476,308,-0.8973,612,0.18090,550,0.00824
ENSG00000138674,SEC31A,71,-0.1517,75,-0.0668,67,-0.2529,94,0.33408,73,-0.1067,86,0.15788,73,-0.1141
ENSG00000251022,THAP9-AS1,26,-0.1271,30,0.13065,27,-0.0485,29,0.01163,28,0.00168,24,-0.2559,30,0.08188
ENSG00000189308,LIN54,23,0.74406,13,-0.2324,11,-0.4380,17,0.26884,14,-0.0588,13,-0.1180,12,-0.2763
ENSG00000138663,COPS4,42,-1.5385,168,0.73124,129,0.19132,121,0.09824,81,-0.5319,121,0.09477,96,-0.3006
ENSG00000163312,HELQ,15,0.39764,10,-0.1804,14,0.29521,10,-0.1800,16,0.48585,16,0.49337,7,-0.8620
ENSG00000163319,MRPS18C,50,-1.2858,168,0.72044,133,0.22873,120,0.07736,149,0.41517,87,-0.4427,78,-0.6657
ENSG00000163624,CDS1,5,-3.3936,108,1.54561,23,-1.2087,31,-0.8500,37,-0.5033,23,-1.1927,72,0.64406
ENSG00000163625,WDFY3,129,0.88033,65,-0.2773,90,0.26913,72,-0.0979,55,-0.4910,58,-0.4188,77,0.01578
ENSG00000180769,WDFY3-AS2,37,0.37639,17,-0.9111,24,-0.2977,16,-0.9578,48,0.80565,47,0.76822,35,0.32052
ENSG00000109339,MAPK10,85,-2.2200,443,0.35886,387,0.09566,403,0.18092,331,-0.1563,355,-0.0440,400,0.16596
ENSG00000163629,PTPN13,84,1.82267,17,-0.9433,19,-0.6722,26,-0.1956,37,0.34920,38,0.42305,15,-1.0945
ENSG00000172493,AFF1,36,0.72438,19,-0.3456,18,-0.3823,16,-0.5688,26,0.19788,29,0.35684,25,0.17503
ENSG00000145332,KLHL8,34,0.14698,29,-0.0663,26,-0.2232,31,0.04506,24,-0.4004,45,0.64221,27,-0.1844
ENSG00000198189,HSD17B11,33,-0.3727,51,0.36123,35,-0.3117,42,0.00066,45,0.11762,39,-0.1275,41,-0.0385
ENSG00000170502,NUDT9,41,-0.4580,64,0.28459,47,-0.2338,65,0.30867,38,-0.5599,61,0.18414,51,-0.1220
ENSG00000152583,SPARCL1,2713,-0.7039,2658,-0.8060,2645,-0.7430,6255,0.73877,3987,-0.1016,8854,1.24417,3234,-0.4776
ENSG00000118785,SPP1,2117,4.59547,73,-2.2401,211,-0.5006,90,-1.9143,23,-3.7515,126,-1.2899,49,-2.8122
ENSG00000118762,PKD2,49,1.32971,11,-1.1939,17,-0.4069,18,-0.3100,15,-0.6050,43,1.10622,19,-0.2178
ENSG00000118777,ABCG2,20,-0.3022,9,-1.5381,25,0.03016,7,-1.8987,83,2.17506,35,0.58849,24,-0.0356
ENSG00000163644,PPM1K,135,-0.1559,122,-0.3607,129,-0.2336,148,-0.0134,154,0.05392,214,0.58837,161,0.13118
ENSG00000138642,HERC6,11,-1.3413,36,0.48643,27,-0.0660,33,0.33486,29,0.08807,22,-0.3578,25,-0.2121
ENSG00000145337,PYURF,137,0.16935,139,0.21676,110,-0.1797,106,-0.2696,149,0.30670,134,0.13102,107,-0.2529
ENSG00000138641,HERC3,22,-0.4982,30,-0.0328,25,-0.3294,46,0.74323,21,-0.5783,28,-0.1421,30,-0.0576
ENSG00000177432,NAP1L5,40,-2.7486,476,1.33981,124,-1.0541,190,-0.4491,197,-0.3460,183,-0.4654,289,0.30322
ENSG00000138640,FAM13A,15,-1.6185,52,0.26241,29,-0.6454,53,0.32538,67,0.67129,42,-0.0848,41,-0.1454
ENSG00000185477,GPRIN3,13,-0.5946,19,0.02396,25,0.47060,16,-0.2783,12,-0.6828,19,0.06288,24,0.45888
ENSG00000145335,SNCA,116,-2.3972,547,-0.0536,766,0.50144,800,0.66589,271,-1.1336,437,-0.4019,675,0.33350
ENSG00000163104,SMARCAD1,52,1.14104,21,-0.3603,17,-0.6639,29,0.16500,18,-0.5613,26,-0.0084,24,-0.1275
ENSG00000163110,PDLIM5,73,0.59577,10,-2.5847,31,-0.7675,30,-0.8980,92,0.99150,136,1.71983,47,-0.1127
ENSG00000138696,BMPR1B,19,-0.1190,6,-1.8870,7,-1.7167,11,-1.0252,35,0.81111,71,2.17654,21,0.03824
ENSG00000182168,UNC5C,49,1.75097,10,-0.9460,24,0.52239,23,0.47431,2,-2.7404,13,-0.4912,11,-0.7690
ENSG00000271474,AC106881.1,17,1.10726,6,-0.6841,10,0.26603,14,0.86648,1,-2.4572,8,-0.1473,6,-0.7392
ENSG00000138698,RAP1GDS1,199,0.15378,248,0.59295,189,0.06916,179,-0.0234,111,-0.7637,128,-0.5430,165,-0.1673
ENSG00000168785,TSPAN5,146,-0.1330,189,0.31773,188,0.27439,172,0.14372,156,-0.0301,104,-0.6679,137,-0.2666
ENSG00000151247,EIF4E,84,-0.6226,147,0.29446,97,-0.4010,121,-0.0671,117,-0.1052,142,0.20665,138,0.17816
ENSG00000164024,METAP1,21,-0.6252,39,0.39804,23,-0.4927,41,0.49884,30,-0.0675,23,-0.4514,28,-0.1899
ENSG00000197894,ADH5,65,-0.3506,76,-0.1300,105,0.41447,70,-0.2623,106,0.42397,94,0.23699,76,-0.1212
ENSG00000145331,TRMT10A,24,1.89389,9,0.20232,4,-0.9393,8,0.10080,5,-0.7695,4,-1.0033,4,-1.0995
ENSG00000109270,LAMTOR3,35,-1.1716,104,0.60501,54,-0.5219,81,0.14591,97,0.41701,68,-0.1534,63,-0.2979
ENSG00000164031,DNAJB14,76,-0.9644,157,0.19567,138,-0.0238,196,0.62723,124,-0.2024,124,-0.2033,120,-0.2838
ENSG00000164032,H2AFZ,82,-1.7697,356,0.57659,326,0.35601,306,0.28607,264,0.01239,205,-0.3900,209,-0.3943
ENSG00000138814,PPP3CA,140,-2.3654,532,-0.3948,822,0.34098,1119,1.01772,548,-0.3103,581,-0.2160,633,-0.0905
ENSG00000254531,AP001816.1,7,-1.8949,38,0.87708,28,0.23481,21,-0.2136,19,-0.3879,22,-0.1487,23,-0.0550
ENSG00000138821,SLC39A8,10,-0.1316,7,-0.7708,9,-0.3079,8,-0.6100,18,0.75701,17,0.65435,14,0.41568
ENSG00000109320,NFKB1,34,1.41258,12,-0.3562,9,-0.6421,12,-0.3779,15,0.04693,14,0.00468,13,-0.2144
ENSG00000109323,MANBA,14,0.64213,8,-0.2023,8,-0.2877,7,-0.4745,9,0.02348,7,-0.4592,12,0.50264
ENSG00000109332,UBE2D3,195,-0.2551,278,0.35440,222,-0.0526,217,-0.1048,228,-0.0117,167,-0.5002,247,0.13281
ENSG00000145354,CISD2,67,-0.4473,121,0.57335,82,-0.1343,91,0.04579,72,-0.3298,51,-0.8618,97,0.15402
ENSG00000164038,SLC9B2,7,-2.0424,34,0.40298,27,-0.0233,33,0.31976,18,-0.6573,30,0.11642,30,0.13685
ENSG00000164039,BDH2,79,0.65276,21,-1.4766,51,-0.0415,28,-1.0538,65,0.32477,126,1.48674,54,0.03870
ENSG00000168772,CXXC4,45,0.56156,38,0.34809,23,-0.5200,33,0.10229,5,-2.7479,26,-0.3171,37,0.30574
