Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000121964,GTDC1,90,-0.5204,123,0.03588,122,0.02651,103,-0.2547,182,0.83984,73,-0.7683,103,-0.2450,119,-0.0158
ENSG00000169554,ZEB2,118,-1.7107,309,-0.0829,869,1.62866,415,0.41937,347,0.11816,281,-0.2326,221,-0.5980,333,0.03349
ENSG00000121989,ACVR2A,14,-0.6201,36,0.98187,11,-0.8516,19,-0.0799,31,0.96852,8,-1.2432,5,-1.8311,20,0.01509
ENSG00000115947,ORC4,91,0.57656,79,0.24974,60,-0.1859,63,-0.1285,71,0.08519,46,-0.5896,42,-0.7330,42,-0.7166
ENSG00000204406,MBD5,25,-0.4354,84,1.59195,41,0.38111,14,-1.3211,37,0.27999,35,0.12642,26,-0.3157,16,-1.0459
ENSG00000135999,EPC2,29,-0.8284,33,-0.5151,63,0.47554,47,0.03197,85,1.28382,10,-2.2846,29,-0.7225,32,-0.5807
ENSG00000168280,KIF5C,665,-0.6511,788,-0.3028,1264,0.43914,1164,0.33974,1305,0.61262,426,-1.2320,725,-0.4306,1006,0.07706
ENSG00000168288,MMADHC,50,0.88015,26,-0.3369,32,-0.0004,11,-1.6325,29,-0.1633,29,-0.1534,40,0.36306,30,-0.0970
ENSG00000115963,RND3,13,-0.5312,11,-0.6314,23,0.42281,14,-0.3856,30,1.11164,7,-1.3133,18,0.06682,11,-0.7132
ENSG00000080345,RIF1,150,-0.7462,314,0.50487,514,1.33182,162,-0.5665,335,0.77302,141,-0.7319,117,-1.0188,99,-1.2602
ENSG00000162980,ARL5A,65,-0.4078,79,-0.0495,78,-0.0745,50,-0.8085,99,0.36097,119,0.59054,138,0.83461,58,-0.5271
ENSG00000182389,CACNB4,153,-0.3904,277,0.60432,216,0.20641,150,-0.3896,290,0.86627,107,-0.8751,64,-1.6350,169,-0.1781
ENSG00000115145,STAM2,22,0.23118,16,-0.2648,28,0.58135,9,-1.1988,17,-0.2254,31,0.76962,24,0.33636,17,-0.2224
ENSG00000157827,FMNL2,53,-1.6057,161,0.26479,492,2.20073,136,-0.0015,84,-0.8439,239,0.89990,81,-0.7883,115,-0.2669
ENSG00000196504,PRPF40A,83,-1.0022,181,0.31472,265,0.93732,140,-0.0940,184,0.42706,236,0.74635,77,-0.9929,81,-0.9120
ENSG00000144278,GALNT13,17,0.47979,7,-0.8471,8,-0.7098,6,-1.2817,12,-0.1548,15,0.25586,22,0.79594,19,0.62022
ENSG00000162989,KCNJ3,223,0.52880,182,0.10522,123,-0.5043,141,-0.3230,229,0.57900,48,-1.9128,106,-0.7240,120,-0.5420
ENSG00000153234,NR4A2,0,-6.3534,65,1.31779,103,2.17157,83,2.10154,9,-1.8177,9,-1.6884,0,-6.4256,3,-3.2830
ENSG00000115159,GPD2,12,-1.4498,35,0.25897,57,1.05778,63,1.41733,16,-1.0494,35,0.28161,22,-0.4128,22,-0.4319
ENSG00000136541,ERMN,29,-2.7455,40,-2.0592,810,2.93925,298,1.14692,63,-1.5690,178,0.17119,11,-3.9132,161,0.01135
ENSG00000123612,ACVR1C,51,2.36238,8,-1.3229,6,-1.7054,2,-3.4660,8,-1.3876,5,-1.9600,32,0.80578,17,-0.1698
ENSG00000153237,CCDC148,14,-1.0767,30,0.22690,37,0.59253,36,0.61186,32,0.43436,15,-0.7716,23,-0.1885,18,-0.5343
ENSG00000144283,PKP4,75,-1.1543,120,-0.2933,285,1.08812,203,0.58934,148,0.03534,126,-0.2276,107,-0.4690,178,0.31433
ENSG00000123636,BAZ2B,99,-1.7568,237,-0.2551,758,1.65626,267,-0.0778,290,0.06582,415,0.62716,269,-0.0635,260,-0.1167
ENSG00000136536,MARCH7,41,0.35678,56,0.81326,36,0.09553,21,-0.7522,29,-0.2709,29,-0.2417,32,-0.1029,35,0.03317
ENSG00000153250,RBMS1,22,-0.1160,47,1.12916,39,0.79260,19,-0.3615,24,0.03592,21,-0.1908,7,-1.6570,15,-0.6656
ENSG00000136560,TANK,24,0.35349,22,0.18678,24,0.33955,13,-0.6026,19,-0.0623,16,-0.2970,16,-0.2722,21,0.11356
ENSG00000115233,PSMD14,88,0.11693,91,0.15342,64,-0.3885,87,0.08570,100,0.36032,55,-0.6306,71,-0.2309,56,-0.5826
ENSG00000136535,TBR1,103,-0.1939,144,0.36167,98,-0.2388,230,1.29394,103,-0.1906,15,-2.9506,25,-2.2528,127,0.16038
ENSG00000144290,SLC4A10,223,0.00311,359,0.76019,313,0.53673,181,-0.3494,307,0.63019,49,-2.2806,114,-1.0248,113,-1.0330
ENSG00000115271,GCA,43,0.69644,37,0.30735,23,-0.4245,31,0.07272,23,-0.4473,28,-0.1080,24,-0.3674,18,-0.7366
ENSG00000182263,FIGN,26,0.02984,42,0.80609,46,0.93923,12,-1.1936,29,0.28455,15,-0.7622,15,-0.8273,22,-0.1999
ENSG00000082438,COBLL1,16,-0.5411,12,-0.8298,33,0.66597,5,-2.2226,32,0.74535,44,1.11142,11,-0.9987,29,0.45900
ENSG00000153253,SCN3A,68,-0.9423,395,2.08684,151,0.41316,94,-0.3570,138,0.33787,54,-1.1470,48,-1.3199,54,-1.1653
ENSG00000136531,SCN2A,558,-0.5916,1156,0.63508,886,0.20808,839,0.13301,1350,1.15965,120,-2.7832,168,-2.2932,357,-1.1833
ENSG00000178662,CSRNP3,203,-0.0558,203,-0.0453,169,-0.3356,189,-0.1704,330,0.92816,78,-1.4845,132,-0.7073,162,-0.4001
ENSG00000123607,TTC21B,23,-0.0224,54,1.35500,44,1.02447,8,-1.6001,25,0.11210,11,-1.0869,16,-0.5893,18,-0.3933
ENSG00000144285,SCN1A,342,0.79863,280,0.30702,88,-1.4489,86,-1.5744,390,1.09548,33,-2.8898,63,-1.9494,160,-0.5568
ENSG00000169432,SCN9A,7,-1.0380,34,1.62460,19,0.61886,7,-0.9969,18,0.73062,12,-0.0280,4,-1.5592,6,-1.1689
ENSG00000172318,B3GALT1,19,0.56273,19,0.42593,4,-1.9410,10,-0.5580,18,0.36963,10,-0.5780,14,-0.0590,10,-0.5227
ENSG00000198648,STK39,159,0.13850,146,-0.0202,106,-0.5132,155,0.08334,190,0.48276,61,-1.3397,71,-1.1135,183,0.32945
ENSG00000172292,CERS6,182,0.48179,191,0.46354,122,-0.2443,107,-0.4785,184,0.50571,41,-1.8662,63,-1.2332,121,-0.2558
ENSG00000163093,BBS5,9,-0.1668,15,0.66870,16,0.78274,3,-1.8711,9,-0.0527,11,0.27593,17,0.92519,6,-0.7636
ENSG00000138399,FASTKD1,17,-0.0621,56,1.90938,31,0.90392,9,-1.0839,12,-0.6641,8,-1.2248,10,-0.8622,20,0.19444
ENSG00000138398,PPIG,327,-0.6228,498,0.11366,583,0.36512,425,-0.1429,719,0.89604,386,-0.2812,258,-0.8914,304,-0.6478
ENSG00000154479,CCDC173,24,-1.3791,22,-1.3211,75,0.53781,26,-1.1689,54,0.01746,111,1.17779,135,1.52006,68,0.36854
ENSG00000213160,KLHL23,41,0.03307,55,0.48261,47,0.22792,30,-0.4582,49,0.38712,21,-0.9653,48,0.26087,21,-0.9427
ENSG00000138385,SSB,230,-0.4054,230,-0.3406,313,0.13584,271,-0.1005,476,1.04530,174,-0.7663,195,-0.5942,161,-0.8803
ENSG00000138382,METTL5,48,0.33743,31,-0.4073,29,-0.5167,34,-0.2894,35,-0.2727,38,-0.1003,61,0.66935,49,0.30606
ENSG00000144357,UBR3,139,0.31027,194,0.79771,153,0.41063,78,-0.6879,141,0.34890,55,-1.1448,67,-0.8555,68,-0.8428
ENSG00000128683,GAD1,178,0.45861,43,-1.7775,62,-1.2548,36,-2.1513,257,1.27423,112,-0.3500,175,0.33976,62,-1.2421
ENSG00000115806,GORASP2,53,0.98626,37,0.19607,26,-0.3601,28,-0.2509,25,-0.4611,30,-0.1284,15,-1.1655,26,-0.3593
ENSG00000198586,TLK1,121,-0.0216,165,0.47515,146,0.27742,101,-0.3222,155,0.46938,49,-1.3930,115,-0.0966,84,-0.5784
ENSG00000123600,METTL8,16,-0.4367,23,0.23641,44,1.25345,8,-1.4238,19,-0.0750,31,0.66555,28,0.51330,14,-0.5109
ENSG00000115827,DCAF17,12,0.08115,19,0.77132,14,0.27669,9,-0.3751,11,-0.0845,7,-0.7867,9,-0.3048,14,0.24914
ENSG00000071967,CYBRD1,4,-2.0302,1,-3.5542,15,0.00673,2,-3.0250,2,-2.7253,114,3.99270,40,1.59909,2,-3.0045
ENSG00000077380,DYNC1I2,191,-0.6041,292,0.13856,439,0.79225,328,0.35597,305,0.25359,306,0.21255,127,-1.1384,168,-0.7156
ENSG00000115840,SLC25A12,94,0.69528,69,0.06083,47,-0.5095,68,0.05430,58,-0.2454,39,-0.7871,45,-0.5833,67,0.02701
ENSG00000128708,HAT1,12,-0.0651,9,-0.5543,7,-0.8584,13,-0.0156,17,0.57306,12,-0.0325,21,0.81364,2,-2.4139
ENSG00000144355,DLX1,14,-0.6415,10,-1.0865,13,-0.6159,6,-1.9216,32,0.86953,23,0.21681,60,1.79205,10,-1.1056
ENSG00000091409,ITGA6,4,-2.6829,6,-2.0455,68,1.80583,33,0.64188,10,-1.4540,93,2.41136,12,-0.9719,12,-0.9137
ENSG00000152256,PDK1,12,-0.1289,22,0.80125,20,0.65642,17,0.40450,12,-0.2024,4,-1.5719,11,-0.2945,8,-0.6586
ENSG00000091428,RAPGEF4,148,-0.1963,106,-0.6735,128,-0.3940,201,0.34497,121,-0.5549,164,-0.0054,150,-0.1512,386,1.39325
ENSG00000091436,MAP3K20,18,-0.5593,7,-1.8010,44,0.89317,2,-3.5748,19,-0.5046,103,2.45027,33,0.43774,22,-0.1568
ENSG00000172845,SP3,15,-0.9656,31,0.26423,36,0.46678,25,-0.0952,30,0.22005,25,-0.0903,34,0.37787,34,0.38100
ENSG00000138430,OLA1,159,0.53692,106,-0.2021,84,-0.5535,133,0.17076,134,0.20446,35,-1.8682,92,-0.4224,106,-0.1955
ENSG00000138433,CIR1,128,-0.3644,148,-0.0900,237,0.65839,124,-0.3982,212,0.59484,170,0.12436,109,-0.5583,107,-0.5948
ENSG00000144306,SCRN3,17,-0.3189,18,-0.1462,19,-0.0715,15,-0.5028,32,0.98697,15,-0.4326,16,-0.3648,15,-0.4608
ENSG00000163328,GPR155,159,-0.1687,278,0.74936,202,0.23072,145,-0.3047,252,0.73947,89,-1.0238,98,-0.8748,73,-1.3099
ENSG00000115935,WIPF1,3,-2.8547,7,-1.4173,77,2.49477,33,1.05368,6,-1.8640,35,1.04559,16,-0.1486,10,-0.8737
ENSG00000128656,CHN1,1864,0.44242,1439,-0.0494,1163,-0.3782,1508,0.02580,1748,0.31342,345,-2.1949,847,-0.8605,1663,0.17725
ENSG00000115966,ATF2,78,0.54962,54,-0.1278,39,-0.6177,63,0.11243,59,0.00040,38,-0.6745,51,-0.2292,47,-0.3485
ENSG00000154518,ATP5MC3,496,1.25210,211,-0.4066,121,-1.2494,205,-0.4822,217,-0.4273,128,-1.1563,292,0.09713,267,-0.0440
ENSG00000144320,LNPK,70,0.24308,64,0.06881,76,0.32349,53,-0.2403,80,0.49983,23,-1.4559,38,-0.7143,43,-0.5428
ENSG00000128654,MTX2,100,1.11450,54,-0.1308,34,-0.8323,53,-0.1512,46,-0.4413,34,-0.8083,43,-0.4533,50,-0.2297
ENSG00000170144,HNRNPA3,246,0.06368,191,-0.3328,269,0.19786,164,-0.6148,285,0.35332,230,-0.0473,302,0.37900,174,-0.4792
ENSG00000116044,NFE2L2,30,-1.5908,41,-0.9781,250,1.97252,84,0.13828,61,-0.4227,184,1.41817,59,-0.4319,32,-1.3126
ENSG00000018510,AGPS,28,0.23781,39,0.69485,15,-0.7956,17,-0.6722,27,0.15024,29,0.20342,25,-0.0009,19,-0.4524
ENSG00000079156,OSBPL6,86,0.45900,169,1.49719,48,-0.5504,28,-1.3914,81,0.32624,37,-0.9200,35,-0.9885,38,-0.8869
ENSG00000180228,PRKRA,67,0.92015,41,-0.0461,28,-0.6572,25,-0.8367,35,-0.3481,38,-0.1867,45,0.09031,45,0.06474
ENSG00000116095,PLEKHA3,69,-0.0786,63,-0.2072,74,0.04288,81,0.21458,86,0.34548,35,-1.1066,68,-0.0803,67,-0.1060
ENSG00000155657,TTN,15,-0.6746,36,0.72766,12,-0.9993,2,-3.7247,45,1.49799,28,0.35676,13,-0.7995,19,-0.2344
ENSG00000187231,SESTD1,72,-0.3816,97,0.12718,139,0.70371,80,-0.1777,124,0.65346,63,-0.5342,53,-0.8017,59,-0.6390
ENSG00000144331,ZNF385B,41,-0.0948,59,0.48731,14,-1.7232,53,0.35243,65,0.79036,17,-1.4219,12,-1.9492,40,-0.1426
ENSG00000163510,CWC22,49,-0.9608,109,0.37113,164,1.04116,75,-0.2201,148,1.13934,27,-1.7127,31,-1.5374,41,-1.1099
ENSG00000170035,UBE2E3,126,0.77570,68,-0.3448,38,-1.2169,60,-0.5767,87,0.02574,56,-0.6533,90,0.08476,100,0.25336
ENSG00000162992,NEUROD1,23,2.36331,0,-3.3218,0,-4.8005,0,-7.1457,5,-0.9969,4,-1.0384,21,1.46019,2,-1.7348
ENSG00000138434,ITPRID2,27,-0.6842,96,1.40961,67,0.80419,26,-0.7054,23,-0.9999,47,0.24253,73,0.95699,39,-0.0470
ENSG00000115252,PDE1A,57,-1.0428,172,0.80720,93,-0.1635,257,1.75283,109,0.09392,18,-2.6166,13,-3.0577,41,-1.4006
ENSG00000077232,DNAJC10,62,-0.0409,135,1.21487,76,0.26466,59,-0.1397,59,-0.1305,70,0.14936,26,-1.3422,40,-0.7259
ENSG00000162998,FRZB,11,0.32177,10,0.18051,19,1.10169,0,-6.3161,0,-5.7059,29,1.89054,29,1.87900,1,-2.9523
ENSG00000061676,NCKAP1,332,0.47048,255,-0.0386,231,-0.1912,273,0.07495,252,-0.0674,124,-1.1318,231,-0.1874,255,-0.0357
ENSG00000170396,ZNF804A,21,-0.8662,31,-0.1488,23,-0.5763,15,-1.2831,82,2.00700,4,-3.1917,36,0.07570,13,-1.4350
ENSG00000065548,ZC3H15,373,-0.2086,415,-0.0128,503,0.29044,467,0.19211,616,0.77840,160,-1.4520,242,-0.8398,213,-1.0255
ENSG00000138448,ITGAV,37,-0.3842,35,-0.3805,99,1.27483,15,-1.6822,24,-1.0872,129,1.73833,88,1.06652,24,-0.9394
ENSG00000144369,FAM171B,174,0.10361,208,0.36205,277,0.82626,140,-0.2771,136,-0.3587,160,-0.0533,214,0.41097,78,-1.1327
ENSG00000144366,GULP1,40,1.07041,46,1.06855,15,-0.6697,7,-1.7675,22,-0.0809,5,-2.3374,19,-0.3433,20,-0.2514
ENSG00000204262,COL5A2,61,2.14450,63,1.53607,0,-5.4005,0,-7.5949,12,-1.2118,10,-1.3701,9,-1.4158,18,-0.4869
ENSG00000115368,WDR75,27,0.09535,58,1.35761,31,0.32282,15,-0.8152,26,0.07101,19,-0.4603,19,-0.3947,12,-1.1196
ENSG00000138381,ASNSD1,56,0.47714,39,-0.2069,38,-0.2122,31,-0.5697,58,0.53432,30,-0.5637,35,-0.3411,25,-0.8609
ENSG00000128699,ORMDL1,49,0.57380,69,1.03089,38,0.08374,23,-0.7589,22,-0.8380,41,0.19840,46,0.36370,19,-1.0066
ENSG00000064933,PMS1,25,-0.0107,45,0.92615,30,0.24994,18,-0.5528,30,0.29664,13,-0.9561,19,-0.4380,21,-0.2609
ENSG00000198130,HIBCH,21,-0.1189,31,0.53095,50,1.32261,13,-0.8157,16,-0.5525,44,1.08246,12,-0.9249,14,-0.7215
ENSG00000151689,INPP1,32,-0.1440,50,0.59786,47,0.50243,37,0.10432,27,-0.4134,54,0.70115,27,-0.3579,18,-0.9560
ENSG00000151690,MFSD6,246,0.47450,234,0.30647,221,0.21721,240,0.38074,190,-0.0294,64,-1.6720,77,-1.3864,123,-0.6905
ENSG00000138386,NAB1,31,-0.1916,60,0.88258,29,-0.2549,40,0.23328,30,-0.2625,35,0.02376,32,-0.1095,30,-0.2017
ENSG00000115419,GLS,303,0.74402,302,0.58595,121,-0.8324,211,0.02251,196,-0.1195,60,-1.8747,100,-1.1207,212,0.02750
ENSG00000115415,STAT1,54,0.06590,51,-0.0608,70,0.45621,57,0.12677,50,-0.0899,60,0.21822,33,-0.7084,42,-0.3338
ENSG00000138378,STAT4,42,1.51203,24,0.23676,6,-1.7391,8,-1.4443,20,-0.0753,4,-2.2823,27,0.43465,6,-1.8364
ENSG00000128641,MYO1B,26,0.21072,16,-0.5441,38,0.74738,1,-3.9015,26,0.23351,23,-0.0536,47,1.10546,20,-0.2292
ENSG00000168497,CAVIN2,2,-2.7239,3,-2.2183,53,2.15169,5,-1.7512,12,-0.3512,35,1.41962,33,1.27995,15,-0.0083
ENSG00000144339,TMEFF2,50,-0.5127,128,1.04583,89,0.46004,121,1.09004,50,-0.5220,43,-0.6705,30,-1.2168,35,-0.9846
ENSG00000196950,SLC39A10,428,0.08532,532,0.41492,265,-0.6665,580,0.61683,516,0.45279,96,-2.1811,143,-1.5864,290,-0.5309
ENSG00000118997,DNAH7,13,-0.3633,34,1.17200,44,1.65711,4,-2.0082,17,0.10613,11,-0.5719,12,-0.4069,9,-0.8178
ENSG00000138411,HECW2,57,-0.1804,100,0.74011,103,0.78713,47,-0.4888,84,0.57983,14,-2.1663,20,-1.6732,61,-0.0436
ENSG00000119041,GTF3C3,26,-0.0759,29,0.09259,38,0.50012,15,-1.0079,36,0.50976,39,0.53953,23,-0.2924,13,-1.0992
ENSG00000197121,PGAP1,34,0.38573,54,1.07766,15,-0.8846,44,0.81763,16,-0.9758,14,-0.9781,17,-0.7317,22,-0.3280
ENSG00000065413,ANKRD44,6,-1.4334,11,-0.3504,49,2.04909,8,-0.9076,14,-0.0840,26,0.95204,13,-0.2091,13,-0.2095
ENSG00000115524,SF3B1,111,-0.2664,204,0.73729,152,0.25802,94,-0.5224,156,0.37393,159,0.33099,78,-0.7751,91,-0.5408
ENSG00000115520,COQ10B,57,0.80430,27,-0.5395,21,-0.9339,29,-0.4370,40,0.08010,40,0.07302,26,-0.5934,34,-0.1896
ENSG00000144381,HSPD1,234,0.00190,219,-0.1027,241,0.05211,244,0.07433,288,0.40438,213,-0.1421,177,-0.4305,134,-0.8521
ENSG00000115541,HSPE1,176,0.77547,82,-0.5813,62,-1.0030,86,-0.5538,86,-0.5977,155,0.40066,168,0.53787,133,0.16330
ENSG00000115540,MOB4,88,0.88546,65,0.20460,38,-0.6165,47,-0.3064,46,-0.3869,29,-1.0356,49,-0.2358,62,0.14378
ENSG00000162944,RFTN2,5,-1.5559,3,-1.9489,26,1.08503,15,0.23130,5,-1.5849,55,2.49703,13,0.04961,12,-0.1485
ENSG00000115896,PLCL1,67,0.38102,56,0.02610,77,0.53049,52,-0.0904,67,0.36222,21,-1.4493,18,-1.6647,39,-0.5449
ENSG00000119042,SATB2,66,0.35864,87,0.74971,60,0.14884,50,-0.1353,62,0.24417,6,-3.2001,15,-1.9178,57,0.06066
ENSG00000225953,SATB2-AS1,32,0.95933,24,0.25147,18,-0.1622,16,-0.3849,19,-0.0548,0,-5.0645,8,-1.3863,24,0.28785
ENSG00000178074,C2orf69,73,0.03569,60,-0.2765,74,0.04622,87,0.33398,69,-0.0650,59,-0.3115,80,0.17847,58,-0.3144
ENSG00000162971,TYW5,12,-0.1038,21,0.83745,22,0.88461,13,0.03633,11,-0.1687,5,-1.3662,10,-0.2837,9,-0.5007
ENSG00000162972,MAIP1,26,1.32198,15,0.17590,8,-0.8363,6,-1.2790,10,-0.5854,6,-1.2503,22,0.69584,9,-0.6121
ENSG00000196141,SPATS2L,112,0.23889,70,-0.5234,78,-0.3714,47,-1.2001,146,0.78367,86,-0.2161,85,-0.2312,98,-0.0166
ENSG00000163535,SGO2,5,-1.1836,21,1.19875,20,1.11221,6,-0.8546,15,0.83746,6,-0.7002,1,-2.7955,9,-0.1663
ENSG00000082153,BZW1,139,0.39572,123,0.12924,114,0.01323,84,-0.5007,129,0.23747,99,-0.2147,76,-0.6067,91,-0.3371
ENSG00000013441,CLK1,47,-0.1100,141,1.73064,88,0.91791,18,-1.5549,22,-1.3739,102,1.15859,35,-0.5258,36,-0.4838
ENSG00000240344,PPIL3,20,0.98930,19,0.68531,2,-2.3590,8,-0.5564,6,-1.1398,10,-0.2455,22,0.92832,9,-0.3802
ENSG00000196290,NIF3L1,27,1.42619,12,-0.2190,10,-0.4757,6,-1.3015,12,-0.1982,3,-2.0206,14,0.00150,10,-0.4577
ENSG00000115942,ORC2,17,-0.0608,22,0.27246,15,-0.2670,20,0.17116,25,0.61881,8,-1.1757,6,-1.6434,17,-0.0702
ENSG00000155744,FAM126B,118,0.16454,162,0.64788,95,-0.1985,114,0.09216,123,0.24995,44,-1.3427,76,-0.5409,75,-0.5487
ENSG00000119013,NDUFB3,123,0.82019,51,-0.7222,45,-0.8980,47,-0.9003,65,-0.4104,66,-0.3361,159,1.07247,84,0.03915
ENSG00000003402,CFLAR,7,-2.3533,29,-0.1305,150,2.73249,11,-1.6048,18,-0.9538,68,1.20663,46,0.55838,23,-0.4834
ENSG00000115993,TRAK2,58,-0.1649,80,0.36695,98,0.69379,53,-0.2939,80,0.45651,32,-1.0324,41,-0.6444,51,-0.3207
ENSG00000082146,STRADB,18,1.00164,20,0.96189,7,-0.6264,6,-0.8681,7,-0.7618,12,0.24601,11,0.02571,3,-1.7118
ENSG00000155755,TMEM237,41,0.31622,29,-0.2529,32,-0.0880,25,-0.5435,47,0.61618,18,-0.9963,36,0.05876,20,-0.8521
ENSG00000003393,ALS2,32,0.24018,49,0.90041,14,-1.0800,20,-0.5521,36,0.50623,12,-1.2105,21,-0.4658,24,-0.2599
ENSG00000116030,SUMO1,155,0.60120,88,-0.4009,105,-0.1307,97,-0.2713,113,-0.0226,67,-0.8123,128,0.17954,99,-0.2220
ENSG00000055044,NOP58,88,-0.0306,141,0.72184,66,-0.4651,62,-0.5985,127,0.69775,69,-0.4131,69,-0.3916,49,-0.9238
ENSG00000204217,BMPR2,223,0.02139,243,0.14719,216,-0.0350,215,-0.0445,265,0.35339,134,-0.7649,182,-0.2981,200,-0.1530
ENSG00000138439,FAM117B,23,0.03385,27,0.27366,11,-1.0022,32,0.58624,20,-0.1851,11,-1.0814,21,-0.1276,30,0.44060
ENSG00000163596,ICA1L,75,0.10862,153,1.24173,68,-0.0703,44,-0.7755,78,0.18108,39,-0.9009,74,0.06982,41,-0.8403
ENSG00000138442,WDR12,43,0.44672,33,-0.0222,34,0.01233,24,-0.5463,48,0.66621,13,-1.3967,20,-0.8238,21,-0.7396
ENSG00000138380,CARF,13,-0.7974,22,0.12600,29,0.56564,17,-0.2367,28,0.68306,18,-0.1424,15,-0.3962,18,-0.1218
ENSG00000144426,NBEAL1,4,-1.8000,25,1.06160,38,1.78535,5,-1.2965,10,-0.4387,28,1.25027,14,0.07689,9,-0.5745
ENSG00000138443,ABI2,309,-0.1339,438,0.43895,356,0.10962,341,0.04611,408,0.39844,208,-0.7165,297,-0.1709,184,-0.9020
ENSG00000173166,RAPH1,49,0.74629,46,0.47323,38,0.18017,23,-0.5927,28,-0.3563,28,-0.3080,27,-0.3343,23,-0.5811
ENSG00000118257,NRP2,16,0.49754,8,-0.7232,8,-0.7259,8,-0.7853,17,0.62922,5,-1.2316,4,-1.6272,22,0.88712
ENSG00000114933,INO80D,13,-1.1140,35,0.57129,36,0.58416,21,-0.2271,31,0.44417,25,0.05456,26,0.12120,22,-0.1472
ENSG00000023228,NDUFS1,240,0.16151,209,-0.0807,237,0.11304,183,-0.3126,290,0.53946,138,-0.7133,142,-0.6751,182,-0.2915
ENSG00000114942,EEF1B2,262,0.15474,156,-0.6725,201,-0.2882,221,-0.1522,186,-0.4761,248,0.04037,431,0.93180,321,0.44633
ENSG00000204186,ZDBF2,49,-0.7916,118,0.69215,110,0.57844,57,-0.4929,125,1.01253,28,-1.5246,43,-0.8603,59,-0.3978
ENSG00000114948,ADAM23,188,1.25278,177,0.85337,77,-0.4571,88,-0.2847,78,-0.5216,17,-2.6582,38,-1.5237,69,-0.6292
ENSG00000118246,FASTKD2,58,0.35851,82,0.85950,58,0.30131,44,-0.1232,46,-0.0751,17,-1.5507,27,-0.8675,38,-0.3417
ENSG00000229321,AC008269.1,3,-1.8230,28,1.52355,12,0.13140,7,-0.7988,18,0.95784,3,-1.7633,14,0.42703,8,-0.4523
ENSG00000118263,KLF7,27,-0.7430,51,0.34442,53,0.40774,50,0.32346,53,0.48711,38,-0.1194,15,-1.5333,38,-0.0990
ENSG00000118260,CREB1,32,-0.5937,42,-0.0870,71,0.71879,45,-0.0055,58,0.50222,31,-0.5628,46,0.05190,33,-0.4809
ENSG00000144401,METTL21A,17,0.40346,17,0.30450,5,-1.3307,5,-1.5787,11,-0.3575,24,0.89437,15,0.10967,23,0.80149
ENSG00000163249,CCNYL1,18,0.56526,24,0.92187,10,-0.4689,13,-0.0283,8,-0.7997,9,-0.5721,13,-0.0254,12,-0.0952
ENSG00000178385,PLEKHM3,61,0.06578,56,-0.0734,65,0.14655,58,-0.0137,75,0.47741,28,-1.0955,35,-0.7996,56,-0.0870
ENSG00000188674,C2orf80,89,1.24299,34,-0.5415,27,-0.8984,22,-1.2598,42,-0.2627,9,-2.4677,79,0.75206,51,0.04785
ENSG00000138413,IDH1,18,0.52100,15,0.17454,11,-0.2766,4,-1.6548,6,-1.2026,31,1.36964,19,0.58036,16,0.26196
ENSG00000115020,PIKFYVE,30,-0.0300,57,0.99582,42,0.49605,18,-0.8632,33,0.13094,37,0.29297,17,-0.8296,19,-0.6730
ENSG00000144407,PTH2R,14,1.06126,8,0.07136,3,-1.1687,5,-0.8021,7,-0.2893,1,-2.8479,14,0.85254,7,-0.2618
ENSG00000078018,MAP2,1196,-1.1916,1514,-0.6938,4613,1.07389,2430,0.03792,2772,0.29567,894,-1.4838,3300,0.52038,3818,0.75824
ENSG00000144406,UNC80,132,-0.6766,551,1.75626,218,0.19425,149,-0.4274,220,0.25407,76,-1.4017,114,-0.7964,191,-0.0128
ENSG00000197713,RPE,26,0.96967,19,0.26440,9,-0.8136,4,-1.9459,12,-0.5487,19,0.21722,20,0.29719,21,0.36972
ENSG00000144445,KANSL1L,4,-1.2188,22,1.36392,8,-0.2712,8,-0.2800,13,0.72132,10,0.18201,0,-3.6772,11,0.25801
ENSG00000115365,LANCL1,198,0.71847,133,-0.0587,161,0.24543,110,-0.3726,124,-0.2003,90,-0.6599,71,-1.0190,154,0.17046
ENSG00000178568,ERBB4,54,-0.9200,41,-1.1978,75,-0.2874,22,-2.2284,202,1.81195,117,0.40100,108,0.27638,27,-1.8211
ENSG00000144451,SPAG16,29,-0.7745,46,0.04312,62,0.49201,30,-0.6614,53,0.31045,69,0.66883,57,0.35616,46,0.04556
ENSG00000138376,BARD1,1,-3.4371,8,-0.8873,47,1.92515,15,-0.0041,22,0.76748,12,-0.2674,12,-0.3476,14,-0.1072
ENSG00000138363,ATIC,54,0.58068,46,0.21517,43,0.12376,38,-0.0826,33,-0.3229,35,-0.2192,25,-0.6828,32,-0.3165
ENSG00000115414,FN1,8,-1.1955,0,-5.3492,28,0.86879,5,-1.8410,2,-2.9013,72,2.61878,55,2.04431,14,-0.1737
ENSG00000118242,MREG,8,-0.5158,13,0.34345,33,1.86148,21,1.23013,3,-1.7685,3,-1.9505,7,-0.6128,6,-0.7956
