Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000114209,PDCD10,27,-0.6825,43,0.03102,34,-0.3348,41,-0.0440,44,0.07132,48,0.24557,41,-0.0404,55,0.41916,41,-0.0373
ENSG00000163536,SERPINI1,76,-2.8385,287,-0.8729,247,-1.0980,125,-2.1072,403,-0.3553,506,0.00020,633,0.39665,715,0.55178,972,1.23257
ENSG00000173905,GOLIM4,329,1.31970,148,-0.0020,131,-0.1928,595,2.46746,151,0.03204,83,-0.9510,55,-1.5803,34,-2.2155,55,-1.5754
ENSG00000008952,SEC62,1306,0.84211,984,0.37676,537,-0.5716,863,0.16667,672,-0.2252,856,0.17015,683,-0.2198,537,-0.5717,671,-0.2495
ENSG00000173889,PHC3,42,0.47889,25,-0.3167,9,-1.7901,48,0.71360,50,0.78075,33,0.09293,22,-0.5814,13,-1.2778,37,0.31509
ENSG00000163558,PRKCI,17,-1.6564,40,-0.4020,19,-1.5015,14,-1.9469,61,0.24220,86,0.92934,38,-0.5440,93,0.94664,66,0.41763
ENSG00000136603,SKIL,46,-0.3249,69,0.32830,40,-0.5288,40,-0.5205,40,-0.5170,112,1.29253,52,-0.1406,46,-0.3204,34,-0.8313
ENSG00000013297,CLDN11,320,4.52166,3,-3.7114,38,-0.0573,18,-1.2019,44,0.20073,4,-3.3825,11,-1.9922,5,-2.9830,6,-2.9101
ENSG00000013293,SLC7A14,35,-1.4194,72,-0.3392,57,-0.6871,59,-0.6378,46,-1.0209,155,1.02325,108,0.33975,42,-1.1500,117,0.48089
ENSG00000163577,EIF5A2,10,-1.3575,35,0.56798,12,-1.0473,18,-0.5105,34,0.51606,16,-0.6972,37,0.74456,10,-1.3272,35,0.61149
ENSG00000154310,TNIK,99,-0.2591,162,0.51302,87,-0.4583,298,1.55768,84,-0.5246,135,0.24437,113,-0.0734,23,-2.4167,80,-0.6368
ENSG00000144959,NCEH1,5,-3.9840,67,-0.3387,56,-0.6202,29,-1.6175,57,-0.5973,129,0.79012,67,-0.3654,129,0.68665,135,0.86438
ENSG00000169760,NLGN1,38,-0.1971,33,-0.4345,28,-0.6933,21,-1.1129,43,-0.0124,65,0.73948,34,-0.4228,50,0.22135,55,0.42163
ENSG00000177565,TBL1XR1,99,-0.5338,122,-0.2136,91,-0.6634,96,-0.5771,120,-0.2326,190,0.55004,152,0.15220,165,0.25909,149,0.11696
ENSG00000172667,ZMAT3,59,-1.5214,221,0.51379,125,-0.3795,111,-0.5619,161,0.00877,161,0.01169,234,0.68524,126,-0.3743,164,0.04073
ENSG00000121879,PIK3CA,29,-0.8672,57,0.15203,28,-0.9397,44,-0.2617,59,0.19086,64,0.36308,50,-0.0609,54,0.04602,63,0.31972
ENSG00000121864,ZNF639,23,0.12674,33,0.68796,15,-0.5764,15,-0.4966,13,-0.6983,25,0.26643,13,-0.7536,31,0.59441,24,0.23244
ENSG00000171109,MFN1,13,-0.9154,14,-0.8085,16,-0.5908,10,-1.2564,61,1.52862,36,0.68556,10,-1.3871,17,-0.5301,34,0.57606
ENSG00000114450,GNB4,16,-1.0532,36,0.20967,20,-0.6859,16,-1.0112,51,0.75243,44,0.59295,60,1.18028,1,-4.9917,16,-1.0702
ENSG00000136522,MRPL47,17,-1.2531,35,-0.1684,25,-0.6827,29,-0.4422,55,0.55222,42,0.14311,37,-0.0756,29,-0.4498,58,0.74976
ENSG00000136521,NDUFB5,38,-1.7518,96,-0.3574,81,-0.6164,105,-0.2182,72,-0.8013,124,0.05423,181,0.73310,112,-0.1161,167,0.58344
ENSG00000114757,PEX5L,205,0.03002,223,0.16222,119,-0.8125,59,-1.8633,40,-2.4358,331,0.91090,255,0.41711,233,0.23224,184,-0.1571
ENSG00000163728,TTC14,269,1.59639,29,-1.8933,32,-1.7627,94,-0.1622,168,0.78011,235,1.59624,22,-2.4324,32,-1.7876,53,-1.0876
ENSG00000114416,FXR1,246,0.91867,136,-0.0421,81,-0.8240,94,-0.6079,141,0.01315,180,0.45635,137,-0.0343,66,-1.1342,138,-0.0218
ENSG00000205981,DNAJC19,25,-1.0750,33,-0.6775,40,-0.3670,31,-0.7693,50,-0.0426,42,-0.3160,67,0.49208,43,-0.2706,86,0.95387
ENSG00000242808,SOX2-OT,1526,4.40242,47,-2.1279,165,-0.2386,145,-0.4424,68,-1.5772,36,-2.6425,76,-1.5025,48,-2.0842,46,-2.2616
ENSG00000181449,SOX2,417,1.75429,112,-0.4271,75,-1.0301,679,2.76271,139,-0.1000,52,-1.6774,50,-1.7375,67,-1.1967,40,-2.0517
ENSG00000043093,DCUN1D1,59,0.37465,33,-0.5301,39,-0.2619,42,-0.1623,49,0.06509,60,0.45521,38,-0.3461,51,0.14709,45,-0.0672
ENSG00000078070,MCCC1,18,-0.3334,16,-0.4762,15,-0.5711,31,0.47900,12,-0.9569,30,0.50698,28,0.36404,24,0.12016,19,-0.2902
ENSG00000053524,MCF2L2,26,-0.0939,87,1.93634,40,0.57257,22,-0.3528,19,-0.5666,39,0.61175,12,-1.3809,19,-0.5964,9,-1.7027
ENSG00000114796,KLHL24,69,0.71845,36,-0.3101,35,-0.3532,61,0.51121,34,-0.3911,54,0.35569,42,-0.0669,29,-0.6406,36,-0.3405
ENSG00000163872,YEATS2,21,-1.0432,39,-0.1028,35,-0.2450,17,-1.3204,43,0.06705,56,0.51032,53,0.43416,41,-0.0212,42,0.03150
ENSG00000180834,MAP6D1,103,1.50420,9,-2.2961,35,-0.2765,15,-1.5600,44,0.07782,34,-0.3538,20,-1.1567,120,1.77467,34,-0.3621
ENSG00000175193,PARL,15,-1.4771,38,-0.0491,21,-0.9350,43,0.16459,51,0.42736,30,-0.4674,29,-0.4782,45,0.22729,69,1.04914
ENSG00000114770,ABCC5,19,-1.7444,52,-0.2811,24,-1.4241,20,-1.7078,133,1.23969,92,0.68899,35,-0.9486,83,0.45674,82,0.48550
ENSG00000145191,EIF2B5,22,-1.0372,39,-0.1949,34,-0.3947,28,-0.7096,67,0.67384,49,0.18275,42,-0.0692,41,-0.0957,57,0.46634
ENSG00000161202,DVL3,24,-0.9608,16,-1.5148,49,0.13687,38,-0.2517,75,0.82351,25,-0.9327,53,0.29893,53,0.24344,64,0.61664
ENSG00000161203,AP2M1,115,-2.3637,322,-0.8304,389,-0.5436,220,-1.4033,542,-0.0282,472,-0.2674,855,0.79743,660,0.28381,862,0.81406
ENSG00000161204,ABCF3,14,-1.2028,5,-2.5002,25,-0.2864,13,-1.3077,30,-0.0390,31,-0.0025,33,0.09986,46,0.65144,54,1.04585
ENSG00000163888,CAMK2N2,22,-1.8753,80,0.10316,84,0.17387,57,-0.4390,132,0.91060,40,-1.0394,63,-0.3007,94,0.35052,115,0.75857
ENSG00000175166,PSMD2,61,-1.3178,90,-0.7356,157,0.11479,136,-0.1054,146,-0.0027,155,0.10123,154,0.09404,159,0.13801,192,0.48607
ENSG00000114867,EIF4G1,89,-0.2588,113,0.11520,73,-0.5644,84,-0.3395,133,0.37705,137,0.47781,95,-0.1612,81,-0.3993,110,0.08653
ENSG00000175182,FAM131A,16,-2.9006,78,-0.5730,72,-0.7070,34,-1.7987,90,-0.3598,136,0.31398,126,0.18464,233,1.17911,158,0.58664
ENSG00000163882,POLR2H,9,-1.9500,20,-0.8070,26,-0.4558,28,-0.2968,99,1.77237,23,-0.6879,39,0.20736,36,0.05643,36,0.08674
ENSG00000090539,CHRD,0,-9.2323,16,-0.7526,12,-1.1984,5,-2.4723,52,1.08202,26,-0.0624,27,0.01678,43,0.75418,44,0.89472
ENSG00000177383,MAGEF1,24,-1.4082,28,-1.1487,39,-0.6683,35,-0.8527,38,-0.6945,56,-0.1385,77,0.43608,118,1.08172,89,0.69194
ENSG00000156931,VPS8,25,-0.3185,20,-0.7093,24,-0.4288,25,-0.3303,23,-0.4656,34,0.12636,35,0.19164,44,0.53348,39,0.37117
ENSG00000187068,C3orf70,8,-1.5947,7,-1.6795,17,-0.4134,79,2.13965,32,0.53132,15,-0.6297,10,-1.2334,44,1.05112,17,-0.4753
ENSG00000073803,MAP3K13,79,-0.0831,110,0.42711,87,0.06565,132,0.72795,79,-0.0964,79,-0.0917,66,-0.3928,72,-0.2320,77,-0.1370
ENSG00000163904,SENP2,58,-0.0960,95,0.66892,41,-0.6285,36,-0.8550,59,-0.0763,69,0.17595,59,-0.0807,51,-0.3063,75,0.32859
ENSG00000136527,TRA2B,125,0.65675,39,-1.1331,87,0.08058,98,0.26491,131,0.74069,90,0.13496,73,-0.2116,62,-0.4378,63,-0.4648
ENSG00000244405,ETV5,17,-1.5020,41,-0.2188,38,-0.3533,31,-0.6321,46,-0.0488,48,0.01809,57,0.30457,81,0.85117,53,0.19633
ENSG00000058866,DGKG,22,-0.6201,6,-2.5514,25,-0.4015,36,0.11829,8,-2.0756,50,0.74006,71,1.45477,21,-0.6829,19,-0.9220
ENSG00000090520,DNAJB11,17,-0.4576,8,-1.5874,22,-0.0835,23,-0.0091,21,-0.1435,16,-0.5863,27,0.27611,30,0.41769,35,0.73580
ENSG00000156976,EIF4A2,190,-1.7672,527,-0.2280,348,-0.8604,319,-0.9916,544,-0.1780,567,-0.1234,1081,1.06864,613,0.00934,737,0.33727
ENSG00000073849,ST6GAL1,4,-2.4980,12,-0.9002,17,-0.3910,21,-0.1432,54,1.44352,19,-0.2562,19,-0.3160,11,-1.0849,38,0.92807
ENSG00000157005,SST,60,-0.9101,5,-4.4380,33,-1.7832,21,-2.4083,862,4.42133,24,-2.3645,77,-0.5721,10,-3.5455,53,-1.1502
ENSG00000113916,BCL6,34,-0.2441,18,-1.1477,20,-0.9857,65,0.81020,82,1.19337,30,-0.4780,15,-1.5391,33,-0.2753,65,0.93056
ENSG00000145012,LPP,61,0.36043,21,-1.2621,30,-0.7325,91,1.00084,247,2.97936,11,-2.3637,14,-1.9163,48,-0.0251,19,-1.5040
ENSG00000152492,CCDC50,75,0.82177,37,-0.3054,38,-0.2439,74,0.79832,133,1.83930,43,-0.0541,27,-0.8456,15,-1.6775,13,-1.9116
ENSG00000114279,FGF12,109,-1.7077,449,0.46654,169,-1.0471,255,-0.4241,310,-0.1230,416,0.38010,384,0.23822,277,-0.2976,427,0.43135
ENSG00000127249,ATP13A4,18,-0.1922,1,-3.8328,11,-0.8750,149,4.01896,12,-0.7978,10,-1.1715,10,-1.1496,12,-0.8277,1,-3.7836
ENSG00000198836,OPA1,47,-1.5771,153,0.22463,84,-0.6991,69,-0.9968,93,-0.5542,170,0.44089,177,0.50954,158,0.27197,148,0.18703
ENSG00000114315,HES1,29,-0.0083,17,-0.7976,28,-0.0657,111,2.33746,91,1.93072,9,-1.8876,19,-0.6560,1,-4.5594,8,-2.0024
ENSG00000133657,ATP13A3,25,-0.4764,19,-0.8768,25,-0.4786,16,-1.1441,70,1.20599,55,0.88803,15,-1.2555,50,0.64254,29,-0.2302
ENSG00000041802,LSG1,30,-0.1508,18,-0.9293,9,-1.9594,17,-0.9500,58,0.91159,43,0.48139,39,0.33198,6,-2.3433,45,0.56189
ENSG00000114331,ACAP2,105,1.16623,50,-0.0430,27,-0.9877,83,0.76382,34,-0.6339,85,0.91284,22,-1.3698,36,-0.5372,35,-0.6616
ENSG00000184203,PPP1R2,43,-0.8754,61,-0.3387,66,-0.2237,44,-0.8401,97,0.37445,77,0.01922,58,-0.4462,61,-0.3360,136,1.07221
ENSG00000189058,APOD,647,1.60941,52,-2.3523,222,-0.1711,213,-0.2371,1145,2.78087,71,-1.9831,132,-1.0343,109,-1.2515,90,-1.6320
ENSG00000176945,MUC20,44,0.66772,9,-1.7981,16,-0.8774,34,0.25920,40,0.49745,64,1.50274,15,-1.1153,31,0.09981,9,-1.8008
ENSG00000061938,TNK2,50,-0.7153,77,-0.0669,105,0.41907,117,0.59338,90,0.17184,59,-0.5259,69,-0.2504,147,0.98279,61,-0.4514
ENSG00000072274,TFRC,9,-1.9836,23,-0.6012,32,-0.0941,23,-0.6093,114,2.05985,37,0.12678,35,0.01169,25,-0.4842,21,-0.7948
ENSG00000161217,PCYT1A,47,0.37311,26,-0.5534,29,-0.3902,40,0.11534,73,1.08683,31,-0.3251,19,-1.0699,55,0.62632,38,0.05737
ENSG00000213123,TCTEX1D2,6,-2.5806,28,-0.3914,28,-0.3888,20,-0.9276,34,-0.1039,25,-0.6257,63,1.01711,51,0.54432,46,0.42559
ENSG00000163960,UBXN7,106,1.11855,64,0.28541,32,-0.7809,66,0.33034,41,-0.4120,83,0.78864,31,-0.9075,31,-0.8172,37,-0.6018
ENSG00000163961,RNF168,90,0.51473,132,1.15221,49,-0.4334,57,-0.2092,65,-0.0172,76,0.25885,55,-0.3012,35,-0.9298,47,-0.5488
ENSG00000174013,FBXO45,37,-0.3757,47,-0.0060,25,-0.9794,33,-0.5586,22,-1.1631,70,0.70197,61,0.44583,32,-0.6210,55,0.27554
ENSG00000163964,PIGX,56,-0.8004,62,-0.6453,55,-0.8165,69,-0.4832,94,-0.0007,131,0.59288,120,0.43543,86,-0.1326,102,0.14228
ENSG00000180370,PAK2,106,0.92037,53,-0.1860,32,-0.9584,82,0.48719,86,0.57207,74,0.35844,46,-0.4504,39,-0.6631,42,-0.6027
ENSG00000119231,SENP5,45,-0.3829,37,-0.6695,38,-0.6289,41,-0.5084,73,0.37161,88,0.77872,59,0.05879,31,-0.9125,64,0.19210
ENSG00000114503,NCBP2,39,-0.5050,38,-0.5300,35,-0.6658,88,0.78680,28,-0.9886,59,0.16625,58,0.11561,42,-0.3749,71,0.49672
ENSG00000270170,NCBP2AS2,15,-1.5996,23,-0.9384,32,-0.4601,46,0.12175,46,0.10472,32,-0.4938,55,0.45602,60,0.52885,59,0.57006
ENSG00000119227,PIGZ,0,-8.8674,8,-1.3124,21,0.02314,24,0.20338,19,-0.1074,16,-0.4283,21,0.01593,35,0.82495,34,0.89469
ENSG00000075711,DLG1,363,1.79786,123,-0.0323,74,-0.8046,73,-0.8392,67,-0.9706,156,0.37789,103,-0.3354,95,-0.4376,98,-0.4202
ENSG00000161267,BDH1,7,-2.1506,5,-2.5363,30,-0.0574,30,-0.0640,9,-1.8332,42,0.52006,26,-0.2995,50,0.75613,53,0.98436
ENSG00000145016,RUBCN,28,-0.8466,35,-0.5067,50,0.03714,71,0.58994,34,-0.5803,62,0.42364,35,-0.5649,54,0.14906,61,0.38032
ENSG00000122068,FYTTD1,42,-0.3882,60,0.16461,34,-0.6893,70,0.41066,49,-0.1462,57,0.10839,73,0.54203,39,-0.5017,46,-0.2700
ENSG00000186001,LRCH3,81,1.49801,17,-0.9529,15,-1.1805,52,0.72677,58,0.90629,44,0.51222,18,-0.9769,14,-1.2969,17,-1.0867
ENSG00000182899,RPL35A,611,0.55645,476,0.15337,823,1.05460,526,0.31308,305,-0.5387,180,-1.4174,590,0.56016,343,-0.3572,278,-0.7333
ENSG00000182903,ZNF721,52,-0.0869,53,-0.0805,27,-1.0870,20,-1.5370,58,0.08194,70,0.41829,62,0.20592,74,0.46342,57,0.06552
ENSG00000174227,PIGG,15,-0.4426,1,-3.9518,31,0.73796,16,-0.3449,24,0.32565,26,0.52391,12,-0.7205,41,1.20861,15,-0.4784
ENSG00000273238,TMEM271,7,-2.9594,38,-0.5308,88,0.82311,29,-0.9286,21,-1.3924,44,-0.3043,75,0.61089,120,1.34367,48,-0.1713
ENSG00000169020,ATP5ME,622,0.12201,562,-0.0372,785,0.49541,538,-0.1061,478,-0.2922,300,-1.0698,866,0.74125,442,-0.4123,575,-0.0015
ENSG00000185619,PCGF3,20,-0.9757,83,1.25494,27,-0.5327,22,-0.8260,38,-0.0478,34,-0.1972,28,-0.5125,80,1.18508,34,-0.2261
ENSG00000168993,CPLX1,15,-3.5474,227,0.51415,176,0.10495,98,-0.7977,218,0.44486,65,-1.5006,214,0.46910,171,0.05665,256,0.80750
ENSG00000178950,GAK,16,-1.9569,50,-0.3059,38,-0.7216,57,-0.1186,138,1.34078,47,-0.4456,68,0.18440,81,0.45422,62,0.01339
ENSG00000127419,TMEM175,12,-1.4594,10,-1.6668,28,-0.1772,33,0.08691,68,1.27485,31,-0.0088,19,-0.7865,38,0.31866,42,0.54453
ENSG00000159692,CTBP1,46,-1.7745,165,0.15304,181,0.30235,113,-0.4346,166,0.16464,141,-0.1054,137,-0.1453,242,0.77389,163,0.14965
ENSG00000090316,MAEA,11,-2.3225,24,-1.1761,40,-0.3715,35,-0.5971,79,0.68967,49,-0.0948,65,0.40156,56,0.14606,73,0.62022
ENSG00000163950,SLBP,21,-1.6713,80,0.31402,27,-1.3253,37,-0.8589,59,-0.1611,79,0.32568,67,0.04690,72,0.14556,98,0.73514
ENSG00000168936,TMEM129,8,-1.2676,9,-1.0939,29,0.64602,27,0.51687,22,0.20578,13,-0.6562,24,0.42446,20,0.05731,20,0.11045
ENSG00000068078,FGFR3,42,-1.3649,13,-3.0436,52,-1.0254,713,3.91338,88,-0.2283,34,-1.7519,53,-1.0706,85,-0.2910,30,-1.9240
ENSG00000168924,LETM1,21,-1.2705,54,0.16318,36,-0.4447,58,0.27838,74,0.66700,46,-0.1022,43,-0.1953,56,0.23431,53,0.14282
ENSG00000109685,NSD2,77,0.06437,129,0.90050,37,-1.0314,76,0.05492,48,-0.6450,86,0.26637,76,0.04414,60,-0.3209,67,-0.1626
ENSG00000243449,C4orf48,387,0.33756,272,-0.2207,317,0.01845,276,-0.1967,213,-0.5968,186,-0.8615,441,0.61691,349,0.17002,345,0.16747
ENSG00000185818,NAT8L,58,-1.9776,202,-0.1111,315,0.59971,280,0.41077,165,-0.4175,185,-0.2650,127,-0.8850,414,1.05729,270,0.39024
ENSG00000123933,MXD4,39,-0.2937,32,-0.5923,79,0.82266,103,1.25763,74,0.69709,17,-1.6032,34,-0.5805,67,0.54361,38,-0.3973
ENSG00000159733,ZFYVE28,13,-1.1189,16,-0.7877,16,-0.7942,13,-1.1485,63,1.38821,44,0.88492,24,-0.2347,23,-0.2562,23,-0.2654
ENSG00000063978,RNF4,13,-1.5345,27,-0.4258,33,-0.1278,39,0.12516,27,-0.4401,25,-0.5937,36,-0.0047,32,-0.1683,69,1.22329
ENSG00000125386,FAM193A,71,1.03609,25,-0.6368,29,-0.4121,40,0.08256,88,1.40453,43,0.21967,22,-0.8894,23,-0.7622,23,-0.7745
ENSG00000087274,ADD1,171,-0.3368,172,-0.3292,163,-0.4118,244,0.21625,171,-0.3389,267,0.40067,215,0.01574,257,0.29799,206,-0.0570
ENSG00000109736,MFSD10,15,-0.7637,15,-0.7735,16,-0.6813,28,0.12597,36,0.55421,27,0.13181,21,-0.3469,39,0.66100,30,0.28291
ENSG00000087269,NOP14,29,0.14265,54,1.15800,8,-1.6968,42,0.75898,34,0.40756,46,1.03564,7,-2.0167,4,-2.8175,19,-0.5346
ENSG00000125388,GRK4,28,0.53276,30,0.64651,34,0.88602,14,-0.5560,2,-3.2267,35,1.06466,8,-1.4608,12,-0.7617,16,-0.3711
ENSG00000197386,HTT,31,-1.2875,51,-0.5581,100,0.49272,85,0.23423,66,-0.1605,75,0.02884,52,-0.5799,135,0.98385,80,0.14258
ENSG00000159788,RGS12,34,-1.2251,36,-1.1649,66,-0.2264,142,0.99393,185,1.46044,28,-1.6044,54,-0.5857,119,0.69465,88,0.23495
ENSG00000163956,LRPAP1,48,-1.4285,58,-1.1519,137,0.15235,61,-1.0957,139,0.17573,98,-0.3958,145,0.26528,211,0.85537,176,0.62193
ENSG00000168824,NSG1,6,-4.1841,60,-0.9233,72,-0.6573,59,-0.9587,116,0.08248,100,-0.1506,90,-0.3439,138,0.36425,243,1.54636
ENSG00000168818,STX18,14,-0.5229,17,-0.2038,14,-0.5185,22,0.19286,24,0.32296,26,0.47941,19,-0.0182,15,-0.3577,19,-0.0466
ENSG00000072832,CRMP1,36,-2.2983,85,-1.0191,154,-0.1149,120,-0.5063,229,0.51277,134,-0.3640,206,0.38668,248,0.64530,219,0.49803
ENSG00000181215,C4orf50,3,-3.0312,41,0.67045,30,0.20259,12,-1.1827,30,0.16723,30,0.23578,29,0.15973,30,0.21362,27,0.01549
ENSG00000152969,JAKMIP1,7,-3.0811,55,0.00299,48,-0.2090,32,-0.8105,30,-0.9282,60,0.14933,88,0.85774,72,0.42740,60,0.14983
ENSG00000109501,WFS1,25,-1.3010,6,-3.4151,54,-0.1722,130,1.25594,56,-0.1260,47,-0.4261,48,-0.3762,163,1.66274,50,-0.3034
ENSG00000074211,PPP2R2C,108,-0.8949,254,0.43771,219,0.19560,150,-0.3919,92,-1.1387,197,0.03296,171,-0.2040,298,0.69466,231,0.31247
ENSG00000013288,MAN2B2,17,-1.4784,13,-1.8357,46,0.00654,35,-0.4138,36,-0.3844,45,-0.0312,27,-0.8605,68,0.63081,95,1.39452
ENSG00000179010,MRFAP1,320,-0.5106,349,-0.3740,396,-0.1790,362,-0.3201,410,-0.1252,379,-0.2711,576,0.46340,699,0.72925,443,-0.0066
ENSG00000170846,AC093323.1,16,-1.5260,37,-0.3170,38,-0.2756,28,-0.7243,53,0.25289,54,0.33782,61,0.54065,42,-0.1132,48,0.10463
ENSG00000178988,MRFAP1L1,120,0.05924,82,-0.5183,66,-0.8599,122,0.08345,141,0.31808,88,-0.4463,116,0.01115,113,-0.0321,166,0.65152
ENSG00000170871,KIAA0232,248,0.81013,131,-0.2135,67,-1.2360,84,-0.8904,56,-1.5010,264,1.05474,101,-0.6549,127,-0.2529,178,0.30098
ENSG00000132405,TBC1D14,27,-0.5846,35,-0.2029,45,0.19475,36,-0.1371,32,-0.3176,41,0.05438,34,-0.2817,62,0.71063,45,0.21418
ENSG00000173011,TADA2B,9,-1.4464,18,-0.3482,11,-1.0676,39,0.85358,16,-0.5298,35,0.77659,12,-0.9775,16,-0.5513,35,0.76277
ENSG00000109519,GRPEL1,17,-1.2799,48,0.30053,41,0.02714,28,-0.5493,31,-0.3821,34,-0.2694,53,0.48480,42,0.07925,50,0.37664
ENSG00000196526,AFAP1,9,-1.4055,29,0.22916,12,-1.1045,29,0.23988,22,-0.1415,21,-0.2872,20,-0.3336,21,-0.2303,46,1.14851
ENSG00000163995,ABLIM2,13,-2.1055,43,-0.3094,66,0.34755,30,-0.8471,64,0.30718,42,-0.3992,43,-0.3382,128,1.46350,60,0.22394
ENSG00000071127,WDR1,29,-1.1638,30,-1.1169,49,-0.3677,88,0.56241,184,1.84733,37,-0.8248,49,-0.4024,66,0.09815,63,0.01953
ENSG00000178163,ZNF518B,8,-1.5356,29,0.28341,11,-1.1287,42,0.89761,11,-1.2177,37,0.76109,20,-0.2987,34,0.55157,20,-0.3328
ENSG00000038219,BOD1L1,999,1.32067,473,0.07797,161,-1.5592,294,-0.6559,452,0.00601,683,0.75900,266,-0.8715,268,-0.7979,427,-0.0902
ENSG00000137449,CPEB2,39,0.28350,64,1.10955,22,-0.5565,20,-0.7288,9,-1.8495,38,0.26451,33,0.04667,38,0.25405,27,-0.3110
ENSG00000118564,FBXL5,57,-0.2339,25,-1.4503,54,-0.2992,83,0.35700,69,0.07953,57,-0.2472,68,0.05406,76,0.21137,89,0.52897
ENSG00000237765,FAM200B,129,0.73802,76,-0.1056,92,0.19974,83,0.02868,45,-0.8905,57,-0.6057,99,0.33994,82,0.01110,79,-0.0469
ENSG00000169762,TAPT1,44,0.13753,28,-0.5831,20,-1.0549,37,-0.1252,27,-0.6211,33,-0.3349,36,-0.2007,56,0.50628,68,0.94330
ENSG00000169744,LDB2,8,-3.8744,124,0.03833,47,-1.4340,58,-1.1126,39,-1.7188,166,0.56049,113,-0.1138,247,1.16745,186,0.77785
ENSG00000151552,QDPR,748,1.97827,159,-0.6139,297,0.36616,119,-1.0433,150,-0.6982,111,-1.2314,254,0.12885,142,-0.7827,243,0.05356
ENSG00000002549,LAP3,17,-0.9552,21,-0.6257,39,0.29388,40,0.32814,87,1.65436,25,-0.3924,24,-0.5064,27,-0.2779,29,-0.1921
ENSG00000118579,MED28,31,-0.5650,46,0.07005,54,0.29609,42,-0.0901,53,0.29018,37,-0.3079,37,-0.2941,46,0.05542,56,0.41235
ENSG00000163257,DCAF16,52,0.72812,15,-1.1628,20,-0.7878,23,-0.5677,27,-0.3107,33,0.00904,19,-0.8757,74,1.33098,40,0.34031
ENSG00000178177,LCORL,50,1.48763,14,-0.5722,6,-1.7622,18,-0.2146,31,0.64628,31,0.74484,3,-2.6556,4,-2.4818,27,0.48012
ENSG00000145147,SLIT2,10,-1.8574,31,-0.2230,12,-1.6416,8,-2.2775,41,0.21814,38,0.09446,6,-2.8059,88,1.47468,77,1.46329
ENSG00000185774,KCNIP4,7,-3.8753,114,0.14021,57,-0.9300,38,-1.5137,47,-1.2250,106,0.02651,97,-0.1178,286,1.69536,148,0.63220
ENSG00000280650,KCNIP4-IT1,5,-2.6431,16,-1.0750,11,-1.5181,12,-1.4644,24,-0.4211,130,3.32271,13,-1.4126,9,-1.8427,11,-1.7349
ENSG00000109819,PPARGC1A,7,-2.0200,24,-0.1298,8,-1.6721,27,0.05553,13,-1.0198,18,-0.6291,18,-0.5907,11,-1.2678,76,2.18498
ENSG00000109606,DHX15,54,-0.0643,19,-1.6054,35,-0.7106,55,-0.0246,89,0.74629,49,-0.2098,66,0.28080,25,-1.2135,82,0.68563
ENSG00000181982,CCDC149,33,0.20295,23,-0.3729,32,0.12654,31,0.08916,39,0.44116,35,0.32953,20,-0.6418,21,-0.4936,31,0.09718
ENSG00000053900,ANAPC4,12,-1.1948,11,-1.2507,17,-0.6371,13,-1.0386,81,1.90177,27,0.04277,13,-1.1375,29,0.15303,36,0.56140
ENSG00000250317,SMIM20,7,-2.0398,33,0.25590,29,0.06435,41,0.60841,52,0.99605,16,-0.8627,28,-0.0310,30,0.09811,28,0.00313
ENSG00000168214,RBPJ,495,2.16401,90,-0.7088,91,-0.6920,83,-0.8264,190,0.46209,133,-0.1188,97,-0.6350,94,-0.6423,102,-0.5547
ENSG00000109689,STIM2,34,-0.3416,20,-1.1189,26,-0.7667,57,0.45114,49,0.22036,81,1.19203,26,-0.8170,29,-0.5892,42,-0.0354
ENSG00000169851,PCDH7,60,-2.0959,256,0.09021,92,-1.4639,143,-0.8031,136,-0.8867,416,1.00582,228,-0.0986,378,0.72102,273,0.21502
ENSG00000047365,ARAP2,396,2.30456,94,-0.1884,22,-2.3786,99,-0.1084,49,-1.1772,152,0.64819,48,-1.3000,85,-0.3411,65,-0.8180
ENSG00000065882,TBC1D1,9,-1.6171,22,-0.3041,18,-0.5985,25,-0.1132,38,0.55296,26,-0.0591,29,0.12113,21,-0.3486,39,0.69396
ENSG00000109787,KLF3,27,0.32333,18,-0.2523,29,0.42381,21,-0.0454,54,1.48708,18,-0.3106,24,0.14946,6,-1.7592,11,-1.0577
ENSG00000109790,KLHL5,106,1.71487,43,0.19939,18,-1.1528,35,-0.1361,34,-0.1866,33,-0.2723,52,0.54550,1,-4.5666,26,-0.6341
ENSG00000035928,RFC1,482,2.26403,115,-0.2095,47,-1.5577,139,0.08163,56,-1.2897,199,0.74917,55,-1.4203,43,-1.6799,95,-0.5403
ENSG00000163682,RPL9,1197,0.35096,1340,0.53372,1364,0.56283,1024,0.10153,742,-0.4018,594,-0.7994,1322,0.57447,859,-0.1742,582,-0.8311
ENSG00000163683,SMIM14,121,0.04585,167,0.55572,66,-0.8954,99,-0.2742,87,-0.4715,117,-0.0076,156,0.50131,64,-0.9308,132,0.19414
