Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000135900,MRPL44,25,-0.1738,27,-0.0122,37,0.49594,34,0.31979,10,-1.5825,30,0.16344,29,0.07876
ENSG00000135919,SERPINE2,143,-0.4291,247,0.53000,128,-0.6084,87,-1.2033,391,1.26786,90,-1.1492,178,-0.0953
ENSG00000036257,CUL3,116,0.21532,92,-0.1838,149,0.64259,119,0.26703,56,-0.9379,127,0.36610,81,-0.3973
ENSG00000135905,DOCK10,29,-0.5379,11,-2.1228,6,-2.7254,10,-2.1437,36,-0.2220,68,0.84272,100,1.99918
ENSG00000168958,MFF,92,-0.3641,128,0.18717,149,0.41732,97,-0.2758,92,-0.3586,118,0.03584,118,0.03939
ENSG00000173744,AGFG1,108,0.45339,67,-0.3752,80,-0.0410,59,-0.5092,83,0.02580,101,0.34586,86,0.09894
ENSG00000153820,SPHKAP,9,-0.6921,18,0.48384,21,0.65521,34,1.56680,9,-0.6440,8,-0.8584,4,-1.9373
ENSG00000153823,PID1,14,-1.1189,37,0.41682,44,0.66912,63,1.30412,28,-0.0562,23,-0.3937,9,-1.8463
ENSG00000187957,DNER,194,-0.5309,153,-0.9878,147,-0.9637,149,-0.9374,318,0.26216,419,0.72953,453,1.04512
ENSG00000153827,TRIP12,134,0.42334,94,-0.1740,116,0.18476,87,-0.2773,102,-0.0291,84,-0.3330,111,0.12103
ENSG00000163053,SLC16A14,14,0.41205,14,0.45423,25,1.43311,8,-0.4481,7,-0.6516,3,-1.7786,6,-0.9233
ENSG00000135899,SP110,16,-0.1156,6,-1.5973,1,-3.3666,8,-1.1333,52,1.97940,8,-1.1955,29,0.99281
ENSG00000067066,SP100,26,1.09487,7,-0.9684,1,-3.0104,7,-0.9876,17,0.41777,4,-1.8570,25,1.28726
ENSG00000135932,CAB39,83,-0.6137,170,0.64470,216,0.96024,148,0.31548,67,-0.9406,72,-0.8342,87,-0.5977
ENSG00000135916,ITM2C,541,-0.1992,711,0.28532,483,-0.3789,450,-0.4897,968,0.77113,534,-0.2176,554,-0.1816
ENSG00000204128,C2orf72,30,-0.1447,33,0.00777,29,-0.1605,19,-0.8273,36,0.14978,29,-0.1823,42,0.50051
ENSG00000261829,AC009407.1,6,-0.8440,17,1.01734,12,0.33019,6,-0.7706,8,-0.3162,3,-1.8210,11,0.13646
ENSG00000173692,PSMD1,274,0.74803,149,-0.2938,272,0.73583,194,0.16648,105,-0.8094,207,0.27220,114,-0.7593
ENSG00000115053,NCL,547,0.44876,228,-1.0440,366,-0.2083,487,0.25488,409,-0.0299,474,0.21171,506,0.36950
ENSG00000187514,PTMA,1593,0.00720,812,-1.1532,688,-1.3025,1182,-0.4691,1610,0.02397,1790,0.19791,2894,1.25442
ENSG00000156973,PDE6D,30,0.21675,29,0.21280,27,0.08280,26,-0.0252,23,-0.2067,15,-0.7985,27,0.09114
ENSG00000144524,COPS7B,18,-0.0966,21,0.19023,27,0.58027,18,-0.0671,14,-0.4968,12,-0.6769,20,0.07664
ENSG00000163273,NPPC,1,-3.2127,17,1.31497,12,0.46001,10,0.15555,2,-1.7865,6,-0.5465,8,-0.2989
ENSG00000144535,DIS3L2,6,-0.4251,5,-0.9526,9,0.09547,14,0.87868,3,-1.3403,4,-1.2031,15,1.11918
ENSG00000135930,EIF4E2,26,-0.8014,54,0.44019,68,0.77982,59,0.51825,43,0.01851,28,-0.6704,27,-0.8118
ENSG00000115468,EFHD1,113,-0.7258,31,-2.8018,20,-3.2888,43,-2.1810,159,-0.1969,391,1.35109,413,1.86972
ENSG00000204120,GIGYF2,54,0.29248,39,-0.2912,46,0.01719,58,0.40009,67,0.64632,21,-1.2024,43,-0.1136
ENSG00000182600,SNORC,145,-1.1103,148,-1.1815,73,-2.1347,117,-1.4329,1064,2.41687,270,-0.1407,344,0.29336
ENSG00000066248,NGEF,343,0.44791,370,0.68019,395,0.68928,275,0.07907,136,-1.0208,367,0.56259,49,-2.7033
ENSG00000085978,ATG16L1,22,0.10981,22,0.16534,30,0.61809,30,0.64168,13,-0.6651,11,-0.9274,16,-0.3843
ENSG00000077044,DGKD,4,-1.9934,15,-0.1527,12,-0.4520,7,-1.1771,14,-0.2263,15,-0.0874,31,1.38419
ENSG00000085982,USP40,22,0.53720,10,-0.8498,9,-0.8122,7,-1.1591,17,0.07548,19,0.32772,24,0.83864
ENSG00000188042,ARL4C,22,-1.3843,111,1.48127,73,0.45900,53,-0.0657,53,-0.0594,25,-1.2135,24,-1.3786
ENSG00000130147,SH3BP4,20,0.92792,8,-0.6216,2,-2.4873,3,-1.8623,13,0.14419,8,-0.4804,21,1.17788
ENSG00000157985,AGAP1,152,0.45819,57,-1.2116,57,-1.1070,137,0.28791,137,0.28585,113,-0.0339,164,0.68877
ENSG00000132321,IQCA1,13,-1.7706,32,-0.5169,28,-0.6936,42,-0.0613,71,0.83526,44,0.02442,63,0.74867
ENSG00000198612,COPS8,82,-0.3302,124,0.40510,162,0.80358,116,0.23189,74,-0.4883,114,0.19801,54,-1.0569
ENSG00000124831,LRRFIP1,143,1.50288,66,0.14852,69,0.20758,57,-0.1075,55,-0.1675,19,-1.7348,36,-0.9167
ENSG00000132329,RAMP1,53,-0.9382,124,0.46560,64,-0.6601,24,-2.1115,271,1.83425,42,-1.2880,86,-0.2159
ENSG00000184182,UBE2F,15,-1.3878,58,0.92392,37,0.05619,34,-0.0886,34,-0.1080,20,-0.9082,35,-0.0498
ENSG00000132330,SCLY,21,1.38067,6,-0.8659,5,-1.0217,4,-1.3355,5,-0.9643,8,-0.2412,15,0.96401
ENSG00000132323,ILKAP,53,0.03523,43,-0.3354,37,-0.5372,40,-0.4310,34,-0.6505,66,0.39482,76,0.73821
ENSG00000144485,HES6,49,-0.7539,63,-0.4168,31,-1.4578,49,-0.7418,100,0.38114,83,0.06663,138,1.13696
ENSG00000132326,PER2,80,1.44562,31,-0.2281,24,-0.5727,29,-0.3073,39,0.16518,41,0.25964,20,-0.9667
ENSG00000204104,TRAF3IP1,26,0.01948,37,0.73915,34,0.48265,27,0.10718,25,0.01690,9,-1.5380,16,-0.7672
ENSG00000065802,ASB1,16,-0.4199,14,-0.6555,22,0.07452,26,0.37309,18,-0.2690,30,0.60964,24,0.23163
ENSG00000068024,HDAC4,58,0.95995,27,-0.3397,36,0.16110,32,-0.0426,19,-0.8313,43,0.45686,26,-0.4069
ENSG00000130414,NDUFA10,162,0.01323,139,-0.2581,163,0.02443,168,0.06849,135,-0.2847,192,0.29121,174,0.15022
ENSG00000172428,COPS9,212,-1.0545,537,0.49168,476,0.22005,493,0.27757,493,0.27838,310,-0.4698,344,-0.3460
ENSG00000063660,GPC1,94,0.21915,106,0.48882,82,-0.0060,92,0.19060,89,0.13095,58,-0.5572,56,-0.6666
ENSG00000188542,DUSP28,11,-0.4318,24,0.91306,21,0.55161,16,0.10000,4,-1.8895,17,0.24619,9,-0.9269
ENSG00000142327,RNPEPL1,21,0.18266,16,-0.3378,16,-0.2996,15,-0.3628,21,0.14288,16,-0.2665,26,0.55165
ENSG00000142330,CAPN10,17,0.94566,12,0.43158,7,-0.4591,8,-0.2393,9,-0.0832,9,-0.1145,6,-0.8157
ENSG00000130294,KIF1A,468,0.42894,345,-0.0819,305,-0.2683,324,-0.1716,329,-0.1480,501,0.54429,315,-0.2479
ENSG00000162804,SNED1,4,-1.4176,9,-0.1643,2,-1.9732,1,-3.3575,32,2.13328,11,0.15641,10,0.08679
ENSG00000122085,MTERF4,30,-0.2690,32,-0.2120,34,-0.0737,35,-0.0335,29,-0.3605,50,0.53978,41,0.22752
ENSG00000115685,PPP1R7,100,-0.2044,150,0.54215,177,0.75055,120,0.09259,78,-0.5904,80,-0.5512,82,-0.5667
ENSG00000115677,HDLBP,97,-0.3262,108,-0.1608,126,0.10293,118,-0.0025,132,0.17137,150,0.38806,113,-0.0822
ENSG00000168385,SEPTIN2,355,0.07284,160,-1.2854,87,-2.0898,160,-1.1752,544,0.79229,451,0.47080,569,1.05376
ENSG00000006607,FARP2,18,0.49509,7,-0.9758,8,-0.8367,6,-1.0932,10,-0.4178,18,0.48438,22,1.02844
ENSG00000115694,STK25,82,-0.2225,112,0.33098,109,0.23302,90,-0.0692,53,-0.9016,123,0.43431,83,-0.2190
ENSG00000176720,BOK,40,-0.7766,10,-3.0144,7,-3.2190,26,-1.4495,31,-1.1644,83,0.38346,193,2.68661
ENSG00000176946,THAP4,39,0.31723,37,0.27106,31,-0.0688,28,-0.2156,48,0.64764,32,-0.0336,19,-0.9021
ENSG00000168397,ATG4B,48,0.50707,33,-0.1255,34,-0.0709,32,-0.1581,32,-0.1633,46,0.43112,30,-0.2856
ENSG00000168393,DTYMK,17,0.48358,12,-0.0674,6,-1.0565,7,-0.8730,11,-0.1285,4,-1.6716,21,1.07676
ENSG00000168395,ING5,34,0.53054,30,0.36454,28,0.20968,23,-0.1155,19,-0.3586,23,-0.0781,17,-0.6537
ENSG00000180902,D2HGDH,8,-0.6764,9,-0.5117,11,-0.1545,7,-0.7460,22,1.01409,17,0.55280,13,0.09390
ENSG00000224318,CHL1-AS2,8,-0.1154,12,0.52790,12,0.42729,10,0.09781,12,0.39510,3,-1.6142,7,-0.5582
ENSG00000134121,CHL1,250,0.45635,238,0.43638,431,1.43588,302,0.78205,80,-1.3363,100,-1.0010,33,-2.8086
ENSG00000144619,CNTN4,27,0.70894,24,0.58565,43,1.52244,31,0.93036,0,-4.4281,9,-0.9830,0,-5.0786
ENSG00000072756,TRNT1,6,-0.5561,7,-0.3409,9,0.21439,13,0.77024,4,-1.2072,17,1.14965,6,-0.5138
ENSG00000113851,CRBN,116,0.53427,89,0.10439,127,0.68515,87,0.05905,55,-0.6721,66,-0.3939,64,-0.4846
ENSG00000175928,LRRN1,3,-1.0065,12,1.45787,9,0.57327,3,-0.9445,7,0.20604,0,-6.0002,4,-0.6292
ENSG00000170364,SETMAR,9,-0.1962,9,-0.1743,11,0.24990,9,-0.1680,1,-2.5111,29,1.87052,6,-0.8733
ENSG00000150995,ITPR1,244,0.82365,210,0.66913,264,0.96546,266,0.97621,35,-2.2242,61,-1.3938,27,-2.7253
ENSG00000134107,BHLHE40,50,-0.1293,84,0.86903,72,0.46883,50,-0.1225,64,0.26490,20,-1.5460,32,-0.9043
ENSG00000134108,ARL8B,155,0.08548,165,0.20813,231,0.75189,204,0.53426,89,-0.8000,99,-0.6350,110,-0.5204
ENSG00000134109,EDEM1,12,-0.2275,15,0.15637,16,0.29728,16,0.26837,5,-1.4118,23,0.85553,10,-0.4936
ENSG00000196277,GRM7,0,-6.5575,22,2.12942,26,2.00639,6,-0.4012,0,-7.1524,0,-6.4397,0,-3.8077
ENSG00000071282,LMCD1,28,1.05090,11,-0.4921,9,-0.7412,8,-0.9090,19,0.33754,23,0.70167,13,-0.3023
ENSG00000196220,SRGAP3,71,0.70728,76,1.00861,63,0.50224,62,0.49898,33,-0.5416,9,-2.4833,13,-2.0633
ENSG00000206573,THUMPD3-AS1,47,0.74948,26,-0.2378,21,-0.5664,19,-0.6925,24,-0.3430,52,0.92678,27,-0.1929
ENSG00000134077,THUMPD3,37,-0.2128,43,0.05158,39,-0.1009,40,-0.0785,35,-0.2882,46,0.13301,47,0.22654
ENSG00000168137,SETD5,82,1.25026,31,-0.4644,26,-0.6550,47,0.27641,26,-0.6616,38,-0.0533,38,-0.0740
ENSG00000156959,LHFPL4,35,0.08254,56,1.10009,55,0.85966,41,0.35462,10,-1.8397,23,-0.5589,10,-1.9552
ENSG00000163719,MTMR14,42,1.11957,21,-0.0224,22,0.04537,16,-0.4239,17,-0.3774,16,-0.4748,19,-0.2191
ENSG00000144550,CPNE9,4,-1.1667,25,2.12775,21,1.31419,10,0.01734,0,-7.0095,0,-6.2600,1,-2.7799
ENSG00000156983,BRPF1,37,1.91350,11,-0.1921,8,-0.6845,7,-0.9826,15,0.26604,9,-0.5097,8,-0.8506
ENSG00000114026,OGG1,5,-1.0800,9,-0.3178,7,-0.6672,9,-0.2735,8,-0.5051,23,1.35327,13,0.35780
ENSG00000134072,CAMK1,138,1.15671,67,-0.0739,77,0.15556,75,0.11108,38,-0.9626,140,1.18977,14,-2.5917
ENSG00000171148,TADA3,61,0.19903,65,0.35217,48,-0.2035,54,-0.0118,67,0.33546,40,-0.4787,44,-0.3754
ENSG00000241553,ARPC4,151,0.56848,117,0.16450,125,0.24190,92,-0.2478,100,-0.1121,121,0.19837,71,-0.7185
ENSG00000214021,TTLL3,23,0.61820,11,-0.7061,11,-0.5194,6,-1.4994,23,0.59071,22,0.54012,18,0.26220
ENSG00000156990,RPUSD3,12,-0.7210,31,0.94002,36,1.01065,18,-0.0989,12,-0.7152,9,-1.1149,12,-0.7592
ENSG00000171135,JAGN1,14,-0.4636,21,0.19732,21,0.17382,14,-0.4784,21,0.16399,20,0.09584,19,0.01094
ENSG00000163703,CRELD1,41,0.31013,56,1.01994,66,1.13809,32,-0.1138,10,-1.8689,20,-0.7897,12,-1.7329
ENSG00000163704,PRRT3,35,1.05815,33,1.17409,22,0.29165,12,-0.6815,5,-1.8912,19,0.05925,4,-2.4822
ENSG00000125037,EMC3,96,-0.0043,92,-0.0760,138,0.60677,119,0.35149,67,-0.5558,115,0.29778,72,-0.5120
ENSG00000254999,BRK1,209,0.13895,245,0.46900,220,0.22550,222,0.23513,152,-0.3680,248,0.42319,93,-1.2387
ENSG00000134086,VHL,15,0.59229,6,-0.9575,3,-1.6757,8,-0.5121,14,0.38738,16,0.65354,14,0.51626
ENSG00000157014,TATDN2,42,0.26262,32,-0.2011,37,0.05273,33,-0.1325,30,-0.2777,74,1.23662,21,-0.9046
ENSG00000157020,SEC13,40,-0.3921,40,-0.4466,46,-0.2000,34,-0.6421,61,0.27190,96,1.06031,53,0.06029
ENSG00000157087,ATP2B2,239,0.19092,372,1.14776,444,1.26930,280,0.44951,72,-1.6780,93,-1.2819,22,-3.5607
ENSG00000132164,SLC6A11,0,-6.2296,16,1.90739,5,-0.3595,2,-1.3862,13,1.15117,2,-1.4269,2,-1.6231
ENSG00000157103,SLC6A1,140,-0.4933,262,0.62466,93,-1.1210,112,-0.8331,233,0.32740,198,0.06330,207,0.15722
ENSG00000196639,HRH1,11,0.34189,10,0.33597,14,0.84007,3,-1.4466,1,-2.3723,17,1.08309,5,-0.8291
ENSG00000197548,ATG7,9,-1.1635,34,1.04722,39,1.12068,22,0.17542,17,-0.2810,4,-2.3088,11,-1.0589
ENSG00000144560,VGLL4,33,-0.3331,59,0.68656,32,-0.3901,21,-1.0359,60,0.62111,37,-0.1667,35,-0.2963
ENSG00000157152,SYN2,289,0.19831,330,0.48862,405,0.77053,545,1.30654,95,-1.5273,220,-0.2463,45,-2.7933
ENSG00000075975,MKRN2,44,0.20860,53,0.60626,55,0.60757,49,0.39636,23,-0.8261,20,-1.0286,25,-0.7431
ENSG00000132155,RAF1,56,0.58500,38,-0.0266,38,-0.0429,28,-0.4961,32,-0.3112,35,-0.1744,42,0.16171
ENSG00000144712,CAND2,3,-2.0062,12,-0.0353,16,0.36724,19,0.73996,9,-0.5076,27,1.35195,6,-1.1010
ENSG00000144713,RPL32,747,-0.9683,1627,0.31024,1059,-0.4264,1487,0.11926,1953,0.57434,1203,-0.2235,1369,-0.0177
ENSG00000144711,IQSEC1,181,0.02261,259,0.73409,249,0.55591,260,0.62659,124,-0.5695,108,-0.7880,82,-1.3152
ENSG00000163517,HDAC11,74,-0.3306,37,-1.5263,35,-1.4797,53,-0.8570,76,-0.2816,169,1.05611,169,1.29632
ENSG00000163528,CHCHD4,11,-0.6325,23,0.68901,19,0.28256,26,0.76686,18,0.18272,7,-1.1975,9,-0.9773
ENSG00000170876,TMEM43,42,0.69503,25,-0.2148,26,-0.1095,11,-1.3839,26,-0.1398,44,0.75075,26,-0.1134
ENSG00000154767,XPC,57,1.25341,14,-1.0696,12,-1.1894,18,-0.6756,21,-0.3919,24,-0.2233,42,0.86556
ENSG00000170860,LSM3,77,-0.8856,141,0.07481,150,0.16031,153,0.19379,151,0.17295,139,0.04004,134,-0.0164
ENSG00000131389,SLC6A6,22,-0.0522,13,-0.9142,13,-0.9346,13,-0.9155,14,-0.7505,47,1.21221,36,0.87291
ENSG00000154781,CCDC174,48,1.81751,6,-1.6363,15,-0.1987,17,-0.0223,10,-0.8162,12,-0.4928,19,0.25541
ENSG00000225733,FGD5-AS1,110,-0.2255,115,-0.1684,85,-0.6191,105,-0.2871,109,-0.2309,140,0.16610,178,0.67515
ENSG00000177463,NR2C2,29,-0.4739,51,0.51838,36,-0.1364,66,0.89840,25,-0.6760,32,-0.2963,30,-0.4699
ENSG00000131368,MRPS25,36,-0.1245,63,0.96682,61,0.74264,43,0.15319,24,-0.7682,10,-1.9839,25,-0.7550
ENSG00000131381,RBSN,64,-0.2956,88,0.26593,65,-0.2680,83,0.12784,55,-0.5099,85,0.16367,81,0.09768
ENSG00000131375,CAPN7,20,0.61321,7,-1.0499,11,-0.3510,23,0.84651,14,-0.0019,12,-0.2102,14,0.12024
ENSG00000131370,SH3BP5,245,0.73288,86,-1.0529,119,-0.4512,154,-0.0408,81,-1.0382,290,1.03073,181,0.25327
ENSG00000206562,METTL6,6,-0.8213,9,-0.3218,14,0.44216,14,0.47924,13,0.28617,12,0.18971,9,-0.2173
ENSG00000144597,EAF1,49,0.22650,45,0.09647,52,0.33056,30,-0.5376,25,-0.8483,71,0.86428,33,-0.4497
ENSG00000131373,HACL1,27,0.33589,27,0.36091,33,0.63001,18,-0.3286,19,-0.2652,15,-0.5992,17,-0.4572
ENSG00000169814,BTD,7,-0.7394,4,-1.5435,9,-0.2933,8,-0.5345,25,1.33887,16,0.56544,14,0.39239
ENSG00000206560,ANKRD28,49,-0.1579,40,-0.5116,34,-0.7130,47,-0.2176,54,-0.0088,74,0.51142,74,0.60308
ENSG00000131386,GALNT15,27,-1.0160,4,-3.8026,5,-3.4290,12,-2.2041,138,1.73034,51,-0.0336,113,1.70254
ENSG00000154813,DPH3,11,-0.8190,29,0.85749,34,0.98762,13,-0.5599,17,-0.1218,5,-1.8791,15,-0.3798
ENSG00000154814,OXNAD1,3,-1.3590,6,-0.4618,16,1.06290,12,0.63632,8,-0.0910,1,-2.7892,11,0.50984
ENSG00000131378,RFTN1,15,-0.5059,36,1.12956,42,1.20584,17,-0.2780,17,-0.3081,11,-1.0191,6,-1.9835
ENSG00000154822,PLCL2,48,0.40599,43,0.24941,45,0.31590,56,0.66481,11,-1.8918,71,1.09167,10,-2.1270
ENSG00000131374,TBC1D5,60,-0.0449,63,0.03856,56,-0.1392,52,-0.2746,59,-0.0726,52,-0.2624,74,0.36402
ENSG00000182568,SATB1,53,-0.4751,100,0.65142,150,1.27941,104,0.62816,30,-1.3582,40,-0.9008,33,-1.3028
ENSG00000183960,KCNH8,15,-0.6616,2,-3.4670,3,-3.0770,5,-2.1347,9,-1.3657,35,0.72152,66,2.65096
ENSG00000144566,RAB5A,99,-0.4067,109,-0.2861,131,0.03896,156,0.32278,126,-0.0289,81,-0.7242,170,0.55391
ENSG00000114166,KAT2B,58,-0.2155,38,-0.9510,13,-2.4055,37,-0.9188,127,1.09573,62,-0.1268,113,1.07312
ENSG00000151789,ZNF385D,22,-0.9398,56,0.59152,67,0.81591,109,1.73362,14,-1.6020,18,-1.2487,13,-1.8307
ENSG00000182247,UBE2E2,54,0.02865,73,0.61051,78,0.63114,61,0.22794,33,-0.7335,18,-1.6605,44,-0.3288
ENSG00000170142,UBE2E1,36,-1.3613,81,-0.1263,87,0.00301,81,-0.1120,89,0.02483,72,-0.2953,128,0.75881
ENSG00000197885,NKIRAS1,23,-1.1743,58,0.32319,103,1.29201,77,0.75167,27,-0.9361,30,-0.7705,32,-0.7365
ENSG00000174748,RPL15,683,-0.5356,1087,0.24267,885,-0.1258,1096,0.22268,1162,0.31950,1037,0.13257,785,-0.3565
ENSG00000174738,NR1D2,37,-0.2472,60,0.66077,64,0.67528,56,0.43399,28,-0.6924,19,-1.2380,31,-0.5787
ENSG00000151090,THRB,58,0.25848,76,0.85316,95,1.12645,81,0.82699,19,-1.4336,12,-2.1493,13,-2.1126
ENSG00000077097,TOP2B,164,0.04600,155,-0.0538,178,0.18365,178,0.18274,133,-0.2841,182,0.22190,144,-0.1840
ENSG00000151092,NGLY1,12,-0.2457,19,0.57580,20,0.65676,16,0.28435,3,-2.0241,13,-0.0609,10,-0.4558
ENSG00000179796,LRRC3B,15,0.20637,17,0.47865,11,-0.2329,8,-0.6738,22,0.89668,12,-0.1335,7,-0.9438
ENSG00000033867,SLC4A7,106,1.17731,57,0.12579,57,0.12466,119,1.39705,26,-1.1215,11,-2.2953,22,-1.4414
ENSG00000187118,CMC1,19,-0.2652,34,0.84576,29,0.43395,36,0.80168,5,-2.2095,12,-0.8809,15,-0.6585
ENSG00000163512,AZI2,52,-0.7607,90,0.12664,77,-0.1461,148,0.94554,60,-0.5277,60,-0.5387,91,0.13638
ENSG00000144642,RBMS3,30,0.81285,15,-0.3371,6,-1.6765,20,0.09403,24,0.39701,3,-2.7472,27,0.72347
ENSG00000163513,TGFBR2,8,-0.9613,10,-0.6854,2,-2.6929,15,0.00694,36,1.52080,5,-1.4774,23,0.92254
ENSG00000163527,STT3B,78,0.42442,38,-0.7892,61,0.01748,99,0.84078,40,-0.6259,65,0.12258,61,0.01908
ENSG00000144645,OSBPL10,9,-0.1093,13,0.52161,17,0.82941,16,0.73120,5,-0.9134,7,-0.5909,5,-1.1676
ENSG00000152642,GPD1L,23,-0.7947,57,0.80884,88,1.45551,48,0.37698,15,-1.3918,18,-1.1442,18,-1.2799
ENSG00000091317,CMTM6,11,-0.8512,14,-0.5077,9,-1.2033,10,-0.9960,40,1.26079,6,-1.7311,34,1.16588
ENSG00000144635,DYNC1LI1,57,-0.3335,83,0.29475,132,1.06179,84,0.28137,33,-1.1963,50,-0.5512,57,-0.3697
ENSG00000182973,CNOT10,10,-0.1128,8,-0.4788,12,0.19071,14,0.39883,10,-0.1296,7,-0.6658,14,0.47559
ENSG00000170266,GLB1,21,0.47082,20,0.44370,15,-0.1182,13,-0.3484,22,0.53936,11,-0.5617,10,-0.7177
ENSG00000170275,CRTAP,31,-0.5516,34,-0.4747,26,-0.8103,36,-0.3027,75,0.89831,33,-0.4688,64,0.72346
ENSG00000173705,SUSD5,15,0.42513,15,0.59923,14,0.36942,11,0.02257,12,0.08970,7,-0.6847,5,-1.1659
ENSG00000153558,FBXL2,16,-0.3751,33,0.94236,65,2.08126,25,0.33198,0,-5.6623,9,-1.2045,2,-3.6788
ENSG00000153560,UBP1,68,0.67965,54,0.34200,67,0.65918,52,0.22646,19,-1.2968,51,0.18655,20,-1.3320
ENSG00000163539,CLASP2,211,-0.1383,214,-0.1327,312,0.50336,231,0.01043,89,-1.4654,241,0.07920,278,0.36499
ENSG00000170248,PDCD6IP,53,-0.1179,51,-0.1997,82,0.58722,91,0.76752,26,-1.2128,50,-0.2099,56,-0.0589
ENSG00000172995,ARPP21,391,1.33521,207,0.25482,233,0.41524,81,-1.2406,63,-1.6281,356,1.16077,45,-2.2793
ENSG00000178567,EPM2AIP1,123,0.52523,82,-0.1486,125,0.55206,119,0.46626,48,-0.9792,88,-0.0281,69,-0.4635
ENSG00000076242,MLH1,24,-0.0647,19,-0.4347,30,0.30923,13,-0.9805,28,0.19962,47,1.09777,21,-0.2989
ENSG00000093167,LRRFIP2,64,0.44702,37,-0.5110,40,-0.3015,38,-0.3935,44,-0.1512,58,0.27737,61,0.41382
ENSG00000144674,GOLGA4,365,1.02822,79,-1.5645,139,-0.5718,282,0.57670,157,-0.3783,129,-0.6911,282,0.68306
ENSG00000144677,CTDSPL,32,0.32696,29,0.20193,25,-0.0804,19,-0.4650,33,0.39674,32,0.32276,18,-0.6745
ENSG00000136059,VILL,6,-0.5315,16,1.05182,10,0.15075,12,0.40444,13,0.58369,3,-1.5343,3,-1.6125
ENSG00000187091,PLCD1,10,-0.5564,9,-0.7179,4,-1.8668,5,-1.6182,38,1.66759,7,-1.1622,24,1.00398
ENSG00000060971,ACAA1,59,-0.1024,60,-0.1054,47,-0.4656,46,-0.5042,77,0.31056,69,0.14340,76,0.34553
ENSG00000172939,OXSR1,23,0.57397,14,-0.2575,24,0.63818,19,0.29749,8,-0.9976,17,0.06568,13,-0.3843
ENSG00000114739,ACVR2B,8,0.27430,8,0.19005,9,0.35483,7,0.08528,6,-0.2066,6,-0.1761,5,-0.4740
ENSG00000157036,EXOG,5,-1.2104,13,0.13967,11,-0.1685,17,0.54606,5,-1.2167,20,0.81005,12,0.01576
ENSG00000114742,WDR48,49,0.36459,43,0.16766,45,0.20878,45,0.23660,29,-0.4594,31,-0.3680,34,-0.2642
ENSG00000114745,GORASP1,50,0.22841,32,-0.5593,34,-0.4135,31,-0.5193,48,0.15302,70,0.80088,48,0.16800
ENSG00000144655,CSRNP1,65,0.59463,29,-0.7499,27,-0.8099,15,-1.6877,83,1.01711,79,0.92339,40,-0.2058
ENSG00000168329,CX3CR1,11,-1.2645,13,-1.1898,3,-2.8592,8,-1.7058,79,2.02566,18,-0.5575,43,1.03840
ENSG00000144659,SLC25A38,18,-0.3390,28,0.40561,35,0.72652,28,0.37072,11,-1.0731,26,0.23930,14,-0.8076
ENSG00000168028,RPSA,477,-0.5738,781,0.24732,567,-0.3019,669,-0.0374,811,0.27687,577,-0.2742,750,0.17144
ENSG00000168314,MOBP,685,-0.8452,51,-4.8523,55,-4.5490,372,-1.7717,989,-0.2701,2325,1.17970,3002,2.21359
ENSG00000170011,MYRIP,16,-0.6486,30,0.34999,43,0.91196,62,1.58088,19,-0.3828,2,-3.7252,11,-1.3661
ENSG00000114784,EIF1B,66,-1.5148,219,0.41586,262,0.66426,160,-0.1526,99,-0.9027,128,-0.5040,216,0.38715
ENSG00000223797,ENTPD3-AS1,8,-0.9863,6,-1.5677,7,-1.1543,10,-0.7734,22,0.53776,40,1.57899,22,0.62543
ENSG00000168032,ENTPD3,12,-0.0384,26,1.64372,32,1.72211,11,-0.0921,2,-2.6044,0,-6.4775,0,-7.7354
ENSG00000188846,RPL14,311,-1.0157,820,0.62848,489,-0.3132,695,0.25617,718,0.31081,523,-0.2062,487,-0.3597
ENSG00000172888,ZNF621,14,0.41138,6,-0.9749,1,-3.2460,9,-0.1984,18,0.83849,11,0.00424,16,0.75432
ENSG00000168036,CTNNB1,129,-0.4662,195,0.22248,175,0.01406,168,-0.0452,169,-0.0409,136,-0.3899,196,0.23357
ENSG00000182606,TRAK1,33,-0.7934,73,0.55910,83,0.71356,78,0.58793,54,-0.0041,21,-1.4918,38,-0.6413
ENSG00000187094,CCK,1069,0.21445,1518,0.97437,2240,1.53055,1311,0.55691,240,-2.0928,344,-1.5547,100,-3.5456
ENSG00000114812,VIPR1,69,1.94569,18,-0.5034,17,-0.5031,42,0.99335,5,-2.1607,36,0.69934,3,-3.1584
ENSG00000093183,SEC22C,37,-0.6334,38,-0.6483,44,-0.3566,46,-0.2775,61,0.17438,60,0.14646,86,0.87392
ENSG00000008324,SS18L2,59,-0.0138,89,0.80270,75,0.39562,40,-0.6283,34,-0.8648,76,0.40452,36,-0.8724
ENSG00000114857,NKTR,324,2.09304,47,-1.3474,42,-1.3865,82,-0.3674,93,-0.1693,40,-1.4549,127,0.39888
ENSG00000230084,AC006059.1,21,-0.2631,7,-1.9352,9,-1.4605,15,-0.8187,21,-0.2722,32,0.41816,56,1.74740
