Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to10,Feature log2 fold change topic 7to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000124802,EEF1E1,63,-0.0595,61,-0.1083,75,0.28702,76,0.35223,26,-1.4059,40,-0.7470
ENSG00000124786,SLC35B3,14,-0.3990,16,-0.2825,19,0.00943,19,0.03444,15,-0.3325,31,0.80510
ENSG00000111845,PAK1IP1,35,0.31705,11,-1.4960,25,-0.2332,35,0.46823,32,0.19701,37,0.41154
ENSG00000111843,TMEM14C,77,-0.3831,93,-0.0947,91,-0.1309,113,0.30942,100,0.03056,90,-0.1404
ENSG00000137210,TMEM14B,75,-0.4653,107,0.08896,93,-0.1705,120,0.36601,84,-0.3016,90,-0.1911
ENSG00000224531,SMIM13,107,-0.1546,91,-0.4387,153,0.50867,143,0.42086,45,-1.4732,59,-1.0682
ENSG00000205269,TMEM170B,45,-0.3302,62,0.20561,77,0.68231,52,-0.1493,45,-0.3256,12,-2.2871
ENSG00000095951,HIVEP1,69,1.56951,31,0.25885,20,-0.5560,25,-0.1176,18,-0.6314,12,-1.1748
ENSG00000112137,PHACTR1,168,-0.0341,237,0.57816,177,0.06355,191,0.23675,89,-1.0016,33,-2.4828
ENSG00000145979,TBC1D7,16,-1.0675,24,-0.4391,29,-0.1846,49,1.09700,20,-0.6798,12,-1.4318
ENSG00000145990,GFOD1,122,0.03121,137,0.24080,181,0.85957,100,-0.3668,70,-0.8308,27,-2.2353
ENSG00000124523,SIRT5,31,-0.0395,24,-0.4799,33,0.08492,41,0.59958,24,-0.3859,13,-1.2826
ENSG00000225921,NOL7,111,-0.4707,136,-0.1684,114,-0.5057,157,0.10044,229,0.68421,217,0.59586
ENSG00000010017,RANBP9,94,-0.1203,105,0.05823,115,0.22785,119,0.34158,64,-0.7243,36,-1.5699
ENSG00000050393,MCUR1,52,0.02055,56,0.16828,44,-0.2682,55,0.15314,51,-0.0092,46,-0.1623
ENSG00000112149,CD83,7,-2.1371,34,0.26071,29,0.00410,44,1.02692,7,-2.1042,3,-3.0916
ENSG00000008083,JARID2,11,-0.7765,22,0.31143,26,0.68657,14,-0.4884,6,-1.6411,25,0.45096
ENSG00000047579,DTNBP1,13,-2.0591,67,0.47814,84,1.06480,42,-0.3919,20,-1.3866,25,-1.1099
ENSG00000007944,MYLIP,25,0.47855,14,-0.3775,16,-0.2797,16,-0.2249,12,-0.6109,40,1.30018
ENSG00000124788,ATXN1,63,-0.4845,109,0.42605,80,-0.1364,90,0.10891,77,-0.1688,72,-0.2863
ENSG00000112186,CAP2,471,1.03881,189,-0.4637,360,0.76157,235,-0.1220,92,-1.5075,27,-3.3069
ENSG00000137414,FAM8A1,31,-0.7999,38,-0.5306,55,0.08886,63,0.42427,55,0.06393,50,-0.0894
ENSG00000124789,NUP153,27,-0.1391,38,0.43992,35,0.37347,25,-0.3372,20,-0.5974,24,-0.3056
ENSG00000137177,KIF13A,12,-1.0100,24,-0.0429,19,-0.4714,9,-1.7760,54,1.30011,86,2.16843
ENSG00000137364,TPMT,29,-0.8034,79,0.86190,70,0.73465,40,-0.4402,14,-1.8509,19,-1.4013
ENSG00000165097,KDM1B,14,-0.1039,12,-0.3258,24,0.98488,8,-1.0972,13,-0.2004,22,0.64101
ENSG00000124795,DEK,155,0.06533,135,-0.1742,82,-1.0653,125,-0.3593,312,1.21147,306,1.18020
ENSG00000172201,ID4,23,-0.8627,22,-1.0452,13,-1.9448,16,-1.7356,290,3.91137,38,-0.1417
ENSG00000112242,E2F3,14,-0.2974,13,-0.4705,33,1.50138,12,-0.6893,16,-0.1106,1,-4.1388
ENSG00000124766,SOX4,14,-0.2158,26,0.90983,11,-0.6110,12,-0.5000,26,0.82773,14,-0.1650
ENSG00000272168,CASC15,35,0.13966,41,0.42739,27,-0.2940,37,0.34328,14,-1.2060,22,-0.5829
ENSG00000152954,NRSN1,144,-0.1817,179,0.17305,119,-0.5682,237,0.92396,83,-1.0184,55,-1.6330
ENSG00000124532,MRS2,19,-0.8129,32,-0.0344,40,0.42667,38,0.37519,15,-1.1814,18,-0.9122
ENSG00000112294,ALDH5A1,65,-0.1270,89,0.39253,77,0.14671,71,0.00712,83,0.23836,12,-2.6401
ENSG00000137261,KIAA0319,45,0.63633,13,-1.2979,32,0.12206,40,0.69809,26,-0.2205,5,-2.6249
ENSG00000111802,TDP2,47,-0.3377,43,-0.5058,70,0.36532,71,0.45658,28,-1.0981,43,-0.4757
ENSG00000112304,ACOT13,51,-0.4188,52,-0.4126,69,0.04456,86,0.56439,63,-0.1017,37,-0.8923
ENSG00000112308,C6orf62,101,-0.4513,127,-0.1130,134,-0.0269,146,0.16430,178,0.43747,108,-0.3549
ENSG00000112312,GMNN,22,-0.0395,19,-0.2741,16,-0.6095,16,-0.6268,84,2.28636,12,-0.9247
ENSG00000111913,RIPOR2,64,1.23755,28,-0.1042,33,0.18011,25,-0.3800,37,0.34072,4,-2.9447
ENSG00000079691,CARMIL1,18,-0.4531,33,0.54492,20,-0.3691,25,0.06460,44,0.98095,3,-3.0014
ENSG00000187837,HIST1H1C,16,0.07957,25,0.87192,5,-1.6972,10,-0.8412,30,1.10616,31,1.16515
ENSG00000197061,HIST1H4C,247,0.04334,262,0.15061,178,-0.5481,313,0.61926,203,-0.2648,122,-1.0420
ENSG00000180573,HIST1H2AC,7,-1.4462,7,-1.5216,3,-2.8921,7,-1.6861,44,1.35098,126,3.67274
ENSG00000168298,HIST1H1E,45,1.51489,14,-0.3747,10,-0.9872,15,-0.4146,23,0.38782,30,0.80578
ENSG00000112763,BTN2A1,35,0.41465,24,-0.1388,35,0.55589,26,-0.0769,15,-0.8535,12,-1.1317
ENSG00000182952,HMGN4,22,-0.4158,23,-0.3469,31,0.18037,33,0.36172,26,-0.1434,20,-0.5374
ENSG00000146109,ABT1,11,-0.5319,14,-0.2292,28,1.22058,14,-0.2519,1,-3.6972,10,-0.6371
ENSG00000181315,ZNF322,13,-0.2349,17,0.22663,13,-0.3021,15,0.02862,9,-0.7041,25,0.78261
ENSG00000096654,ZNF184,10,-0.9110,7,-1.5227,52,2.69236,8,-1.4748,6,-1.7486,6,-1.7114
ENSG00000269293,ZSCAN16-AS1,50,-0.5086,102,0.71544,55,-0.4079,58,-0.3497,45,-0.6672,129,1.02370
ENSG00000197062,ZSCAN26,21,0.42372,20,0.35578,17,0.12812,13,-0.4542,16,0.02045,13,-0.3011
ENSG00000235109,ZSCAN31,20,-0.0380,16,-0.4512,21,0.06040,21,-0.0196,12,-0.8705,39,1.01761
ENSG00000204713,TRIM27,41,0.04857,32,-0.3391,53,0.59978,31,-0.4624,54,0.48527,30,-0.4409
ENSG00000204681,GABBR1,305,0.07893,321,0.17266,327,0.23422,277,-0.1038,342,0.25800,108,-1.4974
ENSG00000204655,MOG,75,0.18810,3,-4.3618,0,-7.4424,8,-3.4653,67,0.00128,617,5.18555
ENSG00000206503,HLA-A,59,-0.3999,124,0.89229,40,-1.1394,53,-0.7329,204,1.64386,74,-0.0468
ENSG00000204619,PPP1R11,69,-0.0488,82,0.24477,72,0.00504,82,0.28791,38,-0.9627,46,-0.6894
ENSG00000234127,TRIM26,19,0.41693,9,-0.8123,20,0.59322,12,-0.4368,20,0.48255,13,-0.2186
ENSG00000231074,HCG18,99,1.16401,45,-0.1348,39,-0.4263,42,-0.3122,60,0.33335,51,0.08730
ENSG00000241370,RPP21,62,0.07014,74,0.38032,59,-0.0039,55,-0.1510,44,-0.4588,60,0.01846
ENSG00000204592,HLA-E,11,-2.4491,68,0.22834,16,-2.1343,25,-1.5951,335,3.25388,84,0.54071
ENSG00000204590,GNL1,112,0.13028,103,0.01057,107,0.07309,116,0.27295,69,-0.6076,61,-0.8103
ENSG00000204574,ABCF1,129,0.68760,48,-0.9329,77,-0.1592,89,0.13017,91,0.12849,104,0.34497
ENSG00000204569,PPP1R10,47,0.55278,21,-0.7304,29,-0.2103,29,-0.2583,63,1.05474,39,0.24804
ENSG00000204568,MRPS18B,69,0.30425,41,-0.5488,50,-0.2443,51,-0.2506,95,0.81778,86,0.65456
ENSG00000137343,ATAT1,42,0.27708,40,0.22724,34,-0.0574,34,-0.0610,23,-0.6142,37,0.09320
ENSG00000204564,C6orf136,25,-1.1277,44,-0.2923,67,0.49016,62,0.37115,37,-0.5565,31,-0.7933
ENSG00000204560,DHX16,21,0.26747,17,-0.0499,15,-0.2894,16,-0.1582,26,0.64100,19,0.14915
ENSG00000196230,TUBB,426,0.47887,216,-0.6318,253,-0.4109,444,0.81853,279,-0.1935,115,-1.5289
ENSG00000137312,FLOT1,227,0.47582,119,-0.5846,169,0.00653,199,0.36807,127,-0.4453,130,-0.4002
ENSG00000204580,DDR1,20,-1.1942,25,-0.8922,12,-2.1280,8,-2.9365,171,2.40749,214,2.91627
ENSG00000137411,VARS2,11,-0.6117,17,0.03913,14,-0.3579,16,-0.0648,33,1.12037,16,-0.0931
ENSG00000204525,HLA-C,62,-0.1682,73,0.11504,14,-2.6144,64,-0.1388,244,2.19672,73,0.10439
ENSG00000234745,HLA-B,102,-0.0577,149,0.61420,35,-1.8901,64,-0.9709,401,2.33819,107,0.02395
ENSG00000198563,DDX39B,94,0.11890,89,0.03325,74,-0.3030,84,-0.0818,112,0.40986,103,0.27243
ENSG00000213760,ATP6V1G2,203,-0.6630,328,0.09290,395,0.47738,376,0.43402,101,-1.7060,84,-1.9713
ENSG00000204498,NFKBIL1,8,-0.6616,14,0.04910,12,-0.1199,14,0.13294,20,0.61248,10,-0.4273
ENSG00000204469,PRRC2A,42,-0.7352,79,0.26455,66,-0.0458,65,-0.1092,82,0.29630,76,0.17832
ENSG00000204463,BAG6,46,-0.7775,96,0.39700,78,0.02538,79,0.05279,59,-0.3957,75,-0.0307
ENSG00000204438,GPANK1,12,-0.7244,20,0.09270,19,0.04893,17,-0.2162,22,0.19667,28,0.59041
ENSG00000204435,CSNK2B,90,-0.1672,74,-0.5015,107,0.13254,107,0.14514,78,-0.3793,135,0.47708
ENSG00000204427,ABHD16A,51,-0.1773,55,-0.0591,67,0.29603,62,0.17023,38,-0.6225,40,-0.5534
ENSG00000204394,VARS,14,-1.1441,23,-0.4617,34,0.25948,35,0.32918,37,0.33729,21,-0.5192
ENSG00000204392,LSM2,8,-1.9933,38,0.35549,28,-0.1950,24,-0.4984,47,0.65065,61,1.08955
ENSG00000204389,HSPA1A,83,-0.3841,61,-0.9247,83,-0.4539,73,-0.7386,208,1.09152,322,1.88217
ENSG00000204388,HSPA1B,118,0.26792,58,-0.8925,82,-0.3509,94,-0.1248,124,0.34294,215,1.26314
ENSG00000204387,SNHG32,59,-0.4654,92,0.26179,71,-0.2014,59,-0.5816,97,0.31835,160,1.14952
ENSG00000204386,NEU1,45,0.52013,29,-0.1482,28,-0.2540,39,0.44575,32,0.00068,9,-1.8352
ENSG00000204371,EHMT2,33,-0.0939,35,0.00901,50,0.74736,23,-0.7882,32,-0.1512,40,0.20725
ENSG00000204356,NELFE,52,-0.0613,38,-0.6027,47,-0.2628,53,-0.0285,76,0.53644,92,0.84813
ENSG00000204351,SKIV2L,22,0.02651,23,0.09433,24,0.16924,20,-0.2147,23,0.05127,21,-0.0746
ENSG00000204344,STK19,15,0.02033,12,-0.3157,16,0.21893,16,0.23405,15,0.02533,7,-1.0293
ENSG00000204314,PRRT1,105,0.42835,68,-0.2767,136,1.15045,63,-0.4716,40,-1.0694,16,-2.3518
ENSG00000221988,PPT2,11,-0.2371,15,0.20458,14,0.15362,14,0.24120,4,-1.6390,11,-0.2552
ENSG00000204310,AGPAT1,76,-0.2590,104,0.27483,97,0.16127,85,-0.1109,80,-0.1704,77,-0.2323
ENSG00000204308,RNF5,90,0.41915,67,-0.0415,54,-0.4388,65,-0.1307,85,0.33183,96,0.52038
ENSG00000196126,HLA-DRB1,15,-0.0351,22,0.65201,11,-0.5744,9,-0.9576,34,1.28489,20,0.44892
ENSG00000204267,TAP2,10,-0.4450,14,-0.0201,8,-0.9966,17,0.49901,28,1.14149,8,-0.8370
ENSG00000204256,BRD2,78,0.33284,50,-0.4021,60,-0.1064,57,-0.2076,84,0.45580,88,0.53477
ENSG00000204231,RXRB,39,-0.8138,61,-0.1583,72,0.15560,74,0.21591,73,0.14327,56,-0.2840
ENSG00000112473,SLC39A7,22,0.08282,17,-0.3079,18,-0.2673,19,-0.1742,31,0.62392,32,0.66870
ENSG00000204227,RING1,29,-0.6150,40,-0.1104,46,0.12123,44,0.05169,44,0.02034,50,0.22136
ENSG00000223501,VPS52,50,0.77806,24,-0.4295,35,0.24645,29,-0.1173,30,-0.0606,21,-0.5948
ENSG00000231500,RPS18,673,-0.5468,1467,0.77699,724,-0.5146,720,-0.5798,1421,0.63418,1410,0.62129
ENSG00000227057,WDR46,14,-0.7566,25,0.18650,26,0.30758,26,0.30262,11,-1.0931,13,-0.8143
ENSG00000204220,PFDN6,48,-0.9683,80,-0.1988,108,0.35278,102,0.27729,52,-0.8328,90,-0.0109
ENSG00000237441,RGL2,24,0.68510,18,0.21195,10,-0.8022,13,-0.3312,23,0.62157,22,0.54097
ENSG00000231925,TAPBP,35,-0.6973,60,0.14054,59,0.13151,50,-0.2078,93,0.83509,38,-0.5855
ENSG00000204209,DAXX,20,-0.3129,20,-0.3107,21,-0.2675,22,-0.1784,49,1.11384,31,0.37183
ENSG00000112511,PHF1,36,0.29005,28,-0.1486,32,0.11981,30,0.00085,25,-0.2937,28,-0.0894
ENSG00000112514,CUTA,238,0.09082,200,-0.2001,235,0.09094,233,0.07856,195,-0.2196,225,0.00290
ENSG00000197283,SYNGAP1,36,0.41122,28,0.02331,41,0.78470,19,-0.7004,36,0.41047,5,-2.5433
ENSG00000137288,UQCC2,69,-0.2726,112,0.54467,68,-0.3596,85,0.06401,71,-0.2301,82,-0.0108
ENSG00000161904,LEMD2,4,-1.9631,14,-0.1061,18,0.40743,13,-0.2485,14,-0.0803,25,0.82330
ENSG00000137309,HMGA1,43,0.35520,48,0.58501,38,0.21839,29,-0.3310,29,-0.2795,13,-1.4828
ENSG00000186577,SMIM29,99,0.13182,98,0.12891,86,-0.1019,109,0.40700,65,-0.5192,38,-1.3397
ENSG00000272325,NUDT3,307,0.40189,265,0.18511,214,-0.2027,237,-0.0088,268,0.18359,164,-0.5788
ENSG00000124614,RPS10,174,-1.0048,512,0.77376,289,-0.2759,297,-0.2493,376,0.18086,388,0.23197
ENSG00000124507,PACSIN1,108,-0.6201,218,0.54072,212,0.56117,164,0.03980,71,-1.2395,24,-2.8394
ENSG00000196821,ILRUN,49,-0.4638,88,0.51086,66,-0.0055,69,0.10965,56,-0.2357,35,-0.9480
ENSG00000124562,SNRPC,53,-0.6105,79,-8.1269,93,0.31308,76,-0.0942,71,-0.1645,86,0.12670
ENSG00000064995,TAF11,38,-0.1115,35,-0.2521,46,0.26259,41,0.04169,27,-0.6222,48,0.24732
ENSG00000064999,ANKS1A,28,-0.0341,38,0.54682,17,-0.8833,36,0.58233,28,-0.0247,10,-1.5987
ENSG00000112033,PPARD,16,0.39544,15,0.33115,14,0.33411,9,-0.6179,10,-0.2207,11,-0.0999
ENSG00000198755,RPL10A,403,-0.4147,849,0.87831,388,-0.5595,487,-0.1642,548,0.06568,552,0.07669
ENSG00000096060,FKBP5,12,-0.6803,8,-1.3191,5,-2.1416,17,-0.2100,87,2.77209,26,0.54323
ENSG00000096063,SRPK1,80,0.74803,29,-0.8946,68,0.60933,55,0.19759,17,-1.5880,24,-1.1430
ENSG00000112062,MAPK14,46,0.12834,37,-0.2266,57,0.59693,44,0.08445,25,-0.8081,16,-1.4298
ENSG00000156711,MAPK13,18,0.01941,13,-0.4198,25,0.73726,21,0.36560,3,-2.4289,4,-2.1566
ENSG00000096070,BRPF3,71,0.70784,46,0.00244,57,0.44537,42,-0.1785,27,-0.8093,19,-1.2885
ENSG00000112078,KCTD20,29,-0.4714,33,-0.2777,38,-0.0625,45,0.29649,36,-0.1449,47,0.26473
ENSG00000112081,SRSF3,118,-0.0477,148,0.34329,120,-0.0249,105,-0.3001,143,0.25283,122,0.00262
ENSG00000124772,CPNE5,81,0.59935,51,-0.1509,67,0.35361,58,0.08013,43,-0.3833,11,-2.4235
ENSG00000137168,PPIL1,15,-1.1460,33,0.07378,38,0.36266,35,0.24012,15,-1.1319,29,-0.1542
ENSG00000198663,C6orf89,81,0.43252,60,-0.0253,53,-0.2737,48,-0.4811,106,0.88282,76,0.33765
ENSG00000137409,MTCH1,652,-0.0049,682,0.07284,675,0.06363,791,0.43628,374,-0.8600,263,-1.3895
ENSG00000065491,TBC1D22B,1,-3.0718,16,0.34875,15,0.25872,17,0.58635,5,-1.5283,7,-1.0576
ENSG00000112130,RNF8,52,-0.0005,33,-0.7233,46,-0.1967,68,0.65426,53,0.03334,36,-0.5663
ENSG00000137200,CMTR1,29,0.01275,27,-0.1041,40,0.66990,25,-0.3020,24,-0.2583,18,-0.6882
ENSG00000198937,CCDC167,48,0.74257,26,-0.2361,23,-0.4591,26,-0.2751,23,-0.3770,61,1.17051
ENSG00000156639,ZFAND3,48,0.27128,45,0.17928,37,-0.1732,26,-0.8624,77,1.04027,56,0.51697
ENSG00000183826,BTBD9,22,-0.5939,39,0.34352,39,0.39937,31,-0.0475,31,-0.0738,11,-1.5632
ENSG00000124767,GLO1,168,0.09384,153,-0.0621,144,-0.1828,193,0.44144,95,-0.7836,132,-0.2892
ENSG00000146122,DAAM2,56,-0.1082,29,-1.1528,3,-4.4383,10,-2.9772,163,1.68373,388,3.68388
ENSG00000124596,OARD1,33,0.17461,19,-0.6756,30,0.04518,32,0.19291,23,-0.3362,38,0.42678
ENSG00000214736,TOMM6,111,-0.4271,164,0.20856,182,0.43922,137,-0.1406,77,-0.9874,143,-0.0293
ENSG00000112576,CCND3,57,-0.2765,86,0.40872,70,0.05661,54,-0.4623,101,0.63250,59,-0.2036
ENSG00000048544,MRPS10,59,0.42720,30,-0.6721,47,0.07561,52,0.31527,34,-0.4261,39,-0.2133
ENSG00000024048,UBR2,54,0.41772,36,-0.2224,40,-0.0492,40,-0.0700,47,0.18559,42,0.03828
ENSG00000112619,PRPH2,52,1.78428,14,-0.4505,17,-0.0953,19,0.08156,8,-1.1562,2,-3.0513
ENSG00000124659,TBCC,37,0.44101,29,0.05090,30,0.12239,31,0.24348,5,-2.4382,21,-0.4121
ENSG00000112624,BICRAL,17,-0.3214,19,-0.1423,23,0.22518,23,0.18395,11,-0.9438,23,0.13928
ENSG00000146223,RPL7L1,157,0.12924,135,-0.1216,161,0.20150,148,0.04416,113,-0.3907,125,-0.2247
ENSG00000137161,CNPY3,30,0.42590,22,-0.0655,14,-0.8616,21,-0.1989,46,1.09953,30,0.43187
ENSG00000124587,PEX6,13,-1.0327,20,-0.4518,24,-0.1835,26,-0.0380,49,0.98085,40,0.63017
ENSG00000112640,PPP2R5D,75,0.30882,47,-0.4548,61,-0.0344,78,0.54310,62,-0.0056,16,-2.0568
ENSG00000124733,MEA1,48,-0.9647,94,0.07515,103,0.26716,103,0.30939,50,-0.8895,71,-0.3674
ENSG00000124702,KLHDC3,259,-0.1304,289,0.04477,299,0.11560,338,0.41336,180,-0.6859,114,-1.3794
ENSG00000124541,RRP36,15,-1.0351,32,0.11359,35,0.25032,35,0.29800,20,-0.6294,22,-0.5227
ENSG00000137171,KLC4,24,0.43125,15,-0.2804,20,0.21088,18,-0.0921,16,-0.2095,17,-0.0869
ENSG00000112651,MRPL2,28,-0.6098,34,-0.3092,39,-0.0860,50,0.42752,46,0.17447,35,-0.2570
ENSG00000112658,SRF,23,0.32703,20,0.12050,22,0.36262,14,-0.5716,26,0.54995,11,-0.7934
ENSG00000112659,CUL9,21,-0.2561,37,0.70731,30,0.39285,20,-0.4113,16,-0.7131,16,-0.7027
ENSG00000112667,DNPH1,32,-0.8879,67,0.24021,71,0.40614,46,-0.4891,86,0.61322,49,-0.2512
ENSG00000146216,TTBK1,14,-0.0428,13,-0.1759,17,0.42568,15,0.18219,7,-0.9715,9,-0.7007
ENSG00000171467,ZNF318,20,-0.0141,17,-0.2476,25,0.39226,14,-0.6996,34,0.84256,23,0.17947
ENSG00000204052,LRRC73,17,-0.8069,25,-0.2499,49,1.13392,30,0.09887,3,-3.2411,9,-1.7731
ENSG00000171453,POLR1C,20,0.25706,9,-0.9454,19,0.28435,20,0.41190,17,0.03121,7,-1.3383
ENSG00000137207,YIPF3,79,0.15296,55,-0.4366,73,0.03792,75,0.11358,81,0.19123,68,-0.0757
ENSG00000124571,XPO5,26,0.58029,15,-0.3027,21,0.29804,15,-0.3972,22,0.32772,16,-0.2169
ENSG00000124688,MAD2L1BP,6,-1.5515,15,-0.3919,23,0.40629,28,1.00229,2,-3.1563,4,-2.0998
ENSG00000096080,MRPS18A,45,-0.0316,40,-0.2640,41,-0.2194,49,0.14181,71,0.67893,39,-0.2634
ENSG00000112715,VEGFA,3,-2.9389,26,-0.0425,20,-0.5744,25,-0.2063,89,2.03046,23,-0.2811
ENSG00000180992,MRPL14,40,-0.6306,53,-0.2219,74,0.41682,74,0.46569,17,-1.8650,41,-0.5781
ENSG00000137216,TMEM63B,46,0.40941,23,-0.7089,40,0.21394,39,0.22884,24,-0.5795,33,-0.1114
ENSG00000112759,SLC29A1,9,-1.2800,26,0.29740,26,0.36155,27,0.46840,12,-0.8642,2,-3.1273
ENSG00000096384,HSP90AB1,3478,1.19304,1049,-0.7869,1496,-0.2238,1975,0.36068,1181,-0.5500,1061,-0.7131
ENSG00000157593,SLC35B2,23,0.18528,13,-0.7297,18,-0.2717,16,-0.4823,22,0.10766,58,1.71248
ENSG00000178233,TMEM151B,73,-0.2844,114,0.47291,84,-0.0596,110,0.53819,33,-1.4468,18,-2.3079
ENSG00000124608,AARS2,11,-0.2266,6,-1.2157,18,0.65019,13,-0.0508,11,-0.2427,17,0.41734
ENSG00000096401,CDC5L,153,0.66661,63,-0.7781,93,-0.1527,91,-0.2153,150,0.64061,137,0.49570
ENSG00000001561,ENPP4,98,0.49392,28,-1.5274,65,-0.1902,62,-0.3083,70,-0.0325,195,1.68570
ENSG00000112796,ENPP5,69,0.32962,39,-0.5968,71,0.45490,65,0.31963,39,-0.5467,16,-1.8718
ENSG00000172348,RCAN2,331,-0.0253,327,-0.0474,437,0.52490,366,0.18477,114,-1.6450,166,-1.0853
ENSG00000153291,SLC25A27,52,1.08458,17,-0.7381,38,0.72858,21,-0.4255,16,-0.7646,17,-0.6882
ENSG00000069122,ADGRF5,0,-6.6208,50,1.00486,45,0.91217,8,-2.2725,71,1.49481,10,-1.5825
ENSG00000146072,TNFRSF21,63,0.31808,43,-0.2969,61,0.32942,54,0.10882,17,-1.6511,52,0.02316
ENSG00000146085,MMUT,90,0.82406,41,-0.4391,53,-0.0432,55,0.04416,56,0.06307,40,-0.4725
ENSG00000031691,CENPQ,22,0.39917,5,-1.8857,4,-2.4826,12,-0.7096,55,1.95627,62,2.17047
ENSG00000170915,PAQR8,96,-0.0883,74,-0.5240,37,-1.7257,56,-1.1477,275,1.67681,365,2.22503
ENSG00000096092,TMEM14A,244,0.50059,119,-0.6684,203,0.25027,226,0.54649,88,-1.0734,57,-1.7180
ENSG00000170899,GSTA4,86,0.21981,57,-0.4414,88,0.32488,94,0.52156,29,-1.4437,28,-1.4989
ENSG00000112144,ICK,21,0.03198,24,0.22554,8,-1.6519,17,-0.4635,24,0.21716,68,2.00875
ENSG00000112146,FBXO9,124,-0.4384,170,0.05877,202,0.41351,195,0.37989,83,-1.0501,41,-2.0806
ENSG00000012660,ELOVL5,45,-0.2751,27,-1.1337,20,-1.7109,34,-0.9283,151,1.72649,206,2.33772
ENSG00000001084,GCLC,35,-0.1641,32,-0.3255,31,-0.4025,36,-0.1930,28,-0.5251,105,1.65204
ENSG00000146151,HMGCLL1,34,0.19853,20,-0.6101,29,-0.0520,48,1.18852,0,-5.1652,4,-2.9991
ENSG00000151914,DST,1062,0.78279,331,-1.1167,230,-1.7875,578,-0.2609,1556,1.44224,1569,1.45710
ENSG00000151917,BEND6,77,-0.6412,112,-0.0608,112,-0.0772,161,0.77236,69,-0.8034,47,-1.3779
ENSG00000168116,KIAA1586,58,1.19298,26,-0.1309,25,-0.1816,29,0.10717,13,-1.1331,19,-0.6021
ENSG00000112200,ZNF451,47,0.16788,29,-0.5999,44,0.07507,44,0.12392,41,-0.0371,49,0.23758
ENSG00000112210,RAB23,27,0.54951,14,-0.5032,23,0.40725,14,-0.6015,37,1.06386,10,-0.9539
ENSG00000112232,KHDRBS2,21,0.18942,18,-0.0017,25,0.62200,17,-0.2141,18,-0.0679,4,-2.1921
ENSG00000118482,PHF3,299,1.32206,77,-0.9196,57,-1.4861,91,-0.7806,283,1.23057,341,1.56171
ENSG00000230910,AL391807.1,31,-0.3949,30,-0.5206,57,0.70915,41,0.03568,38,-0.0812,20,-1.0427
ENSG00000135298,ADGRB3,183,0.87444,128,0.32190,126,0.33965,93,-0.2723,56,-0.9915,30,-1.8885
ENSG00000168216,LMBRD1,146,0.19989,89,-0.6173,134,0.08549,114,-0.2565,150,0.24618,211,0.79757
ENSG00000082269,FAM135A,32,0.38786,29,0.26088,28,0.22834,20,-0.4210,26,0.05843,18,-0.4808
ENSG00000154079,SDHAF4,23,-0.3396,25,-0.2601,42,0.72170,33,0.28676,12,-1.3222,7,-2.0686
ENSG00000112305,SMAP1,162,0.40625,88,-0.5873,93,-0.5562,185,0.94847,100,-0.3567,49,-1.4203
ENSG00000112309,B3GAT2,63,0.87512,17,-1.2126,9,-2.2840,32,-0.2858,145,2.40638,43,0.24943
ENSG00000119900,OGFRL1,238,0.87675,113,-0.3447,105,-0.5033,93,-0.8011,395,1.77016,118,-0.2539
ENSG00000079841,RIMS1,186,0.20686,201,0.36221,118,-0.6030,184,0.26786,204,0.34965,80,-1.0894
ENSG00000185760,KCNQ5,59,-1.0197,112,-0.0479,187,1.03548,130,0.27012,14,-3.1190,3,-5.1467
ENSG00000135314,KHDC1,13,-0.7442,24,0.21904,25,0.27785,27,0.54948,4,-2.4241,8,-1.4291
ENSG00000135297,MTO1,17,-0.2326,19,-0.0607,23,0.28382,20,0.01818,8,-1.3711,26,0.42126
ENSG00000156508,EEF1A1,1388,-0.4515,2254,0.34371,1379,-0.5461,1377,-0.6051,2930,0.73664,3796,1.17631
ENSG00000119899,SLC17A5,17,-0.2523,15,-0.5048,24,0.36017,19,-0.1165,30,0.61048,17,-0.3085
ENSG00000112695,COX7A2,418,-1.0286,921,0.21013,866,0.11356,1056,0.59807,325,-1.4063,396,-1.1089
ENSG00000112697,TMEM30A,280,0.53546,173,-0.2500,215,0.13933,206,0.05777,136,-0.5966,173,-0.2270
ENSG00000118407,FILIP1,316,4.44004,9,-2.2794,2,-4.3842,13,-2.0087,71,0.95528,9,-2.1060
ENSG00000112701,SENP6,180,0.42273,158,0.23069,77,-1.0310,129,-0.1427,209,0.66140,205,0.63398
ENSG00000196586,MYO6,98,0.34576,57,-0.5199,45,-0.9996,44,-1.1275,201,1.57253,219,1.73302
ENSG00000146247,PHIP,162,1.12289,69,-0.2958,58,-0.6175,45,-1.1390,147,0.95756,178,1.28233
ENSG00000118418,HMGN3,110,0.03675,100,-0.1147,85,-0.4388,93,-0.3058,190,0.92639,163,0.66660
ENSG00000135338,LCA5,24,0.37359,6,-1.8410,6,-1.7931,16,-0.3249,56,1.84788,51,1.65159
ENSG00000198478,SH3BGRL2,16,-1.9865,67,0.14376,76,0.40715,84,0.72572,14,-2.1671,13,-2.3414
