Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000197386,HTT,38,-0.7664,67,0.13722,54,-0.2175,73,0.32782,49,-0.3765,66,0.09342,63,0.01954
ENSG00000159788,RGS12,51,-0.2636,85,0.65537,53,-0.1943,72,0.38958,3,-4.2184,53,-0.2017,54,-0.1562
ENSG00000163956,LRPAP1,35,-1.5665,64,-0.7297,64,-0.6717,136,0.73233,101,0.05623,104,0.09431,139,0.57655
ENSG00000132406,TMEM128,13,-0.2572,12,-0.4204,7,-1.2821,24,0.95852,22,0.50200,11,-0.5399,8,-1.0040
ENSG00000168824,NSG1,4,-4.4587,63,-0.7035,48,-1.0523,114,0.39447,217,1.40680,82,-0.2390,131,0.51574
ENSG00000168818,STX18,21,0.12154,12,-0.8804,18,-0.1145,26,0.60314,21,0.11836,14,-0.5491,21,0.10886
ENSG00000163132,MSX1,19,0.61170,37,2.28813,8,-0.7862,8,-0.9340,1,-3.5712,6,-1.1113,0,-5.1220
ENSG00000072832,CRMP1,39,-2.1293,123,-0.4322,86,-0.9357,195,0.46845,228,0.60794,149,-0.0800,239,0.68818
ENSG00000181215,C4orf50,4,-2.6677,25,-0.0674,26,0.02250,24,-0.1735,51,1.10710,44,0.87233,13,-1.0397
ENSG00000152969,JAKMIP1,9,-2.4828,30,-0.8481,41,-0.2798,62,0.52397,89,1.00182,60,0.33173,43,-0.1900
ENSG00000109501,WFS1,45,-0.1013,33,-0.6413,23,-1.1499,71,0.89489,53,0.16336,29,-0.7641,50,0.07486
ENSG00000074211,PPP2R2C,84,-1.4406,209,-0.0478,245,0.21481,225,0.09677,223,0.05882,233,0.12907,269,0.36738
ENSG00000013288,MAN2B2,13,-1.5227,20,-0.8921,19,-0.9532,40,0.30928,68,1.11433,49,0.56360,37,0.12362
ENSG00000179010,MRFAP1,329,-0.3277,281,-0.6295,291,-0.5181,539,0.63978,455,0.19087,233,-0.8569,553,0.51239
ENSG00000170846,AC093323.1,17,-1.0648,32,-0.0885,23,-0.5897,42,0.45264,40,0.25308,30,-0.1839,39,0.22211
ENSG00000178988,MRFAP1L1,103,-0.1805,86,-0.5142,122,0.08044,132,0.27133,107,-0.1339,78,-0.6182,181,0.73707
ENSG00000186222,BLOC1S4,5,-1.3828,9,-0.7161,10,-0.4407,18,0.61954,21,0.71446,14,0.06862,13,-0.0688
ENSG00000170871,KIAA0232,179,0.46228,99,-0.5300,220,0.80792,93,-0.7078,147,0.14469,173,0.40471,150,0.17327
ENSG00000132405,TBC1D14,43,0.04916,26,-0.7576,27,-0.6510,57,0.70677,46,0.18601,33,-0.3744,41,-0.0121
ENSG00000173011,TADA2B,16,-0.4638,18,-0.3792,21,-0.1108,24,0.17378,19,-0.2640,25,0.19050,33,0.64265
ENSG00000109519,GRPEL1,11,-1.8562,24,-0.7374,47,0.38850,43,0.28822,45,0.30458,40,0.13331,52,0.55106
ENSG00000184985,SORCS2,13,-0.6221,21,0.07021,15,-0.4729,26,0.53072,23,0.18519,14,-0.5259,17,-0.2682
ENSG00000196526,AFAP1,19,-0.4113,29,0.25731,19,-0.4743,25,-0.0170,19,-0.4650,23,-0.1246,39,0.71509
ENSG00000163995,ABLIM2,4,-3.5596,44,-0.1013,24,-1.0107,60,0.52580,40,-0.2617,38,-0.3363,95,1.18904
ENSG00000071127,WDR1,35,-0.4542,61,0.47461,29,-0.7750,44,-0.1342,49,0.04169,53,0.17231,53,0.17487
ENSG00000178163,ZNF518B,15,-0.5256,19,-0.1933,22,0.04680,15,-0.6292,19,-0.1673,37,0.88099,36,0.87325
ENSG00000157869,RAB28,14,-0.8837,21,-0.2224,15,-0.7749,39,1.12338,27,0.15798,15,-0.7480,12,-1.0607
ENSG00000038219,BOD1L1,1006,1.39657,295,-0.7093,724,0.80821,218,-1.3079,215,-1.1234,777,0.93136,477,0.11264
ENSG00000137449,CPEB2,57,0.55688,40,-0.0151,29,-0.5394,36,-0.2116,58,0.59305,48,0.28762,23,-0.8765
ENSG00000048342,CC2D2A,36,1.06177,18,-0.0327,35,1.03708,12,-0.8591,15,-0.3558,18,-0.0626,12,-0.7368
ENSG00000118564,FBXL5,44,-0.7430,60,-0.3043,42,-0.8364,86,0.38589,93,0.41666,81,0.20553,78,0.14019
ENSG00000237765,FAM200B,120,0.52239,81,-0.1287,99,0.20228,81,-0.1381,50,-0.8645,83,-0.0713,113,0.42076
ENSG00000169762,TAPT1,25,-0.8453,39,-0.1720,33,-0.3990,51,0.39733,58,0.50442,49,0.21750,30,-0.5381
ENSG00000169744,LDB2,14,-3.2256,63,-1.0928,110,-0.1490,146,0.39743,159,0.43689,153,0.37698,212,0.92904
ENSG00000151552,QDPR,403,1.35841,164,-0.1769,76,-1.3420,171,-0.1188,229,0.37845,102,-0.8922,163,-0.1766
ENSG00000002549,LAP3,47,1.00412,13,-1.1756,45,0.90686,26,0.06011,23,-0.1907,14,-0.9271,24,-0.1166
ENSG00000118579,MED28,57,0.32259,35,-0.4775,61,0.43628,50,0.13484,47,0.03035,32,-0.5803,48,0.06324
ENSG00000163257,DCAF16,53,0.78025,32,-0.0598,28,-0.2324,30,-0.1803,30,-0.1173,30,-0.1532,33,0.02751
ENSG00000178177,LCORL,29,0.26243,18,-0.5298,55,1.36562,21,-0.3209,11,-1.2664,22,-0.1401,30,0.30942
ENSG00000145147,SLIT2,13,-1.6694,14,-1.6854,36,-0.1925,48,0.36055,46,0.20502,58,0.57897,79,1.12150
ENSG00000163138,PACRGL,11,-0.7428,13,-0.6540,15,-0.3773,19,0.02093,12,-0.6948,30,0.74917,37,1.14442
ENSG00000185774,KCNIP4,9,-3.1482,37,-1.1980,61,-0.3475,95,0.48367,98,0.41132,69,-0.1455,163,1.29569
ENSG00000280650,KCNIP4-IT1,32,-0.1052,9,-2.0995,23,-0.6396,20,-1.0196,16,-1.1430,176,3.22909,17,-1.0175
ENSG00000152990,ADGRA3,53,0.69187,39,0.23020,38,0.16862,47,0.65267,13,-1.4922,11,-1.6683,12,-1.5838
ENSG00000109819,PPARGC1A,5,-2.4939,26,-0.1984,50,0.90063,26,-0.1781,61,1.26460,21,-0.4837,20,-0.5413
ENSG00000109606,DHX15,57,0.52525,33,-0.3625,27,-0.6596,39,-0.0782,58,0.57015,42,0.05007,41,0.00194
ENSG00000181982,CCDC149,15,-0.4008,19,-0.0785,35,0.88906,15,-0.5321,24,0.25754,28,0.52966,15,-0.4298
ENSG00000053900,ANAPC4,16,-0.2793,14,-0.6123,2,-2.8917,26,0.60399,20,-0.0163,23,0.25476,30,0.67118
ENSG00000250317,SMIM20,9,-1.8676,21,-0.5841,33,0.13918,49,1.14124,28,-0.0990,19,-0.7362,23,-0.4330
ENSG00000168214,RBPJ,309,1.63008,93,-0.4586,140,0.24442,89,-0.5833,85,-0.5399,112,-0.1100,105,-0.2196
ENSG00000109689,STIM2,28,-0.4008,19,-1.0962,67,1.01630,31,-0.3004,48,0.44440,40,0.14063,50,0.49716
ENSG00000169851,PCDH7,81,-1.7330,130,-1.1142,407,0.79734,230,-0.1761,339,0.49130,349,0.53658,385,0.70548
ENSG00000047365,ARAP2,356,2.17327,50,-1.2442,129,0.32081,56,-1.1855,71,-0.6213,120,0.19337,117,0.15640
ENSG00000174145,NWD2,0,-7.4443,12,-0.1856,13,-0.0581,14,0.09577,16,0.29761,18,0.48781,21,0.70823
ENSG00000065882,TBC1D1,20,-0.1741,16,-0.5569,19,-0.3040,27,0.35827,19,-0.2595,31,0.49655,24,0.11649
ENSG00000109787,KLF3,29,0.55256,25,0.39368,23,0.20959,19,-0.1359,17,-0.2528,14,-0.5875,13,-0.6994
ENSG00000109790,KLHL5,92,1.57649,37,0.02884,38,0.03284,29,-0.4823,27,-0.5011,29,-0.3891,22,-0.7982
ENSG00000157796,WDR19,9,-1.1820,16,-0.3689,14,-0.4946,21,0.14437,18,-0.1331,35,0.96925,25,0.37490
ENSG00000035928,RFC1,307,2.00834,48,-1.1989,168,0.86966,55,-1.1066,53,-0.9616,85,-0.2491,118,0.27703
ENSG00000163682,RPL9,942,0.36714,896,0.32434,674,-0.1728,936,0.47647,360,-1.1430,338,-1.2357,601,-0.3531
ENSG00000121897,LIAS,28,1.13783,11,-0.3810,14,0.02427,9,-0.7930,14,0.05020,17,0.36094,16,0.22045
ENSG00000163683,SMIM14,151,0.69079,93,-0.1111,128,0.41545,84,-0.3205,85,-0.2455,85,-0.2424,103,0.06055
ENSG00000078140,UBE2K,81,-0.7555,94,-0.5799,169,0.39921,127,-0.0801,181,0.51559,169,0.40197,150,0.20597
ENSG00000121892,PDS5A,79,0.48120,45,-0.4443,70,0.28386,45,-0.4990,55,-0.1015,68,0.25300,87,0.64366
ENSG00000078177,N4BP2,46,1.75345,9,-1.0738,37,1.33569,8,-1.3652,2,-3.1642,22,0.46990,19,0.21241
ENSG00000163697,APBB2,87,1.03567,43,-0.1418,27,-0.8124,39,-0.3255,58,0.35749,38,-0.3073,50,0.12961
ENSG00000154277,UCHL1,164,-2.5706,524,-0.9197,425,-1.1607,921,0.05434,2164,1.51561,1081,0.30183,1329,0.64511
ENSG00000064042,LIMCH1,819,1.88071,176,-0.8097,339,0.29684,211,-0.5662,135,-1.1397,280,-0.0085,261,-0.1198
ENSG00000109133,TMEM33,36,-1.0210,47,-0.6727,44,-0.7123,75,0.17453,162,1.45045,59,-0.2402,72,0.06473
ENSG00000014824,SLC30A9,57,-0.2787,40,-0.9033,56,-0.3097,72,0.09478,96,0.55125,76,0.16343,104,0.68166
ENSG00000124406,ATP8A1,100,-0.5544,117,-0.3502,82,-0.8596,153,0.14478,222,0.72530,149,0.06112,182,0.39468
ENSG00000183783,KCTD8,25,-0.1686,17,-0.8256,33,0.26244,30,0.15367,35,0.38477,27,-0.0489,34,0.32663
ENSG00000151806,GUF1,28,0.14829,15,-0.8915,35,0.50560,22,-0.2768,25,-0.0502,36,0.56662,35,0.50038
ENSG00000163281,GNPDA2,2,-3.2893,12,-0.9279,13,-0.7242,23,0.23774,32,0.70504,33,0.76236,34,0.79853
ENSG00000163285,GABRG1,61,-0.1511,74,0.17240,131,1.11359,67,-0.0193,60,-0.1860,43,-0.6869,30,-1.2484
ENSG00000260878,AC104072.1,1,-5.0838,21,-1.0554,37,-0.1284,66,1.22293,40,-0.0036,34,-0.2332,44,0.16638
ENSG00000151834,GABRA2,53,-1.3529,78,-0.8314,239,1.04895,166,0.58741,87,-0.6008,109,-0.2441,131,0.03920
ENSG00000109158,GABRA4,11,-2.9825,46,-1.0172,94,0.16380,94,0.21709,60,-0.5554,120,0.56219,189,1.35874
ENSG00000163288,GABRB1,58,-0.2187,50,-0.4948,133,1.16263,59,-0.2560,42,-0.7364,91,0.49684,67,0.01291
ENSG00000260918,AC107398.3,49,-1.5634,123,-0.1906,172,0.37004,165,0.40255,102,-0.4673,148,0.12631,157,0.21632
ENSG00000169019,COMMD8,8,-1.0786,11,-0.6963,21,0.30205,20,0.30867,29,0.85355,12,-0.5210,19,0.15440
ENSG00000170448,NFXL1,41,1.32771,9,-1.1368,33,0.90713,7,-1.6289,11,-0.8433,45,1.50316,16,-0.2059
ENSG00000109171,SLAIN2,26,-0.4342,51,0.76635,42,0.37077,22,-0.7925,23,-0.6107,36,0.08907,43,0.40380
ENSG00000075539,FRYL,215,2.35032,30,-1.1123,43,-0.4860,46,-0.4711,32,-0.9330,72,0.31158,29,-1.1134
ENSG00000109180,OCIAD1,121,-1.1132,142,-0.9500,213,-0.2431,272,0.19135,367,0.64249,248,-0.0001,433,0.92666
ENSG00000145247,OCIAD2,21,-0.6551,27,-0.3351,34,0.10787,44,0.69235,20,-0.7175,19,-0.7985,42,0.41790
ENSG00000109184,DCUN1D4,15,-1.5649,32,-0.5278,48,0.17406,35,-0.4207,85,1.13656,67,0.73567,47,0.14872
ENSG00000163069,SGCB,68,0.41223,49,-0.1362,56,0.09167,53,0.01734,55,0.07689,44,-0.2694,46,-0.2003
ENSG00000109189,USP46,94,-0.4188,145,0.29821,137,0.17302,109,-0.2474,106,-0.2443,127,0.05310,151,0.32842
ENSG00000226950,DANCR,21,-0.7178,32,-0.1058,29,-0.2712,55,1.08940,23,-0.6141,9,-2.0311,32,-0.1197
ENSG00000145216,FIP1L1,115,1.02294,38,-0.8144,102,0.81990,48,-0.5024,34,-0.9321,75,0.30633,74,0.28549
ENSG00000072201,LNX1,6,-3.4069,35,-0.9162,65,0.13185,72,0.39529,52,-0.2116,63,0.09109,126,1.26086
ENSG00000134853,PDGFRA,104,2.11401,30,-0.1057,29,-0.1383,27,-0.3154,2,-3.8658,10,-1.7174,31,-0.0229
ENSG00000157404,KIT,8,-1.8333,32,0.28594,33,0.31127,34,0.48496,3,-3.0038,9,-1.6634,52,1.10156
ENSG00000128039,SRD5A3,23,0.77496,6,-1.4566,2,-2.5174,18,0.47552,23,0.71698,18,0.31733,13,-0.1983
ENSG00000134851,TMEM165,162,2.44691,23,-1.0261,24,-0.8917,33,-0.5108,43,0.00912,22,-1.0157,31,-0.4964
ENSG00000134852,CLOCK,45,-1.0582,70,-0.4158,186,1.24465,81,-0.1747,72,-0.3296,113,0.38882,88,-0.0053
ENSG00000090989,EXOC1,79,0.29356,25,-1.6198,85,0.41002,51,-0.5036,75,0.19442,151,1.39945,69,0.07364
ENSG00000174799,CEP135,62,2.29279,15,-0.2458,33,1.09114,3,-2.7338,6,-1.5016,16,-0.1349,16,-0.1368
ENSG00000157426,AASDH,38,0.87487,12,-1.0180,27,0.27744,23,0.01109,5,-2.1165,39,0.89378,24,0.06975
ENSG00000128059,PPAT,20,0.51412,9,-0.8749,10,-0.5040,14,-0.0273,15,0.04065,22,0.64751,18,0.34372
ENSG00000128050,PAICS,38,0.09288,25,-0.6327,26,-0.5075,56,0.98305,28,-0.3938,32,-0.1859,20,-0.8746
ENSG00000174780,SRP72,102,-0.1495,85,-0.4934,180,0.77508,81,-0.6258,93,-0.3046,151,0.47412,186,0.82834
ENSG00000171476,HOPX,20,-3.8892,143,-1.0754,191,-0.5528,494,1.49342,68,-2.1090,156,-0.8574,505,1.04379
ENSG00000084093,REST,144,2.90137,30,-0.0692,42,0.47250,16,-1.2093,6,-2.4453,6,-2.4986,7,-2.1295
ENSG00000047315,POLR2B,38,-0.4645,41,-0.4006,48,-0.1287,52,-0.0003,81,0.72740,47,-0.1630,67,0.40681
ENSG00000163453,IGFBP7,93,-0.1861,140,0.54238,110,0.08476,148,0.78149,38,-1.5356,24,-2.2290,57,-0.9480
ENSG00000150471,ADGRL3,57,-0.6549,74,-0.2638,101,0.26185,77,-0.2163,89,0.05229,110,0.40340,124,0.58990
ENSG00000145242,EPHA5,6,-2.6371,25,-0.6315,47,0.45930,22,-0.8909,59,0.81009,70,1.13310,59,0.82287
ENSG00000145241,CENPC,161,1.79189,29,-1.1348,101,0.92318,24,-1.5465,18,-1.7498,108,1.05091,57,-0.0182
ENSG00000033178,UBA6,51,0.76045,22,-0.6338,40,0.32773,13,-1.5709,43,0.46054,63,1.12361,41,0.38680
ENSG00000248049,UBA6-AS1,21,0.72033,8,-0.8772,9,-0.6342,10,-0.6065,18,0.44339,22,0.74352,21,0.67762
ENSG00000083896,YTHDC1,794,2.25088,196,-0.2772,271,0.27162,115,-1.2672,108,-1.1692,168,-0.4851,213,-0.1152
ENSG00000132467,UTP3,39,0.35082,18,-0.9649,58,1.00314,25,-0.4744,30,-0.0713,30,-0.0900,49,0.71560
ENSG00000018189,RUFY3,340,0.16177,208,-0.6781,358,0.24495,240,-0.4896,400,0.42845,368,0.28994,476,0.71700
ENSG00000132463,GRSF1,71,-0.3911,64,-0.6133,74,-0.3160,111,0.42658,142,0.73292,76,-0.2907,86,-0.0845
ENSG00000173542,MOB1B,32,0.05479,20,-0.7169,38,0.34729,29,-0.0737,13,-1.2347,36,0.24631,58,1.07565
ENSG00000156136,DCK,9,-1.7567,23,-0.4728,13,-1.2950,44,0.84245,43,0.56277,35,0.22208,25,-0.3158
ENSG00000080493,SLC4A4,153,0.14105,131,-0.1237,288,1.21225,171,0.43046,64,-1.2216,71,-1.0483,51,-1.5358
ENSG00000163626,COX18,16,0.19762,8,-0.8575,11,-0.3876,19,0.68885,11,-0.3767,15,0.09237,13,-0.0965
ENSG00000132466,ANKRD17,293,0.63185,145,-0.5508,281,0.56246,135,-0.7520,159,-0.3562,330,0.83585,235,0.27009
ENSG00000169116,PARM1,5,-3.2766,40,-0.4108,42,-0.2868,47,-0.1446,105,1.23198,58,0.21799,74,0.62293
ENSG00000163743,RCHY1,21,-0.8478,39,0.07807,32,-0.2524,42,0.25185,48,0.43094,29,-0.3657,37,0.00298
ENSG00000138769,CDKL2,31,-0.5760,23,-1.1209,61,0.50127,37,-0.3779,44,-0.0269,75,0.84736,81,0.96946
ENSG00000138757,G3BP2,104,-1.3601,170,-0.6795,211,-0.2772,237,-0.1243,384,0.69462,360,0.58397,408,0.80002
ENSG00000138768,USO1,70,-0.2008,33,-1.4544,139,0.91153,82,0.04139,69,-0.2400,118,0.64104,93,0.23496
ENSG00000138744,NAAA,11,-0.4480,6,-1.3280,10,-0.5996,13,-0.3052,18,0.32089,29,1.14320,28,1.07200
ENSG00000198301,SDAD1,61,-0.1910,34,-1.1894,141,1.21184,40,-0.9856,53,-0.4005,121,0.94128,121,0.94710
ENSG00000138750,NUP54,14,-0.5836,11,-1.0323,16,-0.3724,26,0.43765,32,0.71250,27,0.43175,19,-0.1437
ENSG00000138760,SCARB2,166,0.58557,81,-0.6131,76,-0.6631,121,0.08883,159,0.50864,103,-0.1926,131,0.19504
ENSG00000138771,SHROOM3,0,-4.9810,21,0.67384,15,0.04135,19,0.48596,12,-0.3585,9,-0.6825,13,-0.1823
ENSG00000138758,SEPTIN11,299,0.05568,270,-0.1223,483,0.85200,210,-0.6140,165,-0.8763,462,0.77629,309,0.10788
ENSG00000118816,CCNI,745,0.12808,926,0.55820,1120,0.80747,578,-0.3452,525,-0.4271,506,-0.4852,397,-0.8587
ENSG00000138764,CCNG2,12,-1.8987,37,-0.2159,38,-0.1720,57,0.66293,26,-0.7298,42,0.00985,58,0.50879
ENSG00000138767,CNOT6L,27,-0.3841,23,-0.6877,35,0.03125,40,0.32134,31,-0.1945,47,0.49979,39,0.18577
ENSG00000169288,MRPL1,70,-0.2350,48,-0.8908,164,1.19194,57,-0.6835,90,0.16397,81,0.00665,139,0.88972
ENSG00000138756,BMP2K,50,0.65045,17,-1.1290,63,1.07564,37,0.20866,27,-0.3283,28,-0.2730,21,-0.7385
ENSG00000163291,PAQR3,8,-1.9528,15,-1.1066,10,-1.5837,42,0.81103,34,0.24294,27,-0.0925,56,1.10191
ENSG00000152784,PRDM8,8,-3.0262,38,-0.7382,42,-0.5378,66,0.23251,110,1.03117,63,0.11066,94,0.75656
ENSG00000273156,AC124016.2,11,-1.7447,27,-0.5468,34,-0.1227,51,0.73834,27,-0.4540,37,0.01687,50,0.50511
ENSG00000138668,HNRNPD,141,-0.2747,159,-0.0935,240,0.58696,157,-0.1258,114,-0.6024,148,-0.1959,242,0.60321
ENSG00000152795,HNRNPDL,330,-0.1208,203,-0.9572,288,-0.3324,401,0.25372,318,-0.1783,441,0.35000,571,0.78289
ENSG00000145293,ENOPH1,80,-0.4577,75,-0.6173,78,-0.5039,137,0.54339,132,0.33533,90,-0.2714,129,0.30442
ENSG00000249242,TMEM150C,49,-0.4868,49,-0.5604,80,0.28658,58,-0.2813,66,-0.0208,109,0.80206,95,0.55734
ENSG00000145284,SCD5,382,0.26975,375,0.27489,187,-0.8551,340,0.10406,342,0.08905,234,-0.5107,318,-0.0264
ENSG00000138674,SEC31A,44,-0.7209,46,-0.7351,61,-0.2209,80,0.29127,84,0.28464,95,0.49130,85,0.30774
ENSG00000251022,THAP9-AS1,8,-1.0992,10,-0.8452,7,-1.1900,18,0.15003,24,0.58345,33,1.11236,21,0.34131
ENSG00000189308,LIN54,12,-0.3699,11,-0.4894,12,-0.3620,15,-0.0203,20,0.42478,13,-0.1760,27,0.92002
ENSG00000138663,COPS4,14,-1.5022,27,-0.5833,21,-0.8820,45,0.37954,50,0.45992,50,0.44462,53,0.55722
ENSG00000163319,MRPS18C,34,-0.4316,33,-0.5132,43,-0.0541,56,0.52278,48,0.12386,28,-0.7162,56,0.37222
ENSG00000163624,CDS1,2,-4.4680,32,-0.8097,74,0.56935,45,-0.2952,132,1.59916,73,0.55305,41,-0.3976
ENSG00000163625,WDFY3,115,0.80916,48,-0.6491,87,0.34395,69,-0.0483,71,0.00948,70,-0.0114,58,-0.2947
ENSG00000180769,WDFY3-AS2,32,0.01760,34,0.12668,66,1.21503,39,0.41442,13,-1.3617,18,-0.9217,6,-2.5169
ENSG00000109339,MAPK10,131,-1.5023,208,-0.8802,461,0.45705,338,-0.0628,526,0.67725,531,0.69383,405,0.24262
ENSG00000163629,PTPN13,43,0.59072,16,-0.9992,52,0.89906,23,-0.5086,14,-1.1465,36,0.28981,53,0.93267
ENSG00000172493,AFF1,35,0.69502,21,-0.1584,25,0.13425,20,-0.2545,32,0.53170,23,0.00379,12,-0.9917
ENSG00000145332,KLHL8,30,-0.3644,41,0.12724,65,0.87825,23,-0.9512,39,0.01475,43,0.19622,54,0.56508
ENSG00000198189,HSD17B11,13,-0.7475,23,0.18863,18,-0.1910,17,-0.4525,29,0.54358,28,0.48658,24,0.22453
ENSG00000170502,NUDT9,28,-0.4130,18,-1.1821,38,0.07155,40,0.20349,41,0.22104,35,-0.0613,65,0.96129
ENSG00000152583,SPARCL1,5291,0.37269,2484,-0.9007,9271,1.34704,3712,-0.2511,3607,-0.2446,4185,-0.0083,3609,-0.2435
ENSG00000118785,SPP1,356,4.52479,29,-0.8821,0,-6.3632,7,-3.2416,50,0.03854,4,-3.4912,2,-4.5477
ENSG00000118762,PKD2,48,1.47593,9,-1.2564,25,0.35043,19,-0.0690,16,-0.3537,25,0.37215,10,-1.0989
ENSG00000118777,ABCG2,19,-0.2221,37,0.98333,42,1.02163,20,-0.1850,5,-2.2988,3,-2.8538,19,-0.2178
ENSG00000163644,PPM1K,124,-0.9485,224,-0.0347,269,0.26322,210,-0.1764,198,-0.2303,322,0.55696,297,0.42429
ENSG00000138642,HERC6,10,-0.7177,13,-0.4079,9,-0.9289,16,-0.1273,25,0.65983,31,1.00598,18,0.14557
ENSG00000145337,PYURF,44,-0.6255,35,-1.0478,58,-0.1906,92,0.75913,66,0.02378,34,-1.0121,106,0.80011
ENSG00000138641,HERC3,20,-0.6796,18,-0.9384,14,-1.1475,35,0.24623,54,0.91887,43,0.54680,38,0.31869
ENSG00000177432,NAP1L5,41,-2.2072,117,-0.7076,216,0.32847,158,-0.2236,355,1.18163,187,0.09362,257,0.61624
ENSG00000138640,FAM13A,32,-0.9764,30,-1.1421,90,0.67022,54,-0.2198,52,-0.2223,89,0.63846,115,1.08856
ENSG00000185477,GPRIN3,25,0.71888,22,0.61871,7,-1.2320,10,-0.8445,22,0.51591,26,0.80342,5,-1.8137
ENSG00000145335,SNCA,115,-1.7152,325,-0.1363,297,-0.2687,297,-0.3330,547,0.73088,429,0.32303,583,0.84045
ENSG00000152208,GRID2,27,0.88583,11,-0.5015,13,-0.2683,9,-0.9109,4,-2.0786,32,1.19334,28,0.99454
ENSG00000163104,SMARCAD1,35,0.34518,19,-0.6714,28,-0.0181,26,-0.1844,31,0.13633,46,0.78638,28,-0.0281
ENSG00000163110,PDLIM5,117,1.00356,72,0.21317,107,0.84716,70,0.18099,21,-1.6948,23,-1.5450,19,-1.8606
ENSG00000138696,BMPR1B,33,0.39050,25,-0.0547,51,1.14448,29,0.24473,12,-1.1225,11,-1.3045,13,-0.9811
ENSG00000182168,UNC5C,27,1.06359,11,-0.4404,5,-1.4915,14,-0.0491,10,-0.4999,15,0.05069,22,0.65612
ENSG00000138698,RAP1GDS1,75,-0.2361,50,-0.9216,52,-0.8021,88,0.04594,175,1.18508,92,0.09395,106,0.33426
ENSG00000168785,TSPAN5,92,-0.5028,79,-0.8003,130,0.03720,109,-0.2953,189,0.65819,163,0.41071,207,0.80631
ENSG00000151247,EIF4E,84,-0.3585,97,-0.1434,99,-0.0859,114,0.17455,137,0.42841,79,-0.4407,115,0.14138
ENSG00000164024,METAP1,14,-1.0886,18,-0.7015,25,-0.1531,26,-0.1273,32,0.21024,40,0.59740,52,1.04624
ENSG00000197894,ADH5,32,-1.1745,66,-0.0835,80,0.24298,87,0.51031,68,-0.0213,50,-0.5016,66,-0.0738
ENSG00000109270,LAMTOR3,22,-1.5752,57,-0.1054,50,-0.3131,65,0.13181,92,0.67888,60,-0.0257,76,0.35527
ENSG00000164031,DNAJB14,64,-1.4687,113,-0.6761,260,0.72673,146,-0.2666,192,0.22829,238,0.57640,252,0.67679
ENSG00000164032,H2AFZ,34,-1.8005,71,-0.7518,66,-0.7966,162,0.86156,81,-0.4978,73,-0.6396,224,1.19131
ENSG00000138814,PPP3CA,219,-2.5208,991,-0.2730,1406,0.31702,1072,-0.1532,973,-0.2738,1771,0.70340,1994,0.90721
ENSG00000109332,UBE2D3,87,-0.8837,122,-0.4024,133,-0.2235,171,0.23102,176,0.22585,175,0.21985,204,0.46545
ENSG00000145354,CISD2,30,-0.9270,41,-0.4797,43,-0.3558,65,0.35894,80,0.63171,71,0.43205,44,-0.3349
ENSG00000164038,SLC9B2,17,-0.5493,12,-1.0743,32,0.46908,24,0.06801,25,0.07781,29,0.32433,36,0.70026
ENSG00000164039,BDH2,34,0.03567,29,-0.2624,31,-0.1135,52,1.01689,19,-0.8589,9,-2.0331,28,-0.2855
ENSG00000168772,CXXC4,46,0.29553,33,-0.2468,51,0.45119,14,-1.7195,82,1.27588,58,0.66041,38,-0.0395
ENSG00000168769,TET2,66,1.73372,11,-1.2333,28,0.24603,20,-0.3827,15,-0.7088,32,0.46603,18,-0.4854
ENSG00000138777,PPA2,24,-0.6924,17,-1.2696,51,0.51737,41,0.18806,62,0.82975,30,-0.3268,48,0.42917
ENSG00000145348,TBCK,16,-0.4633,11,-1.2047,34,0.67295,18,-0.3768,22,0.01442,56,1.56655,18,-0.3456
ENSG00000164022,AIMP1,152,1.74096,46,-0.3294,82,0.63225,23,-1.5977,43,-0.4118,74,0.45013,47,-0.2880
ENSG00000138801,PAPSS1,46,-0.7144,36,-1.1822,34,-1.1671,72,-0.0271,159,1.30928,96,0.44616,108,0.63037
ENSG00000245293,AC096564.1,330,4.54834,28,-0.8137,14,-1.7682,7,-3.0383,19,-1.3385,6,-2.9141,7,-2.8195
ENSG00000138796,HADH,12,-1.1280,19,-0.5762,34,0.40062,37,0.76518,22,-0.2932,17,-0.6756,29,0.16117
ENSG00000109475,RPL34,1489,0.58880,1272,0.37275,979,-0.0967,1258,0.40958,388,-1.5177,390,-1.5096,837,-0.3443
ENSG00000198856,OSTC,16,-0.3320,10,-1.0921,14,-0.4638,26,0.58815,20,0.04841,18,-0.1126,30,0.68199
ENSG00000164089,ETNPPL,125,0.02683,74,-0.8624,163,0.46600,225,1.50970,42,-1.6470,47,-1.4816,27,-2.2893
ENSG00000138802,SEC24B,20,-0.5135,22,-0.3523,15,-0.9090,34,0.46562,25,-0.1432,40,0.59448,28,0.02067
ENSG00000123739,PLA2G12A,105,0.96155,50,-0.2789,95,0.78710,37,-0.8888,62,0.07484,46,-0.3781,70,0.28042
ENSG00000109534,GAR1,13,-0.3790,11,-0.7224,16,-0.0542,20,0.46777,10,-0.7162,13,-0.4104,30,0.98627
