Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000286961,AC091938.1,8,-1.2310,6,-1.7676,18,0.10126,23,0.47552,30,1.02331,0,-4.5748,9,-0.9645,44,1.58993
ENSG00000040731,CDH10,15,-1.7148,35,-0.5250,33,-0.5808,56,0.26506,46,-0.0632,69,0.59232,51,0.09006,91,1.07787
ENSG00000113100,CDH9,0,-4.9621,11,-1.0036,20,-0.0469,15,-0.5251,25,0.33361,1,-4.2581,41,1.12027,58,1.78517
ENSG00000113361,CDH6,24,0.64934,10,-0.7272,16,0.05763,6,-1.4079,8,-1.1485,30,1.03085,27,0.88420,19,0.29548
ENSG00000113360,DROSHA,51,0.34479,21,-1.1190,54,0.43721,48,0.24392,34,-0.3215,40,-0.0565,57,0.53612,51,0.35043
ENSG00000082213,C5orf22,2,-2.9281,23,0.23757,7,-1.4402,15,-0.4434,21,0.13350,41,1.21040,24,0.29910,20,0.04862
ENSG00000133401,PDZD2,90,0.27165,66,-0.2425,59,-0.4027,94,0.33219,114,0.77800,10,-3.0272,35,-1.1786,112,0.63023
ENSG00000113384,GOLPH3,22,-1.2166,39,-0.4114,28,-0.8610,64,0.43749,55,0.21363,85,0.90927,42,-0.2312,61,0.34723
ENSG00000150712,MTMR12,11,-1.2756,22,-0.2983,15,-0.7988,16,-0.7316,37,0.64350,15,-0.8618,47,0.97620,38,0.62832
ENSG00000056097,ZFR,340,0.55070,222,-0.1566,389,0.77677,262,0.12242,172,-0.5986,106,-1.2755,217,-0.1795,326,0.47893
ENSG00000113387,SUB1,118,-1.4242,211,-0.6038,342,0.22213,346,0.23678,360,0.34400,289,-0.0535,256,-0.2455,493,0.83258
ENSG00000113407,TARS,70,0.84229,27,-0.7190,76,0.98417,42,-0.0001,25,-0.8374,29,-0.5674,35,-0.2880,61,0.62119
ENSG00000242110,AMACR,11,-0.6909,7,-1.4973,12,-0.6323,23,0.39637,21,0.32219,33,0.98398,15,-0.3175,29,0.77354
ENSG00000039560,RAI14,101,3.14523,18,-0.2070,12,-0.7914,17,-0.2809,10,-1.0617,6,-1.7223,5,-2.0793,3,-2.6838
ENSG00000113456,RAD1,7,-1.6760,25,0.20204,18,-0.3871,38,0.83630,22,-0.0886,17,-0.4749,23,0.03585,30,0.45987
ENSG00000113460,BRIX1,39,0.42304,12,-1.4487,58,1.12023,21,-0.5442,18,-0.8139,23,-0.4254,36,0.30762,60,1.16352
ENSG00000168724,DNAJC21,208,1.18309,59,-0.9549,201,1.11622,51,-1.0998,84,-0.3677,83,-0.3347,109,0.09149,95,-0.1367
ENSG00000152582,SPEF2,24,-0.5268,18,-1.0818,46,0.49078,32,-0.0972,12,-1.6811,26,-0.4242,93,1.73551,60,0.93057
ENSG00000164187,LMBRD2,86,-0.8384,103,-0.6050,133,-0.1511,103,-0.5488,144,-0.0323,233,0.76715,255,0.92142,160,0.14572
ENSG00000152620,NADK2,42,-0.3257,42,-0.3343,50,-0.0460,82,0.77159,61,0.31032,47,-0.1453,27,-0.9810,59,0.22962
ENSG00000164188,RANBP3L,8,-1.5285,12,-0.9650,58,1.67295,74,2.16046,8,-1.6261,8,-1.4286,11,-1.0622,20,-0.1536
ENSG00000079215,SLC1A3,153,-1.7677,377,-0.4427,707,0.61647,2146,2.83187,268,-1.0083,249,-1.0396,155,-1.7492,155,-1.7491
ENSG00000285967,NIPBL-DT,55,1.08481,24,-0.3237,36,0.38090,20,-0.5860,31,0.14434,21,-0.4585,16,-0.8515,28,-0.0296
ENSG00000164190,NIPBL,438,1.81135,85,-1.0349,318,1.20385,104,-0.6272,62,-1.5145,48,-1.7945,218,0.54387,139,-0.1873
ENSG00000197603,CPLANE1,194,1.13915,53,-1.0293,158,0.78575,77,-0.3800,39,-1.5065,32,-1.7196,203,1.22141,133,0.49725
ENSG00000113569,NUP155,7,-1.0039,13,-0.1616,17,0.29331,18,0.36219,11,-0.4816,8,-0.9360,27,1.02166,19,0.41739
ENSG00000082068,WDR70,128,1.66273,17,-1.7049,82,0.86171,36,-0.4658,21,-1.3801,33,-0.5976,89,0.99643,43,-0.1927
ENSG00000113594,LIFR,128,0.76821,64,-0.3828,119,0.64982,196,1.53924,35,-1.3862,70,-0.2066,42,-0.9815,47,-0.8243
ENSG00000164327,RICTOR,54,0.44875,27,-0.7160,33,-0.3272,38,-0.1093,28,-0.6543,62,0.66421,78,1.06657,35,-0.2414
ENSG00000113638,TTC33,33,-0.5719,26,-1.0105,51,0.12560,33,-0.5338,52,0.19498,69,0.61996,61,0.42910,67,0.57700
ENSG00000132356,PRKAA1,12,-0.5345,10,-0.7827,13,-0.4069,23,0.53776,16,-0.0381,35,1.24719,16,-0.1005,14,-0.2171
ENSG00000145592,RPL37,1595,0.84886,1170,0.37425,933,-0.0384,1013,0.09214,1136,0.31862,319,-1.6871,339,-1.5948,750,-0.3838
ENSG00000182836,PLCXD3,56,0.59143,37,-0.0922,45,0.22435,14,-1.5614,29,-0.5070,55,0.57225,61,0.73229,26,-0.6011
ENSG00000083720,OXCT1,24,-1.9806,51,-0.9292,79,-0.1764,88,0.00574,88,-0.0042,141,0.77432,93,0.08668,178,1.18731
ENSG00000205765,C5orf51,23,0.36751,18,-0.0612,26,0.55049,16,-0.2214,6,-1.6937,24,0.40307,27,0.58223,21,0.18140
ENSG00000198865,CCDC152,48,1.68022,21,0.25798,38,1.26732,18,0.00375,6,-1.7352,6,-1.6941,14,-0.4002,2,-2.8367
ENSG00000250722,SELENOP,310,2.94122,57,-0.2715,23,-1.6274,96,0.59359,33,-1.1799,32,-1.1200,7,-3.3844,20,-1.7896
ENSG00000172262,ZNF131,43,0.37997,31,-0.1704,69,1.19048,24,-0.5223,12,-1.6465,24,-0.5036,50,0.64097,42,0.34294
ENSG00000177453,NIM1K,6,-1.8831,15,-0.5814,10,-1.0491,25,0.30886,35,1.00673,13,-0.6662,16,-0.4259,38,0.97711
ENSG00000112972,HMGCS1,33,-1.6229,71,-0.5239,50,-1.0259,82,-0.2546,115,0.32699,200,1.23856,137,0.57232,88,-0.1349
ENSG00000172239,PAIP1,81,0.00811,63,-0.4356,65,-0.3376,82,0.03789,89,0.17553,85,0.08893,65,-0.3284,124,0.70244
ENSG00000248092,NNT-AS1,111,0.67295,82,0.19292,94,0.39960,62,-0.2543,43,-0.9050,62,-0.2623,86,0.24939,70,-0.0823
ENSG00000112992,NNT,80,-0.1370,72,-0.3327,74,-0.2437,110,0.38877,74,-0.2917,82,-0.0852,119,0.50895,112,0.41326
ENSG00000251141,MRPS30-DT,16,-1.1146,26,-0.4307,61,1.03163,25,-0.4070,19,-0.9331,22,-0.6045,54,0.82800,61,1.01815
ENSG00000112996,MRPS30,21,-1.2024,31,-0.6991,46,-0.0237,54,0.24258,63,0.57485,40,-0.2517,57,0.34138,58,0.37183
ENSG00000272335,AC093297.2,12,-1.2868,18,-0.7592,19,-0.6287,33,0.20096,37,0.45264,19,-0.6597,47,0.79973,48,0.82803
ENSG00000164588,HCN1,1,-6.2026,37,-1.0132,76,0.17637,48,-0.5392,76,0.19289,159,1.44649,75,0.16741,95,0.55194
ENSG00000151883,PARP8,11,-1.1352,12,-1.1390,13,-0.9374,19,-0.3804,32,0.52607,20,-0.2737,43,0.97444,45,1.06255
ENSG00000164172,MOCS2,75,-0.2986,58,-0.7604,135,0.65982,80,-0.1950,113,0.41799,73,-0.3312,73,-0.3294,125,0.52660
ENSG00000164258,NDUFS4,35,-0.5011,26,-1.0529,86,0.92995,82,0.84812,59,0.36402,26,-0.9850,24,-1.0847,64,0.45183
ENSG00000185305,ARL15,4,-2.1547,8,-1.1769,4,-2.1378,12,-0.4982,24,0.69344,39,1.45347,17,0.07043,25,0.69957
ENSG00000178996,SNX18,25,0.95684,14,-0.0035,21,0.68219,22,0.73833,7,-1.0715,8,-0.8446,9,-0.6595,11,-0.2583
ENSG00000067248,DHX29,102,0.72797,24,-1.6158,77,0.26727,52,-0.3577,58,-0.2021,40,-0.7455,100,0.70563,116,0.95606
ENSG00000039123,MTREX,86,0.70445,30,-1.0371,107,1.07760,54,-0.0497,32,-0.9646,44,-0.3758,64,0.20893,81,0.60964
ENSG00000067113,PLPP1,26,-0.2904,15,-1.1741,41,0.43587,57,1.01045,29,-0.1193,51,0.80742,17,-0.9005,30,-0.0429
ENSG00000134352,IL6ST,224,0.73974,141,-0.0334,179,0.36078,211,0.63341,117,-0.3558,142,-0.0143,77,-0.9702,84,-0.8232
ENSG00000062194,GPBP1,223,0.63460,86,-0.9517,255,0.86193,132,-0.2167,109,-0.5654,87,-0.8652,181,0.29145,245,0.79289
ENSG00000249436,AC008780.1,10,-2.1212,25,-0.8031,47,0.24618,39,-0.0500,48,0.30864,10,-2.0792,44,0.13768,108,1.70144
ENSG00000145632,PLK2,14,-3.3368,68,-1.1107,106,-0.3503,147,0.17560,190,0.69002,91,-0.5757,171,0.41816,275,1.23786
ENSG00000152932,RAB3C,11,-4.1596,132,-0.5902,160,-0.2368,155,-0.2894,179,-0.0670,450,1.52235,164,-0.1975,296,0.76647
ENSG00000113448,PDE4D,22,-0.9983,30,-0.5792,66,0.73618,47,0.18474,35,-0.3059,54,0.40131,64,0.69069,37,-0.2142
ENSG00000152931,PART1,6,-3.9719,47,-1.1413,110,0.29618,61,-0.6333,72,-0.4255,181,1.14064,181,1.14119,142,0.70939
ENSG00000164182,NDUFAF2,53,-0.1144,49,-0.2716,98,0.89617,59,0.04495,58,0.03699,29,-1.0211,45,-0.3769,72,0.37966
ENSG00000188725,SMIM15,29,0.07880,31,0.25060,25,-0.1193,31,0.21936,32,0.25628,19,-0.5986,16,-0.7866,27,-0.0066
ENSG00000130449,ZSWIM6,105,1.25223,19,-1.5901,61,0.31570,70,0.55403,40,-0.3730,51,0.04722,69,0.52175,25,-1.0796
ENSG00000068796,KIF2A,238,1.76774,46,-1.0674,162,1.05569,52,-0.7886,42,-1.1944,46,-0.9852,82,-0.0809,107,0.35163
ENSG00000086200,IPO11,3,-2.1830,8,-0.8074,14,0.00815,19,0.53745,8,-0.8371,31,1.38903,29,1.25099,7,-0.9486
ENSG00000164197,RNF180,31,0.23933,25,-0.1272,41,0.70865,22,-0.3217,26,-0.0035,11,-1.3493,24,-0.1817,35,0.45093
ENSG00000186479,RGS7BP,19,-1.3688,30,-0.7289,127,1.75635,21,-1.2043,23,-1.1744,20,-1.2605,99,1.28412,71,0.68715
ENSG00000153006,SREK1IP1,65,0.17168,53,-0.1819,60,0.03553,54,-0.1228,41,-0.6029,29,-1.0455,91,0.74080,96,0.82374
ENSG00000153015,CWC27,172,1.17864,71,-0.3294,180,1.25134,41,-1.1280,51,-0.8776,37,-1.2820,103,0.29952,78,-0.1371
ENSG00000113593,PPWD1,23,0.52342,7,-1.2814,16,-0.0517,28,0.84918,11,-0.6576,13,-0.3444,15,-0.1904,34,1.16478
ENSG00000113595,TRIM23,37,-1.0445,42,-0.9367,109,0.64522,66,-0.1687,55,-0.4950,100,0.49457,126,0.89154,102,0.53232
ENSG00000113597,TRAPPC13,9,-1.4149,14,-0.7933,13,-0.7876,16,-0.5049,28,0.36069,43,1.05737,24,0.06792,38,0.83801
ENSG00000197860,SGTB,42,-1.9724,133,-0.2491,167,0.13871,123,-0.3432,172,0.21587,215,0.56076,181,0.27218,191,0.36271
ENSG00000123213,NLN,36,-0.0306,21,-0.9824,60,0.77439,36,-0.0524,28,-0.4696,46,0.34634,54,0.61062,41,0.17339
ENSG00000112851,ERBIN,632,2.93989,131,-0.0846,133,-0.0464,60,-1.2677,62,-1.3148,52,-1.4956,63,-1.1868,43,-1.7492
ENSG00000153914,SREK1,390,1.66557,111,-0.5118,102,-0.5976,128,-0.2459,84,-0.9822,89,-0.8065,267,0.96433,128,-0.2417
ENSG00000069020,MAST4,51,-0.9145,83,-0.1816,116,0.37604,136,0.64219,73,-0.4109,86,-0.1029,122,0.46850,96,0.07268
ENSG00000145675,PIK3R1,348,-0.3750,223,-1.1516,725,0.82329,263,-0.8101,325,-0.5311,434,-0.0261,760,0.90547,785,0.96172
ENSG00000145740,SLC30A5,19,-0.2813,15,-0.7123,16,-0.5567,29,0.36867,22,-0.0856,44,1.04264,20,-0.2395,29,0.36548
ENSG00000134056,MRPS36,8,-2.4811,39,-0.2649,47,0.06891,62,0.49364,69,0.80901,41,-0.1604,29,-0.7097,50,0.15322
ENSG00000085231,AK6,19,-0.9471,15,-1.4259,32,-0.1565,60,0.85296,60,0.99314,28,-0.3827,25,-0.5292,43,0.29958
ENSG00000273841,TAF9,18,-1.8675,36,-0.9393,46,-0.4827,98,0.71221,88,0.61544,81,0.40351,51,-0.3394,90,0.57086
ENSG00000152942,RAD17,25,0.34575,11,-0.9791,20,-0.0518,26,0.41917,14,-0.6096,19,-0.0897,28,0.53684,33,0.81410
ENSG00000249437,NAIP,47,1.49495,15,-0.4717,19,-0.0571,28,0.55858,14,-0.6049,7,-1.4807,19,-0.0070,18,-0.1220
ENSG00000145734,BDP1,826,1.52915,254,-0.5051,562,0.83414,128,-1.5029,152,-1.3423,100,-1.8662,710,1.24663,260,-0.4259
ENSG00000131844,MCCC2,8,-0.9500,14,-0.1398,19,0.36258,33,1.29600,10,-0.7227,18,0.21267,11,-0.5486,16,0.07981
ENSG00000131711,MAP1B,6585,0.22536,4106,-0.5788,10115,0.94880,1270,-2.2918,3152,-1.0150,9586,0.85510,11005,1.09791,4198,-0.4902
ENSG00000113048,MRPS27,12,-1.4133,27,-0.2917,17,-0.9280,36,0.19910,38,0.33743,43,0.49223,35,0.13858,44,0.52526
ENSG00000083312,TNPO1,80,0.36248,52,-0.3585,57,-0.1750,83,0.42020,51,-0.4021,68,0.09859,86,0.48121,59,-0.1138
ENSG00000157107,FCHO2,63,1.39572,13,-1.2453,47,0.85755,16,-0.8680,19,-0.6249,15,-0.9796,36,0.42388,36,0.43836
ENSG00000145741,BTF3,80,-0.6002,76,-0.7485,125,0.09350,136,0.23641,174,0.74566,71,-0.7777,82,-0.5625,181,0.71492
ENSG00000164331,ANKRA2,24,0.47509,12,-0.6658,12,-0.5435,9,-0.9625,26,0.68241,11,-0.7692,29,0.77280,17,-0.0286
ENSG00000171617,ENC1,57,-4.0170,497,-0.8906,772,-0.1299,691,-0.3038,1042,0.40634,889,0.09623,1165,0.53975,1722,1.21910
ENSG00000049860,HEXB,10,-1.6407,15,-1.1264,9,-1.7589,38,0.42454,45,0.79712,42,0.57795,31,0.10699,44,0.65946
ENSG00000164347,GFM2,12,-0.8463,19,-0.1365,20,-0.0443,18,-0.2191,24,0.26064,18,-0.1988,18,-0.1805,34,0.82114
ENSG00000164346,NSA2,265,0.75908,144,-0.2682,318,1.08065,131,-0.3793,124,-0.5180,40,-2.1578,178,0.10033,203,0.31554
ENSG00000198780,FAM169A,27,-1.5570,63,-0.3266,119,0.72414,53,-0.5776,78,0.04291,80,0.07160,106,0.54060,95,0.35637
ENSG00000113161,HMGCR,24,-1.7265,56,-0.5272,49,-0.6776,52,-0.5881,87,0.24444,175,1.42098,95,0.35335,79,0.06022
ENSG00000113163,CERT1,101,-0.0511,57,-1.0137,166,0.76837,59,-0.8903,81,-0.4270,144,0.52796,166,0.76760,128,0.34047
ENSG00000122008,POLK,98,1.37708,25,-0.9363,67,0.70799,43,-0.0132,21,-1.1833,24,-0.9159,61,0.53957,50,0.20976
ENSG00000122012,SV2C,1,-3.7424,13,-0.4398,26,0.67484,11,-0.6357,9,-0.9751,60,2.23328,16,-0.0968,12,-0.5920
ENSG00000164252,AGGF1,137,0.58707,68,-0.6016,204,1.28255,60,-0.7170,72,-0.4977,74,-0.4130,93,-0.0402,110,0.21816
ENSG00000113231,PDE8B,71,-0.8913,105,-0.3103,149,0.28119,143,0.21844,172,0.60205,55,-1.2629,123,-0.0289,156,0.35886
ENSG00000164253,WDR41,9,-1.5727,20,-0.4291,21,-0.2811,31,0.31324,23,-0.2049,34,0.46611,40,0.73196,35,0.49289
ENSG00000171530,TBCA,315,0.62885,159,-0.5178,346,0.79148,169,-0.3723,154,-0.5701,165,-0.4087,193,-0.1701,329,0.70277
ENSG00000132842,AP3B1,152,2.51432,33,-0.2910,42,0.13141,39,9.30395,9,-2.2929,15,-1.4220,35,-0.1785,21,-0.9117
ENSG00000085365,SCAMP1,32,-2.2948,120,-0.3308,154,0.09054,121,-0.2909,171,0.30153,240,0.82938,172,0.27339,151,0.06585
ENSG00000152409,JMY,84,0.37278,34,-1.1514,142,1.27851,47,-0.5606,62,-0.1392,64,-0.0662,74,0.16998,66,-0.0219
ENSG00000152413,HOMER1,39,-2.3154,117,-0.7607,234,0.40787,118,-0.6773,185,0.02907,196,0.12327,318,0.92802,310,0.88674
ENSG00000164329,TENT2,8,-1.1135,11,-0.6283,9,-0.8825,25,0.68393,16,-0.0617,24,0.61600,19,0.22456,25,0.66716
ENSG00000164309,CMYA5,86,1.14569,34,-0.4444,90,1.22257,59,0.48561,15,-1.6967,25,-0.8396,52,0.29637,25,-0.8833
ENSG00000177034,MTX3,18,-1.2467,34,-0.2930,46,0.21748,34,-0.2559,48,0.33581,36,-0.1689,55,0.51080,48,0.29282
ENSG00000164300,SERINC5,70,2.10477,20,-0.0982,10,-1.1199,32,0.63125,17,-0.3778,6,-1.7799,9,-1.3077,12,-0.9006
ENSG00000039319,ZFYVE16,212,2.08830,40,-0.8507,54,-0.3084,56,-0.2608,27,-1.4454,46,-0.5526,87,0.45507,68,0.05508
ENSG00000249042,AC008771.1,11,-1.5271,22,-0.5346,41,0.52085,46,0.73007,31,0.07685,20,-0.5926,32,0.14481,40,0.50107
ENSG00000228716,DHFR,139,1.77369,49,-0.0558,68,0.48961,25,-1.0649,29,-0.9440,39,-0.4026,42,-0.2727,34,-0.5918
ENSG00000113318,MSH3,109,1.11297,47,-0.2919,120,1.28750,30,-0.9688,27,-1.1822,22,-1.4140,68,0.30846,61,0.14429
ENSG00000113319,RASGRF2,29,-1.3689,40,-0.9514,55,-0.3813,99,0.56705,116,0.98126,13,-2.4654,32,-1.1821,160,1.40611
ENSG00000131732,ZCCHC9,26,0.42991,13,-0.7688,30,0.68064,23,0.24034,17,-0.2935,8,-1.4098,21,0.10012,32,0.76337
ENSG00000145687,SSBP2,22,-1.5063,51,-0.2586,34,-0.8289,87,0.65217,47,-0.3953,80,0.51436,62,0.10254,105,0.96974
ENSG00000152348,ATG10,13,-0.0763,11,-0.2698,14,0.07767,16,0.24785,8,-0.8421,14,0.05331,15,0.22641,23,0.88862
ENSG00000186468,RPS23,800,0.53695,671,0.28031,568,-0.0217,674,0.25502,750,0.49346,181,-1.7750,197,-1.6449,498,-0.2314
ENSG00000174695,TMEM167A,50,-0.2853,56,-0.1260,40,-0.6422,54,-0.1678,62,0.06118,96,0.76872,35,-0.8290,90,0.65245
ENSG00000038427,VCAN,663,4.09305,54,-1.0515,67,-0.6281,42,-1.3296,25,-2.2603,12,-3.1950,19,-2.5199,48,-1.1507
ENSG00000164176,EDIL3,316,1.62594,77,-0.8010,58,-1.1540,109,-0.1908,121,-0.0402,149,0.30507,67,-0.9365,138,0.17922
ENSG00000127184,COX7C,234,-1.3258,451,-0.3565,523,-0.0862,831,0.67244,937,1.03783,366,-0.6482,240,-1.2881,553,0.00165
ENSG00000145715,RASA1,21,-1.2945,42,-0.3002,50,0.01822,43,-0.2023,41,-0.3338,74,0.66336,78,0.75740,62,0.36787
ENSG00000134480,CCNH,28,-0.5553,30,-0.5145,30,-0.4548,36,-0.1903,47,0.25420,28,-0.5549,40,-0.0324,89,1.33595
ENSG00000164180,TMEM161B,38,1.05003,9,-1.3532,34,0.89807,22,0.16138,5,-2.2079,20,0.03371,34,0.85339,24,0.31069
ENSG00000247828,TMEM161B-AS1,201,0.74460,64,-1.1668,162,0.37684,186,0.61434,77,-0.8728,56,-1.2820,280,1.32980,114,-0.1809
ENSG00000245526,LINC00461,108,0.54070,63,-0.3532,108,0.54099,114,0.63645,48,-0.8098,71,-0.1271,75,-0.0393,74,-0.0650
ENSG00000081189,MEF2C,128,-2.4080,399,-0.7694,975,0.73373,424,-0.6110,594,-0.0897,758,0.31282,854,0.51109,1123,0.97847
ENSG00000153140,CETN3,106,1.55873,29,-0.6522,80,1.04077,36,-0.2698,26,-0.8642,34,-0.3404,35,-0.2941,26,-0.7693
ENSG00000176055,MBLAC2,3,-2.2585,16,0.18735,14,-0.0243,14,-0.0798,17,0.25368,18,0.33689,11,-0.3885,19,0.44231
ENSG00000164199,ADGRV1,109,1.03349,26,-1.3607,93,0.75504,255,2.78219,6,-3.3941,16,-1.9678,36,-0.7345,12,-2.3433
ENSG00000113369,ARRDC3,27,0.19177,16,-0.7317,7,-1.7313,35,0.59630,28,0.24187,15,-0.7174,32,0.46800,38,0.73035
ENSG00000237187,NR2F1-AS1,43,-0.8569,64,-0.2927,91,0.30249,82,0.12594,72,-0.0781,58,-0.4240,110,0.61461,99,0.43639
ENSG00000175745,NR2F1,145,-0.3670,175,-0.0877,291,0.76297,224,0.32048,143,-0.4408,114,-0.7443,223,0.31815,203,0.15873
ENSG00000113391,FAM172A,80,0.81202,33,-0.6717,58,0.26404,47,-0.0695,38,-0.4388,28,-0.8685,73,0.65469,62,0.37169
ENSG00000133302,SLF1,57,0.30806,20,-1.3994,30,-0.6853,30,-0.7252,57,0.34304,18,-1.4997,122,1.63893,61,0.41788
ENSG00000175471,MCTP1,19,-1.7810,57,-0.0999,42,-0.5840,37,-0.7601,54,-0.1915,18,-1.8035,94,0.73443,171,1.82516
ENSG00000198677,TTC37,82,-0.0708,51,-0.8726,114,0.47533,70,-0.3190,53,-0.7962,86,0.01855,182,1.28205,110,0.41313
ENSG00000164292,RHOBTB3,435,1.55128,193,0.15821,293,0.83818,292,0.82956,81,-1.2976,77,-1.2727,76,-1.3019,46,-2.0454
ENSG00000173221,GLRX,8,-1.9254,19,-0.6168,13,-1.1523,19,-0.5864,38,0.57496,51,0.99516,25,-0.1577,48,0.89910
ENSG00000118985,ELL2,112,0.80927,39,-0.9665,72,0.08490,36,-0.9930,60,-0.2469,73,0.09358,92,0.46907,105,0.69004
ENSG00000175426,PCSK1,0,-7.1259,40,-1.0732,56,-0.4617,31,-1.3701,59,-0.4074,272,2.34457,103,0.52138,90,0.29876
ENSG00000153113,CAST,217,1.20483,59,-0.9798,213,1.17079,64,-0.7954,55,-1.0977,112,0.08603,145,0.50671,81,-0.4153
ENSG00000113441,LNPEP,70,-0.2506,64,-0.4347,73,-0.1794,52,-0.7042,62,-0.4871,141,0.89558,153,1.03760,79,-0.0500
ENSG00000145721,LIX1,62,2.40229,23,0.64273,20,0.29291,19,0.24896,5,-1.9229,2,-2.6577,1,-4.0551,4,-2.0026
ENSG00000058729,RIOK2,12,-0.2361,7,-1.1431,12,-0.2518,21,0.66026,16,0.26755,15,0.12862,11,-0.4020,23,0.77968
ENSG00000174136,RGMB,15,-1.5011,36,-0.2067,30,-0.4867,29,-0.5188,61,0.77705,36,-0.1873,35,-0.2547,68,0.82776
ENSG00000153922,CHD1,186,1.95303,37,-0.8558,82,0.46669,29,-1.1707,29,-1.2531,20,-1.7283,105,0.88161,62,0.00616
ENSG00000174132,FAM174A,14,-1.5656,27,-0.6085,23,-0.7825,33,-0.2464,54,0.63367,67,0.90501,52,0.47996,35,-0.1546
ENSG00000145730,PAM,11,-3.0017,54,-0.7916,50,-0.8564,77,-0.1812,106,0.38270,155,0.96711,93,0.12369,157,0.99007
ENSG00000145725,PPIP5K2,58,0.26654,22,-1.2907,66,0.48754,47,-0.0408,29,-0.9038,52,0.10318,100,1.20044,63,0.41751
ENSG00000181751,C5orf30,20,-0.9576,29,-0.3966,19,-1.0316,36,-0.0059,44,0.35929,37,0.01901,43,0.26478,64,0.91604
ENSG00000112874,NUDT12,17,0.02438,15,-0.2063,15,-0.1953,31,0.98519,18,0.13182,27,0.72628,9,-0.9978,5,-1.9150
ENSG00000184349,EFNA5,9,-2.4325,35,-0.5366,60,0.36613,49,0.05469,44,-0.1222,81,0.88034,74,0.73368,43,-0.1408
ENSG00000145743,FBXL17,40,-1.6039,107,-0.1257,121,0.08914,116,0.02163,127,0.18133,140,0.32417,128,0.17952,134,0.24700
ENSG00000151422,FER,83,0.71915,48,-0.2059,129,1.50278,28,-1.0015,21,-1.5546,33,-0.7288,89,0.84124,36,-0.6087
ENSG00000198961,PJA2,259,-1.1085,346,-0.7274,560,0.09490,375,-0.5392,581,0.17264,857,0.80095,622,0.26568,755,0.58477
ENSG00000112893,MAN2A1,99,2.11469,18,-0.8425,19,-0.6994,23,-0.4185,20,-0.6777,32,0.11320,34,0.20321,17,-0.9024
ENSG00000186952,TMEM232,30,1.11818,12,-0.3416,31,1.18042,16,0.05915,7,-1.2515,7,-1.0748,14,-0.1418,15,-0.0102
ENSG00000164209,SLC25A46,42,-0.9584,48,-0.8110,56,-0.5092,70,-0.1654,97,0.40613,123,0.74671,120,0.70144,78,-0.0061
ENSG00000134987,WDR36,12,-0.7340,8,-1.3624,27,0.54445,18,-0.1326,28,0.65968,32,0.81748,16,-0.2602,16,-0.2485
ENSG00000152495,CAMK4,28,-2.1139,52,-1.3223,145,0.37294,142,0.34712,127,0.18335,48,-1.3459,118,0.04690,309,1.72409
ENSG00000164211,STARD4,7,-1.3193,14,-0.4236,17,-0.1108,15,-0.2725,16,-0.2062,42,1.39833,25,0.49965,15,-0.3083
ENSG00000134986,NREP,31,-2.1361,119,-0.1097,128,0.01470,73,-0.8648,147,0.27192,236,1.03384,115,-0.1604,154,0.31169
ENSG00000224032,EPB41L4A-AS1,62,0.52175,42,-0.1138,30,-0.6204,33,-0.4891,60,0.54895,28,-0.7232,26,-0.8544,66,0.61279
ENSG00000134982,APC,1092,1.06347,554,-0.0779,1645,1.83529,332,-0.8671,247,-1.4207,279,-1.1308,506,-0.2150,334,-0.8607
ENSG00000153037,SRP19,125,0.85443,69,-0.1376,89,0.27356,55,-0.4809,62,-0.3189,57,-0.4317,85,0.20747,74,-0.0221
ENSG00000129625,REEP5,83,-2.0948,171,-1.1173,176,-0.9802,384,0.24234,480,0.71173,460,0.53848,322,-0.0409,579,0.93195
ENSG00000172795,DCP2,15,-1.3434,38,0.10498,30,-0.2733,20,-0.9195,34,-0.0699,54,0.66513,35,-0.0326,60,0.84456
ENSG00000171444,MCC,11,-0.4434,16,0.05599,27,0.96891,47,1.99063,6,-1.4540,7,-1.0823,13,-0.2556,2,-2.9053
ENSG00000047188,YTHDC2,29,-0.3706,18,-1.1739,42,0.18588,27,-0.4980,36,-0.0752,36,-0.0543,85,1.40035,45,0.30553
ENSG00000080709,KCNN2,15,-0.1483,6,-1.6061,10,-0.8563,16,-0.0469,30,1.11032,14,-0.3420,30,0.92360,12,-0.4997
ENSG00000152503,TRIM36,23,-1.0106,33,-0.5114,20,-1.2504,23,-1.0163,41,-0.1559,96,1.29003,62,0.53901,74,0.84025
ENSG00000164219,PGGT1B,45,0.64750,31,0.01983,58,1.08456,41,0.46732,12,-1.4706,19,-0.7019,35,0.21121,20,-0.6757
ENSG00000164221,CCDC112,120,1.15386,39,-0.7487,84,0.54822,43,-0.5324,29,-1.2029,26,-1.2957,84,0.54177,109,0.98879
ENSG00000145780,FEM1C,18,-0.8364,27,-0.2005,27,-0.1919,53,0.91867,33,0.15982,19,-0.7255,23,-0.4176,44,0.58004
ENSG00000134970,TMED7,55,0.08190,46,-0.2035,35,-0.6001,73,0.53941,57,0.17271,62,0.28726,41,-0.3644,47,-0.1612
