Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000064933,PMS1,23,0.10672,4,-2.5446,7,-1.5362,25,0.23067,31,0.57006,29,0.54435,31,0.57629,26,0.33613,18,-0.2916,17,-0.3884
ENSG00000198130,HIBCH,59,1.23400,40,0.58994,28,0.02443,13,-1.1118,37,0.44075,20,-0.5807,22,-0.3300,29,0.06875,12,-1.2146,26,-0.0866
ENSG00000151689,INPP1,104,1.57860,49,0.31909,23,-0.8304,37,-0.1367,36,-0.1715,28,-0.6116,29,-0.5025,32,-0.3583,38,-0.0965,40,-0.0249
ENSG00000151690,MFSD6,191,0.17473,63,-1.5188,83,-1.1018,126,-0.4754,238,0.52713,114,-0.6722,258,0.66154,316,0.99841,164,-0.0632,192,0.20519
ENSG00000138386,NAB1,52,0.34925,47,0.19701,26,-0.7228,29,-0.5429,48,0.23189,29,-0.5938,27,-0.6683,35,-0.2454,39,-0.1088,69,0.91860
ENSG00000115419,GLS,54,-2.2886,88,-1.5848,152,-0.7642,183,-0.4826,266,0.09788,272,0.14538,327,0.42452,403,0.76732,391,0.72073,297,0.29999
ENSG00000115415,STAT1,19,-1.5232,46,-0.2008,41,-0.3730,33,-0.7049,32,-0.7688,62,0.30873,87,0.81889,61,0.24133,58,0.16170,63,0.32998
ENSG00000138378,STAT4,1,-4.1707,4,-2.7144,18,-0.7699,17,-0.8550,27,-0.1641,40,0.53665,77,1.57291,37,0.34303,42,0.52569,27,-0.1701
ENSG00000128641,MYO1B,3,-3.4587,25,-0.3099,48,0.72052,27,-0.1691,14,-1.1479,66,1.49565,73,1.45697,17,-0.8617,9,-1.7948,8,-2.0696
ENSG00000168497,CAVIN2,23,-0.3676,171,3.31750,46,0.68631,40,0.47450,6,-2.4228,16,-0.9617,2,-3.5094,8,-1.8616,15,-0.9810,5,-2.5580
ENSG00000144339,TMEFF2,133,0.93693,51,-0.5859,25,-1.6674,33,-1.2399,111,0.63271,23,-1.8882,66,-0.1915,51,-0.5867,112,0.65368,134,1.09290
ENSG00000196950,SLC39A10,75,-2.0606,90,-1.7909,192,-0.6547,195,-0.6292,499,0.85778,340,0.25609,403,0.50482,394,0.46739,275,-0.1033,361,0.36475
ENSG00000138411,HECW2,80,0.83635,22,-1.1568,21,-1.2289,23,-1.1024,90,1.03412,56,0.27821,68,0.58007,21,-1.2196,47,-0.0285,43,-0.1577
ENSG00000119041,GTF3C3,20,-0.3452,27,0.17503,21,-0.2684,10,-1.3436,39,0.73188,29,0.31981,27,0.15907,22,-0.1892,19,-0.3588,25,0.05716
ENSG00000197121,PGAP1,41,0.13434,18,-1.1559,33,-0.1993,23,-0.7931,45,0.25311,50,0.49991,34,-0.1703,22,-0.8046,39,0.05753,50,0.47901
ENSG00000115524,SF3B1,234,0.76791,157,0.12237,73,-1.0474,99,-0.6004,183,0.36539,142,-0.0463,199,0.49703,86,-0.8045,80,-0.9120,175,0.32954
ENSG00000115520,COQ10B,6,-2.8259,21,-0.9695,37,-0.1357,38,-0.0711,45,0.18185,38,-0.0824,50,0.36803,53,0.43740,58,0.60589,48,0.30743
ENSG00000144381,HSPD1,257,0.00865,322,0.36599,225,-0.2037,155,-0.7714,287,0.17895,307,0.31733,227,-0.1853,292,0.21012,184,-0.5140,255,-0.0093
ENSG00000115541,HSPE1,204,0.12368,135,-0.5228,235,0.34777,310,0.80093,116,-0.7481,198,0.08714,167,-0.1892,152,-0.3353,148,-0.3760,200,0.10339
ENSG00000115540,MOB4,38,-0.7584,24,-1.4709,51,-0.3275,56,-0.1828,77,0.32495,48,-0.4498,81,0.40813,100,0.74192,101,0.76200,65,0.05872
ENSG00000162944,RFTN2,88,2.49924,72,2.06960,38,0.91442,11,-0.9726,7,-1.7068,2,-3.2022,5,-2.1341,1,-3.8838,11,-0.9231,9,-1.3399
ENSG00000115896,PLCL1,212,2.09275,58,-0.1158,24,-1.4755,35,-0.8941,48,-0.4245,77,0.35925,27,-1.2734,100,0.74760,30,-1.1185,33,-1.0439
ENSG00000119042,SATB2,53,-0.3419,14,-2.3429,46,-0.5710,49,-0.4588,96,0.58080,88,0.49141,121,0.97090,54,-0.3177,88,0.43944,51,-0.4508
ENSG00000225953,SATB2-AS1,4,-2.4736,1,-4.4893,20,-0.1619,10,-1.1231,27,0.31478,16,-0.5755,49,1.29855,22,-0.0096,45,1.13793,28,0.43169
ENSG00000178074,C2orf69,59,-0.2640,58,-0.2939,72,0.05146,53,-0.4412,91,0.41315,67,-0.0670,96,0.49445,64,-0.1498,52,-0.4679,81,0.25339
ENSG00000162972,MAIP1,10,-0.7362,3,-2.3526,11,-0.5168,20,0.30367,11,-0.6292,13,-0.3771,30,0.99546,31,1.04895,15,-0.0702,18,0.22754
ENSG00000196141,SPATS2L,69,-0.9554,85,-0.6542,135,0.06456,124,-0.0665,100,-0.3952,266,1.37775,130,0.01049,75,-0.8257,58,-1.2247,122,-0.1011
ENSG00000082153,BZW1,114,-0.2277,116,-0.2005,88,-0.6121,100,-0.4232,144,0.13766,122,-0.1288,125,-0.0828,132,0.00824,153,0.24243,181,0.57503
ENSG00000013441,CLK1,238,2.06089,139,1.06815,24,-1.6258,41,-0.8497,46,-0.6747,45,-0.7877,66,-0.1218,30,-1.3448,33,-1.1809,78,0.13774
ENSG00000240344,PPIL3,17,-0.2382,15,-0.4557,11,-0.8739,20,-0.0111,8,-1.3045,24,0.36757,20,0.05537,24,0.28554,26,0.43476,24,0.32340
ENSG00000196290,NIF3L1,10,-0.9841,10,-0.9644,14,-0.4860,31,0.72348,20,0.03075,23,0.26502,29,0.65588,21,0.12839,16,-0.2535,18,-0.1268
ENSG00000115942,ORC2,36,0.94561,6,-1.7829,6,-1.7353,9,-1.2175,24,0.32665,32,0.87611,18,-0.1204,21,0.06366,17,-0.2246,18,-0.1349
ENSG00000155744,FAM126B,23,-2.2188,52,-1.0407,77,-0.4513,87,-0.2640,119,0.23822,139,0.54205,115,0.17691,122,0.27007,123,0.28459,118,0.24638
ENSG00000119013,NDUFB3,91,-0.4997,77,-0.7439,175,0.52695,209,0.82265,72,-0.8488,102,-0.3582,86,-0.5903,128,0.02248,154,0.31990,157,0.38747
ENSG00000003402,CFLAR,97,2.09373,111,2.37248,29,0.02203,7,-1.9530,5,-2.4698,18,-0.7213,7,-2.1067,6,-2.1703,10,-1.4945,16,-0.8990
ENSG00000115993,TRAK2,144,0.92312,101,0.34360,55,-0.6026,84,0.04855,91,0.16661,87,0.12405,57,-0.5406,72,-0.1855,75,-0.1320,61,-0.4706
ENSG00000082146,STRADB,29,0.97031,18,0.26499,10,-0.6164,12,-0.3464,13,-0.3028,8,-1.0791,22,0.56903,18,0.18758,22,0.55828,13,-0.2756
ENSG00000155755,TMEM237,13,-1.6173,26,-0.6335,34,-0.2112,42,0.11494,38,-0.0134,51,0.49004,57,0.62764,46,0.27923,26,-0.6000,40,0.05885
ENSG00000003393,ALS2,22,-0.7065,15,-1.2766,14,-1.3427,39,0.17875,44,0.35227,36,0.06825,52,0.63892,38,0.13695,22,-0.7091,50,0.64530
ENSG00000116030,SUMO1,60,-1.2349,73,-0.9307,154,0.21657,132,-0.0211,102,-0.4203,129,-0.0602,130,-0.0492,167,0.34423,158,0.25767,187,0.60070
ENSG00000055044,NOP58,91,-0.0178,91,-0.0132,60,-0.6483,45,-1.0982,88,-0.0649,170,1.14825,119,0.40671,73,-0.3630,52,-0.8642,72,-0.4054
ENSG00000204217,BMPR2,109,-1.1055,122,-0.9481,182,-0.3303,186,-0.3028,330,0.60871,260,0.24609,285,0.36991,294,0.41962,237,0.07568,222,-0.0283
ENSG00000138439,FAM117B,11,-0.8568,8,-1.3367,16,-0.3363,22,0.16395,34,0.87114,15,-0.4374,42,1.20372,13,-0.6393,38,1.02013,12,-0.8061
ENSG00000163596,ICA1L,38,-1.1309,52,-0.6637,61,-0.4216,54,-0.6098,127,0.73805,125,0.81404,111,0.52013,54,-0.5943,38,-1.1154,88,0.15264
ENSG00000138442,WDR12,15,-1.2660,9,-2.1001,23,-0.6546,39,0.13704,50,0.52553,55,0.76729,56,0.71484,39,0.12014,19,-0.9885,35,-0.0269
ENSG00000138380,CARF,29,0.75780,14,-0.4034,14,-0.3415,15,-0.2861,13,-0.4335,27,0.71087,16,-0.2194,4,-2.1233,19,0.09152,19,0.08752
ENSG00000138443,ABI2,189,-0.7535,244,-0.3658,306,-0.0110,186,-0.7790,484,0.72738,287,-0.1191,428,0.52527,245,-0.3572,352,0.21103,345,0.19576
ENSG00000173166,RAPH1,5,-3.0149,49,0.27417,53,0.37612,11,-1.9978,63,0.66132,54,0.47160,57,0.51265,63,0.65858,33,-0.3566,28,-0.6560
ENSG00000114933,INO80D,40,0.82705,36,0.63138,20,-0.2865,8,-1.5329,23,-0.0878,38,0.84009,10,-1.3635,13,-0.8655,29,0.28600,16,-0.6364
ENSG00000023228,NDUFS1,125,-0.8187,176,-0.3061,175,-0.3111,184,-0.2307,235,0.14701,254,0.30767,224,0.07195,268,0.36007,189,-0.1884,240,0.20024
ENSG00000114942,EEF1B2,482,0.64819,540,0.83383,376,0.24241,451,0.53690,199,-0.7438,240,-0.4940,244,-0.4336,191,-0.8085,418,0.41580,243,-0.4746
ENSG00000204186,ZDBF2,8,-2.7711,25,-1.1547,38,-0.5113,23,-1.3009,152,1.75932,88,0.90337,82,0.68835,25,-1.1493,29,-0.9188,42,-0.4017
ENSG00000114948,ADAM23,44,-1.4335,32,-1.8782,55,-1.0957,111,-0.0307,145,0.39777,97,-0.2527,137,0.31067,301,1.64611,114,0.01759,110,-0.0385
ENSG00000118246,FASTKD2,28,-0.7213,45,0.03540,20,-1.1694,37,-0.2594,68,0.68463,53,0.31282,46,0.05470,36,-0.3295,43,-0.0323,51,0.24149
ENSG00000118263,KLF7,61,0.84312,43,0.27223,20,-0.8605,38,0.08334,78,1.26130,24,-0.6755,25,-0.5924,35,-0.0605,36,-0.0032,25,-0.6235
ENSG00000118260,CREB1,47,0.04368,54,0.24143,39,-0.2462,30,-0.6670,66,0.56219,59,0.44141,72,0.70369,23,-1.0233,32,-0.5681,36,-0.4146
ENSG00000144401,METTL21A,12,-0.9014,19,-0.1680,20,-0.1485,31,0.57872,23,0.11408,23,0.09771,22,0.04934,24,0.15517,23,0.11203,19,-0.1787
ENSG00000163249,CCNYL1,5,-1.5687,2,-3.0417,23,0.64153,13,-0.3012,15,0.01310,26,0.94948,25,0.79944,13,-0.2069,7,-1.1778,14,-0.1188
ENSG00000178385,PLEKHM3,5,-3.1135,7,-2.6522,37,-0.3213,57,0.34916,82,0.94366,49,0.12160,42,-0.1185,65,0.55223,48,0.05614,54,0.27604
ENSG00000188674,C2orf80,29,-1.2023,24,-1.5107,89,0.49692,71,0.14592,25,-1.4613,128,1.28156,117,0.96167,68,0.06849,27,-1.3073,36,-0.9469
ENSG00000138413,IDH1,21,0.44682,13,-0.2991,25,0.73149,6,-1.4685,16,0.00837,16,0.00402,13,-0.2318,26,0.78341,8,-1.0659,15,-0.0877
ENSG00000115020,PIKFYVE,31,-0.0734,34,0.10657,37,0.23552,8,-2.0830,37,0.22011,40,0.38795,46,0.58041,26,-0.3237,16,-1.0394,35,0.14133
ENSG00000078018,MAP2,852,-1.2916,1481,-0.4544,3933,1.12197,2583,0.42039,1980,-0.0030,3363,0.97714,1053,-0.9741,816,-1.3560,2225,0.18099,1080,-1.0034
ENSG00000144406,UNC80,35,-2.3688,108,-0.7137,201,0.25841,90,-0.9785,357,1.20980,209,0.35681,170,-0.0139,175,0.03872,156,-0.1477,171,-0.0014
ENSG00000197713,RPE,26,-0.0018,16,-0.7845,24,-0.1274,31,0.28151,28,0.09867,15,-0.8778,32,0.32240,25,-0.0980,39,0.65388,31,0.30335
ENSG00000115365,LANCL1,316,0.74979,114,-0.8485,110,-0.8979,289,0.60595,180,-0.1511,141,-0.5719,239,0.29875,192,-0.0492,163,-0.3036,247,0.38491
ENSG00000178568,ERBB4,27,-1.4986,60,-0.2984,92,0.37241,101,0.52491,43,-0.8008,190,1.94019,14,-2.3895,12,-2.6696,10,-2.9522,66,-0.1529
ENSG00000144451,SPAG16,82,0.83577,80,0.78903,61,0.36834,42,-0.2322,76,0.70381,55,0.22459,25,-1.0257,22,-1.2292,23,-1.1437,32,-0.6974
ENSG00000138363,ATIC,19,-1.2836,33,-0.4700,35,-0.3809,36,-0.3431,62,0.52701,48,0.13578,49,0.13672,56,0.35909,49,0.15155,50,0.20460
ENSG00000118242,MREG,5,-1.8761,5,-1.7152,3,-2.5244,1,-3.9134,23,0.47263,7,-1.3957,17,-0.0083,9,-0.8676,89,3.03201,19,0.20985
ENSG00000079246,XRCC5,117,-0.3783,93,-0.7273,137,-0.1340,71,-1.1408,189,0.37025,186,0.38856,157,0.07663,151,0.02254,159,0.09914,173,0.25874
ENSG00000260804,LINC01963,22,-1.1289,20,-1.3123,21,-1.2152,33,-0.5509,36,-0.4037,33,-0.5877,47,0.00998,63,0.46200,99,1.21660,79,0.94035
ENSG00000138375,SMARCAL1,14,0.02650,5,-1.4974,13,-0.0458,25,0.91295,22,0.69777,11,-0.4164,14,-0.0035,17,0.26282,4,-1.6572,16,0.21710
ENSG00000197756,RPL37A,2997,0.71819,4077,1.24214,2439,0.38178,3572,1.01366,858,-1.2315,1334,-0.6098,1144,-0.7987,675,-1.5887,2382,0.34342,1110,-0.9071
ENSG00000115457,IGFBP2,28,-0.5985,6,-2.7415,8,-2.4923,66,0.72977,33,-0.3584,12,-1.9285,41,-0.0422,155,2.27891,82,1.09404,29,-0.5920
ENSG00000115461,IGFBP5,166,1.27826,368,2.88179,54,-0.5410,5,-3.9015,26,-1.6336,49,-0.7280,137,0.95131,32,-1.2940,6,-3.5995,11,-3.0011
ENSG00000079308,TNS1,63,1.53678,100,2.42829,22,-0.1898,21,-0.2841,13,-0.9978,16,-0.7412,3,-2.8136,1,-3.8593,25,7.35531,10,-1.4844
ENSG00000163466,ARPC2,117,-1.0998,173,-0.5056,258,0.12050,229,-0.0701,289,0.30224,275,0.24137,364,0.67610,243,0.02257,279,0.24498,185,-0.4351
ENSG00000127837,AAMP,35,-1.0903,81,0.16305,54,-0.4594,48,-0.6312,61,-0.2572,74,0.03359,97,0.46532,85,0.24573,83,0.22038,89,0.35786
ENSG00000127838,PNKD,91,-0.6406,91,-0.6314,166,0.30092,219,0.74632,91,-0.6308,125,-0.1635,112,-0.3170,198,0.58036,121,-0.1936,155,0.21270
ENSG00000135913,USP37,32,0.88548,8,-1.2524,15,-0.3521,8,-1.2143,30,0.73836,21,0.18420,19,0.04220,10,-0.8952,13,-0.5465,23,0.38973
ENSG00000144580,CNOT9,28,0.06905,25,-0.0841,23,-0.2142,16,-0.7374,29,0.14432,23,-0.2570,36,0.46497,22,-0.3051,29,0.10531,33,0.37368
ENSG00000115568,ZNF142,7,-1.1089,25,0.87209,8,-0.9212,11,-0.4386,9,-0.6601,10,-0.6088,25,0.87128,10,-0.5105,20,0.53200,19,0.48876
ENSG00000074582,BCS1L,15,-0.3162,21,0.17310,20,0.10581,14,-0.4122,23,0.31949,7,-1.5446,15,-0.3610,8,-1.2826,25,0.44435,36,1.15192
ENSG00000163481,RNF25,10,-0.8443,6,-1.6354,8,-1.1575,14,-0.4222,10,-0.8976,17,-0.0929,31,0.88715,16,-0.2025,14,-0.3826,36,1.32574
ENSG00000171450,CDK5R2,23,-2.1614,36,-1.5042,86,-0.2006,116,0.26847,87,-0.1796,97,-0.0182,129,0.42774,141,0.58217,134,0.49452,115,0.28116
ENSG00000115649,CNPPD1,13,-0.4125,38,1.37312,7,-1.3507,21,0.33529,12,-0.4929,8,-1.1442,18,0.11345,21,0.35827,14,-0.2321,20,0.31066
ENSG00000144567,RETREG2,87,-1.3875,142,-0.6525,160,-0.4671,185,-0.2477,199,-0.1324,175,-0.3589,287,0.44655,364,0.83736,253,0.24301,287,0.49875
ENSG00000158552,ZFAND2B,28,-0.1717,29,-0.1354,32,0.00112,33,0.08578,13,-1.3267,37,0.25769,43,0.50787,40,0.38299,28,-0.1682,29,-0.1329
ENSG00000115657,ABCB6,23,-0.7853,20,-1.0339,20,-1.0154,39,-0.0138,27,-0.5820,38,-0.0766,34,-0.2209,39,-0.0161,51,0.39216,72,1.12451
ENSG00000198925,ATG9A,58,-0.5272,49,-0.7699,51,-0.7182,84,0.04476,76,-0.1032,80,-0.0297,170,1.20804,68,-0.2801,89,0.13086,86,0.09841
ENSG00000163516,ANKZF1,11,-0.4118,18,0.29091,11,-0.4021,11,-0.4837,18,0.25584,9,-0.8437,20,0.47298,12,-0.3456,10,-0.6297,25,0.94544
ENSG00000115661,STK16,5,-1.8598,5,-1.9241,34,1.07299,17,-0.0119,11,-0.7152,23,0.49842,20,0.17388,11,-0.6304,20,0.22789,20,0.24363
ENSG00000127824,TUBA4A,131,-1.7901,76,-2.5908,198,-1.1764,287,-0.6200,448,0.07213,342,-0.3836,522,0.31295,993,1.39676,591,0.51478,605,0.62140
ENSG00000135924,DNAJB2,233,0.92504,143,0.12423,126,-0.0657,96,-0.4982,104,-0.3752,84,-0.7494,118,-0.1758,96,-0.4981,164,0.34741,168,0.42619
ENSG00000054356,PTPRN,61,-2.0034,90,-1.4372,137,-0.8163,200,-0.2377,248,0.10395,198,-0.2754,386,0.82044,357,0.69106,301,0.41021,307,0.49398
ENSG00000072195,SPEG,14,-0.7712,20,-0.2318,39,0.85025,17,-0.4203,38,0.80395,19,-0.3116,30,0.42631,5,-2.1635,24,0.10670,24,0.12926
ENSG00000123989,CHPF,54,-0.1166,51,-0.2085,75,0.41076,28,-1.0928,31,-0.9229,67,0.25552,84,0.59644,80,0.51695,38,-0.6399,59,0.04899
ENSG00000188760,TMEM198,9,-0.8207,3,-2.1462,11,-0.5587,8,-0.9825,9,-0.7943,15,-0.1640,36,1.33169,26,0.74891,17,0.05439,22,0.51721
ENSG00000124006,OBSL1,18,-1.2144,34,-0.3131,52,0.36021,53,0.39840,27,-0.6500,62,0.72489,34,-0.2913,25,-0.7346,28,-0.6073,50,0.34132
ENSG00000114923,SLC4A3,14,-1.5958,14,-1.6039,35,-0.2668,54,0.39585,34,-0.3339,43,0.03332,45,0.10531,72,0.86541,51,0.29046,50,0.28813
ENSG00000116106,EPHA4,9,-4.2931,30,-2.6147,131,-0.4115,103,-0.7747,191,0.17246,263,0.78042,243,0.56087,261,0.68175,131,-0.4173,214,0.39703
ENSG00000163082,SGPP2,5,-2.5107,14,-1.1721,21,-0.5121,31,0.06899,21,-0.5455,41,0.55713,33,0.16876,71,1.41698,12,-1.3643,34,0.23359
ENSG00000116120,FARSB,25,-1.3514,18,-1.8396,32,-0.9666,82,0.45997,70,0.21044,45,-0.4978,105,0.87348,105,0.86384,50,-0.3169,79,0.43854
ENSG00000123983,ACSL3,102,-1.2189,147,-0.6659,167,-0.4685,186,-0.3041,261,0.22794,260,0.24234,427,1.03801,273,0.29938,207,-0.1413,212,-0.1096
ENSG00000171951,SCG2,133,-1.2152,146,-1.0796,262,-0.1843,184,-0.7285,464,0.73290,411,0.59870,374,0.37746,211,-0.5142,271,-0.1302,334,0.22172
ENSG00000085449,WDFY1,42,0.29091,27,-0.3878,33,-0.1102,23,-0.6711,41,0.23579,40,0.21422,23,-0.6450,25,-0.5450,51,0.59605,39,0.17144
ENSG00000135900,MRPL44,10,-1.5376,14,-1.1413,29,-0.0231,19,-0.6326,28,-0.0685,38,0.45108,36,0.30612,38,0.37976,31,0.07928,36,0.35435
ENSG00000135919,SERPINE2,28,-2.2034,296,1.50262,253,1.22421,8,-4.0315,37,-1.7554,150,0.38713,475,2.42883,24,-2.3742,4,-4.8362,9,-3.9807
ENSG00000036257,CUL3,57,-0.6705,46,-0.9898,74,-0.2803,50,-0.8671,67,-0.4173,92,0.07461,133,0.65585,135,0.68445,84,-0.0755,114,0.45525
ENSG00000135905,DOCK10,218,4.18850,43,0.63313,21,-0.5026,14,-1.0904,8,-1.7913,13,-1.2824,5,-2.4063,0,-9.4249,2,-3.6671,4,-2.9162
ENSG00000169047,IRS1,0,-6.9259,9,-0.7006,19,0.39939,26,0.97500,8,-0.8769,14,-0.0706,9,-0.7494,8,-0.8095,26,0.95141,20,0.58148
ENSG00000168958,MFF,85,-0.1212,79,-0.2381,112,0.30834,98,0.09765,62,-0.6028,67,-0.5465,93,0.01819,123,0.46098,105,0.20019,108,0.27156
ENSG00000173744,AGFG1,66,0.01871,40,-0.7469,41,-0.7348,62,-0.0803,71,0.11607,66,-0.0008,117,0.93667,68,0.06488,63,-0.0699,64,-0.0460
ENSG00000153820,SPHKAP,15,-0.6987,7,-1.8234,13,-0.9463,34,0.51579,55,1.31015,10,-1.4461,1,-4.3525,23,-0.0965,11,-1.1434,58,1.65950
ENSG00000153823,PID1,15,-1.3690,28,-0.4583,22,-0.8293,37,-0.0621,55,0.59481,23,-0.8556,15,-1.3835,28,-0.4798,71,1.00463,70,1.13906
ENSG00000187957,DNER,285,1.18456,185,0.46681,122,-0.1993,156,0.18944,96,-0.5592,127,-0.1510,46,-1.6770,72,-1.0091,107,-0.3937,169,0.35352
ENSG00000153827,TRIP12,103,-0.1915,119,0.04150,123,0.08662,96,-0.2944,144,0.34380,119,0.03840,107,-0.1268,115,-0.0195,94,-0.3222,128,0.16223
ENSG00000163053,SLC16A14,16,-0.9240,6,-2.3998,22,-0.4878,35,0.24455,30,0.04406,34,0.22088,53,0.91750,41,0.51390,33,0.15462,27,-0.1673
ENSG00000135932,CAB39,78,-0.9642,76,-1.0140,113,-0.4077,188,0.38735,105,-0.5152,119,-0.3621,169,0.22396,257,0.90769,159,0.11982,191,0.46175
ENSG00000135916,ITM2C,163,-0.9712,575,1.02346,415,0.48082,221,-0.5100,173,-0.8832,239,-0.4246,496,0.77355,301,-0.0296,292,-0.0807,285,-0.1243
ENSG00000204128,C2orf72,37,0.25377,42,0.42772,45,0.53987,20,-0.7099,30,-0.1021,27,-0.2600,42,0.45473,32,0.02100,21,-0.5974,29,-0.1720
ENSG00000173692,PSMD1,167,-0.6974,155,-0.8101,122,-1.1769,126,-1.1254,440,0.83297,291,0.18084,257,-0.0328,448,0.86508,213,-0.3253,321,0.35301
ENSG00000135931,ARMC9,0,-5.8462,2,-2.7950,14,-0.2406,16,0.02382,29,0.94262,16,0.04223,20,0.33513,26,0.77012,23,0.57359,15,-0.1396
ENSG00000115053,NCL,901,0.65126,763,0.38033,569,-0.0850,440,-0.4855,953,0.74272,763,0.42275,389,-0.6715,478,-0.3564,331,-0.9177,432,-0.5568
ENSG00000187514,PTMA,4323,2.05020,2250,0.86883,1145,-0.2191,1072,-0.3208,1241,-0.0927,1281,-0.0476,563,-1.2979,489,-1.5071,862,-0.6548,647,-1.1649
ENSG00000156973,PDE6D,10,-1.0424,17,-0.1959,26,0.44238,28,0.56166,16,-0.3155,20,0.04423,18,-0.0822,18,-0.1117,18,-0.1136,21,0.16060
ENSG00000144524,COPS7B,20,-0.1197,25,0.26340,25,0.27604,11,-0.9961,16,-0.4631,16,-0.4637,35,0.77445,21,-0.0292,27,0.38011,22,0.04424
ENSG00000144535,DIS3L2,20,0.49560,19,0.34564,5,-1.4556,21,0.53020,21,0.54717,12,-0.3390,16,0.13530,12,-0.3421,11,-0.4599,14,-0.0573
ENSG00000135930,EIF4E2,39,-0.4594,40,-0.4482,41,-0.3894,64,0.28709,48,-0.1554,66,0.36529,57,0.11603,61,0.20582,71,0.45155,43,-0.3541
ENSG00000115468,EFHD1,266,3.55973,121,1.76539,29,-0.5591,24,-0.8969,3,-3.7696,9,-2.3614,6,-2.8992,3,-3.5687,19,-1.1980,10,-2.2617
ENSG00000204120,GIGYF2,147,0.40037,165,0.58445,96,-0.2756,78,-0.5864,159,0.52599,176,0.78700,72,-0.7047,84,-0.4822,69,-0.7672,75,-0.7088
ENSG00000182600,SNORC,65,0.13488,288,2.87429,90,0.66707,14,-2.1111,26,-1.2643,19,-1.8190,71,0.27303,8,-2.8526,46,-0.4056,34,-0.9002
ENSG00000066248,NGEF,53,-2.3238,90,-1.5349,209,-0.2621,168,-0.6026,221,-0.1772,185,-0.4935,620,1.53394,267,0.12011,386,0.71322,294,0.30362
ENSG00000085978,ATG16L1,13,-1.1957,9,-1.6930,16,-0.9511,33,0.16909,48,0.78373,21,-0.5618,42,0.56234,34,0.21413,42,0.55054,37,0.41859
ENSG00000077044,DGKD,33,0.92335,23,0.34718,13,-0.5058,38,1.16787,14,-0.4303,20,0.10453,15,-0.2928,6,-1.5877,6,-1.5924,17,-0.1621
ENSG00000085982,USP40,48,1.61950,55,1.87226,14,-0.3584,4,-2.0723,20,0.15936,17,-0.0754,7,-1.4672,13,-0.4949,11,-0.7709,5,-1.9303
ENSG00000188042,ARL4C,20,-2.4989,51,-1.1330,147,0.50557,123,0.21360,147,0.50159,190,1.06840,61,-0.8570,48,-1.2309,60,-0.8880,124,0.26057
ENSG00000157985,AGAP1,274,1.06558,171,0.28887,200,0.53909,133,-0.1054,174,0.32123,145,0.02692,87,-0.7500,52,-1.5326,179,0.36460,75,-1.0554
ENSG00000132321,IQCA1,45,0.21765,111,1.76776,46,0.25099,5,-2.8236,43,0.17396,56,0.66577,42,0.12861,17,-1.2077,9,-2.2173,18,-1.2741
ENSG00000198612,COPS8,61,-0.9356,76,-0.5884,67,-0.7891,123,0.14277,105,-0.0985,103,-0.1417,125,0.16878,129,0.22475,111,-0.0104,170,0.76125
ENSG00000124831,LRRFIP1,46,-1.1041,63,-0.6384,85,-0.1745,65,-0.5825,147,0.68804,157,0.91935,115,0.28891,102,0.10034,42,-1.2549,83,-0.2400
ENSG00000132329,RAMP1,31,-1.3583,190,1.52060,166,1.27865,71,-0.1087,13,-2.5568,94,0.37183,70,-0.1366,94,0.33830,6,-3.6299,42,-0.9660
ENSG00000184182,UBE2F,32,-0.5438,35,-0.4158,40,-0.2024,75,0.80145,29,-0.6945,52,0.23272,30,-0.6432,69,0.65443,50,0.13135,42,-0.1436
ENSG00000132323,ILKAP,49,0.50198,38,0.07067,29,-0.3036,27,-0.4345,25,-0.5421,31,-0.2479,46,0.39591,24,-0.5893,29,-0.3339,50,0.60439
ENSG00000144485,HES6,41,0.58575,46,0.76091,40,0.55066,59,1.19025,15,-0.9822,19,-0.6293,6,-2.2376,25,-0.2216,11,-1.4328,30,0.08331
ENSG00000132326,PER2,3,-2.8619,29,0.26030,38,0.71773,15,-0.7654,35,0.58064,35,0.65376,32,0.44838,17,-0.5268,16,-0.6413,18,-0.4878
ENSG00000204104,TRAF3IP1,61,0.32254,54,0.15332,53,0.10919,49,-0.0040,39,-0.3473,81,0.89865,26,-0.9567,42,-0.2442,31,-0.6993,37,-0.4677
ENSG00000065802,ASB1,28,-0.1825,25,-0.3542,41,0.37969,36,0.19634,25,-0.3657,33,0.04330,19,-0.8170,23,-0.5249,42,0.41327,40,0.37610
ENSG00000068024,HDAC4,45,0.37442,35,-0.0183,42,0.28129,37,0.06530,26,-0.4610,20,-0.9398,27,-0.3962,25,-0.5282,27,-0.3944,60,0.96580
ENSG00000130414,NDUFA10,121,-0.4764,74,-1.2231,112,-0.5882,113,-0.5802,183,0.16833,153,-0.1254,193,0.25461,281,0.87192,156,-0.0818,217,0.49283
