Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000143970,ASXL2,51,0.72376,52,0.67066,57,0.83770,29,-0.3272,19,-0.9267,20,-0.8053,11,-1.6469,26,-0.4257
ENSG00000084731,KIF3C,29,-2.9709,86,-1.2200,228,0.30415,264,0.63229,330,0.93219,259,0.51651,224,0.27747,175,-0.1178
ENSG00000084733,RAB10,128,0.37681,83,-0.3615,94,-0.1624,111,0.10752,90,-0.2317,119,0.20994,73,-0.5588,107,0.03767
ENSG00000157833,GAREM2,20,0.34784,41,1.57689,0,-4.9285,3,-2.6916,12,-0.4515,7,-1.2787,14,-0.2860,44,1.70805
ENSG00000084754,HADHA,132,0.87957,92,0.14587,63,-0.4352,54,-0.7536,41,-1.0884,45,-0.9564,98,0.25541,125,0.66169
ENSG00000138029,HADHB,143,1.09941,54,-0.6443,44,-0.9419,37,-1.2998,50,-0.7489,47,-0.8590,77,-0.1038,184,1.38167
ENSG00000138018,SELENOI,35,-0.7842,41,-0.5006,86,0.69733,87,0.83485,69,0.33937,67,0.27465,26,-1.1620,28,-1.0683
ENSG00000171303,KCNK3,1,-3.6748,1,-2.7552,17,0.65288,10,-0.2141,12,0.07955,51,2.76877,5,-1.1523,6,-0.9335
ENSG00000213699,SLC35F6,24,0.13278,25,0.17674,32,0.60811,24,0.11996,12,-0.9684,23,0.05023,14,-0.6969,21,-0.1028
ENSG00000157851,DPYSL5,127,2.05990,45,-0.1572,76,0.70463,15,-1.9094,29,-0.8213,21,-1.3268,29,-0.8217,11,-2.2661
ENSG00000084764,MAPRE3,40,-1.9505,66,-1.1004,150,0.18745,219,0.95594,170,0.39028,275,1.21300,73,-0.9405,86,-0.6902
ENSG00000119777,TMEM214,19,0.13985,21,0.30483,8,-1.1367,24,0.60673,23,0.46550,14,-0.2613,7,-1.3658,14,-0.3470
ENSG00000084693,AGBL5,9,-0.5904,12,-0.1049,9,-0.5350,10,-0.4231,30,1.41398,8,-0.7602,20,0.68405,12,-0.0968
ENSG00000228474,OST4,134,0.49941,18,-2.5693,36,-1.5793,77,-0.5073,141,0.52015,86,-0.2863,157,0.70079,166,0.79006
ENSG00000138030,KHK,8,-1.1294,4,-1.8814,26,0.76532,25,0.82105,17,0.07074,38,1.42276,4,-2.0565,7,-1.3090
ENSG00000138028,CGREF1,6,-2.6991,26,-0.5270,22,-0.7862,42,0.21436,73,1.13687,83,1.35283,36,-0.0279,33,-0.1627
ENSG00000138073,PREB,24,0.04800,17,-0.4587,29,0.36979,23,-0.0259,20,-0.1893,32,0.52628,23,-0.0018,16,-0.5504
ENSG00000138074,SLC5A6,12,-0.7761,33,0.96157,5,-1.8563,14,-0.4643,8,-1.2854,16,-0.2732,50,1.69916,22,0.27654
ENSG00000138085,ATRAID,55,0.92674,23,-0.6039,44,0.42424,18,-1.0450,25,-0.4569,36,0.07359,18,-0.9455,47,0.52443
ENSG00000115194,SLC30A3,0,-5.9111,12,-1.5190,1,-4.5994,82,2.06453,51,0.78856,47,0.62962,13,-1.3059,29,-0.1316
ENSG00000115204,MPV17,29,-0.1154,40,0.36502,22,-0.5394,36,0.25288,28,-0.1811,36,0.22937,19,-0.7909,38,0.32153
ENSG00000115207,GTF3C2,16,-0.0829,18,0.10613,17,0.03826,17,0.03739,9,-0.8249,30,0.96137,15,-0.1492,11,-0.6143
ENSG00000115211,EIF2B4,40,0.29791,64,1.05750,18,-0.9812,29,-0.2797,22,-0.6380,42,0.34679,26,-0.3977,29,-0.2618
ENSG00000115234,SNX17,51,-0.4716,40,-0.7713,38,-0.8718,101,0.79088,108,0.80388,96,0.59896,21,-1.7664,59,-0.1888
ENSG00000115241,PPM1G,47,-0.4191,59,-0.0267,97,0.80813,70,0.30517,47,-0.3585,80,0.47398,26,-1.2656,52,-0.2095
ENSG00000115216,NRBP1,36,-0.8966,74,0.33641,36,-0.8007,113,1.24541,51,-0.2605,66,0.14533,42,-0.5543,37,-0.7538
ENSG00000138002,IFT172,16,-0.4104,37,1.01148,22,0.19356,27,0.55642,15,-0.4453,27,0.49003,2,-3.4244,11,-0.8933
ENSG00000115226,FNDC4,23,-1.7810,53,-0.4105,30,-1.2509,95,0.62631,82,0.29432,83,0.31641,118,0.89503,82,0.28567
ENSG00000243943,ZNF512,30,-0.4610,51,0.42684,51,0.43509,31,-0.4042,33,-0.2653,59,0.66759,39,0.00965,36,-0.1398
ENSG00000198522,GPN1,9,-1.3644,18,-0.2600,15,-0.5570,32,0.79141,22,0.08723,29,0.52013,8,-1.4922,37,0.91635
ENSG00000119760,SUPT7L,44,-0.2453,59,0.24157,53,0.07761,65,0.45652,45,-0.1902,60,0.29159,31,-0.7751,40,-0.3553
ENSG00000163798,SLC4A1AP,82,-0.5040,133,0.31327,175,0.77445,156,0.67578,91,-0.2872,106,-0.0450,56,-1.0403,56,-1.0242
ENSG00000243147,MRPL33,84,-0.6273,25,-2.3414,25,-2.3745,130,0.13691,205,0.87475,202,0.85462,206,0.88387,116,-0.0663
ENSG00000158019,BABAM2,12,-1.6038,23,-0.5075,31,-0.0712,43,0.54034,32,-0.0239,65,1.18501,39,0.29287,22,-0.5791
ENSG00000075426,FOSL2,1,-4.1600,9,-0.9883,21,0.35370,20,0.30312,21,0.34134,42,1.58703,10,-0.7947,23,0.54186
ENSG00000213639,PPP1CB,222,-0.3182,193,-0.5017,281,0.09226,275,0.06636,355,0.47336,351,0.45470,244,-0.1349,237,-0.1827
ENSG00000171103,TRMT61B,14,-0.3353,25,0.62472,19,0.23887,22,0.54009,11,-0.6737,12,-0.5611,12,-0.5254,17,-0.0156
ENSG00000163811,WDR43,46,0.48501,79,1.36951,37,0.08176,27,-0.4239,25,-0.5186,31,-0.2091,21,-0.7510,12,-1.6648
ENSG00000115295,CLIP4,70,0.56077,38,-0.4930,32,-0.7352,51,-0.0192,41,-0.3583,75,0.59475,59,0.20148,31,-0.7936
ENSG00000119801,YPEL5,66,-0.9906,64,-0.9747,113,-0.0815,167,0.63217,208,0.92087,148,0.35119,97,-0.3339,97,-0.3247
ENSG00000213626,LBH,5,-1.9834,12,-0.6505,1,-3.7622,12,-0.7009,38,1.19603,44,1.45534,41,1.34243,14,-0.4183
ENSG00000013016,EHD3,13,-2.9689,32,-1.5555,74,-0.3017,148,0.97940,156,0.92201,117,0.42851,85,-0.0839,109,0.30762
ENSG00000162959,MEMO1,18,0.34193,49,2.10395,24,0.74566,8,-0.9445,1,-3.1640,7,-1.1137,11,-0.4179,4,-2.0427
ENSG00000162961,DPY30,64,0.42719,8,-2.7093,9,-2.6215,79,0.84797,40,-0.3688,49,-0.0676,62,0.33175,54,0.09164
ENSG00000021574,SPAST,59,0.60947,31,-0.5064,52,0.34193,39,-0.1295,40,-0.0772,27,-0.6812,43,0.01996,34,-0.3430
ENSG00000119820,YIPF4,144,0.13733,171,0.39734,247,1.02715,99,-0.5187,95,-0.5432,133,-0.0087,98,-0.4873,107,-0.3589
ENSG00000115760,BIRC6,132,0.61676,213,1.37427,139,0.62275,67,-0.6167,44,-1.1696,39,-1.3482,57,-0.8078,61,-0.6906
ENSG00000152689,RASGRP3,116,3.13508,28,-0.2869,37,0.17151,4,-3.0738,0,-5.4045,0,-8.8944,26,-0.4162,3,-3.5156
ENSG00000119812,FAM98A,73,0.02672,71,-0.0187,110,0.69077,107,0.74469,69,-0.0601,41,-0.8824,50,-0.5836,20,-1.9108
ENSG00000260025,CRIM1-DT,6,-2.1890,4,-2.4267,13,-0.9191,32,0.63319,57,1.52878,28,0.29531,28,0.32224,25,0.12599
ENSG00000150938,CRIM1,35,-1.2477,97,0.44548,79,0.12477,116,0.88024,86,0.25282,44,-0.8014,53,-0.4993,74,0.00647
ENSG00000171055,FEZ2,183,0.68235,111,-0.2167,167,0.43503,90,-0.6043,102,-0.3547,168,0.44294,100,-0.3768,82,-0.6858
ENSG00000115808,STRN,158,1.46444,106,0.51320,91,0.27274,52,-0.6799,28,-1.5567,28,-1.5193,58,-0.4361,40,-1.0200
ENSG00000008869,HEATR5B,23,-0.4634,32,0.10255,36,0.27437,41,0.59296,22,-0.5062,39,0.41021,27,-0.1841,17,-0.8691
ENSG00000152133,GPATCH11,90,0.46842,66,-0.0948,133,1.07144,59,-0.3003,56,-0.3364,49,-0.5368,54,-0.3890,42,-0.7875
ENSG00000055332,EIF2AK2,143,0.28628,158,0.41865,183,0.66761,94,-0.4560,108,-0.1959,92,-0.4408,109,-0.1793,97,-0.3647
ENSG00000218739,CEBPZOS,54,0.22186,36,-0.4322,54,0.20267,31,-0.7181,78,0.81862,56,0.26258,41,-0.2375,41,-0.2530
ENSG00000115816,CEBPZ,128,0.60834,119,0.41195,154,0.83575,69,-0.5218,47,-1.0548,72,-0.4014,72,-0.3928,69,-0.4528
ENSG00000003509,NDUFAF7,9,-0.8551,30,1.10111,8,-0.9030,25,0.93273,21,0.52171,16,0.06042,1,-3.1326,8,-0.9880
ENSG00000115828,QPCT,1,-4.2664,6,-1.9000,12,-0.8892,53,1.82761,38,0.87396,32,0.57878,6,-1.9374,20,-0.1365
ENSG00000163171,CDC42EP3,1,-3.5417,9,-0.9028,23,0.43488,17,-0.0252,20,0.25867,54,2.02218,16,-0.0645,12,-0.5456
ENSG00000119787,ATL2,9,-1.5727,32,0.40612,36,0.59780,30,0.38956,18,-0.5194,47,1.08179,10,-1.2971,24,-0.0342
ENSG00000143889,HNRNPLL,34,-0.1668,28,-0.4720,33,-0.2094,47,0.40734,38,0.02958,56,0.64329,25,-0.6605,34,-0.1398
ENSG00000115875,SRSF7,60,-0.4219,63,-0.3195,71,-0.1303,104,0.56597,70,-0.1435,119,0.72683,53,-0.5850,64,-0.2954
ENSG00000163214,DHX57,12,-0.6054,27,0.79248,10,-0.7431,20,0.33068,25,0.68339,21,0.40833,6,-1.4355,13,-0.4206
ENSG00000188010,MORN2,20,-1.0339,18,-1.0955,29,-0.3806,39,0.11084,42,0.23147,46,0.36860,54,0.62343,60,0.81543
ENSG00000115904,SOS1,46,-0.1396,106,1.28422,70,0.56300,49,-0.0371,24,-1.1084,35,-0.5309,37,-0.4421,34,-0.5814
ENSG00000011566,MAP4K3,25,-0.6117,30,-0.2865,67,1.02531,35,-0.0401,29,-0.3373,54,0.65416,31,-0.2260,28,-0.3642
ENSG00000231312,MAP4K3-DT,19,-1.5650,100,1.18832,78,0.74252,51,0.05029,36,-0.5064,53,0.11980,42,-0.2534,46,-0.1310
ENSG00000152154,TMEM178A,37,-1.9862,140,0.19708,283,1.40286,155,0.41424,99,-0.3575,89,-0.5243,160,0.41523,87,-0.5592
ENSG00000138050,THUMPD2,30,0.66000,56,1.70130,25,0.30220,22,0.09761,7,-1.5859,4,-2.3887,8,-1.3674,4,-2.2964
ENSG00000183023,SLC8A1,35,-3.0616,200,-0.3054,712,1.89827,340,0.63652,184,-0.4391,206,-0.2586,250,0.04465,126,-1.0143
ENSG00000143924,EML4,18,-0.1217,62,2.01716,27,0.49097,19,-0.0067,7,-1.5294,4,-2.2316,11,-0.8801,10,-1.0329
ENSG00000115944,COX7A2L,85,-0.9336,73,-1.0842,130,-0.2004,231,0.86211,182,0.33833,153,0.05324,163,0.15802,143,-0.0486
ENSG00000057935,MTA3,14,-0.9009,31,0.34043,48,1.07362,19,-0.4818,38,0.67964,40,0.75656,9,-1.5752,18,-0.5149
ENSG00000152518,ZFP36L2,99,1.63665,81,0.96601,44,-0.0318,3,-4.1393,6,-2.9441,8,-2.4820,13,-1.8105,94,1.23956
ENSG00000115970,THADA,19,0.87011,14,0.21380,19,0.67077,13,0.10692,10,-0.3148,4,-1.4579,6,-0.9369,4,-1.6555
ENSG00000138036,DYNC2LI1,25,-0.7174,76,1.16544,54,0.58117,50,0.50234,31,-0.3034,56,0.63095,4,-3.3582,9,-2.1548
ENSG00000138095,LRPPRC,81,-0.4216,115,0.18195,81,-0.3764,140,0.56973,114,0.16393,107,0.05751,90,-0.2211,82,-0.3551
ENSG00000138032,PPM1B,106,0.42983,95,0.20207,120,0.58702,66,-0.4121,71,-0.2643,90,0.10907,52,-0.7329,66,-0.3694
ENSG00000138078,PREPL,207,-1.6766,337,-0.8240,612,0.11229,1036,1.18791,740,0.42249,740,0.42400,449,-0.3779,343,-0.7947
ENSG00000171132,PRKCE,28,-2.4200,149,0.25554,305,1.50790,167,0.51317,89,-0.5572,97,-0.4226,154,0.30986,85,-0.6215
ENSG00000116016,EPAS1,39,-0.3561,45,-0.1147,10,-2.2916,11,-2.2946,36,-0.4393,46,-0.0793,71,0.64214,171,2.30334
ENSG00000250565,ATP6V1E2,15,0.09885,14,-0.0672,16,0.12713,14,0.00195,17,0.30714,13,-0.1640,14,-0.0647,11,-0.4057
ENSG00000119729,RHOQ,124,0.72737,78,-0.1214,56,-0.6401,39,-1.2910,61,-0.4950,67,-0.3597,117,0.53553,138,0.81873
ENSG00000151665,PIGF,23,0.44780,19,0.05346,20,0.14255,11,-0.7796,17,-0.0628,24,0.44513,4,-2.1456,28,0.71141
ENSG00000119878,CRIPT,106,0.87767,60,-0.1709,79,0.25145,49,-0.5623,80,0.28318,45,-0.6207,47,-0.5429,51,-0.4247
ENSG00000171150,SOCS5,33,0.11214,24,-0.3706,30,-0.0357,34,0.18000,45,0.59948,36,0.25594,28,-0.1497,11,-1.5175
ENSG00000180398,MCFD2,51,-0.9809,74,-0.3185,97,0.10073,91,-0.0042,115,0.38360,101,0.17033,90,-0.0188,148,0.81181
ENSG00000143933,CALM2,1614,-0.4269,1183,-0.8659,1959,-0.0787,2810,0.58736,2744,0.46890,2268,0.15659,2070,0.00914,1511,-0.4874
ENSG00000095002,MSH2,29,-0.4011,26,-0.4909,48,0.44371,54,0.76342,38,0.09092,47,0.40581,21,-0.8170,16,-1.2419
ENSG00000184261,KCNK12,7,-1.8500,5,-2.1645,16,-0.4711,15,-0.6190,50,1.37044,58,1.66245,14,-0.6640,33,0.64323
ENSG00000116062,MSH6,60,1.31739,30,-0.0502,46,0.62207,19,-0.8462,29,-0.0806,20,-0.6935,17,-0.8998,11,-1.5925
ENSG00000138081,FBXO11,59,-0.7709,84,-0.1577,150,0.78758,112,0.35075,84,-0.1602,118,0.38197,76,-0.3247,75,-0.3426
ENSG00000170802,FOXN2,93,2.37451,39,0.28316,45,0.52999,6,-2.6375,4,-3.1712,9,-1.9899,21,-0.7172,12,-1.5407
ENSG00000162869,PPP1R21,65,0.16600,47,-0.3841,80,0.48068,51,-0.2920,85,0.57807,70,0.24606,51,-0.2573,33,-0.9346
ENSG00000179915,NRXN1,115,-2.0964,576,0.52248,753,0.98118,452,0.14208,584,0.54623,585,0.54726,203,-1.1254,348,-0.2905
ENSG00000115239,ASB3,38,-0.1018,60,0.63608,56,0.53305,35,-0.2579,20,-1.0505,54,0.47038,19,-1.1824,49,0.31439
ENSG00000068912,ERLEC1,121,-0.4346,105,-0.6214,245,0.74368,222,0.66781,163,0.07001,195,0.36733,94,-0.7882,70,-1.2326
ENSG00000068878,PSME4,63,0.93041,94,1.49459,31,-0.3727,29,-0.4884,21,-0.9745,8,-2.3031,38,-0.0641,14,-1.5327
ENSG00000170634,ACYP2,115,0.09870,26,-2.1403,32,-1.8490,152,0.62352,103,-0.0858,111,0.03775,138,0.37944,145,0.46319
ENSG00000115306,SPTBN1,650,-0.2328,1023,0.52791,837,0.19632,537,-0.5597,713,-0.0610,675,-0.1489,1027,0.53451,760,0.04100
ENSG00000214595,EML6,4,-2.6091,59,1.46991,25,0.04711,48,1.31267,12,-1.0426,23,-0.0785,4,-2.5719,18,-0.4652
ENSG00000115310,RTN4,2458,0.28369,1814,-0.2378,2206,0.07449,2663,0.43648,1913,-0.1534,2809,0.46929,1116,-0.9901,967,-1.2073
ENSG00000143947,RPS27A,1079,0.17438,539,-0.9335,453,-1.1967,729,-0.5181,1264,0.41363,862,-0.2054,1611,0.82231,1462,0.65724
ENSG00000085760,MTIF2,58,0.03815,69,0.29492,51,-0.1862,80,0.63737,62,0.13752,33,-0.8680,43,-0.4288,37,-0.6937
ENSG00000115355,CCDC88A,1816,1.62666,2163,1.65675,829,-0.0084,312,-1.6272,240,-1.9042,217,-2.0520,418,-1.0735,212,-2.0873
ENSG00000163001,CFAP36,83,-1.2406,87,-1.0766,185,0.09852,259,0.75457,227,0.43361,200,0.22285,232,0.46491,127,-0.4952
ENSG00000275052,PPP4R3B,93,0.39961,105,0.53906,57,-0.4228,72,-0.0733,59,-0.3779,63,-0.2809,61,-0.3327,76,0.01331
ENSG00000138035,PNPT1,78,1.36407,75,1.05260,32,-0.3458,22,-1.0231,12,-1.8450,14,-1.6023,51,0.41050,15,-1.5227
ENSG00000115380,EFEMP1,74,1.34453,83,1.31823,21,-0.9341,9,-2.2925,4,-3.3726,1,-4.5738,7,-2.5440,98,1.64026
ENSG00000055813,CCDC85A,4,-3.7088,7,-2.7282,20,-1.1756,71,0.99320,71,0.85537,67,0.76523,76,0.98066,34,-0.3631
ENSG00000028116,VRK2,74,3.48677,31,0.73655,2,-3.0697,0,-4.8172,0,-8.0662,0,-5.1592,13,-0.6048,2,-3.0414
ENSG00000115392,FANCL,52,1.16585,22,-0.4387,55,1.08298,25,-0.2506,15,-1.0168,19,-0.6585,7,-2.1484,17,-0.8398
ENSG00000119866,BCL11A,15,-2.8085,91,0.00080,235,1.63408,139,0.80023,79,-0.2296,75,-0.3059,61,-0.6253,63,-0.5721
ENSG00000115421,PAPOLG,17,-0.3190,32,0.76962,22,0.11982,22,0.18904,21,0.04866,16,-0.3702,17,-0.2845,16,-0.3841
ENSG00000162929,KIAA1841,24,-0.3777,52,0.93587,26,-0.2031,41,0.58935,21,-0.5503,11,-1.4991,47,0.75591,10,-1.5873
ENSG00000237651,C2orf74,48,-0.2622,30,-0.9492,73,0.41970,59,0.08336,46,-0.3013,72,0.39063,69,0.32413,58,0.03691
ENSG00000115464,USP34,145,0.35857,209,0.92745,153,0.40818,91,-0.4662,108,-0.1535,73,-0.7685,77,-0.6909,101,-0.2652
ENSG00000082898,XPO1,101,0.17858,139,0.67898,117,0.39749,81,-0.2075,53,-0.8595,113,0.33889,67,-0.4955,63,-0.5881
ENSG00000170264,FAM161A,54,0.86445,63,1.02858,25,-0.5026,24,-0.6217,15,-1.2851,22,-0.6792,26,-0.4059,35,0.06425
ENSG00000115484,CCT4,117,-0.5724,59,-1.5692,138,-0.2675,251,0.82494,232,0.57849,221,0.49222,116,-0.5358,130,-0.3557
ENSG00000173163,COMMD1,37,0.02952,15,-1.3408,20,-0.9324,37,0.01615,78,1.27029,57,0.71152,31,-0.2631,17,-1.1454
ENSG00000170340,B3GNT2,7,-1.0110,11,-0.3381,32,1.42630,11,-0.3315,7,-1.0738,32,1.44985,15,0.15941,2,-2.4618
ENSG00000115504,EHBP1,60,-0.9662,79,-0.4710,145,0.49910,130,0.36942,123,0.23053,120,0.18151,129,0.30458,90,-0.2657
ENSG00000143951,WDPCP,35,0.61639,54,1.26904,38,0.67172,19,-0.4938,15,-0.7669,14,-0.9307,16,-0.6700,7,-1.8995
ENSG00000014641,MDH1,111,-2.6508,112,-2.4976,250,-1.3089,1272,1.62827,882,0.68049,1088,1.04475,399,-0.5961,335,-0.8661
ENSG00000169764,UGP2,69,-2.3007,172,-0.8017,158,-0.9252,360,0.42173,485,0.87400,240,-0.2781,588,1.21371,366,0.39681
ENSG00000143952,VPS54,19,0.80361,28,1.30963,8,-0.6566,7,-0.8685,3,-2.0976,8,-0.6141,16,0.42161,9,-0.5300
ENSG00000197329,PELI1,26,0.53841,27,0.54906,42,1.31935,8,-1.4202,14,-0.5115,19,-0.0046,8,-1.3869,15,-0.3833
ENSG00000119862,LGALSL,9,-1.5190,10,-1.3598,52,1.29768,35,0.69116,20,-0.2738,24,-0.0297,22,-0.1650,25,0.05778
ENSG00000119844,AFTPH,39,-0.9710,79,0.21327,74,0.11947,90,0.49276,98,0.57341,71,0.03837,60,-0.2086,50,-0.5004
ENSG00000179833,SERTAD2,33,1.23765,22,0.37999,30,0.87945,7,-1.3590,8,-1.1886,8,-1.1232,8,-1.1360,18,0.01807
ENSG00000237638,LINC02245,4,-1.9314,12,-0.2151,0,-4.4425,20,0.70526,23,0.84256,18,0.44240,16,0.25792,20,0.57334
ENSG00000115902,SLC1A4,23,-1.5751,100,0.84308,42,-0.5538,58,-0.0743,61,0.02346,85,0.56387,38,-0.7077,114,1.05836
ENSG00000011523,CEP68,46,-0.6881,85,0.32683,104,0.67155,83,0.32266,83,0.28354,72,0.06185,48,-0.5698,43,-0.7466
ENSG00000138069,RAB1A,83,-0.8710,53,-1.4672,136,-0.0204,174,0.42867,210,0.68434,229,0.83324,117,-0.2661,123,-0.1807
ENSG00000138071,ACTR2,185,-0.8657,178,-0.8499,279,-0.1498,418,0.57944,512,0.84852,350,0.21099,319,0.06056,226,-0.4801
ENSG00000198369,SPRED2,5,-2.6407,20,-0.6493,20,-0.6189,32,0.09696,71,1.44840,50,0.79651,16,-0.9837,52,0.87442
ENSG00000143971,ETAA1,22,0.54383,19,0.23031,28,0.91789,10,-0.8216,9,-0.8186,11,-0.5680,18,0.22073,12,-0.4231
ENSG00000197223,C1D,47,-0.4429,35,-0.8646,53,-0.2203,78,0.45186,63,0.05077,90,0.62433,42,-0.5978,78,0.39431
ENSG00000243667,WDR92,15,0.08509,22,0.66929,22,0.70513,16,0.15408,7,-1.0140,15,0.10050,11,-0.3505,4,-1.8216
ENSG00000115946,PNO1,13,0.24978,16,0.51929,17,0.64843,13,0.14933,6,-0.9016,15,0.36155,3,-2.0724,7,-0.7672
ENSG00000221823,PPP3R1,15,-2.8479,64,-0.5992,119,0.37020,105,0.20179,184,1.11479,154,0.80627,72,-0.4238,110,0.24107
ENSG00000119865,CNRIP1,36,-2.0097,114,-0.1218,136,0.16596,177,0.69277,162,0.45652,170,0.53599,108,-0.2016,112,-0.1486
ENSG00000169604,ANTXR1,38,0.94043,27,0.25188,22,-0.0537,5,-2.4119,10,-1.2479,11,-1.1048,21,-0.1381,54,1.44170
ENSG00000198380,GFPT1,26,-0.9566,15,-1.6583,53,0.21188,65,0.62474,71,0.68382,50,0.13438,66,0.56434,27,-0.8421
ENSG00000169599,NFU1,31,-0.3863,15,-1.4573,22,-0.8451,46,0.34392,51,0.44943,65,0.85602,50,0.42121,28,-0.5020
ENSG00000115977,AAK1,85,-1.7717,237,-0.0894,248,-0.0141,445,1.13869,269,0.11579,311,0.35323,224,-0.1733,154,-0.7586
ENSG00000196975,ANXA4,30,1.16738,11,-0.5994,11,-0.5727,19,0.28670,6,-1.5496,4,-1.9359,16,-0.0284,17,0.09142
ENSG00000087338,GMCL1,26,-0.2511,49,0.81036,16,-0.9048,44,0.74304,18,-0.7582,19,-0.7177,42,0.56974,13,-1.2101
ENSG00000124380,SNRNP27,141,0.60883,108,0.08340,144,0.56357,86,-0.3025,58,-0.8702,65,-0.6981,136,0.45881,56,-0.9278
ENSG00000059728,MXD1,11,-0.0489,26,1.32564,16,0.47728,11,-0.1545,15,0.34414,12,0.04445,0,-5.4680,5,-1.3683
ENSG00000179818,PCBP1-AS1,25,1.01575,43,1.83748,4,-1.8655,4,-1.8977,4,-2.0192,11,-0.4072,10,-0.6614,18,0.26682
ENSG00000169564,PCBP1,250,0.12900,166,-0.5333,231,-0.0120,302,0.48987,246,0.08675,219,-0.0980,173,-0.4693,188,-0.3337
ENSG00000115998,C2orf42,15,0.41553,9,-0.3418,9,-0.4257,15,0.39637,8,-0.5671,18,0.65961,9,-0.3456,5,-1.2086
ENSG00000116001,TIA1,85,0.73163,112,1.10847,76,0.44074,53,-0.1378,12,-2.3829,57,-0.0073,29,-1.0560,15,-2.0545
ENSG00000116005,PCYOX1,80,-0.4743,123,0.25925,171,0.79948,127,0.34913,101,-0.0705,100,-0.0712,69,-0.6584,73,-0.5741
ENSG00000143977,SNRPG,69,0.56153,25,-1.0808,12,-2.1311,49,-0.0672,56,0.15428,46,-0.1440,65,0.39736,68,0.47921
ENSG00000035141,FAM136A,14,-0.8598,6,-1.9418,11,-1.0655,33,0.64255,34,0.62355,29,0.38362,33,0.55087,25,0.10786
ENSG00000163235,TGFA,44,2.94554,3,-2.2324,21,0.77438,2,-2.5919,0,-4.5011,2,-2.3895,10,-0.4670,2,-2.5116
ENSG00000075340,ADD2,15,-3.2440,98,-0.2958,180,0.68623,174,0.72801,216,0.99992,153,0.41205,86,-0.5048,75,-0.7109
ENSG00000144043,TEX261,27,0.53938,14,-0.6157,23,0.19131,17,-0.3019,22,0.10718,14,-0.5555,15,-0.5107,28,0.49242
ENSG00000124357,NAGK,53,0.51080,39,-0.0540,42,0.04292,44,0.15405,39,-0.0452,38,-0.0807,16,-1.3885,35,-0.2156
ENSG00000124383,MPHOSPH10,119,0.61501,130,0.68562,123,0.58812,68,-0.4065,70,-0.3078,60,-0.5517,60,-0.5574,40,-1.1822
ENSG00000124374,PAIP2B,267,2.44763,139,0.66922,46,-1.0778,13,-3.0184,15,-2.7355,14,-2.7688,104,0.19191,44,-1.1437
ENSG00000075292,ZNF638,460,0.78233,655,1.29100,351,0.22294,204,-0.6964,204,-0.6340,166,-0.9498,214,-0.5623,140,-1.2070
ENSG00000135636,DYSF,63,2.62064,11,-0.9538,9,-1.1725,10,-1.1219,3,-2.6376,4,-2.3724,25,0.32209,6,-1.8798
ENSG00000003137,CYP26B1,1,-4.2666,10,-0.9107,35,1.12321,35,1.33989,12,-0.6618,6,-1.5207,39,1.31058,5,-1.8460
ENSG00000144036,EXOC6B,69,0.45028,77,0.55836,65,0.27748,51,-0.1129,26,-1.1532,39,-0.5311,60,0.16044,37,-0.5868
ENSG00000135638,EMX1,0,-5.1708,4,-2.0291,16,-0.0921,29,1.05078,41,1.49653,30,0.95784,7,-1.2748,12,-0.5417
ENSG00000144040,SFXN5,36,-1.3361,51,-0.7136,18,-2.2508,25,-1.9146,118,0.60803,123,0.67757,84,0.05594,295,2.35346
ENSG00000135631,RAB11FIP5,7,-2.8685,13,-1.7556,22,-1.0423,78,1.16312,86,1.14703,42,-0.0299,41,-0.0767,58,0.47790
ENSG00000135632,SMYD5,15,-0.3224,12,-0.5855,16,-0.1468,19,0.14013,18,0.01224,32,0.94065,12,-0.5514,20,0.15704
ENSG00000135617,PRADC1,21,-0.3062,11,-1.2709,8,-1.6054,30,0.34516,23,-0.1214,49,1.13419,16,-0.6425,39,0.73810
ENSG00000135624,CCT7,91,-0.6875,54,-1.4148,125,-0.1304,185,0.59367,219,0.79490,207,0.69766,96,-0.5357,100,-0.4743
ENSG00000163013,FBXO41,13,-2.3340,36,-0.7139,93,0.82163,44,-0.4389,93,0.82920,83,0.63167,81,0.58534,65,0.22373
ENSG00000116127,ALMS1,32,1.04206,42,1.37510,15,-0.3302,8,-1.3614,3,-2.4332,10,-0.9366,16,-0.2369,19,0.08422
ENSG00000144034,TPRKB,21,0.17169,16,-0.3220,12,-0.7248,21,0.17578,20,0.04039,18,-0.1496,19,-0.0157,24,0.33386
ENSG00000144048,DUSP11,10,-0.6474,22,0.67598,2,-2.5543,16,0.15585,13,-0.1216,19,0.44308,15,0.04417,22,0.65048
ENSG00000124356,STAMBP,151,1.89684,55,-0.1973,77,0.33571,38,-0.8201,24,-1.4686,29,-1.1550,36,-0.8657,24,-1.4559
ENSG00000114956,DGUOK,39,-0.4453,27,-0.9679,68,0.47916,62,0.38357,60,0.29051,70,0.52870,49,-0.0364,28,-0.9176
