Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000170264,FAM161A,37,0.32665,30,-0.0052,40,0.44798,5,-2.6290,23,-0.4752,27,-0.1498,53,0.89882,39,0.42007,46,0.67039,19,-0.7164
ENSG00000115484,CCT4,114,-0.2276,99,-0.4480,178,0.47123,119,-0.1662,209,0.83346,125,-0.0934,124,-0.0995,206,0.70762,52,-1.4271,77,-0.8940
ENSG00000173163,COMMD1,27,-0.2775,25,-0.3931,42,0.40190,43,0.42171,47,0.65644,62,1.04179,21,-0.6822,25,-0.3781,13,-1.3606,19,-0.8611
ENSG00000170340,B3GNT2,12,-0.6074,1,-3.9972,36,1.09031,1,-3.7010,15,-0.3467,27,0.62113,29,0.71903,37,1.14077,18,-0.0033,14,-0.4200
ENSG00000115504,EHBP1,75,-0.3987,37,-1.4579,109,0.17937,63,-0.6662,120,0.37046,79,-0.3226,126,0.41031,85,-0.2028,149,0.68998,101,0.07335
ENSG00000143951,WDPCP,32,0.77177,10,-1.0158,50,1.51941,6,-1.8308,11,-0.9702,17,-0.2415,24,0.29762,3,-2.4546,32,0.76671,21,0.09642
ENSG00000014641,MDH1,82,-2.5126,144,-1.6825,404,-0.1272,191,-1.2649,1125,1.90355,464,0.09180,501,0.21249,501,0.21400,241,-0.9205,238,-1.0045
ENSG00000169764,UGP2,120,-1.1311,215,-0.2408,340,0.48179,279,0.16324,375,0.72689,238,-0.0878,171,-0.5994,172,-0.5882,197,-0.3781,267,0.10652
ENSG00000197329,PELI1,32,0.64150,29,0.49831,10,-1.1495,21,-0.0562,7,-1.6728,56,1.58999,14,-0.6142,21,-0.0266,21,0.01566,19,-0.2243
ENSG00000119862,LGALSL,14,-0.9399,22,-0.3394,16,-0.7885,22,-0.2904,29,0.14621,61,1.33507,31,0.19624,31,0.24083,17,-0.6559,25,-0.1262
ENSG00000119844,AFTPH,45,-0.5161,37,-0.8070,39,-0.7306,49,-0.3858,59,-0.1038,71,0.19674,132,1.20871,78,0.33758,91,0.58509,47,-0.4736
ENSG00000115902,SLC1A4,31,-1.5113,61,-0.4919,309,2.25935,64,-0.4194,51,-0.8470,71,-0.2749,38,-1.2221,88,0.05640,98,0.24075,76,-0.1731
ENSG00000011523,CEP68,52,-0.3473,21,-1.6971,72,0.15334,73,0.17521,64,-0.0329,84,0.40077,103,0.73575,74,0.20860,88,0.48411,43,-0.6783
ENSG00000138069,RAB1A,88,-0.7794,101,-0.5680,159,0.13191,142,-0.0410,190,0.46850,181,0.34130,160,0.14726,156,0.10437,140,-0.0647,122,-0.3011
ENSG00000138071,ACTR2,171,-0.7751,206,-0.4931,312,0.15641,114,-1.3780,401,0.62781,230,-0.3223,380,0.47201,386,0.49969,313,0.15939,239,-0.2827
ENSG00000198369,SPRED2,11,-1.5795,6,-2.3049,44,0.55474,32,0.06231,35,0.23398,34,0.17207,43,0.54154,25,-0.3224,25,-0.3028,39,0.42186
ENSG00000197223,C1D,44,-0.3976,33,-0.8220,86,0.66239,44,-0.3846,62,0.15405,48,-0.2508,48,-0.2605,112,1.10728,74,0.42990,34,-0.8603
ENSG00000221823,PPP3R1,27,-2.4160,100,-0.4813,94,-0.5795,34,-2.0922,119,-0.2392,124,-0.1498,264,1.07459,252,0.99906,149,0.13918,179,0.47745
ENSG00000119865,CNRIP1,64,-0.8959,60,-0.9919,57,-1.0859,135,0.24462,163,0.61935,166,0.58059,198,0.86867,116,0.00763,81,-0.5515,91,-0.3927
ENSG00000169604,ANTXR1,51,1.13189,49,1.07415,40,0.71519,50,1.11473,12,-1.1371,21,-0.3031,0,-4.9780,4,-2.6977,4,-2.7918,30,0.29688
ENSG00000198380,GFPT1,31,-0.6112,14,-1.7776,40,-0.2452,32,-0.6023,58,0.37533,61,0.41463,58,0.34414,43,-0.1278,66,0.54095,50,0.12559
ENSG00000169599,NFU1,16,-0.8114,10,-1.4369,51,1.04521,49,0.96971,49,1.12976,13,-1.1026,23,-0.2051,22,-0.3021,11,-1.3544,14,-1.0509
ENSG00000115977,AAK1,96,-1.3745,64,-1.9657,207,-0.2134,82,-1.6191,296,0.39155,272,0.21122,406,0.86946,287,0.29866,403,0.85560,220,-0.1290
ENSG00000087338,GMCL1,19,-0.6096,25,-0.2373,35,0.28501,1,-4.5402,30,0.07282,35,0.31012,48,0.81112,23,-0.3324,36,0.34244,32,0.18474
ENSG00000124380,SNRNP27,132,0.49114,85,-0.2113,105,0.13181,63,-0.6548,78,-0.3589,144,0.63911,107,0.16288,70,-0.5022,118,0.31695,90,-0.1204
ENSG00000059728,MXD1,16,0.08449,14,-0.1393,12,-0.3992,2,-2.5799,16,0.05525,16,0.06307,11,-0.4492,19,0.39419,11,-0.5061,25,0.87435
ENSG00000169564,PCBP1,252,-0.1353,180,-0.6496,322,0.24979,425,0.70353,295,0.12480,365,0.45350,300,0.14047,225,-0.3101,199,-0.4993,219,-0.3861
ENSG00000116001,TIA1,71,0.31065,20,-1.5935,45,-0.4001,40,-0.5862,33,-0.9219,183,1.94770,44,-0.4492,56,-0.0722,104,0.93732,36,-0.8086
ENSG00000116005,PCYOX1,67,-0.6270,62,-0.7453,129,0.39300,115,0.20473,111,0.17357,62,-0.7432,143,0.55864,131,0.41889,148,0.61844,64,-0.7391
ENSG00000143977,SNRPG,31,-0.9632,87,0.63002,133,1.36464,147,1.53782,55,-0.1106,64,0.14622,31,-0.9588,27,-1.1609,9,-2.6815,31,-1.0484
ENSG00000035141,FAM136A,15,-1.0160,28,-0.1152,27,-0.1796,12,-1.3571,44,0.66825,57,1.04039,23,-0.3814,34,0.18453,19,-0.6664,29,-0.0787
ENSG00000075340,ADD2,47,-1.7281,72,-1.1202,97,-0.6602,34,-2.1988,147,-0.0198,122,-0.3155,320,1.25514,252,0.84910,204,0.50264,173,0.26144
ENSG00000144043,TEX261,24,0.27437,28,0.52622,28,0.50317,4,-2.2232,22,0.14754,10,-1.0624,24,0.27137,18,-0.1520,18,-0.1910,22,0.14017
ENSG00000124357,NAGK,46,0.15694,49,0.26862,32,-0.3910,60,0.59566,40,-0.0667,28,-0.5953,43,0.05048,27,-0.6277,56,0.49703,37,-0.1667
ENSG00000124383,MPHOSPH10,122,1.07913,45,-0.5063,46,-0.4829,54,-0.2399,57,-0.1641,28,-1.2337,118,1.02044,67,0.09224,73,0.22665,44,-0.5897
ENSG00000124374,PAIP2B,244,3.59605,11,-1.8897,11,-1.9007,8,-2.2715,14,-1.6041,40,0.04162,9,-2.1221,8,-2.3815,19,-1.0824,43,0.17398
ENSG00000075292,ZNF638,438,1.48617,82,-1.1925,139,-0.4008,89,-1.0727,101,-0.9470,171,-0.0735,217,0.29853,130,-0.4976,454,1.55124,116,-0.7245
ENSG00000003137,CYP26B1,1,-3.6838,4,-2.2783,6,-1.8010,4,-2.1712,19,-0.1404,84,2.47966,12,-0.7626,32,0.68612,7,-1.4976,28,0.57613
ENSG00000144036,EXOC6B,70,0.67702,46,-0.0036,44,-0.0655,8,-2.5855,32,-0.6206,41,-0.1775,60,0.43214,67,0.58821,53,0.22770,50,0.13325
ENSG00000135638,EMX1,1,-3.5800,3,-2.4699,4,-2.1636,0,-6.8577,27,0.60842,21,0.14922,29,0.69544,40,1.23159,12,-0.7435,32,0.92078
ENSG00000144040,SFXN5,18,-2.9313,211,0.79447,348,1.66477,222,0.87250,94,-0.5265,33,-2.0653,32,-2.0842,93,-0.5107,132,0.02948,137,0.10013
ENSG00000135631,RAB11FIP5,7,-2.6784,51,0.18312,27,-0.7770,24,-0.9684,74,0.86809,32,-0.5395,34,-0.4496,52,0.21865,60,0.41917,56,0.36583
ENSG00000135632,SMYD5,15,-0.7343,11,-1.1930,36,0.62070,35,0.55324,23,-0.1203,30,0.35393,18,-0.4676,28,0.21975,22,-0.1279,26,0.09382
ENSG00000135617,PRADC1,20,-0.6760,45,0.59373,75,1.45133,34,0.12854,38,0.36918,36,0.23950,12,-1.4088,23,-0.4364,5,-2.6961,23,-0.4997
ENSG00000135624,CCT7,60,-0.6991,75,-0.3571,77,-0.3053,77,-0.3076,169,1.08078,69,-0.4827,87,-0.1286,175,1.00980,37,-1.4044,68,-0.5431
ENSG00000163013,FBXO41,34,-1.2619,110,0.54261,49,-0.7300,72,-0.1360,74,-0.1058,109,0.52209,61,-0.3898,100,0.38408,57,-0.5017,101,0.45102
ENSG00000116127,ALMS1,41,1.44513,12,-0.5779,2,-3.0866,1,-3.4103,7,-1.3460,36,1.20315,20,0.26864,11,-0.6164,39,1.35583,14,-0.3497
ENSG00000144034,TPRKB,15,-0.5501,28,0.35436,21,-0.0530,28,0.37823,32,0.66180,51,1.35215,8,-1.5146,22,-0.0023,6,-1.9674,11,-1.0934
ENSG00000144048,DUSP11,7,-1.3138,4,-2.1369,20,0.33639,4,-2.1489,13,-0.3428,32,1.09259,33,1.11848,19,0.20212,29,0.92280,11,-0.6039
ENSG00000124356,STAMBP,125,2.13519,30,-0.2937,45,0.35790,27,-0.4327,28,-0.4417,30,-0.2701,30,-0.2635,26,-0.4973,38,0.07358,13,-1.6110
ENSG00000114956,DGUOK,22,-1.3526,57,0.07828,31,-0.8419,33,-0.7499,75,0.56248,104,1.05008,66,0.30035,53,-0.0480,49,-0.1599,44,-0.3539
ENSG00000163170,BOLA3,15,-1.8805,46,-0.1951,79,0.66670,85,0.77353,91,1.03184,19,-1.4997,32,-0.7365,36,-0.5506,35,-0.6203,48,-0.1321
ENSG00000225439,BOLA3-AS1,21,0.17874,12,-0.6181,14,-0.4949,18,-0.1007,21,0.18496,12,-0.7209,18,-0.0799,21,0.16733,18,-0.1076,26,0.53668
ENSG00000114978,MOB1A,15,-0.9169,54,1.05458,40,0.55684,57,1.13174,19,-0.6201,36,0.36662,15,-0.9654,24,-0.2345,17,-0.7771,21,-0.4918
ENSG00000204843,DCTN1,198,-0.4692,162,-0.7707,210,-0.3760,153,-0.8578,402,0.74197,250,-0.1068,388,0.59754,369,0.51376,226,-0.2585,224,-0.3014
ENSG00000005448,WDR54,3,-3.0126,34,0.39251,17,-0.6606,12,-1.1907,37,0.63704,32,0.33087,53,1.15370,39,0.63443,34,0.42520,7,-1.9558
ENSG00000114993,RTKN,90,3.15391,13,-0.3667,18,0.13935,5,-1.5741,4,-2.0492,32,1.05969,3,-2.4631,0,-6.3752,10,-0.7889,9,-0.9546
ENSG00000115274,INO80B,42,0.50058,4,-2.7342,16,-0.9685,47,0.68357,31,0.01933,33,0.14335,31,0.01787,20,-0.5929,37,0.30333,36,0.31274
ENSG00000239779,WBP1,64,0.33339,82,0.72418,53,0.03350,84,0.77014,57,0.15641,35,-0.6192,30,-0.8316,33,-0.7100,16,-1.7546,57,0.15064
ENSG00000115289,PCGF1,9,-0.9308,4,-2.2505,12,-0.5291,9,-0.9571,22,0.38468,35,1.12727,25,0.58372,32,0.95902,3,-2.5824,18,0.07450
ENSG00000115307,AUP1,41,-0.4284,60,0.13707,67,0.32621,50,-0.1227,47,-0.2516,86,0.72587,75,0.50283,53,-0.0463,60,0.15903,34,-0.7733
ENSG00000115317,HTRA2,13,-1.3208,44,0.53971,18,-0.8242,52,0.79406,40,0.42669,38,0.31002,35,0.16393,19,-0.7935,25,-0.3684,27,-0.2738
ENSG00000135622,SEMA4F,6,-1.5221,0,-5.3404,6,-1.4543,3,-2.6183,18,0.06896,28,0.79244,28,0.78891,39,1.35234,21,0.33382,19,0.17306
ENSG00000115350,POLE4,53,0.22783,71,0.67980,48,0.05206,46,-0.0139,72,0.79615,72,0.72166,26,-0.8625,17,-1.5095,18,-1.3749,30,-0.7335
ENSG00000115364,MRPL19,24,-0.0869,42,0.78886,26,0.05418,24,-0.0725,21,-0.3489,38,0.63690,26,0.01480,24,-0.0783,23,-0.1609,18,-0.5332
ENSG00000176204,LRRTM4,2,-3.9578,18,-1.0141,27,-0.4191,12,-1.6208,38,0.08520,47,0.44767,51,0.56062,127,2.19528,18,-1.0695,26,-0.5567
ENSG00000066032,CTNNA2,58,-1.5359,240,0.64381,315,1.09865,172,0.10385,197,0.35938,130,-0.3373,135,-0.2777,140,-0.2172,101,-0.7209,123,-0.4540
ENSG00000162951,LRRTM1,4,-2.1731,7,-1.3350,1,-3.4088,41,1.36211,25,0.56016,30,0.83947,15,-0.2588,33,0.99270,8,-1.2123,13,-0.5752
ENSG00000163541,SUCLG1,112,0.33852,67,-0.4460,125,0.52651,91,0.01651,104,0.24905,93,0.04988,98,0.13650,74,-0.3127,95,0.07923,59,-0.7000
ENSG00000034510,TMSB10,387,-1.9981,949,-0.6571,1965,0.48469,771,-0.9719,2528,1.03246,2521,0.89638,1554,0.10781,976,-0.6143,566,-1.4341,1334,-0.1445
ENSG00000176407,KCMF1,27,-1.4185,57,-0.3157,88,0.35370,76,0.13299,105,0.73170,75,0.09532,67,-0.0714,65,-0.1217,78,0.16108,49,-0.5874
ENSG00000152291,TGOLN2,173,0.14983,83,-0.9740,163,0.06141,75,-1.1372,162,0.05378,131,-0.2851,214,0.49030,263,0.83201,166,0.08296,147,-0.1124
ENSG00000042445,RETSAT,50,1.12262,28,0.18709,47,1.00667,37,0.61158,30,0.33240,11,-1.2737,17,-0.5438,15,-0.7778,14,-0.9029,10,-1.3715
ENSG00000168906,MAT2A,179,0.87853,91,-0.2100,138,0.44635,140,0.46998,67,-0.7204,119,0.21500,99,-0.0695,74,-0.5150,111,0.09907,81,-0.4215
ENSG00000115486,GGCX,15,-0.6463,16,-0.6445,22,-0.1146,39,0.76856,17,-0.5241,60,1.52698,19,-0.3659,25,0.05050,24,0.04250,16,-0.6746
ENSG00000168899,VAMP5,39,0.29923,69,1.22605,81,1.51492,89,1.67846,11,-1.7386,23,-0.5289,7,-2.1530,5,-2.8235,5,-2.8257,25,-0.4050
ENSG00000168894,RNF181,48,0.00849,36,-0.4543,82,0.87666,108,1.34226,67,0.61385,34,-0.5341,25,-0.9650,40,-0.2579,17,-1.5327,24,-1.1137
ENSG00000168883,USP39,13,-0.6480,27,0.47641,39,1.10001,17,-0.2256,28,0.61583,15,-0.4048,11,-0.8788,32,0.74950,1,-4.0025,13,-0.6435
ENSG00000115525,ST3GAL5,114,0.47816,52,-0.7600,83,-0.0330,62,-0.4763,105,0.37810,72,-0.2403,76,-0.1699,127,0.64958,96,0.20165,62,-0.5290
ENSG00000068654,POLR1A,12,-0.5629,16,-0.0834,20,0.23540,13,-0.3969,18,0.13317,26,0.62950,19,0.14479,12,-0.5573,10,-0.7510,20,0.30207
ENSG00000132300,PTCD3,91,0.43961,108,0.71099,62,-0.1664,64,-0.1312,46,-0.6673,107,0.69395,34,-1.0950,61,-0.2003,121,0.90775,45,-0.7057
ENSG00000132305,IMMT,62,-0.6295,73,-0.3804,113,0.31558,61,-0.6444,140,0.74817,94,0.01438,126,0.48548,84,-0.1666,113,0.31609,54,-0.8875
ENSG00000132313,MRPL35,19,-1.5170,23,-1.2630,92,0.91770,20,-1.4271,81,0.79670,42,-0.3482,39,-0.4533,56,0.11273,72,0.52406,50,-0.0535
ENSG00000068615,REEP1,27,-1.9589,55,-0.8857,38,-1.4467,58,-0.8287,151,0.76535,118,0.28278,164,0.81719,117,0.25901,130,0.43490,89,-0.1762
ENSG00000115548,KDM3A,25,0.11026,25,0.09842,38,0.79787,12,-0.9895,32,0.55400,15,-0.6892,17,-0.4306,40,0.87253,18,-0.3788,12,-1.0140
ENSG00000115561,CHMP3,144,-0.3905,136,-0.4776,174,-0.0999,75,-1.3688,170,-0.1473,96,-1.0076,247,0.45111,327,0.91559,281,0.66768,203,0.15703
ENSG00000239305,RNF103,58,0.32165,43,-0.1395,45,-0.0707,38,-0.3453,52,0.16508,71,0.66215,46,-0.0237,46,-0.0421,47,-0.0150,34,-0.5442
ENSG00000153561,RMND5A,60,-0.3314,70,-0.0894,81,0.13544,68,-0.1292,54,-0.5432,100,0.46835,88,0.27116,105,0.54298,67,-0.1613,73,-0.0388
ENSG00000172086,KRCC1,76,1.73038,31,0.22653,32,0.25545,45,0.80270,7,-2.1206,21,-0.3655,18,-0.5832,18,-0.5891,36,0.44720,17,-0.8005
ENSG00000172005,MAL,455,3.69426,38,-0.9043,106,0.66597,52,-0.4635,14,-2.5115,23,-1.6789,18,-2.0507,12,-2.5488,27,-1.4052,39,-0.9515
ENSG00000144029,MRPS5,107,0.42321,43,-0.9857,99,0.29741,49,-0.7718,73,-0.1917,134,0.79828,75,-0.1275,80,-0.0314,146,0.94062,51,-0.7879
ENSG00000115041,KCNIP3,26,-0.3626,10,-1.7260,20,-0.7880,13,-1.4289,25,-0.5014,93,1.71817,37,0.16551,45,0.46405,27,-0.3431,40,0.31910
ENSG00000115042,FAHD2A,39,0.52806,30,0.12198,41,0.58322,22,-0.3707,24,-0.2521,39,0.51820,30,0.12686,35,0.34724,18,-0.6603,17,-0.8291
ENSG00000232931,LINC00342,92,0.92353,9,-2.5916,11,-2.3366,6,-3.0551,6,-3.1823,138,1.62910,28,-0.9192,10,-2.4444,283,3.17460,17,-1.7688
ENSG00000174501,ANKRD36C,345,1.79440,51,-1.3004,45,-1.4752,18,-2.8386,25,-2.4220,184,0.69033,76,-0.6946,15,-3.0662,602,2.98426,24,-2.4962
ENSG00000084090,STARD7,156,-0.0726,143,-0.2056,135,-0.2992,237,0.59546,165,0.02231,174,0.10506,129,-0.3626,215,0.44044,106,-0.6694,166,0.03413
ENSG00000135956,TMEM127,18,-1.6533,34,-0.7278,47,-0.2440,26,-1.0923,46,-0.2918,83,0.67571,63,0.22814,96,0.90664,77,0.54802,59,0.14697
ENSG00000144021,CIAO1,111,-0.1030,76,-0.6848,122,0.04800,100,-0.2744,112,-0.0948,156,0.43770,192,0.77187,125,0.08597,148,0.34893,85,-0.5646
ENSG00000144028,SNRNP200,47,-0.7234,125,0.80600,102,0.47408,141,0.99881,76,0.00282,57,-0.4332,71,-0.1161,82,0.11540,57,-0.4506,39,-1.0991
ENSG00000114982,KANSL3,14,-1.3712,37,0.06129,27,-0.4167,29,-0.3085,29,-0.3174,98,1.70593,33,-0.1302,31,-0.1805,54,0.65781,22,-0.7874
ENSG00000213337,ANKRD39,20,-0.2354,3,-2.9094,24,0.01101,5,-2.1111,38,0.83460,37,0.70451,18,-0.3983,32,0.45309,35,0.63705,17,-0.5411
ENSG00000168758,SEMA4C,43,1.12095,20,-0.0860,22,0.02634,8,-1.5067,11,-1.0755,33,0.68426,13,-0.6856,31,0.58140,13,-0.7280,26,0.32996
ENSG00000144199,FAHD2B,25,0.38316,23,0.22420,17,-0.2066,2,-3.3273,25,0.39338,29,0.61004,4,-2.2685,53,1.63539,17,-0.2805,9,-1.2466
ENSG00000135976,ANKRD36,133,0.75204,33,-1.4236,13,-2.7054,13,-2.7109,16,-2.5587,269,2.00533,55,-0.6342,20,-2.1038,383,2.75506,25,-1.9129
ENSG00000230606,AC092683.1,22,-1.1515,5,-3.3110,3,-3.9523,4,-3.4922,5,-3.4093,246,3.07059,42,-0.1605,13,-1.9377,216,2.74740,2,-4.4939
ENSG00000196912,ANKRD36B,45,0.85280,8,-1.7055,0,-5.0025,0,-5.6010,3,-3.1633,83,1.93183,16,-0.7699,7,-1.9418,141,3.09976,5,-2.4183
ENSG00000135940,COX5B,262,-1.2073,545,-0.0909,761,0.44110,616,0.10168,1122,1.26028,464,-0.3412,321,-0.9005,413,-0.5187,221,-1.4652,540,-0.1148
ENSG00000115073,ACTR1B,27,-1.8553,49,-0.9684,60,-0.6602,39,-1.3140,114,0.37752,150,0.79098,115,0.35096,127,0.51643,81,-0.1996,114,0.38377
ENSG00000075568,TMEM131,57,0.15175,38,-0.4612,62,0.26598,18,-1.5505,24,-1.2521,128,1.49338,64,0.32841,78,0.64613,75,0.58970,28,-1.0321
ENSG00000040933,INPP4A,18,-2.0670,49,-0.6040,74,0.01996,24,-1.6860,84,0.24043,129,0.92110,70,-0.0667,122,0.81886,91,0.34144,66,-0.1678
ENSG00000183513,COA5,50,0.01114,47,-0.1044,44,-0.1796,32,-0.7039,88,1.05266,40,-0.3457,40,-0.3595,38,-0.4255,47,-0.1090,43,-0.2535
ENSG00000115446,UNC50,29,-0.1551,52,0.76618,51,0.75143,13,-1.2871,38,0.28743,35,0.15868,31,-0.0680,27,-0.2511,37,0.23965,16,-1.0889
ENSG00000071073,MGAT4A,12,-1.5950,23,-0.6264,13,-1.4798,8,-2.0574,29,-0.2817,61,0.95056,58,0.85130,56,0.78696,46,0.46583,38,0.16806
ENSG00000196872,KIAA1211L,14,-2.8105,60,-0.6621,65,-0.5280,41,-1.2320,111,0.32380,67,-0.4997,155,0.83595,239,1.59690,90,-0.0446,77,-0.3042
ENSG00000158411,MITD1,40,1.37039,24,0.47349,17,-0.0762,1,-3.6934,17,-0.0333,18,0.08577,8,-1.1859,17,-0.0766,22,0.38199,14,-0.3445
ENSG00000185414,MRPL30,19,-0.9666,32,-0.1629,62,0.87722,31,-0.2278,46,0.43281,32,-0.1768,51,0.54832,39,0.14343,22,-0.7481,25,-0.5750
ENSG00000115514,TXNDC9,9,-1.3009,12,-0.8808,23,0.12838,33,0.71153,31,0.68288,24,0.21351,25,0.25290,21,0.01586,25,0.24266,10,-1.2020
ENSG00000158417,EIF5B,751,1.47140,220,-0.5373,194,-0.7249,196,-0.7095,190,-0.8152,222,-0.5199,453,0.60572,236,-0.4243,570,0.98708,253,-0.3506
ENSG00000135945,REV1,57,0.82163,18,-0.9218,24,-0.4989,24,-0.5220,28,-0.3030,44,0.39736,39,0.23268,33,-0.0292,62,0.98216,24,-0.5686
ENSG00000144218,AFF3,24,-1.2218,54,0.02770,44,-0.2913,9,-2.5382,51,-0.0826,98,0.98513,56,0.09306,64,0.28652,86,0.77102,51,-0.0786
ENSG00000170500,LONRF2,55,-1.6969,92,-0.9187,109,-0.6687,98,-0.8204,220,0.48223,270,0.77042,207,0.33697,244,0.59995,150,-0.1772,174,0.06131
ENSG00000115526,CHST10,21,-0.9070,36,-0.0786,68,0.92022,11,-1.8315,46,0.33258,28,-0.4911,37,-0.0631,42,0.13279,59,0.70002,32,-0.2790
ENSG00000115539,PDCL3,18,-0.4347,33,0.50850,35,0.60956,15,-0.7152,34,0.66367,3,-2.9210,14,-0.8079,16,-0.6068,42,0.93597,20,-0.2745
ENSG00000170485,NPAS2,17,-1.6751,44,-0.2713,37,-0.5172,80,0.67552,34,-0.7319,88,0.83986,67,0.38801,77,0.61696,37,-0.5226,57,0.13576
ENSG00000071082,RPL31,901,-0.0366,1551,0.84241,1096,0.27350,1490,0.77447,1188,0.45060,597,-0.6722,269,-1.8656,707,-0.4133,225,-2.1309,928,0.01021
ENSG00000163162,RNF149,23,-0.1821,12,-1.0683,34,0.47408,23,-0.1679,25,-0.0080,30,0.23045,18,-0.5628,26,0.04872,48,1.01852,21,-0.3508
ENSG00000175874,CREG2,74,-2.7292,155,-1.6387,219,-1.1227,198,-1.2782,442,-0.0554,323,-0.5371,1015,1.31956,1167,1.57182,577,0.37010,435,-0.0840
ENSG00000071054,MAP4K4,1215,3.02208,212,-0.1829,184,-0.3967,154,-0.6756,84,-1.6771,100,-1.3140,126,-0.9769,80,-1.6482,239,0.00677,189,-0.3892
ENSG00000233639,PANTR1,23,-0.0687,24,-0.0025,38,0.69790,31,0.35687,32,0.46540,6,-1.9698,11,-1.2417,36,0.58919,5,-2.2391,28,0.22014
ENSG00000198914,POU3F3,211,1.34540,167,0.94303,134,0.57935,128,0.49945,47,-1.1222,27,-1.8425,30,-1.6944,92,-0.0293,87,-0.1177,76,-0.3600
ENSG00000135972,MRPS9,27,-0.3226,32,-0.0247,29,-0.2203,29,-0.1937,38,0.24412,46,0.52988,40,0.29368,34,0.05591,41,0.32581,21,-0.7277
ENSG00000135966,TGFBRAP1,14,-0.7738,11,-1.2005,30,0.34185,10,-1.3652,24,-0.0223,44,0.94165,26,0.09779,41,0.82900,34,0.52893,17,-0.5908
ENSG00000135974,C2orf49,54,0.83143,34,0.09992,57,0.90767,19,-0.7814,30,-0.1439,10,-1.6622,40,0.34987,32,-0.0125,36,0.16957,22,-0.6137
ENSG00000115641,FHL2,4,-2.3548,11,-0.9124,28,0.53676,3,-2.6206,26,0.47774,19,-0.0179,38,1.06494,39,1.10560,18,-0.0987,12,-0.7929
ENSG00000071051,NCK2,21,-1.4888,45,-0.3584,81,0.57225,36,-0.7036,92,0.89898,54,-0.0655,62,0.14566,34,-0.7552,57,0.01031,52,-0.1520
ENSG00000115652,UXS1,20,-0.6543,20,-0.6425,46,0.63129,13,-1.2843,38,0.38201,5,-2.6480,69,1.32979,37,0.30440,37,0.27808,23,-0.5029
ENSG00000144057,ST6GAL2,11,-1.1671,23,0.02041,13,-0.8245,22,-0.0599,20,-0.2742,49,1.21037,38,0.80031,16,-0.5273,16,-0.5866,25,0.12291
ENSG00000135968,GCC2,352,-0.0645,154,-1.3232,306,-0.2781,113,-1.7834,305,-0.3125,317,-0.2235,785,1.25576,284,-0.3961,808,1.30645,334,-0.1580
ENSG00000169756,LIMS1,70,1.08263,54,0.67289,129,2.21934,40,0.18036,8,-2.3560,30,-0.2636,4,-3.2656,14,-1.3620,34,-0.0771,19,-1.0109
ENSG00000153201,RANBP2,104,-0.0967,74,-0.6263,94,-0.2561,90,-0.3296,117,0.08928,95,-0.2344,161,0.59389,152,0.50869,158,0.56643,84,-0.4614
ENSG00000186522,SEPTIN10,85,2.98681,19,0.25890,16,-0.0262,18,0.10030,2,-2.7843,2,-3.0918,4,-1.8816,1,-3.4260,15,-0.1745,16,-0.0012
ENSG00000175701,MTLN,36,-1.3037,63,-0.4406,89,0.09748,81,-0.0573,197,1.67400,34,-1.3760,46,-0.9112,75,-0.1827,38,-1.1917,76,-0.1719
ENSG00000175772,LINC01106,0,-8.1072,8,-1.4041,4,-2.5092,1,-3.9651,28,0.49366,29,0.50050,22,0.05015,25,0.25319,42,1.07881,34,0.86052
ENSG00000153107,ANAPC1,7,-2.0439,15,-0.9837,51,0.96487,41,0.57092,35,0.36134,28,-0.0197,30,0.07678,39,0.51751,26,-0.1047,16,-0.8884
ENSG00000153214,TMEM87B,15,0.28379,0,-3.8723,32,1.46662,3,-2.0968,15,0.23810,8,-0.7164,22,0.84140,31,1.43251,3,-1.9355,5,-1.4329
ENSG00000144161,ZC3H8,29,-0.4449,18,-1.1546,24,-0.7345,18,-1.1572,26,-0.6853,64,0.79150,67,0.85343,76,1.07254,86,1.27986,18,-1.2370
ENSG00000188177,ZC3H6,177,1.22755,60,-0.5273,86,0.04351,77,-0.1398,39,-1.2348,46,-0.9163,84,0.00373,103,0.32895,121,0.59049,87,0.06038
ENSG00000114999,TTL,115,0.54496,40,-1.1035,46,-0.8853,31,-1.4649,86,0.07268,106,0.39886,90,0.14844,108,0.43089,96,0.24334,91,0.18111
ENSG00000125611,CHCHD5,27,0.21052,23,-0.0688,35,0.61251,40,0.82689,31,0.44863,5,-2.1520,21,-0.1665,37,0.69920,11,-1.2155,12,-1.0429
ENSG00000144136,SLC20A1,38,-0.8915,44,-0.6747,85,0.32101,56,-0.3291,81,0.28097,47,-0.5850,97,0.54292,43,-0.7227,138,1.13507,59,-0.2766
ENSG00000144134,RABL2A,12,-0.4705,10,-0.7740,12,-0.4775,23,0.45122,14,-0.3044,47,1.71267,14,-0.2406,20,0.24746,6,-1.5049,15,-0.2115
