Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000226479,TMEM185B,15,0.66975,10,0.06190,18,1.01614,12,0.33708,6,-0.7579,6,-0.7310,6,-0.5691,3,-1.5986,7,-0.3907,25,1.56614,1,-2.8120,7,-0.4556
ENSG00000144118,RALB,150,0.37663,70,-0.8100,125,0.07917,77,-0.6622,93,-0.3646,154,0.41639,90,-0.4227,100,-0.2647,131,0.17998,59,-1.0553,132,0.17538,226,1.04173
ENSG00000074054,CLASP1,74,0.47102,79,0.57038,63,0.20006,75,0.47773,45,-0.3207,43,-0.3657,47,-0.2591,62,0.18072,43,-0.4212,45,-0.3279,44,-0.3469,55,0.00169
ENSG00000155438,NIFK,14,-1.1597,44,0.58934,24,-0.3110,26,-0.1952,36,0.27589,15,-1.0395,39,0.39117,36,0.26092,41,0.56252,20,-0.6153,32,0.11284,22,-0.4907
ENSG00000211460,TSN,68,0.02499,110,0.79528,95,0.57031,63,-0.0727,60,-0.1588,60,-0.1701,88,0.44429,44,-0.6196,44,-0.6600,82,0.31752,57,-0.2413,49,-0.4598
ENSG00000155052,CNTNAP5,10,-0.7879,25,0.67494,3,-2.3642,25,0.68534,24,0.62457,7,-1.1839,0,-4.3009,17,0.05164,39,1.62643,5,-1.6320,14,-0.1840,3,-2.4100
ENSG00000136717,BIN1,131,0.21852,121,0.10253,144,0.37120,116,0.02972,160,0.54611,68,-0.7899,147,0.40738,101,-0.1749,69,-0.8245,130,0.21712,105,-0.1287,116,0.03811
ENSG00000163161,ERCC3,24,0.03522,38,0.74556,30,0.36973,44,1.00843,21,-0.1457,13,-0.8373,19,-0.3182,18,-0.4265,24,0.01861,17,-0.5033,22,-0.0760,11,-1.0776
ENSG00000169967,MAP3K2,39,-0.4478,40,-0.3957,20,-1.4655,95,0.95939,127,1.46531,33,-0.6984,27,-0.9661,43,-0.2991,51,-0.0326,84,0.75654,38,-0.4880,29,-0.8752
ENSG00000163166,IWS1,44,-0.7774,57,-0.3908,28,-1.4582,68,-0.1095,145,1.10511,76,0.05114,70,-0.0811,93,0.37260,96,0.46389,91,0.34384,46,-0.7003,44,-0.7919
ENSG00000136709,WDR33,37,-0.3107,42,-0.1365,42,-0.1480,51,0.17436,36,-0.3687,28,-0.7252,51,0.17489,47,0.04806,62,0.53927,57,0.33648,45,-0.0356,34,-0.4535
ENSG00000144231,POLR2D,16,-1.1860,34,0.00389,21,-0.7670,20,-0.7796,29,-0.2504,45,0.40457,48,0.53270,48,0.52997,42,0.35898,42,0.29545,33,-0.0711,26,-0.3999
ENSG00000136715,SAP130,10,-0.6882,19,0.24314,25,0.63949,15,-0.1225,14,-0.2869,23,0.48701,17,-0.0022,7,-1.2439,21,0.37427,27,0.74534,10,-0.7761,7,-1.1568
ENSG00000136731,UGGT1,25,-0.2312,41,0.52537,21,-0.5316,49,0.80050,57,1.06332,22,-0.4239,20,-0.6034,35,0.24951,32,0.11805,21,-0.5208,9,-1.6882,20,-0.6169
ENSG00000136720,HS6ST1,68,-0.2001,149,1.06240,148,1.04940,47,-0.7509,30,-1.4450,23,-1.7800,37,-1.0938,52,-0.5949,81,0.07195,95,0.31714,110,0.55950,83,0.11366
ENSG00000136699,SMPD4,22,-0.2479,38,0.58790,25,-0.0778,62,1.40903,18,-0.5909,21,-0.3126,30,0.22745,26,-0.0005,14,-1.0010,32,0.33316,14,-0.9326,23,-0.2024
ENSG00000152082,MZT2B,300,-0.3341,438,0.25711,491,0.43871,199,-0.9569,259,-0.5557,413,0.16248,304,-0.3131,262,-0.5391,329,-0.2097,305,-0.3105,744,1.12413,466,0.35270
ENSG00000136710,CCDC115,51,0.04497,59,0.27446,100,1.12112,28,-0.8519,20,-1.3589,45,-0.1619,53,0.09502,47,-0.1047,70,0.60269,29,-0.8099,25,-1.0276,49,-0.0141
ENSG00000136718,IMP4,65,0.36779,43,-0.2695,70,0.49423,41,-0.3516,26,-1.0479,35,-0.5771,51,0.00317,36,-0.5400,43,-0.3067,47,-0.1291,85,0.80053,82,0.75445
ENSG00000072135,PTPN18,11,-0.2725,13,-0.1252,17,0.34227,18,0.45390,22,0.70490,2,-2.3612,4,-1.9036,13,-0.1085,4,-1.6826,41,1.77451,20,0.54260,9,-0.5545
ENSG00000178171,AMER3,19,0.02581,34,0.96819,31,0.83446,17,-0.1559,16,-0.2454,16,-0.1712,16,-0.2147,22,0.24760,11,-0.7772,2,-3.1813,25,0.49387,19,0.08087
ENSG00000136002,ARHGEF4,115,-0.3621,111,-0.4222,204,0.53486,131,-0.1680,69,-1.1257,178,0.31680,194,0.45201,92,-0.6973,94,-0.7136,302,1.18416,177,0.30974,131,-0.1664
ENSG00000152102,FAM168B,184,0.45534,179,0.40975,207,0.64408,123,-0.1715,96,-0.5564,146,0.08818,117,-0.2550,100,-0.4912,130,-0.0968,102,-0.4686,127,-0.1328,152,0.15085
ENSG00000115762,PLEKHB2,283,-0.0393,327,0.18480,407,0.53227,258,-0.1860,203,-0.5524,388,0.45676,396,0.49090,260,-0.1730,299,0.04651,144,-1.0648,207,-0.5246,308,0.08939
ENSG00000173272,MZT2A,102,-0.7183,199,0.31118,244,0.63636,94,-0.8480,129,-0.3661,172,0.08041,147,-0.1616,123,-0.4327,137,-0.2880,98,-0.7861,333,1.15651,207,0.37632
ENSG00000287151,C2orf27A,9,-0.4741,10,-0.4072,11,-0.2816,30,1.36052,20,0.64022,7,-0.8458,4,-1.6868,14,0.11151,17,0.41478,8,-0.7610,6,-1.1116,17,0.37749
ENSG00000150551,LYPD1,3,-2.0502,7,-0.9077,4,-1.5905,5,-1.3841,10,-0.2692,11,-0.2242,13,0.07184,6,-1.1199,7,-0.9962,37,1.79735,48,2.28767,5,-1.2512
ENSG00000176771,NCKAP5,1,-3.8534,1,-4.1792,5,-1.9325,6,-1.6495,81,2.67125,16,-0.1495,9,-1.0496,12,-0.6353,8,-1.1801,52,1.77729,16,-0.1468,16,-0.1525
ENSG00000152127,MGAT5,86,0.85553,43,-0.2522,69,0.48817,56,0.15585,60,0.28321,62,0.31226,47,-0.1005,22,-1.2526,61,0.31830,44,-0.1967,13,-2.0125,32,-0.6812
ENSG00000152128,TMEM163,59,1.63371,23,0.10517,36,0.78339,21,-0.0952,7,-1.7537,20,-0.1158,20,-0.1011,21,-0.0601,19,-0.2455,8,-1.4308,10,-1.1465,21,-0.0686
ENSG00000082258,CCNT2,26,-0.4397,50,0.56164,35,-0.0193,109,1.89522,33,-0.1016,18,-1.0115,31,-0.1988,40,0.20249,21,-0.8083,34,-0.0525,16,-1.1259,22,-0.7305
ENSG00000115839,RAB3GAP1,115,-0.1022,125,0.02265,87,-0.5399,129,0.07083,104,-0.2614,138,0.17636,196,0.74169,176,0.56881,157,0.43105,75,-0.7557,52,-1.2967,88,-0.5140
ENSG00000121988,ZRANB3,10,-0.0270,11,0.24969,7,-0.4853,20,1.13092,12,0.37699,8,-0.2884,3,-1.7192,8,-0.2991,12,0.31148,3,-1.7543,11,0.20941,10,0.02191
ENSG00000048991,R3HDM1,185,-0.3359,340,0.62583,144,-0.7123,454,1.10610,186,-0.3285,162,-0.5365,104,-1.2017,275,0.28622,348,0.74123,71,-1.7586,180,-0.3728,186,-0.3276
ENSG00000144224,UBXN4,190,0.01192,103,-0.9276,84,-1.2172,254,0.47427,289,0.68302,197,0.06756,183,-0.0488,182,-0.0539,205,0.14506,254,0.47494,140,-0.4557,163,-0.2261
ENSG00000076003,MCM6,12,-0.1188,13,-0.0652,19,0.52386,16,0.24020,4,-1.5543,20,0.66347,8,-0.7908,12,-0.2065,22,0.87185,5,-1.5232,9,-0.5434,12,-0.1707
ENSG00000115866,DARS,62,-0.2818,68,-0.1222,45,-0.7681,75,0.01390,88,0.27061,52,-0.5412,71,-0.0705,42,-0.8446,90,0.34232,149,1.13049,83,0.18244,47,-0.6911
ENSG00000150540,HNMT,8,-0.5784,8,-0.4981,20,0.90173,9,-0.2831,10,-0.2498,2,-2.2893,11,0.00926,4,-1.4239,5,-1.2958,38,2.02507,18,0.70261,9,-0.3539
ENSG00000144228,SPOPL,10,-0.8251,14,-0.3576,19,0.09019,22,0.34190,16,-0.1840,15,-0.2181,24,0.43997,15,-0.2908,26,0.69778,17,-0.0475,15,-0.2373,11,-0.7220
ENSG00000144227,NXPH2,1,-3.5881,11,-0.3209,22,0.75638,5,-1.3278,7,-0.9549,13,-0.0732,31,1.28818,3,-1.9496,20,0.66444,11,-0.3301,30,1.21667,4,-1.8829
ENSG00000168702,LRP1B,16,-1.7146,17,-1.6480,23,-1.2467,135,1.56298,162,1.89953,55,0.07485,82,0.71774,65,0.34155,21,-1.4251,44,-0.2729,11,-2.2417,26,-1.0497
ENSG00000121964,GTDC1,91,-0.4297,93,-0.3959,86,-0.5138,123,0.03588,122,0.02651,107,-0.1795,100,-0.2926,154,0.39421,196,0.87950,73,-0.7683,103,-0.2450,119,-0.0158
ENSG00000169554,ZEB2,120,-1.5125,122,-1.4880,113,-1.6015,309,-0.0829,869,1.62866,506,0.70240,323,-0.0150,375,0.22010,333,0.03627,281,-0.2326,221,-0.5980,333,0.03349
ENSG00000121989,ACVR2A,11,-0.8693,12,-0.6979,18,-0.1287,36,0.98187,11,-0.8516,12,-0.7272,25,0.39641,37,1.00054,29,0.69162,8,-1.2432,5,-1.8311,20,0.01509
ENSG00000115947,ORC4,93,0.49566,95,0.54268,84,0.34487,79,0.24974,60,-0.1859,69,0.03954,56,-0.2925,51,-0.4252,81,0.30078,46,-0.5896,42,-0.7330,42,-0.7166
ENSG00000204406,MBD5,14,-1.2688,35,0.11493,27,-0.2529,84,1.59195,41,0.38111,11,-1.5638,17,-0.9844,37,0.21400,37,0.26064,35,0.12642,26,-0.3157,16,-1.0459
ENSG00000135999,EPC2,26,-0.8805,40,-0.2204,20,-1.2229,33,-0.5151,63,0.47554,53,0.21357,41,-0.1772,89,1.05094,83,1.06001,10,-2.2846,29,-0.7225,32,-0.5807
ENSG00000168280,KIF5C,622,-0.6634,668,-0.5553,706,-0.4701,788,-0.3028,1264,0.43914,1285,0.46651,1043,0.13429,1121,0.24743,1397,0.67056,426,-1.2320,725,-0.4306,1006,0.07706
ENSG00000168288,MMADHC,44,0.50934,44,0.51092,60,1.00825,26,-0.3369,32,-0.0004,13,-1.3714,10,-1.7492,25,-0.3872,31,-0.0274,29,-0.1534,40,0.36306,30,-0.0970
ENSG00000115963,RND3,5,-1.8042,11,-0.7292,23,0.42682,11,-0.6314,23,0.42281,17,-0.0466,10,-0.7405,7,-1.3042,41,1.63350,7,-1.3133,18,0.06682,11,-0.7132
ENSG00000080345,RIF1,120,-0.9779,250,0.14466,79,-1.5994,314,0.50487,514,1.33182,163,-0.5149,161,-0.5390,300,0.43451,352,0.77812,141,-0.7319,117,-1.0188,99,-1.2602
ENSG00000162980,ARL5A,65,-0.3499,86,0.08377,44,-0.9300,79,-0.0495,78,-0.0745,61,-0.4408,38,-1.1494,59,-0.4872,118,0.65034,119,0.59054,138,0.83461,58,-0.5271
ENSG00000182389,CACNB4,153,-0.3334,181,-0.0727,125,-0.6391,277,0.60432,216,0.20641,130,-0.5835,170,-0.1648,261,0.51046,305,0.85460,107,-0.8751,64,-1.6350,169,-0.1781
ENSG00000115145,STAM2,24,0.32131,27,0.54666,14,-0.4468,16,-0.2648,28,0.58135,6,-1.7250,12,-0.6997,15,-0.3702,18,-0.1164,31,0.76962,24,0.33636,17,-0.2224
ENSG00000157827,FMNL2,71,-0.9985,47,-1.5861,40,-1.8443,161,0.26479,492,2.20073,129,-0.0842,143,0.07764,94,-0.5679,79,-0.8787,239,0.89990,81,-0.7883,115,-0.2669
ENSG00000196504,PRPF40A,81,-0.9239,114,-0.4018,55,-1.4882,181,0.31472,265,0.93732,164,0.16153,116,-0.3773,173,0.24154,190,0.43890,236,0.74635,77,-0.9929,81,-0.9120
ENSG00000144278,GALNT13,13,-0.0165,27,1.18472,10,-0.3952,7,-0.8471,8,-0.7098,8,-0.7343,3,-1.8976,8,-0.7476,14,0.11992,15,0.25586,22,0.79594,19,0.62022
ENSG00000162989,KCNJ3,201,0.25442,264,0.69589,206,0.29443,182,0.10522,123,-0.5043,147,-0.2297,134,-0.3707,183,0.10735,252,0.69236,48,-1.9128,106,-0.7240,120,-0.5420
ENSG00000153234,NR4A2,0,-9.9090,1,-4.5927,0,-9.3548,65,1.31779,103,2.17157,81,1.71378,84,1.78932,29,0.00867,0,-7.4001,9,-1.6884,0,-6.4256,3,-3.2830
ENSG00000115159,GPD2,1,-4.1094,23,-0.3876,13,-1.2320,35,0.25897,57,1.05778,65,1.29971,60,1.15640,21,-0.5107,13,-1.2429,35,0.28161,22,-0.4128,22,-0.4319
ENSG00000136541,ERMN,55,-1.5934,1,-6.4874,31,-2.4506,40,-2.0592,810,2.93925,446,1.71605,149,-0.1006,80,-1.0530,55,-1.6937,178,0.17119,11,-3.9132,161,0.01135
ENSG00000123612,ACVR1C,92,2.77954,56,1.76474,5,-1.8839,8,-1.3229,6,-1.7054,3,-2.4675,0,-5.9521,1,-3.4614,12,-0.7865,5,-1.9600,32,0.80578,17,-0.1698
ENSG00000153237,CCDC148,17,-0.6408,9,-1.5057,15,-0.8133,30,0.22690,37,0.59253,31,0.31913,41,0.75462,30,0.25544,33,0.44115,15,-0.7716,23,-0.1885,18,-0.5343
ENSG00000144283,PKP4,63,-1.2687,83,-0.8661,79,-0.9402,120,-0.2933,285,1.08812,218,0.63936,189,0.41355,161,0.15964,142,-0.0431,126,-0.2276,107,-0.4690,178,0.31433
ENSG00000123636,BAZ2B,134,-1.1193,86,-1.7750,75,-1.9706,237,-0.2551,758,1.65626,413,0.61682,122,-1.2593,269,-0.0641,301,0.12160,415,0.62716,269,-0.0635,260,-0.1167
ENSG00000136536,MARCH7,36,0.07640,51,0.65796,35,0.07252,56,0.81326,36,0.09553,27,-0.3675,16,-1.1270,28,-0.2761,30,-0.2234,29,-0.2417,32,-0.1029,35,0.03317
ENSG00000153250,RBMS1,26,0.17180,11,-1.0536,28,0.28858,47,1.12916,39,0.79260,29,0.34813,8,-1.5287,16,-0.5916,28,0.29918,21,-0.1908,7,-1.6570,15,-0.6656
ENSG00000136560,TANK,18,-0.1211,17,-0.2207,36,0.95620,22,0.18678,24,0.33955,15,-0.4304,12,-0.7030,11,-0.8735,23,0.26870,16,-0.2970,16,-0.2722,21,0.11356
ENSG00000115233,PSMD14,88,0.10328,93,0.17859,83,0.00399,91,0.15342,64,-0.3885,65,-0.3710,109,0.43427,77,-0.1174,111,0.51911,55,-0.6306,71,-0.2309,56,-0.5826
ENSG00000136535,TBR1,104,-0.1494,63,-0.9184,142,0.34409,144,0.36167,98,-0.2388,180,0.72033,280,1.47066,165,0.58424,72,-0.7577,15,-2.9506,25,-2.2528,127,0.16038
ENSG00000144290,SLC4A10,146,-0.6496,364,0.78355,160,-0.5106,359,0.76019,313,0.53673,130,-0.8214,232,0.05843,337,0.65653,292,0.46832,49,-2.2806,114,-1.0248,113,-1.0330
ENSG00000115271,GCA,41,0.47187,30,0.00840,58,1.03879,37,0.30735,23,-0.4245,33,0.15541,30,-0.0272,13,-1.2288,29,-0.0887,28,-0.1080,24,-0.3674,18,-0.7366
ENSG00000182263,FIGN,55,1.26039,12,-1.0715,10,-1.4344,42,0.80609,46,0.93923,12,-1.0943,12,-1.1548,30,0.29331,29,0.22200,15,-0.7622,15,-0.8273,22,-0.1999
ENSG00000082438,COBLL1,28,0.37951,5,-2.1564,15,-0.5240,12,-0.8298,33,0.66597,6,-1.8670,4,-2.4365,14,-0.6502,41,1.12683,44,1.11142,11,-0.9987,29,0.45900
ENSG00000153253,SCN3A,47,-1.3480,106,-0.1398,49,-1.2869,395,2.08684,151,0.41316,53,-1.1715,134,0.22291,141,0.31095,137,0.28382,54,-1.1470,48,-1.3199,54,-1.1653
ENSG00000136531,SCN2A,441,-0.8650,907,0.24563,326,-1.3175,1156,0.63508,886,0.20808,708,-0.1434,970,0.35107,1919,1.49430,1065,0.55785,120,-2.7832,168,-2.2932,357,-1.1833
ENSG00000178662,CSRNP3,201,-0.0621,260,0.34127,148,-0.5302,203,-0.0453,169,-0.3356,171,-0.3123,207,-0.0148,363,0.88082,314,0.71919,78,-1.4845,132,-0.7073,162,-0.4001
ENSG00000123607,TTC21B,20,-0.2284,22,-0.0940,27,0.23283,54,1.35500,44,1.02447,6,-1.9436,10,-1.1842,24,0.02152,25,0.13953,11,-1.0869,16,-0.5893,18,-0.3933
ENSG00000144285,SCN1A,758,2.02259,105,-1.1898,163,-0.5259,280,0.30702,88,-1.4489,126,-0.9195,45,-2.4195,216,-0.0960,477,1.36072,33,-2.8898,63,-1.9494,160,-0.5568
ENSG00000169432,SCN9A,5,-1.3343,2,-2.4191,13,0.06416,34,1.62460,19,0.61886,4,-1.7074,10,-0.4205,14,0.18388,21,0.84260,12,-0.0280,4,-1.5592,6,-1.1689
ENSG00000172318,B3GALT1,10,-0.5298,27,0.98079,21,0.58704,19,0.42593,4,-1.9410,9,-0.6556,11,-0.3928,15,0.01970,19,0.47235,10,-0.5780,14,-0.0590,10,-0.5227
ENSG00000198648,STK39,264,0.93242,94,-0.6914,119,-0.3351,146,-0.0202,106,-0.5132,197,0.45134,114,-0.4044,186,0.35577,192,0.45064,61,-1.3397,71,-1.1135,183,0.32945
ENSG00000172292,CERS6,233,0.78916,156,0.14668,157,0.15507,191,0.46354,122,-0.2443,120,-0.2672,94,-0.6426,212,0.63431,171,0.31226,41,-1.8662,63,-1.2332,121,-0.2558
ENSG00000163093,BBS5,10,0.08851,10,0.04532,6,-0.6536,15,0.66870,16,0.78274,3,-1.6411,2,-1.9352,15,0.69096,6,-0.6203,11,0.27593,17,0.92519,6,-0.7636
ENSG00000138399,FASTKD1,15,-0.2275,18,0.06518,18,-0.0072,56,1.90938,31,0.90392,11,-0.7484,7,-1.3462,12,-0.5985,12,-0.6013,8,-1.2248,10,-0.8622,20,0.19444
ENSG00000138398,PPIG,469,0.02042,336,-0.4953,176,-1.4651,498,0.11366,583,0.36512,443,-0.0682,408,-0.1974,702,0.66376,727,0.80947,386,-0.2812,258,-0.8914,304,-0.6478
ENSG00000154479,CCDC173,17,-1.7324,43,-0.3435,12,-2.2417,22,-1.3211,75,0.53781,37,-0.5569,14,-1.9436,35,-0.6609,64,0.29956,111,1.17779,135,1.52006,68,0.36854
ENSG00000213160,KLHL23,21,-1.0006,84,1.18470,18,-1.1738,55,0.48261,47,0.22792,21,-0.9445,39,-0.0318,45,0.18660,51,0.41536,21,-0.9653,48,0.26087,21,-0.9427
ENSG00000138385,SSB,315,0.14617,221,-0.4052,153,-0.9613,230,-0.3406,313,0.13584,297,0.05492,244,-0.2538,493,0.86706,468,0.87790,174,-0.7663,195,-0.5942,161,-0.8803
ENSG00000138382,METTL5,21,-0.9948,66,0.78648,57,0.55464,31,-0.4073,29,-0.5167,39,-0.0257,28,-0.5505,31,-0.3923,36,-0.1687,38,-0.1003,61,0.66935,49,0.30606
ENSG00000144357,UBR3,157,0.44761,143,0.30426,116,-0.0234,194,0.79771,153,0.41063,72,-0.7482,83,-0.5415,137,0.23460,144,0.34071,55,-1.1448,67,-0.8555,68,-0.8428
ENSG00000128683,GAD1,33,-2.1557,89,-0.6985,413,1.79835,43,-1.7775,62,-1.2548,45,-1.7149,26,-2.4954,11,-3.7891,381,1.96115,112,-0.3500,175,0.33976,62,-1.2421
ENSG00000115806,GORASP2,51,0.72187,50,0.67619,57,0.89808,37,0.19607,26,-0.3601,25,-0.4144,31,-0.0668,21,-0.6473,27,-0.3034,30,-0.1284,15,-1.1655,26,-0.3593
ENSG00000198586,TLK1,142,0.24101,146,0.28219,74,-0.7746,165,0.47515,146,0.27742,110,-0.1678,92,-0.4393,168,0.50467,149,0.34615,49,-1.3930,115,-0.0966,84,-0.5784
ENSG00000123600,METTL8,17,-0.2854,20,0.01175,10,-1.0027,23,0.23641,44,1.25345,10,-1.0882,6,-1.6567,17,-0.2360,20,0.01919,31,0.66555,28,0.51330,14,-0.5109
ENSG00000115827,DCAF17,12,0.00900,14,0.31086,10,-0.1501,19,0.77132,14,0.27669,9,-0.3263,9,-0.3685,6,-0.8552,13,0.23729,7,-0.7867,9,-0.3048,14,0.24914
ENSG00000071967,CYBRD1,3,-2.3177,5,-1.5630,4,-1.7273,1,-3.5542,15,0.00673,2,-2.5043,1,-3.4877,0,-4.2131,3,-2.1665,114,3.99270,40,1.59909,2,-3.0045
ENSG00000077380,DYNC1I2,256,-0.0690,162,-0.7714,155,-0.8331,292,0.13856,439,0.79225,382,0.56525,275,0.04176,318,0.27357,299,0.19139,306,0.21255,127,-1.1384,168,-0.7156
ENSG00000115840,SLC25A12,98,0.62318,90,0.47636,94,0.55828,69,0.06083,47,-0.5095,66,-0.0129,71,0.11015,34,-1.0280,70,0.09585,39,-0.7871,45,-0.5833,67,0.02701
ENSG00000128708,HAT1,9,-0.5411,18,0.57120,10,-0.4233,9,-0.5543,7,-0.8584,13,0.04494,12,-0.0757,13,0.05530,19,0.70717,12,-0.0325,21,0.81364,2,-2.4139
ENSG00000144355,DLX1,2,-2.9013,6,-1.8248,34,0.80736,10,-1.0865,13,-0.6159,5,-1.9945,6,-1.6822,2,-3.2357,46,1.53636,23,0.21681,60,1.79205,10,-1.1056
ENSG00000091409,ITGA6,6,-1.8729,2,-3.2633,4,-2.5759,6,-2.0455,68,1.80583,18,-0.3999,49,1.20974,8,-1.5249,10,-1.2602,93,2.41136,12,-0.9719,12,-0.9137
ENSG00000152256,PDK1,4,-1.5497,15,0.20768,17,0.41216,22,0.80125,20,0.65642,19,0.55155,15,0.15920,12,-0.0856,11,-0.2328,4,-1.5719,11,-0.2945,8,-0.6586
ENSG00000091428,RAPGEF4,125,-0.4224,118,-0.5196,202,0.31654,106,-0.6735,128,-0.3940,173,0.07524,229,0.52238,120,-0.4875,122,-0.5064,164,-0.0054,150,-0.1512,386,1.39325
ENSG00000091436,MAP3K20,23,-0.1497,13,-0.9941,19,-0.4073,7,-1.8010,44,0.89317,3,-3.0539,1,-4.0245,13,-0.9624,22,-0.2384,103,2.45027,33,0.43774,22,-0.1568
ENSG00000172845,SP3,10,-1.4831,20,-0.4535,16,-0.7616,31,0.26423,36,0.46678,24,-0.1512,26,-0.0261,24,-0.1765,33,0.37012,25,-0.0903,34,0.37787,34,0.38100
ENSG00000138430,OLA1,171,0.55660,175,0.58530,130,0.11817,106,-0.2021,84,-0.5535,118,-0.0362,149,0.32859,147,0.30983,128,0.10176,35,-1.8682,92,-0.4224,106,-0.1955
ENSG00000138433,CIR1,131,-0.2828,179,0.20800,75,-1.1140,148,-0.0900,237,0.65839,98,-0.7228,149,-0.0779,236,0.64690,200,0.42665,170,0.12436,109,-0.5583,107,-0.5948
ENSG00000144306,SCRN3,16,-0.3344,19,-0.0574,15,-0.4436,18,-0.1462,19,-0.0715,14,-0.4862,15,-0.4480,31,0.69551,33,0.90491,15,-0.4326,16,-0.3648,15,-0.4608
ENSG00000163328,GPR155,118,-0.5953,211,0.30359,147,-0.2583,278,0.74936,202,0.23072,145,-0.2852,145,-0.2781,301,0.87875,227,0.46706,89,-1.0238,98,-0.8748,73,-1.3099
ENSG00000115935,WIPF1,2,-3.3085,2,-2.9960,5,-1.9478,7,-1.4173,77,2.49477,46,1.51842,19,0.08640,8,-1.1705,4,-2.1091,35,1.04559,16,-0.1486,10,-0.8737
ENSG00000128656,CHN1,1592,0.10859,2471,0.81637,1529,0.04555,1439,-0.0494,1163,-0.3782,1107,-0.4539,1908,0.39638,2031,0.49679,1606,0.13412,345,-2.1949,847,-0.8605,1663,0.17725
ENSG00000115966,ATF2,53,-0.1574,90,0.67206,91,0.68833,54,-0.1278,39,-0.6177,53,-0.1514,73,0.32420,58,-0.0232,59,0.01307,38,-0.6745,51,-0.2292,47,-0.3485
ENSG00000154518,ATP5MC3,468,0.85664,420,0.67840,600,1.27657,211,-0.4066,121,-1.2494,229,-0.2793,181,-0.6355,148,-0.9387,251,-0.1506,128,-1.1563,292,0.09713,267,-0.0440
ENSG00000144320,LNPK,66,0.11105,82,0.45645,61,-0.0016,64,0.06881,76,0.32349,54,-0.1875,52,-0.2567,78,0.37703,80,0.46127,23,-1.4559,38,-0.7143,43,-0.5428
ENSG00000128654,MTX2,126,1.24932,90,0.69027,83,0.56718,54,-0.1308,34,-0.8323,45,-0.4103,62,0.09418,40,-0.5697,48,-0.3114,34,-0.8083,43,-0.4533,50,-0.2297
ENSG00000170144,HNRNPA3,117,-1.0774,299,0.36276,321,0.47685,191,-0.3328,269,0.19786,152,-0.6849,175,-0.4673,219,-0.1288,319,0.51512,230,-0.0473,302,0.37900,174,-0.4792
ENSG00000116044,NFE2L2,59,-0.4255,16,-2.3398,16,-2.3615,41,-0.9781,250,1.97252,98,0.36413,70,-0.1496,40,-0.9884,72,-0.1289,184,1.41817,59,-0.4319,32,-1.3126
ENSG00000018510,AGPS,29,0.24907,19,-0.3964,37,0.59301,39,0.69485,15,-0.7956,14,-0.8344,19,-0.4428,46,0.96862,18,-0.5634,29,0.20342,25,-0.0009,19,-0.4524
ENSG00000079156,OSBPL6,101,0.62795,73,0.10045,85,0.34759,169,1.49719,48,-0.5504,22,-1.6881,35,-1.0148,72,0.08863,85,0.38544,37,-0.9200,35,-0.9885,38,-0.8869
ENSG00000180228,PRKRA,66,0.68786,57,0.44131,79,0.99125,41,-0.0461,28,-0.6572,18,-1.2520,32,-0.4211,24,-0.8990,41,-0.0663,38,-0.1867,45,0.09031,45,0.06474
ENSG00000116095,PLEKHA3,60,-0.2756,72,0.00116,75,0.05848,63,-0.2072,74,0.04288,73,0.02815,90,0.34807,63,-0.2003,97,0.53361,35,-1.1066,68,-0.0803,67,-0.1060
ENSG00000155657,TTN,18,-0.3696,14,-0.6753,14,-0.7241,36,0.72766,12,-0.9993,1,-3.9008,2,-3.3660,19,-0.2850,59,1.84233,28,0.35676,13,-0.7995,19,-0.2344
ENSG00000187231,SESTD1,72,-0.3266,82,-0.1345,63,-0.5372,97,0.12718,139,0.70371,98,0.14785,63,-0.5470,113,0.36634,130,0.66350,63,-0.5342,53,-0.8017,59,-0.6390
ENSG00000144331,ZNF385B,42,-0.0688,27,-0.7330,56,0.38204,59,0.48731,14,-1.7232,42,-0.0478,65,0.62378,62,0.56639,66,0.73051,17,-1.4219,12,-1.9492,40,-0.1426
ENSG00000163510,CWC22,63,-0.4656,58,-0.5909,27,-1.7481,109,0.37113,164,1.04116,77,-0.1704,74,-0.2362,130,0.65921,157,1.10828,27,-1.7127,31,-1.5374,41,-1.1099
ENSG00000170035,UBE2E3,115,0.46402,112,0.43266,150,0.90674,68,-0.3448,38,-1.2169,58,-0.5930,62,-0.4819,62,-0.4911,99,0.25199,56,-0.6533,90,0.08476,100,0.25336
ENSG00000162992,NEUROD1,5,-0.6985,61,3.72231,3,-1.2328,0,-3.3218,0,-4.8005,0,-6.7302,0,-7.3859,0,-7.5827,7,-0.2800,4,-1.0384,21,1.46019,2,-1.7348
ENSG00000138434,ITPRID2,20,-1.0676,41,0.02269,21,-0.9612,96,1.40961,67,0.80419,32,-0.3458,20,-1.0464,24,-0.7747,22,-0.9876,47,0.24253,73,0.95699,39,-0.0470
